ward,precinct,total,D. Renee Jackson,D. Renee Jackson Percent,precinct_id
9,1,355,355,100.0,09001
9,2,317,317,100.0,09002
9,3,262,262,100.0,09003
9,4,279,279,100.0,09004
9,5,313,313,100.0,09005
9,6,343,343,100.0,09006
9,7,241,241,100.0,09007
9,8,388,388,100.0,09008
9,9,385,385,100.0,09009
9,10,279,279,100.0,09010
9,11,257,257,100.0,09011
9,13,16,16,100.0,09013
9,14,62,62,100.0,09014
9,15,331,331,100.0,09015
9,16,330,330,100.0,09016
9,17,272,272,100.0,09017
9,18,246,246,100.0,09018
9,19,334,334,100.0,09019
9,20,345,345,100.0,09020
9,21,312,312,100.0,09021
9,22,359,359,100.0,09022
9,26,448,448,100.0,09026
9,27,302,302,100.0,09027
9,28,243,243,100.0,09028
9,29,306,306,100.0,09029
9,30,277,277,100.0,09030
9,31,269,269,100.0,09031
9,32,334,334,100.0,09032
9,33,267,267,100.0,09033
9,34,297,297,100.0,09034
9,35,131,131,100.0,09035
9,37,378,378,100.0,09037
9,38,343,343,100.0,09038
9,39,393,393,100.0,09039
9,40,369,369,100.0,09040
9,41,284,284,100.0,09041
9,43,338,338,100.0,09043
9,44,283,283,100.0,09044
9,45,314,314,100.0,09045
9,46,361,361,100.0,09046
19,28,278,278,100.0,19028
19,43,155,155,100.0,19043
21,1,324,324,100.0,21001
21,2,94,94,100.0,21002
21,3,374,374,100.0,21003
21,5,392,392,100.0,21005
21,6,311,311,100.0,21006
21,7,352,352,100.0,21007
21,8,374,374,100.0,21008
21,9,373,373,100.0,21009
21,10,328,328,100.0,21010
21,11,312,312,100.0,21011
21,12,330,330,100.0,21012
21,13,212,212,100.0,21013
21,14,397,397,100.0,21014
21,16,297,297,100.0,21016
21,17,166,166,100.0,21017
21,18,393,393,100.0,21018
21,19,379,379,100.0,21019
21,20,36,36,100.0,21020
21,21,303,303,100.0,21021
21,22,331,331,100.0,21022
21,23,331,331,100.0,21023
21,24,366,366,100.0,21024
21,25,311,311,100.0,21025
21,27,355,355,100.0,21027
21,29,373,373,100.0,21029
21,32,337,337,100.0,21032
21,33,203,203,100.0,21033
21,34,265,265,100.0,21034
21,35,364,364,100.0,21035
21,36,374,374,100.0,21036
21,37,285,285,100.0,21037
21,38,381,381,100.0,21038
21,39,278,278,100.0,21039
21,40,301,301,100.0,21040
21,41,324,324,100.0,21041
21,42,390,390,100.0,21042
21,44,193,193,100.0,21044
21,45,320,320,100.0,21045
21,46,377,377,100.0,21046
21,48,118,118,100.0,21048
21,49,382,382,100.0,21049
21,50,303,303,100.0,21050
21,52,38,38,100.0,21052
34,1,394,394,100.0,34001
34,2,270,270,100.0,34002
34,3,391,391,100.0,34003
34,4,282,282,100.0,34004
34,5,329,329,100.0,34005
34,6,410,410,100.0,34006
34,7,402,402,100.0,34007
34,8,285,285,100.0,34008
34,9,301,301,100.0,34009
34,10,373,373,100.0,34010
34,11,322,322,100.0,34011
34,12,370,370,100.0,34012
34,13,375,375,100.0,34013
34,14,298,298,100.0,34014
34,15,361,361,100.0,34015
34,16,321,321,100.0,34016
34,18,262,262,100.0,34018
34,19,327,327,100.0,34019
34,20,408,408,100.0,34020
34,21,436,436,100.0,34021
34,22,328,328,100.0,34022
34,23,290,290,100.0,34023
34,24,322,322,100.0,34024
34,25,400,400,100.0,34025
34,26,414,414,100.0,34026
34,27,327,327,100.0,34027
34,28,231,231,100.0,34028
34,29,291,291,100.0,34029
34,30,302,302,100.0,34030
34,31,323,323,100.0,34031
34,32,371,371,100.0,34032
34,33,334,334,100.0,34033
34,34,385,385,100.0,34034
34,35,420,420,100.0,34035
34,36,315,315,100.0,34036
34,37,260,260,100.0,34037
34,38,189,189,100.0,34038
34,39,274,274,100.0,34039
34,40,397,397,100.0,34040
34,41,263,263,100.0,34041
34,42,344,344,100.0,34042
34,43,335,335,100.0,34043
34,44,358,358,100.0,34044
34,45,370,370,100.0,34045
34,46,244,244,100.0,34046
34,47,366,366,100.0,34047
34,48,399,399,100.0,34048
34,49,266,266,100.0,34049
34,50,332,332,100.0,34050
34,51,390,390,100.0,34051
34,52,265,265,100.0,34052
34,53,269,269,100.0,34053
