ward,precinct,total,Eileen O'Neill Burke,Eileen O'Neill Burke Percent,precinct_id
4,27,585,585,100.0,04027
4,28,479,479,100.0,04028
4,29,517,517,100.0,04029
4,30,701,701,100.0,04030
4,31,490,490,100.0,04031
4,32,552,552,100.0,04032
4,33,521,521,100.0,04033
4,34,469,469,100.0,04034
4,35,603,603,100.0,04035
4,36,573,573,100.0,04036
4,37,782,782,100.0,04037
4,38,529,529,100.0,04038
5,1,477,477,100.0,05001
5,2,425,425,100.0,05002
5,3,478,478,100.0,05003
5,4,580,580,100.0,05004
5,5,432,432,100.0,05005
5,6,409,409,100.0,05006
5,7,447,447,100.0,05007
5,8,476,476,100.0,05008
5,9,539,539,100.0,05009
5,10,411,411,100.0,05010
5,11,505,505,100.0,05011
5,12,379,379,100.0,05012
5,13,414,414,100.0,05013
5,14,384,384,100.0,05014
5,15,429,429,100.0,05015
5,16,477,477,100.0,05016
5,17,422,422,100.0,05017
5,18,451,451,100.0,05018
5,19,440,440,100.0,05019
5,20,505,505,100.0,05020
5,21,504,504,100.0,05021
5,22,503,503,100.0,05022
5,23,816,816,100.0,05023
5,24,504,504,100.0,05024
5,25,453,453,100.0,05025
5,26,502,502,100.0,05026
5,27,623,623,100.0,05027
5,28,485,485,100.0,05028
5,29,528,528,100.0,05029
5,30,380,380,100.0,05030
5,31,405,405,100.0,05031
5,32,523,523,100.0,05032
5,33,496,496,100.0,05033
5,34,573,573,100.0,05034
5,35,461,461,100.0,05035
5,36,302,302,100.0,05036
5,37,478,478,100.0,05037
5,38,462,462,100.0,05038
5,39,366,366,100.0,05039
5,40,369,369,100.0,05040
5,41,246,246,100.0,05041
6,1,415,415,100.0,06001
6,2,422,422,100.0,06002
6,3,429,429,100.0,06003
6,4,341,341,100.0,06004
6,5,319,319,100.0,06005
6,6,370,370,100.0,06006
6,7,421,421,100.0,06007
6,8,423,423,100.0,06008
6,9,443,443,100.0,06009
6,10,296,296,100.0,06010
6,11,365,365,100.0,06011
6,12,353,353,100.0,06012
6,13,295,295,100.0,06013
6,14,404,404,100.0,06014
6,15,387,387,100.0,06015
6,16,386,386,100.0,06016
6,17,329,329,100.0,06017
6,18,336,336,100.0,06018
6,19,379,379,100.0,06019
6,20,291,291,100.0,06020
6,21,278,278,100.0,06021
6,22,320,320,100.0,06022
6,23,245,245,100.0,06023
6,24,234,234,100.0,06024
6,25,253,253,100.0,06025
6,26,330,330,100.0,06026
6,27,277,277,100.0,06027
6,28,254,254,100.0,06028
6,29,414,414,100.0,06029
6,30,373,373,100.0,06030
6,31,408,408,100.0,06031
6,32,387,387,100.0,06032
6,33,407,407,100.0,06033
6,34,429,429,100.0,06034
6,35,373,373,100.0,06035
6,36,431,431,100.0,06036
6,37,393,393,100.0,06037
6,38,403,403,100.0,06038
6,39,375,375,100.0,06039
6,40,348,348,100.0,06040
6,41,413,413,100.0,06041
6,42,456,456,100.0,06042
6,43,363,363,100.0,06043
6,44,435,435,100.0,06044
6,45,457,457,100.0,06045
6,46,283,283,100.0,06046
6,47,321,321,100.0,06047
6,48,405,405,100.0,06048
7,1,388,388,100.0,07001
7,2,431,431,100.0,07002
7,3,385,385,100.0,07003
7,4,370,370,100.0,07004
7,5,342,342,100.0,07005
7,6,516,516,100.0,07006
7,7,430,430,100.0,07007
7,8,331,331,100.0,07008
7,9,640,640,100.0,07009
7,10,437,437,100.0,07010
7,11,472,472,100.0,07011
7,12,379,379,100.0,07012
7,13,238,238,100.0,07013
7,14,448,448,100.0,07014
7,15,408,408,100.0,07015
7,16,352,352,100.0,07016
7,17,350,350,100.0,07017
7,18,388,388,100.0,07018
7,19,369,369,100.0,07019
7,20,308,308,100.0,07020
7,21,344,344,100.0,07021
7,22,342,342,100.0,07022
7,23,390,390,100.0,07023
7,24,328,328,100.0,07024
7,25,401,401,100.0,07025
7,26,332,332,100.0,07026
7,27,335,335,100.0,07027
7,28,313,313,100.0,07028
7,29,338,338,100.0,07029
7,30,326,326,100.0,07030
7,31,255,255,100.0,07031
7,32,523,523,100.0,07032
7,33,474,474,100.0,07033
7,34,446,446,100.0,07034
7,35,405,405,100.0,07035
7,36,472,472,100.0,07036
7,37,414,414,100.0,07037
7,38,371,371,100.0,07038
7,39,363,363,100.0,07039
7,40,342,342,100.0,07040
7,41,385,385,100.0,07041
7,42,360,360,100.0,07042
7,43,383,383,100.0,07043
7,44,358,358,100.0,07044
7,45,441,441,100.0,07045
7,46,142,142,100.0,07046
8,1,323,323,100.0,08001
8,2,408,408,100.0,08002
8,3,406,406,100.0,08003
8,4,438,438,100.0,08004
8,5,426,426,100.0,08005
8,6,434,434,100.0,08006
8,7,460,460,100.0,08007
8,8,360,360,100.0,08008
8,9,279,279,100.0,08009
8,10,468,468,100.0,08010
8,11,369,369,100.0,08011
8,12,366,366,100.0,08012
8,13,466,466,100.0,08013
8,14,397,397,100.0,08014
8,15,420,420,100.0,08015
8,16,155,155,100.0,08016
8,17,350,350,100.0,08017
8,18,437,437,100.0,08018
8,19,438,438,100.0,08019
8,20,443,443,100.0,08020
8,21,563,563,100.0,08021
8,22,371,371,100.0,08022
8,23,384,384,100.0,08023
8,24,255,255,100.0,08024
8,25,436,436,100.0,08025
8,26,425,425,100.0,08026
8,27,439,439,100.0,08027
8,28,425,425,100.0,08028
8,29,496,496,100.0,08029
8,30,413,413,100.0,08030
8,31,311,311,100.0,08031
8,32,339,339,100.0,08032
8,33,382,382,100.0,08033
8,34,366,366,100.0,08034
8,35,409,409,100.0,08035
8,36,435,435,100.0,08036
8,37,325,325,100.0,08037
8,38,262,262,100.0,08038
8,39,425,425,100.0,08039
8,40,312,312,100.0,08040
8,41,423,423,100.0,08041
8,42,520,520,100.0,08042
8,43,227,227,100.0,08043
8,44,275,275,100.0,08044
8,45,438,438,100.0,08045
8,46,346,346,100.0,08046
8,47,332,332,100.0,08047
8,48,399,399,100.0,08048
8,49,380,380,100.0,08049
8,50,400,400,100.0,08050
8,51,440,440,100.0,08051
8,52,505,505,100.0,08052
8,53,225,225,100.0,08053
8,54,406,406,100.0,08054
8,55,306,306,100.0,08055
8,56,396,396,100.0,08056
9,1,408,408,100.0,09001
9,2,384,384,100.0,09002
9,3,355,355,100.0,09003
9,4,320,320,100.0,09004
9,5,343,343,100.0,09005
9,6,397,397,100.0,09006
9,7,295,295,100.0,09007
9,8,449,449,100.0,09008
9,9,441,441,100.0,09009
9,10,332,332,100.0,09010
9,11,327,327,100.0,09011
9,12,436,436,100.0,09012
9,13,410,410,100.0,09013
9,14,491,491,100.0,09014
9,15,460,460,100.0,09015
9,16,365,365,100.0,09016
9,17,375,375,100.0,09017
9,18,302,302,100.0,09018
9,19,388,388,100.0,09019
9,20,391,391,100.0,09020
9,21,368,368,100.0,09021
9,22,416,416,100.0,09022
9,23,419,419,100.0,09023
9,24,373,373,100.0,09024
9,25,401,401,100.0,09025
9,26,554,554,100.0,09026
9,27,383,383,100.0,09027
9,28,291,291,100.0,09028
9,29,385,385,100.0,09029
9,30,337,337,100.0,09030
9,31,343,343,100.0,09031
9,32,380,380,100.0,09032
9,33,336,336,100.0,09033
9,34,364,364,100.0,09034
9,35,387,387,100.0,09035
9,36,353,353,100.0,09036
9,37,455,455,100.0,09037
9,38,415,415,100.0,09038
9,39,453,453,100.0,09039
9,40,414,414,100.0,09040
9,41,337,337,100.0,09041
9,42,376,376,100.0,09042
9,43,405,405,100.0,09043
9,44,340,340,100.0,09044
9,45,362,362,100.0,09045
9,46,418,418,100.0,09046
9,47,419,419,100.0,09047
9,48,393,393,100.0,09048
9,49,396,396,100.0,09049
9,50,489,489,100.0,09050
9,51,392,392,100.0,09051
10,1,338,338,100.0,10001
10,2,315,315,100.0,10002
10,3,321,321,100.0,10003
10,4,340,340,100.0,10004
10,5,277,277,100.0,10005
10,6,296,296,100.0,10006
10,7,275,275,100.0,10007
10,8,315,315,100.0,10008
10,9,306,306,100.0,10009
10,10,351,351,100.0,10010
10,11,463,463,100.0,10011
10,12,256,256,100.0,10012
10,13,457,457,100.0,10013
10,14,460,460,100.0,10014
10,15,764,764,100.0,10015
10,16,281,281,100.0,10016
10,17,425,425,100.0,10017
10,18,268,268,100.0,10018
10,19,368,368,100.0,10019
10,20,364,364,100.0,10020
10,21,371,371,100.0,10021
10,22,247,247,100.0,10022
10,23,345,345,100.0,10023
10,24,332,332,100.0,10024
10,25,131,131,100.0,10025
10,26,316,316,100.0,10026
10,27,424,424,100.0,10027
10,28,421,421,100.0,10028
10,29,355,355,100.0,10029
10,30,370,370,100.0,10030
10,31,298,298,100.0,10031
10,32,348,348,100.0,10032
10,33,285,285,100.0,10033
10,34,295,295,100.0,10034
10,35,332,332,100.0,10035
10,36,85,85,100.0,10036
11,1,399,399,100.0,11001
11,2,66,66,100.0,11002
11,3,377,377,100.0,11003
11,4,356,356,100.0,11004
11,5,530,530,100.0,11005
11,6,584,584,100.0,11006
11,7,741,741,100.0,11007
11,8,367,367,100.0,11008
11,9,322,322,100.0,11009
11,10,337,337,100.0,11010
11,11,429,429,100.0,11011
11,12,501,501,100.0,11012
11,13,431,431,100.0,11013
11,14,191,191,100.0,11014
11,15,135,135,100.0,11015
11,16,258,258,100.0,11016
11,17,468,468,100.0,11017
11,18,312,312,100.0,11018
11,19,514,514,100.0,11019
11,20,260,260,100.0,11020
11,21,492,492,100.0,11021
11,22,463,463,100.0,11022
11,23,217,217,100.0,11023
11,24,456,456,100.0,11024
11,25,453,453,100.0,11025
11,26,439,439,100.0,11026
11,27,152,152,100.0,11027
11,28,182,182,100.0,11028
11,29,411,411,100.0,11029
11,30,180,180,100.0,11030
11,31,392,392,100.0,11031
11,32,194,194,100.0,11032
11,33,486,486,100.0,11033
11,34,113,113,100.0,11034
11,35,69,69,100.0,11035
11,36,180,180,100.0,11036
11,37,104,104,100.0,11037
11,38,200,200,100.0,11038
12,1,393,393,100.0,12001
12,2,293,293,100.0,12002
12,3,473,473,100.0,12003
12,4,378,378,100.0,12004
12,5,310,310,100.0,12005
12,6,364,364,100.0,12006
12,7,413,413,100.0,12007
12,8,392,392,100.0,12008
12,9,307,307,100.0,12009
12,10,446,446,100.0,12010
12,11,407,407,100.0,12011
12,12,399,399,100.0,12012
12,13,396,396,100.0,12013
12,14,367,367,100.0,12014
12,15,340,340,100.0,12015
12,16,368,368,100.0,12016
12,17,433,433,100.0,12017
12,18,342,342,100.0,12018
12,19,375,375,100.0,12019
12,20,500,500,100.0,12020
12,21,403,403,100.0,12021
12,22,374,374,100.0,12022
12,23,386,386,100.0,12023
13,1,279,279,100.0,13001
13,2,242,242,100.0,13002
13,3,263,263,100.0,13003
13,4,331,331,100.0,13004
13,5,406,406,100.0,13005
13,6,273,273,100.0,13006
13,7,278,278,100.0,13007
13,8,253,253,100.0,13008
13,9,348,348,100.0,13009
13,10,250,250,100.0,13010
13,11,330,330,100.0,13011
13,12,294,294,100.0,13012
13,13,335,335,100.0,13013
13,14,338,338,100.0,13014
13,15,523,523,100.0,13015
13,16,252,252,100.0,13016
13,17,292,292,100.0,13017
13,18,257,257,100.0,13018
13,19,408,408,100.0,13019
13,20,197,197,100.0,13020
13,21,328,328,100.0,13021
13,22,326,326,100.0,13022
13,23,284,284,100.0,13023
13,24,297,297,100.0,13024
13,25,336,336,100.0,13025
13,26,348,348,100.0,13026
13,27,308,308,100.0,13027
13,28,265,265,100.0,13028
13,29,301,301,100.0,13029
13,30,278,278,100.0,13030
13,31,316,316,100.0,13031
13,32,248,248,100.0,13032
13,33,277,277,100.0,13033
13,34,387,387,100.0,13034
13,35,297,297,100.0,13035
13,36,235,235,100.0,13036
13,37,392,392,100.0,13037
13,38,260,260,100.0,13038
13,39,347,347,100.0,13039
13,40,266,266,100.0,13040
13,41,406,406,100.0,13041
13,42,281,281,100.0,13042
13,43,332,332,100.0,13043
13,44,358,358,100.0,13044
13,45,345,345,100.0,13045
13,46,434,434,100.0,13046
13,47,402,402,100.0,13047
13,48,265,265,100.0,13048
14,1,344,344,100.0,14001
14,2,497,497,100.0,14002
14,3,423,423,100.0,14003
14,4,321,321,100.0,14004
14,5,532,532,100.0,14005
14,6,203,203,100.0,14006
14,7,493,493,100.0,14007
14,8,429,429,100.0,14008
14,9,386,386,100.0,14009
14,10,244,244,100.0,14010
14,11,222,222,100.0,14011
14,12,390,390,100.0,14012
14,13,308,308,100.0,14013
14,14,402,402,100.0,14014
14,15,435,435,100.0,14015
14,16,264,264,100.0,14016
14,17,332,332,100.0,14017
14,18,141,141,100.0,14018
14,19,400,400,100.0,14019
14,20,262,262,100.0,14020
14,21,346,346,100.0,14021
14,22,448,448,100.0,14022
14,23,272,272,100.0,14023
14,24,380,380,100.0,14024
14,25,230,230,100.0,14025
14,26,287,287,100.0,14026
14,27,377,377,100.0,14027
14,28,296,296,100.0,14028
14,29,323,323,100.0,14029
14,30,242,242,100.0,14030
14,31,236,236,100.0,14031
15,1,365,365,100.0,15001
15,2,287,287,100.0,15002
15,3,295,295,100.0,15003
15,4,366,366,100.0,15004
15,5,368,368,100.0,15005
15,6,399,399,100.0,15006
15,7,292,292,100.0,15007
15,8,340,340,100.0,15008
15,9,471,471,100.0,15009
15,10,506,506,100.0,15010
15,11,503,503,100.0,15011
15,12,474,474,100.0,15012
15,13,389,389,100.0,15013
15,14,363,363,100.0,15014
15,15,329,329,100.0,15015
15,16,396,396,100.0,15016
15,17,293,293,100.0,15017
15,18,303,303,100.0,15018
15,19,332,332,100.0,15019
15,20,246,246,100.0,15020
15,21,263,263,100.0,15021
15,22,302,302,100.0,15022
15,23,323,323,100.0,15023
15,24,299,299,100.0,15024
16,1,424,424,100.0,16001
16,2,361,361,100.0,16002
16,3,306,306,100.0,16003
16,4,326,326,100.0,16004
16,5,295,295,100.0,16005
16,6,334,334,100.0,16006
16,7,309,309,100.0,16007
16,8,248,248,100.0,16008
16,9,364,364,100.0,16009
16,10,320,320,100.0,16010
16,11,341,341,100.0,16011
16,12,322,322,100.0,16012
16,13,388,388,100.0,16013
16,14,312,312,100.0,16014
16,15,355,355,100.0,16015
16,16,309,309,100.0,16016
16,17,409,409,100.0,16017
16,18,323,323,100.0,16018
16,19,316,316,100.0,16019
16,20,296,296,100.0,16020
16,21,291,291,100.0,16021
16,22,329,329,100.0,16022
16,23,355,355,100.0,16023
16,24,179,179,100.0,16024
16,25,347,347,100.0,16025
16,26,285,285,100.0,16026
16,27,284,284,100.0,16027
16,28,296,296,100.0,16028
16,29,305,305,100.0,16029
16,30,309,309,100.0,16030
16,31,362,362,100.0,16031
16,32,404,404,100.0,16032
16,33,298,298,100.0,16033
16,34,304,304,100.0,16034
16,35,411,411,100.0,16035
16,36,256,256,100.0,16036
17,1,361,361,100.0,17001
17,2,354,354,100.0,17002
17,3,418,418,100.0,17003
17,4,494,494,100.0,17004
17,5,302,302,100.0,17005
17,6,366,366,100.0,17006
17,7,386,386,100.0,17007
17,8,361,361,100.0,17008
17,9,308,308,100.0,17009
17,10,493,493,100.0,17010
17,11,333,333,100.0,17011
17,12,502,502,100.0,17012
17,13,344,344,100.0,17013
17,14,415,415,100.0,17014
17,15,443,443,100.0,17015
17,16,397,397,100.0,17016
17,17,355,355,100.0,17017
17,18,387,387,100.0,17018
17,19,248,248,100.0,17019
17,20,452,452,100.0,17020
17,21,416,416,100.0,17021
17,22,343,343,100.0,17022
17,23,261,261,100.0,17023
17,24,393,393,100.0,17024
17,25,315,315,100.0,17025
17,26,448,448,100.0,17026
17,27,375,375,100.0,17027
17,28,303,303,100.0,17028
17,29,366,366,100.0,17029
17,30,329,329,100.0,17030
17,31,274,274,100.0,17031
17,32,344,344,100.0,17032
17,33,280,280,100.0,17033
17,34,304,304,100.0,17034
17,35,320,320,100.0,17035
17,36,393,393,100.0,17036
17,37,331,331,100.0,17037
17,38,385,385,100.0,17038
17,39,378,378,100.0,17039
17,40,376,376,100.0,17040
17,41,445,445,100.0,17041
18,1,372,372,100.0,18001
18,2,364,364,100.0,18002
18,3,319,319,100.0,18003
18,4,397,397,100.0,18004
18,5,286,286,100.0,18005
18,6,312,312,100.0,18006
18,7,410,410,100.0,18007
18,8,367,367,100.0,18008
18,9,372,372,100.0,18009
18,10,491,491,100.0,18010
18,11,313,313,100.0,18011
18,12,362,362,100.0,18012
18,13,409,409,100.0,18013
18,14,382,382,100.0,18014
18,15,440,440,100.0,18015
18,16,357,357,100.0,18016
18,17,405,405,100.0,18017
18,18,307,307,100.0,18018
18,19,372,372,100.0,18019
18,20,325,325,100.0,18020
18,21,459,459,100.0,18021
18,22,401,401,100.0,18022
18,23,378,378,100.0,18023
18,24,371,371,100.0,18024
18,25,385,385,100.0,18025
18,26,451,451,100.0,18026
18,27,312,312,100.0,18027
18,28,335,335,100.0,18028
18,29,406,406,100.0,18029
18,30,428,428,100.0,18030
18,31,426,426,100.0,18031
18,32,425,425,100.0,18032
18,33,297,297,100.0,18033
18,34,437,437,100.0,18034
18,35,421,421,100.0,18035
18,36,398,398,100.0,18036
18,37,433,433,100.0,18037
18,38,348,348,100.0,18038
18,39,344,344,100.0,18039
18,40,449,449,100.0,18040
18,41,433,433,100.0,18041
18,42,371,371,100.0,18042
18,43,292,292,100.0,18043
18,44,293,293,100.0,18044
18,45,392,392,100.0,18045
18,46,405,405,100.0,18046
18,47,334,334,100.0,18047
18,48,317,317,100.0,18048
18,49,266,266,100.0,18049
18,50,318,318,100.0,18050
19,1,314,314,100.0,19001
19,2,499,499,100.0,19002
19,3,250,250,100.0,19003
19,4,388,388,100.0,19004
19,5,408,408,100.0,19005
19,6,336,336,100.0,19006
19,7,365,365,100.0,19007
19,8,377,377,100.0,19008
19,9,299,299,100.0,19009
19,10,461,461,100.0,19010
19,11,313,313,100.0,19011
19,12,255,255,100.0,19012
19,13,511,511,100.0,19013
19,14,425,425,100.0,19014
19,15,434,434,100.0,19015
19,16,350,350,100.0,19016
19,17,340,340,100.0,19017
19,18,348,348,100.0,19018
19,19,455,455,100.0,19019
19,20,348,348,100.0,19020
19,21,348,348,100.0,19021
19,22,363,363,100.0,19022
19,23,361,361,100.0,19023
19,24,232,232,100.0,19024
19,25,347,347,100.0,19025
19,26,384,384,100.0,19026
19,27,393,393,100.0,19027
19,28,484,484,100.0,19028
19,29,359,359,100.0,19029
19,30,296,296,100.0,19030
19,31,322,322,100.0,19031
19,32,321,321,100.0,19032
19,33,349,349,100.0,19033
19,34,340,340,100.0,19034
19,35,338,338,100.0,19035
19,36,558,558,100.0,19036
19,37,395,395,100.0,19037
19,38,360,360,100.0,19038
19,39,193,193,100.0,19039
19,40,399,399,100.0,19040
19,41,297,297,100.0,19041
19,42,289,289,100.0,19042
19,43,555,555,100.0,19043
19,44,360,360,100.0,19044
19,45,360,360,100.0,19045
19,46,348,348,100.0,19046
19,47,599,599,100.0,19047
19,48,511,511,100.0,19048
19,49,476,476,100.0,19049
19,50,312,312,100.0,19050
19,51,408,408,100.0,19051
19,52,382,382,100.0,19052
19,53,357,357,100.0,19053
19,54,244,244,100.0,19054
19,55,265,265,100.0,19055
19,56,420,420,100.0,19056
19,57,330,330,100.0,19057
20,1,434,434,100.0,20001
20,2,172,172,100.0,20002
20,3,343,343,100.0,20003
20,4,205,205,100.0,20004
20,5,416,416,100.0,20005
20,6,209,209,100.0,20006
20,7,434,434,100.0,20007
20,8,371,371,100.0,20008
20,9,544,544,100.0,20009
20,10,343,343,100.0,20010
20,11,517,517,100.0,20011
20,12,356,356,100.0,20012
20,13,454,454,100.0,20013
20,14,227,227,100.0,20014
20,15,427,427,100.0,20015
20,16,426,426,100.0,20016
20,17,259,259,100.0,20017
20,18,325,325,100.0,20018
20,19,434,434,100.0,20019
20,20,354,354,100.0,20020
20,21,346,346,100.0,20021
20,22,414,414,100.0,20022
20,23,480,480,100.0,20023
20,24,395,395,100.0,20024
20,25,319,319,100.0,20025
20,26,413,413,100.0,20026
20,27,221,221,100.0,20027
20,28,257,257,100.0,20028
20,29,451,451,100.0,20029
20,30,207,207,100.0,20030
20,31,487,487,100.0,20031
20,32,385,385,100.0,20032
20,33,286,286,100.0,20033
20,34,585,585,100.0,20034
20,35,375,375,100.0,20035
20,36,164,164,100.0,20036
20,37,151,151,100.0,20037
20,38,166,166,100.0,20038
20,39,49,49,100.0,20039
21,1,384,384,100.0,21001
21,2,321,321,100.0,21002
21,3,424,424,100.0,21003
21,4,395,395,100.0,21004
21,5,440,440,100.0,21005
21,6,364,364,100.0,21006
21,7,409,409,100.0,21007
21,8,426,426,100.0,21008
21,9,421,421,100.0,21009
21,10,373,373,100.0,21010
21,11,369,369,100.0,21011
21,12,369,369,100.0,21012
21,13,409,409,100.0,21013
21,14,454,454,100.0,21014
21,15,374,374,100.0,21015
21,16,352,352,100.0,21016
21,17,371,371,100.0,21017
21,18,445,445,100.0,21018
21,19,426,426,100.0,21019
21,20,349,349,100.0,21020
21,21,333,333,100.0,21021
21,22,363,363,100.0,21022
21,23,363,363,100.0,21023
21,24,413,413,100.0,21024
21,25,350,350,100.0,21025
21,26,425,425,100.0,21026
21,27,393,393,100.0,21027
21,28,493,493,100.0,21028
21,29,445,445,100.0,21029
21,30,330,330,100.0,21030
21,31,274,274,100.0,21031
21,32,383,383,100.0,21032
21,33,394,394,100.0,21033
21,34,404,404,100.0,21034
21,35,404,404,100.0,21035
21,36,418,418,100.0,21036
21,37,321,321,100.0,21037
21,38,428,428,100.0,21038
21,39,340,340,100.0,21039
21,40,366,366,100.0,21040
21,41,352,352,100.0,21041
21,42,430,430,100.0,21042
21,43,398,398,100.0,21043
21,44,403,403,100.0,21044
21,45,354,354,100.0,21045
21,46,422,422,100.0,21046
21,47,398,398,100.0,21047
21,48,378,378,100.0,21048
21,49,438,438,100.0,21049
21,50,349,349,100.0,21050
21,51,385,385,100.0,21051
21,52,420,420,100.0,21052
21,53,295,295,100.0,21053
21,54,338,338,100.0,21054
22,1,236,236,100.0,22001
22,2,417,417,100.0,22002
22,3,518,518,100.0,22003
22,4,314,314,100.0,22004
22,5,366,366,100.0,22005
22,6,369,369,100.0,22006
22,7,272,272,100.0,22007
22,8,477,477,100.0,22008
22,9,331,331,100.0,22009
22,10,510,510,100.0,22010
22,11,298,298,100.0,22011
22,12,321,321,100.0,22012
22,13,371,371,100.0,22013
22,14,284,284,100.0,22014
22,15,341,341,100.0,22015
22,16,307,307,100.0,22016
22,17,391,391,100.0,22017
22,18,362,362,100.0,22018
22,19,220,220,100.0,22019
22,20,368,368,100.0,22020
22,21,430,430,100.0,22021
22,22,323,323,100.0,22022
22,23,472,472,100.0,22023
22,24,442,442,100.0,22024
22,25,360,360,100.0,22025
23,1,302,302,100.0,23001
23,2,300,300,100.0,23002
23,3,282,282,100.0,23003
23,4,355,355,100.0,23004
23,5,384,384,100.0,23005
23,6,392,392,100.0,23006
23,7,353,353,100.0,23007
23,8,417,417,100.0,23008
23,9,318,318,100.0,23009
23,10,425,425,100.0,23010
23,11,440,440,100.0,23011
23,12,302,302,100.0,23012
23,13,330,330,100.0,23013
23,14,287,287,100.0,23014
