ward,precinct,total,Eileen O'Neill Burke,Eileen O'Neill Burke Percent,precinct_id
1,1,472,472,100.0,01001
1,2,448,448,100.0,01002
1,3,546,546,100.0,01003
1,4,522,522,100.0,01004
1,5,503,503,100.0,01005
1,6,447,447,100.0,01006
1,7,341,341,100.0,01007
1,8,417,417,100.0,01008
1,9,373,373,100.0,01009
1,10,580,580,100.0,01010
1,11,516,516,100.0,01011
1,12,519,519,100.0,01012
1,13,196,196,100.0,01013
1,14,487,487,100.0,01014
1,15,407,407,100.0,01015
1,16,461,461,100.0,01016
1,17,402,402,100.0,01017
1,18,494,494,100.0,01018
1,19,601,601,100.0,01019
1,20,388,388,100.0,01020
1,21,547,547,100.0,01021
1,22,312,312,100.0,01022
1,23,635,635,100.0,01023
1,24,412,412,100.0,01024
1,25,423,423,100.0,01025
1,26,316,316,100.0,01026
1,27,474,474,100.0,01027
1,28,133,133,100.0,01028
1,29,459,459,100.0,01029
1,30,518,518,100.0,01030
1,31,465,465,100.0,01031
1,32,442,442,100.0,01032
1,33,502,502,100.0,01033
1,34,430,430,100.0,01034
1,35,580,580,100.0,01035
1,36,501,501,100.0,01036
1,37,459,459,100.0,01037
1,38,462,462,100.0,01038
1,39,389,389,100.0,01039
1,40,453,453,100.0,01040
1,41,258,258,100.0,01041
1,42,153,153,100.0,01042
1,43,298,298,100.0,01043
1,44,424,424,100.0,01044
2,1,525,525,100.0,02001
2,2,347,347,100.0,02002
2,3,554,554,100.0,02003
2,4,415,415,100.0,02004
2,5,568,568,100.0,02005
2,6,492,492,100.0,02006
2,7,459,459,100.0,02007
2,8,553,553,100.0,02008
2,9,385,385,100.0,02009
2,10,341,341,100.0,02010
2,11,414,414,100.0,02011
2,12,427,427,100.0,02012
2,13,398,398,100.0,02013
2,14,489,489,100.0,02014
2,15,449,449,100.0,02015
2,16,462,462,100.0,02016
2,17,557,557,100.0,02017
2,18,452,452,100.0,02018
2,19,267,267,100.0,02019
2,20,548,548,100.0,02020
2,21,482,482,100.0,02021
2,22,473,473,100.0,02022
2,23,279,279,100.0,02023
2,24,452,452,100.0,02024
2,25,540,540,100.0,02025
2,26,400,400,100.0,02026
2,27,410,410,100.0,02027
2,28,536,536,100.0,02028
2,29,501,501,100.0,02029
2,30,384,384,100.0,02030
2,31,529,529,100.0,02031
2,32,407,407,100.0,02032
2,33,653,653,100.0,02033
2,34,348,348,100.0,02034
2,35,607,607,100.0,02035
2,36,351,351,100.0,02036
2,37,418,418,100.0,02037
2,38,397,397,100.0,02038
2,39,295,295,100.0,02039
2,40,549,549,100.0,02040
2,41,487,487,100.0,02041
2,42,519,519,100.0,02042
2,43,640,640,100.0,02043
2,44,299,299,100.0,02044
2,45,440,440,100.0,02045
2,46,265,265,100.0,02046
3,1,585,585,100.0,03001
3,2,560,560,100.0,03002
3,3,405,405,100.0,03003
3,4,533,533,100.0,03004
3,5,351,351,100.0,03005
3,6,547,547,100.0,03006
3,7,304,304,100.0,03007
3,8,490,490,100.0,03008
3,9,491,491,100.0,03009
3,10,296,296,100.0,03010
3,11,504,504,100.0,03011
3,12,436,436,100.0,03012
3,13,555,555,100.0,03013
3,14,530,530,100.0,03014
3,15,517,517,100.0,03015
3,16,477,477,100.0,03016
3,17,629,629,100.0,03017
3,18,724,724,100.0,03018
3,19,515,515,100.0,03019
3,20,519,519,100.0,03020
3,21,507,507,100.0,03021
3,22,674,674,100.0,03022
3,23,454,454,100.0,03023
3,24,460,460,100.0,03024
3,25,764,764,100.0,03025
3,26,528,528,100.0,03026
3,27,584,584,100.0,03027
3,28,301,301,100.0,03028
3,29,562,562,100.0,03029
3,30,457,457,100.0,03030
3,31,603,603,100.0,03031
3,32,565,565,100.0,03032
3,33,599,599,100.0,03033
3,34,605,605,100.0,03034
3,35,238,238,100.0,03035
3,36,304,304,100.0,03036
3,37,459,459,100.0,03037
3,38,400,400,100.0,03038
3,39,668,668,100.0,03039
3,40,554,554,100.0,03040
3,41,397,397,100.0,03041
4,1,612,612,100.0,04001
4,2,611,611,100.0,04002
4,3,474,474,100.0,04003
4,4,652,652,100.0,04004
4,5,483,483,100.0,04005
4,6,578,578,100.0,04006
4,7,609,609,100.0,04007
4,8,556,556,100.0,04008
4,9,501,501,100.0,04009
4,10,561,561,100.0,04010
4,11,544,544,100.0,04011
4,12,575,575,100.0,04012
4,13,593,593,100.0,04013
4,14,510,510,100.0,04014
4,15,621,621,100.0,04015
4,16,728,728,100.0,04016
4,17,652,652,100.0,04017
4,18,435,435,100.0,04018
4,19,482,482,100.0,04019
4,20,402,402,100.0,04020
4,21,692,692,100.0,04021
4,22,482,482,100.0,04022
4,23,628,628,100.0,04023
4,24,453,453,100.0,04024
4,25,558,558,100.0,04025
4,26,480,480,100.0,04026
