ward,precinct,total,precinct_id
29,1,415,29001
29,7,350,29007
29,9,348,29009
29,10,402,29010
29,12,446,29012
29,15,449,29015
29,17,372,29017
29,23,337,29023
29,24,348,29024
29,29,313,29029
29,30,363,29030
29,31,303,29031
29,32,292,29032
29,36,327,29036
29,38,320,29038
29,39,301,29039
29,43,413,29043
30,1,369,30001
30,2,313,30002
30,3,114,30003
30,4,297,30004
30,5,257,30005
30,6,243,30006
30,7,362,30007
30,8,378,30008
30,9,266,30009
30,10,355,30010
30,11,321,30011
30,12,308,30012
30,13,283,30013
30,16,152,30016
30,17,312,30017
30,18,377,30018
30,20,255,30020
30,21,230,30021
30,22,430,30022
30,23,383,30023
30,24,388,30024
30,25,412,30025
30,26,200,30026
30,27,226,30027
30,28,392,30028
30,29,219,30029
30,30,161,30030
30,31,227,30031
31,3,215,31003
31,8,170,31008
31,9,244,31009
31,11,199,31011
31,12,208,31012
31,14,228,31014
31,15,183,31015
31,17,42,31017
31,19,199,31019
31,25,216,31025
31,31,188,31031
31,33,219,31033
31,34,214,31034
31,35,89,31035
36,1,338,36001
36,2,300,36002
36,3,266,36003
36,4,345,36004
36,5,296,36005
36,7,309,36007
36,10,334,36010
36,14,314,36014
36,15,334,36015
36,16,319,36016
36,17,319,36017
36,18,282,36018
36,19,370,36019
36,20,292,36020
36,21,36,36021
36,23,178,36023
36,24,314,36024
36,26,251,36026
36,27,268,36027
36,28,280,36028
36,29,329,36029
36,30,313,36030
37,16,269,37016
37,24,309,37024
37,26,353,37026
38,2,242,38002
38,3,309,38003
38,4,282,38004
38,5,256,38005
38,6,292,38006
38,7,245,38007
38,8,283,38008
38,9,316,38009
38,10,287,38010
38,11,281,38011
38,12,227,38012
38,13,280,38013
38,14,319,38014
38,15,283,38015
38,16,303,38016
38,17,311,38017
38,18,313,38018
38,19,343,38019
38,20,295,38020
38,21,267,38021
38,22,268,38022
38,23,336,38023
38,24,306,38024
38,25,256,38025
38,26,296,38026
38,27,296,38027
38,28,341,38028
38,29,282,38029
38,30,269,38030
38,33,283,38033
38,34,290,38034
38,35,285,38035
38,36,277,38036
38,37,291,38037
38,38,265,38038
38,39,333,38039
38,40,302,38040
41,25,277,41025
41,27,256,41027
41,28,360,41028
41,29,250,41029
45,4,72,45004
45,5,258,45005
45,6,392,45006
45,7,53,45007
45,8,25,45008
45,9,239,45009
45,10,130,45010
