ward,precinct,total,Herb Schumann,Herb Schumann Percent,Martin J. Durkan,Martin J. Durkan Percent,Christopher Anthony,Christopher Anthony Percent,precinct_id
38,30,440,165,37.5,228,51.82,47,10.68,38030
38,31,477,148,31.03,264,55.35,65,13.63,38031
38,32,438,117,26.71,248,56.62,73,16.67,38032
38,33,461,121,26.25,275,59.65,65,14.1,38033
38,34,446,99,22.2,284,63.68,63,14.13,38034
38,35,464,120,25.86,283,60.99,61,13.15,38035
38,36,422,117,27.73,264,62.56,41,9.72,38036
38,37,460,118,25.65,277,60.22,65,14.13,38037
38,38,410,132,32.2,223,54.39,55,13.41,38038
38,39,499,125,25.05,316,63.33,58,11.62,38039
38,40,456,146,32.02,247,54.17,63,13.82,38040
38,41,430,91,21.16,271,63.02,68,15.81,38041
39,1,468,181,38.68,221,47.22,66,14.1,39001
39,2,375,141,37.6,205,54.67,29,7.73,39002
39,3,498,121,24.3,295,59.24,82,16.47,39003
39,4,457,182,39.82,216,47.26,59,12.91,39004
39,5,496,145,29.23,284,57.26,67,13.51,39005
39,6,487,99,20.33,322,66.12,66,13.55,39006
39,7,417,71,17.03,282,67.63,64,15.35,39007
39,8,528,83,15.72,370,70.08,75,14.2,39008
39,9,496,116,23.39,308,62.1,72,14.52,39009
39,10,240,34,14.17,169,70.42,37,15.42,39010
39,11,440,104,23.64,285,64.77,51,11.59,39011
39,12,636,104,16.35,429,67.45,103,16.19,39012
39,13,433,120,27.71,248,57.27,65,15.01,39013
39,14,461,121,26.25,272,59.0,68,14.75,39014
39,15,548,240,43.8,264,48.18,44,8.03,39015
39,16,455,87,19.12,323,70.99,45,9.89,39016
39,17,493,130,26.37,279,56.59,84,17.04,39017
39,18,456,113,24.78,268,58.77,75,16.45,39018
39,19,466,99,21.24,280,60.09,87,18.67,39019
39,20,569,210,36.91,285,50.09,74,13.01,39020
39,21,466,178,38.2,232,49.79,56,12.02,39021
39,22,455,103,22.64,294,64.62,58,12.75,39022
39,23,478,181,37.87,227,47.49,70,14.64,39023
39,24,578,249,43.08,265,45.85,64,11.07,39024
39,25,428,68,15.89,292,68.22,68,15.89,39025
39,26,462,160,34.63,242,52.38,60,12.99,39026
39,27,84,35,41.67,37,44.05,12,14.29,39027
39,28,554,96,17.33,349,63.0,109,19.68,39028
39,29,274,26,9.49,204,74.45,44,16.06,39029
39,30,604,111,18.38,394,65.23,99,16.39,39030
39,31,450,81,18.0,299,66.44,70,15.56,39031
39,32,422,149,35.31,226,53.55,47,11.14,39032
39,33,571,132,23.12,353,61.82,86,15.06,39033
39,34,521,114,21.88,321,61.61,86,16.51,39034
39,35,474,105,22.15,281,59.28,88,18.57,39035
39,36,148,31,20.95,104,70.27,13,8.78,39036
39,37,463,175,37.8,222,47.95,66,14.25,39037
39,38,269,95,35.32,138,51.3,36,13.38,39038
39,39,306,102,33.33,165,53.92,39,12.75,39039
39,40,430,149,34.65,235,54.65,46,10.7,39040
39,41,528,197,37.31,268,50.76,63,11.93,39041
39,42,504,233,46.23,224,44.44,47,9.33,39042
39,43,507,202,39.84,224,44.18,81,15.98,39043
39,44,373,182,48.79,153,41.02,38,10.19,39044
39,45,439,172,39.18,221,50.34,46,10.48,39045
40,1,497,92,18.51,329,66.2,76,15.29,40001
40,2,498,71,14.26,361,72.49,66,13.25,40002
40,3,659,94,14.26,441,66.92,124,18.82,40003
40,4,304,46,15.13,207,68.09,51,16.78,40004
40,5,553,103,18.63,374,67.63,76,13.74,40005
40,6,634,93,14.67,433,68.3,108,17.03,40006
40,7,520,84,16.15,337,64.81,99,19.04,40007
40,8,662,100,15.11,442,66.77,120,18.13,40008
40,9,447,59,13.2,344,76.96,44,9.84,40009
40,10,576,94,16.32,411,71.35,71,12.33,40010
40,11,538,81,15.06,354,65.8,103,19.14,40011
40,12,426,87,20.42,262,61.5,77,18.08,40012
40,13,796,97,12.19,570,71.61,129,16.21,40013
40,14,474,104,21.94,308,64.98,62,13.08,40014
40,15,481,95,19.75,322,66.94,64,13.31,40015
40,16,670,114,17.01,449,67.01,107,15.97,40016
40,17,462,102,22.08,284,61.47,76,16.45,40017
40,18,475,48,10.11,348,73.26,79,16.63,40018
40,19,650,126,19.38,423,65.08,101,15.54,40019
40,20,530,92,17.36,372,70.19,66,12.45,40020
40,21,608,104,17.11,401,65.95,103,16.94,40021
40,22,525,67,12.76,389,74.1,69,13.14,40022
40,23,594,89,14.98,417,70.2,88,14.81,40023
40,24,495,112,22.63,321,64.85,62,12.53,40024
40,25,643,72,11.2,458,71.23,113,17.57,40025
40,26,531,69,12.99,376,70.81,86,16.2,40026
40,27,697,88,12.63,482,69.15,127,18.22,40027
40,28,598,58,9.7,421,70.4,119,19.9,40028
40,29,508,118,23.23,305,60.04,85,16.73,40029
40,30,456,144,31.58,272,59.65,40,8.77,40030
40,31,599,88,14.69,399,66.61,112,18.7,40031
40,32,593,95,16.02,393,66.27,105,17.71,40032
40,33,528,77,14.58,347,65.72,104,19.7,40033
40,34,477,104,21.8,302,63.31,71,14.88,40034
40,35,393,66,16.79,280,71.25,47,11.96,40035
40,36,496,71,14.31,350,70.56,75,15.12,40036
40,37,564,85,15.07,400,70.92,79,14.01,40037
40,38,657,111,16.89,413,62.86,133,20.24,40038
40,39,190,16,8.42,155,81.58,19,10.0,40039
41,1,477,192,40.25,229,48.01,56,11.74,41001
41,2,518,235,45.37,232,44.79,51,9.85,41002
41,3,454,162,35.68,230,50.66,62,13.66,41003
41,4,481,169,35.14,267,55.51,45,9.36,41004
41,5,582,236,40.55,294,50.52,52,8.93,41005
41,6,537,256,47.67,237,44.13,44,8.19,41006
41,7,549,227,41.35,263,47.91,59,10.75,41007
41,8,490,224,45.71,210,42.86,56,11.43,41008
41,9,507,203,40.04,245,48.32,59,11.64,41009
41,10,523,199,38.05,292,55.83,32,6.12,41010
41,11,554,225,40.61,270,48.74,59,10.65,41011
41,12,507,192,37.87,271,53.45,44,8.68,41012
41,13,585,279,47.69,248,42.39,58,9.91,41013
41,14,556,223,40.11,265,47.66,68,12.23,41014
41,15,640,244,38.13,329,51.41,67,10.47,41015
41,16,493,188,38.13,245,49.7,60,12.17,41016
41,17,501,204,40.72,238,47.5,59,11.78,41017
41,18,447,182,40.72,211,47.2,54,12.08,41018
41,19,554,263,47.47,219,39.53,72,13.0,41019
41,20,412,181,43.93,187,45.39,44,10.68,41020
41,21,477,166,34.8,270,56.6,41,8.6,41021
41,22,520,227,43.65,235,45.19,58,11.15,41022
41,23,538,292,54.28,209,38.85,37,6.88,41023
41,24,468,222,47.44,195,41.67,51,10.9,41024
41,25,479,136,28.39,270,56.37,73,15.24,41025
41,26,469,200,42.64,224,47.76,45,9.59,41026
41,27,467,207,44.33,219,46.9,41,8.78,41027
41,28,576,180,31.25,336,58.33,60,10.42,41028
41,29,444,159,35.81,241,54.28,44,9.91,41029
41,30,500,200,40.0,243,48.6,57,11.4,41030
41,31,523,208,39.77,259,49.52,56,10.71,41031
41,32,417,166,39.81,197,47.24,54,12.95,41032
41,33,476,210,44.12,201,42.23,65,13.66,41033
41,34,424,177,41.75,205,48.35,42,9.91,41034
41,35,584,261,44.69,253,43.32,70,11.99,41035
41,36,493,206,41.78,223,45.23,64,12.98,41036
41,37,543,212,39.04,282,51.93,49,9.02,41037
41,38,467,185,39.61,232,49.68,50,10.71,41038
41,39,534,246,46.07,246,46.07,42,7.87,41039
41,40,559,243,43.47,251,44.9,65,11.63,41040
41,41,511,225,44.03,237,46.38,49,9.59,41041
41,42,520,221,42.5,238,45.77,61,11.73,41042
41,43,524,223,42.56,252,48.09,49,9.35,41043
41,44,528,221,41.86,268,50.76,39,7.39,41044
41,45,464,176,37.93,229,49.35,59,12.72,41045
41,46,505,217,42.97,239,47.33,49,9.7,41046
41,47,496,189,38.1,251,50.6,56,11.29,41047
42,1,543,235,43.28,269,49.54,39,7.18,42001
42,2,679,240,35.35,375,55.23,64,9.43,42002
42,3,662,196,29.61,378,57.1,88,13.29,42003
42,4,1080,378,35.0,582,53.89,120,11.11,42004
42,5,499,184,36.87,251,50.3,64,12.83,42005
42,6,596,198,33.22,322,54.03,76,12.75,42006
42,7,707,298,42.15,335,47.38,74,10.47,42007
42,8,532,166,31.2,309,58.08,57,10.71,42008
42,9,686,187,27.26,397,57.87,102,14.87,42009
42,10,775,240,30.97,442,57.03,93,12.0,42010
42,11,413,201,48.67,178,43.1,34,8.23,42011
42,12,496,210,42.34,237,47.78,49,9.88,42012
42,13,508,199,39.17,241,47.44,68,13.39,42013
42,14,752,320,42.55,370,49.2,62,8.24,42014
42,15,540,233,43.15,256,47.41,51,9.44,42015
42,16,630,222,35.24,331,52.54,77,12.22,42016
42,17,865,359,41.5,417,48.21,89,10.29,42017
42,18,768,283,36.85,407,52.99,78,10.16,42018
42,19,751,319,42.48,363,48.34,69,9.19,42019
42,20,655,279,42.6,323,49.31,53,8.09,42020
42,21,634,216,34.07,322,50.79,96,15.14,42021
42,22,339,152,44.84,156,46.02,31,9.14,42022
42,23,656,310,47.26,297,45.27,49,7.47,42023
42,24,593,229,38.62,308,51.94,56,9.44,42024
42,25,681,275,40.38,340,49.93,66,9.69,42025
42,26,725,275,37.93,376,51.86,74,10.21,42026
42,27,434,136,31.34,221,50.92,77,17.74,42027
42,28,697,251,36.01,370,53.08,76,10.9,42028
42,29,665,260,39.1,319,47.97,86,12.93,42029
42,30,503,234,46.52,210,41.75,59,11.73,42030
42,31,789,334,42.33,372,47.15,83,10.52,42031
42,32,660,311,47.12,281,42.58,68,10.3,42032
42,33,697,166,23.82,431,61.84,100,14.35,42033
42,34,546,271,49.63,226,41.39,49,8.97,42034
42,35,835,244,29.22,491,58.8,100,11.98,42035
42,36,994,371,37.32,534,53.72,89,8.95,42036
42,37,453,181,39.96,232,51.21,40,8.83,42037
42,38,587,226,38.5,291,49.57,70,11.93,42038
42,39,691,265,38.35,356,51.52,70,10.13,42039
42,40,854,287,33.61,476,55.74,91,10.66,42040
42,41,635,187,29.45,377,59.37,71,11.18,42041
42,42,978,290,29.65,582,59.51,106,10.84,42042
43,1,330,100,30.3,189,57.27,41,12.42,43001
43,2,599,223,37.23,316,52.75,60,10.02,43002
43,3,583,246,42.2,282,48.37,55,9.43,43003
43,4,793,311,39.22,406,51.2,76,9.58,43004
43,5,532,223,41.92,269,50.56,40,7.52,43005
43,6,460,167,36.3,239,51.96,54,11.74,43006
43,7,387,141,36.43,210,54.26,36,9.3,43007
43,8,471,161,34.18,265,56.26,45,9.55,43008
43,9,630,224,35.56,333,52.86,73,11.59,43009
43,10,698,293,41.98,341,48.85,64,9.17,43010
43,11,567,261,46.03,258,45.5,48,8.47,43011
43,12,419,141,33.65,233,55.61,45,10.74,43012
43,13,567,157,27.69,346,61.02,64,11.29,43013
43,14,568,224,39.44,281,49.47,63,11.09,43014
43,15,650,237,36.46,323,49.69,90,13.85,43015
43,16,706,256,36.26,378,53.54,72,10.2,43016
43,17,507,205,40.43,249,49.11,53,10.45,43017
43,18,657,268,40.79,321,48.86,68,10.35,43018
43,19,646,244,37.77,325,50.31,77,11.92,43019
43,20,629,210,33.39,330,52.46,89,14.15,43020
43,21,622,212,34.08,356,57.23,54,8.68,43021
43,22,443,141,31.83,239,53.95,63,14.22,43022
43,23,439,141,32.12,257,58.54,41,9.34,43023
43,24,476,163,34.24,253,53.15,60,12.61,43024
43,25,462,150,32.47,268,58.01,44,9.52,43025
43,26,378,113,29.89,219,57.94,46,12.17,43026
43,27,579,203,35.06,292,50.43,84,14.51,43027
43,28,755,249,32.98,427,56.56,79,10.46,43028
43,29,605,205,33.88,321,53.06,79,13.06,43029
43,30,753,236,31.34,425,56.44,92,12.22,43030
43,31,585,185,31.62,348,59.49,52,8.89,43031
43,32,664,204,30.72,370,55.72,90,13.55,43032
43,33,618,260,42.07,297,48.06,61,9.87,43033
43,34,420,158,37.62,224,53.33,38,9.05,43034
43,35,669,297,44.39,324,48.43,48,7.17,43035
43,36,363,118,32.51,208,57.3,37,10.19,43036
43,37,710,179,25.21,443,62.39,88,12.39,43037
43,38,513,241,46.98,225,43.86,47,9.16,43038
43,39,665,211,31.73,395,59.4,59,8.87,43039
43,40,455,135,29.67,256,56.26,64,14.07,43040
43,41,792,262,33.08,426,53.79,104,13.13,43041
43,42,559,167,29.87,339,60.64,53,9.48,43042
43,43,634,285,44.95,296,46.69,53,8.36,43043
43,44,570,207,36.32,297,52.11,66,11.58,43044
43,45,370,131,35.41,211,57.03,28,7.57,43045
43,46,353,126,35.69,184,52.12,43,12.18,43046
44,1,1011,234,23.15,652,64.49,125,12.36,44001
44,2,600,180,30.0,348,58.0,72,12.0,44002
44,3,387,112,28.94,234,60.47,41,10.59,44003
44,4,551,139,25.23,353,64.07,59,10.71,44004
44,5,675,143,21.19,449,66.52,83,12.3,44005
44,6,789,179,22.69,509,64.51,101,12.8,44006
44,7,453,177,39.07,227,50.11,49,10.82,44007
44,8,822,207,25.18,510,62.04,105,12.77,44008
44,9,574,187,32.58,322,56.1,65,11.32,44009
44,10,610,197,32.3,345,56.56,68,11.15,44010
44,11,684,207,30.26,389,56.87,88,12.87,44011
44,12,688,156,22.67,445,64.68,87,12.65,44012
44,13,534,207,38.76,276,51.69,51,9.55,44013
44,14,577,147,25.48,358,62.05,72,12.48,44014
44,15,591,140,23.69,374,63.28,77,13.03,44015
44,16,685,224,32.7,382,55.77,79,11.53,44016
44,17,799,166,20.78,527,65.96,106,13.27,44017
44,18,652,198,30.37,390,59.82,64,9.82,44018
44,19,750,174,23.2,484,64.53,92,12.27,44019
44,20,661,149,22.54,422,63.84,90,13.62,44020
44,21,738,172,23.31,460,62.33,106,14.36,44021
44,22,655,183,27.94,416,63.51,56,8.55,44022
44,23,650,138,21.23,418,64.31,94,14.46,44023
44,24,476,130,27.31,282,59.24,64,13.45,44024
44,25,617,207,33.55,337,54.62,73,11.83,44025
44,26,699,159,22.75,463,66.24,77,11.02,44026
44,27,666,188,28.23,407,61.11,71,10.66,44027
44,28,658,133,20.21,428,65.05,97,14.74,44028
44,29,719,219,30.46,430,59.81,70,9.74,44029
44,30,709,215,30.32,424,59.8,70,9.87,44030
44,31,575,165,28.7,340,59.13,70,12.17,44031
44,32,738,212,28.73,431,58.4,95,12.87,44032
44,33,643,102,15.86,462,71.85,79,12.29,44033
44,34,666,145,21.77,446,66.97,75,11.26,44034
44,35,733,198,27.01,454,61.94,81,11.05,44035
44,36,663,175,26.4,412,62.14,76,11.46,44036
44,37,688,136,19.77,448,65.12,104,15.12,44037
44,38,631,195,30.9,346,54.83,90,14.26,44038
44,39,623,218,34.99,349,56.02,56,8.99,44039
44,40,619,240,38.77,301,48.63,78,12.6,44040
44,41,799,169,21.15,535,66.96,95,11.89,44041
45,1,406,63,15.52,256,63.05,87,21.43,45001
45,2,422,64,15.17,274,64.93,84,19.91,45002
45,3,445,101,22.7,270,60.67,74,16.63,45003
45,4,590,135,22.88,353,59.83,102,17.29,45004
45,5,465,117,25.16,250,53.76,98,21.08,45005
45,6,586,148,25.26,356,60.75,82,13.99,45006
45,7,673,178,26.45,417,61.96,78,11.59,45007
45,8,495,94,18.99,330,66.67,71,14.34,45008
45,9,512,115,22.46,316,61.72,81,15.82,45009
45,10,523,140,26.77,303,57.93,80,15.3,45010
45,11,387,70,18.09,263,67.96,54,13.95,45011
45,12,471,104,22.08,292,62.0,75,15.92,45012
45,13,420,109,25.95,240,57.14,71,16.9,45013
45,14,634,141,22.24,414,65.3,79,12.46,45014
45,15,593,129,21.75,377,63.58,87,14.67,45015
45,16,407,107,26.29,220,54.05,80,19.66,45016
45,17,544,166,30.51,287,52.76,91,16.73,45017
45,18,522,174,33.33,282,54.02,66,12.64,45018
45,19,266,65,24.44,165,62.03,36,13.53,45019
45,20,360,102,28.33,195,54.17,63,17.5,45020
45,21,434,140,32.26,243,55.99,51,11.75,45021
45,22,459,123,26.8,274,59.69,62,13.51,45022
45,23,459,158,34.42,253,55.12,48,10.46,45023
45,24,381,129,33.86,217,56.96,35,9.19,45024
45,25,309,111,35.92,160,51.78,38,12.3,45025
45,26,275,108,39.27,129,46.91,38,13.82,45026
45,27,451,164,36.36,244,54.1,43,9.53,45027
45,28,400,137,34.25,214,53.5,49,12.25,45028
45,29,324,93,28.7,189,58.33,42,12.96,45029
45,30,465,92,19.78,307,66.02,66,14.19,45030
45,31,384,103,26.82,226,58.85,55,14.32,45031
45,32,411,117,28.47,247,60.1,47,11.44,45032
45,33,327,85,25.99,197,60.24,45,13.76,45033
45,34,499,117,23.45,300,60.12,82,16.43,45034
45,35,480,156,32.5,263,54.79,61,12.71,45035
45,36,480,144,30.0,273,56.88,63,13.13,45036
45,37,459,143,31.15,261,56.86,55,11.98,45037
45,38,424,116,27.36,260,61.32,48,11.32,45038
45,39,467,147,31.48,250,53.53,70,14.99,45039
45,40,465,141,30.32,267,57.42,57,12.26,45040
45,41,442,143,32.35,232,52.49,67,15.16,45041
45,42,458,156,34.06,236,51.53,66,14.41,45042
45,43,492,206,41.87,243,49.39,43,8.74,45043
45,44,478,180,37.66,246,51.46,52,10.88,45044
45,45,326,131,40.18,159,48.77,36,11.04,45045
45,46,382,153,40.05,190,49.74,39,10.21,45046
45,47,355,133,37.46,186,52.39,36,10.14,45047
45,48,395,174,44.05,184,46.58,37,9.37,45048
46,1,438,81,18.49,271,61.87,86,19.63,46001
46,2,516,57,11.05,372,72.09,87,16.86,46002
46,3,705,164,23.26,445,63.12,96,13.62,46003
46,4,533,72,13.51,364,68.29,97,18.2,46004
46,5,729,185,25.38,425,58.3,119,16.32,46005
46,6,528,48,9.09,408,77.27,72,13.64,46006
46,7,623,141,22.63,406,65.17,76,12.2,46007
46,8,448,54,12.05,337,75.22,57,12.72,46008
46,9,624,93,14.9,401,64.26,130,20.83,46009
46,10,955,199,20.84,638,66.81,118,12.36,46010
46,11,597,142,23.79,387,64.82,68,11.39,46011
46,12,632,80,12.66,434,68.67,118,18.67,46012
46,13,582,111,19.07,374,64.26,97,16.67,46013
46,14,660,65,9.85,541,81.97,54,8.18,46014
46,15,628,135,21.5,398,63.38,95,15.13,46015
46,16,648,86,13.27,444,68.52,118,18.21,46016
46,17,639,127,19.87,415,64.95,97,15.18,46017
46,18,632,135,21.36,422,66.77,75,11.87,46018
46,19,394,87,22.08,250,63.45,57,14.47,46019
46,20,490,57,11.63,373,76.12,60,12.24,46020
46,21,426,74,17.37,283,66.43,69,16.2,46021
46,22,448,57,12.72,294,65.63,97,21.65,46022
46,23,447,59,13.2,332,74.27,56,12.53,46023
46,24,634,129,20.35,422,66.56,83,13.09,46024
46,25,567,72,12.7,394,69.49,101,17.81,46025
46,26,587,68,11.58,422,71.89,97,16.52,46026
46,27,725,138,19.03,480,66.21,107,14.76,46027
46,28,577,137,23.74,382,66.2,58,10.05,46028
46,29,512,100,19.53,334,65.23,78,15.23,46029
46,30,617,74,11.99,453,73.42,90,14.59,46030
46,31,627,102,16.27,442,70.49,83,13.24,46031
46,32,579,58,10.02,449,77.55,72,12.44,46032
46,33,669,155,23.17,440,65.77,74,11.06,46033
46,34,685,103,15.04,477,69.64,105,15.33,46034
46,35,719,104,14.46,526,73.16,89,12.38,46035
46,36,556,133,23.92,354,63.67,69,12.41,46036
46,37,389,35,9.0,317,81.49,37,9.51,46037
46,38,647,98,15.15,484,74.81,65,10.05,46038
46,39,566,124,21.91,370,65.37,72,12.72,46039
46,40,481,81,16.84,295,61.33,105,21.83,46040
47,1,376,106,28.19,210,55.85,60,15.96,47001
47,2,577,167,28.94,326,56.5,84,14.56,47002
47,3,563,143,25.4,352,62.52,68,12.08,47003
47,4,591,174,29.44,339,57.36,78,13.2,47004
47,5,627,102,16.27,411,65.55,114,18.18,47005
47,6,661,163,24.66,421,63.69,77,11.65,47006
47,7,549,119,21.68,341,62.11,89,16.21,47007
47,8,584,149,25.51,344,58.9,91,15.58,47008
47,9,519,142,27.36,298,57.42,79,15.22,47009
47,10,743,116,15.61,513,69.04,114,15.34,47010
47,11,595,164,27.56,348,58.49,83,13.95,47011
47,12,630,129,20.48,404,64.13,97,15.4,47012
47,13,548,90,16.42,352,64.23,106,19.34,47013
47,14,533,117,21.95,317,59.47,99,18.57,47014
47,15,716,77,10.75,495,69.13,144,20.11,47015
47,16,574,104,18.12,392,68.29,78,13.59,47016
47,17,561,142,25.31,336,59.89,83,14.8,47017
47,18,610,142,23.28,361,59.18,107,17.54,47018
47,19,746,76,10.19,532,71.31,138,18.5,47019
47,20,552,103,18.66,359,65.04,90,16.3,47020
47,21,551,109,19.78,342,62.07,100,18.15,47021
47,22,633,123,19.43,407,64.3,103,16.27,47022
47,23,617,80,12.97,434,70.34,103,16.69,47023
47,24,610,139,22.79,388,63.61,83,13.61,47024
47,25,684,161,23.54,431,63.01,92,13.45,47025
47,26,784,126,16.07,526,67.09,132,16.84,47026
47,27,528,136,25.76,321,60.8,71,13.45,47027
47,28,544,112,20.59,345,63.42,87,15.99,47028
47,29,628,155,24.68,385,61.31,88,14.01,47029
47,30,742,93,12.53,522,70.35,127,17.12,47030
47,31,574,103,17.94,375,65.33,96,16.72,47031
47,32,683,113,16.54,469,68.67,101,14.79,47032
47,33,600,170,28.33,356,59.33,74,12.33,47033
47,34,621,125,20.13,392,63.12,104,16.75,47034
47,35,583,138,23.67,358,61.41,87,14.92,47035
47,36,668,113,16.92,448,67.07,107,16.02,47036
47,37,637,122,19.15,409,64.21,106,16.64,47037
47,38,586,121,20.65,367,62.63,98,16.72,47038
47,39,582,116,19.93,347,59.62,119,20.45,47039
47,40,583,104,17.84,358,61.41,121,20.75,47040
47,41,672,124,18.45,424,63.1,124,18.45,47041
47,42,593,83,14.0,392,66.1,118,19.9,47042
47,43,582,169,29.04,333,57.22,80,13.75,47043
47,44,583,146,25.04,368,63.12,69,11.84,47044
47,45,545,118,21.65,328,60.18,99,18.17,47045
47,46,525,146,27.81,294,56.0,85,16.19,47046
47,47,705,179,25.39,417,59.15,109,15.46,47047
47,48,57,9,15.79,44,77.19,4,7.02,47048
48,1,507,63,12.43,344,67.85,100,19.72,48001
48,2,254,67,26.38,144,56.69,43,16.93,48002
48,3,685,76,11.09,502,73.28,107,15.62,48003
48,4,549,54,9.84,403,73.41,92,16.76,48004
48,5,299,56,18.73,187,62.54,56,18.73,48005
48,6,718,103,14.35,511,71.17,104,14.48,48006
48,7,567,64,11.29,374,65.96,129,22.75,48007
48,8,304,74,24.34,172,56.58,58,19.08,48008
48,9,412,90,21.84,262,63.59,60,14.56,48009
48,10,763,102,13.37,514,67.37,147,19.27,48010
48,11,446,67,15.02,297,66.59,82,18.39,48011
48,12,652,70,10.74,488,74.85,94,14.42,48012
48,13,699,127,18.17,464,66.38,108,15.45,48013
48,14,319,76,23.82,208,65.2,35,10.97,48014
48,15,397,61,15.37,281,70.78,55,13.85,48015
48,16,599,66,11.02,423,70.62,110,18.36,48016
48,17,521,68,13.05,356,68.33,97,18.62,48017
48,18,398,46,11.56,301,75.63,51,12.81,48018
48,19,371,49,13.21,256,69.0,66,17.79,48019
48,20,632,83,13.13,415,65.66,134,21.2,48020
48,21,730,95,13.01,543,74.38,92,12.6,48021
48,22,475,113,23.79,306,64.42,56,11.79,48022
48,23,616,125,20.29,422,68.51,69,11.2,48023
48,24,698,166,23.78,417,59.74,115,16.48,48024
48,25,500,78,15.6,309,61.8,113,22.6,48025
48,26,321,55,17.13,217,67.6,49,15.26,48026
48,27,1092,176,16.12,752,68.86,164,15.02,48027
48,28,714,171,23.95,457,64.01,86,12.04,48028
48,29,262,51,19.47,187,71.37,24,9.16,48029
48,30,492,63,12.8,323,65.65,106,21.54,48030
48,31,833,91,10.92,616,73.95,126,15.13,48031
48,32,613,61,9.95,450,73.41,102,16.64,48032
48,33,317,82,25.87,197,62.15,38,11.99,48033
48,34,502,68,13.55,327,65.14,107,21.31,48034
48,35,341,59,17.3,231,67.74,51,14.96,48035
48,36,329,55,16.72,224,68.09,50,15.2,48036
48,37,595,79,13.28,418,70.25,98,16.47,48037
48,38,548,101,18.43,342,62.41,105,19.16,48038
48,39,459,98,21.35,298,64.92,63,13.73,48039
48,40,499,67,13.43,326,65.33,106,21.24,48040
48,41,718,73,10.17,511,71.17,134,18.66,48041
48,42,676,51,7.54,484,71.6,141,20.86,48042
48,43,594,82,13.8,409,68.86,103,17.34,48043
48,44,679,80,11.78,466,68.63,133,19.59,48044
48,45,434,56,12.9,294,67.74,84,19.35,48045
48,46,372,72,19.35,242,65.05,58,15.59,48046
49,1,429,23,5.36,354,82.52,52,12.12,49001
49,2,381,49,12.86,264,69.29,68,17.85,49002
49,3,639,54,8.45,477,74.65,108,16.9,49003
49,4,709,70,9.87,493,69.53,146,20.59,49004
49,5,566,52,9.19,426,75.27,88,15.55,49005
49,6,562,58,10.32,389,69.22,115,20.46,49006
49,7,635,116,18.27,419,65.98,100,15.75,49007
49,8,491,59,12.02,366,74.54,66,13.44,49008
49,9,605,78,12.89,413,68.26,114,18.84,49009
49,10,553,68,12.3,404,73.06,81,14.65,49010
49,11,694,65,9.37,522,75.22,107,15.42,49011
49,12,811,90,11.1,533,65.72,188,23.18,49012
49,13,686,83,12.1,483,70.41,120,17.49,49013
49,14,482,75,15.56,312,64.73,95,19.71,49014
49,15,483,50,10.35,358,74.12,75,15.53,49015
49,16,535,90,16.82,351,65.61,94,17.57,49016
49,17,375,70,18.67,242,64.53,63,16.8,49017
49,18,744,63,8.47,512,68.82,169,22.72,49018
49,19,552,35,6.34,441,79.89,76,13.77,49019
49,20,865,94,10.87,595,68.79,176,20.35,49020
49,21,374,45,12.03,299,79.95,30,8.02,49021
49,22,592,56,9.46,450,76.01,86,14.53,49022
49,23,695,66,9.5,498,71.65,131,18.85,49023
49,24,530,51,9.62,408,76.98,71,13.4,49024
49,25,787,90,11.44,538,68.36,159,20.2,49025
49,26,659,115,17.45,411,62.37,133,20.18,49026
49,27,731,76,10.4,530,72.5,125,17.1,49027
49,28,758,61,8.05,536,70.71,161,21.24,49028
49,29,683,61,8.93,468,68.52,154,22.55,49029
49,30,668,81,12.13,474,70.96,113,16.92,49030
49,31,482,65,13.49,354,73.44,63,13.07,49031
49,32,607,59,9.72,457,75.29,91,14.99,49032
49,33,515,44,8.54,392,76.12,79,15.34,49033
50,1,424,183,43.16,186,43.87,55,12.97,50001
50,2,297,115,38.72,161,54.21,21,7.07,50002
50,3,370,160,43.24,175,47.3,35,9.46,50003
50,4,486,120,24.69,324,66.67,42,8.64,50004
50,5,313,150,47.92,125,39.94,38,12.14,50005
50,6,494,119,24.09,310,62.75,65,13.16,50006
50,7,523,106,20.27,345,65.97,72,13.77,50007
50,8,484,55,11.36,360,74.38,69,14.26,50008
50,9,372,88,23.66,246,66.13,38,10.22,50009
50,10,486,155,31.89,277,57.0,54,11.11,50010
50,11,305,190,62.3,91,29.84,24,7.87,50011
50,12,206,74,35.92,114,55.34,18,8.74,50012
50,13,574,69,12.02,437,76.13,68,11.85,50013
50,14,149,63,42.28,75,50.34,11,7.38,50014
50,15,488,104,21.31,302,61.89,82,16.8,50015
50,16,150,56,37.33,78,52.0,16,10.67,50016
50,17,436,104,23.85,294,67.43,38,8.72,50017
50,18,90,47,52.22,39,43.33,4,4.44,50018
50,19,328,59,17.99,225,68.6,44,13.41,50019
50,20,487,97,19.92,303,62.22,87,17.86,50020
50,21,408,99,24.26,260,63.73,49,12.01,50021
50,22,400,156,39.0,211,52.75,33,8.25,50022
50,23,305,85,27.87,185,60.66,35,11.48,50023
50,24,362,187,51.66,148,40.88,27,7.46,50024
50,25,396,185,46.72,180,45.45,31,7.83,50025
50,26,547,105,19.2,383,70.02,59,10.79,50026
50,27,144,52,36.11,85,59.03,7,4.86,50027
50,28,498,59,11.85,385,77.31,54,10.84,50028
