ward,precinct,total,Donne E. Trotter,Donne E. Trotter Percent,precinct_id
6,1,463,463,100.0,06001
6,2,466,466,100.0,06002
6,3,460,460,100.0,06003
6,8,460,460,100.0,06008
6,13,337,337,100.0,06013
6,14,460,460,100.0,06014
6,16,432,432,100.0,06016
6,19,67,67,100.0,06019
6,29,465,465,100.0,06029
6,31,448,448,100.0,06031
6,34,480,480,100.0,06034
6,35,408,408,100.0,06035
6,36,478,478,100.0,06036
6,37,430,430,100.0,06037
6,38,464,464,100.0,06038
6,39,415,415,100.0,06039
6,41,460,460,100.0,06041
6,42,503,503,100.0,06042
6,43,410,410,100.0,06043
6,44,497,497,100.0,06044
6,45,505,505,100.0,06045
6,46,321,321,100.0,06046
7,26,355,355,100.0,07026
7,27,365,365,100.0,07027
7,28,268,268,100.0,07028
7,29,366,366,100.0,07029
7,30,294,294,100.0,07030
7,32,244,244,100.0,07032
7,36,501,501,100.0,07036
7,37,27,27,100.0,07037
7,38,393,393,100.0,07038
7,39,387,387,100.0,07039
7,40,378,378,100.0,07040
7,41,416,416,100.0,07041
7,42,392,392,100.0,07042
7,43,415,415,100.0,07043
7,44,398,398,100.0,07044
7,45,450,450,100.0,07045
8,3,447,447,100.0,08003
8,4,465,465,100.0,08004
8,5,463,463,100.0,08005
8,6,449,449,100.0,08006
8,7,503,503,100.0,08007
8,8,410,410,100.0,08008
8,10,520,520,100.0,08010
8,11,405,405,100.0,08011
8,12,396,396,100.0,08012
8,14,422,422,100.0,08014
8,15,439,439,100.0,08015
8,17,375,375,100.0,08017
8,18,465,465,100.0,08018
8,19,464,464,100.0,08019
8,22,403,403,100.0,08022
8,23,394,394,100.0,08023
8,24,279,279,100.0,08024
8,25,457,457,100.0,08025
8,26,230,230,100.0,08026
8,27,461,461,100.0,08027
8,29,533,533,100.0,08029
8,30,463,463,100.0,08030
8,31,349,349,100.0,08031
8,32,377,377,100.0,08032
8,33,402,402,100.0,08033
8,34,390,390,100.0,08034
8,35,455,455,100.0,08035
8,36,471,471,100.0,08036
8,37,368,368,100.0,08037
8,38,277,277,100.0,08038
8,39,457,457,100.0,08039
8,40,346,346,100.0,08040
8,41,477,477,100.0,08041
8,43,220,220,100.0,08043
8,44,309,309,100.0,08044
8,45,449,449,100.0,08045
8,46,381,381,100.0,08046
8,47,380,380,100.0,08047
8,48,431,431,100.0,08048
8,49,411,411,100.0,08049
8,50,453,453,100.0,08050
8,51,479,479,100.0,08051
8,52,567,567,100.0,08052
8,53,238,238,100.0,08053
8,54,183,183,100.0,08054
8,56,464,464,100.0,08056
9,1,186,186,100.0,09001
9,7,41,41,100.0,09007
9,8,476,476,100.0,09008
9,9,371,371,100.0,09009
9,12,493,493,100.0,09012
9,13,342,342,100.0,09013
9,23,458,458,100.0,09023
9,24,413,413,100.0,09024
9,25,433,433,100.0,09025
9,28,34,34,100.0,09028
9,31,58,58,100.0,09031
9,36,397,397,100.0,09036
9,37,494,494,100.0,09037
9,38,304,304,100.0,09038
9,42,421,421,100.0,09042
9,43,205,205,100.0,09043
9,46,436,436,100.0,09046
9,47,451,451,100.0,09047
9,48,455,455,100.0,09048
9,49,444,444,100.0,09049
9,50,536,536,100.0,09050
9,51,419,419,100.0,09051
10,2,326,326,100.0,10002
10,3,328,328,100.0,10003
10,5,294,294,100.0,10005
10,9,315,315,100.0,10009
10,13,457,457,100.0,10013
10,14,3,3,100.0,10014
10,15,810,810,100.0,10015
10,16,283,283,100.0,10016
10,17,445,445,100.0,10017
10,21,3,3,100.0,10021
10,23,18,18,100.0,10023
10,24,336,336,100.0,10024
10,27,17,17,100.0,10027
10,33,4,4,100.0,10033
17,21,407,407,100.0,17021
21,31,297,297,100.0,21031
21,53,147,147,100.0,21053
