ward,precinct,total,Omar Aquino,Omar Aquino Percent,precinct_id
1,1,495,495,100.0,01001
1,2,329,329,100.0,01002
1,3,590,590,100.0,01003
1,4,560,560,100.0,01004
1,5,548,548,100.0,01005
1,6,478,478,100.0,01006
1,8,34,34,100.0,01008
1,10,642,642,100.0,01010
1,11,433,433,100.0,01011
1,14,528,528,100.0,01014
1,15,456,456,100.0,01015
1,17,304,304,100.0,01017
1,18,523,523,100.0,01018
1,20,413,413,100.0,01020
1,21,550,550,100.0,01021
1,22,326,326,100.0,01022
1,24,435,435,100.0,01024
1,25,470,470,100.0,01025
1,26,342,342,100.0,01026
1,27,516,516,100.0,01027
1,29,492,492,100.0,01029
1,30,563,563,100.0,01030
1,31,490,490,100.0,01031
1,32,389,389,100.0,01032
1,33,514,514,100.0,01033
1,35,618,618,100.0,01035
1,36,530,530,100.0,01036
1,37,353,353,100.0,01037
1,38,490,490,100.0,01038
1,39,426,426,100.0,01039
1,40,477,477,100.0,01040
1,44,443,443,100.0,01044
2,1,183,183,100.0,02001
2,3,595,595,100.0,02003
2,4,456,456,100.0,02004
2,5,605,605,100.0,02005
2,14,544,544,100.0,02014
2,15,59,59,100.0,02015
2,16,479,479,100.0,02016
2,17,84,84,100.0,02017
2,21,515,515,100.0,02021
26,1,373,373,100.0,26001
26,2,310,310,100.0,26002
26,3,414,414,100.0,26003
26,4,186,186,100.0,26004
26,5,328,328,100.0,26005
26,6,281,281,100.0,26006
26,8,194,194,100.0,26008
26,9,295,295,100.0,26009
26,10,335,335,100.0,26010
26,11,329,329,100.0,26011
26,12,370,370,100.0,26012
26,13,198,198,100.0,26013
26,14,278,278,100.0,26014
26,15,205,205,100.0,26015
26,16,218,218,100.0,26016
26,18,280,280,100.0,26018
26,19,162,162,100.0,26019
26,20,302,302,100.0,26020
26,21,449,449,100.0,26021
26,22,215,215,100.0,26022
26,23,219,219,100.0,26023
26,24,333,333,100.0,26024
26,25,311,311,100.0,26025
26,26,240,240,100.0,26026
26,27,361,361,100.0,26027
26,28,76,76,100.0,26028
26,29,202,202,100.0,26029
26,30,275,275,100.0,26030
26,31,169,169,100.0,26031
26,32,411,411,100.0,26032
26,33,336,336,100.0,26033
26,34,22,22,100.0,26034
26,35,308,308,100.0,26035
26,36,358,358,100.0,26036
26,37,355,355,100.0,26037
26,38,195,195,100.0,26038
26,39,378,378,100.0,26039
26,40,242,242,100.0,26040
26,41,402,402,100.0,26041
26,42,267,267,100.0,26042
26,43,225,225,100.0,26043
26,44,194,194,100.0,26044
26,45,186,186,100.0,26045
26,47,256,256,100.0,26047
26,48,353,353,100.0,26048
26,49,200,200,100.0,26049
27,5,3,3,100.0,27005
27,7,603,603,100.0,27007
27,13,117,117,100.0,27013
27,24,31,31,100.0,27024
27,27,21,21,100.0,27027
27,40,75,75,100.0,27040
27,43,9,9,100.0,27043
29,15,13,13,100.0,29015
29,23,103,103,100.0,29023
29,24,27,27,100.0,29024
29,29,96,96,100.0,29029
29,30,254,254,100.0,29030
29,31,214,214,100.0,29031
29,36,305,305,100.0,29036
29,38,393,393,100.0,29038
29,39,352,352,100.0,29039
30,2,400,400,100.0,30002
30,5,318,318,100.0,30005
30,6,318,318,100.0,30006
30,9,100,100,100.0,30009
30,10,435,435,100.0,30010
30,11,379,379,100.0,30011
30,12,386,386,100.0,30012
30,13,353,353,100.0,30013
30,14,272,272,100.0,30014
30,16,186,186,100.0,30016
30,19,293,293,100.0,30019
30,21,291,291,100.0,30021
30,29,266,266,100.0,30029
30,30,189,189,100.0,30030
31,3,271,271,100.0,31003
31,4,389,389,100.0,31004
31,14,52,52,100.0,31014
31,15,234,234,100.0,31015
31,16,359,359,100.0,31016
31,19,237,237,100.0,31019
31,21,90,90,100.0,31021
31,22,278,278,100.0,31022
31,25,278,278,100.0,31025
31,31,265,265,100.0,31031
31,39,314,314,100.0,31039
35,2,402,402,100.0,35002
35,3,453,453,100.0,35003
35,7,463,463,100.0,35007
35,8,480,480,100.0,35008
35,12,324,324,100.0,35012
35,13,332,332,100.0,35013
35,14,368,368,100.0,35014
35,16,307,307,100.0,35016
35,18,357,357,100.0,35018
35,19,287,287,100.0,35019
35,21,415,415,100.0,35021
36,1,433,433,100.0,36001
36,2,412,412,100.0,36002
36,3,374,374,100.0,36003
36,4,428,428,100.0,36004
36,5,390,390,100.0,36005
36,6,344,344,100.0,36006
36,7,397,397,100.0,36007
36,8,348,348,100.0,36008
36,9,348,348,100.0,36009
36,10,433,433,100.0,36010
36,11,323,323,100.0,36011
36,12,278,278,100.0,36012
36,13,286,286,100.0,36013
36,15,419,419,100.0,36015
36,18,62,62,100.0,36018
36,19,476,476,100.0,36019
36,21,344,344,100.0,36021
36,22,362,362,100.0,36022
36,23,360,360,100.0,36023
36,24,391,391,100.0,36024
36,25,404,404,100.0,36025
36,26,328,328,100.0,36026
36,27,347,347,100.0,36027
36,28,345,345,100.0,36028
36,29,397,397,100.0,36029
36,30,404,404,100.0,36030
37,12,201,201,100.0,37012
37,22,210,210,100.0,37022
37,26,51,51,100.0,37026
38,4,350,350,100.0,38004
38,8,338,338,100.0,38008
38,10,350,350,100.0,38010
38,16,364,364,100.0,38016
38,21,5,5,100.0,38021
38,37,387,387,100.0,38037
38,39,290,290,100.0,38039
