ward,precinct,total,BYRON F. REED,BYRON F. REED Percent,ROBERT DALLAS,ROBERT DALLAS Percent,MARK TUNNEY,MARK TUNNEY Percent,precinct_id
29,51,4,0,0.0,2,50.0,2,50.0,29051
29,55,0,0,0.0,0,0.0,0,0.0,29055
29,56,0,0,0.0,0,0.0,0,0.0,29056
31,19,2,0,0.0,1,50.0,1,50.0,31019
31,26,3,1,33.33,2,66.67,0,0.0,31026
32,1,8,3,37.5,1,12.5,4,50.0,32001
32,6,14,2,14.29,5,35.71,7,50.0,32006
32,12,0,0,0.0,0,0.0,0,0.0,32012
32,17,3,1,33.33,0,0.0,2,66.67,32017
32,26,11,0,0.0,6,54.55,5,45.45,32026
32,46,6,3,50.0,1,16.67,2,33.33,32046
36,23,5,2,40.0,2,40.0,1,20.0,36023
36,24,6,2,33.33,3,50.0,1,16.67,36024
36,26,3,0,0.0,1,33.33,2,66.67,36026
36,43,0,0,0.0,0,0.0,0,0.0,36043
36,44,8,3,37.5,1,12.5,4,50.0,36044
36,54,0,0,0.0,0,0.0,0,0.0,36054
37,1,0,0,0.0,0,0.0,0,0.0,37001
37,2,7,1,14.29,4,57.14,2,28.57,37002
37,3,4,4,100.0,0,0.0,0,0.0,37003
37,4,1,0,0.0,1,100.0,0,0.0,37004
37,5,3,1,33.33,0,0.0,2,66.67,37005
37,6,2,1,50.0,0,0.0,1,50.0,37006
37,7,0,0,0.0,0,0.0,0,0.0,37007
37,8,2,2,100.0,0,0.0,0,0.0,37008
37,9,0,0,0.0,0,0.0,0,0.0,37009
37,10,2,1,50.0,0,0.0,1,50.0,37010
37,11,1,1,100.0,0,0.0,0,0.0,37011
37,12,6,3,50.0,1,16.67,2,33.33,37012
37,13,4,2,50.0,2,50.0,0,0.0,37013
37,14,1,0,0.0,1,100.0,0,0.0,37014
37,15,3,1,33.33,2,66.67,0,0.0,37015
37,16,4,1,25.0,2,50.0,1,25.0,37016
37,17,1,1,100.0,0,0.0,0,0.0,37017
37,18,1,1,100.0,0,0.0,0,0.0,37018
37,19,6,3,50.0,1,16.67,2,33.33,37019
37,20,1,1,100.0,0,0.0,0,0.0,37020
37,21,0,0,0.0,0,0.0,0,0.0,37021
37,22,2,0,0.0,1,50.0,1,50.0,37022
37,23,0,0,0.0,0,0.0,0,0.0,37023
37,24,0,0,0.0,0,0.0,0,0.0,37024
37,25,2,0,0.0,1,50.0,1,50.0,37025
37,26,1,1,100.0,0,0.0,0,0.0,37026
37,27,1,0,0.0,1,100.0,0,0.0,37027
37,28,4,1,25.0,2,50.0,1,25.0,37028
37,29,1,1,100.0,0,0.0,0,0.0,37029
37,30,3,1,33.33,1,33.33,1,33.33,37030
37,31,3,1,33.33,1,33.33,1,33.33,37031
37,32,1,1,100.0,0,0.0,0,0.0,37032
37,33,1,0,0.0,1,100.0,0,0.0,37033
37,34,1,1,100.0,0,0.0,0,0.0,37034
37,35,0,0,0.0,0,0.0,0,0.0,37035
37,36,1,0,0.0,1,100.0,0,0.0,37036
37,37,4,3,75.0,1,25.0,0,0.0,37037
37,38,0,0,0.0,0,0.0,0,0.0,37038
37,39,1,1,100.0,0,0.0,0,0.0,37039
37,40,1,1,100.0,0,0.0,0,0.0,37040
37,41,0,0,0.0,0,0.0,0,0.0,37041
37,42,0,0,0.0,0,0.0,0,0.0,37042
37,43,0,0,0.0,0,0.0,0,0.0,37043
37,44,4,2,50.0,0,0.0,2,50.0,37044
37,45,1,0,0.0,1,100.0,0,0.0,37045
37,46,1,0,0.0,1,100.0,0,0.0,37046
37,47,1,0,0.0,1,100.0,0,0.0,37047
37,48,0,0,0.0,0,0.0,0,0.0,37048
37,49,2,1,50.0,1,50.0,0,0.0,37049
37,50,1,1,100.0,0,0.0,0,0.0,37050
37,51,1,1,100.0,0,0.0,0,0.0,37051
42,1,32,6,18.75,9,28.13,17,53.13,42001
42,2,32,9,28.13,3,9.38,20,62.5,42002
42,3,27,6,22.22,0,0.0,21,77.78,42003
42,4,50,9,18.0,6,12.0,35,70.0,42004
42,5,34,7,20.59,7,20.59,20,58.82,42005
42,6,63,13,20.63,15,23.81,35,55.56,42006
42,7,24,7,29.17,5,20.83,12,50.0,42007
42,8,44,10,22.73,4,9.09,30,68.18,42008
42,9,40,10,25.0,7,17.5,23,57.5,42009
42,10,28,8,28.57,4,14.29,16,57.14,42010
42,11,40,11,27.5,4,10.0,25,62.5,42011
42,12,18,3,16.67,4,22.22,11,61.11,42012
42,13,70,10,14.29,10,14.29,50,71.43,42013
42,14,38,7,18.42,4,10.53,27,71.05,42014
42,15,24,7,29.17,3,12.5,14,58.33,42015
42,16,54,13,24.07,5,9.26,36,66.67,42016
42,17,19,6,31.58,6,31.58,7,36.84,42017
42,18,32,5,15.63,11,34.38,16,50.0,42018
42,19,45,7,15.56,7,15.56,31,68.89,42019
42,20,20,7,35.0,4,20.0,9,45.0,42020
42,21,4,0,0.0,1,25.0,3,75.0,42021
42,22,19,6,31.58,6,31.58,7,36.84,42022
42,23,45,12,26.67,2,4.44,31,68.89,42023
42,24,44,12,27.27,11,25.0,21,47.73,42024
42,25,36,12,33.33,8,22.22,16,44.44,42025
42,26,29,4,13.79,8,27.59,17,58.62,42026
42,27,37,8,21.62,9,24.32,20,54.05,42027
42,28,47,10,21.28,6,12.77,31,65.96,42028
42,29,41,12,29.27,4,9.76,25,60.98,42029
42,30,43,12,27.91,5,11.63,26,60.47,42030
42,31,21,2,9.52,5,23.81,14,66.67,42031
42,32,13,1,7.69,2,15.38,10,76.92,42032
42,33,40,9,22.5,4,10.0,27,67.5,42033
42,34,41,8,19.51,14,34.15,19,46.34,42034
42,35,26,6,23.08,3,11.54,17,65.38,42035
42,36,53,16,30.19,7,13.21,30,56.6,42036
42,37,32,7,21.88,8,25.0,17,53.13,42037
42,38,35,11,31.43,6,17.14,18,51.43,42038
42,39,20,2,10.0,1,5.0,17,85.0,42039
42,40,11,2,18.18,1,9.09,8,72.73,42040
42,41,37,13,35.14,7,18.92,17,45.95,42041
42,42,26,7,26.92,1,3.85,18,69.23,42042
42,43,62,20,32.26,13,20.97,29,46.77,42043
42,44,49,9,18.37,6,12.24,34,69.39,42044
42,45,24,4,16.67,7,29.17,13,54.17,42045
42,46,12,2,16.67,3,25.0,7,58.33,42046
42,47,27,8,29.63,7,25.93,12,44.44,42047
42,48,15,8,53.33,2,13.33,5,33.33,42048
42,49,15,2,13.33,3,20.0,10,66.67,42049
42,50,40,9,22.5,8,20.0,23,57.5,42050
42,51,34,8,23.53,9,26.47,17,50.0,42051
42,52,20,3,15.0,7,35.0,10,50.0,42052
42,53,37,7,18.92,7,18.92,23,62.16,42053
42,54,25,4,16.0,6,24.0,15,60.0,42054
42,55,49,5,10.2,16,32.65,28,57.14,42055
42,56,26,6,23.08,3,11.54,17,65.38,42056
42,57,18,6,33.33,4,22.22,8,44.44,42057
42,58,22,4,18.18,4,18.18,14,63.64,42058
42,59,14,7,50.0,1,7.14,6,42.86,42059
