ward,precinct,total,Thomas R. Allen,Thomas R. Allen Percent,precinct_id
38,1,158,158,100.0,38001
38,2,107,107,100.0,38002
38,3,116,116,100.0,38003
38,4,69,69,100.0,38004
38,5,194,194,100.0,38005
38,6,134,134,100.0,38006
38,7,147,147,100.0,38007
38,8,102,102,100.0,38008
38,9,112,112,100.0,38009
38,10,155,155,100.0,38010
38,11,125,125,100.0,38011
38,12,193,193,100.0,38012
38,13,135,135,100.0,38013
38,14,137,137,100.0,38014
38,15,103,103,100.0,38015
38,16,159,159,100.0,38016
38,17,121,121,100.0,38017
38,18,174,174,100.0,38018
38,19,192,192,100.0,38019
38,20,169,169,100.0,38020
38,21,114,114,100.0,38021
38,22,156,156,100.0,38022
38,23,99,99,100.0,38023
38,24,81,81,100.0,38024
38,25,150,150,100.0,38025
38,26,113,113,100.0,38026
38,27,92,92,100.0,38027
38,28,111,111,100.0,38028
38,29,126,126,100.0,38029
38,30,124,124,100.0,38030
38,31,156,156,100.0,38031
38,32,198,198,100.0,38032
38,33,131,131,100.0,38033
38,34,98,98,100.0,38034
38,35,188,188,100.0,38035
38,36,156,156,100.0,38036
38,37,128,128,100.0,38037
38,38,186,186,100.0,38038
38,39,131,131,100.0,38039
38,40,106,106,100.0,38040
38,41,209,209,100.0,38041
38,42,178,178,100.0,38042
38,43,156,156,100.0,38043
38,44,161,161,100.0,38044
38,45,159,159,100.0,38045
38,46,131,131,100.0,38046
38,47,145,145,100.0,38047
38,48,142,142,100.0,38048
38,49,144,144,100.0,38049
38,50,163,163,100.0,38050
38,51,101,101,100.0,38051
38,52,160,160,100.0,38052
38,53,40,40,100.0,38053
