ward,precinct,total,YES,YES Percent,NO,NO Percent,precinct_id
35,1,139,102,73.38,37,26.62,35001
35,2,100,81,81.0,19,19.0,35002
35,3,78,62,79.49,16,20.51,35003
35,4,147,102,69.39,45,30.61,35004
35,5,138,108,78.26,30,21.74,35005
35,6,135,101,74.81,34,25.19,35006
35,7,158,120,75.95,38,24.05,35007
35,8,111,82,73.87,29,26.13,35008
35,9,125,109,87.2,16,12.8,35009
35,10,126,101,80.16,25,19.84,35010
35,11,100,68,68.0,32,32.0,35011
35,12,170,121,71.18,49,28.82,35012
35,13,25,23,92.0,2,8.0,35013
35,14,167,147,88.02,20,11.98,35014
35,15,126,92,73.02,34,26.98,35015
35,16,135,98,72.59,37,27.41,35016
35,17,144,123,85.42,21,14.58,35017
35,18,134,104,77.61,30,22.39,35018
35,19,130,110,84.62,20,15.38,35019
35,20,119,100,84.03,19,15.97,35020
35,21,123,92,74.8,31,25.2,35021
35,22,44,31,70.45,13,29.55,35022
35,23,77,61,79.22,16,20.78,35023
35,24,65,47,72.31,18,27.69,35024
35,25,120,81,67.5,39,32.5,35025
35,26,169,113,66.86,56,33.14,35026
35,27,187,128,68.45,59,31.55,35027
35,28,134,118,88.06,16,11.94,35028
35,29,146,101,69.18,45,30.82,35029
35,30,184,147,79.89,37,20.11,35030
35,31,60,49,81.67,11,18.33,35031
35,32,93,85,91.4,8,8.6,35032
35,33,137,107,78.1,30,21.9,35033
35,34,139,111,79.86,28,20.14,35034
35,35,132,98,74.24,34,25.76,35035
35,36,86,73,84.88,13,15.12,35036
