ward,precinct,total,"Elizabeth """"Beth"""" Ryan","Elizabeth """"Beth"""" Ryan Percent",Yolanda Harris Sayre,Yolanda Harris Sayre Percent,precinct_id
17,12,81,24,29.63,57,70.37,17012
17,13,72,24,33.33,48,66.67,17013
17,14,57,28,49.12,29,50.88,17014
17,15,106,26,24.53,80,75.47,17015
17,16,80,33,41.25,47,58.75,17016
17,17,87,21,24.14,66,75.86,17017
17,18,141,36,25.53,105,74.47,17018
17,19,40,12,30.0,28,70.0,17019
17,20,156,40,25.64,116,74.36,17020
17,21,169,45,26.63,124,73.37,17021
17,22,102,29,28.43,73,71.57,17022
17,23,67,22,32.84,45,67.16,17023
17,24,116,37,31.9,79,68.1,17024
17,25,75,34,45.33,41,54.67,17025
17,26,104,27,25.96,77,74.04,17026
17,27,105,41,39.05,64,60.95,17027
17,28,80,25,31.25,55,68.75,17028
17,29,101,34,33.66,67,66.34,17029
17,30,41,20,48.78,21,51.22,17030
17,31,74,24,32.43,50,67.57,17031
17,32,58,21,36.21,37,63.79,17032
17,33,45,17,37.78,28,62.22,17033
17,34,51,14,27.45,37,72.55,17034
17,35,57,21,36.84,36,63.16,17035
17,36,89,28,31.46,61,68.54,17036
17,37,96,38,39.58,58,60.42,17037
17,38,102,24,23.53,78,76.47,17038
17,39,105,27,25.71,78,74.29,17039
17,40,148,59,39.86,89,60.14,17040
17,41,133,42,31.58,91,68.42,17041
18,1,86,28,32.56,58,67.44,18001
18,2,62,32,51.61,30,48.39,18002
18,3,75,46,61.33,29,38.67,18003
18,4,159,45,28.3,114,71.7,18004
18,5,66,24,36.36,42,63.64,18005
18,6,86,42,48.84,44,51.16,18006
18,7,92,34,36.96,58,63.04,18007
18,8,158,37,23.42,121,76.58,18008
18,9,172,48,27.91,124,72.09,18009
18,10,228,54,23.68,174,76.32,18010
18,11,95,31,32.63,64,67.37,18011
18,12,129,32,24.81,97,75.19,18012
18,13,111,29,26.13,82,73.87,18013
18,14,166,44,26.51,122,73.49,18014
18,15,103,39,37.86,64,62.14,18015
18,16,133,27,20.3,106,79.7,18016
18,17,94,30,31.91,64,68.09,18017
18,18,166,52,31.33,114,68.67,18018
18,19,134,38,28.36,96,71.64,18019
18,20,92,28,30.43,64,69.57,18020
18,21,186,54,29.03,132,70.97,18021
18,22,170,52,30.59,118,69.41,18022
18,23,110,32,29.09,78,70.91,18023
18,24,54,34,62.96,20,37.04,18024
18,25,82,46,56.1,36,43.9,18025
18,26,205,42,20.49,163,79.51,18026
18,27,93,29,31.18,64,68.82,18027
18,28,81,36,44.44,45,55.56,18028
18,29,123,33,26.83,90,73.17,18029
18,30,75,41,54.67,34,45.33,18030
18,31,124,35,28.23,89,71.77,18031
18,32,150,41,27.33,109,72.67,18032
18,33,78,27,34.62,51,65.38,18033
18,34,196,49,25.0,147,75.0,18034
18,35,171,37,21.64,134,78.36,18035
18,36,81,30,37.04,51,62.96,18036
18,37,187,45,24.06,142,75.94,18037
18,38,118,41,34.75,77,65.25,18038
18,39,73,28,38.36,45,61.64,18039
18,40,114,49,42.98,65,57.02,18040
18,41,178,50,28.09,128,71.91,18041
18,42,87,23,26.44,64,73.56,18042
18,43,53,26,49.06,27,50.94,18043
18,44,75,34,45.33,41,54.67,18044
18,45,80,28,35.0,52,65.0,18045
18,46,84,44,52.38,40,47.62,18046
18,47,76,23,30.26,53,69.74,18047
18,48,67,21,31.34,46,68.66,18048
18,49,63,15,23.81,48,76.19,18049
18,50,70,25,35.71,45,64.29,18050
19,1,117,103,88.03,14,11.97,19001
19,2,291,163,56.01,128,43.99,19002
19,3,62,50,80.65,12,19.35,19003
19,4,127,117,92.13,10,7.87,19004
19,5,233,151,64.81,82,35.19,19005
19,6,115,97,84.35,18,15.65,19006
19,7,133,100,75.19,33,24.81,19007
19,8,83,74,89.16,9,10.84,19008
19,9,94,75,79.79,19,20.21,19009
19,10,257,174,67.7,83,32.3,19010
19,11,102,91,89.22,11,10.78,19011
19,12,74,61,82.43,13,17.57,19012
19,13,221,65,29.41,156,70.59,19013
19,14,195,114,58.46,81,41.54,19014
19,15,119,108,90.76,11,9.24,19015
19,16,140,124,88.57,16,11.43,19016
19,17,136,114,83.82,22,16.18,19017
19,18,220,157,71.36,63,28.64,19018
19,19,292,207,70.89,85,29.11,19019
19,20,175,80,45.71,95,54.29,19020
19,21,99,88,88.89,11,11.11,19021
19,22,211,150,71.09,61,28.91,19022
19,23,159,134,84.28,25,15.72,19023
19,24,72,66,91.67,6,8.33,19024
19,25,179,137,76.54,42,23.46,19025
19,26,177,132,74.58,45,25.42,19026
19,27,181,79,43.65,102,56.35,19027
19,28,219,74,33.79,145,66.21,19028
19,29,95,79,83.16,16,16.84,19029
19,30,87,75,86.21,12,13.79,19030
19,31,166,121,72.89,45,27.11,19031
19,32,123,98,79.67,25,20.33,19032
19,33,102,91,89.22,11,10.78,19033
19,34,156,120,76.92,36,23.08,19034
19,35,179,134,74.86,45,25.14,19035
19,36,212,91,42.92,121,57.08,19036
19,37,219,122,55.71,97,44.29,19037
19,38,180,82,45.56,98,54.44,19038
19,39,41,19,46.34,22,53.66,19039
19,40,198,119,60.1,79,39.9,19040
19,41,86,77,89.53,9,10.47,19041
19,42,148,67,45.27,81,54.73,19042
19,43,212,89,41.98,123,58.02,19043
19,44,115,97,84.35,18,15.65,19044
19,45,123,108,87.8,15,12.2,19045
19,46,135,120,88.89,15,11.11,19046
19,47,296,135,45.61,161,54.39,19047
19,48,169,52,30.77,117,69.23,19048
19,49,240,87,36.25,153,63.75,19049
19,50,113,91,80.53,22,19.47,19050
19,51,182,161,88.46,21,11.54,19051
19,52,122,100,81.97,22,18.03,19052
19,53,138,107,77.54,31,22.46,19053
19,54,73,64,87.67,9,12.33,19054
19,55,72,61,84.72,11,15.28,19055
19,56,234,161,68.8,73,31.2,19056
19,57,174,113,64.94,61,35.06,19057
20,1,138,49,35.51,89,64.49,20001
20,2,23,7,30.43,16,69.57,20002
20,3,115,37,32.17,78,67.83,20003
20,4,35,18,51.43,17,48.57,20004
20,5,109,31,28.44,78,71.56,20005
20,6,38,10,26.32,28,73.68,20006
20,7,93,32,34.41,61,65.59,20007
20,8,95,26,27.37,69,72.63,20008
20,9,174,46,26.44,128,73.56,20009
20,10,63,26,41.27,37,58.73,20010
20,11,100,32,32.0,68,68.0,20011
20,12,56,19,33.93,37,66.07,20012
20,13,109,38,34.86,71,65.14,20013
20,14,72,27,37.5,45,62.5,20014
20,15,59,31,52.54,28,47.46,20015
20,16,148,43,29.05,105,70.95,20016
20,17,50,16,32.0,34,68.0,20017
20,18,74,17,22.97,57,77.03,20018
20,19,78,27,34.62,51,65.38,20019
20,20,50,24,48.0,26,52.0,20020
20,21,66,21,31.82,45,68.18,20021
20,22,188,58,30.85,130,69.15,20022
20,23,81,27,33.33,54,66.67,20023
20,24,136,48,35.29,88,64.71,20024
20,25,78,28,35.9,50,64.1,20025
20,26,134,44,32.84,90,67.16,20026
20,27,68,19,27.94,49,72.06,20027
20,28,56,23,41.07,33,58.93,20028
20,29,134,40,29.85,94,70.15,20029
20,30,53,15,28.3,38,71.7,20030
20,31,115,36,31.3,79,68.7,20031
20,32,71,28,39.44,43,60.56,20032
20,33,65,17,26.15,48,73.85,20033
20,34,128,57,44.53,71,55.47,20034
20,35,34,11,32.35,23,67.65,20035
20,36,34,11,32.35,23,67.65,20036
20,37,32,10,31.25,22,68.75,20037
20,38,24,10,41.67,14,58.33,20038
20,39,2,0,0.0,2,100.0,20039
21,1,157,36,22.93,121,77.07,21001
21,2,63,18,28.57,45,71.43,21002
21,3,164,36,21.95,128,78.05,21003
21,4,117,28,23.93,89,76.07,21004
21,5,155,36,23.23,119,76.77,21005
21,6,98,24,24.49,74,75.51,21006
21,7,170,39,22.94,131,77.06,21007
21,8,151,46,30.46,105,69.54,21008
21,9,162,31,19.14,131,80.86,21009
21,10,126,20,15.87,106,84.13,21010
21,11,121,27,22.31,94,77.69,21011
21,12,97,26,26.8,71,73.2,21012
21,13,107,24,22.43,83,77.57,21013
21,14,152,44,28.95,108,71.05,21014
21,15,108,27,25.0,81,75.0,21015
21,16,96,21,21.88,75,78.13,21016
21,17,97,25,25.77,72,74.23,21017
21,18,158,55,34.81,103,65.19,21018
21,19,148,36,24.32,112,75.68,21019
21,20,133,33,24.81,100,75.19,21020
21,21,119,34,28.57,85,71.43,21021
21,22,127,38,29.92,89,70.08,21022
21,23,127,21,16.54,106,83.46,21023
21,24,152,42,27.63,110,72.37,21024
21,25,138,34,24.64,104,75.36,21025
21,26,79,22,27.85,57,72.15,21026
21,27,133,34,25.56,99,74.44,21027
21,28,138,51,36.96,87,63.04,21028
21,29,145,34,23.45,111,76.55,21029
21,30,96,31,32.29,65,67.71,21030
21,31,122,17,13.93,105,86.07,21031
21,32,114,29,25.44,85,74.56,21032
21,33,97,27,27.84,70,72.16,21033
21,34,101,36,35.64,65,64.36,21034
21,35,155,35,22.58,120,77.42,21035
21,36,118,31,26.27,87,73.73,21036
21,37,110,21,19.09,89,80.91,21037
21,38,97,29,29.9,68,70.1,21038
21,39,80,28,35.0,52,65.0,21039
21,40,119,30,25.21,89,74.79,21040
21,41,155,26,16.77,129,83.23,21041
21,42,137,39,28.47,98,71.53,21042
21,43,132,41,31.06,91,68.94,21043
21,44,137,29,21.17,108,78.83,21044
21,45,115,31,26.96,84,73.04,21045
21,46,129,38,29.46,91,70.54,21046
21,47,97,33,34.02,64,65.98,21047
21,48,131,41,31.3,90,68.7,21048
21,49,157,36,22.93,121,77.07,21049
21,50,97,36,37.11,61,62.89,21050
21,51,148,46,31.08,102,68.92,21051
21,52,136,23,16.91,113,83.09,21052
21,53,104,22,21.15,82,78.85,21053
21,54,103,41,39.81,62,60.19,21054
22,1,54,16,29.63,38,70.37,22001
22,2,94,56,59.57,38,40.43,22002
22,3,101,46,45.54,55,54.46,22003
22,4,44,14,31.82,30,68.18,22004
22,5,68,33,48.53,35,51.47,22005
22,6,61,28,45.9,33,54.1,22006
22,7,67,39,58.21,28,41.79,22007
22,8,106,56,52.83,50,47.17,22008
22,9,57,30,52.63,27,47.37,22009
22,10,106,43,40.57,63,59.43,22010
22,11,40,18,45.0,22,55.0,22011
22,12,69,35,50.72,34,49.28,22012
22,13,62,32,51.61,30,48.39,22013
22,14,71,34,47.89,37,52.11,22014
22,15,48,36,75.0,12,25.0,22015
22,16,46,23,50.0,23,50.0,22016
22,17,88,38,43.18,50,56.82,22017
22,18,52,21,40.38,31,59.62,22018
22,19,38,14,36.84,24,63.16,22019
22,20,61,35,57.38,26,42.62,22020
22,21,83,20,24.1,63,75.9,22021
22,22,41,12,29.27,29,70.73,22022
22,23,139,41,29.5,98,70.5,22023
22,24,96,55,57.29,41,42.71,22024
22,25,56,17,30.36,39,69.64,22025
23,1,76,49,64.47,27,35.53,23001
23,2,92,54,58.7,38,41.3,23002
23,3,78,60,76.92,18,23.08,23003
23,4,75,60,80.0,15,20.0,23004
23,5,58,39,67.24,19,32.76,23005
23,6,59,35,59.32,24,40.68,23006
23,7,47,28,59.57,19,40.43,23007
23,8,81,48,59.26,33,40.74,23008
23,9,36,20,55.56,16,44.44,23009
23,10,80,56,70.0,24,30.0,23010
23,11,59,35,59.32,24,40.68,23011
23,12,78,54,69.23,24,30.77,23012
23,13,52,32,61.54,20,38.46,23013
23,14,58,38,65.52,20,34.48,23014
23,15,41,25,60.98,16,39.02,23015
23,16,103,75,72.82,28,27.18,23016
23,17,35,17,48.57,18,51.43,23017
23,18,74,53,71.62,21,28.38,23018
23,19,45,29,64.44,16,35.56,23019
23,20,34,18,52.94,16,47.06,23020
23,21,91,62,68.13,29,31.87,23021
23,22,65,47,72.31,18,27.69,23022
23,23,90,57,63.33,33,36.67,23023
23,24,56,39,69.64,17,30.36,23024
23,25,54,37,68.52,17,31.48,23025
23,26,72,46,63.89,26,36.11,23026
23,27,81,55,67.9,26,32.1,23027
23,28,68,47,69.12,21,30.88,23028
23,29,71,48,67.61,23,32.39,23029
23,30,69,36,52.17,33,47.83,23030
23,31,45,21,46.67,24,53.33,23031
23,32,62,36,58.06,26,41.94,23032
23,33,61,29,47.54,32,52.46,23033
23,34,55,26,47.27,29,52.73,23034
23,35,50,36,72.0,14,28.0,23035
23,36,85,65,76.47,20,23.53,23036
23,37,110,79,71.82,31,28.18,23037
23,38,79,59,74.68,20,25.32,23038
23,39,81,45,55.56,36,44.44,23039
24,1,78,20,25.64,58,74.36,24001
24,2,56,15,26.79,41,73.21,24002
24,3,68,21,30.88,47,69.12,24003
24,4,48,12,25.0,36,75.0,24004
24,5,26,8,30.77,18,69.23,24005
24,6,79,24,30.38,55,69.62,24006
24,7,49,28,57.14,21,42.86,24007
24,8,22,7,31.82,15,68.18,24008
24,9,66,22,33.33,44,66.67,24009
24,10,56,13,23.21,43,76.79,24010
24,11,58,16,27.59,42,72.41,24011
24,12,45,18,40.0,27,60.0,24012
24,13,38,8,21.05,30,78.95,24013
24,14,40,9,22.5,31,77.5,24014
24,15,33,9,27.27,24,72.73,24015
24,16,425,185,43.53,240,56.47,24016
24,17,56,17,30.36,39,69.64,24017
24,18,84,26,30.95,58,69.05,24018
24,19,86,16,18.6,70,81.4,24019
24,20,64,11,17.19,53,82.81,24020
24,21,39,17,43.59,22,56.41,24021
24,22,101,35,34.65,66,65.35,24022
24,23,66,21,31.82,45,68.18,24023
24,24,77,22,28.57,55,71.43,24024
24,25,40,14,35.0,26,65.0,24025
24,26,156,57,36.54,99,63.46,24026
24,27,92,27,29.35,65,70.65,24027
24,28,37,11,29.73,26,70.27,24028
24,29,23,5,21.74,18,78.26,24029
24,30,43,13,30.23,30,69.77,24030
24,31,73,34,46.58,39,53.42,24031
24,32,47,13,27.66,34,72.34,24032
24,33,42,12,28.57,30,71.43,24033
24,34,60,20,33.33,40,66.67,24034
24,35,69,18,26.09,51,73.91,24035
24,36,117,42,35.9,75,64.1,24036
24,37,45,17,37.78,28,62.22,24037
24,38,76,22,28.95,54,71.05,24038
24,39,101,43,42.57,58,57.43,24039
24,40,79,27,34.18,52,65.82,24040
24,41,66,25,37.88,41,62.12,24041
25,1,92,48,52.17,44,47.83,25001
25,2,140,77,55.0,63,45.0,25002
25,3,169,112,66.27,57,33.73,25003
25,4,80,29,36.25,51,63.75,25004
25,5,112,64,57.14,48,42.86,25005
25,6,33,17,51.52,16,48.48,25006
25,7,107,63,58.88,44,41.12,25007
25,8,129,85,65.89,44,34.11,25008
25,9,90,50,55.56,40,44.44,25009
25,10,133,86,64.66,47,35.34,25010
25,11,131,77,58.78,54,41.22,25011
25,12,124,83,66.94,41,33.06,25012
25,13,157,82,52.23,75,47.77,25013
25,14,82,50,60.98,32,39.02,25014
25,15,101,53,52.48,48,47.52,25015
25,16,156,114,73.08,42,26.92,25016
25,17,141,82,58.16,59,41.84,25017
25,18,51,34,66.67,17,33.33,25018
25,19,112,51,45.54,61,54.46,25019
25,20,50,17,34.0,33,66.0,25020
25,21,275,149,54.18,126,45.82,25021
25,22,106,70,66.04,36,33.96,25022
25,23,159,86,54.09,73,45.91,25023
25,24,92,60,65.22,32,34.78,25024
25,25,111,72,64.86,39,35.14,25025
25,26,98,58,59.18,40,40.82,25026
25,27,152,80,52.63,72,47.37,25027
25,28,116,68,58.62,48,41.38,25028
25,29,94,50,53.19,44,46.81,25029
25,30,99,64,64.65,35,35.35,25030
25,31,176,110,62.5,66,37.5,25031
25,32,83,51,61.45,32,38.55,25032
26,1,115,61,53.04,54,46.96,26001
26,2,84,57,67.86,27,32.14,26002
26,3,129,92,71.32,37,28.68,26003
26,4,54,31,57.41,23,42.59,26004
26,5,92,56,60.87,36,39.13,26005
26,6,64,46,71.88,18,28.13,26006
26,7,97,78,80.41,19,19.59,26007
26,8,47,33,70.21,14,29.79,26008
26,9,98,57,58.16,41,41.84,26009
26,10,82,55,67.07,27,32.93,26010
26,11,107,69,64.49,38,35.51,26011
26,12,126,81,64.29,45,35.71,26012
26,13,40,25,62.5,15,37.5,26013
26,14,79,51,64.56,28,35.44,26014
26,15,44,24,54.55,20,45.45,26015
26,16,34,20,58.82,14,41.18,26016
26,17,124,70,56.45,54,43.55,26017
26,18,61,33,54.1,28,45.9,26018
26,19,44,25,56.82,19,43.18,26019
26,20,113,71,62.83,42,37.17,26020
26,21,114,87,76.32,27,23.68,26021
26,22,22,14,63.64,8,36.36,26022
26,23,47,32,68.09,15,31.91,26023
26,24,76,49,64.47,27,35.53,26024
26,25,80,53,66.25,27,33.75,26025
26,26,74,48,64.86,26,35.14,26026
26,27,137,86,62.77,51,37.23,26027
26,28,155,109,70.32,46,29.68,26028
26,29,68,39,57.35,29,42.65,26029
26,30,108,71,65.74,37,34.26,26030
26,31,49,25,51.02,24,48.98,26031
26,32,109,68,62.39,41,37.61,26032
26,33,123,85,69.11,38,30.89,26033
26,34,134,93,69.4,41,30.6,26034
26,35,85,54,63.53,31,36.47,26035
26,36,115,67,58.26,48,41.74,26036
26,37,109,70,64.22,39,35.78,26037
26,38,43,23,53.49,20,46.51,26038
26,39,126,83,65.87,43,34.13,26039
26,40,54,34,62.96,20,37.04,26040
26,41,118,71,60.17,47,39.83,26041
26,42,102,71,69.61,31,30.39,26042
26,43,45,28,62.22,17,37.78,26043
26,44,45,28,62.22,17,37.78,26044
26,45,34,17,50.0,17,50.0,26045
26,46,86,58,67.44,28,32.56,26046
26,47,46,26,56.52,20,43.48,26047
26,48,122,80,65.57,42,34.43,26048
26,49,43,22,51.16,21,48.84,26049
27,1,195,123,63.08,72,36.92,27001
27,2,141,74,52.48,67,47.52,27002
27,3,45,21,46.67,24,53.33,27003
27,4,68,22,32.35,46,67.65,27004
27,5,64,22,34.38,42,65.63,27005
27,6,115,52,45.22,63,54.78,27006
27,7,151,102,67.55,49,32.45,27007
27,8,70,26,37.14,44,62.86,27008
27,9,50,35,70.0,15,30.0,27009
27,10,115,56,48.7,59,51.3,27010
27,11,96,62,64.58,34,35.42,27011
27,12,85,44,51.76,41,48.24,27012
27,13,191,67,35.08,124,64.92,27013
27,14,47,16,34.04,31,65.96,27014
27,15,44,22,50.0,22,50.0,27015
27,16,81,49,60.49,32,39.51,27016
27,17,92,29,31.52,63,68.48,27017
27,18,67,27,40.3,40,59.7,27018
27,19,47,19,40.43,28,59.57,27019
27,20,39,9,23.08,30,76.92,27020
27,21,114,65,57.02,49,42.98,27021
27,22,58,16,27.59,42,72.41,27022
27,23,70,24,34.29,46,65.71,27023
27,24,47,20,42.55,27,57.45,27024
27,25,105,38,36.19,67,63.81,27025
27,26,71,26,36.62,45,63.38,27026
27,27,134,67,50.0,67,50.0,27027
27,28,150,76,50.67,74,49.33,27028
27,29,68,31,45.59,37,54.41,27029
27,30,37,13,35.14,24,64.86,27030
27,31,64,31,48.44,33,51.56,27031
27,32,99,43,43.43,56,56.57,27032
27,33,114,55,48.25,59,51.75,27033
27,34,59,20,33.9,39,66.1,27034
27,35,149,92,61.74,57,38.26,27035
27,36,72,32,44.44,40,55.56,27036
27,37,113,49,43.36,64,56.64,27037
27,38,187,88,47.06,99,52.94,27038
27,39,92,32,34.78,60,65.22,27039
27,40,106,60,56.6,46,43.4,27040
27,41,103,48,46.6,55,53.4,27041
27,42,95,44,46.32,51,53.68,27042
27,43,70,28,40.0,42,60.0,27043
27,44,56,22,39.29,34,60.71,27044
27,45,226,148,65.49,78,34.51,27045
27,46,91,58,63.74,33,36.26,27046
27,47,87,43,49.43,44,50.57,27047
27,48,160,75,46.88,85,53.13,27048
27,49,87,35,40.23,52,59.77,27049
27,50,89,30,33.71,59,66.29,27050
28,1,34,10,29.41,24,70.59,28001
28,2,67,26,38.81,41,61.19,28002
28,3,44,5,11.36,39,88.64,28003
28,4,61,41,67.21,20,32.79,28004
28,5,57,20,35.09,37,64.91,28005
28,6,54,30,55.56,24,44.44,28006
28,7,51,12,23.53,39,76.47,28007
28,8,122,76,62.3,46,37.7,28008
28,9,60,18,30.0,42,70.0,28009
28,10,108,54,50.0,54,50.0,28010
28,11,162,81,50.0,81,50.0,28011
28,12,67,19,28.36,48,71.64,28012
28,13,116,32,27.59,84,72.41,28013
28,14,56,12,21.43,44,78.57,28014
28,15,35,13,37.14,22,62.86,28015
28,16,50,14,28.0,36,72.0,28016
28,17,66,15,22.73,51,77.27,28017
28,18,67,21,31.34,46,68.66,28018
28,19,72,43,59.72,29,40.28,28019
28,20,46,16,34.78,30,65.22,28020
28,21,69,23,33.33,46,66.67,28021
28,22,88,38,43.18,50,56.82,28022
28,23,68,16,23.53,52,76.47,28023
28,24,53,17,32.08,36,67.92,28024
28,25,137,38,27.74,99,72.26,28025
28,26,76,17,22.37,59,77.63,28026
28,27,90,52,57.78,38,42.22,28027
28,28,119,71,59.66,48,40.34,28028
28,29,24,5,20.83,19,79.17,28029
28,30,22,5,22.73,17,77.27,28030
28,31,97,29,29.9,68,70.1,28031
28,32,73,18,24.66,55,75.34,28032
28,33,86,23,26.74,63,73.26,28033
28,34,100,26,26.0,74,74.0,28034
28,35,55,19,34.55,36,65.45,28035
28,36,39,3,7.69,36,92.31,28036
28,37,78,24,30.77,54,69.23,28037
28,38,30,13,43.33,17,56.67,28038
28,39,44,14,31.82,30,68.18,28039
28,40,102,29,28.43,73,71.57,28040
28,41,62,18,29.03,44,70.97,28041
28,42,58,21,36.21,37,63.79,28042
28,43,88,26,29.55,62,70.45,28043
28,44,46,8,17.39,38,82.61,28044
28,45,119,58,48.74,61,51.26,28045
28,46,189,91,48.15,98,51.85,28046
29,1,198,111,56.06,87,43.94,29001
29,2,129,45,34.88,84,65.12,29002
29,3,105,35,33.33,70,66.67,29003
29,4,129,54,41.86,75,58.14,29004
29,5,53,18,33.96,35,66.04,29005
29,6,68,22,32.35,46,67.65,29006
29,7,143,61,42.66,82,57.34,29007
29,8,64,17,26.56,47,73.44,29008
29,9,171,94,54.97,77,45.03,29009
29,10,204,88,43.14,116,56.86,29010
29,11,80,25,31.25,55,68.75,29011
29,12,143,47,32.87,96,67.13,29012
29,13,117,39,33.33,78,66.67,29013
29,14,110,39,35.45,71,64.55,29014
29,15,140,42,30.0,98,70.0,29015
29,16,94,28,29.79,66,70.21,29016
29,17,90,30,33.33,60,66.67,29017
29,18,99,36,36.36,63,63.64,29018
29,19,140,43,30.71,97,69.29,29019
29,20,104,36,34.62,68,65.38,29020
29,21,98,29,29.59,69,70.41,29021
29,22,98,47,47.96,51,52.04,29022
29,23,122,63,51.64,59,48.36,29023
29,24,111,48,43.24,63,56.76,29024
29,25,156,55,35.26,101,64.74,29025
29,26,120,50,41.67,70,58.33,29026
29,27,98,38,38.78,60,61.22,29027
29,28,128,36,28.13,92,71.88,29028
29,29,112,71,63.39,41,36.61,29029
29,30,178,75,42.13,103,57.87,29030
29,31,84,63,75.0,21,25.0,29031
29,32,96,68,70.83,28,29.17,29032
29,33,94,34,36.17,60,63.83,29033
29,34,69,37,53.62,32,46.38,29034
29,35,74,23,31.08,51,68.92,29035
29,36,112,34,30.36,78,69.64,29036
29,37,81,33,40.74,48,59.26,29037
29,38,94,53,56.38,41,43.62,29038
29,39,86,37,43.02,49,56.98,29039
29,40,143,52,36.36,91,63.64,29040
29,41,88,29,32.95,59,67.05,29041
29,42,110,33,30.0,77,70.0,29042
29,43,188,77,40.96,111,59.04,29043
29,44,138,35,25.36,103,74.64,29044
30,1,158,98,62.03,60,37.97,30001
30,2,100,59,59.0,41,41.0,30002
30,3,138,94,68.12,44,31.88,30003
30,4,105,75,71.43,30,28.57,30004
30,5,51,27,52.94,24,47.06,30005
30,6,81,57,70.37,24,29.63,30006
30,7,139,92,66.19,47,33.81,30007
30,8,181,129,71.27,52,28.73,30008
30,9,88,56,63.64,32,36.36,30009
30,10,97,54,55.67,43,44.33,30010
30,11,72,35,48.61,37,51.39,30011
30,12,57,31,54.39,26,45.61,30012
30,13,99,57,57.58,42,42.42,30013
30,14,52,33,63.46,19,36.54,30014
30,15,181,122,67.4,59,32.6,30015
30,16,45,21,46.67,24,53.33,30016
30,17,109,70,64.22,39,35.78,30017
30,18,174,127,72.99,47,27.01,30018
30,19,70,36,51.43,34,48.57,30019
30,20,133,91,68.42,42,31.58,30020
30,21,83,48,57.83,35,42.17,30021
30,22,199,139,69.85,60,30.15,30022
30,23,129,90,69.77,39,30.23,30023
30,24,205,159,77.56,46,22.44,30024
30,25,189,117,61.9,72,38.1,30025
30,26,75,50,66.67,25,33.33,30026
30,27,72,49,68.06,23,31.94,30027
30,28,172,119,69.19,53,30.81,30028
30,29,49,23,46.94,26,53.06,30029
30,30,41,23,56.1,18,43.9,30030
30,31,55,31,56.36,24,43.64,30031
30,32,126,88,69.84,38,30.16,30032
31,1,52,26,50.0,26,50.0,31001
31,2,46,28,60.87,18,39.13,31002
31,3,42,30,71.43,12,28.57,31003
31,4,115,79,68.7,36,31.3,31004
31,5,81,48,59.26,33,40.74,31005
31,6,57,31,54.39,26,45.61,31006
31,7,164,118,71.95,46,28.05,31007
31,8,50,30,60.0,20,40.0,31008
31,9,53,34,64.15,19,35.85,31009
31,10,84,57,67.86,27,32.14,31010
31,11,65,48,73.85,17,26.15,31011
31,12,69,42,60.87,27,39.13,31012
31,13,71,35,49.3,36,50.7,31013
31,14,65,39,60.0,26,40.0,31014
31,15,56,41,73.21,15,26.79,31015
31,16,130,95,73.08,35,26.92,31016
31,17,59,40,67.8,19,32.2,31017
31,18,70,52,74.29,18,25.71,31018
31,19,62,34,54.84,28,45.16,31019
31,20,53,31,58.49,22,41.51,31020
31,21,46,27,58.7,19,41.3,31021
31,22,53,31,58.49,22,41.51,31022
31,23,86,51,59.3,35,40.7,31023
31,24,86,56,65.12,30,34.88,31024
31,25,54,31,57.41,23,42.59,31025
31,26,86,53,61.63,33,38.37,31026
31,27,68,42,61.76,26,38.24,31027
31,28,39,27,69.23,12,30.77,31028
31,29,59,37,62.71,22,37.29,31029
31,30,56,37,66.07,19,33.93,31030
31,31,46,29,63.04,17,36.96,31031
31,32,28,18,64.29,10,35.71,31032
31,33,60,37,61.67,23,38.33,31033
31,34,83,38,45.78,45,54.22,31034
31,35,60,41,68.33,19,31.67,31035
31,36,70,40,57.14,30,42.86,31036
31,37,49,32,65.31,17,34.69,31037
31,38,36,23,63.89,13,36.11,31038
31,39,74,51,68.92,23,31.08,31039
31,40,80,48,60.0,32,40.0,31040
31,41,60,37,61.67,23,38.33,31041
32,1,176,113,64.2,63,35.8,32001
32,2,143,87,60.84,56,39.16,32002
32,3,189,109,57.67,80,42.33,32003
32,4,159,111,69.81,48,30.19,32004
32,5,164,113,68.9,51,31.1,32005
32,6,189,131,69.31,58,30.69,32006
32,7,165,112,67.88,53,32.12,32007
32,8,165,103,62.42,62,37.58,32008
32,9,142,97,68.31,45,31.69,32009
32,10,153,106,69.28,47,30.72,32010
32,11,168,117,69.64,51,30.36,32011
32,12,144,105,72.92,39,27.08,32012
32,13,149,94,63.09,55,36.91,32013
32,14,206,136,66.02,70,33.98,32014
32,15,156,99,63.46,57,36.54,32015
32,16,152,98,64.47,54,35.53,32016
32,17,188,138,73.4,50,26.6,32017
32,18,134,89,66.42,45,33.58,32018
32,19,151,98,64.9,53,35.1,32019
32,20,181,133,73.48,48,26.52,32020
32,21,190,132,69.47,58,30.53,32021
32,22,264,190,71.97,74,28.03,32022
32,23,156,106,67.95,50,32.05,32023
32,24,120,80,66.67,40,33.33,32024
32,25,165,101,61.21,64,38.79,32025
32,26,225,165,73.33,60,26.67,32026
32,27,118,78,66.1,40,33.9,32027
32,28,191,145,75.92,46,24.08,32028
32,29,156,107,68.59,49,31.41,32029
32,30,127,74,58.27,53,41.73,32030
32,31,143,100,69.93,43,30.07,32031
32,32,183,126,68.85,57,31.15,32032
32,33,163,94,57.67,69,42.33,32033
