ward,precinct,total,Raymond W. Mitchell,Raymond W. Mitchell Percent,Devlin Joseph Schoop,Devlin Joseph Schoop Percent,John H. Ehrlich,John H. Ehrlich Percent,precinct_id
38,29,121,48,39.67,28,23.14,45,37.19,38029
38,30,85,37,43.53,21,24.71,27,31.76,38030
38,31,168,64,38.1,22,13.1,82,48.81,38031
38,32,109,46,42.2,18,16.51,45,41.28,38032
38,33,92,47,51.09,15,16.3,30,32.61,38033
38,34,131,50,38.17,35,26.72,46,35.11,38034
38,35,124,51,41.13,30,24.19,43,34.68,38035
38,36,110,46,41.82,21,19.09,43,39.09,38036
38,37,120,58,48.33,21,17.5,41,34.17,38037
38,38,111,44,39.64,23,20.72,44,39.64,38038
38,39,149,53,35.57,38,25.5,58,38.93,38039
38,40,156,62,39.74,40,25.64,54,34.62,38040
38,41,174,64,36.78,41,23.56,69,39.66,38041
39,1,127,60,47.24,22,17.32,45,35.43,39001
39,2,125,62,49.6,11,8.8,52,41.6,39002
39,3,187,73,39.04,48,25.67,66,35.29,39003
39,4,135,70,51.85,17,12.59,48,35.56,39004
39,5,163,76,46.63,30,18.4,57,34.97,39005
39,6,135,48,35.56,44,32.59,43,31.85,39006
39,7,144,54,37.5,27,18.75,63,43.75,39007
39,8,174,85,48.85,37,21.26,52,29.89,39008
39,9,110,48,43.64,23,20.91,39,35.45,39009
39,10,90,24,26.67,36,40.0,30,33.33,39010
39,11,139,48,34.53,29,20.86,62,44.6,39011
39,12,179,66,36.87,48,26.82,65,36.31,39012
39,13,112,36,32.14,24,21.43,52,46.43,39013
39,14,156,69,44.23,38,24.36,49,31.41,39014
39,15,142,66,46.48,22,15.49,54,38.03,39015
39,16,85,28,32.94,24,28.24,33,38.82,39016
39,17,207,72,34.78,60,28.99,75,36.23,39017
39,18,153,57,37.25,38,24.84,58,37.91,39018
39,19,166,60,36.14,45,27.11,61,36.75,39019
39,20,166,77,46.39,30,18.07,59,35.54,39020
39,21,131,58,44.27,28,21.37,45,34.35,39021
39,22,100,42,42.0,29,29.0,29,29.0,39022
39,23,139,51,36.69,30,21.58,58,41.73,39023
39,24,184,67,36.41,50,27.17,67,36.41,39024
39,25,90,41,45.56,19,21.11,30,33.33,39025
39,26,104,44,42.31,19,18.27,41,39.42,39026
39,27,33,11,33.33,6,18.18,16,48.48,39027
39,28,230,93,40.43,64,27.83,73,31.74,39028
39,29,71,24,33.8,25,35.21,22,30.99,39029
39,30,164,64,39.02,52,31.71,48,29.27,39030
39,31,96,34,35.42,28,29.17,34,35.42,39031
39,32,126,38,30.16,32,25.4,56,44.44,39032
39,33,134,49,36.57,35,26.12,50,37.31,39033
39,34,142,40,28.17,54,38.03,48,33.8,39034
39,35,165,69,41.82,34,20.61,62,37.58,39035
39,36,49,23,46.94,12,24.49,14,28.57,39036
39,37,166,73,43.98,29,17.47,64,38.55,39037
39,38,127,55,43.31,10,7.87,62,48.82,39038
39,39,90,43,47.78,15,16.67,32,35.56,39039
39,40,128,46,35.94,28,21.88,54,42.19,39040
39,41,168,66,39.29,30,17.86,72,42.86,39041
39,42,178,104,58.43,24,13.48,50,28.09,39042
39,43,141,69,48.94,22,15.6,50,35.46,39043
39,44,110,50,45.45,27,24.55,33,30.0,39044
39,45,147,68,46.26,27,18.37,52,35.37,39045
40,1,124,45,36.29,37,29.84,42,33.87,40001
40,2,158,69,43.67,36,22.78,53,33.54,40002
40,3,252,71,28.17,86,34.13,95,37.7,40003
40,4,97,34,35.05,21,21.65,42,43.3,40004
40,5,226,81,35.84,62,27.43,83,36.73,40005
40,6,252,75,29.76,96,38.1,81,32.14,40006
40,7,230,73,31.74,70,30.43,87,37.83,40007
40,8,328,97,29.57,105,32.01,126,38.41,40008
40,9,111,54,48.65,25,22.52,32,28.83,40009
40,10,117,44,37.61,24,20.51,49,41.88,40010
40,11,223,63,28.25,71,31.84,89,39.91,40011
40,12,173,60,34.68,49,28.32,64,36.99,40012
40,13,326,74,22.7,134,41.1,118,36.2,40013
40,14,130,48,36.92,49,37.69,33,25.38,40014
40,15,128,47,36.72,23,17.97,58,45.31,40015
40,16,303,78,25.74,119,39.27,106,34.98,40016
40,17,177,55,31.07,39,22.03,83,46.89,40017
40,18,98,38,38.78,24,24.49,36,36.73,40018
40,19,180,76,42.22,43,23.89,61,33.89,40019
40,20,143,50,34.97,37,25.87,56,39.16,40020
40,21,272,87,31.99,57,20.96,128,47.06,40021
40,22,270,80,29.63,66,24.44,124,45.93,40022
40,23,328,103,31.4,104,31.71,121,36.89,40023
40,24,125,39,31.2,27,21.6,59,47.2,40024
40,25,283,66,23.32,109,38.52,108,38.16,40025
40,26,230,65,28.26,72,31.3,93,40.43,40026
40,27,209,63,30.14,56,26.79,90,43.06,40027
40,28,208,59,28.37,71,34.13,78,37.5,40028
40,29,190,62,32.63,37,19.47,91,47.89,40029
40,30,175,71,40.57,23,13.14,81,46.29,40030
40,31,279,70,25.09,98,35.13,111,39.78,40031
40,32,224,68,30.36,71,31.7,85,37.95,40032
40,33,253,84,33.2,72,28.46,97,38.34,40033
40,34,143,47,32.87,40,27.97,56,39.16,40034
40,35,70,25,35.71,19,27.14,26,37.14,40035
40,36,169,51,30.18,37,21.89,81,47.93,40036
40,37,163,57,34.97,39,23.93,67,41.1,40037
40,38,260,74,28.46,84,32.31,102,39.23,40038
40,39,34,8,23.53,13,38.24,13,38.24,40039
41,1,113,44,38.94,15,13.27,54,47.79,41001
41,2,117,59,50.43,11,9.4,47,40.17,41002
41,3,124,62,50.0,24,19.35,38,30.65,41003
41,4,129,53,41.09,13,10.08,63,48.84,41004
41,5,130,68,52.31,25,19.23,37,28.46,41005
41,6,190,82,43.16,28,14.74,80,42.11,41006
41,7,118,51,43.22,26,22.03,41,34.75,41007
41,8,115,56,48.7,19,16.52,40,34.78,41008
41,9,115,53,46.09,18,15.65,44,38.26,41009
41,10,165,80,48.48,27,16.36,58,35.15,41010
41,11,134,53,39.55,27,20.15,54,40.3,41011
41,12,108,58,53.7,12,11.11,38,35.19,41012
41,13,112,49,43.75,22,19.64,41,36.61,41013
41,14,185,86,46.49,19,10.27,80,43.24,41014
41,15,173,82,47.4,20,11.56,71,41.04,41015
41,16,105,50,47.62,17,16.19,38,36.19,41016
41,17,110,50,45.45,29,26.36,31,28.18,41017
41,18,102,34,33.33,27,26.47,41,40.2,41018
41,19,160,87,54.38,17,10.63,56,35.0,41019
41,20,70,28,40.0,17,24.29,25,35.71,41020
41,21,140,61,43.57,27,19.29,52,37.14,41021
41,22,165,70,42.42,28,16.97,67,40.61,41022
41,23,106,49,46.23,13,12.26,44,41.51,41023
41,24,106,50,47.17,23,21.7,33,31.13,41024
41,25,53,23,43.4,10,18.87,20,37.74,41025
41,26,118,62,52.54,20,16.95,36,30.51,41026
41,27,65,32,49.23,14,21.54,19,29.23,41027
41,28,77,33,42.86,16,20.78,28,36.36,41028
41,29,43,22,51.16,13,30.23,8,18.6,41029
41,30,131,51,38.93,36,27.48,44,33.59,41030
41,31,116,61,52.59,17,14.66,38,32.76,41031
41,32,109,44,40.37,20,18.35,45,41.28,41032
41,33,104,49,47.12,16,15.38,39,37.5,41033
41,34,101,44,43.56,17,16.83,40,39.6,41034
41,35,153,62,40.52,31,20.26,60,39.22,41035
41,36,121,52,42.98,30,24.79,39,32.23,41036
41,37,146,69,47.26,24,16.44,53,36.3,41037
41,38,116,46,39.66,20,17.24,50,43.1,41038
41,39,156,63,40.38,34,21.79,59,37.82,41039
41,40,141,79,56.03,14,9.93,48,34.04,41040
41,41,105,53,50.48,23,21.9,29,27.62,41041
41,42,98,42,42.86,14,14.29,42,42.86,41042
41,43,117,46,39.32,26,22.22,45,38.46,41043
41,44,120,61,50.83,17,14.17,42,35.0,41044
41,45,127,60,47.24,23,18.11,44,34.65,41045
41,46,134,63,47.01,25,18.66,46,34.33,41046
41,47,157,70,44.59,36,22.93,51,32.48,41047
42,1,179,76,42.46,25,13.97,78,43.58,42001
42,2,108,38,35.19,19,17.59,51,47.22,42002
42,3,152,62,40.79,42,27.63,48,31.58,42003
42,4,254,114,44.88,57,22.44,83,32.68,42004
42,5,131,61,46.56,17,12.98,53,40.46,42005
42,6,216,100,46.3,38,17.59,78,36.11,42006
42,7,169,79,46.75,27,15.98,63,37.28,42007
42,8,166,80,48.19,24,14.46,62,37.35,42008
42,9,135,56,41.48,34,25.19,45,33.33,42009
42,10,205,102,49.76,34,16.59,69,33.66,42010
42,11,112,56,50.0,12,10.71,44,39.29,42011
42,12,153,81,52.94,17,11.11,55,35.95,42012
42,13,198,93,46.97,27,13.64,78,39.39,42013
42,14,144,58,40.28,25,17.36,61,42.36,42014
42,15,145,52,35.86,30,20.69,63,43.45,42015
42,16,148,67,45.27,29,19.59,52,35.14,42016
42,17,154,71,46.1,17,11.04,66,42.86,42017
42,18,112,46,41.07,26,23.21,40,35.71,42018
42,19,214,100,46.73,25,11.68,89,41.59,42019
42,20,116,43,37.07,23,19.83,50,43.1,42020
42,21,136,64,47.06,29,21.32,43,31.62,42021
42,22,63,30,47.62,8,12.7,25,39.68,42022
42,23,154,71,46.1,16,10.39,67,43.51,42023
42,24,133,65,48.87,22,16.54,46,34.59,42024
42,25,139,57,41.01,23,16.55,59,42.45,42025
42,26,178,75,42.13,29,16.29,74,41.57,42026
42,27,124,57,45.97,27,21.77,40,32.26,42027
42,28,208,119,57.21,35,16.83,54,25.96,42028
42,29,218,96,44.04,41,18.81,81,37.16,42029
42,30,171,84,49.12,18,10.53,69,40.35,42030
42,31,163,76,46.63,17,10.43,70,42.94,42031
42,32,101,52,51.49,23,22.77,26,25.74,42032
42,33,193,95,49.22,41,21.24,57,29.53,42033
42,34,142,63,44.37,12,8.45,67,47.18,42034
42,35,191,82,42.93,29,15.18,80,41.88,42035
42,36,165,75,45.45,37,22.42,53,32.12,42036
42,37,87,41,47.13,16,18.39,30,34.48,42037
42,38,106,54,50.94,16,15.09,36,33.96,42038
42,39,124,50,40.32,25,20.16,49,39.52,42039
42,40,154,66,42.86,40,25.97,48,31.17,42040
42,41,147,63,42.86,34,23.13,50,34.01,42041
42,42,230,107,46.52,38,16.52,85,36.96,42042
43,1,84,46,54.76,18,21.43,20,23.81,43001
43,2,178,78,43.82,31,17.42,69,38.76,43002
43,3,156,83,53.21,19,12.18,54,34.62,43003
43,4,145,65,44.83,28,19.31,52,35.86,43004
43,5,158,80,50.63,28,17.72,50,31.65,43005
43,6,119,56,47.06,31,26.05,32,26.89,43006
43,7,124,50,40.32,21,16.94,53,42.74,43007
43,8,115,58,50.43,17,14.78,40,34.78,43008
43,9,166,82,49.4,32,19.28,52,31.33,43009
43,10,189,77,40.74,35,18.52,77,40.74,43010
43,11,99,43,43.43,19,19.19,37,37.37,43011
43,12,90,37,41.11,19,21.11,34,37.78,43012
43,13,164,66,40.24,37,22.56,61,37.2,43013
43,14,159,91,57.23,16,10.06,52,32.7,43014
43,15,144,52,36.11,31,21.53,61,42.36,43015
43,16,183,85,46.45,36,19.67,62,33.88,43016
43,17,129,66,51.16,19,14.73,44,34.11,43017
43,18,174,76,43.68,26,14.94,72,41.38,43018
43,19,171,69,40.35,42,24.56,60,35.09,43019
43,20,203,100,49.26,34,16.75,69,33.99,43020
43,21,143,58,40.56,32,22.38,53,37.06,43021
43,22,123,51,41.46,37,30.08,35,28.46,43022
43,23,105,47,44.76,22,20.95,36,34.29,43023
43,24,123,70,56.91,12,9.76,41,33.33,43024
43,25,180,87,48.33,24,13.33,69,38.33,43025
43,26,150,82,54.67,19,12.67,49,32.67,43026
43,27,166,93,56.02,22,13.25,51,30.72,43027
43,28,141,66,46.81,23,16.31,52,36.88,43028
43,29,198,83,41.92,41,20.71,74,37.37,43029
43,30,155,57,36.77,32,20.65,66,42.58,43030
43,31,157,82,52.23,27,17.2,48,30.57,43031
43,32,144,81,56.25,25,17.36,38,26.39,43032
43,33,201,94,46.77,22,10.95,85,42.29,43033
43,34,110,55,50.0,18,16.36,37,33.64,43034
43,35,187,102,54.55,22,11.76,63,33.69,43035
43,36,73,27,36.99,23,31.51,23,31.51,43036
43,37,132,51,38.64,37,28.03,44,33.33,43037
43,38,129,73,56.59,12,9.3,44,34.11,43038
43,39,88,45,51.14,18,20.45,25,28.41,43039
43,40,97,43,44.33,27,27.84,27,27.84,43040
43,41,158,76,48.1,25,15.82,57,36.08,43041
43,42,144,61,42.36,33,22.92,50,34.72,43042
43,43,175,83,47.43,15,8.57,77,44.0,43043
43,44,149,55,36.91,35,23.49,59,39.6,43044
43,45,112,58,51.79,11,9.82,43,38.39,43045
43,46,84,33,39.29,12,14.29,39,46.43,43046
44,1,285,106,37.19,76,26.67,103,36.14,44001
44,2,177,61,34.46,54,30.51,62,35.03,44002
44,3,150,51,34.0,18,12.0,81,54.0,44003
44,4,172,78,45.35,30,17.44,64,37.21,44004
44,5,177,60,33.9,45,25.42,72,40.68,44005
44,6,213,74,34.74,56,26.29,83,38.97,44006
44,7,158,78,49.37,18,11.39,62,39.24,44007
44,8,219,86,39.27,55,25.11,78,35.62,44008
44,9,150,54,36.0,51,34.0,45,30.0,44009
44,10,147,48,32.65,38,25.85,61,41.5,44010
44,11,169,52,30.77,57,33.73,60,35.5,44011
44,12,237,109,45.99,52,21.94,76,32.07,44012
44,13,129,45,34.88,39,30.23,45,34.88,44013
44,14,162,63,38.89,45,27.78,54,33.33,44014
44,15,182,62,34.07,51,28.02,69,37.91,44015
44,16,201,73,36.32,57,28.36,71,35.32,44016
44,17,256,89,34.77,57,22.27,110,42.97,44017
44,18,175,76,43.43,46,26.29,53,30.29,44018
44,19,263,99,37.64,58,22.05,106,40.3,44019
44,20,188,58,30.85,68,36.17,62,32.98,44020
44,21,191,66,34.55,57,29.84,68,35.6,44021
44,22,177,78,44.07,26,14.69,73,41.24,44022
44,23,152,58,38.16,42,27.63,52,34.21,44023
44,24,167,72,43.11,30,17.96,65,38.92,44024
44,25,215,93,43.26,68,31.63,54,25.12,44025
44,26,208,67,32.21,66,31.73,75,36.06,44026
44,27,185,80,43.24,44,23.78,61,32.97,44027
44,28,179,55,30.73,45,25.14,79,44.13,44028
44,29,197,69,35.03,53,26.9,75,38.07,44029
44,30,212,69,32.55,60,28.3,83,39.15,44030
44,31,121,37,30.58,45,37.19,39,32.23,44031
44,32,165,45,27.27,56,33.94,64,38.79,44032
44,33,207,77,37.2,64,30.92,66,31.88,44033
44,34,213,88,41.31,53,24.88,72,33.8,44034
44,35,219,76,34.7,49,22.37,94,42.92,44035
44,36,171,59,34.5,53,30.99,59,34.5,44036
44,37,249,86,34.54,67,26.91,96,38.55,44037
44,38,152,48,31.58,43,28.29,61,40.13,44038
44,39,185,58,31.35,55,29.73,72,38.92,44039
44,40,169,72,42.6,42,24.85,55,32.54,44040
44,41,226,77,34.07,70,30.97,79,34.96,44041
45,1,168,55,32.74,48,28.57,65,38.69,45001
45,2,191,75,39.27,60,31.41,56,29.32,45002
45,3,173,72,41.62,44,25.43,57,32.95,45003
45,4,214,86,40.19,68,31.78,60,28.04,45004
45,5,184,79,42.93,47,25.54,58,31.52,45005
45,6,267,94,35.21,67,25.09,106,39.7,45006
45,7,260,106,40.77,62,23.85,92,35.38,45007
45,8,145,44,30.34,33,22.76,68,46.9,45008
45,9,133,52,39.1,41,30.83,40,30.08,45009
45,10,151,69,45.7,40,26.49,42,27.81,45010
45,11,85,32,37.65,24,28.24,29,34.12,45011
45,12,129,55,42.64,30,23.26,44,34.11,45012
45,13,136,51,37.5,40,29.41,45,33.09,45013
45,14,204,84,41.18,58,28.43,62,30.39,45014
45,15,222,96,43.24,39,17.57,87,39.19,45015
45,16,160,62,38.75,50,31.25,48,30.0,45016
45,17,156,55,35.26,38,24.36,63,40.38,45017
45,18,147,63,42.86,37,25.17,47,31.97,45018
45,19,66,33,50.0,11,16.67,22,33.33,45019
45,20,86,42,48.84,15,17.44,29,33.72,45020
45,21,136,63,46.32,24,17.65,49,36.03,45021
45,22,94,34,36.17,25,26.6,35,37.23,45022
45,23,111,43,38.74,28,25.23,40,36.04,45023
45,24,80,29,36.25,20,25.0,31,38.75,45024
45,25,93,37,39.78,18,19.35,38,40.86,45025
45,26,71,29,40.85,15,21.13,27,38.03,45026
45,27,120,48,40.0,29,24.17,43,35.83,45027
45,28,99,39,39.39,23,23.23,37,37.37,45028
45,29,87,40,45.98,11,12.64,36,41.38,45029
45,30,122,43,35.25,30,24.59,49,40.16,45030
45,31,120,42,35.0,29,24.17,49,40.83,45031
45,32,117,45,38.46,29,24.79,43,36.75,45032
45,33,110,41,37.27,29,26.36,40,36.36,45033
45,34,140,62,44.29,39,27.86,39,27.86,45034
45,35,159,62,38.99,41,25.79,56,35.22,45035
45,36,170,67,39.41,50,29.41,53,31.18,45036
45,37,148,72,48.65,28,18.92,48,32.43,45037
45,38,118,52,44.07,27,22.88,39,33.05,45038
45,39,130,55,42.31,29,22.31,46,35.38,45039
45,40,115,53,46.09,34,29.57,28,24.35,45040
45,41,111,46,41.44,22,19.82,43,38.74,45041
45,42,142,63,44.37,27,19.01,52,36.62,45042
45,43,118,63,53.39,27,22.88,28,23.73,45043
45,44,156,81,51.92,30,19.23,45,28.85,45044
45,45,62,30,48.39,14,22.58,18,29.03,45045
45,46,80,34,42.5,20,25.0,26,32.5,45046
45,47,88,42,47.73,15,17.05,31,35.23,45047
45,48,90,33,36.67,17,18.89,40,44.44,45048
46,1,145,54,37.24,49,33.79,42,28.97,46001
46,2,221,61,27.6,87,39.37,73,33.03,46002
46,3,272,98,36.03,58,21.32,116,42.65,46003
46,4,219,76,34.7,70,31.96,73,33.33,46004
46,5,217,65,29.95,77,35.48,75,34.56,46005
46,6,183,56,30.6,68,37.16,59,32.24,46006
46,7,260,95,36.54,46,17.69,119,45.77,46007
46,8,138,49,35.51,45,32.61,44,31.88,46008
46,9,231,65,28.14,89,38.53,77,33.33,46009
46,10,257,77,29.96,98,38.13,82,31.91,46010
46,11,181,62,34.25,62,34.25,57,31.49,46011
46,12,247,72,29.15,102,41.3,73,29.55,46012
46,13,223,66,29.6,75,33.63,82,36.77,46013
46,14,142,67,47.18,43,30.28,32,22.54,46014
46,15,188,70,37.23,42,22.34,76,40.43,46015
46,16,278,86,30.94,103,37.05,89,32.01,46016
46,17,226,96,42.48,44,19.47,86,38.05,46017
46,18,205,74,36.1,52,25.37,79,38.54,46018
46,19,163,54,33.13,30,18.4,79,48.47,46019
46,20,181,64,35.36,50,27.62,67,37.02,46020
46,21,95,24,25.26,35,36.84,36,37.89,46021
46,22,134,57,42.54,46,34.33,31,23.13,46022
46,23,177,60,33.9,76,42.94,41,23.16,46023
46,24,292,101,34.59,83,28.42,108,36.99,46024
46,25,208,57,27.4,87,41.83,64,30.77,46025
46,26,234,80,34.19,88,37.61,66,28.21,46026
46,27,217,60,27.65,86,39.63,71,32.72,46027
46,28,191,83,43.46,30,15.71,78,40.84,46028
46,29,154,54,35.06,30,19.48,70,45.45,46029
46,30,183,64,34.97,57,31.15,62,33.88,46030
46,31,197,56,28.43,62,31.47,79,40.1,46031
46,32,77,31,40.26,24,31.17,22,28.57,46032
46,33,222,73,32.88,53,23.87,96,43.24,46033
46,34,242,76,31.4,75,30.99,91,37.6,46034
46,35,158,67,42.41,34,21.52,57,36.08,46035
46,36,214,82,38.32,52,24.3,80,37.38,46036
46,37,134,48,35.82,38,28.36,48,35.82,46037
46,38,180,53,29.44,63,35.0,64,35.56,46038
46,39,176,62,35.23,50,28.41,64,36.36,46039
46,40,217,65,29.95,57,26.27,95,43.78,46040
47,1,143,43,30.07,35,24.48,65,45.45,47001
47,2,185,71,38.38,45,24.32,69,37.3,47002
47,3,192,76,39.58,30,15.63,86,44.79,47003
47,4,236,84,35.59,50,21.19,102,43.22,47004
47,5,266,63,23.68,97,36.47,106,39.85,47005
47,6,219,82,37.44,67,30.59,70,31.96,47006
47,7,176,64,36.36,39,22.16,73,41.48,47007
47,8,219,89,40.64,43,19.63,87,39.73,47008
47,9,166,59,35.54,40,24.1,67,40.36,47009
47,10,309,85,27.51,121,39.16,103,33.33,47010
47,11,182,72,39.56,45,24.73,65,35.71,47011
47,12,227,70,30.84,64,28.19,93,40.97,47012
47,13,261,69,26.44,86,32.95,106,40.61,47013
47,14,207,63,30.43,50,24.15,94,45.41,47014
47,15,301,68,22.59,142,47.18,91,30.23,47015
47,16,206,65,31.55,48,23.3,93,45.15,47016
47,17,221,67,30.32,45,20.36,109,49.32,47017
47,18,205,54,26.34,57,27.8,94,45.85,47018
47,19,364,79,21.7,149,40.93,136,37.36,47019
47,20,234,81,34.62,68,29.06,85,36.32,47020
47,21,261,66,25.29,85,32.57,110,42.15,47021
47,22,281,82,29.18,93,33.1,106,37.72,47022
47,23,255,78,30.59,97,38.04,80,31.37,47023
47,24,255,72,28.24,72,28.24,111,43.53,47024
47,25,260,66,25.38,82,31.54,112,43.08,47025
47,26,301,93,30.9,103,34.22,105,34.88,47026
47,27,220,80,36.36,58,26.36,82,37.27,47027
47,28,219,68,31.05,52,23.74,99,45.21,47028
47,29,243,65,26.75,76,31.28,102,41.98,47029
47,30,295,62,21.02,99,33.56,134,45.42,47030
47,31,259,73,28.19,87,33.59,99,38.22,47031
47,32,333,99,29.73,106,31.83,128,38.44,47032
47,33,189,72,38.1,53,28.04,64,33.86,47033
47,34,237,72,30.38,62,26.16,103,43.46,47034
47,35,157,52,33.12,38,24.2,67,42.68,47035
47,36,278,69,24.82,107,38.49,102,36.69,47036
47,37,219,66,30.14,66,30.14,87,39.73,47037
47,38,245,81,33.06,76,31.02,88,35.92,47038
47,39,282,84,29.79,70,24.82,128,45.39,47039
47,40,197,59,29.95,55,27.92,83,42.13,47040
47,41,260,72,27.69,79,30.38,109,41.92,47041
47,42,225,52,23.11,100,44.44,73,32.44,47042
47,43,177,58,32.77,31,17.51,88,49.72,47043
47,44,188,89,47.34,41,21.81,58,30.85,47044
47,45,256,81,31.64,69,26.95,106,41.41,47045
47,46,100,43,43.0,16,16.0,41,41.0,47046
47,47,229,73,31.88,60,26.2,96,41.92,47047
47,48,23,11,47.83,7,30.43,5,21.74,47048
48,1,242,57,23.55,90,37.19,95,39.26,48001
48,2,104,44,42.31,17,16.35,43,41.35,48002
48,3,212,65,30.66,74,34.91,73,34.43,48003
48,4,243,82,33.74,69,28.4,92,37.86,48004
48,5,195,75,38.46,32,16.41,88,45.13,48005
48,6,209,69,33.01,65,31.1,75,35.89,48006
48,7,277,74,26.71,90,32.49,113,40.79,48007
48,8,121,48,39.67,21,17.36,52,42.98,48008
48,9,147,55,37.41,33,22.45,59,40.14,48009
48,10,349,97,27.79,131,37.54,121,34.67,48010
48,11,202,75,37.13,59,29.21,68,33.66,48011
48,12,264,86,32.58,80,30.3,98,37.12,48012
48,13,261,116,44.44,40,15.33,105,40.23,48013
48,14,107,44,41.12,15,14.02,48,44.86,48014
48,15,102,42,41.18,19,18.63,41,40.2,48015
48,16,211,74,35.07,71,33.65,66,31.28,48016
48,17,226,71,31.42,73,32.3,82,36.28,48017
48,18,141,65,46.1,33,23.4,43,30.5,48018
48,19,188,68,36.17,48,25.53,72,38.3,48019
48,20,269,87,32.34,83,30.86,99,36.8,48020
48,21,237,79,33.33,98,41.35,60,25.32,48021
48,22,210,101,48.1,30,14.29,79,37.62,48022
48,23,285,147,51.58,43,15.09,95,33.33,48023
48,24,185,69,37.3,51,27.57,65,35.14,48024
48,25,211,81,38.39,55,26.07,75,35.55,48025
48,26,87,30,34.48,26,29.89,31,35.63,48026
48,27,131,36,27.48,39,29.77,56,42.75,48027
48,28,213,88,41.31,53,24.88,72,33.8,48028
48,29,140,62,44.29,32,22.86,46,32.86,48029
48,30,212,83,39.15,58,27.36,71,33.49,48030
48,31,215,80,37.21,66,30.7,69,32.09,48031
48,32,183,62,33.88,53,28.96,68,37.16,48032
48,33,123,43,34.96,14,11.38,66,53.66,48033
48,34,193,61,31.61,60,31.09,72,37.31,48034
48,35,120,43,35.83,47,39.17,30,25.0,48035
48,36,142,54,38.03,16,11.27,72,50.7,48036
48,37,236,48,20.34,91,38.56,97,41.1,48037
48,38,269,103,38.29,45,16.73,121,44.98,48038
48,39,177,61,34.46,27,15.25,89,50.28,48039
48,40,194,66,34.02,51,26.29,77,39.69,48040
48,41,209,71,33.97,85,40.67,53,25.36,48041
48,42,273,77,28.21,116,42.49,80,29.3,48042
48,43,237,78,32.91,67,28.27,92,38.82,48043
48,44,277,61,22.02,97,35.02,119,42.96,48044
48,45,153,35,22.88,64,41.83,54,35.29,48045
48,46,149,48,32.21,34,22.82,67,44.97,48046
49,1,105,45,42.86,30,28.57,30,28.57,49001
49,2,131,49,37.4,29,22.14,53,40.46,49002
49,3,231,78,33.77,59,25.54,94,40.69,49003
49,4,232,70,30.17,87,37.5,75,32.33,49004
49,5,197,68,34.52,53,26.9,76,38.58,49005
49,6,158,53,33.54,31,19.62,74,46.84,49006
49,7,156,46,29.49,40,25.64,70,44.87,49007
49,8,138,58,42.03,29,21.01,51,36.96,49008
49,9,194,63,32.47,64,32.99,67,34.54,49009
49,10,203,61,30.05,54,26.6,88,43.35,49010
49,11,220,59,26.82,69,31.36,92,41.82,49011
49,12,214,76,35.51,53,24.77,85,39.72,49012
49,13,223,70,31.39,59,26.46,94,42.15,49013
49,14,123,42,34.15,28,22.76,53,43.09,49014
49,15,137,62,45.26,27,19.71,48,35.04,49015
49,16,179,67,37.43,36,20.11,76,42.46,49016
49,17,143,64,44.76,37,25.87,42,29.37,49017
49,18,243,81,33.33,68,27.98,94,38.68,49018
49,19,135,56,41.48,33,24.44,46,34.07,49019
49,20,287,73,25.44,109,37.98,105,36.59,49020
49,21,81,33,40.74,22,27.16,26,32.1,49021
49,22,194,66,34.02,51,26.29,77,39.69,49022
49,23,216,55,25.46,85,39.35,76,35.19,49023
49,24,115,43,37.39,35,30.43,37,32.17,49024
49,25,229,63,27.51,81,35.37,85,37.12,49025
49,26,207,70,33.82,66,31.88,71,34.3,49026
49,27,162,34,20.99,60,37.04,68,41.98,49027
49,28,276,69,25.0,136,49.28,71,25.72,49028
49,29,225,56,24.89,78,34.67,91,40.44,49029
49,30,190,70,36.84,53,27.89,67,35.26,49030
49,31,117,50,42.74,26,22.22,41,35.04,49031
49,32,183,63,34.43,64,34.97,56,30.6,49032
49,33,160,60,37.5,35,21.88,65,40.63,49033
50,1,119,48,40.34,15,12.61,56,47.06,50001
50,2,73,32,43.84,12,16.44,29,39.73,50002
50,3,141,58,41.13,17,12.06,66,46.81,50003
50,4,155,64,41.29,25,16.13,66,42.58,50004
50,5,98,35,35.71,14,14.29,49,50.0,50005
50,6,153,62,40.52,16,10.46,75,49.02,50006
50,7,218,80,36.7,37,16.97,101,46.33,50007
50,8,119,48,40.34,28,23.53,43,36.13,50008
50,9,119,48,40.34,23,19.33,48,40.34,50009
50,10,97,51,52.58,15,15.46,31,31.96,50010
50,11,70,26,37.14,9,12.86,35,50.0,50011
50,12,48,20,41.67,5,10.42,23,47.92,50012
50,13,122,50,40.98,29,23.77,43,35.25,50013
50,14,41,17,41.46,5,12.2,19,46.34,50014
50,15,220,83,37.73,47,21.36,90,40.91,50015
50,16,50,18,36.0,3,6.0,29,58.0,50016
50,17,87,38,43.68,21,24.14,28,32.18,50017
50,18,22,9,40.91,1,4.55,12,54.55,50018
50,19,79,25,31.65,20,25.32,34,43.04,50019
50,20,151,59,39.07,29,19.21,63,41.72,50020
50,21,131,41,31.3,26,19.85,64,48.85,50021
50,22,105,41,39.05,17,16.19,47,44.76,50022
50,23,63,33,52.38,7,11.11,23,36.51,50023
50,24,71,26,36.62,9,12.68,36,50.7,50024
50,25,100,40,40.0,22,22.0,38,38.0,50025
50,26,98,37,37.76,26,26.53,35,35.71,50026
50,27,43,16,37.21,8,18.6,19,44.19,50027
