ward,precinct,total,Mariyana T. Spyropoulos,Mariyana T. Spyropoulos Percent,Yumeka Brown,Yumeka Brown Percent,Patricia Theresa Flynn,Patricia Theresa Flynn Percent,Frank Avila,Frank Avila Percent,Rick Garcia,Rick Garcia Percent,Cristina P. Nonato,Cristina P. Nonato Percent,Precious W. Brady-Davis,Precious W. Brady-Davis Percent,Sharon Waller,Sharon Waller Percent,precinct_id
18,33,208,43,20.67,51,24.52,43,20.67,12,5.77,7,3.37,8,3.85,18,8.65,26,12.5,18033
18,34,498,97,19.48,135,27.11,105,21.08,25,5.02,18,3.61,7,1.41,56,11.24,55,11.04,18034
18,35,424,67,15.8,111,26.18,80,18.87,23,5.42,18,4.25,9,2.12,56,13.21,60,14.15,18035
18,36,195,37,18.97,31,15.9,37,18.97,25,12.82,18,9.23,4,2.05,22,11.28,21,10.77,18036
18,37,460,70,15.22,122,26.52,82,17.83,33,7.17,28,6.09,6,1.3,63,13.7,56,12.17,18037
18,38,273,47,17.22,58,21.25,46,16.85,16,5.86,15,5.49,9,3.3,41,15.02,41,15.02,18038
18,39,187,35,18.72,36,19.25,40,21.39,8,4.28,11,5.88,6,3.21,21,11.23,30,16.04,18039
18,40,291,44,15.12,43,14.78,38,13.06,41,14.09,40,13.75,21,7.22,34,11.68,30,10.31,18040
18,41,438,70,15.98,93,21.23,88,20.09,39,8.9,23,5.25,6,1.37,70,15.98,49,11.19,18041
18,42,186,26,13.98,45,24.19,43,23.12,10,5.38,15,8.06,3,1.61,21,11.29,23,12.37,18042
18,43,122,27,22.13,15,12.3,23,18.85,14,11.48,13,10.66,9,7.38,11,9.02,10,8.2,18043
18,44,191,39,20.42,35,18.32,34,17.8,32,16.75,22,11.52,12,6.28,6,3.14,11,5.76,18044
18,45,182,27,14.84,38,20.88,29,15.93,27,14.84,13,7.14,6,3.3,22,12.09,20,10.99,18045
18,46,220,47,21.36,23,10.45,33,15.0,39,17.73,25,11.36,13,5.91,20,9.09,20,9.09,18046
18,47,182,30,16.48,35,19.23,34,18.68,10,5.49,16,8.79,7,3.85,21,11.54,29,15.93,18047
18,48,184,34,18.48,38,20.65,35,19.02,8,4.35,17,9.24,2,1.09,29,15.76,21,11.41,18048
18,49,166,30,18.07,39,23.49,38,22.89,8,4.82,10,6.02,1,0.6,19,11.45,21,12.65,18049
18,50,167,33,19.76,33,19.76,27,16.17,16,9.58,11,6.59,7,4.19,24,14.37,16,9.58,18050
19,1,323,90,27.86,28,8.67,92,28.48,47,14.55,16,4.95,14,4.33,12,3.72,24,7.43,19001
19,2,754,161,21.35,157,20.82,134,17.77,63,8.36,37,4.91,23,3.05,90,11.94,89,11.8,19002
19,3,148,36,24.32,15,10.14,45,30.41,17,11.49,12,8.11,9,6.08,6,4.05,8,5.41,19003
19,4,317,65,20.5,30,9.46,94,29.65,46,14.51,36,11.36,19,5.99,6,1.89,21,6.62,19004
19,5,537,130,24.21,101,18.81,103,19.18,45,8.38,31,5.77,21,3.91,50,9.31,56,10.43,19005
19,6,286,69,24.13,24,8.39,68,23.78,48,16.78,24,8.39,13,4.55,10,3.5,30,10.49,19006
19,7,346,77,22.25,33,9.54,83,23.99,37,10.69,26,7.51,25,7.23,28,8.09,37,10.69,19007
19,8,207,55,26.57,19,9.18,56,27.05,27,13.04,19,9.18,8,3.86,5,2.42,18,8.7,19008
19,9,261,70,26.82,28,10.73,71,27.2,30,11.49,11,4.21,17,6.51,17,6.51,17,6.51,19009
19,10,639,154,24.1,113,17.68,129,20.19,58,9.08,25,3.91,28,4.38,63,9.86,69,10.8,19010
19,11,271,66,24.35,26,9.59,84,31.0,34,12.55,20,7.38,22,8.12,4,1.48,15,5.54,19011
19,12,205,52,25.37,16,7.8,59,28.78,26,12.68,13,6.34,18,8.78,7,3.41,14,6.83,19012
19,13,537,75,13.97,128,23.84,66,12.29,35,6.52,32,5.96,17,3.17,108,20.11,76,14.15,19013
19,14,486,116,23.87,73,15.02,107,22.02,47,9.67,27,5.56,23,4.73,39,8.02,54,11.11,19014
19,15,297,73,24.58,25,8.42,78,26.26,38,12.79,25,8.42,19,6.4,10,3.37,29,9.76,19015
19,16,313,71,22.68,18,5.75,100,31.95,43,13.74,27,8.63,20,6.39,10,3.19,24,7.67,19016
19,17,330,83,25.15,27,8.18,85,25.76,48,14.55,28,8.48,20,6.06,13,3.94,26,7.88,19017
19,18,549,140,25.5,75,13.66,116,21.13,51,9.29,30,5.46,32,5.83,49,8.93,56,10.2,19018
19,19,729,168,23.05,108,14.81,145,19.89,74,10.15,36,4.94,31,4.25,74,10.15,93,12.76,19019
19,20,446,80,17.94,82,18.39,73,16.37,45,10.09,30,6.73,15,3.36,59,13.23,62,13.9,19020
19,21,277,71,25.63,19,6.86,64,23.1,39,14.08,26,9.39,12,4.33,14,5.05,32,11.55,19021
19,22,482,111,23.03,77,15.98,96,19.92,42,8.71,27,5.6,20,4.15,39,8.09,70,14.52,19022
19,23,401,105,26.18,43,10.72,113,28.18,44,10.97,23,5.74,24,5.99,17,4.24,32,7.98,19023
19,24,177,42,23.73,9,5.08,46,25.99,29,16.38,19,10.73,9,5.08,6,3.39,17,9.6,19024
19,25,444,105,23.65,52,11.71,101,22.75,58,13.06,28,6.31,15,3.38,32,7.21,53,11.94,19025
19,26,434,107,24.65,55,12.67,110,25.35,53,12.21,25,5.76,21,4.84,23,5.3,40,9.22,19026
19,27,437,89,20.37,83,18.99,80,18.31,27,6.18,25,5.72,19,4.35,51,11.67,63,14.42,19027
19,28,542,83,15.31,129,23.8,86,15.87,40,7.38,32,5.9,12,2.21,85,15.68,75,13.84,19028
19,29,242,52,21.49,15,6.2,65,26.86,35,14.46,27,11.16,16,6.61,8,3.31,24,9.92,19029
19,30,235,64,27.23,27,11.49,68,28.94,27,11.49,17,7.23,13,5.53,4,1.7,15,6.38,19030
19,31,428,105,24.53,43,10.05,93,21.73,41,9.58,23,5.37,21,4.91,37,8.64,65,15.19,19031
19,32,351,94,26.78,34,9.69,87,24.79,48,13.68,26,7.41,11,3.13,17,4.84,34,9.69,19032
19,33,274,66,24.09,18,6.57,73,26.64,39,14.23,29,10.58,18,6.57,6,2.19,25,9.12,19033
19,34,425,115,27.06,49,11.53,93,21.88,46,10.82,26,6.12,19,4.47,30,7.06,47,11.06,19034
19,35,489,126,25.77,75,15.34,120,24.54,53,10.84,29,5.93,14,2.86,29,5.93,43,8.79,19035
19,36,496,95,19.15,91,18.35,74,14.92,46,9.27,34,6.85,20,4.03,61,12.3,75,15.12,19036
19,37,574,145,25.26,96,16.72,106,18.47,41,7.14,19,3.31,10,1.74,67,11.67,90,15.68,19037
19,38,446,85,19.06,103,23.09,76,17.04,25,5.61,21,4.71,14,3.14,60,13.45,62,13.9,19038
19,39,103,12,11.65,27,26.21,18,17.48,8,7.77,7,6.8,3,2.91,17,16.5,11,10.68,19039
19,40,503,107,21.27,75,14.91,96,19.09,62,12.33,35,6.96,9,1.79,53,10.54,66,13.12,19040
19,41,221,51,23.08,18,8.14,63,28.51,28,12.67,22,9.95,12,5.43,7,3.17,20,9.05,19041
19,42,389,83,21.34,77,19.79,70,17.99,31,7.97,23,5.91,17,4.37,41,10.54,47,12.08,19042
19,43,516,84,16.28,110,21.32,76,14.73,39,7.56,36,6.98,13,2.52,79,15.31,79,15.31,19043
19,44,287,62,21.6,24,8.36,80,27.87,48,16.72,33,11.5,11,3.83,10,3.48,19,6.62,19044
19,45,357,84,23.53,40,11.2,85,23.81,47,13.17,25,7.0,20,5.6,24,6.72,32,8.96,19045
19,46,337,84,24.93,30,8.9,98,29.08,46,13.65,17,5.04,24,7.12,9,2.67,29,8.61,19046
19,47,729,129,17.7,147,20.16,117,16.05,63,8.64,43,5.9,31,4.25,95,13.03,104,14.27,19047
19,48,408,61,14.95,94,23.04,59,14.46,21,5.15,26,6.37,7,1.72,73,17.89,67,16.42,19048
19,49,660,120,18.18,158,23.94,97,14.7,44,6.67,34,5.15,21,3.18,88,13.33,98,14.85,19049
19,50,306,67,21.9,30,9.8,68,22.22,28,9.15,29,9.48,13,4.25,38,12.42,33,10.78,19050
19,51,430,103,23.95,45,10.47,114,26.51,56,13.02,26,6.05,21,4.88,23,5.35,42,9.77,19051
19,52,323,68,21.05,27,8.36,85,26.32,48,14.86,29,8.98,25,7.74,14,4.33,27,8.36,19052
19,53,310,72,23.23,40,12.9,80,25.81,39,12.58,21,6.77,14,4.52,13,4.19,31,10.0,19053
19,54,183,39,21.31,14,7.65,49,26.78,27,14.75,20,10.93,11,6.01,14,7.65,9,4.92,19054
19,55,173,44,25.43,19,10.98,47,27.17,28,16.18,16,9.25,11,6.36,1,0.58,7,4.05,19055
19,56,607,156,25.7,77,12.69,115,18.95,62,10.21,45,7.41,28,4.61,57,9.39,67,11.04,19056
19,57,423,110,26.0,62,14.66,78,18.44,33,7.8,19,4.49,21,4.96,43,10.17,57,13.48,19057
20,1,312,53,16.99,59,18.91,43,13.78,25,8.01,19,6.09,13,4.17,50,16.03,50,16.03,20001
20,2,61,14,22.95,14,22.95,13,21.31,4,6.56,5,8.2,0,0.0,7,11.48,4,6.56,20002
20,3,268,45,16.79,61,22.76,41,15.3,21,7.84,19,7.09,7,2.61,41,15.3,33,12.31,20003
20,4,92,16,17.39,27,29.35,15,16.3,7,7.61,6,6.52,3,3.26,10,10.87,8,8.7,20004
20,5,270,47,17.41,62,22.96,40,14.81,13,4.81,13,4.81,7,2.59,55,20.37,33,12.22,20005
20,6,82,14,17.07,17,20.73,14,17.07,6,7.32,10,12.2,3,3.66,8,9.76,10,12.2,20006
20,7,225,31,13.78,51,22.67,29,12.89,18,8.0,15,6.67,10,4.44,40,17.78,31,13.78,20007
20,8,216,30,13.89,59,27.31,36,16.67,12,5.56,13,6.02,3,1.39,28,12.96,35,16.2,20008
20,9,397,54,13.6,92,23.17,70,17.63,22,5.54,20,5.04,15,3.78,67,16.88,57,14.36,20009
20,10,131,24,18.32,26,19.85,22,16.79,7,5.34,7,5.34,4,3.05,20,15.27,21,16.03,20010
20,11,247,38,15.38,61,24.7,44,17.81,14,5.67,12,4.86,6,2.43,37,14.98,35,14.17,20011
20,12,155,14,9.03,32,20.65,19,12.26,19,12.26,10,6.45,9,5.81,24,15.48,28,18.06,20012
20,13,233,38,16.31,42,18.03,47,20.17,16,6.87,21,9.01,9,3.86,27,11.59,33,14.16,20013
20,14,177,32,18.08,41,23.16,26,14.69,17,9.6,12,6.78,1,0.56,23,12.99,25,14.12,20014
20,15,131,21,16.03,14,10.69,18,13.74,19,14.5,28,21.37,11,8.4,11,8.4,9,6.87,20015
20,16,334,48,14.37,70,20.96,63,18.86,17,5.09,23,6.89,11,3.29,60,17.96,42,12.57,20016
20,17,124,16,12.9,20,16.13,18,14.52,16,12.9,19,15.32,11,8.87,11,8.87,13,10.48,20017
20,18,153,21,13.73,33,21.57,23,15.03,16,10.46,12,7.84,7,4.58,22,14.38,19,12.42,20018
20,19,189,36,19.05,42,22.22,29,15.34,19,10.05,8,4.23,2,1.06,37,19.58,16,8.47,20019
20,20,131,21,16.03,12,9.16,21,16.03,22,16.79,26,19.85,15,11.45,6,4.58,8,6.11,20020
20,21,170,21,12.35,29,17.06,33,19.41,18,10.59,10,5.88,10,5.88,25,14.71,24,14.12,20021
20,22,466,81,17.38,94,20.17,58,12.45,30,6.44,28,6.01,12,2.58,88,18.88,75,16.09,20022
20,23,197,25,12.69,43,21.83,33,16.75,17,8.63,12,6.09,5,2.54,32,16.24,30,15.23,20023
20,24,340,60,17.65,75,22.06,52,15.29,21,6.18,13,3.82,8,2.35,54,15.88,57,16.76,20024
20,25,182,24,13.19,41,22.53,27,14.84,14,7.69,15,8.24,4,2.2,29,15.93,28,15.38,20025
20,26,331,56,16.92,75,22.66,53,16.01,18,5.44,20,6.04,12,3.63,51,15.41,46,13.9,20026
20,27,155,25,16.13,32,20.65,28,18.06,12,7.74,10,6.45,2,1.29,17,10.97,29,18.71,20027
20,28,136,14,10.29,26,19.12,20,14.71,14,10.29,12,8.82,6,4.41,23,16.91,21,15.44,20028
20,29,301,47,15.61,66,21.93,44,14.62,23,7.64,30,9.97,8,2.66,36,11.96,47,15.61,20029
20,30,127,25,19.69,33,25.98,28,22.05,7,5.51,5,3.94,3,2.36,12,9.45,14,11.02,20030
20,31,285,49,17.19,62,21.75,51,17.89,19,6.67,17,5.96,13,4.56,34,11.93,40,14.04,20031
20,32,163,27,16.56,36,22.09,31,19.02,5,3.07,13,7.98,3,1.84,20,12.27,28,17.18,20032
20,33,160,28,17.5,36,22.5,23,14.38,14,8.75,8,5.0,7,4.38,17,10.63,27,16.88,20033
20,34,315,64,20.32,64,20.32,32,10.16,20,6.35,14,4.44,7,2.22,63,20.0,51,16.19,20034
20,35,73,11,15.07,12,16.44,16,21.92,8,10.96,3,4.11,4,5.48,9,12.33,10,13.7,20035
20,36,94,13,13.83,23,24.47,18,19.15,5,5.32,8,8.51,2,2.13,10,10.64,15,15.96,20036
20,37,78,15,19.23,14,17.95,16,20.51,5,6.41,7,8.97,2,2.56,12,15.38,7,8.97,20037
20,38,62,7,11.29,12,19.35,10,16.13,5,8.06,8,12.9,3,4.84,6,9.68,11,17.74,20038
20,39,9,1,11.11,2,22.22,2,22.22,2,22.22,0,0.0,0,0.0,1,11.11,1,11.11,20039
21,1,380,70,18.42,102,26.84,76,20.0,20,5.26,17,4.47,8,2.11,46,12.11,41,10.79,21001
21,2,145,26,17.93,36,24.83,27,18.62,5,3.45,11,7.59,1,0.69,24,16.55,15,10.34,21002
21,3,376,47,12.5,89,23.67,60,15.96,16,4.26,23,6.12,3,0.8,69,18.35,69,18.35,21003
21,4,280,41,14.64,61,21.79,46,16.43,19,6.79,19,6.79,8,2.86,51,18.21,35,12.5,21004
21,5,371,55,14.82,78,21.02,65,17.52,31,8.36,19,5.12,10,2.7,54,14.56,59,15.9,21005
21,6,226,37,16.37,48,21.24,42,18.58,15,6.64,14,6.19,5,2.21,32,14.16,33,14.6,21006
21,7,414,65,15.7,112,27.05,81,19.57,17,4.11,20,4.83,4,0.97,60,14.49,55,13.29,21007
21,8,335,54,16.12,79,23.58,65,19.4,20,5.97,18,5.37,2,0.6,47,14.03,50,14.93,21008
21,9,400,58,14.5,108,27.0,64,16.0,25,6.25,21,5.25,7,1.75,53,13.25,64,16.0,21009
21,10,314,43,13.69,76,24.2,53,16.88,24,7.64,20,6.37,12,3.82,37,11.78,49,15.61,21010
21,11,277,46,16.61,60,21.66,51,18.41,19,6.86,15,5.42,12,4.33,34,12.27,40,14.44,21011
21,12,253,43,17.0,55,21.74,52,20.55,19,7.51,16,6.32,5,1.98,29,11.46,34,13.44,21012
21,13,260,31,11.92,61,23.46,54,20.77,15,5.77,9,3.46,10,3.85,38,14.62,42,16.15,21013
21,14,362,58,16.02,90,24.86,60,16.57,25,6.91,13,3.59,11,3.04,48,13.26,57,15.75,21014
21,15,242,38,15.7,55,22.73,36,14.88,22,9.09,6,2.48,6,2.48,44,18.18,35,14.46,21015
21,16,250,43,17.2,61,24.4,55,22.0,9,3.6,14,5.6,6,2.4,38,15.2,24,9.6,21016
21,17,223,37,16.59,65,29.15,41,18.39,13,5.83,8,3.59,9,4.04,22,9.87,28,12.56,21017
21,18,365,59,16.16,77,21.1,69,18.9,17,4.66,19,5.21,14,3.84,56,15.34,54,14.79,21018
21,19,337,51,15.13,89,26.41,60,17.8,22,6.53,14,4.15,1,0.3,59,17.51,41,12.17,21019
21,20,309,51,16.5,64,20.71,66,21.36,17,5.5,27,8.74,3,0.97,33,10.68,48,15.53,21020
21,21,298,38,12.75,79,26.51,52,17.45,15,5.03,21,7.05,7,2.35,42,14.09,44,14.77,21021
21,22,287,54,18.82,72,25.09,49,17.07,15,5.23,24,8.36,3,1.05,35,12.2,35,12.2,21022
21,23,322,52,16.15,80,24.84,64,19.88,18,5.59,9,2.8,8,2.48,45,13.98,46,14.29,21023
21,24,367,62,16.89,83,22.62,74,20.16,21,5.72,19,5.18,7,1.91,54,14.71,47,12.81,21024
21,25,361,49,13.57,88,24.38,66,18.28,24,6.65,17,4.71,4,1.11,62,17.17,51,14.13,21025
21,26,186,21,11.29,46,24.73,35,18.82,11,5.91,10,5.38,6,3.23,33,17.74,24,12.9,21026
21,27,325,40,12.31,83,25.54,55,16.92,26,8.0,14,4.31,8,2.46,57,17.54,42,12.92,21027
21,28,286,46,16.08,67,23.43,46,16.08,24,8.39,21,7.34,4,1.4,38,13.29,40,13.99,21028
21,29,349,60,17.19,83,23.78,69,19.77,19,5.44,13,3.72,9,2.58,46,13.18,50,14.33,21029
21,30,224,34,15.18,55,24.55,39,17.41,14,6.25,12,5.36,4,1.79,34,15.18,32,14.29,21030
21,31,351,51,14.53,97,27.64,58,16.52,23,6.55,15,4.27,4,1.14,46,13.11,57,16.24,21031
21,32,307,50,16.29,72,23.45,54,17.59,24,7.82,14,4.56,5,1.63,45,14.66,43,14.01,21032
21,33,220,38,17.27,48,21.82,41,18.64,16,7.27,14,6.36,6,2.73,29,13.18,28,12.73,21033
21,34,217,37,17.05,55,25.35,33,15.21,19,8.76,10,4.61,5,2.3,28,12.9,30,13.82,21034
21,35,389,69,17.74,96,24.68,74,19.02,22,5.66,17,4.37,7,1.8,52,13.37,52,13.37,21035
21,36,293,37,12.63,77,26.28,44,15.02,14,4.78,17,5.8,13,4.44,54,18.43,37,12.63,21036
21,37,270,34,12.59,64,23.7,50,18.52,15,5.56,19,7.04,9,3.33,36,13.33,43,15.93,21037
21,38,217,39,17.97,43,19.82,35,16.13,16,7.37,14,6.45,9,4.15,23,10.6,38,17.51,21038
21,39,182,26,14.29,36,19.78,32,17.58,12,6.59,13,7.14,9,4.95,25,13.74,29,15.93,21039
21,40,285,46,16.14,74,25.96,60,21.05,14,4.91,11,3.86,5,1.75,31,10.88,44,15.44,21040
21,41,354,57,16.1,90,25.42,58,16.38,32,9.04,17,4.8,7,1.98,42,11.86,51,14.41,21041
21,42,325,44,13.54,78,24.0,58,17.85,25,7.69,19,5.85,8,2.46,51,15.69,42,12.92,21042
21,43,308,39,12.66,77,25.0,53,17.21,25,8.12,17,5.52,10,3.25,43,13.96,44,14.29,21043
21,44,323,53,16.41,80,24.77,59,18.27,19,5.88,13,4.02,6,1.86,47,14.55,46,14.24,21044
21,45,273,47,17.22,66,24.18,48,17.58,13,4.76,14,5.13,6,2.2,43,15.75,36,13.19,21045
21,46,314,48,15.29,65,20.7,60,19.11,19,6.05,20,6.37,6,1.91,41,13.06,55,17.52,21046
21,47,221,36,16.29,47,21.27,41,18.55,10,4.52,12,5.43,8,3.62,31,14.03,36,16.29,21047
21,48,329,58,17.63,73,22.19,69,20.97,16,4.86,18,5.47,3,0.91,49,14.89,43,13.07,21048
21,49,396,62,15.66,88,22.22,60,15.15,24,6.06,23,5.81,10,2.53,69,17.42,60,15.15,21049
21,50,219,36,16.44,50,22.83,40,18.26,9,4.11,17,7.76,4,1.83,33,15.07,30,13.7,21050
21,51,359,58,16.16,85,23.68,60,16.71,24,6.69,16,4.46,7,1.95,56,15.6,53,14.76,21051
21,52,368,49,13.32,86,23.37,66,17.93,20,5.43,25,6.79,4,1.09,57,15.49,61,16.58,21052
21,53,246,34,13.82,60,24.39,41,16.67,19,7.72,18,7.32,5,2.03,48,19.51,21,8.54,21053
21,54,259,37,14.29,53,20.46,44,16.99,12,4.63,22,8.49,9,3.47,37,14.29,45,17.37,21054
22,1,138,17,12.32,35,25.36,23,16.67,13,9.42,7,5.07,2,1.45,18,13.04,23,16.67,22001
22,2,223,51,22.87,25,11.21,40,17.94,39,17.49,36,16.14,13,5.83,7,3.14,12,5.38,22002
22,3,225,42,18.67,21,9.33,23,10.22,48,21.33,46,20.44,22,9.78,10,4.44,13,5.78,22003
22,4,114,16,14.04,12,10.53,18,15.79,21,18.42,27,23.68,11,9.65,4,3.51,5,4.39,22004
22,5,167,34,20.36,26,15.57,30,17.96,25,14.97,27,16.17,13,7.78,4,2.4,8,4.79,22005
22,6,160,34,21.25,18,11.25,26,16.25,28,17.5,34,21.25,12,7.5,6,3.75,2,1.25,22006
22,7,155,33,21.29,16,10.32,20,12.9,30,19.35,23,14.84,13,8.39,10,6.45,10,6.45,22007
22,8,267,39,14.61,32,11.99,48,17.98,39,14.61,35,13.11,26,9.74,22,8.24,26,9.74,22008
22,9,139,27,19.42,24,17.27,14,10.07,24,17.27,28,20.14,7,5.04,6,4.32,9,6.47,22009
22,10,263,53,20.15,41,15.59,46,17.49,45,17.11,41,15.59,23,8.75,6,2.28,8,3.04,22010
22,11,88,13,14.77,8,9.09,10,11.36,24,27.27,20,22.73,7,7.95,2,2.27,4,4.55,22011
22,12,170,34,20.0,32,18.82,34,20.0,20,11.76,19,11.18,8,4.71,11,6.47,12,7.06,22012
22,13,137,24,17.52,10,7.3,16,11.68,31,22.63,26,18.98,16,11.68,7,5.11,7,5.11,22013
22,14,172,26,15.12,27,15.7,23,13.37,26,15.12,29,16.86,11,6.4,15,8.72,15,8.72,22014
22,15,113,22,19.47,12,10.62,9,7.96,17,15.04,20,17.7,13,11.5,11,9.73,9,7.96,22015
22,16,113,20,17.7,12,10.62,15,13.27,22,19.47,20,17.7,11,9.73,9,7.96,4,3.54,22016
22,17,205,42,20.49,31,15.12,29,14.15,35,17.07,41,20.0,18,8.78,3,1.46,6,2.93,22017
22,18,131,24,18.32,19,14.5,21,16.03,22,16.79,23,17.56,8,6.11,7,5.34,7,5.34,22018
22,19,87,14,16.09,16,18.39,11,12.64,9,10.34,7,8.05,2,2.3,15,17.24,13,14.94,22019
22,20,151,33,21.85,14,9.27,22,14.57,21,13.91,26,17.22,16,10.6,9,5.96,10,6.62,22020
22,21,221,53,23.98,55,24.89,58,26.24,8,3.62,10,4.52,4,1.81,15,6.79,18,8.14,22021
22,22,98,20,20.41,15,15.31,16,16.33,11,11.22,18,18.37,6,6.12,5,5.1,7,7.14,22022
22,23,348,61,17.53,88,25.29,64,18.39,16,4.6,19,5.46,5,1.44,45,12.93,50,14.37,22023
22,24,249,52,20.88,28,11.24,36,14.46,44,17.67,45,18.07,21,8.43,9,3.61,14,5.62,22024
22,25,141,23,16.31,24,17.02,22,15.6,22,15.6,29,20.57,13,9.22,2,1.42,6,4.26,22025
23,1,207,47,22.71,23,11.11,48,23.19,30,14.49,20,9.66,10,4.83,12,5.8,17,8.21,23001
23,2,254,50,19.69,24,9.45,45,17.72,46,18.11,39,15.35,23,9.06,10,3.94,17,6.69,23002
23,3,209,43,20.57,18,8.61,44,21.05,34,16.27,27,12.92,18,8.61,8,3.83,17,8.13,23003
23,4,184,46,25.0,12,6.52,32,17.39,39,21.2,28,15.22,12,6.52,6,3.26,9,4.89,23004
23,5,154,31,20.13,15,9.74,19,12.34,23,14.94,20,12.99,18,11.69,10,6.49,18,11.69,23005
23,6,150,27,18.0,7,4.67,21,14.0,34,22.67,30,20.0,17,11.33,2,1.33,12,8.0,23006
23,7,122,26,21.31,8,6.56,21,17.21,21,17.21,19,15.57,14,11.48,3,2.46,10,8.2,23007
23,8,207,37,17.87,19,9.18,26,12.56,35,16.91,30,14.49,26,12.56,15,7.25,19,9.18,23008
23,9,98,16,16.33,7,7.14,15,15.31,17,17.35,16,16.33,10,10.2,4,4.08,13,13.27,23009
23,10,215,36,16.74,15,6.98,30,13.95,55,25.58,45,20.93,17,7.91,4,1.86,13,6.05,23010
23,11,161,32,19.88,15,9.32,26,16.15,31,19.25,28,17.39,13,8.07,5,3.11,11,6.83,23011
23,12,222,52,23.42,19,8.56,49,22.07,33,14.86,21,9.46,21,9.46,7,3.15,20,9.01,23012
23,13,131,27,20.61,11,8.4,15,11.45,23,17.56,22,16.79,16,12.21,4,3.05,13,9.92,23013
23,14,154,29,18.83,9,5.84,37,24.03,26,16.88,18,11.69,17,11.04,2,1.3,16,10.39,23014
23,15,96,18,18.75,9,9.38,15,15.63,14,14.58,17,17.71,5,5.21,8,8.33,10,10.42,23015
23,16,288,66,22.92,26,9.03,60,20.83,44,15.28,35,12.15,25,8.68,11,3.82,21,7.29,23016
23,17,85,14,16.47,8,9.41,13,15.29,12,14.12,19,22.35,9,10.59,3,3.53,7,8.24,23017
23,18,210,47,22.38,15,7.14,41,19.52,30,14.29,24,11.43,21,10.0,13,6.19,19,9.05,23018
23,19,106,15,14.15,9,8.49,12,11.32,22,20.75,22,20.75,10,9.43,7,6.6,9,8.49,23019
23,20,98,17,17.35,8,8.16,10,10.2,15,15.31,20,20.41,14,14.29,5,5.1,9,9.18,23020
23,21,262,56,21.37,25,9.54,59,22.52,43,16.41,34,12.98,21,8.02,3,1.15,21,8.02,23021
23,22,161,43,26.71,12,7.45,29,18.01,28,17.39,10,6.21,15,9.32,8,4.97,16,9.94,23022
23,23,260,63,24.23,21,8.08,52,20.0,47,18.08,30,11.54,21,8.08,9,3.46,17,6.54,23023
23,24,145,27,18.62,18,12.41,22,15.17,28,19.31,23,15.86,12,8.28,7,4.83,8,5.52,23024
23,25,140,24,17.14,11,7.86,18,12.86,34,24.29,26,18.57,10,7.14,8,5.71,9,6.43,23025
23,26,197,35,17.77,19,9.64,22,11.17,38,19.29,34,17.26,16,8.12,18,9.14,15,7.61,23026
23,27,241,58,24.07,19,7.88,57,23.65,47,19.5,16,6.64,17,7.05,9,3.73,18,7.47,23027
23,28,185,41,22.16,17,9.19,36,19.46,32,17.3,28,15.14,16,8.65,3,1.62,12,6.49,23028
23,29,170,41,24.12,16,9.41,35,20.59,32,18.82,20,11.76,8,4.71,5,2.94,13,7.65,23029
23,30,187,38,20.32,22,11.76,28,14.97,35,18.72,21,11.23,16,8.56,15,8.02,12,6.42,23030
23,31,107,23,21.5,10,9.35,11,10.28,21,19.63,19,17.76,10,9.35,8,7.48,5,4.67,23031
23,32,151,32,21.19,17,11.26,24,15.89,23,15.23,20,13.25,13,8.61,9,5.96,13,8.61,23032
23,33,168,26,15.48,19,11.31,19,11.31,29,17.26,39,23.21,15,8.93,8,4.76,13,7.74,23033
23,34,124,25,20.16,13,10.48,18,14.52,18,14.52,17,13.71,8,6.45,11,8.87,14,11.29,23034
23,35,134,31,23.13,10,7.46,24,17.91,26,19.4,11,8.21,15,11.19,4,2.99,13,9.7,23035
23,36,236,59,25.0,16,6.78,49,20.76,43,18.22,26,11.02,20,8.47,6,2.54,17,7.2,23036
23,37,292,65,22.26,26,8.9,53,18.15,56,19.18,35,11.99,28,9.59,8,2.74,21,7.19,23037
23,38,199,46,23.12,17,8.54,39,19.6,34,17.09,22,11.06,16,8.04,10,5.03,15,7.54,23038
23,39,195,51,26.15,25,12.82,27,13.85,34,17.44,30,15.38,14,7.18,5,2.56,9,4.62,23039
24,1,184,28,15.22,45,24.46,32,17.39,14,7.61,9,4.89,3,1.63,25,13.59,28,15.22,24001
24,2,158,28,17.72,36,22.78,26,16.46,20,12.66,6,3.8,5,3.16,19,12.03,18,11.39,24002
24,3,159,24,15.09,42,26.42,25,15.72,9,5.66,4,2.52,3,1.89,26,16.35,26,16.35,24003
24,4,123,14,11.38,26,21.14,15,12.2,11,8.94,9,7.32,2,1.63,25,20.33,21,17.07,24004
24,5,58,12,20.69,11,18.97,12,20.69,5,8.62,3,5.17,3,5.17,5,8.62,7,12.07,24005
24,6,192,23,11.98,46,23.96,22,11.46,13,6.77,15,7.81,6,3.13,31,16.15,36,18.75,24006
24,7,132,30,22.73,12,9.09,16,12.12,13,9.85,14,10.61,6,4.55,21,15.91,20,15.15,24007
24,8,52,4,7.69,18,34.62,9,17.31,3,5.77,3,5.77,0,0.0,7,13.46,8,15.38,24008
24,9,155,23,14.84,33,21.29,20,12.9,14,9.03,7,4.52,4,2.58,28,18.06,26,16.77,24009
