ward,precinct,total,Ram Villivalam,Ram Villivalam Percent,precinct_id
33,2,11,11,100.0,33002
39,1,122,122,100.0,39001
39,2,124,124,100.0,39002
39,4,140,140,100.0,39004
39,5,160,160,100.0,39005
39,6,117,117,100.0,39006
39,7,138,138,100.0,39007
39,8,173,173,100.0,39008
39,9,99,99,100.0,39009
39,10,85,85,100.0,39010
39,11,135,135,100.0,39011
39,12,49,49,100.0,39012
39,13,116,116,100.0,39013
39,14,153,153,100.0,39014
39,15,145,145,100.0,39015
39,16,75,75,100.0,39016
39,17,203,203,100.0,39017
39,18,158,158,100.0,39018
39,19,157,157,100.0,39019
39,20,161,161,100.0,39020
39,21,54,54,100.0,39021
39,22,90,90,100.0,39022
39,23,129,129,100.0,39023
39,24,66,66,100.0,39024
39,25,18,18,100.0,39025
39,26,120,120,100.0,39026
39,27,28,28,100.0,39027
39,29,71,71,100.0,39029
39,30,169,169,100.0,39030
39,31,8,8,100.0,39031
39,32,141,141,100.0,39032
39,33,160,160,100.0,39033
39,35,162,162,100.0,39035
39,36,49,49,100.0,39036
39,37,173,173,100.0,39037
39,38,135,135,100.0,39038
39,39,84,84,100.0,39039
39,40,129,129,100.0,39040
39,41,109,109,100.0,39041
39,42,157,157,100.0,39042
39,43,128,128,100.0,39043
39,44,113,113,100.0,39044
39,45,156,156,100.0,39045
40,1,17,17,100.0,40001
40,2,5,5,100.0,40002
40,4,96,96,100.0,40004
40,9,102,102,100.0,40009
40,10,123,123,100.0,40010
40,15,135,135,100.0,40015
40,17,25,25,100.0,40017
40,18,103,103,100.0,40018
40,22,261,261,100.0,40022
40,24,61,61,100.0,40024
40,29,163,163,100.0,40029
40,30,156,156,100.0,40030
40,32,5,5,100.0,40032
40,33,53,53,100.0,40033
40,34,131,131,100.0,40034
40,35,71,71,100.0,40035
40,36,171,171,100.0,40036
40,39,33,33,100.0,40039
41,6,170,170,100.0,41006
41,9,103,103,100.0,41009
41,14,190,190,100.0,41014
41,19,153,153,100.0,41019
41,32,115,115,100.0,41032
41,39,142,142,100.0,41039
41,47,156,156,100.0,41047
48,37,223,223,100.0,48037
48,42,94,94,100.0,48042
49,10,22,22,100.0,49010
49,13,27,27,100.0,49013
50,1,153,153,100.0,50001
50,2,86,86,100.0,50002
50,3,148,148,100.0,50003
50,4,100,100,100.0,50004
50,5,113,113,100.0,50005
50,6,65,65,100.0,50006
50,7,73,73,100.0,50007
50,9,44,44,100.0,50009
50,10,101,101,100.0,50010
50,11,121,121,100.0,50011
50,12,48,48,100.0,50012
50,13,120,120,100.0,50013
50,14,43,43,100.0,50014
50,16,50,50,100.0,50016
50,17,94,94,100.0,50017
50,18,20,20,100.0,50018
50,19,75,75,100.0,50019
50,20,155,155,100.0,50020
50,21,74,74,100.0,50021
50,22,102,102,100.0,50022
50,23,57,57,100.0,50023
50,24,91,91,100.0,50024
50,25,115,115,100.0,50025
50,26,86,86,100.0,50026
50,27,42,42,100.0,50027
50,28,113,113,100.0,50028
50,29,64,64,100.0,50029
50,30,103,103,100.0,50030
50,31,125,125,100.0,50031
50,32,103,103,100.0,50032
50,33,156,156,100.0,50033
50,34,212,212,100.0,50034
50,35,176,176,100.0,50035
50,36,181,181,100.0,50036
50,37,40,40,100.0,50037
50,38,66,66,100.0,50038
50,39,66,66,100.0,50039
50,40,145,145,100.0,50040
