ward,precinct,total,Chris Butler,Chris Butler Percent,Pat Dowell,Pat Dowell Percent,Jahmal Cole,Jahmal Cole Percent,Jonathan L. Jackson,Jonathan L. Jackson Percent,Michael A. Thompson Jr.,Michael A. Thompson Jr. Percent,Karin Norington-Reaves,Karin Norington-Reaves Percent,Marcus Lewis,Marcus Lewis Percent,Cassandra Goodrum,Cassandra Goodrum Percent,"Jacqueline """"Jacqui"""" Collins","Jacqueline """"Jacqui"""" Collins Percent",Terre Layng Rosner,Terre Layng Rosner Percent,Robert A. Palmer,Robert A. Palmer Percent,Kirby Birgans,Kirby Birgans Percent,Steven DeJoie,Steven DeJoie Percent,Nykea Pippion McGriff,Nykea Pippion McGriff Percent,Ameena Matthews,Ameena Matthews Percent,Charise A. Williams,Charise A. Williams Percent,Jonathan T. Swain,Jonathan T. Swain Percent,precinct_id
7,26,123,4,3.25,19,15.45,8,6.5,60,48.78,3,2.44,9,7.32,4,3.25,1,0.81,6,4.88,0,0.0,0,0.0,1,0.81,0,0.0,1,0.81,1,0.81,3,2.44,3,2.44,07026
7,27,109,5,4.59,11,10.09,1,0.92,50,45.87,3,2.75,12,11.01,1,0.92,2,1.83,13,11.93,0,0.0,0,0.0,0,0.0,0,0.0,2,1.83,1,0.92,5,4.59,3,2.75,07027
7,28,81,11,13.58,10,12.35,4,4.94,29,35.8,1,1.23,13,16.05,0,0.0,1,1.23,6,7.41,0,0.0,1,1.23,1,1.23,0,0.0,2,2.47,1,1.23,1,1.23,0,0.0,07028
7,29,114,8,7.02,20,17.54,6,5.26,49,42.98,1,0.88,12,10.53,0,0.0,1,0.88,12,10.53,0,0.0,0,0.0,1,0.88,0,0.0,0,0.0,0,0.0,1,0.88,3,2.63,07029
7,30,79,10,12.66,10,12.66,3,3.8,29,36.71,1,1.27,13,16.46,2,2.53,0,0.0,5,6.33,1,1.27,1,1.27,0,0.0,0,0.0,1,1.27,1,1.27,0,0.0,2,2.53,07030
7,31,63,4,6.35,9,14.29,4,6.35,24,38.1,1,1.59,5,7.94,1,1.59,1,1.59,8,12.7,0,0.0,0,0.0,2,3.17,0,0.0,0,0.0,1,1.59,1,1.59,2,3.17,07031
7,32,248,5,2.02,45,18.15,13,5.24,109,43.95,1,0.4,27,10.89,4,1.61,1,0.4,25,10.08,0,0.0,2,0.81,1,0.4,2,0.81,1,0.4,1,0.4,3,1.21,8,3.23,07032
7,33,245,13,5.31,40,16.33,8,3.27,107,43.67,3,1.22,36,14.69,2,0.82,3,1.22,18,7.35,2,0.82,1,0.41,2,0.82,0,0.0,0,0.0,2,0.82,3,1.22,5,2.04,07033
7,34,191,10,5.24,26,13.61,5,2.62,94,49.21,1,0.52,20,10.47,1,0.52,2,1.05,14,7.33,1,0.52,2,1.05,0,0.0,0,0.0,2,1.05,1,0.52,5,2.62,7,3.66,07034
7,35,111,8,7.21,18,16.22,4,3.6,36,32.43,2,1.8,20,18.02,2,1.8,1,0.9,11,9.91,0,0.0,0,0.0,0,0.0,0,0.0,2,1.8,2,1.8,1,0.9,4,3.6,07035
7,36,181,8,4.42,21,11.6,8,4.42,59,32.6,1,0.55,33,18.23,7,3.87,1,0.55,20,11.05,1,0.55,1,0.55,1,0.55,1,0.55,4,2.21,9,4.97,3,1.66,3,1.66,07036
7,37,159,7,4.4,21,13.21,10,6.29,68,42.77,3,1.89,16,10.06,1,0.63,2,1.26,16,10.06,0,0.0,0,0.0,0,0.0,0,0.0,2,1.26,1,0.63,7,4.4,5,3.14,07037
7,38,108,9,8.33,13,12.04,5,4.63,50,46.3,1,0.93,12,11.11,3,2.78,1,0.93,11,10.19,0,0.0,2,1.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.93,07038
7,39,132,11,8.33,17,12.88,7,5.3,57,43.18,3,2.27,15,11.36,3,2.27,5,3.79,8,6.06,2,1.52,0,0.0,0,0.0,1,0.76,1,0.76,0,0.0,1,0.76,1,0.76,07039
7,40,120,6,5.0,23,19.17,5,4.17,53,44.17,1,0.83,14,11.67,3,2.5,2,1.67,9,7.5,0,0.0,0,0.0,0,0.0,0,0.0,3,2.5,0,0.0,1,0.83,0,0.0,07040
7,41,97,5,5.15,15,15.46,3,3.09,41,42.27,1,1.03,12,12.37,2,2.06,1,1.03,11,11.34,0,0.0,1,1.03,0,0.0,0,0.0,0,0.0,1,1.03,2,2.06,2,2.06,07041
7,42,125,7,5.6,20,16.0,3,2.4,56,44.8,2,1.6,12,9.6,4,3.2,0,0.0,11,8.8,0,0.0,2,1.6,0,0.0,0,0.0,2,1.6,1,0.8,1,0.8,4,3.2,07042
7,43,61,2,3.28,8,13.11,5,8.2,24,39.34,2,3.28,8,13.11,2,3.28,0,0.0,6,9.84,0,0.0,1,1.64,0,0.0,0,0.0,0,0.0,0,0.0,3,4.92,0,0.0,07043
7,44,24,1,4.17,3,12.5,2,8.33,8,33.33,2,8.33,0,0.0,1,4.17,2,8.33,1,4.17,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,8.33,2,8.33,07044
8,1,103,5,4.85,9,8.74,4,3.88,41,39.81,5,4.85,12,11.65,2,1.94,3,2.91,16,15.53,0,0.0,1,0.97,0,0.0,0,0.0,1,0.97,0,0.0,2,1.94,2,1.94,08001
8,2,101,11,10.89,12,11.88,8,7.92,31,30.69,1,0.99,15,14.85,0,0.0,1,0.99,12,11.88,0,0.0,0,0.0,0,0.0,1,0.99,0,0.0,2,1.98,1,0.99,6,5.94,08002
8,3,236,2,0.85,29,12.29,8,3.39,105,44.49,2,0.85,33,13.98,0,0.0,1,0.42,28,11.86,0,0.0,3,1.27,2,0.85,1,0.42,0,0.0,1,0.42,8,3.39,13,5.51,08003
8,4,200,6,3.0,34,17.0,8,4.0,81,40.5,7,3.5,26,13.0,1,0.5,2,1.0,17,8.5,0,0.0,0,0.0,0,0.0,0,0.0,1,0.5,0,0.0,4,2.0,13,6.5,08004
8,5,208,8,3.85,27,12.98,9,4.33,79,37.98,3,1.44,36,17.31,1,0.48,2,0.96,17,8.17,1,0.48,0,0.0,0,0.0,2,0.96,2,0.96,0,0.0,7,3.37,14,6.73,08005
8,6,179,7,3.91,37,20.67,12,6.7,63,35.2,6,3.35,14,7.82,3,1.68,0,0.0,24,13.41,0,0.0,0,0.0,0,0.0,1,0.56,1,0.56,0,0.0,4,2.23,7,3.91,08006
8,7,197,5,2.54,33,16.75,11,5.58,64,32.49,3,1.52,23,11.68,7,3.55,3,1.52,29,14.72,0,0.0,1,0.51,0,0.0,1,0.51,3,1.52,2,1.02,3,1.52,9,4.57,08007
8,8,212,3,1.42,32,15.09,7,3.3,91,42.92,2,0.94,14,6.6,3,1.42,0,0.0,26,12.26,1,0.47,1,0.47,0,0.0,2,0.94,1,0.47,2,0.94,16,7.55,11,5.19,08008
8,9,92,10,10.87,10,10.87,4,4.35,36,39.13,3,3.26,7,7.61,4,4.35,1,1.09,12,13.04,0,0.0,0,0.0,1,1.09,0,0.0,2,2.17,1,1.09,1,1.09,0,0.0,08009
8,10,278,5,1.8,58,20.86,14,5.04,90,32.37,7,2.52,48,17.27,2,0.72,1,0.36,32,11.51,0,0.0,1,0.36,1,0.36,0,0.0,1,0.36,1,0.36,2,0.72,15,5.4,08010
8,11,102,3,2.94,14,13.73,4,3.92,32,31.37,0,0.0,11,10.78,3,2.94,2,1.96,17,16.67,0,0.0,0,0.0,2,1.96,1,0.98,4,3.92,2,1.96,2,1.96,5,4.9,08011
8,12,123,5,4.07,22,17.89,5,4.07,58,47.15,1,0.81,6,4.88,3,2.44,1,0.81,15,12.2,0,0.0,0,0.0,1,0.81,0,0.0,1,0.81,0,0.0,2,1.63,3,2.44,08012
8,13,140,7,5.0,15,10.71,4,2.86,40,28.57,5,3.57,21,15.0,2,1.43,3,2.14,21,15.0,1,0.71,2,1.43,3,2.14,0,0.0,6,4.29,1,0.71,2,1.43,7,5.0,08013
8,14,57,2,3.51,10,17.54,5,8.77,14,24.56,4,7.02,12,21.05,0,0.0,2,3.51,4,7.02,1,1.75,1,1.75,1,1.75,0,0.0,0,0.0,0,0.0,0,0.0,1,1.75,08014
8,15,119,4,3.36,18,15.13,6,5.04,42,35.29,3,2.52,14,11.76,2,1.68,1,0.84,12,10.08,0,0.0,4,3.36,2,1.68,0,0.0,2,1.68,4,3.36,2,1.68,3,2.52,08015
8,16,34,2,5.88,12,35.29,0,0.0,10,29.41,0,0.0,2,5.88,0,0.0,1,2.94,4,11.76,0,0.0,0,0.0,1,2.94,0,0.0,1,2.94,1,2.94,0,0.0,0,0.0,08016
8,17,155,5,3.23,34,21.94,2,1.29,54,34.84,3,1.94,20,12.9,6,3.87,1,0.65,20,12.9,1,0.65,1,0.65,0,0.0,0,0.0,2,1.29,0,0.0,5,3.23,1,0.65,08017
8,18,63,2,3.17,8,12.7,3,4.76,18,28.57,3,4.76,13,20.63,2,3.17,2,3.17,11,17.46,0,0.0,0,0.0,1,1.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,08018
8,19,222,8,3.6,32,14.41,8,3.6,107,48.2,5,2.25,28,12.61,0,0.0,1,0.45,20,9.01,1,0.45,0,0.0,1,0.45,2,0.9,1,0.45,0,0.0,3,1.35,5,2.25,08019
8,20,196,7,3.57,21,10.71,11,5.61,77,39.29,4,2.04,23,11.73,6,3.06,4,2.04,16,8.16,0,0.0,0,0.0,10,5.1,0,0.0,2,1.02,4,2.04,3,1.53,8,4.08,08020
8,21,181,7,3.87,21,11.6,5,2.76,83,45.86,1,0.55,19,10.5,4,2.21,1,0.55,27,14.92,0,0.0,0,0.0,2,1.1,1,0.55,0,0.0,1,0.55,4,2.21,5,2.76,08021
8,22,144,5,3.47,18,12.5,5,3.47,50,34.72,7,4.86,22,15.28,0,0.0,0,0.0,23,15.97,0,0.0,1,0.69,1,0.69,0,0.0,1,0.69,3,2.08,6,4.17,2,1.39,08022
8,23,93,8,8.6,16,17.2,5,5.38,40,43.01,1,1.08,7,7.53,2,2.15,0,0.0,8,8.6,0,0.0,1,1.08,2,2.15,0,0.0,0,0.0,1,1.08,1,1.08,1,1.08,08023
8,24,102,3,2.94,21,20.59,7,6.86,31,30.39,4,3.92,11,10.78,1,0.98,1,0.98,9,8.82,0,0.0,0,0.0,2,1.96,0,0.0,1,0.98,0,0.0,3,2.94,8,7.84,08024
8,25,129,4,3.1,30,23.26,9,6.98,50,38.76,3,2.33,7,5.43,3,2.33,1,0.78,15,11.63,0,0.0,0,0.0,0,0.0,0,0.0,4,3.1,0,0.0,0,0.0,3,2.33,08025
8,26,101,1,0.99,13,12.87,7,6.93,41,40.59,3,2.97,18,17.82,2,1.98,1,0.99,7,6.93,0,0.0,1,0.99,0,0.0,0,0.0,0,0.0,3,2.97,3,2.97,1,0.99,08026
8,27,235,7,2.98,42,17.87,12,5.11,82,34.89,1,0.43,39,16.6,3,1.28,1,0.43,26,11.06,0,0.0,3,1.28,1,0.43,1,0.43,3,1.28,2,0.85,6,2.55,6,2.55,08027
8,28,158,15,9.49,28,17.72,7,4.43,35,22.15,3,1.9,21,13.29,1,0.63,8,5.06,22,13.92,1,0.63,0,0.0,0,0.0,1,0.63,3,1.9,0,0.0,4,2.53,9,5.7,08028
8,29,192,5,2.6,38,19.79,9,4.69,71,36.98,2,1.04,21,10.94,3,1.56,4,2.08,21,10.94,1,0.52,1,0.52,1,0.52,0,0.0,4,2.08,2,1.04,2,1.04,7,3.65,08029
8,30,174,6,3.45,28,16.09,10,5.75,61,35.06,0,0.0,21,12.07,6,3.45,2,1.15,27,15.52,0,0.0,0,0.0,0,0.0,1,0.57,4,2.3,1,0.57,1,0.57,6,3.45,08030
8,31,108,5,4.63,13,12.04,7,6.48,48,44.44,2,1.85,13,12.04,0,0.0,1,0.93,12,11.11,0,0.0,1,0.93,0,0.0,0,0.0,0,0.0,1,0.93,2,1.85,3,2.78,08031
8,32,117,1,0.85,9,7.69,3,2.56,52,44.44,1,0.85,11,9.4,1,0.85,0,0.0,28,23.93,0,0.0,2,1.71,1,0.85,0,0.0,3,2.56,2,1.71,1,0.85,2,1.71,08032
8,33,113,3,2.65,16,14.16,5,4.42,52,46.02,3,2.65,11,9.73,4,3.54,0,0.0,13,11.5,0,0.0,2,1.77,0,0.0,0,0.0,0,0.0,1,0.88,0,0.0,3,2.65,08033
8,34,150,10,6.67,24,16.0,2,1.33,54,36.0,3,2.0,14,9.33,6,4.0,2,1.33,26,17.33,1,0.67,1,0.67,1,0.67,0,0.0,0,0.0,1,0.67,2,1.33,3,2.0,08034
8,35,190,5,2.63,32,16.84,6,3.16,71,37.37,2,1.05,36,18.95,3,1.58,4,2.11,18,9.47,0,0.0,1,0.53,2,1.05,0,0.0,1,0.53,0,0.0,3,1.58,6,3.16,08035
8,36,156,3,1.92,27,17.31,5,3.21,66,42.31,3,1.92,15,9.62,3,1.92,5,3.21,17,10.9,0,0.0,1,0.64,1,0.64,0,0.0,0,0.0,1,0.64,3,1.92,6,3.85,08036
8,37,145,3,2.07,20,13.79,14,9.66,52,35.86,4,2.76,22,15.17,3,2.07,3,2.07,17,11.72,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.69,2,1.38,4,2.76,08037
8,38,104,8,7.69,20,19.23,3,2.88,36,34.62,1,0.96,12,11.54,2,1.92,3,2.88,10,9.62,0,0.0,1,0.96,1,0.96,0,0.0,1,0.96,0,0.0,3,2.88,3,2.88,08038
8,39,144,7,4.86,18,12.5,5,3.47,62,43.06,1,0.69,19,13.19,0,0.0,2,1.39,24,16.67,0,0.0,1,0.69,0,0.0,0,0.0,0,0.0,0,0.0,3,2.08,2,1.39,08039
8,40,113,6,5.31,23,20.35,4,3.54,38,33.63,2,1.77,14,12.39,2,1.77,0,0.0,15,13.27,0,0.0,3,2.65,0,0.0,0,0.0,1,0.88,0,0.0,0,0.0,5,4.42,08040
8,41,155,9,5.81,24,15.48,4,2.58,59,38.06,3,1.94,22,14.19,1,0.65,3,1.94,16,10.32,1,0.65,0,0.0,0,0.0,1,0.65,3,1.94,2,1.29,4,2.58,3,1.94,08041
8,42,183,12,6.56,29,15.85,8,4.37,59,32.24,2,1.09,12,6.56,1,0.55,13,7.1,27,14.75,0,0.0,0,0.0,3,1.64,1,0.55,3,1.64,2,1.09,6,3.28,5,2.73,08042
8,43,59,2,3.39,8,13.56,4,6.78,21,35.59,1,1.69,12,20.34,0,0.0,1,1.69,6,10.17,0,0.0,0,0.0,0,0.0,0,0.0,1,1.69,0,0.0,0,0.0,3,5.08,08043
8,44,108,6,5.56,15,13.89,4,3.7,43,39.81,3,2.78,13,12.04,1,0.93,2,1.85,13,12.04,0,0.0,0,0.0,0,0.0,0,0.0,2,1.85,2,1.85,3,2.78,1,0.93,08044
8,45,72,1,1.39,12,16.67,2,2.78,29,40.28,2,2.78,9,12.5,1,1.39,2,2.78,7,9.72,1,1.39,1,1.39,0,0.0,0,0.0,0,0.0,1,1.39,1,1.39,3,4.17,08045
8,46,119,1,0.84,24,20.17,4,3.36,40,33.61,2,1.68,10,8.4,2,1.68,4,3.36,22,18.49,0,0.0,1,0.84,0,0.0,0,0.0,1,0.84,1,0.84,3,2.52,4,3.36,08046
8,47,132,6,4.55,18,13.64,5,3.79,51,38.64,0,0.0,19,14.39,1,0.76,0,0.0,25,18.94,0,0.0,0,0.0,0,0.0,1,0.76,2,1.52,0,0.0,2,1.52,2,1.52,08047
8,48,137,5,3.65,19,13.87,3,2.19,47,34.31,4,2.92,24,17.52,2,1.46,1,0.73,16,11.68,0,0.0,3,2.19,1,0.73,0,0.0,0,0.0,1,0.73,5,3.65,6,4.38,08048
8,49,149,5,3.36,22,14.77,8,5.37,55,36.91,3,2.01,9,6.04,2,1.34,2,1.34,24,16.11,0,0.0,0,0.0,1,0.67,2,1.34,2,1.34,2,1.34,6,4.03,6,4.03,08049
8,50,172,1,0.58,30,17.44,3,1.74,66,38.37,1,0.58,18,10.47,3,1.74,1,0.58,32,18.6,0,0.0,1,0.58,1,0.58,0,0.0,1,0.58,3,1.74,3,1.74,8,4.65,08050
8,51,188,6,3.19,26,13.83,7,3.72,66,35.11,0,0.0,27,14.36,5,2.66,5,2.66,28,14.89,0,0.0,0,0.0,0,0.0,0,0.0,3,1.6,0,0.0,7,3.72,8,4.26,08051
8,52,253,4,1.58,40,15.81,10,3.95,99,39.13,2,0.79,39,15.42,8,3.16,3,1.19,21,8.3,0,0.0,0,0.0,0,0.0,1,0.4,8,3.16,4,1.58,8,3.16,6,2.37,08052
8,53,78,5,6.41,10,12.82,6,7.69,28,35.9,1,1.28,10,12.82,3,3.85,0,0.0,8,10.26,0,0.0,0,0.0,3,3.85,0,0.0,0,0.0,0,0.0,0,0.0,4,5.13,08053
8,54,74,8,10.81,10,13.51,2,2.7,22,29.73,3,4.05,8,10.81,1,1.35,0,0.0,13,17.57,0,0.0,1,1.35,1,1.35,0,0.0,1,1.35,0,0.0,2,2.7,2,2.7,08054
8,55,148,5,3.38,15,10.14,7,4.73,58,39.19,1,0.68,26,17.57,6,4.05,2,1.35,20,13.51,1,0.68,0,0.0,0,0.0,0,0.0,0,0.0,1,0.68,2,1.35,4,2.7,08055
8,56,196,2,1.02,29,14.8,7,3.57,72,36.73,6,3.06,34,17.35,5,2.55,3,1.53,27,13.78,0,0.0,0,0.0,0,0.0,0,0.0,1,0.51,0,0.0,4,2.04,6,3.06,08056
9,4,85,3,3.53,14,16.47,4,4.71,37,43.53,5,5.88,5,5.88,0,0.0,2,2.35,8,9.41,0,0.0,0,0.0,0,0.0,1,1.18,1,1.18,2,2.35,1,1.18,2,2.35,09004
9,6,113,4,3.54,23,20.35,9,7.96,50,44.25,2,1.77,8,7.08,1,0.88,3,2.65,3,2.65,2,1.77,2,1.77,0,0.0,0,0.0,0,0.0,0,0.0,4,3.54,2,1.77,09006
9,10,84,5,5.95,7,8.33,5,5.95,44,52.38,0,0.0,6,7.14,1,1.19,0,0.0,8,9.52,0,0.0,1,1.19,0,0.0,0,0.0,0,0.0,0,0.0,1,1.19,6,7.14,09010
9,11,63,5,7.94,10,15.87,5,7.94,30,47.62,1,1.59,9,14.29,0,0.0,0,0.0,1,1.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,1.59,1,1.59,09011
9,12,185,10,5.41,25,13.51,14,7.57,75,40.54,2,1.08,21,11.35,4,2.16,3,1.62,19,10.27,0,0.0,0,0.0,0,0.0,0,0.0,1,0.54,0,0.0,5,2.7,6,3.24,09012
9,16,101,7,6.93,18,17.82,4,3.96,40,39.6,2,1.98,11,10.89,1,0.99,2,1.98,12,11.88,0,0.0,1,0.99,0,0.0,0,0.0,0,0.0,1,0.99,0,0.0,2,1.98,09016
9,18,103,6,5.83,20,19.42,5,4.85,46,44.66,0,0.0,9,8.74,3,2.91,2,1.94,7,6.8,0,0.0,1,0.97,0,0.0,0,0.0,2,1.94,1,0.97,0,0.0,1,0.97,09018
9,19,112,3,2.68,23,20.54,9,8.04,43,38.39,5,4.46,13,11.61,0,0.0,1,0.89,8,7.14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.89,3,2.68,3,2.68,09019
9,20,126,13,10.32,17,13.49,7,5.56,47,37.3,2,1.59,15,11.9,4,3.17,0,0.0,10,7.94,0,0.0,2,1.59,2,1.59,0,0.0,1,0.79,0,0.0,4,3.17,2,1.59,09020
9,21,105,9,8.57,14,13.33,9,8.57,45,42.86,2,1.9,9,8.57,2,1.9,2,1.9,4,3.81,0,0.0,0,0.0,0,0.0,0,0.0,1,0.95,0,0.0,6,5.71,2,1.9,09021
9,23,176,5,2.84,30,17.05,13,7.39,75,42.61,3,1.7,30,17.05,1,0.57,1,0.57,13,7.39,0,0.0,1,0.57,1,0.57,1,0.57,0,0.0,1,0.57,0,0.0,1,0.57,09023
9,24,171,8,4.68,22,12.87,6,3.51,69,40.35,2,1.17,16,9.36,1,0.58,0,0.0,31,18.13,0,0.0,0,0.0,0,0.0,1,0.58,0,0.0,0,0.0,6,3.51,9,5.26,09024
9,25,125,3,2.4,26,20.8,5,4.0,48,38.4,1,0.8,16,12.8,1,0.8,1,0.8,13,10.4,0,0.0,2,1.6,0,0.0,1,0.8,1,0.8,0,0.0,4,3.2,3,2.4,09025
9,27,118,9,7.63,18,15.25,4,3.39,50,42.37,7,5.93,11,9.32,0,0.0,3,2.54,8,6.78,0,0.0,2,1.69,0,0.0,0,0.0,1,0.85,0,0.0,2,1.69,3,2.54,09027
9,30,83,5,6.02,19,22.89,5,6.02,31,37.35,2,2.41,5,6.02,0,0.0,1,1.2,9,10.84,0,0.0,1,1.2,0,0.0,0,0.0,2,2.41,0,0.0,0,0.0,3,3.61,09030
9,36,99,4,4.04,17,17.17,5,5.05,42,42.42,1,1.01,8,8.08,0,0.0,1,1.01,10,10.1,0,0.0,2,2.02,1,1.01,0,0.0,1,1.01,1,1.01,2,2.02,4,4.04,09036
9,39,159,5,3.14,32,20.13,3,1.89,72,45.28,6,3.77,17,10.69,1,0.63,2,1.26,14,8.81,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.63,1,0.63,5,3.14,09039
9,42,182,4,2.2,23,12.64,9,4.95,79,43.41,3,1.65,20,10.99,0,0.0,2,1.1,23,12.64,0,0.0,1,0.55,0,0.0,0,0.0,2,1.1,0,0.0,5,2.75,11,6.04,09042
9,44,129,4,3.1,22,17.05,0,0.0,67,51.94,2,1.55,13,10.08,3,2.33,0,0.0,9,6.98,1,0.78,0,0.0,0,0.0,0,0.0,2,1.55,1,0.78,1,0.78,4,3.1,09044
9,47,181,5,2.76,36,19.89,10,5.52,64,35.36,3,1.66,35,19.34,2,1.1,0,0.0,9,4.97,0,0.0,3,1.66,0,0.0,1,0.55,2,1.1,2,1.1,4,2.21,5,2.76,09047
9,48,176,6,3.41,27,15.34,9,5.11,75,42.61,1,0.57,31,17.61,0,0.0,0,0.0,17,9.66,0,0.0,0,0.0,1,0.57,0,0.0,1,0.57,0,0.0,2,1.14,6,3.41,09048
9,49,174,6,3.45,25,14.37,8,4.6,65,37.36,1,0.57,30,17.24,1,0.57,2,1.15,12,6.9,0,0.0,3,1.72,0,0.0,0,0.0,4,2.3,1,0.57,1,0.57,15,8.62,09049
9,50,228,2,0.88,41,17.98,7,3.07,95,41.67,2,0.88,35,15.35,0,0.0,2,0.88,17,7.46,0,0.0,1,0.44,0,0.0,2,0.88,2,0.88,1,0.44,9,3.95,12,5.26,09050
9,51,181,3,1.66,35,19.34,7,3.87,76,41.99,0,0.0,25,13.81,0,0.0,1,0.55,20,11.05,1,0.55,2,1.1,0,0.0,0,0.0,1,0.55,1,0.55,5,2.76,4,2.21,09051
10,15,84,7,8.33,11,13.1,3,3.57,35,41.67,0,0.0,11,13.1,4,4.76,1,1.19,8,9.52,0,0.0,1,1.19,1,1.19,0,0.0,0,0.0,0,0.0,0,0.0,2,2.38,10015
17,2,101,10,9.9,12,11.88,5,4.95,31,30.69,2,1.98,12,11.88,0,0.0,1,0.99,13,12.87,0,0.0,2,1.98,0,0.0,0,0.0,1,0.99,1,0.99,4,3.96,7,6.93,17002
17,4,140,5,3.57,30,21.43,5,3.57,49,35.0,2,1.43,14,10.0,0,0.0,0,0.0,29,20.71,1,0.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.71,4,2.86,17004
17,9,89,6,6.74,24,26.97,4,4.49,30,33.71,1,1.12,3,3.37,3,3.37,0,0.0,15,16.85,0,0.0,1,1.12,0,0.0,0,0.0,1,1.12,0,0.0,0,0.0,1,1.12,17009
17,10,133,9,6.77,17,12.78,4,3.01,34,25.56,1,0.75,10,7.52,2,1.5,1,0.75,46,34.59,0,0.0,1,0.75,0,0.0,0,0.0,1,0.75,1,0.75,1,0.75,5,3.76,17010
17,15,120,1,0.83,18,15.0,11,9.17,42,35.0,0,0.0,11,9.17,2,1.67,1,0.83,20,16.67,0,0.0,0,0.0,3,2.5,0,0.0,0,0.0,1,0.83,2,1.67,8,6.67,17015
17,18,152,7,4.61,24,15.79,4,2.63,60,39.47,3,1.97,10,6.58,7,4.61,7,4.61,24,15.79,0,0.0,2,1.32,1,0.66,0,0.0,2,1.32,0,0.0,0,0.0,1,0.66,17018
17,20,167,4,2.4,28,16.77,11,6.59,65,38.92,4,2.4,14,8.38,0,0.0,1,0.6,28,16.77,2,1.2,0,0.0,1,0.6,0,0.0,1,0.6,0,0.0,2,1.2,6,3.59,17020
17,21,195,6,3.08,33,16.92,8,4.1,65,33.33,3,1.54,25,12.82,4,2.05,2,1.03,23,11.79,1,0.51,0,0.0,3,1.54,1,0.51,3,1.54,0,0.0,6,3.08,12,6.15,17021
17,22,111,3,2.7,23,20.72,5,4.5,32,28.83,3,2.7,17,15.32,0,0.0,3,2.7,18,16.22,1,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,1.8,4,3.6,17022
17,24,146,7,4.79,18,12.33,4,2.74,41,28.08,6,4.11,18,12.33,1,0.68,1,0.68,43,29.45,0,0.0,1,0.68,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,4.11,17024
17,26,118,7,5.93,19,16.1,4,3.39,43,36.44,0,0.0,10,8.47,0,0.0,1,0.85,28,23.73,0,0.0,2,1.69,0,0.0,1,0.85,0,0.0,1,0.85,1,0.85,1,0.85,17026
17,27,115,4,3.48,19,16.52,3,2.61,32,27.83,2,1.74,11,9.57,0,0.0,0,0.0,38,33.04,0,0.0,0,0.0,1,0.87,1,0.87,1,0.87,0,0.0,0,0.0,3,2.61,17027
17,29,117,4,3.42,17,14.53,6,5.13,39,33.33,2,1.71,8,6.84,0,0.0,3,2.56,34,29.06,0,0.0,0,0.0,1,0.85,0,0.0,1,0.85,0,0.0,1,0.85,1,0.85,17029
17,38,116,8,6.9,16,13.79,4,3.45,38,32.76,4,3.45,6,5.17,3,2.59,1,0.86,33,28.45,1,0.86,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.86,1,0.86,17038
17,39,113,6,5.31,24,21.24,7,6.19,38,33.63,4,3.54,11,9.73,2,1.77,0,0.0,11,9.73,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,10,8.85,17039
17,40,162,7,4.32,25,15.43,5,3.09,42,25.93,4,2.47,21,12.96,3,1.85,2,1.23,40,24.69,0,0.0,3,1.85,1,0.62,1,0.62,3,1.85,1,0.62,3,1.85,1,0.62,17040
17,41,145,11,7.59,23,15.86,3,2.07,44,30.34,2,1.38,13,8.97,1,0.69,5,3.45,31,21.38,2,1.38,1,0.69,0,0.0,0,0.0,3,2.07,0,0.0,2,1.38,4,2.76,17041
18,1,93,3,3.23,17,18.28,6,6.45,27,29.03,1,1.08,12,12.9,1,1.08,3,3.23,15,16.13,0,0.0,2,2.15,0,0.0,0,0.0,1,1.08,1,1.08,3,3.23,1,1.08,18001
18,2,63,3,4.76,13,20.63,1,1.59,9,14.29,2,3.17,6,9.52,1,1.59,1,1.59,23,36.51,0,0.0,1,1.59,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,4.76,18002
18,4,174,11,6.32,30,17.24,8,4.6,43,24.71,2,1.15,36,20.69,5,2.87,1,0.57,30,17.24,0,0.0,0,0.0,1,0.57,1,0.57,0,0.0,0,0.0,2,1.15,4,2.3,18004
18,7,99,5,5.05,17,17.17,4,4.04,28,28.28,2,2.02,17,17.17,1,1.01,1,1.01,21,21.21,0,0.0,0,0.0,0,0.0,0,0.0,1,1.01,0,0.0,1,1.01,1,1.01,18007
18,8,173,10,5.78,31,17.92,8,4.62,49,28.32,5,2.89,24,13.87,1,0.58,0,0.0,35,20.23,0,0.0,1,0.58,0,0.0,0,0.0,1,0.58,2,1.16,2,1.16,4,2.31,18008
