ward,precinct,total,John P. Daley,John P. Daley Percent,precinct_id
3,29,25,25,100.0,03029
11,1,125,125,100.0,11001
11,4,101,101,100.0,11004
11,5,120,120,100.0,11005
11,8,108,108,100.0,11008
11,9,86,86,100.0,11009
11,10,84,84,100.0,11010
11,11,97,97,100.0,11011
11,12,142,142,100.0,11012
11,13,134,134,100.0,11013
11,14,46,46,100.0,11014
11,15,51,51,100.0,11015
11,16,68,68,100.0,11016
11,17,167,167,100.0,11017
11,18,94,94,100.0,11018
11,19,165,165,100.0,11019
11,20,93,93,100.0,11020
11,21,209,209,100.0,11021
11,22,137,137,100.0,11022
11,23,87,87,100.0,11023
11,24,247,247,100.0,11024
11,25,158,158,100.0,11025
11,26,147,147,100.0,11026
11,27,38,38,100.0,11027
11,28,55,55,100.0,11028
11,29,159,159,100.0,11029
11,30,59,59,100.0,11030
11,31,111,111,100.0,11031
11,32,58,58,100.0,11032
11,34,52,52,100.0,11034
11,35,37,37,100.0,11035
11,36,44,44,100.0,11036
12,19,63,63,100.0,12019
12,23,92,92,100.0,12023
13,1,84,84,100.0,13001
13,2,73,73,100.0,13002
13,4,80,80,100.0,13004
13,5,53,53,100.0,13005
13,6,93,93,100.0,13006
13,7,40,40,100.0,13007
13,8,55,55,100.0,13008
13,9,54,54,100.0,13009
13,10,74,74,100.0,13010
13,11,93,93,100.0,13011
13,12,57,57,100.0,13012
13,13,69,69,100.0,13013
13,14,67,67,100.0,13014
13,16,41,41,100.0,13016
13,17,78,78,100.0,13017
13,18,67,67,100.0,13018
13,19,56,56,100.0,13019
13,20,57,57,100.0,13020
13,21,106,106,100.0,13021
13,22,88,88,100.0,13022
13,23,55,55,100.0,13023
13,24,57,57,100.0,13024
13,25,51,51,100.0,13025
13,26,80,80,100.0,13026
13,27,70,70,100.0,13027
13,29,46,46,100.0,13029
13,30,6,6,100.0,13030
13,31,94,94,100.0,13031
13,32,63,63,100.0,13032
13,33,87,87,100.0,13033
13,35,39,39,100.0,13035
13,36,29,29,100.0,13036
13,37,109,109,100.0,13037
13,38,56,56,100.0,13038
13,39,56,56,100.0,13039
13,40,39,39,100.0,13040
13,41,75,75,100.0,13041
13,42,90,90,100.0,13042
13,43,74,74,100.0,13043
13,44,50,50,100.0,13044
13,45,70,70,100.0,13045
13,46,35,35,100.0,13046
13,47,67,67,100.0,13047
14,18,30,30,100.0,14018
14,22,84,84,100.0,14022
14,23,59,59,100.0,14023
15,3,15,15,100.0,15003
15,16,18,18,100.0,15016
15,19,0,0,0.0,15019
16,2,20,20,100.0,16002
16,7,66,66,100.0,16007
16,8,40,40,100.0,16008
16,11,49,49,100.0,16011
16,12,12,12,100.0,16012
16,13,16,16,100.0,16013
16,17,33,33,100.0,16017
16,18,27,27,100.0,16018
16,19,48,48,100.0,16019
16,23,20,20,100.0,16023
17,1,54,54,100.0,17001
17,7,48,48,100.0,17007
17,12,11,11,100.0,17012
17,16,55,55,100.0,17016
17,30,32,32,100.0,17030
18,2,57,57,100.0,18002
18,3,70,70,100.0,18003
18,6,79,79,100.0,18006
18,11,84,84,100.0,18011
18,15,90,90,100.0,18015
18,17,87,87,100.0,18017
18,24,51,51,100.0,18024
18,25,80,80,100.0,18025
18,28,77,77,100.0,18028
18,29,102,102,100.0,18029
18,30,72,72,100.0,18030
18,36,56,56,100.0,18036
18,40,107,107,100.0,18040
18,43,51,51,100.0,18043
18,44,60,60,100.0,18044
18,45,67,67,100.0,18045
18,46,79,79,100.0,18046
19,1,111,111,100.0,19001
19,2,260,260,100.0,19002
19,3,58,58,100.0,19003
19,4,115,115,100.0,19004
19,5,201,201,100.0,19005
19,6,102,102,100.0,19006
19,7,126,126,100.0,19007
19,8,75,75,100.0,19008
19,9,99,99,100.0,19009
19,10,226,226,100.0,19010
19,11,93,93,100.0,19011
19,12,73,73,100.0,19012
19,13,195,195,100.0,19013
19,14,173,173,100.0,19014
19,15,96,96,100.0,19015
19,16,118,118,100.0,19016
19,17,119,119,100.0,19017
19,18,200,200,100.0,19018
19,19,266,266,100.0,19019
19,20,162,162,100.0,19020
19,21,94,94,100.0,19021
19,22,176,176,100.0,19022
19,23,150,150,100.0,19023
19,24,70,70,100.0,19024
19,25,150,150,100.0,19025
19,26,163,163,100.0,19026
19,27,163,163,100.0,19027
19,28,188,188,100.0,19028
19,29,84,84,100.0,19029
19,30,80,80,100.0,19030
19,31,141,141,100.0,19031
19,32,115,115,100.0,19032
19,33,97,97,100.0,19033
19,34,140,140,100.0,19034
19,35,167,167,100.0,19035
19,36,188,188,100.0,19036
19,37,191,191,100.0,19037
19,38,160,160,100.0,19038
19,39,36,36,100.0,19039
19,40,177,177,100.0,19040
19,41,78,78,100.0,19041
19,42,123,123,100.0,19042
19,43,178,178,100.0,19043
19,44,107,107,100.0,19044
19,45,118,118,100.0,19045
19,46,125,125,100.0,19046
19,47,276,276,100.0,19047
19,48,134,134,100.0,19048
19,49,212,212,100.0,19049
19,50,108,108,100.0,19050
19,51,170,170,100.0,19051
19,52,112,112,100.0,19052
19,53,116,116,100.0,19053
19,54,70,70,100.0,19054
19,55,64,64,100.0,19055
19,56,102,102,100.0,19056
19,57,154,154,100.0,19057
20,4,21,21,100.0,20004
20,17,16,16,100.0,20017
20,21,23,23,100.0,20021
23,1,77,77,100.0,23001
23,2,87,87,100.0,23002
23,4,70,70,100.0,23004
23,8,80,80,100.0,23008
23,10,42,42,100.0,23010
23,12,61,61,100.0,23012
23,18,71,71,100.0,23018
23,23,89,89,100.0,23023
23,28,65,65,100.0,23028
23,29,41,41,100.0,23029
23,35,47,47,100.0,23035
23,38,44,44,100.0,23038
34,49,0,0,0.0,34049
