ward,precinct,total,Mary Bernadette McMahon,Mary Bernadette McMahon Percent,Suzanne Therese McEneely,Suzanne Therese McEneely Percent,Tracie Porter,Tracie Porter Percent,precinct_id
12,14,70,22,31.43,21,30.0,27,38.57,12014
12,15,65,18,27.69,21,32.31,26,40.0,12015
12,16,38,16,42.11,7,18.42,15,39.47,12016
12,17,73,29,39.73,17,23.29,27,36.99,12017
12,18,48,12,25.0,11,22.92,25,52.08,12018
12,19,86,23,26.74,25,29.07,38,44.19,12019
12,20,77,24,31.17,26,33.77,27,35.06,12020
12,21,101,21,20.79,22,21.78,58,57.43,12021
12,22,69,20,28.99,20,28.99,29,42.03,12022
12,23,122,47,38.52,28,22.95,47,38.52,12023
13,1,89,42,47.19,14,15.73,33,37.08,13001
13,2,72,27,37.5,16,22.22,29,40.28,13002
13,3,37,18,48.65,3,8.11,16,43.24,13003
13,4,84,47,55.95,20,23.81,17,20.24,13004
13,5,60,22,36.67,20,33.33,18,30.0,13005
13,6,90,40,44.44,25,27.78,25,27.78,13006
13,7,45,17,37.78,11,24.44,17,37.78,13007
13,8,56,25,44.64,17,30.36,14,25.0,13008
13,9,62,17,27.42,17,27.42,28,45.16,13009
13,10,82,39,47.56,19,23.17,24,29.27,13010
13,11,84,33,39.29,22,26.19,29,34.52,13011
13,12,66,25,37.88,17,25.76,24,36.36,13012
13,13,77,29,37.66,19,24.68,29,37.66,13013
13,14,80,21,26.25,15,18.75,44,55.0,13014
13,15,85,34,40.0,28,32.94,23,27.06,13015
13,16,41,17,41.46,15,36.59,9,21.95,13016
13,17,79,43,54.43,17,21.52,19,24.05,13017
13,18,66,31,46.97,17,25.76,18,27.27,13018
13,19,62,25,40.32,14,22.58,23,37.1,13019
13,20,49,25,51.02,16,32.65,8,16.33,13020
13,21,103,56,54.37,20,19.42,27,26.21,13021
13,22,90,38,42.22,29,32.22,23,25.56,13022
13,23,58,27,46.55,13,22.41,18,31.03,13023
13,24,70,28,40.0,17,24.29,25,35.71,13024
13,25,55,27,49.09,13,23.64,15,27.27,13025
13,26,84,44,52.38,18,21.43,22,26.19,13026
13,27,74,33,44.59,13,17.57,28,37.84,13027
13,28,57,24,42.11,20,35.09,13,22.81,13028
13,29,48,22,45.83,8,16.67,18,37.5,13029
13,30,33,15,45.45,10,30.3,8,24.24,13030
13,31,101,48,47.52,23,22.77,30,29.7,13031
13,32,71,25,35.21,23,32.39,23,32.39,13032
13,33,98,37,37.76,25,25.51,36,36.73,13033
13,34,69,26,37.68,15,21.74,28,40.58,13034
13,35,64,26,40.63,16,25.0,22,34.38,13035
13,36,30,8,26.67,5,16.67,17,56.67,13036
13,37,137,51,37.23,20,14.6,66,48.18,13037
13,38,57,33,57.89,15,26.32,9,15.79,13038
13,39,71,24,33.8,16,22.54,31,43.66,13039
13,40,44,20,45.45,10,22.73,14,31.82,13040
13,41,84,29,34.52,29,34.52,26,30.95,13041
13,42,103,45,43.69,26,25.24,32,31.07,13042
13,43,82,32,39.02,22,26.83,28,34.15,13043
13,44,58,19,32.76,11,18.97,28,48.28,13044
13,45,77,30,38.96,18,23.38,29,37.66,13045
13,46,64,30,46.88,22,34.38,12,18.75,13046
13,47,83,27,32.53,23,27.71,33,39.76,13047
13,48,74,38,51.35,16,21.62,20,27.03,13048
14,1,129,63,48.84,36,27.91,30,23.26,14001
14,2,80,25,31.25,26,32.5,29,36.25,14002
14,3,48,14,29.17,12,25.0,22,45.83,14003
14,4,67,32,47.76,15,22.39,20,29.85,14004
14,5,61,26,42.62,10,16.39,25,40.98,14005
14,6,24,5,20.83,3,12.5,16,66.67,14006
14,7,76,35,46.05,14,18.42,27,35.53,14007
14,8,69,25,36.23,21,30.43,23,33.33,14008
14,9,73,32,43.84,15,20.55,26,35.62,14009
14,10,43,14,32.56,13,30.23,16,37.21,14010
14,11,25,11,44.0,3,12.0,11,44.0,14011
14,12,77,23,29.87,18,23.38,36,46.75,14012
14,13,65,23,35.38,12,18.46,30,46.15,14013
14,14,65,25,38.46,19,29.23,21,32.31,14014
14,15,47,16,34.04,10,21.28,21,44.68,14015
14,16,58,13,22.41,25,43.1,20,34.48,14016
14,17,35,6,17.14,5,14.29,24,68.57,14017
14,18,31,11,35.48,9,29.03,11,35.48,14018
14,19,62,26,41.94,15,24.19,21,33.87,14019
14,20,50,23,46.0,10,20.0,17,34.0,14020
14,21,41,9,21.95,16,39.02,16,39.02,14021
14,22,92,39,42.39,21,22.83,32,34.78,14022
14,23,59,32,54.24,17,28.81,10,16.95,14023
14,24,97,42,43.3,29,29.9,26,26.8,14024
14,25,30,12,40.0,9,30.0,9,30.0,14025
14,26,57,22,38.6,14,24.56,21,36.84,14026
14,27,63,25,39.68,22,34.92,16,25.4,14027
14,28,45,15,33.33,16,35.56,14,31.11,14028
14,29,46,17,36.96,11,23.91,18,39.13,14029
14,30,39,6,15.38,13,33.33,20,51.28,14030
14,31,38,14,36.84,10,26.32,14,36.84,14031
15,1,74,29,39.19,26,35.14,19,25.68,15001
15,2,59,12,20.34,4,6.78,43,72.88,15002
15,3,63,20,31.75,5,7.94,38,60.32,15003
15,4,47,22,46.81,12,25.53,13,27.66,15004
15,5,45,13,28.89,18,40.0,14,31.11,15005
15,6,53,12,22.64,19,35.85,22,41.51,15006
15,7,43,7,16.28,6,13.95,30,69.77,15007
15,8,55,18,32.73,17,30.91,20,36.36,15008
15,9,72,23,31.94,28,38.89,21,29.17,15009
15,10,109,43,39.45,33,30.28,33,30.28,15010
15,11,69,19,27.54,16,23.19,34,49.28,15011
15,12,61,21,34.43,12,19.67,28,45.9,15012
15,13,69,23,33.33,20,28.99,26,37.68,15013
15,14,39,9,23.08,15,38.46,15,38.46,15014
15,15,45,16,35.56,14,31.11,15,33.33,15015
15,16,60,15,25.0,15,25.0,30,50.0,15016
15,17,73,20,27.4,10,13.7,43,58.9,15017
15,18,43,10,23.26,7,16.28,26,60.47,15018
15,19,77,17,22.08,25,32.47,35,45.45,15019
15,20,63,17,26.98,6,9.52,40,63.49,15020
15,21,50,12,24.0,4,8.0,34,68.0,15021
15,22,70,16,22.86,13,18.57,41,58.57,15022
15,23,83,26,31.33,7,8.43,50,60.24,15023
15,24,45,5,11.11,8,17.78,32,71.11,15024
16,1,77,29,37.66,20,25.97,28,36.36,16001
16,2,77,21,27.27,11,14.29,45,58.44,16002
16,3,62,15,24.19,10,16.13,37,59.68,16003
16,4,65,9,13.85,11,16.92,45,69.23,16004
16,5,53,17,32.08,7,13.21,29,54.72,16005
16,6,67,12,17.91,14,20.9,41,61.19,16006
16,7,71,13,18.31,13,18.31,45,63.38,16007
16,8,42,8,19.05,10,23.81,24,57.14,16008
16,9,70,13,18.57,7,10.0,50,71.43,16009
16,10,78,18,23.08,18,23.08,42,53.85,16010
16,11,56,18,32.14,10,17.86,28,50.0,16011
16,12,42,5,11.9,2,4.76,35,83.33,16012
16,13,24,7,29.17,8,33.33,9,37.5,16013
16,14,56,16,28.57,5,8.93,35,62.5,16014
16,15,68,16,23.53,12,17.65,40,58.82,16015
16,16,80,24,30.0,14,17.5,42,52.5,16016
16,17,61,16,26.23,14,22.95,31,50.82,16017
16,18,65,13,20.0,5,7.69,47,72.31,16018
16,19,69,11,15.94,17,24.64,41,59.42,16019
16,20,55,14,25.45,6,10.91,35,63.64,16020
16,21,49,11,22.45,4,8.16,34,69.39,16021
16,22,50,17,34.0,2,4.0,31,62.0,16022
16,23,47,10,21.28,12,25.53,25,53.19,16023
16,24,36,12,33.33,6,16.67,18,50.0,16024
16,25,91,17,18.68,11,12.09,63,69.23,16025
16,26,47,8,17.02,6,12.77,33,70.21,16026
16,27,35,6,17.14,2,5.71,27,77.14,16027
16,28,78,15,19.23,13,16.67,50,64.1,16028
16,29,48,9,18.75,7,14.58,32,66.67,16029
16,30,58,7,12.07,16,27.59,35,60.34,16030
16,31,64,20,31.25,7,10.94,37,57.81,16031
16,32,63,20,31.75,22,34.92,21,33.33,16032
16,33,55,14,25.45,10,18.18,31,56.36,16033
16,34,69,20,28.99,10,14.49,39,56.52,16034
16,35,55,23,41.82,14,25.45,18,32.73,16035
16,36,40,7,17.5,6,15.0,27,67.5,16036
17,1,63,21,33.33,12,19.05,30,47.62,17001
17,2,85,24,28.24,5,5.88,56,65.88,17002
17,3,104,27,25.96,17,16.35,60,57.69,17003
17,4,129,30,23.26,22,17.05,77,59.69,17004
17,5,79,20,25.32,9,11.39,50,63.29,17005
17,6,68,16,23.53,9,13.24,43,63.24,17006
17,7,65,14,21.54,9,13.85,42,64.62,17007
17,8,70,14,20.0,10,14.29,46,65.71,17008
17,9,84,19,22.62,11,13.1,54,64.29,17009
17,10,120,29,24.17,8,6.67,83,69.17,17010
17,11,62,15,24.19,7,11.29,40,64.52,17011
17,12,82,16,19.51,16,19.51,50,60.98,17012
17,13,79,15,18.99,13,16.46,51,64.56,17013
17,14,57,13,22.81,11,19.3,33,57.89,17014
17,15,104,24,23.08,12,11.54,68,65.38,17015
17,16,81,14,17.28,19,23.46,48,59.26,17016
17,17,88,11,12.5,15,17.05,62,70.45,17017
17,18,145,31,21.38,18,12.41,96,66.21,17018
17,19,44,12,27.27,5,11.36,27,61.36,17019
17,20,151,27,17.88,17,11.26,107,70.86,17020
17,21,164,27,16.46,25,15.24,112,68.29,17021
17,22,104,19,18.27,12,11.54,73,70.19,17022
17,23,69,21,30.43,4,5.8,44,63.77,17023
17,24,119,23,19.33,16,13.45,80,67.23,17024
17,25,75,23,30.67,11,14.67,41,54.67,17025
17,26,104,16,15.38,15,14.42,73,70.19,17026
17,27,107,27,25.23,13,12.15,67,62.62,17027
17,28,85,18,21.18,14,16.47,53,62.35,17028
17,29,104,23,22.12,10,9.62,71,68.27,17029
17,30,36,8,22.22,8,22.22,20,55.56,17030
17,31,72,16,22.22,9,12.5,47,65.28,17031
17,32,57,18,31.58,10,17.54,29,50.88,17032
17,33,47,10,21.28,4,8.51,33,70.21,17033
17,34,54,12,22.22,8,14.81,34,62.96,17034
17,35,58,11,18.97,9,15.52,38,65.52,17035
17,36,96,20,20.83,17,17.71,59,61.46,17036
17,37,96,24,25.0,10,10.42,62,64.58,17037
17,38,101,31,30.69,14,13.86,56,55.45,17038
17,39,102,17,16.67,12,11.76,73,71.57,17039
17,40,149,26,17.45,19,12.75,104,69.8,17040
17,41,136,38,27.94,12,8.82,86,63.24,17041
18,1,86,17,19.77,13,15.12,56,65.12,18001
18,2,62,22,35.48,11,17.74,29,46.77,18002
18,3,78,28,35.9,14,17.95,36,46.15,18003
18,4,157,29,18.47,15,9.55,113,71.97,18004
18,5,69,13,18.84,7,10.14,49,71.01,18005
18,6,88,29,32.95,15,17.05,44,50.0,18006
18,7,93,23,24.73,9,9.68,61,65.59,18007
18,8,158,24,15.19,18,11.39,116,73.42,18008
18,9,169,36,21.3,16,9.47,117,69.23,18009
18,10,227,36,15.86,19,8.37,172,75.77,18010
18,11,97,17,17.53,14,14.43,66,68.04,18011
18,12,130,22,16.92,18,13.85,90,69.23,18012
18,13,111,18,16.22,11,9.91,82,73.87,18013
18,14,167,31,18.56,20,11.98,116,69.46,18014
18,15,105,29,27.62,20,19.05,56,53.33,18015
18,16,133,17,12.78,11,8.27,105,78.95,18016
18,17,95,20,21.05,17,17.89,58,61.05,18017
18,18,164,26,15.85,21,12.8,117,71.34,18018
18,19,133,28,21.05,13,9.77,92,69.17,18019
18,20,93,24,25.81,14,15.05,55,59.14,18020
18,21,179,35,19.55,16,8.94,128,71.51,18021
18,22,165,30,18.18,15,9.09,120,72.73,18022
18,23,112,18,16.07,21,18.75,73,65.18,18023
18,24,60,18,30.0,16,26.67,26,43.33,18024
18,25,85,32,37.65,17,20.0,36,42.35,18025
18,26,203,28,13.79,26,12.81,149,73.4,18026
18,27,93,16,17.2,11,11.83,66,70.97,18027
18,28,91,31,34.07,16,17.58,44,48.35,18028
18,29,120,25,20.83,17,14.17,78,65.0,18029
18,30,75,26,34.67,16,21.33,33,44.0,18030
18,31,122,21,17.21,16,13.11,85,69.67,18031
18,32,147,26,17.69,18,12.24,103,70.07,18032
18,33,77,15,19.48,7,9.09,55,71.43,18033
18,34,197,28,14.21,14,7.11,155,78.68,18034
18,35,173,35,20.23,9,5.2,129,74.57,18035
18,36,81,28,34.57,10,12.35,43,53.09,18036
18,37,188,29,15.43,18,9.57,141,75.0,18037
18,38,116,28,24.14,8,6.9,80,68.97,18038
18,39,75,14,18.67,15,20.0,46,61.33,18039
18,40,114,32,28.07,21,18.42,61,53.51,18040
18,41,176,38,21.59,19,10.8,119,67.61,18041
18,42,86,18,20.93,7,8.14,61,70.93,18042
18,43,52,18,34.62,11,21.15,23,44.23,18043
18,44,70,26,37.14,13,18.57,31,44.29,18044
18,45,78,12,15.38,11,14.1,55,70.51,18045
18,46,86,28,32.56,18,20.93,40,46.51,18046
18,47,76,13,17.11,6,7.89,57,75.0,18047
18,48,69,13,18.84,9,13.04,47,68.12,18048
18,49,62,10,16.13,5,8.06,47,75.81,18049
18,50,68,13,19.12,12,17.65,43,63.24,18050
19,1,117,81,69.23,17,14.53,19,16.24,19001
19,2,279,68,24.37,25,8.96,186,66.67,19002
19,3,58,36,62.07,9,15.52,13,22.41,19003
19,4,122,81,66.39,18,14.75,23,18.85,19004
19,5,208,78,37.5,20,9.62,110,52.88,19005
19,6,109,67,61.47,21,19.27,21,19.27,19006
19,7,123,71,57.72,15,12.2,37,30.08,19007
19,8,84,57,67.86,15,17.86,12,14.29,19008
19,9,94,60,63.83,15,15.96,19,20.21,19009
19,10,250,96,38.4,19,7.6,135,54.0,19010
19,11,101,78,77.23,17,16.83,6,5.94,19011
19,12,73,48,65.75,10,13.7,15,20.55,19012
19,13,214,28,13.08,23,10.75,163,76.17,19013
19,14,186,75,40.32,20,10.75,91,48.92,19014
19,15,113,77,68.14,22,19.47,14,12.39,19015
19,16,123,80,65.04,25,20.33,18,14.63,19016
19,17,130,81,62.31,21,16.15,28,21.54,19017
19,18,205,94,45.85,24,11.71,87,42.44,19018
19,19,281,118,41.99,32,11.39,131,46.62,19019
19,20,169,44,26.04,24,14.2,101,59.76,19020
19,21,96,59,61.46,17,17.71,20,20.83,19021
19,22,193,77,39.9,25,12.95,91,47.15,19022
19,23,156,100,64.1,23,14.74,33,21.15,19023
19,24,65,48,73.85,7,10.77,10,15.38,19024
19,25,173,85,49.13,24,13.87,64,36.99,19025
19,26,167,78,46.71,21,12.57,68,40.72,19026
19,27,179,44,24.58,24,13.41,111,62.01,19027
19,28,209,41,19.62,20,9.57,148,70.81,19028
19,29,94,59,62.77,16,17.02,19,20.21,19029
19,30,79,55,69.62,13,16.46,11,13.92,19030
19,31,151,77,50.99,14,9.27,60,39.74,19031
19,32,120,67,55.83,19,15.83,34,28.33,19032
19,33,98,75,76.53,16,16.33,7,7.14,19033
19,34,149,77,51.68,16,10.74,56,37.58,19034
19,35,179,89,49.72,16,8.94,74,41.34,19035
19,36,210,56,26.67,27,12.86,127,60.48,19036
19,37,214,60,28.04,16,7.48,138,64.49,19037
19,38,179,38,21.23,19,10.61,122,68.16,19038
19,39,40,9,22.5,7,17.5,24,60.0,19039
19,40,191,66,34.55,29,15.18,96,50.26,19040
19,41,86,59,68.6,15,17.44,12,13.95,19041
19,42,148,42,28.38,10,6.76,96,64.86,19042
19,43,207,45,21.74,25,12.08,137,66.18,19043
19,44,106,77,72.64,11,10.38,18,16.98,19044
19,45,122,76,62.3,19,15.57,27,22.13,19045
19,46,133,98,73.68,11,8.27,24,18.05,19046
19,47,290,71,24.48,28,9.66,191,65.86,19047
19,48,164,35,21.34,28,17.07,101,61.59,19048
19,49,240,47,19.58,19,7.92,174,72.5,19049
19,50,109,64,58.72,13,11.93,32,29.36,19050
19,51,177,111,62.71,27,15.25,39,22.03,19051
19,52,116,76,65.52,19,16.38,21,18.1,19052
19,53,127,68,53.54,11,8.66,48,37.8,19053
19,54,65,41,63.08,14,21.54,10,15.38,19054
19,55,69,37,53.62,14,20.29,18,26.09,19055
19,56,218,72,33.03,35,16.06,111,50.92,19056
19,57,168,45,26.79,25,14.88,98,58.33,19057
20,1,132,28,21.21,12,9.09,92,69.7,20001
20,2,24,2,8.33,1,4.17,21,87.5,20002
20,3,116,30,25.86,7,6.03,79,68.1,20003
20,4,36,4,11.11,7,19.44,25,69.44,20004
20,5,113,17,15.04,7,6.19,89,78.76,20005
20,6,38,10,26.32,9,23.68,19,50.0,20006
20,7,95,23,24.21,10,10.53,62,65.26,20007
20,8,95,16,16.84,14,14.74,65,68.42,20008
20,9,170,23,13.53,18,10.59,129,75.88,20009
20,10,62,12,19.35,9,14.52,41,66.13,20010
20,11,100,20,20.0,9,9.0,71,71.0,20011
20,12,59,10,16.95,6,10.17,43,72.88,20012
20,13,110,22,20.0,13,11.82,75,68.18,20013
20,14,74,22,29.73,8,10.81,44,59.46,20014
20,15,61,21,34.43,17,27.87,23,37.7,20015
20,16,150,31,20.67,22,14.67,97,64.67,20016
20,17,52,11,21.15,16,30.77,25,48.08,20017
20,18,73,14,19.18,9,12.33,50,68.49,20018
20,19,78,17,21.79,10,12.82,51,65.38,20019
20,20,49,20,40.82,11,22.45,18,36.73,20020
20,21,69,21,30.43,10,14.49,38,55.07,20021
20,22,188,25,13.3,16,8.51,147,78.19,20022
20,23,83,15,18.07,9,10.84,59,71.08,20023
20,24,134,14,10.45,20,14.93,100,74.63,20024
20,25,81,13,16.05,9,11.11,59,72.84,20025
20,26,138,24,17.39,16,11.59,98,71.01,20026
20,27,70,29,41.43,4,5.71,37,52.86,20027
20,28,61,15,24.59,13,21.31,33,54.1,20028
20,29,132,24,18.18,18,13.64,90,68.18,20029
20,30,56,11,19.64,3,5.36,42,75.0,20030
20,31,119,24,20.17,12,10.08,83,69.75,20031
20,32,74,21,28.38,11,14.86,42,56.76,20032
20,33,65,13,20.0,10,15.38,42,64.62,20033
20,34,125,17,13.6,19,15.2,89,71.2,20034
20,35,32,12,37.5,3,9.38,17,53.13,20035
20,36,34,10,29.41,1,2.94,23,67.65,20036
20,37,30,7,23.33,6,20.0,17,56.67,20037
20,38,26,5,19.23,7,26.92,14,53.85,20038
20,39,3,0,0.0,2,66.67,1,33.33,20039
21,1,149,18,12.08,16,10.74,115,77.18,21001
21,2,63,11,17.46,4,6.35,48,76.19,21002
21,3,167,18,10.78,16,9.58,133,79.64,21003
21,4,117,26,22.22,18,15.38,73,62.39,21004
21,5,154,25,16.23,25,16.23,104,67.53,21005
21,6,98,16,16.33,19,19.39,63,64.29,21006
21,7,169,33,19.53,14,8.28,122,72.19,21007
21,8,151,22,14.57,21,13.91,108,71.52,21008
21,9,155,31,20.0,11,7.1,113,72.9,21009
21,10,128,17,13.28,18,14.06,93,72.66,21010
21,11,117,20,17.09,9,7.69,88,75.21,21011
21,12,95,17,17.89,8,8.42,70,73.68,21012
21,13,104,22,21.15,6,5.77,76,73.08,21013
21,14,144,19,13.19,15,10.42,110,76.39,21014
21,15,106,21,19.81,14,13.21,71,66.98,21015
21,16,99,22,22.22,11,11.11,66,66.67,21016
21,17,99,17,17.17,7,7.07,75,75.76,21017
21,18,159,36,22.64,22,13.84,101,63.52,21018
21,19,155,28,18.06,21,13.55,106,68.39,21019
21,20,133,31,23.31,13,9.77,89,66.92,21020
21,21,118,21,17.8,12,10.17,85,72.03,21021
21,22,127,25,19.69,16,12.6,86,67.72,21022
21,23,133,22,16.54,15,11.28,96,72.18,21023
21,24,148,32,21.62,15,10.14,101,68.24,21024
21,25,132,18,13.64,14,10.61,100,75.76,21025
21,26,79,17,21.52,8,10.13,54,68.35,21026
21,27,132,21,15.91,11,8.33,100,75.76,21027
21,28,133,39,29.32,12,9.02,82,61.65,21028
21,29,141,20,14.18,14,9.93,107,75.89,21029
21,30,95,23,24.21,8,8.42,64,67.37,21030
21,31,127,16,12.6,9,7.09,102,80.31,21031
21,32,116,25,21.55,9,7.76,82,70.69,21032
21,33,97,18,18.56,14,14.43,65,67.01,21033
21,34,100,28,28.0,7,7.0,65,65.0,21034
21,35,155,21,13.55,24,15.48,110,70.97,21035
21,36,120,16,13.33,15,12.5,89,74.17,21036
21,37,111,18,16.22,17,15.32,76,68.47,21037
21,38,92,19,20.65,17,18.48,56,60.87,21038
21,39,79,21,26.58,15,18.99,43,54.43,21039
21,40,121,14,11.57,14,11.57,93,76.86,21040
21,41,154,25,16.23,21,13.64,108,70.13,21041
21,42,134,21,15.67,16,11.94,97,72.39,21042
21,43,133,22,16.54,14,10.53,97,72.93,21043
21,44,136,21,15.44,21,15.44,94,69.12,21044
21,45,112,13,11.61,12,10.71,87,77.68,21045
21,46,130,25,19.23,19,14.62,86,66.15,21046
21,47,99,29,29.29,11,11.11,59,59.6,21047
21,48,128,23,17.97,20,15.63,85,66.41,21048
21,49,156,18,11.54,14,8.97,124,79.49,21049
21,50,99,17,17.17,16,16.16,66,66.67,21050
21,51,147,32,21.77,17,11.56,98,66.67,21051
21,52,141,17,12.06,8,5.67,116,82.27,21052
21,53,103,19,18.45,11,10.68,73,70.87,21053
21,54,109,20,18.35,18,16.51,71,65.14,21054
22,1,54,15,27.78,7,12.96,32,59.26,22001
22,2,96,33,34.38,17,17.71,46,47.92,22002
22,3,101,24,23.76,30,29.7,47,46.53,22003
22,4,43,9,20.93,17,39.53,17,39.53,22004
22,5,66,15,22.73,21,31.82,30,45.45,22005
22,6,58,16,27.59,16,27.59,26,44.83,22006
22,7,67,23,34.33,19,28.36,25,37.31,22007
22,8,113,39,34.51,24,21.24,50,44.25,22008
22,9,55,13,23.64,13,23.64,29,52.73,22009
22,10,106,24,22.64,32,30.19,50,47.17,22010
22,11,41,14,34.15,14,34.15,13,31.71,22011
22,12,72,31,43.06,14,19.44,27,37.5,22012
22,13,59,24,40.68,21,35.59,14,23.73,22013
22,14,74,23,31.08,15,20.27,36,48.65,22014
22,15,49,17,34.69,14,28.57,18,36.73,22015
22,16,50,16,32.0,10,20.0,24,48.0,22016
22,17,86,24,27.91,24,27.91,38,44.19,22017
22,18,50,15,30.0,19,38.0,16,32.0,22018
22,19,38,5,13.16,7,18.42,26,68.42,22019
22,20,61,21,34.43,9,14.75,31,50.82,22020
22,21,83,11,13.25,5,6.02,67,80.72,22021
22,22,43,10,23.26,15,34.88,18,41.86,22022
22,23,145,26,17.93,16,11.03,103,71.03,22023
22,24,96,27,28.13,31,32.29,38,39.58,22024
22,25,56,13,23.21,19,33.93,24,42.86,22025
23,1,72,39,54.17,14,19.44,19,26.39,23001
23,2,94,38,40.43,23,24.47,33,35.11,23002
23,3,78,44,56.41,13,16.67,21,26.92,23003
23,4,73,41,56.16,16,21.92,16,21.92,23004
23,5,56,27,48.21,12,21.43,17,30.36,23005
23,6,64,27,42.19,15,23.44,22,34.38,23006
23,7,49,17,34.69,14,28.57,18,36.73,23007
23,8,88,36,40.91,18,20.45,34,38.64,23008
23,9,35,11,31.43,8,22.86,16,45.71,23009
23,10,81,44,54.32,23,28.4,14,17.28,23010
23,11,64,28,43.75,17,26.56,19,29.69,23011
23,12,77,42,54.55,12,15.58,23,29.87,23012
23,13,50,19,38.0,8,16.0,23,46.0,23013
23,14,57,26,45.61,15,26.32,16,28.07,23014
23,15,48,20,41.67,9,18.75,19,39.58,23015
23,16,100,50,50.0,22,22.0,28,28.0,23016
23,17,34,11,32.35,14,41.18,9,26.47,23017
23,18,79,47,59.49,19,24.05,13,16.46,23018
23,19,44,17,38.64,11,25.0,16,36.36,23019
23,20,37,17,45.95,12,32.43,8,21.62,23020
23,21,84,47,55.95,22,26.19,15,17.86,23021
23,22,65,22,33.85,21,32.31,22,33.85,23022
23,23,92,38,41.3,18,19.57,36,39.13,23023
23,24,55,27,49.09,19,34.55,9,16.36,23024
23,25,54,22,40.74,12,22.22,20,37.04,23025
23,26,73,33,45.21,18,24.66,22,30.14,23026
23,27,79,43,54.43,12,15.19,24,30.38,23027
23,28,68,37,54.41,16,23.53,15,22.06,23028
23,29,68,29,42.65,16,23.53,23,33.82,23029
23,30,71,29,40.85,12,16.9,30,42.25,23030
23,31,46,12,26.09,9,19.57,25,54.35,23031
23,32,63,24,38.1,18,28.57,21,33.33,23032
23,33,59,22,37.29,14,23.73,23,38.98,23033
23,34,57,18,31.58,11,19.3,28,49.12,23034
23,35,50,24,48.0,18,36.0,8,16.0,23035
23,36,82,42,51.22,22,26.83,18,21.95,23036
23,37,109,53,48.62,22,20.18,34,31.19,23037
23,38,79,37,46.84,24,30.38,18,22.78,23038
23,39,80,28,35.0,17,21.25,35,43.75,23039
24,1,82,20,24.39,6,7.32,56,68.29,24001
24,2,63,17,26.98,12,19.05,34,53.97,24002
24,3,72,12,16.67,12,16.67,48,66.67,24003
24,4,50,13,26.0,3,6.0,34,68.0,24004
24,5,29,10,34.48,5,17.24,14,48.28,24005
24,6,82,19,23.17,10,12.2,53,64.63,24006
24,7,49,12,24.49,4,8.16,33,67.35,24007
24,8,25,3,12.0,4,16.0,18,72.0,24008
24,9,68,13,19.12,9,13.24,46,67.65,24009
24,10,63,7,11.11,12,19.05,44,69.84,24010
24,11,62,13,20.97,7,11.29,42,67.74,24011
24,12,45,15,33.33,12,26.67,18,40.0,24012
24,13,42,9,21.43,3,7.14,30,71.43,24013
24,14,43,9,20.93,5,11.63,29,67.44,24014
24,15,34,7,20.59,7,20.59,20,58.82,24015
24,16,430,87,20.23,126,29.3,217,50.47,24016
24,17,55,12,21.82,10,18.18,33,60.0,24017
24,18,91,16,17.58,13,14.29,62,68.13,24018
24,19,89,18,20.22,8,8.99,63,70.79,24019
24,20,66,11,16.67,5,7.58,50,75.76,24020
24,21,41,10,24.39,3,7.32,28,68.29,24021
24,22,108,26,24.07,18,16.67,64,59.26,24022
24,23,66,14,21.21,13,19.7,39,59.09,24023
24,24,74,11,14.86,8,10.81,55,74.32,24024
24,25,37,5,13.51,6,16.22,26,70.27,24025
24,26,164,47,28.66,19,11.59,98,59.76,24026
24,27,97,20,20.62,11,11.34,66,68.04,24027
24,28,41,6,14.63,11,26.83,24,58.54,24028
24,29,25,3,12.0,4,16.0,18,72.0,24029
24,30,45,13,28.89,6,13.33,26,57.78,24030
24,31,75,21,28.0,10,13.33,44,58.67,24031
24,32,50,11,22.0,9,18.0,30,60.0,24032
24,33,43,14,32.56,6,13.95,23,53.49,24033
24,34,63,15,23.81,12,19.05,36,57.14,24034
24,35,72,19,26.39,5,6.94,48,66.67,24035
24,36,114,28,24.56,17,14.91,69,60.53,24036
24,37,51,10,19.61,8,15.69,33,64.71,24037
24,38,82,16,19.51,8,9.76,58,70.73,24038
24,39,105,28,26.67,15,14.29,62,59.05,24039
24,40,83,19,22.89,18,21.69,46,55.42,24040
24,41,68,17,25.0,14,20.59,37,54.41,24041
25,1,92,19,20.65,23,25.0,50,54.35,25001
25,2,147,28,19.05,23,15.65,96,65.31,25002
25,3,175,47,26.86,24,13.71,104,59.43,25003
25,4,81,21,25.93,14,17.28,46,56.79,25004
25,5,104,24,23.08,15,14.42,65,62.5,25005
25,6,42,20,47.62,8,19.05,14,33.33,25006
25,7,109,31,28.44,24,22.02,54,49.54,25007
25,8,125,22,17.6,27,21.6,76,60.8,25008
25,9,91,14,15.38,24,26.37,53,58.24,25009
25,10,139,36,25.9,20,14.39,83,59.71,25010
25,11,133,30,22.56,36,27.07,67,50.38,25011
25,12,129,25,19.38,27,20.93,77,59.69,25012
25,13,158,40,25.32,50,31.65,68,43.04,25013
25,14,91,29,31.87,19,20.88,43,47.25,25014
25,15,102,28,27.45,25,24.51,49,48.04,25015
25,16,163,44,26.99,22,13.5,97,59.51,25016
25,17,149,42,28.19,28,18.79,79,53.02,25017
25,18,113,81,71.68,9,7.96,23,20.35,25018
25,19,116,23,19.83,25,21.55,68,58.62,25019
25,20,54,15,27.78,9,16.67,30,55.56,25020
