ward,precinct,total,Mike Quigley,Mike Quigley Percent,precinct_id
1,5,77,77,100.0,01005
1,8,25,25,100.0,01008
1,11,151,151,100.0,01011
1,21,206,206,100.0,01021
1,28,28,28,100.0,01028
1,42,8,8,100.0,01042
2,1,102,102,100.0,02001
2,2,135,135,100.0,02002
2,6,124,124,100.0,02006
2,7,120,120,100.0,02007
2,8,158,158,100.0,02008
2,10,143,143,100.0,02010
2,11,186,186,100.0,02011
2,12,1,1,100.0,02012
2,13,183,183,100.0,02013
2,15,72,72,100.0,02015
2,18,143,143,100.0,02018
2,19,117,117,100.0,02019
2,20,152,152,100.0,02020
2,22,191,191,100.0,02022
2,23,132,132,100.0,02023
2,24,144,144,100.0,02024
2,25,210,210,100.0,02025
2,26,120,120,100.0,02026
2,27,118,118,100.0,02027
2,28,150,150,100.0,02028
2,29,143,143,100.0,02029
2,30,133,133,100.0,02030
2,31,213,213,100.0,02031
2,32,23,23,100.0,02032
2,33,220,220,100.0,02033
2,34,160,160,100.0,02034
2,36,166,166,100.0,02036
2,37,184,184,100.0,02037
2,38,138,138,100.0,02038
2,39,40,40,100.0,02039
2,42,125,125,100.0,02042
2,43,45,45,100.0,02043
2,44,175,175,100.0,02044
27,12,92,92,100.0,27012
27,35,5,5,100.0,27035
27,37,18,18,100.0,27037
27,38,68,68,100.0,27038
27,42,31,31,100.0,27042
27,46,101,101,100.0,27046
30,15,187,187,100.0,30015
32,1,87,87,100.0,32001
32,2,162,162,100.0,32002
32,4,170,170,100.0,32004
32,5,170,170,100.0,32005
32,6,202,202,100.0,32006
32,7,174,174,100.0,32007
32,8,181,181,100.0,32008
32,9,161,161,100.0,32009
32,10,168,168,100.0,32010
32,13,172,172,100.0,32013
32,15,165,165,100.0,32015
32,16,167,167,100.0,32016
32,18,143,143,100.0,32018
32,19,164,164,100.0,32019
32,21,203,203,100.0,32021
32,23,160,160,100.0,32023
32,24,138,138,100.0,32024
32,25,188,188,100.0,32025
32,27,131,131,100.0,32027
32,29,166,166,100.0,32029
32,30,138,138,100.0,32030
32,31,161,161,100.0,32031
32,32,206,206,100.0,32032
32,33,174,174,100.0,32033
32,34,173,173,100.0,32034
32,35,155,155,100.0,32035
32,36,159,159,100.0,32036
32,37,173,173,100.0,32037
32,38,161,161,100.0,32038
32,39,171,171,100.0,32039
32,40,173,173,100.0,32040
32,41,174,174,100.0,32041
32,42,149,149,100.0,32042
33,8,68,68,100.0,33008
33,10,26,26,100.0,33010
33,24,174,174,100.0,33024
38,2,109,109,100.0,38002
38,12,93,93,100.0,38012
38,13,104,104,100.0,38013
38,18,122,122,100.0,38018
38,19,160,160,100.0,38019
38,22,79,79,100.0,38022
38,25,115,115,100.0,38025
38,28,94,94,100.0,38028
38,31,6,6,100.0,38031
38,32,120,120,100.0,38032
38,36,84,84,100.0,38036
39,1,131,131,100.0,39001
39,2,133,133,100.0,39002
39,3,191,191,100.0,39003
39,4,154,154,100.0,39004
39,5,172,172,100.0,39005
39,9,108,108,100.0,39009
39,11,153,153,100.0,39011
