ward,precinct,total,"Howard B. Brookins, Jr.","Howard B. Brookins, Jr. Percent",Ubi O. O'Neal,Ubi O. O'Neal Percent,Lisa Michelle Taylor,Lisa Michelle Taylor Percent,precinct_id
38,26,124,64,51.61,12,9.68,48,38.71,38026
38,27,94,47,50.0,14,14.89,33,35.11,38027
38,28,108,38,35.19,16,14.81,54,50.0,38028
38,29,120,41,34.17,10,8.33,69,57.5,38029
38,30,84,38,45.24,8,9.52,38,45.24,38030
38,31,177,66,37.29,19,10.73,92,51.98,38031
38,32,111,46,41.44,7,6.31,58,52.25,38032
38,33,93,32,34.41,7,7.53,54,58.06,38033
38,34,133,45,33.83,10,7.52,78,58.65,38034
38,35,123,33,26.83,15,12.2,75,60.98,38035
38,36,110,40,36.36,14,12.73,56,50.91,38036
38,37,113,37,32.74,13,11.5,63,55.75,38037
38,38,108,42,38.89,7,6.48,59,54.63,38038
38,39,146,47,32.19,17,11.64,82,56.16,38039
38,40,153,47,30.72,17,11.11,89,58.17,38040
38,41,180,74,41.11,12,6.67,94,52.22,38041
39,1,137,39,28.47,5,3.65,93,67.88,39001
39,2,125,45,36.0,16,12.8,64,51.2,39002
39,3,191,44,23.04,8,4.19,139,72.77,39003
39,4,127,49,38.58,9,7.09,69,54.33,39004
39,5,159,57,35.85,11,6.92,91,57.23,39005
39,6,135,39,28.89,10,7.41,86,63.7,39006
39,7,142,49,34.51,11,7.75,82,57.75,39007
39,8,177,46,25.99,15,8.47,116,65.54,39008
39,9,113,30,26.55,17,15.04,66,58.41,39009
39,10,93,17,18.28,14,15.05,62,66.67,39010
39,11,138,43,31.16,16,11.59,79,57.25,39011
39,12,189,53,28.04,20,10.58,116,61.38,39012
39,13,109,35,32.11,8,7.34,66,60.55,39013
39,14,152,47,30.92,14,9.21,91,59.87,39014
39,15,137,44,32.12,17,12.41,76,55.47,39015
39,16,88,33,37.5,15,17.05,40,45.45,39016
39,17,207,71,34.3,15,7.25,121,58.45,39017
39,18,155,51,32.9,21,13.55,83,53.55,39018
39,19,167,41,24.55,25,14.97,101,60.48,39019
39,20,166,63,37.95,16,9.64,87,52.41,39020
39,21,130,40,30.77,20,15.38,70,53.85,39021
39,22,101,25,24.75,12,11.88,64,63.37,39022
39,23,143,56,39.16,22,15.38,65,45.45,39023
39,24,177,54,30.51,22,12.43,101,57.06,39024
39,25,92,32,34.78,10,10.87,50,54.35,39025
39,26,106,34,32.08,15,14.15,57,53.77,39026
39,27,31,13,41.94,3,9.68,15,48.39,39027
39,28,226,63,27.88,21,9.29,142,62.83,39028
39,29,74,25,33.78,10,13.51,39,52.7,39029
39,30,165,40,24.24,22,13.33,103,62.42,39030
39,31,100,30,30.0,9,9.0,61,61.0,39031
39,32,131,44,33.59,24,18.32,63,48.09,39032
39,33,134,41,30.6,15,11.19,78,58.21,39033
39,34,139,28,20.14,11,7.91,100,71.94,39034
39,35,169,58,34.32,14,8.28,97,57.4,39035
39,36,49,17,34.69,3,6.12,29,59.18,39036
39,37,172,71,41.28,20,11.63,81,47.09,39037
39,38,128,68,53.13,6,4.69,54,42.19,39038
39,39,85,28,32.94,14,16.47,43,50.59,39039
39,40,129,43,33.33,14,10.85,72,55.81,39040
39,41,166,52,31.33,16,9.64,98,59.04,39041
39,42,167,60,35.93,17,10.18,90,53.89,39042
39,43,141,57,40.43,11,7.8,73,51.77,39043
39,44,112,27,24.11,17,15.18,68,60.71,39044
39,45,147,53,36.05,7,4.76,87,59.18,39045
40,1,119,30,25.21,13,10.92,76,63.87,40001
40,2,159,52,32.7,26,16.35,81,50.94,40002
40,3,242,63,26.03,20,8.26,159,65.7,40003
40,4,96,43,44.79,6,6.25,47,48.96,40004
40,5,223,69,30.94,23,10.31,131,58.74,40005
40,6,247,52,21.05,17,6.88,178,72.06,40006
40,7,218,41,18.81,12,5.5,165,75.69,40007
40,8,309,78,25.24,26,8.41,205,66.34,40008
40,9,116,58,50.0,11,9.48,47,40.52,40009
40,10,118,39,33.05,13,11.02,66,55.93,40010
40,11,215,39,18.14,18,8.37,158,73.49,40011
40,12,162,42,25.93,23,14.2,97,59.88,40012
40,13,317,60,18.93,24,7.57,233,73.5,40013
40,14,129,33,25.58,15,11.63,81,62.79,40014
40,15,127,41,32.28,18,14.17,68,53.54,40015
40,16,293,46,15.7,25,8.53,222,75.77,40016
40,17,179,46,25.7,15,8.38,118,65.92,40017
40,18,103,46,44.66,12,11.65,45,43.69,40018
40,19,176,63,35.8,21,11.93,92,52.27,40019
40,20,141,36,25.53,14,9.93,91,64.54,40020
40,21,260,65,25.0,24,9.23,171,65.77,40021
40,22,270,81,30.0,12,4.44,177,65.56,40022
40,23,307,81,26.38,28,9.12,198,64.5,40023
40,24,123,46,37.4,17,13.82,60,48.78,40024
40,25,278,60,21.58,34,12.23,184,66.19,40025
40,26,231,52,22.51,17,7.36,162,70.13,40026
40,27,216,74,34.26,22,10.19,120,55.56,40027
40,28,208,49,23.56,16,7.69,143,68.75,40028
40,29,188,70,37.23,14,7.45,104,55.32,40029
40,30,175,66,37.71,13,7.43,96,54.86,40030
40,31,277,79,28.52,20,7.22,178,64.26,40031
40,32,225,60,26.67,20,8.89,145,64.44,40032
40,33,250,77,30.8,13,5.2,160,64.0,40033
40,34,140,33,23.57,11,7.86,96,68.57,40034
40,35,73,34,46.58,5,6.85,34,46.58,40035
40,36,162,61,37.65,12,7.41,89,54.94,40036
40,37,164,52,31.71,19,11.59,93,56.71,40037
40,38,242,55,22.73,14,5.79,173,71.49,40038
40,39,32,9,28.13,5,15.63,18,56.25,40039
41,1,109,35,32.11,15,13.76,59,54.13,41001
41,2,110,56,50.91,12,10.91,42,38.18,41002
41,3,125,42,33.6,14,11.2,69,55.2,41003
41,4,134,50,37.31,15,11.19,69,51.49,41004
41,5,129,54,41.86,12,9.3,63,48.84,41005
41,6,187,76,40.64,14,7.49,97,51.87,41006
41,7,108,44,40.74,9,8.33,55,50.93,41007
41,8,109,44,40.37,11,10.09,54,49.54,41008
41,9,116,40,34.48,15,12.93,61,52.59,41009
41,10,161,55,34.16,23,14.29,83,51.55,41010
41,11,124,38,30.65,21,16.94,65,52.42,41011
41,12,105,41,39.05,16,15.24,48,45.71,41012
41,13,108,33,30.56,16,14.81,59,54.63,41013
41,14,193,59,30.57,13,6.74,121,62.69,41014
41,15,168,52,30.95,14,8.33,102,60.71,41015
41,16,103,42,40.78,11,10.68,50,48.54,41016
41,17,111,42,37.84,14,12.61,55,49.55,41017
41,18,99,40,40.4,15,15.15,44,44.44,41018
41,19,162,57,35.19,10,6.17,95,58.64,41019
41,20,64,23,35.94,6,9.38,35,54.69,41020
41,21,141,57,40.43,19,13.48,65,46.1,41021
41,22,156,48,30.77,24,15.38,84,53.85,41022
41,23,97,43,44.33,12,12.37,42,43.3,41023
41,24,104,32,30.77,7,6.73,65,62.5,41024
41,25,53,14,26.42,7,13.21,32,60.38,41025
41,26,114,40,35.09,8,7.02,66,57.89,41026
41,27,65,22,33.85,10,15.38,33,50.77,41027
41,28,76,30,39.47,4,5.26,42,55.26,41028
41,29,44,23,52.27,6,13.64,15,34.09,41029
41,30,129,28,21.71,21,16.28,80,62.02,41030
41,31,109,44,40.37,6,5.5,59,54.13,41031
41,32,113,39,34.51,15,13.27,59,52.21,41032
41,33,102,40,39.22,10,9.8,52,50.98,41033
41,34,99,43,43.43,8,8.08,48,48.48,41034
41,35,154,53,34.42,17,11.04,84,54.55,41035
41,36,122,48,39.34,18,14.75,56,45.9,41036
41,37,139,53,38.13,20,14.39,66,47.48,41037
41,38,115,40,34.78,18,15.65,57,49.57,41038
41,39,153,39,25.49,24,15.69,90,58.82,41039
41,40,137,52,37.96,14,10.22,71,51.82,41040
41,41,97,31,31.96,14,14.43,52,53.61,41041
41,42,94,27,28.72,7,7.45,60,63.83,41042
41,43,109,39,35.78,13,11.93,57,52.29,41043
41,44,119,43,36.13,10,8.4,66,55.46,41044
41,45,122,47,38.52,16,13.11,59,48.36,41045
41,46,124,39,31.45,19,15.32,66,53.23,41046
41,47,153,57,37.25,19,12.42,77,50.33,41047
42,1,183,81,44.26,7,3.83,95,51.91,42001
42,2,108,41,37.96,3,2.78,64,59.26,42002
42,3,151,43,28.48,12,7.95,96,63.58,42003
42,4,264,86,32.58,22,8.33,156,59.09,42004
42,5,131,52,39.69,1,0.76,78,59.54,42005
42,6,217,87,40.09,20,9.22,110,50.69,42006
42,7,171,74,43.27,10,5.85,87,50.88,42007
42,8,172,68,39.53,10,5.81,94,54.65,42008
42,9,138,47,34.06,19,13.77,72,52.17,42009
42,10,210,71,33.81,14,6.67,125,59.52,42010
42,11,121,54,44.63,6,4.96,61,50.41,42011
42,12,150,57,38.0,7,4.67,86,57.33,42012
42,13,202,78,38.61,15,7.43,109,53.96,42013
42,14,147,48,32.65,13,8.84,86,58.5,42014
42,15,144,45,31.25,11,7.64,88,61.11,42015
42,16,142,38,26.76,16,11.27,88,61.97,42016
42,17,157,47,29.94,10,6.37,100,63.69,42017
42,18,113,36,31.86,8,7.08,69,61.06,42018
42,19,222,86,38.74,10,4.5,126,56.76,42019
42,20,119,48,40.34,6,5.04,65,54.62,42020
42,21,134,57,42.54,9,6.72,68,50.75,42021
42,22,64,22,34.38,5,7.81,37,57.81,42022
42,23,154,67,43.51,8,5.19,79,51.3,42023
42,24,133,57,42.86,8,6.02,68,51.13,42024
42,25,136,50,36.76,12,8.82,74,54.41,42025
42,26,181,60,33.15,10,5.52,111,61.33,42026
42,27,126,38,30.16,8,6.35,80,63.49,42027
42,28,216,91,42.13,15,6.94,110,50.93,42028
42,29,215,70,32.56,22,10.23,123,57.21,42029
42,30,176,60,34.09,10,5.68,106,60.23,42030
42,31,171,66,38.6,3,1.75,102,59.65,42031
42,32,103,28,27.18,5,4.85,70,67.96,42032
42,33,197,63,31.98,10,5.08,124,62.94,42033
42,34,145,66,45.52,7,4.83,72,49.66,42034
42,35,196,63,32.14,21,10.71,112,57.14,42035
42,36,169,49,28.99,6,3.55,114,67.46,42036
42,37,88,40,45.45,6,6.82,42,47.73,42037
42,38,105,32,30.48,5,4.76,68,64.76,42038
42,39,124,37,29.84,8,6.45,79,63.71,42039
42,40,158,59,37.34,15,9.49,84,53.16,42040
42,41,152,52,34.21,19,12.5,81,53.29,42041
42,42,234,78,33.33,7,2.99,149,63.68,42042
43,1,88,35,39.77,6,6.82,47,53.41,43001
43,2,176,63,35.8,3,1.7,110,62.5,43002
43,3,151,72,47.68,10,6.62,69,45.7,43003
43,4,144,63,43.75,13,9.03,68,47.22,43004
43,5,160,75,46.88,7,4.38,78,48.75,43005
43,6,116,41,35.34,10,8.62,65,56.03,43006
43,7,128,62,48.44,8,6.25,58,45.31,43007
43,8,112,46,41.07,5,4.46,61,54.46,43008
43,9,167,70,41.92,15,8.98,82,49.1,43009
43,10,190,70,36.84,4,2.11,116,61.05,43010
43,11,98,45,45.92,5,5.1,48,48.98,43011
43,12,93,38,40.86,4,4.3,51,54.84,43012
43,13,172,60,34.88,14,8.14,98,56.98,43013
43,14,163,72,44.17,5,3.07,86,52.76,43014
43,15,150,58,38.67,7,4.67,85,56.67,43015
43,16,176,64,36.36,10,5.68,102,57.95,43016
43,17,125,50,40.0,9,7.2,66,52.8,43017
43,18,169,64,37.87,8,4.73,97,57.4,43018
43,19,164,59,35.98,13,7.93,92,56.1,43019
43,20,203,91,44.83,14,6.9,98,48.28,43020
43,21,144,38,26.39,10,6.94,96,66.67,43021
43,22,126,30,23.81,11,8.73,85,67.46,43022
43,23,105,39,37.14,8,7.62,58,55.24,43023
43,24,132,54,40.91,13,9.85,65,49.24,43024
43,25,178,70,39.33,7,3.93,101,56.74,43025
43,26,147,58,39.46,9,6.12,80,54.42,43026
43,27,160,70,43.75,7,4.38,83,51.88,43027
43,28,144,54,37.5,12,8.33,78,54.17,43028
43,29,194,76,39.18,10,5.15,108,55.67,43029
43,30,154,70,45.45,9,5.84,75,48.7,43030
43,31,161,56,34.78,12,7.45,93,57.76,43031
43,32,146,50,34.25,7,4.79,89,60.96,43032
43,33,203,88,43.35,9,4.43,106,52.22,43033
43,34,109,57,52.29,8,7.34,44,40.37,43034
43,35,192,81,42.19,7,3.65,104,54.17,43035
43,36,72,21,29.17,5,6.94,46,63.89,43036
43,37,136,34,25.0,9,6.62,93,68.38,43037
43,38,130,57,43.85,5,3.85,68,52.31,43038
43,39,94,39,41.49,6,6.38,49,52.13,43039
43,40,98,28,28.57,14,14.29,56,57.14,43040
43,41,161,74,45.96,16,9.94,71,44.1,43041
43,42,146,53,36.3,7,4.79,86,58.9,43042
43,43,177,84,47.46,6,3.39,87,49.15,43043
43,44,145,51,35.17,10,6.9,84,57.93,43044
43,45,115,58,50.43,4,3.48,53,46.09,43045
43,46,79,32,40.51,1,1.27,46,58.23,43046
44,1,286,103,36.01,21,7.34,162,56.64,44001
44,2,175,54,30.86,12,6.86,109,62.29,44002
44,3,151,66,43.71,8,5.3,77,50.99,44003
44,4,173,56,32.37,10,5.78,107,61.85,44004
44,5,169,63,37.28,18,10.65,88,52.07,44005
44,6,212,58,27.36,8,3.77,146,68.87,44006
44,7,158,60,37.97,13,8.23,85,53.8,44007
44,8,221,56,25.34,27,12.22,138,62.44,44008
44,9,148,39,26.35,7,4.73,102,68.92,44009
44,10,147,34,23.13,7,4.76,106,72.11,44010
44,11,174,34,19.54,12,6.9,128,73.56,44011
44,12,238,87,36.55,20,8.4,131,55.04,44012
44,13,128,41,32.03,11,8.59,76,59.38,44013
44,14,163,42,25.77,15,9.2,106,65.03,44014
44,15,180,64,35.56,17,9.44,99,55.0,44015
44,16,197,45,22.84,12,6.09,140,71.07,44016
44,17,259,70,27.03,17,6.56,172,66.41,44017
44,18,173,49,28.32,11,6.36,113,65.32,44018
44,19,264,73,27.65,15,5.68,176,66.67,44019
44,20,189,39,20.63,16,8.47,134,70.9,44020
44,21,188,51,27.13,16,8.51,121,64.36,44021
44,22,179,56,31.28,11,6.15,112,62.57,44022
44,23,151,45,29.8,9,5.96,97,64.24,44023
44,24,166,58,34.94,12,7.23,96,57.83,44024
44,25,213,52,24.41,9,4.23,152,71.36,44025
44,26,211,62,29.38,13,6.16,136,64.45,44026
44,27,186,45,24.19,7,3.76,134,72.04,44027
44,28,177,52,29.38,15,8.47,110,62.15,44028
44,29,199,56,28.14,13,6.53,130,65.33,44029
44,30,212,58,27.36,15,7.08,139,65.57,44030
44,31,113,30,26.55,8,7.08,75,66.37,44031
44,32,166,38,22.89,14,8.43,114,68.67,44032
44,33,207,50,24.15,22,10.63,135,65.22,44033
44,34,214,59,27.57,14,6.54,141,65.89,44034
44,35,226,85,37.61,9,3.98,132,58.41,44035
44,36,172,42,24.42,16,9.3,114,66.28,44036
44,37,255,60,23.53,22,8.63,173,67.84,44037
44,38,155,43,27.74,16,10.32,96,61.94,44038
44,39,185,43,23.24,12,6.49,130,70.27,44039
44,40,171,66,38.6,10,5.85,95,55.56,44040
44,41,231,64,27.71,23,9.96,144,62.34,44041
45,1,162,53,32.72,7,4.32,102,62.96,45001
45,2,189,44,23.28,17,8.99,128,67.72,45002
45,3,181,51,28.18,24,13.26,106,58.56,45003
45,4,209,55,26.32,13,6.22,141,67.46,45004
45,5,186,44,23.66,31,16.67,111,59.68,45005
45,6,266,78,29.32,20,7.52,168,63.16,45006
45,7,263,73,27.76,11,4.18,179,68.06,45007
45,8,151,57,37.75,13,8.61,81,53.64,45008
45,9,132,39,29.55,14,10.61,79,59.85,45009
45,10,152,54,35.53,10,6.58,88,57.89,45010
45,11,85,31,36.47,12,14.12,42,49.41,45011
45,12,128,38,29.69,13,10.16,77,60.16,45012
45,13,138,36,26.09,15,10.87,87,63.04,45013
45,14,205,50,24.39,25,12.2,130,63.41,45014
45,15,222,79,35.59,23,10.36,120,54.05,45015
45,16,158,42,26.58,17,10.76,99,62.66,45016
45,17,160,48,30.0,10,6.25,102,63.75,45017
45,18,153,52,33.99,20,13.07,81,52.94,45018
45,19,72,22,30.56,5,6.94,45,62.5,45019
45,20,85,37,43.53,12,14.12,36,42.35,45020
45,21,136,45,33.09,16,11.76,75,55.15,45021
45,22,95,26,27.37,20,21.05,49,51.58,45022
45,23,112,47,41.96,13,11.61,52,46.43,45023
45,24,80,33,41.25,11,13.75,36,45.0,45024
45,25,96,30,31.25,15,15.63,51,53.13,45025
45,26,69,27,39.13,5,7.25,37,53.62,45026
45,27,120,43,35.83,15,12.5,62,51.67,45027
45,28,102,23,22.55,15,14.71,64,62.75,45028
45,29,86,29,33.72,8,9.3,49,56.98,45029
45,30,122,39,31.97,16,13.11,67,54.92,45030
45,31,120,41,34.17,8,6.67,71,59.17,45031
45,32,119,30,25.21,12,10.08,77,64.71,45032
45,33,114,37,32.46,11,9.65,66,57.89,45033
45,34,140,43,30.71,12,8.57,85,60.71,45034
45,35,158,54,34.18,17,10.76,87,55.06,45035
45,36,167,48,28.74,13,7.78,106,63.47,45036
45,37,145,52,35.86,15,10.34,78,53.79,45037
45,38,117,38,32.48,11,9.4,68,58.12,45038
45,39,131,42,32.06,14,10.69,75,57.25,45039
45,40,114,31,27.19,13,11.4,70,61.4,45040
45,41,106,23,21.7,21,19.81,62,58.49,45041
45,42,143,54,37.76,17,11.89,72,50.35,45042
45,43,115,37,32.17,8,6.96,70,60.87,45043
45,44,151,53,35.1,14,9.27,84,55.63,45044
45,45,60,14,23.33,10,16.67,36,60.0,45045
45,46,78,26,33.33,8,10.26,44,56.41,45046
45,47,84,22,26.19,8,9.52,54,64.29,45047
45,48,86,24,27.91,11,12.79,51,59.3,45048
46,1,146,40,27.4,25,17.12,81,55.48,46001
46,2,221,52,23.53,24,10.86,145,65.61,46002
46,3,276,73,26.45,23,8.33,180,65.22,46003
46,4,227,61,26.87,21,9.25,145,63.88,46004
46,5,218,51,23.39,20,9.17,147,67.43,46005
46,6,185,46,24.86,28,15.14,111,60.0,46006
46,7,260,114,43.85,13,5.0,133,51.15,46007
46,8,138,48,34.78,15,10.87,75,54.35,46008
46,9,227,64,28.19,19,8.37,144,63.44,46009
46,10,259,57,22.01,24,9.27,178,68.73,46010
46,11,179,58,32.4,17,9.5,104,58.1,46011
46,12,246,53,21.54,15,6.1,178,72.36,46012
46,13,220,61,27.73,21,9.55,138,62.73,46013
46,14,148,56,37.84,23,15.54,69,46.62,46014
46,15,191,55,28.8,9,4.71,127,66.49,46015
46,16,279,64,22.94,20,7.17,195,69.89,46016
46,17,227,81,35.68,31,13.66,115,50.66,46017
46,18,206,50,24.27,23,11.17,133,64.56,46018
46,19,166,74,44.58,14,8.43,78,46.99,46019
46,20,182,47,25.82,22,12.09,113,62.09,46020
46,21,93,22,23.66,10,10.75,61,65.59,46021
46,22,133,32,24.06,11,8.27,90,67.67,46022
46,23,183,57,31.15,12,6.56,114,62.3,46023
46,24,299,98,32.78,25,8.36,176,58.86,46024
46,25,212,52,24.53,13,6.13,147,69.34,46025
46,26,237,46,19.41,17,7.17,174,73.42,46026
46,27,225,46,20.44,20,8.89,159,70.67,46027
46,28,187,88,47.06,8,4.28,91,48.66,46028
46,29,155,58,37.42,14,9.03,83,53.55,46029
46,30,188,57,30.32,23,12.23,108,57.45,46030
46,31,204,41,20.1,17,8.33,146,71.57,46031
46,32,78,23,29.49,12,15.38,43,55.13,46032
46,33,222,82,36.94,11,4.95,129,58.11,46033
46,34,242,69,28.51,20,8.26,153,63.22,46034
46,35,159,48,30.19,20,12.58,91,57.23,46035
46,36,217,67,30.88,25,11.52,125,57.6,46036
46,37,137,35,25.55,20,14.6,82,59.85,46037
46,38,184,54,29.35,24,13.04,106,57.61,46038
46,39,180,53,29.44,16,8.89,111,61.67,46039
46,40,223,60,26.91,14,6.28,149,66.82,46040
47,1,147,45,30.61,2,1.36,100,68.03,47001
47,2,182,59,32.42,12,6.59,111,60.99,47002
47,3,197,73,37.06,16,8.12,108,54.82,47003
47,4,232,69,29.74,21,9.05,142,61.21,47004
47,5,266,92,34.59,16,6.02,158,59.4,47005
47,6,225,66,29.33,16,7.11,143,63.56,47006
47,7,176,56,31.82,12,6.82,108,61.36,47007
47,8,220,74,33.64,14,6.36,132,60.0,47008
47,9,167,49,29.34,9,5.39,109,65.27,47009
47,10,307,68,22.15,14,4.56,225,73.29,47010
47,11,184,52,28.26,16,8.7,116,63.04,47011
47,12,225,64,28.44,14,6.22,147,65.33,47012
47,13,259,86,33.2,19,7.34,154,59.46,47013
47,14,204,82,40.2,10,4.9,112,54.9,47014
47,15,303,56,18.48,25,8.25,222,73.27,47015
47,16,201,65,32.34,16,7.96,120,59.7,47016
47,17,216,81,37.5,29,13.43,106,49.07,47017
47,18,202,64,31.68,7,3.47,131,64.85,47018
47,19,371,99,26.68,29,7.82,243,65.5,47019
47,20,230,62,26.96,15,6.52,153,66.52,47020
47,21,260,81,31.15,19,7.31,160,61.54,47021
47,22,277,88,31.77,20,7.22,169,61.01,47022
47,23,260,60,23.08,19,7.31,181,69.62,47023
47,24,252,95,37.7,12,4.76,145,57.54,47024
47,25,248,83,33.47,16,6.45,149,60.08,47025
47,26,289,78,26.99,23,7.96,188,65.05,47026
47,27,223,71,31.84,11,4.93,141,63.23,47027
47,28,218,67,30.73,15,6.88,136,62.39,47028
47,29,241,79,32.78,12,4.98,150,62.24,47029
47,30,293,102,34.81,21,7.17,170,58.02,47030
47,31,256,83,32.42,19,7.42,154,60.16,47031
47,32,331,88,26.59,23,6.95,220,66.47,47032
47,33,192,35,18.23,16,8.33,141,73.44,47033
47,34,233,67,28.76,15,6.44,151,64.81,47034
47,35,147,53,36.05,14,9.52,80,54.42,47035
47,36,270,71,26.3,18,6.67,181,67.04,47036
47,37,210,65,30.95,7,3.33,138,65.71,47037
47,38,245,73,29.8,15,6.12,157,64.08,47038
47,39,282,112,39.72,17,6.03,153,54.26,47039
47,40,191,66,34.55,8,4.19,117,61.26,47040
47,41,265,91,34.34,10,3.77,164,61.89,47041
47,42,226,58,25.66,9,3.98,159,70.35,47042
47,43,181,73,40.33,15,8.29,93,51.38,47043
47,44,180,51,28.33,12,6.67,117,65.0,47044
47,45,262,93,35.5,18,6.87,151,57.63,47045
47,46,101,39,38.61,4,3.96,58,57.43,47046
47,47,222,71,31.98,7,3.15,144,64.86,47047
47,48,24,7,29.17,5,20.83,12,50.0,47048
48,1,245,56,22.86,21,8.57,168,68.57,48001
48,2,100,36,36.0,6,6.0,58,58.0,48002
48,3,215,72,33.49,19,8.84,124,57.67,48003
48,4,238,85,35.71,14,5.88,139,58.4,48004
48,5,203,89,43.84,8,3.94,106,52.22,48005
48,6,213,60,28.17,21,9.86,132,61.97,48006
48,7,276,79,28.62,14,5.07,183,66.3,48007
48,8,121,51,42.15,8,6.61,62,51.24,48008
48,9,149,53,35.57,16,10.74,80,53.69,48009
48,10,346,77,22.25,24,6.94,245,70.81,48010
48,11,198,48,24.24,14,7.07,136,68.69,48011
48,12,269,81,30.11,20,7.43,168,62.45,48012
48,13,271,114,42.07,17,6.27,140,51.66,48013
48,14,111,45,40.54,10,9.01,56,50.45,48014
48,15,103,45,43.69,8,7.77,50,48.54,48015
48,16,214,68,31.78,20,9.35,126,58.88,48016
48,17,230,74,32.17,17,7.39,139,60.43,48017
48,18,147,63,42.86,16,10.88,68,46.26,48018
48,19,196,74,37.76,27,13.78,95,48.47,48019
48,20,267,59,22.1,23,8.61,185,69.29,48020
48,21,248,56,22.58,31,12.5,161,64.92,48021
48,22,213,95,44.6,14,6.57,104,48.83,48022
48,23,289,123,42.56,18,6.23,148,51.21,48023
48,24,187,70,37.43,24,12.83,93,49.73,48024
48,25,205,64,31.22,13,6.34,128,62.44,48025
48,26,87,26,29.89,6,6.9,55,63.22,48026
48,27,130,48,36.92,8,6.15,74,56.92,48027
48,28,226,91,40.27,21,9.29,114,50.44,48028
48,29,139,67,48.2,9,6.47,63,45.32,48029
48,30,214,51,23.83,15,7.01,148,69.16,48030
48,31,219,72,32.88,25,11.42,122,55.71,48031
48,32,184,60,32.61,24,13.04,100,54.35,48032
48,33,125,59,47.2,5,4.0,61,48.8,48033
48,34,191,51,26.7,15,7.85,125,65.45,48034
48,35,125,40,32.0,15,12.0,70,56.0,48035
48,36,144,65,45.14,13,9.03,66,45.83,48036
48,37,238,46,19.33,10,4.2,182,76.47,48037
48,38,268,89,33.21,18,6.72,161,60.07,48038
48,39,175,77,44.0,12,6.86,86,49.14,48039
48,40,197,46,23.35,14,7.11,137,69.54,48040
48,41,209,58,27.75,18,8.61,133,63.64,48041
48,42,281,66,23.49,20,7.12,195,69.4,48042
48,43,243,89,36.63,23,9.47,131,53.91,48043
48,44,274,69,25.18,28,10.22,177,64.6,48044
48,45,156,31,19.87,13,8.33,112,71.79,48045
48,46,152,65,42.76,14,9.21,73,48.03,48046
49,1,110,33,30.0,21,19.09,56,50.91,49001
49,2,137,34,24.82,9,6.57,94,68.61,49002
49,3,233,82,35.19,18,7.73,133,57.08,49003
49,4,235,47,20.0,19,8.09,169,71.91,49004
49,5,205,78,38.05,12,5.85,115,56.1,49005
49,6,165,50,30.3,14,8.48,101,61.21,49006
49,7,159,55,34.59,11,6.92,93,58.49,49007
49,8,139,52,37.41,12,8.63,75,53.96,49008
49,9,204,49,24.02,14,6.86,141,69.12,49009
49,10,206,77,37.38,13,6.31,116,56.31,49010
49,11,223,63,28.25,22,9.87,138,61.88,49011
49,12,213,61,28.64,9,4.23,143,67.14,49012
49,13,230,66,28.7,18,7.83,146,63.48,49013
49,14,124,46,37.1,11,8.87,67,54.03,49014
49,15,137,41,29.93,16,11.68,80,58.39,49015
49,16,187,62,33.16,17,9.09,108,57.75,49016
49,17,148,51,34.46,19,12.84,78,52.7,49017
49,18,242,61,25.21,17,7.02,164,67.77,49018
49,19,136,58,42.65,17,12.5,61,44.85,49019
49,20,297,61,20.54,24,8.08,212,71.38,49020
49,21,83,32,38.55,14,16.87,37,44.58,49021
49,22,194,60,30.93,24,12.37,110,56.7,49022
49,23,217,59,27.19,20,9.22,138,63.59,49023
49,24,119,42,35.29,10,8.4,67,56.3,49024
49,25,226,63,27.88,17,7.52,146,64.6,49025
49,26,214,51,23.83,22,10.28,141,65.89,49026
49,27,161,43,26.71,13,8.07,105,65.22,49027
49,28,277,60,21.66,30,10.83,187,67.51,49028
49,29,226,70,30.97,14,6.19,142,62.83,49029
49,30,192,69,35.94,18,9.38,105,54.69,49030
49,31,122,37,30.33,17,13.93,68,55.74,49031
49,32,187,54,28.88,24,12.83,109,58.29,49032
49,33,162,58,35.8,11,6.79,93,57.41,49033
50,1,121,53,43.8,18,14.88,50,41.32,50001
50,2,72,32,44.44,6,8.33,34,47.22,50002
50,3,131,56,42.75,9,6.87,66,50.38,50003
50,4,157,59,37.58,18,11.46,80,50.96,50004
50,5,94,42,44.68,5,5.32,47,50.0,50005
50,6,151,57,37.75,19,12.58,75,49.67,50006
50,7,219,81,36.99,21,9.59,117,53.42,50007
50,8,124,43,34.68,15,12.1,66,53.23,50008
50,9,120,31,25.83,11,9.17,78,65.0,50009
50,10,96,40,41.67,10,10.42,46,47.92,50010
50,11,71,28,39.44,10,14.08,33,46.48,50011
50,12,52,22,42.31,6,11.54,24,46.15,50012
50,13,123,39,31.71,19,15.45,65,52.85,50013
50,14,42,19,45.24,4,9.52,19,45.24,50014
50,15,217,76,35.02,12,5.53,129,59.45,50015
50,16,48,19,39.58,6,12.5,23,47.92,50016
50,17,93,42,45.16,13,13.98,38,40.86,50017
50,18,23,7,30.43,2,8.7,14,60.87,50018
50,19,80,32,40.0,11,13.75,37,46.25,50019
50,20,149,56,37.58,8,5.37,85,57.05,50020
50,21,122,34,27.87,15,12.3,73,59.84,50021
50,22,101,44,43.56,13,12.87,44,43.56,50022
50,23,64,29,45.31,8,12.5,27,42.19,50023
