ward,precinct,total,"Napoleon B. Harris, III","Napoleon B. Harris, III Percent",precinct_id
9,3,44,44,100.0,09003
9,4,9,9,100.0,09004
9,7,45,45,100.0,09007
9,11,25,25,100.0,09011
9,15,38,38,100.0,09015
9,16,25,25,100.0,09016
9,26,68,68,100.0,09026
9,28,31,31,100.0,09028
9,31,10,10,100.0,09031
9,33,73,73,100.0,09033
9,41,96,96,100.0,09041
9,45,71,71,100.0,09045
