ward,precinct,total,Martin J. Moylan,Martin J. Moylan Percent,precinct_id
41,8,88,88,100.0,41008
41,18,77,77,100.0,41018
41,25,47,47,100.0,41025
41,28,78,78,100.0,41028
41,29,44,44,100.0,41029
41,41,97,97,100.0,41041
