ward,precinct,total,Ann M. Williams,Ann M. Williams Percent,precinct_id
2,24,137,137,100.0,02024
2,26,53,53,100.0,02026
32,7,173,173,100.0,32007
32,8,168,168,100.0,32008
32,10,138,138,100.0,32010
32,15,159,159,100.0,32015
32,18,40,40,100.0,32018
32,19,18,18,100.0,32019
32,21,198,198,100.0,32021
32,23,154,154,100.0,32023
32,25,173,173,100.0,32025
32,30,1,1,100.0,32030
32,39,153,153,100.0,32039
32,40,165,165,100.0,32040
32,41,152,152,100.0,32041
32,42,67,67,100.0,32042
33,8,166,166,100.0,33008
33,24,323,323,100.0,33024
43,2,182,182,100.0,43002
43,6,108,108,100.0,43006
43,16,187,187,100.0,43016
43,18,178,178,100.0,43018
43,21,103,103,100.0,43021
43,22,74,74,100.0,43022
43,31,165,165,100.0,43031
43,39,41,41,100.0,43039
43,46,87,87,100.0,43046
44,2,163,163,100.0,44002
44,9,151,151,100.0,44009
44,10,162,162,100.0,44010
44,11,167,167,100.0,44011
44,13,138,138,100.0,44013
44,14,163,163,100.0,44014
44,16,133,133,100.0,44016
44,20,80,80,100.0,44020
44,22,159,159,100.0,44022
44,26,214,214,100.0,44026
44,27,190,190,100.0,44027
44,29,199,199,100.0,44029
44,30,220,220,100.0,44030
44,31,2,2,100.0,44031
44,32,64,64,100.0,44032
44,33,207,207,100.0,44033
44,34,121,121,100.0,44034
44,36,173,173,100.0,44036
44,37,85,85,100.0,44037
44,38,157,157,100.0,44038
44,39,188,188,100.0,44039
44,40,162,162,100.0,44040
46,3,271,271,100.0,46003
46,7,249,249,100.0,46007
46,10,68,68,100.0,46010
46,11,76,76,100.0,46011
46,13,218,218,100.0,46013
46,15,193,193,100.0,46015
46,17,215,215,100.0,46017
46,18,203,203,100.0,46018
46,19,158,158,100.0,46019
46,24,286,286,100.0,46024
46,26,102,102,100.0,46026
46,28,191,191,100.0,46028
46,29,137,137,100.0,46029
46,30,166,166,100.0,46030
46,31,194,194,100.0,46031
46,33,216,216,100.0,46033
46,35,55,55,100.0,46035
46,36,211,211,100.0,46036
46,38,24,24,100.0,46038
46,39,187,187,100.0,46039
47,1,155,155,100.0,47001
47,2,195,195,100.0,47002
47,3,208,208,100.0,47003
47,4,239,239,100.0,47004
47,6,235,235,100.0,47006
47,7,173,173,100.0,47007
47,8,228,228,100.0,47008
47,9,165,165,100.0,47009
47,11,197,197,100.0,47011
47,12,221,221,100.0,47012
47,13,263,263,100.0,47013
47,14,203,203,100.0,47014
47,16,195,195,100.0,47016
47,17,236,236,100.0,47017
47,21,257,257,100.0,47021
47,24,7,7,100.0,47024
47,25,137,137,100.0,47025
47,27,228,228,100.0,47027
47,28,20,20,100.0,47028
47,29,234,234,100.0,47029
47,33,191,191,100.0,47033
47,35,141,141,100.0,47035
47,40,189,189,100.0,47040
47,43,182,182,100.0,47043
47,46,77,77,100.0,47046
47,47,234,234,100.0,47047
