ward,precinct,total,Thomas More Donnelly,Thomas More Donnelly Percent,Claudia Silva-Hernandez,Claudia Silva-Hernandez Percent,precinct_id
17,13,77,46,59.74,18,23.38,17013
17,14,55,24,43.64,19,34.55,17014
17,15,102,46,45.1,27,26.47,17015
17,16,81,38,46.91,34,41.98,17016
17,17,85,41,48.24,28,32.94,17017
17,18,140,87,62.14,26,18.57,17018
17,19,37,19,51.35,9,24.32,17019
17,20,152,82,53.95,47,30.92,17020
17,21,162,76,46.91,49,30.25,17021
17,22,97,52,53.61,24,24.74,17022
17,23,65,37,56.92,16,24.62,17023
17,24,119,69,57.98,30,25.21,17024
17,25,68,39,57.35,16,23.53,17025
17,26,102,56,54.9,30,29.41,17026
17,27,104,54,51.92,25,24.04,17027
17,28,80,37,46.25,27,33.75,17028
17,29,102,51,50.0,33,32.35,17029
17,30,37,15,40.54,16,43.24,17030
17,31,72,37,51.39,15,20.83,17031
17,32,59,33,55.93,16,27.12,17032
17,33,46,22,47.83,14,30.43,17033
17,34,52,31,59.62,10,19.23,17034
17,35,60,26,43.33,20,33.33,17035
17,36,91,46,50.55,31,34.07,17036
17,37,95,52,54.74,26,27.37,17037
17,38,100,52,52.0,26,26.0,17038
17,39,103,47,45.63,33,32.04,17039
17,40,144,81,56.25,31,21.53,17040
17,41,124,64,51.61,42,33.87,17041
18,1,88,48,54.55,26,29.55,18001
18,2,60,31,51.67,22,36.67,18002
18,3,71,39,54.93,25,35.21,18003
18,4,156,91,58.33,38,24.36,18004
18,5,67,29,43.28,23,34.33,18005
18,6,86,49,56.98,28,32.56,18006
18,7,94,48,51.06,30,31.91,18007
18,8,160,79,49.38,56,35.0,18008
18,9,174,92,52.87,44,25.29,18009
18,10,225,120,53.33,72,32.0,18010
18,11,92,40,43.48,33,35.87,18011
18,12,129,64,49.61,37,28.68,18012
18,13,111,72,64.86,25,22.52,18013
18,14,166,95,57.23,44,26.51,18014
18,15,103,43,41.75,45,43.69,18015
18,16,130,75,57.69,29,22.31,18016
18,17,92,46,50.0,27,29.35,18017
18,18,159,86,54.09,34,21.38,18018
18,19,136,65,47.79,32,23.53,18019
18,20,84,39,46.43,23,27.38,18020
18,21,184,98,53.26,62,33.7,18021
18,22,165,95,57.58,43,26.06,18022
18,23,110,55,50.0,33,30.0,18023
18,24,55,21,38.18,29,52.73,18024
18,25,85,34,40.0,47,55.29,18025
18,26,200,117,58.5,43,21.5,18026
18,27,94,49,52.13,33,35.11,18027
18,28,84,42,50.0,37,44.05,18028
18,29,121,62,51.24,40,33.06,18029
18,30,74,37,50.0,27,36.49,18030
18,31,124,62,50.0,43,34.68,18031
18,32,147,82,55.78,30,20.41,18032
18,33,79,51,64.56,18,22.78,18033
18,34,191,119,62.3,37,19.37,18034
18,35,172,101,58.72,34,19.77,18035
18,36,82,45,54.88,26,31.71,18036
18,37,185,100,54.05,55,29.73,18037
18,38,118,68,57.63,24,20.34,18038
18,39,73,33,45.21,27,36.99,18039
18,40,112,40,35.71,51,45.54,18040
18,41,175,98,56.0,36,20.57,18041
18,42,86,45,52.33,27,31.4,18042
18,43,52,26,50.0,18,34.62,18043
18,44,73,32,43.84,34,46.58,18044
18,45,80,37,46.25,35,43.75,18045
18,46,85,41,48.24,41,48.24,18046
18,47,76,44,57.89,25,32.89,18047
18,48,69,38,55.07,17,24.64,18048
18,49,60,39,65.0,13,21.67,18049
18,50,66,36,54.55,17,25.76,18050
19,1,116,99,85.34,11,9.48,19001
19,2,271,154,56.83,75,27.68,19002
19,3,54,43,79.63,7,12.96,19003
19,4,117,91,77.78,19,16.24,19004
19,5,201,120,59.7,47,23.38,19005
19,6,101,64,63.37,26,25.74,19006
19,7,117,87,74.36,15,12.82,19007
19,8,78,62,79.49,7,8.97,19008
19,9,82,61,74.39,15,18.29,19009
19,10,245,172,70.2,44,17.96,19010
19,11,95,75,78.95,14,14.74,19011
19,12,74,54,72.97,11,14.86,19012
19,13,217,96,44.24,75,34.56,19013
19,14,187,125,66.84,39,20.86,19014
19,15,113,84,74.34,18,15.93,19015
19,16,119,85,71.43,27,22.69,19016
19,17,124,95,76.61,18,14.52,19017
19,18,201,141,70.15,46,22.89,19018
19,19,276,161,58.33,73,26.45,19019
19,20,171,84,49.12,52,30.41,19020
19,21,97,69,71.13,21,21.65,19021
19,22,186,129,69.35,36,19.35,19022
19,23,153,115,75.16,27,17.65,19023
19,24,61,49,80.33,6,9.84,19024
19,25,168,108,64.29,34,20.24,19025
19,26,161,124,77.02,27,16.77,19026
19,27,173,95,54.91,51,29.48,19027
19,28,211,97,45.97,72,34.12,19028
19,29,88,59,67.05,19,21.59,19029
19,30,80,64,80.0,12,15.0,19030
19,31,148,115,77.7,24,16.22,19031
19,32,114,82,71.93,25,21.93,19032
19,33,93,68,73.12,15,16.13,19033
19,34,141,108,76.6,25,17.73,19034
19,35,168,125,74.4,25,14.88,19035
19,36,204,105,51.47,58,28.43,19036
19,37,215,147,68.37,40,18.6,19037
19,38,175,89,50.86,56,32.0,19038
19,39,40,15,37.5,11,27.5,19039
19,40,191,124,64.92,49,25.65,19040
19,41,77,55,71.43,14,18.18,19041
19,42,144,82,56.94,41,28.47,19042
19,43,204,94,46.08,72,35.29,19043
19,44,97,69,71.13,22,22.68,19044
19,45,117,91,77.78,17,14.53,19045
19,46,128,99,77.34,26,20.31,19046
19,47,291,146,50.17,92,31.62,19047
19,48,158,77,48.73,52,32.91,19048
19,49,236,129,54.66,65,27.54,19049
19,50,104,61,58.65,33,31.73,19050
19,51,172,139,80.81,20,11.63,19051
19,52,111,79,71.17,24,21.62,19052
19,53,125,92,73.6,23,18.4,19053
19,54,61,50,81.97,9,14.75,19054
19,55,65,53,81.54,7,10.77,19055
19,56,209,133,63.64,48,22.97,19056
19,57,164,105,64.02,43,26.22,19057
20,1,131,71,54.2,32,24.43,20001
20,2,24,16,66.67,6,25.0,20002
20,3,114,52,45.61,41,35.96,20003
20,4,33,18,54.55,12,36.36,20004
20,5,107,48,44.86,38,35.51,20005
20,6,38,18,47.37,14,36.84,20006
20,7,94,34,36.17,41,43.62,20007
20,8,96,43,44.79,27,28.13,20008
20,9,165,78,47.27,54,32.73,20009
20,10,61,29,47.54,19,31.15,20010
20,11,98,58,59.18,28,28.57,20011
20,12,56,17,30.36,20,35.71,20012
20,13,107,54,50.47,29,27.1,20013
20,14,70,45,64.29,15,21.43,20014
20,15,60,14,23.33,42,70.0,20015
20,16,149,73,48.99,40,26.85,20016
20,17,54,21,38.89,25,46.3,20017
20,18,74,34,45.95,21,28.38,20018
20,19,78,35,44.87,24,30.77,20019
20,20,54,18,33.33,34,62.96,20020
20,21,66,29,43.94,26,39.39,20021
20,22,191,102,53.4,54,28.27,20022
20,23,79,37,46.84,22,27.85,20023
20,24,131,80,61.07,26,19.85,20024
20,25,77,34,44.16,23,29.87,20025
20,26,134,72,53.73,36,26.87,20026
20,27,68,33,48.53,22,32.35,20027
20,28,59,25,42.37,20,33.9,20028
20,29,127,64,50.39,38,29.92,20029
20,30,53,29,54.72,16,30.19,20030
20,31,108,54,50.0,33,30.56,20031
20,32,71,34,47.89,24,33.8,20032
20,33,64,36,56.25,16,25.0,20033
20,34,124,78,62.9,30,24.19,20034
20,35,34,17,50.0,7,20.59,20035
20,36,35,20,57.14,11,31.43,20036
20,37,30,17,56.67,10,33.33,20037
20,38,22,7,31.82,10,45.45,20038
20,39,2,1,50.0,0,0.0,20039
21,1,151,79,52.32,44,29.14,21001
21,2,61,39,63.93,16,26.23,21002
21,3,162,83,51.23,40,24.69,21003
21,4,115,45,39.13,36,31.3,21004
21,5,153,68,44.44,43,28.1,21005
21,6,97,54,55.67,27,27.84,21006
21,7,173,91,52.6,44,25.43,21007
21,8,152,79,51.97,44,28.95,21008
21,9,157,83,52.87,36,22.93,21009
21,10,127,61,48.03,26,20.47,21010
21,11,119,63,52.94,36,30.25,21011
21,12,91,47,51.65,27,29.67,21012
21,13,102,63,61.76,15,14.71,21013
21,14,145,76,52.41,35,24.14,21014
21,15,103,45,43.69,31,30.1,21015
21,16,96,43,44.79,27,28.13,21016
21,17,93,53,56.99,23,24.73,21017
21,18,160,85,53.13,47,29.38,21018
21,19,150,78,52.0,36,24.0,21019
21,20,132,62,46.97,40,30.3,21020
21,21,118,61,51.69,36,30.51,21021
21,22,122,54,44.26,40,32.79,21022
21,23,133,66,49.62,35,26.32,21023
21,24,151,86,56.95,39,25.83,21024
21,25,136,77,56.62,34,25.0,21025
21,26,77,43,55.84,23,29.87,21026
21,27,133,63,47.37,32,24.06,21027
21,28,135,80,59.26,32,23.7,21028
21,29,144,88,61.11,29,20.14,21029
21,30,97,52,53.61,23,23.71,21030
21,31,125,62,49.6,38,30.4,21031
21,32,114,60,52.63,28,24.56,21032
21,33,101,49,48.51,31,30.69,21033
21,34,99,48,48.48,30,30.3,21034
21,35,154,87,56.49,41,26.62,21035
21,36,117,64,54.7,29,24.79,21036
21,37,112,52,46.43,30,26.79,21037
21,38,96,36,37.5,42,43.75,21038
21,39,79,33,41.77,29,36.71,21039
21,40,122,65,53.28,37,30.33,21040
21,41,154,94,61.04,37,24.03,21041
21,42,137,65,47.45,43,31.39,21042
21,43,132,66,50.0,38,28.79,21043
21,44,137,73,53.28,34,24.82,21044
21,45,110,53,48.18,33,30.0,21045
21,46,131,68,51.91,37,28.24,21046
21,47,96,41,42.71,35,36.46,21047
21,48,130,80,61.54,30,23.08,21048
21,49,152,76,50.0,40,26.32,21049
21,50,100,48,48.0,33,33.0,21050
21,51,147,70,47.62,41,27.89,21051
21,52,138,70,50.72,40,28.99,21052
21,53,104,55,52.88,35,33.65,21053
21,54,108,52,48.15,31,28.7,21054
22,1,54,25,46.3,12,22.22,22001
22,2,95,43,45.26,48,50.53,22002
22,3,105,28,26.67,74,70.48,22003
22,4,48,17,35.42,30,62.5,22004
22,5,69,26,37.68,42,60.87,22005
22,6,66,19,28.79,46,69.7,22006
22,7,71,18,25.35,51,71.83,22007
22,8,109,46,42.2,54,49.54,22008
22,9,61,25,40.98,35,57.38,22009
22,10,116,45,38.79,67,57.76,22010
22,11,41,10,24.39,30,73.17,22011
22,12,69,26,37.68,37,53.62,22012
22,13,64,18,28.13,43,67.19,22013
22,14,74,29,39.19,36,48.65,22014
22,15,50,10,20.0,38,76.0,22015
22,16,53,16,30.19,34,64.15,22016
22,17,93,30,32.26,61,65.59,22017
22,18,58,19,32.76,39,67.24,22018
22,19,39,24,61.54,9,23.08,22019
22,20,65,26,40.0,36,55.38,22020
22,21,83,60,72.29,10,12.05,22021
22,22,43,18,41.86,23,53.49,22022
22,23,132,68,51.52,31,23.48,22023
22,24,101,29,28.71,70,69.31,22024
22,25,57,16,28.07,40,70.18,22025
23,1,75,48,64.0,24,32.0,23001
23,2,95,43,45.26,47,49.47,23002
23,3,75,40,53.33,26,34.67,23003
23,4,75,35,46.67,33,44.0,23004
23,5,60,30,50.0,26,43.33,23005
23,6,58,21,36.21,36,62.07,23006
23,7,48,23,47.92,24,50.0,23007
23,8,84,34,40.48,46,54.76,23008
23,9,39,12,30.77,23,58.97,23009
23,10,81,29,35.8,49,60.49,23010
23,11,60,18,30.0,41,68.33,23011
23,12,76,51,67.11,23,30.26,23012
23,13,53,14,26.42,36,67.92,23013
23,14,61,31,50.82,26,42.62,23014
23,15,44,17,38.64,19,43.18,23015
23,16,97,56,57.73,37,38.14,23016
23,17,35,7,20.0,25,71.43,23017
23,18,77,45,58.44,23,29.87,23018
23,19,47,15,31.91,30,63.83,23019
23,20,35,7,20.0,27,77.14,23020
23,21,82,44,53.66,28,34.15,23021
23,22,59,37,62.71,16,27.12,23022
23,23,94,51,54.26,35,37.23,23023
23,24,57,25,43.86,29,50.88,23024
23,25,55,16,29.09,38,69.09,23025
23,26,74,30,40.54,38,51.35,23026
23,27,80,47,58.75,29,36.25,23027
23,28,69,35,50.72,28,40.58,23028
23,29,71,36,50.7,28,39.44,23029
23,30,75,36,48.0,39,52.0,23030
23,31,45,16,35.56,28,62.22,23031
23,32,63,29,46.03,31,49.21,23032
23,33,63,22,34.92,41,65.08,23033
23,34,58,25,43.1,31,53.45,23034
23,35,50,31,62.0,16,32.0,23035
23,36,77,42,54.55,20,25.97,23036
23,37,111,50,45.05,53,47.75,23037
23,38,75,36,48.0,35,46.67,23038
23,39,81,34,41.98,43,53.09,23039
24,1,78,44,56.41,19,24.36,24001
24,2,61,26,42.62,24,39.34,24002
24,3,70,40,57.14,15,21.43,24003
24,4,48,26,54.17,14,29.17,24004
24,5,26,16,61.54,3,11.54,24005
24,6,82,43,52.44,24,29.27,24006
24,7,50,29,58.0,18,36.0,24007
24,8,24,14,58.33,6,25.0,24008
24,9,64,32,50.0,23,35.94,24009
24,10,56,26,46.43,21,37.5,24010
24,11,57,33,57.89,16,28.07,24011
24,12,42,23,54.76,16,38.1,24012
24,13,38,19,50.0,11,28.95,24013
24,14,38,18,47.37,10,26.32,24014
24,15,33,15,45.45,11,33.33,24015
24,16,422,157,37.2,214,50.71,24016
24,17,56,25,44.64,18,32.14,24017
24,18,84,46,54.76,24,28.57,24018
24,19,87,43,49.43,19,21.84,24019
24,20,62,26,41.94,18,29.03,24020
24,21,33,19,57.58,7,21.21,24021
24,22,104,38,36.54,36,34.62,24022
24,23,61,33,54.1,15,24.59,24023
24,24,76,39,51.32,24,31.58,24024
24,25,39,23,58.97,11,28.21,24025
24,26,157,84,53.5,47,29.94,24026
24,27,91,58,63.74,23,25.27,24027
24,28,35,11,31.43,17,48.57,24028
24,29,23,13,56.52,9,39.13,24029
24,30,42,21,50.0,11,26.19,24030
24,31,72,37,51.39,19,26.39,24031
24,32,49,35,71.43,8,16.33,24032
24,33,42,24,57.14,12,28.57,24033
24,34,63,33,52.38,22,34.92,24034
24,35,68,38,55.88,16,23.53,24035
24,36,113,47,41.59,43,38.05,24036
24,37,47,16,34.04,20,42.55,24037
24,38,78,34,43.59,31,39.74,24038
24,39,104,50,48.08,41,39.42,24039
24,40,80,43,53.75,20,25.0,24040
24,41,66,40,60.61,16,24.24,24041
25,1,99,42,42.42,53,53.54,25001
25,2,150,85,56.67,60,40.0,25002
25,3,169,120,71.01,34,20.12,25003
25,4,80,42,52.5,25,31.25,25004
25,5,117,53,45.3,62,52.99,25005
25,6,33,22,66.67,10,30.3,25006
25,7,118,48,40.68,66,55.93,25007
25,8,133,65,48.87,64,48.12,25008
25,9,91,47,51.65,41,45.05,25009
25,10,140,100,71.43,32,22.86,25010
25,11,129,59,45.74,66,51.16,25011
25,12,130,81,62.31,45,34.62,25012
25,13,169,61,36.09,99,58.58,25013
25,14,81,56,69.14,19,23.46,25014
25,15,101,34,33.66,64,63.37,25015
25,16,157,121,77.07,28,17.83,25016
25,17,141,68,48.23,67,47.52,25017
25,18,49,27,55.1,18,36.73,25018
25,19,118,53,44.92,61,51.69,25019
25,20,51,20,39.22,22,43.14,25020
25,21,276,180,65.22,65,23.55,25021
25,22,113,51,45.13,57,50.44,25022
25,23,163,61,37.42,94,57.67,25023
25,24,98,51,52.04,46,46.94,25024
25,25,113,83,73.45,26,23.01,25025
25,26,105,40,38.1,60,57.14,25026
25,27,151,91,60.26,45,29.8,25027
25,28,116,54,46.55,59,50.86,25028
25,29,92,45,48.91,39,42.39,25029
25,30,102,47,46.08,50,49.02,25030
25,31,173,123,71.1,35,20.23,25031
25,32,87,38,43.68,42,48.28,25032
26,1,117,72,61.54,42,35.9,26001
26,2,83,48,57.83,28,33.73,26002
26,3,129,96,74.42,25,19.38,26003
26,4,53,24,45.28,21,39.62,26004
26,5,97,55,56.7,33,34.02,26005
26,6,67,41,61.19,23,34.33,26006
26,7,97,74,76.29,18,18.56,26007
26,8,46,23,50.0,20,43.48,26008
26,9,98,40,40.82,49,50.0,26009
26,10,84,46,54.76,34,40.48,26010
26,11,105,55,52.38,48,45.71,26011
26,12,127,64,50.39,52,40.94,26012
26,13,41,16,39.02,23,56.1,26013
26,14,81,38,46.91,39,48.15,26014
26,15,45,20,44.44,20,44.44,26015
26,16,35,11,31.43,20,57.14,26016
26,17,123,91,73.98,26,21.14,26017
26,18,62,35,56.45,24,38.71,26018
26,19,43,18,41.86,23,53.49,26019
26,20,115,75,65.22,34,29.57,26020
26,21,117,82,70.09,31,26.5,26021
26,22,22,4,18.18,17,77.27,26022
26,23,50,28,56.0,18,36.0,26023
26,24,75,43,57.33,24,32.0,26024
26,25,82,40,48.78,34,41.46,26025
26,26,76,46,60.53,27,35.53,26026
26,27,137,72,52.55,54,39.42,26027
26,28,155,112,72.26,29,18.71,26028
26,29,69,40,57.97,27,39.13,26029
26,30,112,68,60.71,34,30.36,26030
26,31,47,25,53.19,21,44.68,26031
26,32,110,68,61.82,30,27.27,26032
26,33,119,82,68.91,34,28.57,26033
26,34,137,102,74.45,28,20.44,26034
26,35,86,35,40.7,47,54.65,26035
26,36,114,73,64.04,37,32.46,26036
26,37,115,78,67.83,33,28.7,26037
26,38,44,15,34.09,28,63.64,26038
26,39,128,79,61.72,45,35.16,26039
26,40,54,34,62.96,16,29.63,26040
26,41,124,76,61.29,44,35.48,26041
26,42,105,66,62.86,34,32.38,26042
26,43,50,10,20.0,35,70.0,26043
26,44,47,14,29.79,31,65.96,26044
26,45,37,16,43.24,18,48.65,26045
26,46,86,50,58.14,27,31.4,26046
26,47,45,17,37.78,25,55.56,26047
26,48,121,80,66.12,33,27.27,26048
26,49,44,22,50.0,20,45.45,26049
27,1,190,138,72.63,31,16.32,27001
27,2,137,85,62.04,31,22.63,27002
27,3,43,21,48.84,13,30.23,27003
27,4,68,37,54.41,19,27.94,27004
27,5,71,36,50.7,13,18.31,27005
27,6,115,66,57.39,31,26.96,27006
27,7,146,106,72.6,29,19.86,27007
27,8,70,38,54.29,22,31.43,27008
27,9,50,32,64.0,13,26.0,27009
27,10,115,53,46.09,46,40.0,27010
27,11,93,69,74.19,14,15.05,27011
27,12,83,64,77.11,15,18.07,27012
27,13,194,126,64.95,43,22.16,27013
27,14,46,19,41.3,16,34.78,27014
27,15,46,25,54.35,15,32.61,27015
27,16,81,61,75.31,16,19.75,27016
27,17,96,49,51.04,29,30.21,27017
27,18,65,35,53.85,17,26.15,27018
27,19,50,39,78.0,8,16.0,27019
27,20,39,12,30.77,24,61.54,27020
27,21,117,77,65.81,28,23.93,27021
27,22,56,19,33.93,25,44.64,27022
27,23,70,41,58.57,14,20.0,27023
27,24,48,23,47.92,20,41.67,27024
27,25,104,52,50.0,30,28.85,27025
27,26,67,36,53.73,19,28.36,27026
27,27,133,74,55.64,42,31.58,27027
27,28,149,88,59.06,43,28.86,27028
27,29,67,32,47.76,24,35.82,27029
27,30,38,21,55.26,7,18.42,27030
27,31,62,37,59.68,14,22.58,27031
27,32,100,44,44.0,38,38.0,27032
27,33,113,70,61.95,28,24.78,27033
27,34,58,33,56.9,14,24.14,27034
27,35,148,114,77.03,27,18.24,27035
27,36,71,45,63.38,19,26.76,27036
27,37,112,52,46.43,40,35.71,27037
27,38,185,101,54.59,53,28.65,27038
27,39,90,53,58.89,30,33.33,27039
27,40,106,73,68.87,28,26.42,27040
27,41,98,50,51.02,30,30.61,27041
27,42,92,58,63.04,24,26.09,27042
27,43,71,33,46.48,24,33.8,27043
27,44,53,30,56.6,15,28.3,27044
27,45,228,160,70.18,52,22.81,27045
27,46,91,68,74.73,14,15.38,27046
27,47,87,49,56.32,27,31.03,27047
27,48,158,99,62.66,40,25.32,27048
27,49,86,54,62.79,22,25.58,27049
27,50,90,41,45.56,31,34.44,27050
28,1,34,18,52.94,8,23.53,28001
28,2,65,40,61.54,13,20.0,28002
28,3,44,30,68.18,9,20.45,28003
28,4,63,35,55.56,22,34.92,28004
28,5,58,29,50.0,21,36.21,28005
28,6,54,33,61.11,12,22.22,28006
28,7,50,32,64.0,13,26.0,28007
28,8,121,87,71.9,24,19.83,28008
28,9,61,27,44.26,19,31.15,28009
28,10,110,75,68.18,29,26.36,28010
28,11,160,97,60.63,54,33.75,28011
28,12,64,34,53.13,15,23.44,28012
28,13,120,59,49.17,46,38.33,28013
28,14,54,31,57.41,16,29.63,28014
28,15,32,15,46.88,11,34.38,28015
28,16,50,37,74.0,7,14.0,28016
28,17,65,33,50.77,17,26.15,28017
28,18,70,40,57.14,21,30.0,28018
28,19,74,48,64.86,20,27.03,28019
28,20,46,25,54.35,13,28.26,28020
28,21,67,36,53.73,15,22.39,28021
28,22,89,51,57.3,31,34.83,28022
28,23,67,39,58.21,20,29.85,28023
28,24,53,24,45.28,17,32.08,28024
28,25,138,81,58.7,38,27.54,28025
28,26,73,41,56.16,18,24.66,28026
28,27,93,69,74.19,17,18.28,28027
28,28,117,86,73.5,25,21.37,28028
28,29,25,17,68.0,2,8.0,28029
28,30,22,16,72.73,2,9.09,28030
28,31,94,51,54.26,22,23.4,28031
28,32,72,47,65.28,18,25.0,28032
28,33,84,50,59.52,18,21.43,28033
28,34,102,50,49.02,35,34.31,28034
28,35,56,30,53.57,11,19.64,28035
28,36,39,32,82.05,4,10.26,28036
28,37,77,39,50.65,23,29.87,28037
28,38,30,17,56.67,7,23.33,28038
28,39,43,24,55.81,15,34.88,28039
28,40,100,59,59.0,23,23.0,28040
28,41,57,29,50.88,21,36.84,28041
28,42,59,40,67.8,15,25.42,28042
28,43,92,63,68.48,16,17.39,28043
28,44,50,29,58.0,12,24.0,28044
28,45,119,82,68.91,29,24.37,28045
28,46,188,107,56.91,64,34.04,28046
29,1,200,126,63.0,48,24.0,29001
29,2,131,74,56.49,39,29.77,29002
29,3,103,64,62.14,29,28.16,29003
29,4,132,67,50.76,46,34.85,29004
29,5,52,17,32.69,22,42.31,29005
29,6,71,38,53.52,23,32.39,29006
29,7,143,82,57.34,43,30.07,29007
29,8,61,33,54.1,17,27.87,29008
29,9,162,95,58.64,48,29.63,29009
29,10,208,117,56.25,59,28.37,29010
29,11,79,40,50.63,25,31.65,29011
29,12,137,74,54.01,38,27.74,29012
29,13,116,61,52.59,30,25.86,29013
29,14,105,42,40.0,43,40.95,29014
29,15,137,65,47.45,46,33.58,29015
29,16,91,45,49.45,33,36.26,29016
29,17,86,56,65.12,22,25.58,29017
29,18,103,57,55.34,26,25.24,29018
29,19,139,65,46.76,37,26.62,29019
29,20,103,53,51.46,29,28.16,29020
29,21,95,44,46.32,27,28.42,29021
29,22,101,49,48.51,30,29.7,29022
29,23,118,67,56.78,40,33.9,29023
29,24,105,58,55.24,30,28.57,29024
29,25,153,81,52.94,41,26.8,29025
29,26,118,69,58.47,30,25.42,29026
29,27,94,47,50.0,22,23.4,29027
29,28,124,63,50.81,42,33.87,29028
29,29,115,61,53.04,42,36.52,29029
29,30,180,86,47.78,65,36.11,29030
29,31,85,48,56.47,32,37.65,29031
29,32,95,50,52.63,33,34.74,29032
29,33,92,46,50.0,28,30.43,29033
29,34,72,43,59.72,19,26.39,29034
29,35,74,30,40.54,29,39.19,29035
29,36,109,61,55.96,25,22.94,29036
29,37,80,41,51.25,21,26.25,29037
29,38,96,48,50.0,42,43.75,29038
29,39,86,39,45.35,37,43.02,29039
29,40,141,62,43.97,44,31.21,29040
29,41,84,45,53.57,20,23.81,29041
29,42,115,62,53.91,28,24.35,29042
29,43,187,108,57.75,47,25.13,29043
29,44,135,79,58.52,30,22.22,29044
30,1,158,82,51.9,55,34.81,30001
30,2,98,43,43.88,48,48.98,30002
30,3,140,95,67.86,36,25.71,30003
30,4,103,54,52.43,38,36.89,30004
30,5,52,9,17.31,39,75.0,30005
30,6,82,34,41.46,40,48.78,30006
30,7,142,77,54.23,54,38.03,30007
30,8,185,127,68.65,51,27.57,30008
30,9,89,54,60.67,33,37.08,30009
30,10,101,29,28.71,67,66.34,30010
30,11,71,28,39.44,41,57.75,30011
30,12,58,30,51.72,26,44.83,30012
30,13,99,42,42.42,55,55.56,30013
30,14,47,10,21.28,35,74.47,30014
30,15,181,136,75.14,35,19.34,30015
30,16,44,19,43.18,19,43.18,30016
30,17,108,61,56.48,39,36.11,30017
30,18,173,110,63.58,55,31.79,30018
30,19,73,29,39.73,38,52.05,30019
30,20,130,82,63.08,37,28.46,30020
30,21,80,35,43.75,34,42.5,30021
30,22,201,145,72.14,47,23.38,30022
30,23,128,69,53.91,54,42.19,30023
30,24,205,151,73.66,45,21.95,30024
30,25,194,123,63.4,64,32.99,30025
30,26,76,48,63.16,24,31.58,30026
30,27,78,37,47.44,34,43.59,30027
30,28,171,119,69.59,38,22.22,30028
30,29,53,22,41.51,29,54.72,30029
30,30,42,12,28.57,26,61.9,30030
30,31,56,33,58.93,19,33.93,30031
30,32,127,73,57.48,41,32.28,30032
31,1,53,23,43.4,28,52.83,31001
31,2,43,18,41.86,18,41.86,31002
31,3,45,16,35.56,28,62.22,31003
31,4,121,86,71.07,33,27.27,31004
31,5,85,43,50.59,34,40.0,31005
31,6,57,17,29.82,38,66.67,31006
31,7,165,124,75.15,35,21.21,31007
31,8,55,22,40.0,26,47.27,31008
31,9,52,32,61.54,19,36.54,31009
31,10,87,48,55.17,37,42.53,31010
31,11,63,33,52.38,28,44.44,31011
31,12,67,28,41.79,31,46.27,31012
31,13,79,30,37.97,43,54.43,31013
31,14,63,35,55.56,24,38.1,31014
31,15,56,21,37.5,29,51.79,31015
31,16,129,75,58.14,46,35.66,31016
31,17,55,29,52.73,22,40.0,31017
31,18,70,27,38.57,37,52.86,31018
31,19,63,20,31.75,39,61.9,31019
31,20,57,11,19.3,40,70.18,31020
31,21,47,15,31.91,28,59.57,31021
31,22,54,18,33.33,35,64.81,31022
31,23,89,49,55.06,34,38.2,31023
31,24,90,35,38.89,48,53.33,31024
31,25,56,16,28.57,36,64.29,31025
31,26,90,46,51.11,36,40.0,31026
31,27,72,25,34.72,45,62.5,31027
31,28,41,27,65.85,11,26.83,31028
31,29,61,27,44.26,33,54.1,31029
31,30,57,27,47.37,27,47.37,31030
31,31,48,18,37.5,24,50.0,31031
31,32,28,15,53.57,12,42.86,31032
31,33,59,32,54.24,23,38.98,31033
31,34,83,37,44.58,43,51.81,31034
31,35,59,32,54.24,24,40.68,31035
31,36,68,26,38.24,36,52.94,31036
31,37,50,26,52.0,20,40.0,31037
31,38,36,13,36.11,21,58.33,31038
31,39,74,49,66.22,24,32.43,31039
31,40,80,35,43.75,40,50.0,31040
31,41,61,25,40.98,31,50.82,31041
32,1,180,118,65.56,50,27.78,32001
32,2,145,108,74.48,30,20.69,32002
32,3,188,134,71.28,40,21.28,32003
32,4,156,114,73.08,34,21.79,32004
32,5,164,119,72.56,32,19.51,32005
32,6,187,155,82.89,20,10.7,32006
32,7,167,120,71.86,32,19.16,32007
32,8,168,126,75.0,30,17.86,32008
32,9,145,94,64.83,41,28.28,32009
32,10,156,111,71.15,36,23.08,32010
32,11,173,132,76.3,36,20.81,32011
32,12,145,110,75.86,28,19.31,32012
32,13,154,109,70.78,34,22.08,32013
32,14,209,158,75.6,41,19.62,32014
32,15,159,130,81.76,26,16.35,32015
32,16,157,120,76.43,23,14.65,32016
32,17,193,151,78.24,32,16.58,32017
32,18,136,101,74.26,31,22.79,32018
32,19,143,113,79.02,24,16.78,32019
32,20,182,148,81.32,31,17.03,32020
32,21,190,152,80.0,33,17.37,32021
32,22,266,203,76.32,50,18.8,32022
32,23,151,125,82.78,20,13.25,32023
32,24,119,94,78.99,15,12.61,32024
32,25,169,117,69.23,37,21.89,32025
32,26,229,180,78.6,43,18.78,32026
32,27,118,86,72.88,24,20.34,32027
32,28,194,150,77.32,40,20.62,32028
32,29,155,125,80.65,22,14.19,32029
32,30,121,89,73.55,22,18.18,32030
32,31,138,101,73.19,28,20.29,32031
32,32,188,139,73.94,41,21.81,32032
32,33,167,124,74.25,36,21.56,32033
32,34,165,130,78.79,25,15.15,32034
32,35,150,107,71.33,35,23.33,32035
