ward,precinct,total,Sara Feigenholtz,Sara Feigenholtz Percent,precinct_id
2,19,113,113,100.0,02019
2,23,134,134,100.0,02023
2,24,137,137,100.0,02024
2,26,56,56,100.0,02026
2,27,111,111,100.0,02027
2,28,139,139,100.0,02028
2,29,132,132,100.0,02029
2,30,124,124,100.0,02030
2,31,204,204,100.0,02031
2,32,80,80,100.0,02032
2,33,211,211,100.0,02033
2,34,148,148,100.0,02034
2,35,173,173,100.0,02035
2,36,150,150,100.0,02036
2,37,171,171,100.0,02037
2,38,136,136,100.0,02038
2,39,68,68,100.0,02039
2,40,149,149,100.0,02040
2,41,126,126,100.0,02041
2,42,120,120,100.0,02042
2,43,113,113,100.0,02043
2,44,164,164,100.0,02044
2,45,94,94,100.0,02045
2,46,18,18,100.0,02046
27,12,89,89,100.0,27012
27,28,147,147,100.0,27028
27,38,188,188,100.0,27038
27,42,42,42,100.0,27042
27,46,91,91,100.0,27046
32,7,173,173,100.0,32007
32,8,172,172,100.0,32008
32,10,141,141,100.0,32010
32,15,158,158,100.0,32015
32,18,39,39,100.0,32018
32,19,18,18,100.0,32019
32,21,201,201,100.0,32021
32,23,156,156,100.0,32023
32,25,175,175,100.0,32025
32,30,1,1,100.0,32030
32,39,159,159,100.0,32039
32,40,164,164,100.0,32040
32,41,147,147,100.0,32041
32,42,67,67,100.0,32042
33,8,162,162,100.0,33008
33,24,318,318,100.0,33024
42,1,191,191,100.0,42001
42,15,58,58,100.0,42015
42,24,145,145,100.0,42024
42,34,103,103,100.0,42034
42,39,3,3,100.0,42039
43,1,82,82,100.0,43001
43,2,187,187,100.0,43002
43,3,152,152,100.0,43003
43,4,152,152,100.0,43004
43,5,44,44,100.0,43005
43,6,112,112,100.0,43006
43,7,91,91,100.0,43007
43,8,117,117,100.0,43008
43,9,162,162,100.0,43009
43,12,98,98,100.0,43012
43,13,172,172,100.0,43013
43,14,180,180,100.0,43014
43,15,152,152,100.0,43015
43,16,187,187,100.0,43016
43,17,125,125,100.0,43017
43,18,184,184,100.0,43018
43,19,174,174,100.0,43019
43,20,207,207,100.0,43020
43,21,145,145,100.0,43021
43,22,126,126,100.0,43022
43,24,136,136,100.0,43024
43,25,190,190,100.0,43025
43,26,153,153,100.0,43026
43,27,168,168,100.0,43027
43,28,151,151,100.0,43028
43,29,193,193,100.0,43029
43,31,157,157,100.0,43031
43,32,152,152,100.0,43032
43,33,204,204,100.0,43033
43,34,116,116,100.0,43034
43,35,183,183,100.0,43035
43,36,71,71,100.0,43036
43,37,133,133,100.0,43037
43,38,136,136,100.0,43038
43,39,42,42,100.0,43039
43,40,106,106,100.0,43040
43,41,87,87,100.0,43041
43,42,150,150,100.0,43042
43,43,185,185,100.0,43043
43,44,154,154,100.0,43044
43,45,77,77,100.0,43045
43,46,89,89,100.0,43046
44,1,296,296,100.0,44001
44,2,169,169,100.0,44002
44,3,174,174,100.0,44003
44,4,175,175,100.0,44004
44,5,183,183,100.0,44005
44,6,214,214,100.0,44006
44,7,167,167,100.0,44007
44,8,223,223,100.0,44008
44,9,156,156,100.0,44009
44,10,164,164,100.0,44010
44,11,172,172,100.0,44011
44,12,265,265,100.0,44012
44,13,141,141,100.0,44013
44,14,167,167,100.0,44014
44,15,194,194,100.0,44015
44,16,134,134,100.0,44016
44,17,265,265,100.0,44017
44,18,193,193,100.0,44018
44,19,269,269,100.0,44019
44,20,204,204,100.0,44020
44,21,197,197,100.0,44021
44,22,196,196,100.0,44022
44,23,159,159,100.0,44023
44,24,189,189,100.0,44024
44,26,223,223,100.0,44026
44,27,193,193,100.0,44027
44,28,190,190,100.0,44028
44,29,203,203,100.0,44029
44,30,220,220,100.0,44030
44,31,2,2,100.0,44031
44,32,64,64,100.0,44032
44,33,212,212,100.0,44033
44,34,220,220,100.0,44034
44,35,235,235,100.0,44035
44,36,179,179,100.0,44036
44,37,265,265,100.0,44037
44,38,164,164,100.0,44038
44,39,195,195,100.0,44039
44,40,169,169,100.0,44040
44,41,219,219,100.0,44041
46,3,286,286,100.0,46003
46,7,272,272,100.0,46007
46,10,70,70,100.0,46010
46,11,78,78,100.0,46011
46,13,226,226,100.0,46013
46,15,209,209,100.0,46015
46,17,233,233,100.0,46017
46,18,206,206,100.0,46018
46,19,170,170,100.0,46019
46,24,306,306,100.0,46024
46,26,102,102,100.0,46026
46,28,204,204,100.0,46028
46,29,145,145,100.0,46029
46,30,180,180,100.0,46030
46,31,200,200,100.0,46031
46,33,231,231,100.0,46033
46,35,59,59,100.0,46035
46,36,224,224,100.0,46036
46,38,26,26,100.0,46038
46,39,196,196,100.0,46039
47,1,154,154,100.0,47001
47,2,194,194,100.0,47002
47,3,208,208,100.0,47003
47,4,238,238,100.0,47004
47,6,235,235,100.0,47006
47,7,180,180,100.0,47007
47,8,225,225,100.0,47008
47,9,162,162,100.0,47009
47,11,193,193,100.0,47011
47,12,221,221,100.0,47012
47,13,264,264,100.0,47013
47,14,202,202,100.0,47014
47,16,192,192,100.0,47016
47,17,229,229,100.0,47017
47,21,257,257,100.0,47021
47,24,7,7,100.0,47024
47,25,136,136,100.0,47025
47,27,229,229,100.0,47027
47,28,20,20,100.0,47028
47,29,236,236,100.0,47029
47,33,192,192,100.0,47033
47,35,143,143,100.0,47035
47,40,189,189,100.0,47040
47,43,180,180,100.0,47043
47,46,77,77,100.0,47046
47,47,238,238,100.0,47047
