ward,precinct,total,PAUL A. KARKULA,PAUL A. KARKULA Percent,DOMENICA A. STEPHENSON,DOMENICA A. STEPHENSON Percent,precinct_id
40,7,59,24,40.68,35,59.32,40007
40,8,111,47,42.34,64,57.66,40008
40,9,52,27,51.92,25,48.08,40009
40,10,93,59,63.44,34,36.56,40010
40,11,62,27,43.55,35,56.45,40011
40,12,87,50,57.47,37,42.53,40012
40,13,74,30,40.54,44,59.46,40013
40,14,68,44,64.71,24,35.29,40014
40,15,81,52,64.2,29,35.8,40015
40,16,94,51,54.26,43,45.74,40016
40,17,36,26,72.22,10,27.78,40017
40,18,74,41,55.41,33,44.59,40018
40,19,56,30,53.57,26,46.43,40019
40,20,63,44,69.84,19,30.16,40020
40,21,92,39,42.39,53,57.61,40021
40,22,58,33,56.9,25,43.1,40022
40,23,78,46,58.97,32,41.03,40023
40,24,56,40,71.43,16,28.57,40024
40,25,75,49,65.33,26,34.67,40025
40,26,89,49,55.06,40,44.94,40026
40,27,123,46,37.4,77,62.6,40027
40,28,67,36,53.73,31,46.27,40028
40,29,105,73,69.52,32,30.48,40029
40,30,102,72,70.59,30,29.41,40030
40,31,94,72,76.6,22,23.4,40031
40,32,56,42,75.0,14,25.0,40032
40,33,76,42,55.26,34,44.74,40033
40,34,55,38,69.09,17,30.91,40034
40,35,86,50,58.14,36,41.86,40035
40,36,99,67,67.68,32,32.32,40036
40,37,70,32,45.71,38,54.29,40037
40,38,52,32,61.54,20,38.46,40038
40,39,79,48,60.76,31,39.24,40039
40,40,54,32,59.26,22,40.74,40040
40,41,106,50,47.17,56,52.83,40041
40,42,102,59,57.84,43,42.16,40042
40,43,74,34,45.95,40,54.05,40043
40,44,53,35,66.04,18,33.96,40044
40,45,107,48,44.86,59,55.14,40045
40,46,74,41,55.41,33,44.59,40046
40,47,75,31,41.33,44,58.67,40047
41,1,76,48,63.16,28,36.84,41001
41,2,119,71,59.66,48,40.34,41002
41,3,108,81,75.0,27,25.0,41003
41,4,100,65,65.0,35,35.0,41004
41,5,79,48,60.76,31,39.24,41005
41,6,73,54,73.97,19,26.03,41006
41,7,136,82,60.29,54,39.71,41007
41,8,86,52,60.47,34,39.53,41008
41,9,72,51,70.83,21,29.17,41009
41,10,98,66,67.35,32,32.65,41010
41,11,74,54,72.97,20,27.03,41011
41,12,88,59,67.05,29,32.95,41012
41,13,83,58,69.88,25,30.12,41013
41,14,120,60,50.0,60,50.0,41014
41,15,52,37,71.15,15,28.85,41015
41,16,85,48,56.47,37,43.53,41016
41,17,93,57,61.29,36,38.71,41017
41,18,84,55,65.48,29,34.52,41018
41,19,105,79,75.24,26,24.76,41019
41,20,133,91,68.42,42,31.58,41020
41,21,70,48,68.57,22,31.43,41021
41,22,97,65,67.01,32,32.99,41022
41,23,89,56,62.92,33,37.08,41023
41,24,76,54,71.05,22,28.95,41024
41,25,52,27,51.92,25,48.08,41025
41,26,42,23,54.76,19,45.24,41026
41,27,53,36,67.92,17,32.08,41027
41,28,53,27,50.94,26,49.06,41028
41,29,32,17,53.13,15,46.88,41029
41,30,80,57,71.25,23,28.75,41030
41,31,97,77,79.38,20,20.62,41031
41,32,65,42,64.62,23,35.38,41032
41,33,91,61,67.03,30,32.97,41033
41,34,63,50,79.37,13,20.63,41034
41,35,77,47,61.04,30,38.96,41035
41,36,93,57,61.29,36,38.71,41036
41,37,92,46,50.0,46,50.0,41037
41,38,46,30,65.22,16,34.78,41038
41,39,90,50,55.56,40,44.44,41039
41,40,64,44,68.75,20,31.25,41040
41,41,75,53,70.67,22,29.33,41041
41,42,93,60,64.52,33,35.48,41042
41,43,76,53,69.74,23,30.26,41043
41,44,91,61,67.03,30,32.97,41044
41,45,79,46,58.23,33,41.77,41045
41,46,68,44,64.71,24,35.29,41046
41,47,95,52,54.74,43,45.26,41047
41,48,51,20,39.22,31,60.78,41048
41,49,81,55,67.9,26,32.1,41049
41,50,91,56,61.54,35,38.46,41050
41,51,46,27,58.7,19,41.3,41051
41,52,102,68,66.67,34,33.33,41052
41,53,81,53,65.43,28,34.57,41053
41,54,88,46,52.27,42,47.73,41054
41,55,67,41,61.19,26,38.81,41055
41,56,96,49,51.04,47,48.96,41056
41,57,96,59,61.46,37,38.54,41057
41,58,58,45,77.59,13,22.41,41058
41,59,75,36,48.0,39,52.0,41059
41,60,57,35,61.4,22,38.6,41060
41,61,114,67,58.77,47,41.23,41061
41,62,83,55,66.27,28,33.73,41062
41,63,72,51,70.83,21,29.17,41063
41,64,102,52,50.98,50,49.02,41064
41,65,79,66,83.54,13,16.46,41065
41,66,95,60,63.16,35,36.84,41066
42,1,75,35,46.67,40,53.33,42001
42,2,51,20,39.22,31,60.78,42002
42,3,50,25,50.0,25,50.0,42003
42,4,72,33,45.83,39,54.17,42004
42,5,45,20,44.44,25,55.56,42005
42,6,159,77,48.43,82,51.57,42006
42,7,66,37,56.06,29,43.94,42007
42,8,75,35,46.67,40,53.33,42008
42,9,65,31,47.69,34,52.31,42009
42,10,51,24,47.06,27,52.94,42010
42,11,73,40,54.79,33,45.21,42011
42,12,68,37,54.41,31,45.59,42012
42,13,159,67,42.14,92,57.86,42013
42,14,76,29,38.16,47,61.84,42014
42,15,61,23,37.7,38,62.3,42015
42,16,82,30,36.59,52,63.41,42016
42,17,16,7,43.75,9,56.25,42017
42,18,123,52,42.28,71,57.72,42018
42,19,54,24,44.44,30,55.56,42019
42,20,29,10,34.48,19,65.52,42020
42,21,63,31,49.21,32,50.79,42021
42,22,47,14,29.79,33,70.21,42022
42,23,79,21,26.58,58,73.42,42023
42,24,92,45,48.91,47,51.09,42024
42,25,91,39,42.86,52,57.14,42025
42,26,37,12,32.43,25,67.57,42026
42,27,133,77,57.89,56,42.11,42027
42,28,89,37,41.57,52,58.43,42028
42,29,57,22,38.6,35,61.4,42029
42,30,56,20,35.71,36,64.29,42030
42,31,29,18,62.07,11,37.93,42031
42,32,92,64,69.57,28,30.43,42032
42,33,123,55,44.72,68,55.28,42033
42,34,61,30,49.18,31,50.82,42034
42,35,54,20,37.04,34,62.96,42035
42,36,87,40,45.98,47,54.02,42036
42,37,67,24,35.82,43,64.18,42037
42,38,77,34,44.16,43,55.84,42038
42,39,101,46,45.54,55,54.46,42039
42,40,52,20,38.46,32,61.54,42040
42,41,43,18,41.86,25,58.14,42041
42,42,53,27,50.94,26,49.06,42042
42,43,82,33,40.24,49,59.76,42043
42,44,64,27,42.19,37,57.81,42044
42,45,56,16,28.57,40,71.43,42045
42,46,56,26,46.43,30,53.57,42046
42,47,58,32,55.17,26,44.83,42047
42,48,39,26,66.67,13,33.33,42048
42,49,77,38,49.35,39,50.65,42049
42,50,60,19,31.67,41,68.33,42050
42,51,34,18,52.94,16,47.06,42051
42,52,56,21,37.5,35,62.5,42052
42,53,63,32,50.79,31,49.21,42053
42,54,55,23,41.82,32,58.18,42054
42,55,63,36,57.14,27,42.86,42055
42,56,54,28,51.85,26,48.15,42056
42,57,46,25,54.35,21,45.65,42057
42,58,119,49,41.18,70,58.82,42058
42,59,65,37,56.92,28,43.08,42059
42,60,34,9,26.47,25,73.53,42060
42,61,14,7,50.0,7,50.0,42061
42,62,39,21,53.85,18,46.15,42062
42,63,62,23,37.1,39,62.9,42063
42,64,39,16,41.03,23,58.97,42064
42,65,30,11,36.67,19,63.33,42065
42,66,54,26,48.15,28,51.85,42066
42,67,132,56,42.42,76,57.58,42067
43,1,35,15,42.86,20,57.14,43001
43,2,34,19,55.88,15,44.12,43002
43,3,36,14,38.89,22,61.11,43003
43,4,39,13,33.33,26,66.67,43004
43,5,51,24,47.06,27,52.94,43005
43,6,48,18,37.5,30,62.5,43006
43,7,57,22,38.6,35,61.4,43007
43,8,61,21,34.43,40,65.57,43008
43,9,33,14,42.42,19,57.58,43009
43,10,32,6,18.75,26,81.25,43010
43,11,44,18,40.91,26,59.09,43011
43,12,73,22,30.14,51,69.86,43012
43,13,31,8,25.81,23,74.19,43013
43,14,48,15,31.25,33,68.75,43014
43,15,53,22,41.51,31,58.49,43015
43,16,39,16,41.03,23,58.97,43016
43,17,59,29,49.15,30,50.85,43017
43,18,83,35,42.17,48,57.83,43018
43,19,60,25,41.67,35,58.33,43019
43,20,67,27,40.3,40,59.7,43020
43,21,27,17,62.96,10,37.04,43021
43,22,27,13,48.15,14,51.85,43022
43,23,51,28,54.9,23,45.1,43023
43,24,45,25,55.56,20,44.44,43024
43,25,52,20,38.46,32,61.54,43025
43,26,53,21,39.62,32,60.38,43026
43,27,48,19,39.58,29,60.42,43027
43,28,36,17,47.22,19,52.78,43028
43,29,36,15,41.67,21,58.33,43029
43,30,27,4,14.81,23,85.19,43030
43,31,67,29,43.28,38,56.72,43031
43,32,44,13,29.55,31,70.45,43032
43,33,24,9,37.5,15,62.5,43033
43,34,28,11,39.29,17,60.71,43034
43,35,48,14,29.17,34,70.83,43035
43,36,49,17,34.69,32,65.31,43036
43,37,47,20,42.55,27,57.45,43037
43,38,35,18,51.43,17,48.57,43038
43,39,27,15,55.56,12,44.44,43039
43,40,61,36,59.02,25,40.98,43040
43,41,31,10,32.26,21,67.74,43041
43,42,46,21,45.65,25,54.35,43042
43,43,50,22,44.0,28,56.0,43043
43,44,47,21,44.68,26,55.32,43044
43,45,27,6,22.22,21,77.78,43045
43,46,58,27,46.55,31,53.45,43046
43,47,73,39,53.42,34,46.58,43047
43,48,24,15,62.5,9,37.5,43048
43,49,32,14,43.75,18,56.25,43049
43,50,42,24,57.14,18,42.86,43050
43,51,25,9,36.0,16,64.0,43051
43,52,59,26,44.07,33,55.93,43052
43,53,68,29,42.65,39,57.35,43053
43,54,19,8,42.11,11,57.89,43054
43,55,68,25,36.76,43,63.24,43055
43,56,38,12,31.58,26,68.42,43056
43,57,22,8,36.36,14,63.64,43057
43,58,41,13,31.71,28,68.29,43058
43,59,95,44,46.32,51,53.68,43059
43,60,71,33,46.48,38,53.52,43060
44,1,94,43,45.74,51,54.26,44001
44,2,52,34,65.38,18,34.62,44002
44,3,87,52,59.77,35,40.23,44003
44,4,121,81,66.94,40,33.06,44004
44,5,65,29,44.62,36,55.38,44005
44,6,53,22,41.51,31,58.49,44006
44,7,92,55,59.78,37,40.22,44007
44,8,101,51,50.5,50,49.5,44008
44,9,78,41,52.56,37,47.44,44009
44,10,113,52,46.02,61,53.98,44010
44,11,63,28,44.44,35,55.56,44011
44,12,50,31,62.0,19,38.0,44012
44,13,90,45,50.0,45,50.0,44013
44,14,80,37,46.25,43,53.75,44014
44,15,61,25,40.98,36,59.02,44015
44,16,64,26,40.63,38,59.38,44016
44,17,75,35,46.67,40,53.33,44017
44,18,22,9,40.91,13,59.09,44018
44,19,42,19,45.24,23,54.76,44019
44,20,63,24,38.1,39,61.9,44020
44,21,52,22,42.31,30,57.69,44021
44,22,40,24,60.0,16,40.0,44022
44,23,48,21,43.75,27,56.25,44023
44,24,56,26,46.43,30,53.57,44024
44,25,54,26,48.15,28,51.85,44025
44,26,62,24,38.71,38,61.29,44026
44,27,68,33,48.53,35,51.47,44027
44,28,53,19,35.85,34,64.15,44028
44,29,46,26,56.52,20,43.48,44029
44,30,51,17,33.33,34,66.67,44030
44,31,70,37,52.86,33,47.14,44031
44,32,30,12,40.0,18,60.0,44032
44,33,81,38,46.91,43,53.09,44033
44,34,57,30,52.63,27,47.37,44034
44,35,84,47,55.95,37,44.05,44035
44,36,65,29,44.62,36,55.38,44036
44,37,106,61,57.55,45,42.45,44037
44,38,66,31,46.97,35,53.03,44038
44,39,65,33,50.77,32,49.23,44039
44,40,64,34,53.13,30,46.88,44040
44,41,83,44,53.01,39,46.99,44041
44,42,64,42,65.63,22,34.38,44042
44,43,78,39,50.0,39,50.0,44043
44,44,115,58,50.43,57,49.57,44044
44,45,77,45,58.44,32,41.56,44045
44,46,40,18,45.0,22,55.0,44046
44,47,56,32,57.14,24,42.86,44047
44,48,57,26,45.61,31,54.39,44048
44,49,61,32,52.46,29,47.54,44049
44,50,50,19,38.0,31,62.0,44050
45,1,65,50,76.92,15,23.08,45001
45,2,101,79,78.22,22,21.78,45002
45,3,225,181,80.44,44,19.56,45003
45,4,101,47,46.53,54,53.47,45004
45,5,59,39,66.1,20,33.9,45005
45,6,104,82,78.85,22,21.15,45006
45,7,121,92,76.03,29,23.97,45007
45,8,92,63,68.48,29,31.52,45008
45,9,131,91,69.47,40,30.53,45009
45,10,173,133,76.88,40,23.12,45010
45,11,101,79,78.22,22,21.78,45011
45,12,126,78,61.9,48,38.1,45012
45,13,183,144,78.69,39,21.31,45013
45,14,114,76,66.67,38,33.33,45014
45,15,158,125,79.11,33,20.89,45015
45,16,172,136,79.07,36,20.93,45016
45,17,136,92,67.65,44,32.35,45017
45,18,133,100,75.19,33,24.81,45018
45,19,206,152,73.79,54,26.21,45019
45,20,122,77,63.11,45,36.89,45020
45,21,131,88,67.18,43,32.82,45021
45,22,119,80,67.23,39,32.77,45022
45,23,90,70,77.78,20,22.22,45023
45,24,132,74,56.06,58,43.94,45024
45,25,130,86,66.15,44,33.85,45025
45,26,162,119,73.46,43,26.54,45026
45,27,119,92,77.31,27,22.69,45027
45,28,208,170,81.73,38,18.27,45028
45,29,125,78,62.4,47,37.6,45029
45,30,132,81,61.36,51,38.64,45030
45,31,106,66,62.26,40,37.74,45031
45,32,95,70,73.68,25,26.32,45032
45,33,138,90,65.22,48,34.78,45033
45,34,98,63,64.29,35,35.71,45034
45,35,105,73,69.52,32,30.48,45035
45,36,131,78,59.54,53,40.46,45036
45,37,86,51,59.3,35,40.7,45037
45,38,201,162,80.6,39,19.4,45038
45,39,140,92,65.71,48,34.29,45039
45,40,196,136,69.39,60,30.61,45040
45,41,94,63,67.02,31,32.98,45041
45,42,136,115,84.56,21,15.44,45042
45,43,116,83,71.55,33,28.45,45043
45,44,117,78,66.67,39,33.33,45044
45,45,81,60,74.07,21,25.93,45045
45,46,164,123,75.0,41,25.0,45046
45,47,156,102,65.38,54,34.62,45047
45,48,87,54,62.07,33,37.93,45048
45,49,108,65,60.19,43,39.81,45049
45,50,110,74,67.27,36,32.73,45050
45,51,129,106,82.17,23,17.83,45051
45,52,99,75,75.76,24,24.24,45052
45,53,135,101,74.81,34,25.19,45053
45,54,117,82,70.09,35,29.91,45054
45,55,102,68,66.67,34,33.33,45055
45,56,88,50,56.82,38,43.18,45056
45,57,135,93,68.89,42,31.11,45057
45,58,66,36,54.55,30,45.45,45058
46,1,160,83,51.88,77,48.13,46001
46,2,72,31,43.06,41,56.94,46002
46,3,88,44,50.0,44,50.0,46003
46,4,88,31,35.23,57,64.77,46004
46,5,45,16,35.56,29,64.44,46005
46,6,62,25,40.32,37,59.68,46006
46,7,111,39,35.14,72,64.86,46007
46,8,80,40,50.0,40,50.0,46008
46,9,84,38,45.24,46,54.76,46009
46,10,65,26,40.0,39,60.0,46010
46,11,93,33,35.48,60,64.52,46011
46,12,100,41,41.0,59,59.0,46012
46,13,88,38,43.18,50,56.82,46013
46,14,57,19,33.33,38,66.67,46014
46,15,99,44,44.44,55,55.56,46015
46,16,145,65,44.83,80,55.17,46016
46,17,109,51,46.79,58,53.21,46017
46,18,93,44,47.31,49,52.69,46018
46,19,107,37,34.58,70,65.42,46019
46,20,72,26,36.11,46,63.89,46020
46,21,24,10,41.67,14,58.33,46021
46,22,65,29,44.62,36,55.38,46022
46,23,81,30,37.04,51,62.96,46023
46,24,68,21,30.88,47,69.12,46024
46,25,78,43,55.13,35,44.87,46025
46,26,120,55,45.83,65,54.17,46026
46,27,109,47,43.12,62,56.88,46027
46,28,110,43,39.09,67,60.91,46028
46,29,105,56,53.33,49,46.67,46029
46,30,105,48,45.71,57,54.29,46030
46,31,89,29,32.58,60,67.42,46031
46,32,104,47,45.19,57,54.81,46032
46,33,72,28,38.89,44,61.11,46033
46,34,93,38,40.86,55,59.14,46034
46,35,111,63,56.76,48,43.24,46035
46,36,109,54,49.54,55,50.46,46036
46,37,95,43,45.26,52,54.74,46037
46,38,79,37,46.84,42,53.16,46038
46,39,73,26,35.62,47,64.38,46039
47,1,62,29,46.77,33,53.23,47001
47,2,212,128,60.38,84,39.62,47002
47,3,147,82,55.78,65,44.22,47003
47,4,193,109,56.48,84,43.52,47004
47,5,70,24,34.29,46,65.71,47005
47,6,162,87,53.7,75,46.3,47006
47,7,147,67,45.58,80,54.42,47007
47,8,207,113,54.59,94,45.41,47008
47,9,159,84,52.83,75,47.17,47009
47,10,122,57,46.72,65,53.28,47010
47,11,226,120,53.1,106,46.9,47011
47,12,145,65,44.83,80,55.17,47012
47,13,191,94,49.21,97,50.79,47013
47,14,180,89,49.44,91,50.56,47014
47,15,82,34,41.46,48,58.54,47015
47,16,116,46,39.66,70,60.34,47016
47,17,159,78,49.06,81,50.94,47017
47,18,116,51,43.97,65,56.03,47018
47,19,145,83,57.24,62,42.76,47019
47,20,152,64,42.11,88,57.89,47020
47,21,82,38,46.34,44,53.66,47021
47,22,101,51,50.5,50,49.5,47022
47,23,49,21,42.86,28,57.14,47023
47,24,70,33,47.14,37,52.86,47024
47,25,111,32,28.83,79,71.17,47025
47,26,130,42,32.31,88,67.69,47026
47,27,122,64,52.46,58,47.54,47027
47,28,200,99,49.5,101,50.5,47028
47,29,131,72,54.96,59,45.04,47029
47,30,69,26,37.68,43,62.32,47030
47,31,118,48,40.68,70,59.32,47031
47,32,166,59,35.54,107,64.46,47032
47,33,120,65,54.17,55,45.83,47033
47,34,126,64,50.79,62,49.21,47034
47,35,174,96,55.17,78,44.83,47035
47,36,130,62,47.69,68,52.31,47036
47,37,130,58,44.62,72,55.38,47037
47,38,140,69,49.29,71,50.71,47038
47,39,99,35,35.35,64,64.65,47039
47,40,120,52,43.33,68,56.67,47040
47,41,68,28,41.18,40,58.82,47041
47,42,151,71,47.02,80,52.98,47042
47,43,165,93,56.36,72,43.64,47043
47,44,94,54,57.45,40,42.55,47044
47,45,143,63,44.06,80,55.94,47045
48,1,119,45,37.82,74,62.18,48001
48,2,105,42,40.0,63,60.0,48002
48,3,91,43,47.25,48,52.75,48003
48,4,88,24,27.27,64,72.73,48004
48,5,112,42,37.5,70,62.5,48005
48,6,125,51,40.8,74,59.2,48006
48,7,106,37,34.91,69,65.09,48007
48,8,88,29,32.95,59,67.05,48008
48,9,79,29,36.71,50,63.29,48009
48,10,58,15,25.86,43,74.14,48010
48,11,127,36,28.35,91,71.65,48011
48,12,60,22,36.67,38,63.33,48012
48,13,79,34,43.04,45,56.96,48013
48,14,100,50,50.0,50,50.0,48014
48,15,71,23,32.39,48,67.61,48015
48,16,91,39,42.86,52,57.14,48016
48,17,85,39,45.88,46,54.12,48017
48,18,70,24,34.29,46,65.71,48018
48,19,105,39,37.14,66,62.86,48019
48,20,84,24,28.57,60,71.43,48020
48,21,99,37,37.37,62,62.63,48021
48,22,169,60,35.5,109,64.5,48022
48,23,78,34,43.59,44,56.41,48023
48,24,73,26,35.62,47,64.38,48024
48,25,61,21,34.43,40,65.57,48025
48,26,100,33,33.0,67,67.0,48026
48,27,70,38,54.29,32,45.71,48027
48,28,100,36,36.0,64,64.0,48028
48,29,107,35,32.71,72,67.29,48029
48,30,70,26,37.14,44,62.86,48030
48,31,79,29,36.71,50,63.29,48031
48,32,74,28,37.84,46,62.16,48032
48,33,88,34,38.64,54,61.36,48033
48,34,84,41,48.81,43,51.19,48034
48,35,65,11,16.92,54,83.08,48035
48,36,84,41,48.81,43,51.19,48036
48,37,106,39,36.79,67,63.21,48037
48,38,126,34,26.98,92,73.02,48038
48,39,70,38,54.29,32,45.71,48039
48,40,75,32,42.67,43,57.33,48040
48,41,54,15,27.78,39,72.22,48041
48,42,114,39,34.21,75,65.79,48042
48,43,67,19,28.36,48,71.64,48043
48,44,67,20,29.85,47,70.15,48044
48,45,43,23,53.49,20,46.51,48045
48,46,58,22,37.93,36,62.07,48046
48,47,63,23,36.51,40,63.49,48047
48,48,64,14,21.88,50,78.13,48048
49,1,128,37,28.91,91,71.09,49001
49,2,119,61,51.26,58,48.74,49002
49,3,115,38,33.04,77,66.96,49003
49,4,72,28,38.89,44,61.11,49004
49,5,68,23,33.82,45,66.18,49005
49,6,66,24,36.36,42,63.64,49006
49,7,73,19,26.03,54,73.97,49007
49,8,78,28,35.9,50,64.1,49008
49,9,77,25,32.47,52,67.53,49009
49,10,107,31,28.97,76,71.03,49010
49,11,118,43,36.44,75,63.56,49011
49,12,75,37,49.33,38,50.67,49012
49,13,100,42,42.0,58,58.0,49013
49,14,100,36,36.0,64,64.0,49014
49,15,63,24,38.1,39,61.9,49015
49,16,91,26,28.57,65,71.43,49016
49,17,30,10,33.33,20,66.67,49017
49,18,101,45,44.55,56,55.45,49018
49,19,69,27,39.13,42,60.87,49019
49,20,117,44,37.61,73,62.39,49020
49,21,59,19,32.2,40,67.8,49021
49,22,92,32,34.78,60,65.22,49022
49,23,78,23,29.49,55,70.51,49023
49,24,101,47,46.53,54,53.47,49024
49,25,68,23,33.82,45,66.18,49025
49,26,143,52,36.36,91,63.64,49026
49,27,105,29,27.62,76,72.38,49027
49,28,76,31,40.79,45,59.21,49028
49,29,43,13,30.23,30,69.77,49029
49,30,92,29,31.52,63,68.48,49030
49,31,78,21,26.92,57,73.08,49031
49,32,81,28,34.57,53,65.43,49032
49,33,62,20,32.26,42,67.74,49033
49,34,69,19,27.54,50,72.46,49034
49,35,88,31,35.23,57,64.77,49035
49,36,62,19,30.65,43,69.35,49036
49,37,58,25,43.1,33,56.9,49037
50,1,66,33,50.0,33,50.0,50001
50,2,90,36,40.0,54,60.0,50002
50,3,63,34,53.97,29,46.03,50003
50,4,89,48,53.93,41,46.07,50004
50,5,79,41,51.9,38,48.1,50005
50,6,59,20,33.9,39,66.1,50006
50,7,110,42,38.18,68,61.82,50007
50,8,78,41,52.56,37,47.44,50008
50,9,68,27,39.71,41,60.29,50009
50,10,59,33,55.93,26,44.07,50010
50,11,66,40,60.61,26,39.39,50011
50,12,63,42,66.67,21,33.33,50012
50,13,59,30,50.85,29,49.15,50013
50,14,84,40,47.62,44,52.38,50014
50,15,98,49,50.0,49,50.0,50015
50,16,74,53,71.62,21,28.38,50016
50,17,65,52,80.0,13,20.0,50017
50,18,57,29,50.88,28,49.12,50018
50,19,68,30,44.12,38,55.88,50019
50,20,70,34,48.57,36,51.43,50020
50,21,94,51,54.26,43,45.74,50021
50,22,68,26,38.24,42,61.76,50022
50,23,58,39,67.24,19,32.76,50023
50,24,41,22,53.66,19,46.34,50024
50,25,53,29,54.72,24,45.28,50025
50,26,40,24,60.0,16,40.0,50026
50,27,56,32,57.14,24,42.86,50027
50,28,70,36,51.43,34,48.57,50028
50,29,77,31,40.26,46,59.74,50029
50,30,61,26,42.62,35,57.38,50030
50,31,29,20,68.97,9,31.03,50031
50,32,51,18,35.29,33,64.71,50032
50,33,32,23,71.88,9,28.13,50033
50,34,68,28,41.18,40,58.82,50034
50,35,90,36,40.0,54,60.0,50035
50,36,76,30,39.47,46,60.53,50036
50,37,102,36,35.29,66,64.71,50037
50,38,83,57,68.67,26,31.33,50038
50,39,95,56,58.95,39,41.05,50039
50,40,71,35,49.3,36,50.7,50040
50,41,87,39,44.83,48,55.17,50041
50,42,97,49,50.52,48,49.48,50042
50,43,96,53,55.21,43,44.79,50043
50,44,58,32,55.17,26,44.83,50044
50,45,90,37,41.11,53,58.89,50045
50,46,40,22,55.0,18,45.0,50046
