ward,precinct,total,M. FRANK AVILA,M. FRANK AVILA Percent,MEL (DEMETRIUS) JOHNSON,MEL (DEMETRIUS) JOHNSON Percent,ZDZISLAWA POPIELARCZYK,ZDZISLAWA POPIELARCZYK Percent,JOSEPH M. GLORIOSO,JOSEPH M. GLORIOSO Percent,ANTHONY J. WIORSKI,ANTHONY J. WIORSKI Percent,TERRENCE J. O'BRIEN,TERRENCE J. O'BRIEN Percent,"HARRY """"BUS"""" YOURELL","HARRY """"BUS"""" YOURELL Percent","JAMES """"JIM"""" HARRIS","JAMES """"JIM"""" HARRIS Percent",NADINE M. ZAPOLSKY,NADINE M. ZAPOLSKY Percent,LAWRENCE F. ANDOLINO,LAWRENCE F. ANDOLINO Percent,THOMAS FRANCIS COURTNEY,THOMAS FRANCIS COURTNEY Percent,JOHN J. MCNAMARA,JOHN J. MCNAMARA Percent,precinct_id
42,31,71,6,8.45,1,1.41,1,1.41,2,2.82,0,0.0,18,25.35,16,22.54,10,14.08,7,9.86,1,1.41,2,2.82,7,9.86,42031
42,32,260,21,8.08,6,2.31,8,3.08,9,3.46,6,2.31,57,21.92,56,21.54,57,21.92,11,4.23,8,3.08,5,1.92,16,6.15,42032
42,33,337,21,6.23,12,3.56,12,3.56,10,2.97,12,3.56,75,22.26,50,14.84,50,14.84,22,6.53,10,2.97,22,6.53,41,12.17,42033
42,34,174,6,3.45,7,4.02,2,1.15,4,2.3,4,2.3,38,21.84,39,22.41,32,18.39,17,9.77,5,2.87,6,3.45,14,8.05,42034
42,35,137,12,8.76,3,2.19,6,4.38,2,1.46,1,0.73,30,21.9,27,19.71,23,16.79,11,8.03,2,1.46,4,2.92,16,11.68,42035
42,36,237,26,10.97,14,5.91,15,6.33,9,3.8,4,1.69,43,18.14,27,11.39,25,10.55,29,12.24,11,4.64,6,2.53,28,11.81,42036
42,37,176,12,6.82,6,3.41,5,2.84,3,1.7,5,2.84,38,21.59,35,19.89,26,14.77,16,9.09,8,4.55,11,6.25,11,6.25,42037
42,38,205,22,10.73,9,4.39,9,4.39,5,2.44,8,3.9,37,18.05,34,16.59,31,15.12,11,5.37,9,4.39,13,6.34,17,8.29,42038
42,39,278,45,16.19,10,3.6,13,4.68,23,8.27,7,2.52,43,15.47,38,13.67,26,9.35,14,5.04,15,5.4,7,2.52,37,13.31,42039
42,40,137,13,9.49,4,2.92,3,2.19,4,2.92,2,1.46,29,21.17,19,13.87,21,15.33,15,10.95,7,5.11,4,2.92,16,11.68,42040
42,41,109,7,6.42,4,3.67,5,4.59,2,1.83,3,2.75,20,18.35,17,15.6,18,16.51,12,11.01,2,1.83,6,5.5,13,11.93,42041
42,42,153,17,11.11,8,5.23,7,4.58,1,0.65,4,2.61,25,16.34,23,15.03,21,13.73,15,9.8,5,3.27,7,4.58,20,13.07,42042
42,43,257,13,5.06,3,1.17,9,3.5,3,1.17,10,3.89,62,24.12,55,21.4,45,17.51,17,6.61,4,1.56,14,5.45,22,8.56,42043
42,44,166,11,6.63,4,2.41,2,1.2,2,1.2,1,0.6,42,25.3,26,15.66,27,16.27,15,9.04,2,1.2,11,6.63,23,13.86,42044
42,45,145,9,6.21,2,1.38,4,2.76,4,2.76,4,2.76,33,22.76,29,20.0,28,19.31,13,8.97,3,2.07,2,1.38,14,9.66,42045
42,46,144,11,7.64,9,6.25,5,3.47,1,0.69,7,4.86,24,16.67,21,14.58,25,17.36,8,5.56,3,2.08,11,7.64,19,13.19,42046
42,47,149,10,6.71,2,1.34,4,2.68,5,3.36,2,1.34,33,22.15,31,20.81,27,18.12,13,8.72,2,1.34,5,3.36,15,10.07,42047
42,48,119,19,15.97,6,5.04,5,4.2,9,7.56,5,4.2,18,15.13,13,10.92,8,6.72,10,8.4,8,6.72,4,3.36,14,11.76,42048
42,49,211,34,16.11,9,4.27,9,4.27,8,3.79,7,3.32,29,13.74,27,12.8,27,12.8,10,4.74,15,7.11,15,7.11,21,9.95,42049
42,50,153,15,9.8,5,3.27,8,5.23,3,1.96,1,0.65,25,16.34,30,19.61,19,12.42,15,9.8,10,6.54,4,2.61,18,11.76,42050
42,51,100,9,9.0,5,5.0,7,7.0,5,5.0,1,1.0,15,15.0,13,13.0,18,18.0,7,7.0,7,7.0,2,2.0,11,11.0,42051
42,52,156,18,11.54,10,6.41,2,1.28,5,3.21,4,2.56,30,19.23,22,14.1,20,12.82,12,7.69,3,1.92,10,6.41,20,12.82,42052
42,53,174,16,9.2,5,2.87,13,7.47,8,4.6,8,4.6,29,16.67,19,10.92,18,10.34,16,9.2,5,2.87,12,6.9,25,14.37,42053
42,54,157,11,7.01,10,6.37,7,4.46,2,1.27,4,2.55,24,15.29,26,16.56,22,14.01,14,8.92,6,3.82,13,8.28,18,11.46,42054
42,55,192,15,7.81,6,3.13,11,5.73,6,3.13,5,2.6,34,17.71,23,11.98,22,11.46,13,6.77,8,4.17,22,11.46,27,14.06,42055
42,56,143,15,10.49,3,2.1,5,3.5,4,2.8,5,3.5,30,20.98,20,13.99,16,11.19,10,6.99,3,2.1,9,6.29,23,16.08,42056
42,57,97,12,12.37,7,7.22,1,1.03,3,3.09,2,2.06,13,13.4,9,9.28,12,12.37,10,10.31,1,1.03,10,10.31,17,17.53,42057
42,58,327,26,7.95,36,11.01,19,5.81,8,2.45,8,2.45,44,13.46,45,13.76,45,13.76,23,7.03,12,3.67,25,7.65,36,11.01,42058
42,59,157,28,17.83,16,10.19,11,7.01,11,7.01,6,3.82,17,10.83,17,10.83,20,12.74,8,5.1,3,1.91,10,6.37,10,6.37,42059
42,60,84,7,8.33,7,8.33,3,3.57,1,1.19,1,1.19,12,14.29,9,10.71,13,15.48,6,7.14,2,2.38,7,8.33,16,19.05,42060
42,61,37,2,5.41,0,0.0,0,0.0,1,2.7,1,2.7,8,21.62,6,16.22,5,13.51,6,16.22,1,2.7,2,5.41,5,13.51,42061
42,62,95,12,12.63,6,6.32,3,3.16,4,4.21,2,2.11,15,15.79,16,16.84,15,15.79,7,7.37,2,2.11,4,4.21,9,9.47,42062
42,63,175,18,10.29,9,5.14,10,5.71,5,2.86,7,4.0,33,18.86,29,16.57,23,13.14,15,8.57,6,3.43,5,2.86,15,8.57,42063
42,64,88,10,11.36,9,10.23,3,3.41,4,4.55,5,5.68,13,14.77,3,3.41,11,12.5,11,12.5,6,6.82,4,4.55,9,10.23,42064
42,65,90,5,5.56,6,6.67,1,1.11,4,4.44,1,1.11,19,21.11,16,17.78,13,14.44,11,12.22,3,3.33,2,2.22,9,10.0,42065
42,66,119,14,11.76,11,9.24,6,5.04,6,5.04,3,2.52,11,9.24,11,9.24,14,11.76,12,10.08,6,5.04,9,7.56,16,13.45,42066
42,67,345,46,13.33,33,9.57,14,4.06,10,2.9,13,3.77,44,12.75,44,12.75,55,15.94,19,5.51,15,4.35,18,5.22,34,9.86,42067
43,1,78,9,11.54,3,3.85,0,0.0,1,1.28,1,1.28,15,19.23,15,19.23,11,14.1,6,7.69,1,1.28,6,7.69,10,12.82,43001
43,2,90,8,8.89,2,2.22,2,2.22,1,1.11,0,0.0,20,22.22,19,21.11,6,6.67,10,11.11,2,2.22,7,7.78,13,14.44,43002
43,3,99,9,9.09,5,5.05,7,7.07,2,2.02,2,2.02,19,19.19,17,17.17,10,10.1,10,10.1,4,4.04,3,3.03,11,11.11,43003
43,4,105,8,7.62,6,5.71,7,6.67,4,3.81,2,1.9,22,20.95,21,20.0,11,10.48,9,8.57,3,2.86,1,0.95,11,10.48,43004
43,5,147,15,10.2,5,3.4,6,4.08,6,4.08,3,2.04,30,20.41,25,17.01,19,12.93,8,5.44,2,1.36,8,5.44,20,13.61,43005
43,6,123,10,8.13,1,0.81,8,6.5,4,3.25,6,4.88,29,23.58,16,13.01,20,16.26,4,3.25,1,0.81,6,4.88,18,14.63,43006
43,7,150,12,8.0,9,6.0,4,2.67,4,2.67,5,3.33,28,18.67,28,18.67,27,18.0,8,5.33,5,3.33,2,1.33,18,12.0,43007
43,8,158,12,7.59,12,7.59,6,3.8,4,2.53,2,1.27,30,18.99,30,18.99,24,15.19,12,7.59,4,2.53,4,2.53,18,11.39,43008
43,9,88,8,9.09,2,2.27,2,2.27,0,0.0,2,2.27,23,26.14,14,15.91,15,17.05,6,6.82,1,1.14,4,4.55,11,12.5,43009
43,10,74,2,2.7,5,6.76,3,4.05,1,1.35,3,4.05,18,24.32,13,17.57,12,16.22,5,6.76,0,0.0,2,2.7,10,13.51,43010
43,11,105,5,4.76,4,3.81,3,2.86,3,2.86,4,3.81,27,25.71,16,15.24,12,11.43,7,6.67,2,1.9,5,4.76,17,16.19,43011
43,12,178,7,3.93,5,2.81,9,5.06,5,2.81,8,4.49,38,21.35,27,15.17,19,10.67,25,14.04,4,2.25,4,2.25,27,15.17,43012
43,13,70,3,4.29,4,5.71,6,8.57,5,7.14,2,2.86,9,12.86,12,17.14,9,12.86,5,7.14,5,7.14,3,4.29,7,10.0,43013
43,14,106,6,5.66,2,1.89,1,0.94,1,0.94,0,0.0,32,30.19,21,19.81,18,16.98,9,8.49,1,0.94,4,3.77,11,10.38,43014
43,15,138,8,5.8,2,1.45,6,4.35,5,3.62,2,1.45,28,20.29,32,23.19,16,11.59,13,9.42,4,2.9,7,5.07,15,10.87,43015
43,16,88,8,9.09,3,3.41,6,6.82,1,1.14,3,3.41,22,25.0,15,17.05,10,11.36,11,12.5,0,0.0,3,3.41,6,6.82,43016
43,17,164,16,9.76,4,2.44,8,4.88,4,2.44,5,3.05,32,19.51,27,16.46,17,10.37,14,8.54,2,1.22,9,5.49,26,15.85,43017
43,18,196,14,7.14,6,3.06,3,1.53,1,0.51,3,1.53,48,24.49,38,19.39,36,18.37,13,6.63,5,2.55,8,4.08,21,10.71,43018
43,19,174,24,13.79,11,6.32,6,3.45,10,5.75,9,5.17,26,14.94,20,11.49,20,11.49,14,8.05,4,2.3,7,4.02,23,13.22,43019
43,20,171,16,9.36,6,3.51,7,4.09,4,2.34,4,2.34,35,20.47,30,17.54,26,15.2,12,7.02,3,1.75,7,4.09,21,12.28,43020
43,21,73,8,10.96,2,2.74,5,6.85,6,8.22,5,6.85,10,13.7,8,10.96,3,4.11,8,10.96,3,4.11,6,8.22,9,12.33,43021
43,22,79,9,11.39,2,2.53,3,3.8,7,8.86,5,6.33,13,16.46,13,16.46,6,7.59,7,8.86,5,6.33,3,3.8,6,7.59,43022
43,23,142,18,12.68,3,2.11,9,6.34,7,4.93,1,0.7,27,19.01,26,18.31,12,8.45,10,7.04,4,2.82,10,7.04,15,10.56,43023
43,24,140,9,6.43,4,2.86,6,4.29,3,2.14,5,3.57,36,25.71,24,17.14,20,14.29,8,5.71,3,2.14,4,2.86,18,12.86,43024
43,25,145,17,11.72,15,10.34,8,5.52,7,4.83,6,4.14,24,16.55,18,12.41,18,12.41,15,10.34,3,2.07,5,3.45,9,6.21,43025
43,26,150,19,12.67,4,2.67,8,5.33,8,5.33,7,4.67,24,16.0,17,11.33,10,6.67,17,11.33,3,2.0,10,6.67,23,15.33,43026
43,27,127,9,7.09,5,3.94,6,4.72,1,0.79,3,2.36,30,23.62,20,15.75,16,12.6,13,10.24,5,3.94,2,1.57,17,13.39,43027
43,28,104,9,8.65,3,2.88,8,7.69,4,3.85,4,3.85,23,22.12,15,14.42,9,8.65,10,9.62,1,0.96,5,4.81,13,12.5,43028
43,29,100,7,7.0,3,3.0,5,5.0,3,3.0,3,3.0,20,20.0,21,21.0,8,8.0,8,8.0,6,6.0,4,4.0,12,12.0,43029
43,30,84,9,10.71,3,3.57,3,3.57,5,5.95,2,2.38,15,17.86,16,19.05,11,13.1,6,7.14,1,1.19,4,4.76,9,10.71,43030
43,31,197,18,9.14,11,5.58,13,6.6,6,3.05,7,3.55,37,18.78,24,12.18,15,7.61,15,7.61,5,2.54,12,6.09,34,17.26,43031
43,32,114,8,7.02,3,2.63,2,1.75,1,0.88,5,4.39,28,24.56,19,16.67,16,14.04,7,6.14,3,2.63,11,9.65,11,9.65,43032
43,33,67,4,5.97,2,2.99,6,8.96,1,1.49,3,4.48,16,23.88,6,8.96,10,14.93,7,10.45,2,2.99,1,1.49,9,13.43,43033
43,34,83,11,13.25,5,6.02,6,7.23,4,4.82,1,1.2,12,14.46,12,14.46,6,7.23,7,8.43,2,2.41,3,3.61,14,16.87,43034
43,35,131,6,4.58,1,0.76,5,3.82,3,2.29,2,1.53,31,23.66,22,16.79,23,17.56,10,7.63,6,4.58,4,3.05,18,13.74,43035
43,36,153,17,11.11,6,3.92,7,4.58,5,3.27,3,1.96,31,20.26,28,18.3,21,13.73,13,8.5,4,2.61,7,4.58,11,7.19,43036
43,37,135,13,9.63,4,2.96,9,6.67,2,1.48,2,1.48,22,16.3,20,14.81,15,11.11,17,12.59,3,2.22,11,8.15,17,12.59,43037
43,38,76,8,10.53,3,3.95,5,6.58,2,2.63,3,3.95,12,15.79,14,18.42,6,7.89,9,11.84,1,1.32,3,3.95,10,13.16,43038
43,39,88,9,10.23,4,4.55,1,1.14,2,2.27,3,3.41,21,23.86,13,14.77,10,11.36,5,5.68,1,1.14,7,7.95,12,13.64,43039
43,40,158,18,11.39,9,5.7,10,6.33,3,1.9,3,1.9,29,18.35,30,18.99,16,10.13,10,6.33,4,2.53,6,3.8,20,12.66,43040
43,41,85,12,14.12,3,3.53,2,2.35,3,3.53,2,2.35,17,20.0,17,20.0,7,8.24,4,4.71,3,3.53,5,5.88,10,11.76,43041
43,42,132,13,9.85,1,0.76,5,3.79,0,0.0,2,1.52,36,27.27,32,24.24,20,15.15,11,8.33,4,3.03,1,0.76,7,5.3,43042
43,43,141,15,10.64,7,4.96,8,5.67,5,3.55,6,4.26,28,19.86,16,11.35,14,9.93,13,9.22,6,4.26,8,5.67,15,10.64,43043
43,44,132,15,11.36,7,5.3,5,3.79,5,3.79,1,0.76,31,23.48,23,17.42,14,10.61,11,8.33,8,6.06,2,1.52,10,7.58,43044
43,45,70,6,8.57,4,5.71,2,2.86,1,1.43,1,1.43,17,24.29,9,12.86,14,20.0,3,4.29,2,2.86,1,1.43,10,14.29,43045
43,46,180,13,7.22,5,2.78,5,2.78,6,3.33,7,3.89,46,25.56,35,19.44,23,12.78,8,4.44,4,2.22,9,5.0,19,10.56,43046
43,47,185,24,12.97,16,8.65,18,9.73,6,3.24,4,2.16,29,15.68,25,13.51,24,12.97,10,5.41,3,1.62,7,3.78,19,10.27,43047
43,48,70,12,17.14,0,0.0,3,4.29,2,2.86,3,4.29,16,22.86,7,10.0,6,8.57,7,10.0,2,2.86,4,5.71,8,11.43,43048
43,49,90,8,8.89,2,2.22,4,4.44,4,4.44,1,1.11,20,22.22,18,20.0,13,14.44,9,10.0,1,1.11,2,2.22,8,8.89,43049
43,50,90,5,5.56,0,0.0,4,4.44,4,4.44,3,3.33,19,21.11,20,22.22,9,10.0,9,10.0,3,3.33,4,4.44,10,11.11,43050
43,51,62,5,8.06,0,0.0,5,8.06,1,1.61,2,3.23,17,27.42,11,17.74,6,9.68,3,4.84,1,1.61,3,4.84,8,12.9,43051
43,52,174,14,8.05,1,0.57,7,4.02,3,1.72,1,0.57,47,27.01,34,19.54,20,11.49,14,8.05,6,3.45,8,4.6,19,10.92,43052
43,53,186,16,8.6,8,4.3,9,4.84,7,3.76,2,1.08,37,19.89,26,13.98,24,12.9,14,7.53,4,2.15,6,3.23,33,17.74,43053
43,54,49,1,2.04,1,2.04,3,6.12,4,8.16,2,4.08,8,16.33,9,18.37,6,12.24,5,10.2,2,4.08,1,2.04,7,14.29,43054
43,55,160,19,11.88,28,17.5,7,4.38,2,1.25,6,3.75,16,10.0,19,11.88,25,15.63,14,8.75,5,3.13,9,5.63,10,6.25,43055
43,56,108,9,8.33,6,5.56,3,2.78,2,1.85,0,0.0,27,25.0,15,13.89,17,15.74,6,5.56,2,1.85,4,3.7,17,15.74,43056
43,57,55,5,9.09,2,3.64,3,5.45,1,1.82,2,3.64,11,20.0,10,18.18,8,14.55,5,9.09,1,1.82,1,1.82,6,10.91,43057
43,58,99,8,8.08,5,5.05,5,5.05,0,0.0,5,5.05,20,20.2,17,17.17,15,15.15,9,9.09,3,3.03,2,2.02,10,10.1,43058
43,59,242,18,7.44,6,2.48,9,3.72,6,2.48,9,3.72,53,21.9,39,16.12,38,15.7,24,9.92,5,2.07,10,4.13,25,10.33,43059
43,60,164,26,15.85,11,6.71,9,5.49,6,3.66,12,7.32,26,15.85,17,10.37,17,10.37,8,4.88,5,3.05,8,4.88,19,11.59,43060
44,1,283,21,7.42,8,2.83,8,2.83,12,4.24,9,3.18,53,18.73,39,13.78,46,16.25,28,9.89,13,4.59,10,3.53,36,12.72,44001
44,2,152,11,7.24,7,4.61,4,2.63,8,5.26,3,1.97,26,17.11,28,18.42,26,17.11,13,8.55,3,1.97,7,4.61,16,10.53,44002
44,3,254,25,9.84,9,3.54,6,2.36,5,1.97,4,1.57,52,20.47,44,17.32,45,17.72,27,10.63,1,0.39,9,3.54,27,10.63,44003
44,4,412,13,3.16,8,1.94,11,2.67,10,2.43,8,1.94,101,24.51,86,20.87,86,20.87,29,7.04,5,1.21,21,5.1,34,8.25,44004
44,5,200,16,8.0,8,4.0,8,4.0,4,2.0,7,3.5,32,16.0,30,15.0,38,19.0,24,12.0,3,1.5,7,3.5,23,11.5,44005
44,6,136,13,9.56,3,2.21,10,7.35,4,2.94,5,3.68,26,19.12,14,10.29,18,13.24,15,11.03,1,0.74,7,5.15,20,14.71,44006
44,7,286,19,6.64,10,3.5,8,2.8,12,4.2,4,1.4,65,22.73,48,16.78,42,14.69,26,9.09,10,3.5,14,4.9,28,9.79,44007
44,8,287,20,6.97,7,2.44,12,4.18,3,1.05,5,1.74,69,24.04,51,17.77,44,15.33,27,9.41,6,2.09,15,5.23,28,9.76,44008
44,9,230,22,9.57,12,5.22,15,6.52,10,4.35,5,2.17,48,20.87,34,14.78,26,11.3,17,7.39,4,1.74,10,4.35,27,11.74,44009
44,10,299,24,8.03,11,3.68,11,3.68,8,2.68,9,3.01,59,19.73,46,15.38,48,16.05,21,7.02,12,4.01,10,3.34,40,13.38,44010
44,11,177,20,11.3,3,1.69,8,4.52,7,3.95,3,1.69,39,22.03,28,15.82,19,10.73,12,6.78,3,1.69,13,7.34,22,12.43,44011
44,12,155,20,12.9,1,0.65,9,5.81,2,1.29,6,3.87,25,16.13,24,15.48,24,15.48,15,9.68,1,0.65,10,6.45,18,11.61,44012
44,13,241,20,8.3,9,3.73,18,7.47,6,2.49,15,6.22,44,18.26,42,17.43,31,12.86,19,7.88,5,2.07,9,3.73,23,9.54,44013
44,14,201,18,8.96,6,2.99,6,2.99,5,2.49,6,2.99,50,24.88,36,17.91,35,17.41,9,4.48,2,1.0,5,2.49,23,11.44,44014
44,15,182,15,8.24,10,5.49,6,3.3,3,1.65,5,2.75,40,21.98,24,13.19,21,11.54,19,10.44,5,2.75,11,6.04,23,12.64,44015
44,16,165,19,11.52,6,3.64,9,5.45,2,1.21,3,1.82,39,23.64,27,16.36,22,13.33,9,5.45,3,1.82,8,4.85,18,10.91,44016
44,17,214,15,7.01,8,3.74,7,3.27,4,1.87,8,3.74,48,22.43,31,14.49,33,15.42,26,12.15,1,0.47,5,2.34,28,13.08,44017
44,18,77,5,6.49,2,2.6,4,5.19,4,5.19,2,2.6,15,19.48,9,11.69,9,11.69,8,10.39,0,0.0,6,7.79,13,16.88,44018
44,19,130,15,11.54,6,4.62,6,4.62,6,4.62,4,3.08,23,17.69,21,16.15,15,11.54,13,10.0,4,3.08,4,3.08,13,10.0,44019
44,20,175,16,9.14,5,2.86,10,5.71,6,3.43,11,6.29,29,16.57,22,12.57,19,10.86,19,10.86,5,2.86,10,5.71,23,13.14,44020
44,21,156,8,5.13,2,1.28,2,1.28,2,1.28,4,2.56,39,25.0,26,16.67,26,16.67,10,6.41,6,3.85,8,5.13,23,14.74,44021
44,22,121,11,9.09,1,0.83,11,9.09,2,1.65,7,5.79,20,16.53,16,13.22,19,15.7,15,12.4,5,4.13,3,2.48,11,9.09,44022
44,23,139,6,4.32,5,3.6,6,4.32,4,2.88,2,1.44,26,18.71,24,17.27,24,17.27,10,7.19,5,3.6,8,5.76,19,13.67,44023
44,24,173,11,6.36,7,4.05,6,3.47,3,1.73,3,1.73,38,21.97,19,10.98,29,16.76,19,10.98,5,2.89,9,5.2,24,13.87,44024
44,25,160,18,11.25,3,1.88,8,5.0,3,1.88,8,5.0,28,17.5,22,13.75,26,16.25,11,6.88,2,1.25,10,6.25,21,13.13,44025
44,26,162,13,8.02,6,3.7,8,4.94,5,3.09,6,3.7,29,17.9,21,12.96,16,9.88,20,12.35,4,2.47,9,5.56,25,15.43,44026
44,27,190,14,7.37,7,3.68,7,3.68,9,4.74,3,1.58,41,21.58,29,15.26,26,13.68,14,7.37,4,2.11,12,6.32,24,12.63,44027
44,28,144,20,13.89,6,4.17,4,2.78,9,6.25,7,4.86,22,15.28,17,11.81,18,12.5,10,6.94,3,2.08,7,4.86,21,14.58,44028
44,29,137,15,10.95,3,2.19,4,2.92,6,4.38,3,2.19,33,24.09,23,16.79,18,13.14,7,5.11,0,0.0,6,4.38,19,13.87,44029
44,30,174,10,5.75,7,4.02,8,4.6,3,1.72,5,2.87,38,21.84,26,14.94,24,13.79,18,10.34,1,0.57,8,4.6,26,14.94,44030
44,31,217,16,7.37,8,3.69,12,5.53,6,2.76,5,2.3,42,19.35,41,18.89,26,11.98,17,7.83,7,3.23,10,4.61,27,12.44,44031
44,32,85,14,16.47,6,7.06,3,3.53,1,1.18,1,1.18,14,16.47,11,12.94,12,14.12,9,10.59,2,2.35,5,5.88,7,8.24,44032
44,33,232,13,5.6,2,0.86,10,4.31,6,2.59,6,2.59,46,19.83,34,14.66,34,14.66,21,9.05,9,3.88,14,6.03,37,15.95,44033
44,34,163,17,10.43,5,3.07,9,5.52,3,1.84,7,4.29,28,17.18,16,9.82,25,15.34,14,8.59,5,3.07,8,4.91,26,15.95,44034
44,35,252,17,6.75,10,3.97,7,2.78,8,3.17,6,2.38,55,21.83,45,17.86,45,17.86,16,6.35,6,2.38,9,3.57,28,11.11,44035
44,36,180,15,8.33,7,3.89,11,6.11,3,1.67,5,2.78,34,18.89,25,13.89,24,13.33,18,10.0,4,2.22,9,5.0,25,13.89,44036
44,37,314,27,8.6,6,1.91,15,4.78,7,2.23,5,1.59,75,23.89,57,18.15,60,19.11,24,7.64,5,1.59,9,2.87,24,7.64,44037
44,38,187,17,9.09,3,1.6,7,3.74,4,2.14,4,2.14,46,24.6,26,13.9,24,12.83,10,5.35,4,2.14,12,6.42,30,16.04,44038
44,39,173,16,9.25,8,4.62,6,3.47,3,1.73,4,2.31,41,23.7,33,19.08,31,17.92,8,4.62,1,0.58,2,1.16,20,11.56,44039
44,40,201,13,6.47,3,1.49,8,3.98,7,3.48,6,2.99,47,23.38,32,15.92,39,19.4,13,6.47,8,3.98,5,2.49,20,9.95,44040
44,41,234,30,12.82,20,8.55,15,6.41,8,3.42,6,2.56,36,15.38,30,12.82,36,15.38,16,6.84,8,3.42,8,3.42,21,8.97,44041
44,42,213,16,7.51,10,4.69,6,2.82,8,3.76,3,1.41,53,24.88,46,21.6,34,15.96,13,6.1,1,0.47,6,2.82,17,7.98,44042
44,43,235,17,7.23,8,3.4,10,4.26,6,2.55,11,4.68,44,18.72,33,14.04,28,11.91,23,9.79,8,3.4,10,4.26,37,15.74,44043
44,44,313,27,8.63,10,3.19,11,3.51,10,3.19,9,2.88,64,20.45,49,15.65,47,15.02,30,9.58,8,2.56,13,4.15,35,11.18,44044
44,45,197,16,8.12,13,6.6,6,3.05,4,2.03,6,3.05,38,19.29,23,11.68,24,12.18,23,11.68,2,1.02,15,7.61,27,13.71,44045
44,46,117,9,7.69,2,1.71,2,1.71,3,2.56,2,1.71,27,23.08,21,17.95,21,17.95,10,8.55,2,1.71,3,2.56,15,12.82,44046
44,47,153,17,11.11,3,1.96,6,3.92,8,5.23,3,1.96,32,20.92,24,15.69,21,13.73,12,7.84,1,0.65,6,3.92,20,13.07,44047
44,48,155,14,9.03,2,1.29,3,1.94,2,1.29,7,4.52,28,18.06,24,15.48,22,14.19,13,8.39,6,3.87,14,9.03,20,12.9,44048
44,49,173,14,8.09,6,3.47,4,2.31,3,1.73,1,0.58,42,24.28,32,18.5,26,15.03,10,5.78,7,4.05,9,5.2,19,10.98,44049
44,50,142,13,9.15,2,1.41,9,6.34,5,3.52,8,5.63,24,16.9,22,15.49,16,11.27,12,8.45,8,5.63,8,5.63,15,10.56,44050
45,1,203,13,6.4,3,1.48,10,4.93,13,6.4,13,6.4,42,20.69,28,13.79,25,12.32,16,7.88,10,4.93,9,4.43,21,10.34,45001
45,2,275,17,6.18,11,4.0,14,5.09,10,3.64,16,5.82,62,22.55,44,16.0,43,15.64,14,5.09,5,1.82,9,3.27,30,10.91,45002
45,3,674,25,3.71,11,1.63,10,1.48,9,1.34,21,3.12,193,28.64,149,22.11,146,21.66,22,3.26,9,1.34,25,3.71,54,8.01,45003
45,4,343,36,10.5,7,2.04,7,2.04,7,2.04,7,2.04,99,28.86,45,13.12,29,8.45,23,6.71,8,2.33,23,6.71,52,15.16,45004
45,5,197,10,5.08,5,2.54,9,4.57,5,2.54,6,3.05,55,27.92,27,13.71,20,10.15,10,5.08,4,2.03,16,8.12,30,15.23,45005
45,6,316,15,4.75,7,2.22,13,4.11,5,1.58,18,5.7,75,23.73,52,16.46,54,17.09,12,3.8,12,3.8,15,4.75,38,12.03,45006
45,7,354,30,8.47,17,4.8,14,3.95,18,5.08,22,6.21,69,19.49,48,13.56,51,14.41,17,4.8,11,3.11,12,3.39,45,12.71,45007
45,8,290,21,7.24,11,3.79,22,7.59,7,2.41,22,7.59,65,22.41,33,11.38,28,9.66,18,6.21,10,3.45,20,6.9,33,11.38,45008
45,9,420,24,5.71,10,2.38,19,4.52,15,3.57,24,5.71,104,24.76,65,15.48,57,13.57,20,4.76,10,2.38,17,4.05,55,13.1,45009
45,10,515,33,6.41,14,2.72,20,3.88,10,1.94,20,3.88,127,24.66,105,20.39,90,17.48,16,3.11,7,1.36,23,4.47,50,9.71,45010
45,11,316,16,5.06,5,1.58,19,6.01,15,4.75,20,6.33,72,22.78,39,12.34,40,12.66,20,6.33,10,3.16,15,4.75,45,14.24,45011
45,12,395,22,5.57,11,2.78,20,5.06,14,3.54,13,3.29,90,22.78,65,16.46,54,13.67,25,6.33,6,1.52,22,5.57,53,13.42,45012
45,13,561,27,4.81,12,2.14,30,5.35,18,3.21,34,6.06,136,24.24,110,19.61,101,18.0,24,4.28,13,2.32,18,3.21,38,6.77,45013
45,14,353,32,9.07,13,3.68,16,4.53,14,3.97,19,5.38,74,20.96,43,12.18,32,9.07,26,7.37,10,2.83,21,5.95,53,15.01,45014
45,15,482,41,8.51,11,2.28,29,6.02,23,4.77,27,5.6,107,22.2,86,17.84,80,16.6,12,2.49,21,4.36,8,1.66,37,7.68,45015
45,16,508,51,10.04,10,1.97,16,3.15,14,2.76,18,3.54,116,22.83,86,16.93,87,17.13,20,3.94,13,2.56,24,4.72,53,10.43,45016
45,17,399,30,7.52,10,2.51,40,10.03,13,3.26,40,10.03,66,16.54,47,11.78,37,9.27,31,7.77,13,3.26,27,6.77,45,11.28,45017
45,18,405,29,7.16,4,0.99,18,4.44,8,1.98,12,2.96,111,27.41,67,16.54,67,16.54,21,5.19,5,1.23,16,3.95,47,11.6,45018
45,19,617,38,6.16,11,1.78,20,3.24,13,2.11,34,5.51,149,24.15,135,21.88,119,19.29,22,3.57,22,3.57,17,2.76,37,6.0,45019
45,20,328,32,9.76,12,3.66,18,5.49,19,5.79,24,7.32,67,20.43,42,12.8,32,9.76,17,5.18,13,3.96,13,3.96,39,11.89,45020
