ward,precinct,total,JOHN P. DALEY,JOHN P. DALEY Percent,precinct_id
11,1,165,165,100.0,11001
11,2,148,148,100.0,11002
11,3,181,181,100.0,11003
11,4,209,209,100.0,11004
11,5,96,96,100.0,11005
11,6,255,255,100.0,11006
11,7,226,226,100.0,11007
11,8,193,193,100.0,11008
11,9,221,221,100.0,11009
11,10,118,118,100.0,11010
11,11,174,174,100.0,11011
11,12,221,221,100.0,11012
11,13,181,181,100.0,11013
11,14,86,86,100.0,11014
11,15,177,177,100.0,11015
11,16,167,167,100.0,11016
11,17,219,219,100.0,11017
11,18,134,134,100.0,11018
11,19,155,155,100.0,11019
11,20,286,286,100.0,11020
11,21,340,340,100.0,11021
11,22,90,90,100.0,11022
11,23,175,175,100.0,11023
11,24,323,323,100.0,11024
11,25,162,162,100.0,11025
11,26,253,253,100.0,11026
11,27,60,60,100.0,11027
11,28,41,41,100.0,11028
11,29,268,268,100.0,11029
11,30,162,162,100.0,11030
11,31,59,59,100.0,11031
11,32,186,186,100.0,11032
11,33,90,90,100.0,11033
11,34,163,163,100.0,11034
11,35,221,221,100.0,11035
11,36,98,98,100.0,11036
11,37,303,303,100.0,11037
11,38,315,315,100.0,11038
11,39,259,259,100.0,11039
11,40,210,210,100.0,11040
11,41,170,170,100.0,11041
11,42,133,133,100.0,11042
11,43,202,202,100.0,11043
11,44,168,168,100.0,11044
11,45,167,167,100.0,11045
11,46,175,175,100.0,11046
11,47,203,203,100.0,11047
11,48,120,120,100.0,11048
11,49,141,141,100.0,11049
11,50,122,122,100.0,11050
11,51,202,202,100.0,11051
11,52,205,205,100.0,11052
11,53,181,181,100.0,11053
11,54,78,78,100.0,11054
