ward,precinct,total,MATTHEW WILLIAM BEAUDET,MATTHEW WILLIAM BEAUDET Percent,COLLEEN F. SHEEHAN,COLLEEN F. SHEEHAN Percent,precinct_id
40,4,121,17,14.05,104,85.95,40004
40,5,67,10,14.93,57,85.07,40005
40,6,62,17,27.42,45,72.58,40006
40,7,64,10,15.63,54,84.38,40007
40,8,114,12,10.53,102,89.47,40008
40,9,48,13,27.08,35,72.92,40009
40,10,90,11,12.22,79,87.78,40010
40,11,79,24,30.38,55,69.62,40011
40,12,78,11,14.1,67,85.9,40012
40,13,78,14,17.95,64,82.05,40013
40,14,67,24,35.82,43,64.18,40014
40,15,82,15,18.29,67,81.71,40015
40,16,102,18,17.65,84,82.35,40016
40,17,39,9,23.08,30,76.92,40017
40,18,76,14,18.42,62,81.58,40018
40,19,62,14,22.58,48,77.42,40019
40,20,66,8,12.12,58,87.88,40020
40,21,82,22,26.83,60,73.17,40021
40,22,63,15,23.81,48,76.19,40022
40,23,81,22,27.16,59,72.84,40023
40,24,57,10,17.54,47,82.46,40024
40,25,76,15,19.74,61,80.26,40025
40,26,89,10,11.24,79,88.76,40026
40,27,128,21,16.41,107,83.59,40027
40,28,72,17,23.61,55,76.39,40028
40,29,106,19,17.92,87,82.08,40029
40,30,99,10,10.1,89,89.9,40030
40,31,95,5,5.26,90,94.74,40031
40,32,53,16,30.19,37,69.81,40032
40,33,78,18,23.08,60,76.92,40033
40,34,53,12,22.64,41,77.36,40034
40,35,84,22,26.19,62,73.81,40035
40,36,93,16,17.2,77,82.8,40036
40,37,73,17,23.29,56,76.71,40037
40,38,54,21,38.89,33,61.11,40038
40,39,78,22,28.21,56,71.79,40039
40,40,56,11,19.64,45,80.36,40040
40,41,109,24,22.02,85,77.98,40041
40,42,112,18,16.07,94,83.93,40042
40,43,77,12,15.58,65,84.42,40043
40,44,62,16,25.81,46,74.19,40044
40,45,116,27,23.28,89,76.72,40045
40,46,80,15,18.75,65,81.25,40046
40,47,72,12,16.67,60,83.33,40047
41,1,82,18,21.95,64,78.05,41001
41,2,140,24,17.14,116,82.86,41002
41,3,106,14,13.21,92,86.79,41003
41,4,100,24,24.0,76,76.0,41004
41,5,86,16,18.6,70,81.4,41005
41,6,79,11,13.92,68,86.08,41006
41,7,141,24,17.02,117,82.98,41007
41,8,94,14,14.89,80,85.11,41008
41,9,74,22,29.73,52,70.27,41009
41,10,104,28,26.92,76,73.08,41010
41,11,75,13,17.33,62,82.67,41011
41,12,90,25,27.78,65,72.22,41012
41,13,90,17,18.89,73,81.11,41013
41,14,128,21,16.41,107,83.59,41014
41,15,55,10,18.18,45,81.82,41015
41,16,90,12,13.33,78,86.67,41016
41,17,94,15,15.96,79,84.04,41017
41,18,87,22,25.29,65,74.71,41018
41,19,104,21,20.19,83,79.81,41019
41,20,127,35,27.56,92,72.44,41020
41,21,74,12,16.22,62,83.78,41021
41,22,97,10,10.31,87,89.69,41022
41,23,91,13,14.29,78,85.71,41023
41,24,85,8,9.41,77,90.59,41024
41,25,58,11,18.97,47,81.03,41025
41,26,41,5,12.2,36,87.8,41026
41,27,55,15,27.27,40,72.73,41027
41,28,55,6,10.91,49,89.09,41028
41,29,28,5,17.86,23,82.14,41029
41,30,87,17,19.54,70,80.46,41030
41,31,105,16,15.24,89,84.76,41031
41,32,73,20,27.4,53,72.6,41032
41,33,91,23,25.27,68,74.73,41033
41,34,66,11,16.67,55,83.33,41034
41,35,83,19,22.89,64,77.11,41035
41,36,95,19,20.0,76,80.0,41036
41,37,86,16,18.6,70,81.4,41037
41,38,42,12,28.57,30,71.43,41038
41,39,90,14,15.56,76,84.44,41039
41,40,64,15,23.44,49,76.56,41040
41,41,85,18,21.18,67,78.82,41041
41,42,98,17,17.35,81,82.65,41042
41,43,73,14,19.18,59,80.82,41043
41,44,91,25,27.47,66,72.53,41044
41,45,82,14,17.07,68,82.93,41045
41,46,71,15,21.13,56,78.87,41046
41,47,103,27,26.21,76,73.79,41047
41,48,55,9,16.36,46,83.64,41048
41,49,83,10,12.05,73,87.95,41049
41,50,101,18,17.82,83,82.18,41050
41,51,50,6,12.0,44,88.0,41051
41,52,100,24,24.0,76,76.0,41052
41,53,89,19,21.35,70,78.65,41053
41,54,88,6,6.82,82,93.18,41054
41,55,66,16,24.24,50,75.76,41055
41,56,102,19,18.63,83,81.37,41056
41,57,94,20,21.28,74,78.72,41057
41,58,61,12,19.67,49,80.33,41058
41,59,75,14,18.67,61,81.33,41059
41,60,67,14,20.9,53,79.1,41060
41,61,124,23,18.55,101,81.45,41061
41,62,84,20,23.81,64,76.19,41062
41,63,75,17,22.67,58,77.33,41063
41,64,109,18,16.51,91,83.49,41064
41,65,80,16,20.0,64,80.0,41065
41,66,102,23,22.55,79,77.45,41066
42,1,77,13,16.88,64,83.12,42001
42,2,48,10,20.83,38,79.17,42002
42,3,48,7,14.58,41,85.42,42003
42,4,80,16,20.0,64,80.0,42004
42,5,50,6,12.0,44,88.0,42005
42,6,159,28,17.61,131,82.39,42006
42,7,67,10,14.93,57,85.07,42007
42,8,71,8,11.27,63,88.73,42008
42,9,67,10,14.93,57,85.07,42009
42,10,49,10,20.41,39,79.59,42010
42,11,67,16,23.88,51,76.12,42011
42,12,66,12,18.18,54,81.82,42012
42,13,156,33,21.15,123,78.85,42013
42,14,76,15,19.74,61,80.26,42014
42,15,64,14,21.88,50,78.13,42015
42,16,81,16,19.75,65,80.25,42016
42,17,14,6,42.86,8,57.14,42017
42,18,117,19,16.24,98,83.76,42018
42,19,51,9,17.65,42,82.35,42019
42,20,28,3,10.71,25,89.29,42020
42,21,60,13,21.67,47,78.33,42021
42,22,42,18,42.86,24,57.14,42022
42,23,83,15,18.07,68,81.93,42023
42,24,86,20,23.26,66,76.74,42024
42,25,90,16,17.78,74,82.22,42025
42,26,38,4,10.53,34,89.47,42026
42,27,131,28,21.37,103,78.63,42027
42,28,85,18,21.18,67,78.82,42028
42,29,59,10,16.95,49,83.05,42029
42,30,57,9,15.79,48,84.21,42030
42,31,28,2,7.14,26,92.86,42031
42,32,91,9,9.89,82,90.11,42032
42,33,128,21,16.41,107,83.59,42033
42,34,60,9,15.0,51,85.0,42034
42,35,44,10,22.73,34,77.27,42035
42,36,82,18,21.95,64,78.05,42036
42,37,68,10,14.71,58,85.29,42037
42,38,71,18,25.35,53,74.65,42038
42,39,105,22,20.95,83,79.05,42039
42,40,55,4,7.27,51,92.73,42040
42,41,40,6,15.0,34,85.0,42041
42,42,58,9,15.52,49,84.48,42042
42,43,76,14,18.42,62,81.58,42043
42,44,57,6,10.53,51,89.47,42044
42,45,53,8,15.09,45,84.91,42045
42,46,54,18,33.33,36,66.67,42046
42,47,54,14,25.93,40,74.07,42047
42,48,39,9,23.08,30,76.92,42048
42,49,74,25,33.78,49,66.22,42049
42,50,58,9,15.52,49,84.48,42050
42,51,32,7,21.88,25,78.13,42051
42,52,64,9,14.06,55,85.94,42052
42,53,67,10,14.93,57,85.07,42053
42,54,53,12,22.64,41,77.36,42054
42,55,66,8,12.12,58,87.88,42055
42,56,47,10,21.28,37,78.72,42056
42,57,48,15,31.25,33,68.75,42057
42,58,118,29,24.58,89,75.42,42058
42,59,62,21,33.87,41,66.13,42059
42,60,35,5,14.29,30,85.71,42060
42,61,16,5,31.25,11,68.75,42061
42,62,36,10,27.78,26,72.22,42062
42,63,61,10,16.39,51,83.61,42063
42,64,40,12,30.0,28,70.0,42064
42,65,30,7,23.33,23,76.67,42065
42,66,49,15,30.61,34,69.39,42066
42,67,137,36,26.28,101,73.72,42067
43,1,34,8,23.53,26,76.47,43001
43,2,28,2,7.14,26,92.86,43002
43,3,32,8,25.0,24,75.0,43003
43,4,37,7,18.92,30,81.08,43004
43,5,55,10,18.18,45,81.82,43005
43,6,47,7,14.89,40,85.11,43006
43,7,51,8,15.69,43,84.31,43007
43,8,55,12,21.82,43,78.18,43008
43,9,28,3,10.71,25,89.29,43009
43,10,33,7,21.21,26,78.79,43010
43,11,48,7,14.58,41,85.42,43011
43,12,65,8,12.31,57,87.69,43012
43,13,28,9,32.14,19,67.86,43013
43,14,40,8,20.0,32,80.0,43014
43,15,48,9,18.75,39,81.25,43015
43,16,38,6,15.79,32,84.21,43016
43,17,57,10,17.54,47,82.46,43017
43,18,77,12,15.58,65,84.42,43018
43,19,60,12,20.0,48,80.0,43019
43,20,65,14,21.54,51,78.46,43020
43,21,23,8,34.78,15,65.22,43021
43,22,31,7,22.58,24,77.42,43022
43,23,51,12,23.53,39,76.47,43023
43,24,44,13,29.55,31,70.45,43024
43,25,57,12,21.05,45,78.95,43025
43,26,55,12,21.82,43,78.18,43026
43,27,48,5,10.42,43,89.58,43027
43,28,33,9,27.27,24,72.73,43028
43,29,34,11,32.35,23,67.65,43029
43,30,27,3,11.11,24,88.89,43030
43,31,65,13,20.0,52,80.0,43031
43,32,42,10,23.81,32,76.19,43032
43,33,24,4,16.67,20,83.33,43033
43,34,28,8,28.57,20,71.43,43034
43,35,44,6,13.64,38,86.36,43035
43,36,44,4,9.09,40,90.91,43036
43,37,44,10,22.73,34,77.27,43037
43,38,32,2,6.25,30,93.75,43038
43,39,30,7,23.33,23,76.67,43039
43,40,55,6,10.91,49,89.09,43040
43,41,31,5,16.13,26,83.87,43041
43,42,50,7,14.0,43,86.0,43042
43,43,48,14,29.17,34,70.83,43043
43,44,46,8,17.39,38,82.61,43044
43,45,25,3,12.0,22,88.0,43045
43,46,47,12,25.53,35,74.47,43046
43,47,73,27,36.99,46,63.01,43047
43,48,30,7,23.33,23,76.67,43048
43,49,29,5,17.24,24,82.76,43049
43,50,42,6,14.29,36,85.71,43050
43,51,25,2,8.0,23,92.0,43051
43,52,51,8,15.69,43,84.31,43052
43,53,73,17,23.29,56,76.71,43053
43,54,17,2,11.76,15,88.24,43054
43,55,67,21,31.34,46,68.66,43055
43,56,33,6,18.18,27,81.82,43056
43,57,22,3,13.64,19,86.36,43057
43,58,44,5,11.36,39,88.64,43058
43,59,98,25,25.51,73,74.49,43059
43,60,72,22,30.56,50,69.44,43060
44,1,89,22,24.72,67,75.28,44001
44,2,59,12,20.34,47,79.66,44002
44,3,88,14,15.91,74,84.09,44003
44,4,121,20,16.53,101,83.47,44004
44,5,61,12,19.67,49,80.33,44005
44,6,47,9,19.15,38,80.85,44006
44,7,96,22,22.92,74,77.08,44007
44,8,90,12,13.33,78,86.67,44008
44,9,85,16,18.82,69,81.18,44009
44,10,103,18,17.48,85,82.52,44010
44,11,64,13,20.31,51,79.69,44011
44,12,54,16,29.63,38,70.37,44012
44,13,88,13,14.77,75,85.23,44013
44,14,78,7,8.97,71,91.03,44014
44,15,73,11,15.07,62,84.93,44015
44,16,56,4,7.14,52,92.86,44016
44,17,76,13,17.11,63,82.89,44017
44,18,26,5,19.23,21,80.77,44018
44,19,36,3,8.33,33,91.67,44019
44,20,61,14,22.95,47,77.05,44020
44,21,51,10,19.61,41,80.39,44021
44,22,41,10,24.39,31,75.61,44022
44,23,48,9,18.75,39,81.25,44023
44,24,58,9,15.52,49,84.48,44024
44,25,54,4,7.41,50,92.59,44025
44,26,60,10,16.67,50,83.33,44026
44,27,70,12,17.14,58,82.86,44027
44,28,51,14,27.45,37,72.55,44028
44,29,46,8,17.39,38,82.61,44029
44,30,53,7,13.21,46,86.79,44030
44,31,69,19,27.54,50,72.46,44031
44,32,28,3,10.71,25,89.29,44032
44,33,81,13,16.05,68,83.95,44033
44,34,59,9,15.25,50,84.75,44034
44,35,84,27,32.14,57,67.86,44035
44,36,66,7,10.61,59,89.39,44036
44,37,108,15,13.89,93,86.11,44037
44,38,67,9,13.43,58,86.57,44038
44,39,57,10,17.54,47,82.46,44039
44,40,56,4,7.14,52,92.86,44040
44,41,85,19,22.35,66,77.65,44041
44,42,75,13,17.33,62,82.67,44042
44,43,78,14,17.95,64,82.05,44043
44,44,113,23,20.35,90,79.65,44044
44,45,77,11,14.29,66,85.71,44045
44,46,37,5,13.51,32,86.49,44046
44,47,54,10,18.52,44,81.48,44047
44,48,56,11,19.64,45,80.36,44048
44,49,60,16,26.67,44,73.33,44049
44,50,47,5,10.64,42,89.36,44050
45,1,71,11,15.49,60,84.51,45001
45,2,96,13,13.54,83,86.46,45002
45,3,240,25,10.42,215,89.58,45003
45,4,108,15,13.89,93,86.11,45004
45,5,68,4,5.88,64,94.12,45005
45,6,114,15,13.16,99,86.84,45006
45,7,114,16,14.04,98,85.96,45007
45,8,94,20,21.28,74,78.72,45008
45,9,144,19,13.19,125,86.81,45009
45,10,190,39,20.53,151,79.47,45010
45,11,105,15,14.29,90,85.71,45011
45,12,142,41,28.87,101,71.13,45012
45,13,189,21,11.11,168,88.89,45013
45,14,133,42,31.58,91,68.42,45014
45,15,163,31,19.02,132,80.98,45015
45,16,177,36,20.34,141,79.66,45016
45,17,130,30,23.08,100,76.92,45017
45,18,150,21,14.0,129,86.0,45018
45,19,193,23,11.92,170,88.08,45019
45,20,123,33,26.83,90,73.17,45020
45,21,124,16,12.9,108,87.1,45021
45,22,120,21,17.5,99,82.5,45022
45,23,91,20,21.98,71,78.02,45023
45,24,132,28,21.21,104,78.79,45024
45,25,128,31,24.22,97,75.78,45025
45,26,165,28,16.97,137,83.03,45026
45,27,115,18,15.65,97,84.35,45027
45,28,209,24,11.48,185,88.52,45028
45,29,131,25,19.08,106,80.92,45029
45,30,133,25,18.8,108,81.2,45030
45,31,109,16,14.68,93,85.32,45031
45,32,101,14,13.86,87,86.14,45032
45,33,147,26,17.69,121,82.31,45033
45,34,104,14,13.46,90,86.54,45034
45,35,102,13,12.75,89,87.25,45035
45,36,132,25,18.94,107,81.06,45036
45,37,92,25,27.17,67,72.83,45037
45,38,207,33,15.94,174,84.06,45038
45,39,152,22,14.47,130,85.53,45039
45,40,195,30,15.38,165,84.62,45040
45,41,94,19,20.21,75,79.79,45041
45,42,147,15,10.2,132,89.8,45042
45,43,112,20,17.86,92,82.14,45043
45,44,123,22,17.89,101,82.11,45044
45,45,85,16,18.82,69,81.18,45045
45,46,160,38,23.75,122,76.25,45046
45,47,161,36,22.36,125,77.64,45047
45,48,95,15,15.79,80,84.21,45048
45,49,124,23,18.55,101,81.45,45049
45,50,114,14,12.28,100,87.72,45050
45,51,132,21,15.91,111,84.09,45051
45,52,99,11,11.11,88,88.89,45052
45,53,135,22,16.3,113,83.7,45053
45,54,126,19,15.08,107,84.92,45054
45,55,95,23,24.21,72,75.79,45055
45,56,85,13,15.29,72,84.71,45056
45,57,145,21,14.48,124,85.52,45057
45,58,57,9,15.79,48,84.21,45058
46,1,169,41,24.26,128,75.74,46001
46,2,74,14,18.92,60,81.08,46002
46,3,91,26,28.57,65,71.43,46003
46,4,77,16,20.78,61,79.22,46004
46,5,49,10,20.41,39,79.59,46005
46,6,61,21,34.43,40,65.57,46006
46,7,100,18,18.0,82,82.0,46007
46,8,80,28,35.0,52,65.0,46008
46,9,83,21,25.3,62,74.7,46009
46,10,67,12,17.91,55,82.09,46010
46,11,91,13,14.29,78,85.71,46011
46,12,88,17,19.32,71,80.68,46012
46,13,89,20,22.47,69,77.53,46013
46,14,56,5,8.93,51,91.07,46014
46,15,103,29,28.16,74,71.84,46015
46,16,143,44,30.77,99,69.23,46016
46,17,115,18,15.65,97,84.35,46017
46,18,102,28,27.45,74,72.55,46018
46,19,104,14,13.46,90,86.54,46019
46,20,71,26,36.62,45,63.38,46020
46,21,23,10,43.48,13,56.52,46021
46,22,64,20,31.25,44,68.75,46022
46,23,81,19,23.46,62,76.54,46023
46,24,65,14,21.54,51,78.46,46024
46,25,79,16,20.25,63,79.75,46025
46,26,127,39,30.71,88,69.29,46026
46,27,119,24,20.17,95,79.83,46027
46,28,106,10,9.43,96,90.57,46028
46,29,109,29,26.61,80,73.39,46029
46,30,110,17,15.45,93,84.55,46030
46,31,92,17,18.48,75,81.52,46031
46,32,108,33,30.56,75,69.44,46032
46,33,71,10,14.08,61,85.92,46033
46,34,96,27,28.13,69,71.88,46034
46,35,119,33,27.73,86,72.27,46035
46,36,113,17,15.04,96,84.96,46036
46,37,104,26,25.0,78,75.0,46037
46,38,82,16,19.51,66,80.49,46038
46,39,68,9,13.24,59,86.76,46039
47,1,61,10,16.39,51,83.61,47001
47,2,203,45,22.17,158,77.83,47002
47,3,154,24,15.58,130,84.42,47003
47,4,196,40,20.41,156,79.59,47004
47,5,75,9,12.0,66,88.0,47005
47,6,171,28,16.37,143,83.63,47006
47,7,155,23,14.84,132,85.16,47007
47,8,198,32,16.16,166,83.84,47008
47,9,168,35,20.83,133,79.17,47009
47,10,126,21,16.67,105,83.33,47010
47,11,228,60,26.32,168,73.68,47011
47,12,150,28,18.67,122,81.33,47012
47,13,187,34,18.18,153,81.82,47013
47,14,197,28,14.21,169,85.79,47014
47,15,83,20,24.1,63,75.9,47015
47,16,107,18,16.82,89,83.18,47016
47,17,175,31,17.71,144,82.29,47017
47,18,119,27,22.69,92,77.31,47018
47,19,151,32,21.19,119,78.81,47019
47,20,153,33,21.57,120,78.43,47020
47,21,83,17,20.48,66,79.52,47021
47,22,108,25,23.15,83,76.85,47022
47,23,48,12,25.0,36,75.0,47023
47,24,67,12,17.91,55,82.09,47024
47,25,119,19,15.97,100,84.03,47025
47,26,127,20,15.75,107,84.25,47026
47,27,129,24,18.6,105,81.4,47027
47,28,195,42,21.54,153,78.46,47028
47,29,134,30,22.39,104,77.61,47029
47,30,72,17,23.61,55,76.39,47030
47,31,126,24,19.05,102,80.95,47031
47,32,168,34,20.24,134,79.76,47032
47,33,112,23,20.54,89,79.46,47033
47,34,125,30,24.0,95,76.0,47034
47,35,168,34,20.24,134,79.76,47035
47,36,122,23,18.85,99,81.15,47036
47,37,139,19,13.67,120,86.33,47037
47,38,135,28,20.74,107,79.26,47038
47,39,96,12,12.5,84,87.5,47039
47,40,117,25,21.37,92,78.63,47040
47,41,76,14,18.42,62,81.58,47041
47,42,149,28,18.79,121,81.21,47042
47,43,175,23,13.14,152,86.86,47043
47,44,108,24,22.22,84,77.78,47044
47,45,142,25,17.61,117,82.39,47045
48,1,115,24,20.87,91,79.13,48001
48,2,110,25,22.73,85,77.27,48002
48,3,95,22,23.16,73,76.84,48003
48,4,96,17,17.71,79,82.29,48004
48,5,116,18,15.52,98,84.48,48005
48,6,116,25,21.55,91,78.45,48006
48,7,104,16,15.38,88,84.62,48007
48,8,83,11,13.25,72,86.75,48008
48,9,82,23,28.05,59,71.95,48009
48,10,55,8,14.55,47,85.45,48010
48,11,116,11,9.48,105,90.52,48011
48,12,60,16,26.67,44,73.33,48012
48,13,84,19,22.62,65,77.38,48013
48,14,103,35,33.98,68,66.02,48014
48,15,76,27,35.53,49,64.47,48015
48,16,102,18,17.65,84,82.35,48016
48,17,78,20,25.64,58,74.36,48017
48,18,76,19,25.0,57,75.0,48018
48,19,99,13,13.13,86,86.87,48019
48,20,70,10,14.29,60,85.71,48020
48,21,101,37,36.63,64,63.37,48021
48,22,174,38,21.84,136,78.16,48022
48,23,49,14,28.57,35,71.43,48023
48,24,70,24,34.29,46,65.71,48024
48,25,65,18,27.69,47,72.31,48025
48,26,99,25,25.25,74,74.75,48026
48,27,70,24,34.29,46,65.71,48027
48,28,104,19,18.27,85,81.73,48028
48,29,117,25,21.37,92,78.63,48029
48,30,71,17,23.94,54,76.06,48030
48,31,72,17,23.61,55,76.39,48031
48,32,74,21,28.38,53,71.62,48032
48,33,94,20,21.28,74,78.72,48033
48,34,86,22,25.58,64,74.42,48034
48,35,62,16,25.81,46,74.19,48035
48,36,82,16,19.51,66,80.49,48036
48,37,104,16,15.38,88,84.62,48037
48,38,126,7,5.56,119,94.44,48038
48,39,74,21,28.38,53,71.62,48039
48,40,73,16,21.92,57,78.08,48040
48,41,56,11,19.64,45,80.36,48041
48,42,120,23,19.17,97,80.83,48042
48,43,70,6,8.57,64,91.43,48043
48,44,71,11,15.49,60,84.51,48044
48,45,48,7,14.58,41,85.42,48045
48,46,63,14,22.22,49,77.78,48046
48,47,63,6,9.52,57,90.48,48047
48,48,65,9,13.85,56,86.15,48048
49,1,125,40,32.0,85,68.0,49001
49,2,124,29,23.39,95,76.61,49002
49,3,111,18,16.22,93,83.78,49003
49,4,73,16,21.92,57,78.08,49004
49,5,71,16,22.54,55,77.46,49005
49,6,60,13,21.67,47,78.33,49006
49,7,67,11,16.42,56,83.58,49007
49,8,69,15,21.74,54,78.26,49008
49,9,78,11,14.1,67,85.9,49009
49,10,115,16,13.91,99,86.09,49010
49,11,118,28,23.73,90,76.27,49011
49,12,80,23,28.75,57,71.25,49012
49,13,104,17,16.35,87,83.65,49013
49,14,98,21,21.43,77,78.57,49014
49,15,61,22,36.07,39,63.93,49015
49,16,89,15,16.85,74,83.15,49016
49,17,32,15,46.88,17,53.13,49017
49,18,103,30,29.13,73,70.87,49018
49,19,73,27,36.99,46,63.01,49019
49,20,117,19,16.24,98,83.76,49020
49,21,60,7,11.67,53,88.33,49021
49,22,94,18,19.15,76,80.85,49022
49,23,79,9,11.39,70,88.61,49023
49,24,104,36,34.62,68,65.38,49024
49,25,65,10,15.38,55,84.62,49025
49,26,134,42,31.34,92,68.66,49026
49,27,101,21,20.79,80,79.21,49027
49,28,76,25,32.89,51,67.11,49028
49,29,41,10,24.39,31,75.61,49029
49,30,85,20,23.53,65,76.47,49030
49,31,73,13,17.81,60,82.19,49031
49,32,89,13,14.61,76,85.39,49032
49,33,64,8,12.5,56,87.5,49033
49,34,69,19,27.54,50,72.46,49034
49,35,88,12,13.64,76,86.36,49035
49,36,64,16,25.0,48,75.0,49036
49,37,64,13,20.31,51,79.69,49037
50,1,62,13,20.97,49,79.03,50001
50,2,92,17,18.48,75,81.52,50002
50,3,58,10,17.24,48,82.76,50003
50,4,90,22,24.44,68,75.56,50004
50,5,82,14,17.07,68,82.93,50005
50,6,61,16,26.23,45,73.77,50006
50,7,110,19,17.27,91,82.73,50007
50,8,88,24,27.27,64,72.73,50008
50,9,68,16,23.53,52,76.47,50009
50,10,59,21,35.59,38,64.41,50010
50,11,67,16,23.88,51,76.12,50011
50,12,53,20,37.74,33,62.26,50012
50,13,53,13,24.53,40,75.47,50013
50,14,64,21,32.81,43,67.19,50014
50,15,102,18,17.65,84,82.35,50015
50,16,74,12,16.22,62,83.78,50016
50,17,66,9,13.64,57,86.36,50017
50,18,56,12,21.43,44,78.57,50018
50,19,69,15,21.74,54,78.26,50019
50,20,73,17,23.29,56,76.71,50020
50,21,90,17,18.89,73,81.11,50021
50,22,66,11,16.67,55,83.33,50022
50,23,54,15,27.78,39,72.22,50023
50,24,42,7,16.67,35,83.33,50024
50,25,51,14,27.45,37,72.55,50025
50,26,37,10,27.03,27,72.97,50026
50,27,55,16,29.09,39,70.91,50027
50,28,69,20,28.99,49,71.01,50028
50,29,88,16,18.18,72,81.82,50029
50,30,56,16,28.57,40,71.43,50030
50,31,32,13,40.63,19,59.38,50031
50,32,54,17,31.48,37,68.52,50032
50,33,31,9,29.03,22,70.97,50033
50,34,65,20,30.77,45,69.23,50034
50,35,83,14,16.87,69,83.13,50035
50,36,85,18,21.18,67,78.82,50036
50,37,96,17,17.71,79,82.29,50037
50,38,74,21,28.38,53,71.62,50038
50,39,85,31,36.47,54,63.53,50039
50,40,69,16,23.19,53,76.81,50040
50,41,91,20,21.98,71,78.02,50041
50,42,102,21,20.59,81,79.41,50042
50,43,92,23,25.0,69,75.0,50043
50,44,59,18,30.51,41,69.49,50044
50,45,91,15,16.48,76,83.52,50045
50,46,40,9,22.5,31,77.5,50046
