ward,precinct,total,PATRICK J. LEVAR,PATRICK J. LEVAR Percent,PATRICIA YOUNG,PATRICIA YOUNG Percent,JOE MOORE,JOE MOORE Percent,DOROTHY A. BROWN,DOROTHY A. BROWN Percent,precinct_id
24,47,114,4,3.51,10,8.77,1,0.88,99,86.84,24047
24,48,25,2,8.0,2,8.0,1,4.0,20,80.0,24048
24,49,125,4,3.2,5,4.0,8,6.4,108,86.4,24049
24,50,153,5,3.27,12,7.84,6,3.92,130,84.97,24050
24,51,186,5,2.69,12,6.45,6,3.23,163,87.63,24051
24,52,141,1,0.71,7,4.96,4,2.84,129,91.49,24052
24,53,105,11,10.48,14,13.33,9,8.57,71,67.62,24053
25,1,100,52,52.0,15,15.0,10,10.0,23,23.0,25001
25,2,142,49,34.51,34,23.94,13,9.15,46,32.39,25002
25,3,120,104,86.67,4,3.33,2,1.67,10,8.33,25003
25,4,136,52,38.24,27,19.85,12,8.82,45,33.09,25004
25,5,148,75,50.68,22,14.86,20,13.51,31,20.95,25005
25,6,118,26,22.03,32,27.12,20,16.95,40,33.9,25006
25,7,99,39,39.39,13,13.13,15,15.15,32,32.32,25007
25,8,108,42,38.89,33,30.56,10,9.26,23,21.3,25008
25,9,183,81,44.26,49,26.78,20,10.93,33,18.03,25009
25,10,52,9,17.31,5,9.62,1,1.92,37,71.15,25010
25,11,167,53,31.74,39,23.35,23,13.77,52,31.14,25011
25,12,75,21,28.0,14,18.67,9,12.0,31,41.33,25012
25,13,104,38,36.54,26,25.0,13,12.5,27,25.96,25013
25,14,112,76,67.86,17,15.18,7,6.25,12,10.71,25014
25,15,111,52,46.85,21,18.92,8,7.21,30,27.03,25015
25,16,71,40,56.34,9,12.68,5,7.04,17,23.94,25016
25,17,106,29,27.36,20,18.87,9,8.49,48,45.28,25017
25,18,127,69,54.33,8,6.3,2,1.57,48,37.8,25018
25,19,112,39,34.82,23,20.54,18,16.07,32,28.57,25019
25,20,126,60,47.62,36,28.57,10,7.94,20,15.87,25020
25,21,100,73,73.0,3,3.0,7,7.0,17,17.0,25021
25,22,106,63,59.43,18,16.98,10,9.43,15,14.15,25022
25,23,102,26,25.49,26,25.49,10,9.8,40,39.22,25023
26,1,58,10,17.24,13,22.41,9,15.52,26,44.83,26001
26,2,107,16,14.95,17,15.89,8,7.48,66,61.68,26002
26,3,56,18,32.14,12,21.43,8,14.29,18,32.14,26003
26,4,160,73,45.63,21,13.13,16,10.0,50,31.25,26004
26,5,83,21,25.3,20,24.1,8,9.64,34,40.96,26005
26,6,128,36,28.13,19,14.84,19,14.84,54,42.19,26006
26,7,42,9,21.43,12,28.57,6,14.29,15,35.71,26007
26,8,133,39,29.32,16,12.03,27,20.3,51,38.35,26008
26,9,65,20,30.77,11,16.92,9,13.85,25,38.46,26009
26,10,73,16,21.92,9,12.33,7,9.59,41,56.16,26010
26,11,87,36,41.38,18,20.69,9,10.34,24,27.59,26011
26,12,78,19,24.36,12,15.38,8,10.26,39,50.0,26012
26,13,91,30,32.97,15,16.48,17,18.68,29,31.87,26013
26,14,91,29,31.87,19,20.88,11,12.09,32,35.16,26014
26,15,47,13,27.66,10,21.28,9,19.15,15,31.91,26015
26,16,66,10,15.15,11,16.67,4,6.06,41,62.12,26016
26,17,99,43,43.43,18,18.18,10,10.1,28,28.28,26017
26,18,83,16,19.28,19,22.89,9,10.84,39,46.99,26018
26,19,111,38,34.23,22,19.82,16,14.41,35,31.53,26019
26,20,81,23,28.4,15,18.52,11,13.58,32,39.51,26020
26,21,124,46,37.1,31,25.0,14,11.29,33,26.61,26021
26,22,89,18,20.22,12,13.48,10,11.24,49,55.06,26022
26,23,126,36,28.57,30,23.81,11,8.73,49,38.89,26023
26,24,144,43,29.86,23,15.97,32,22.22,46,31.94,26024
26,25,94,22,23.4,22,23.4,16,17.02,34,36.17,26025
26,26,68,26,38.24,16,23.53,9,13.24,17,25.0,26026
26,27,74,22,29.73,8,10.81,4,5.41,40,54.05,26027
26,28,134,51,38.06,34,25.37,23,17.16,26,19.4,26028
26,29,73,13,17.81,16,21.92,9,12.33,35,47.95,26029
26,30,88,23,26.14,18,20.45,13,14.77,34,38.64,26030
26,31,33,11,33.33,7,21.21,5,15.15,10,30.3,26031
26,32,63,22,34.92,13,20.63,11,17.46,17,26.98,26032
26,33,118,38,32.2,27,22.88,22,18.64,31,26.27,26033
26,34,91,19,20.88,21,23.08,19,20.88,32,35.16,26034
26,35,79,19,24.05,13,16.46,6,7.59,41,51.9,26035
26,36,125,27,21.6,29,23.2,22,17.6,47,37.6,26036
26,37,78,19,24.36,14,17.95,13,16.67,32,41.03,26037
27,1,160,41,25.63,13,8.13,19,11.88,87,54.38,27001
27,2,86,10,11.63,6,6.98,5,5.81,65,75.58,27002
27,3,104,5,4.81,7,6.73,1,0.96,91,87.5,27003
27,4,71,10,14.08,11,15.49,4,5.63,46,64.79,27004
27,5,67,14,20.9,10,14.93,10,14.93,33,49.25,27005
27,6,81,46,56.79,7,8.64,2,2.47,26,32.1,27006
27,7,93,19,20.43,10,10.75,5,5.38,59,63.44,27007
27,8,68,12,17.65,5,7.35,1,1.47,50,73.53,27008
27,9,207,103,49.76,5,2.42,11,5.31,88,42.51,27009
27,10,221,72,32.58,12,5.43,15,6.79,122,55.2,27010
27,11,74,16,21.62,5,6.76,4,5.41,49,66.22,27011
27,12,130,96,73.85,5,3.85,3,2.31,26,20.0,27012
27,13,225,90,40.0,30,13.33,16,7.11,89,39.56,27013
27,14,79,27,34.18,8,10.13,4,5.06,40,50.63,27014
27,15,94,17,18.09,8,8.51,4,4.26,65,69.15,27015
27,16,58,14,24.14,5,8.62,14,24.14,25,43.1,27016
27,17,151,19,12.58,17,11.26,15,9.93,100,66.23,27017
27,18,46,24,52.17,7,15.22,7,15.22,8,17.39,27018
27,19,105,11,10.48,6,5.71,9,8.57,79,75.24,27019
27,20,223,127,56.95,19,8.52,8,3.59,69,30.94,27020
27,21,63,26,41.27,3,4.76,3,4.76,31,49.21,27021
27,22,111,17,15.32,6,5.41,4,3.6,84,75.68,27022
27,23,37,3,8.11,2,5.41,1,2.7,31,83.78,27023
27,24,86,17,19.77,7,8.14,4,4.65,58,67.44,27024
27,25,79,11,13.92,2,2.53,0,0.0,66,83.54,27025
27,26,199,15,7.54,16,8.04,9,4.52,159,79.9,27026
27,27,77,5,6.49,8,10.39,5,6.49,59,76.62,27027
27,28,115,27,23.48,10,8.7,13,11.3,65,56.52,27028
27,29,94,10,10.64,12,12.77,8,8.51,64,68.09,27029
27,30,67,37,55.22,4,5.97,10,14.93,16,23.88,27030
27,31,126,17,13.49,8,6.35,2,1.59,99,78.57,27031
27,32,79,37,46.84,20,25.32,6,7.59,16,20.25,27032
27,33,122,33,27.05,13,10.66,7,5.74,69,56.56,27033
27,34,121,31,25.62,7,5.79,5,4.13,78,64.46,27034
27,35,174,34,19.54,11,6.32,15,8.62,114,65.52,27035
27,36,135,9,6.67,14,10.37,5,3.7,107,79.26,27036
27,37,178,102,57.3,13,7.3,6,3.37,57,32.02,27037
27,38,97,25,25.77,12,12.37,16,16.49,44,45.36,27038
27,39,82,37,45.12,4,4.88,5,6.1,36,43.9,27039
27,40,91,27,29.67,5,5.49,3,3.3,56,61.54,27040
27,41,60,20,33.33,11,18.33,8,13.33,21,35.0,27041
27,42,52,13,25.0,9,17.31,8,15.38,22,42.31,27042
27,43,81,28,34.57,6,7.41,5,6.17,42,51.85,27043
27,44,164,7,4.27,13,7.93,13,7.93,131,79.88,27044
27,45,163,42,25.77,8,4.91,6,3.68,107,65.64,27045
27,46,124,70,56.45,5,4.03,4,3.23,45,36.29,27046
27,47,90,23,25.56,4,4.44,1,1.11,62,68.89,27047
27,48,126,7,5.56,8,6.35,6,4.76,105,83.33,27048
27,49,85,1,1.18,12,14.12,4,4.71,68,80.0,27049
27,50,90,14,15.56,17,18.89,14,15.56,45,50.0,27050
27,51,68,28,41.18,5,7.35,4,5.88,31,45.59,27051
27,52,31,8,25.81,0,0.0,0,0.0,23,74.19,27052
27,53,129,7,5.43,20,15.5,10,7.75,92,71.32,27053
27,54,46,14,30.43,4,8.7,7,15.22,21,45.65,27054
27,55,41,26,63.41,4,9.76,4,9.76,7,17.07,27055
28,1,130,8,6.15,13,10.0,8,6.15,101,77.69,28001
28,2,75,4,5.33,6,8.0,3,4.0,62,82.67,28002
28,3,119,6,5.04,11,9.24,4,3.36,98,82.35,28003
28,4,159,7,4.4,9,5.66,7,4.4,136,85.53,28004
28,5,120,5,4.17,11,9.17,5,4.17,99,82.5,28005
28,6,134,3,2.24,13,9.7,5,3.73,113,84.33,28006
28,7,165,9,5.45,8,4.85,1,0.61,147,89.09,28007
28,8,66,3,4.55,12,18.18,2,3.03,49,74.24,28008
28,9,130,3,2.31,3,2.31,3,2.31,121,93.08,28009
28,10,137,10,7.3,6,4.38,7,5.11,114,83.21,28010
28,11,99,4,4.04,11,11.11,3,3.03,81,81.82,28011
28,12,99,6,6.06,12,12.12,4,4.04,77,77.78,28012
28,13,95,2,2.11,7,7.37,7,7.37,79,83.16,28013
28,14,37,8,21.62,6,16.22,4,10.81,19,51.35,28014
28,15,59,4,6.78,4,6.78,3,5.08,48,81.36,28015
28,16,95,5,5.26,4,4.21,7,7.37,79,83.16,28016
28,17,70,2,2.86,5,7.14,3,4.29,60,85.71,28017
28,18,176,4,2.27,10,5.68,6,3.41,156,88.64,28018
28,19,110,1,0.91,11,10.0,6,5.45,92,83.64,28019
28,20,119,3,2.52,13,10.92,7,5.88,96,80.67,28020
28,21,90,5,5.56,9,10.0,5,5.56,71,78.89,28021
28,22,114,1,0.88,5,4.39,3,2.63,105,92.11,28022
28,23,160,3,1.88,11,6.88,5,3.13,141,88.13,28023
28,24,56,0,0.0,2,3.57,2,3.57,52,92.86,28024
28,25,110,0,0.0,4,3.64,2,1.82,104,94.55,28025
28,26,140,4,2.86,7,5.0,1,0.71,128,91.43,28026
28,27,68,5,7.35,8,11.76,4,5.88,51,75.0,28027
28,28,118,4,3.39,8,6.78,8,6.78,98,83.05,28028
28,29,126,3,2.38,10,7.94,3,2.38,110,87.3,28029
28,30,68,1,1.47,7,10.29,5,7.35,55,80.88,28030
28,31,120,1,0.83,13,10.83,4,3.33,102,85.0,28031
28,32,98,11,11.22,9,9.18,6,6.12,72,73.47,28032
28,33,75,6,8.0,7,9.33,4,5.33,58,77.33,28033
28,34,104,2,1.92,4,3.85,7,6.73,91,87.5,28034
28,35,84,4,4.76,8,9.52,4,4.76,68,80.95,28035
28,36,101,1,0.99,6,5.94,4,3.96,90,89.11,28036
28,37,166,3,1.81,5,3.01,5,3.01,153,92.17,28037
28,38,113,3,2.65,7,6.19,2,1.77,101,89.38,28038
28,39,60,4,6.67,1,1.67,2,3.33,53,88.33,28039
28,40,144,8,5.56,13,9.03,8,5.56,115,79.86,28040
28,41,76,1,1.32,4,5.26,5,6.58,66,86.84,28041
28,42,94,1,1.06,9,9.57,2,2.13,82,87.23,28042
28,43,84,4,4.76,4,4.76,2,2.38,74,88.1,28043
28,44,68,1,1.47,7,10.29,7,10.29,53,77.94,28044
28,45,73,3,4.11,9,12.33,3,4.11,58,79.45,28045
28,46,93,3,3.23,7,7.53,3,3.23,80,86.02,28046
28,47,133,5,3.76,12,9.02,7,5.26,109,81.95,28047
28,48,22,2,9.09,4,18.18,0,0.0,16,72.73,28048
28,49,85,3,3.53,5,5.88,5,5.88,72,84.71,28049
28,50,52,2,3.85,2,3.85,5,9.62,43,82.69,28050
28,51,96,4,4.17,7,7.29,4,4.17,81,84.38,28051
28,52,97,3,3.09,11,11.34,5,5.15,78,80.41,28052
28,53,40,8,20.0,10,25.0,5,12.5,17,42.5,28053
28,54,67,6,8.96,7,10.45,6,8.96,48,71.64,28054
28,55,61,3,4.92,5,8.2,2,3.28,51,83.61,28055
28,56,112,2,1.79,10,8.93,3,2.68,97,86.61,28056
28,57,116,14,12.07,7,6.03,2,1.72,93,80.17,28057
28,58,69,2,2.9,3,4.35,1,1.45,63,91.3,28058
28,59,82,1,1.22,5,6.1,2,2.44,74,90.24,28059
28,60,69,3,4.35,7,10.14,1,1.45,58,84.06,28060
28,61,58,5,8.62,7,12.07,4,6.9,42,72.41,28061
29,1,147,2,1.36,13,8.84,11,7.48,121,82.31,29001
29,2,71,23,32.39,14,19.72,7,9.86,27,38.03,29002
29,3,169,5,2.96,16,9.47,7,4.14,141,83.43,29003
29,4,162,7,4.32,14,8.64,10,6.17,131,80.86,29004
29,5,167,15,8.98,13,7.78,9,5.39,130,77.84,29005
29,6,45,14,31.11,7,15.56,5,11.11,19,42.22,29006
29,7,89,16,17.98,25,28.09,6,6.74,42,47.19,29007
29,8,144,6,4.17,11,7.64,8,5.56,119,82.64,29008
29,9,181,13,7.18,22,12.15,10,5.52,136,75.14,29009
29,10,136,18,13.24,10,7.35,8,5.88,100,73.53,29010
29,11,137,5,3.65,20,14.6,9,6.57,103,75.18,29011
29,12,111,10,9.01,7,6.31,12,10.81,82,73.87,29012
29,13,187,15,8.02,16,8.56,8,4.28,148,79.14,29013
29,14,147,3,2.04,13,8.84,5,3.4,126,85.71,29014
29,15,189,6,3.17,10,5.29,5,2.65,168,88.89,29015
29,16,110,5,4.55,12,10.91,7,6.36,86,78.18,29016
29,17,113,28,24.78,28,24.78,14,12.39,43,38.05,29017
29,18,137,7,5.11,11,8.03,10,7.3,109,79.56,29018
29,19,132,6,4.55,12,9.09,8,6.06,106,80.3,29019
29,20,184,12,6.52,24,13.04,21,11.41,127,69.02,29020
29,21,133,9,6.77,18,13.53,8,6.02,98,73.68,29021
29,22,91,14,15.38,17,18.68,7,7.69,53,58.24,29022
29,23,107,11,10.28,15,14.02,5,4.67,76,71.03,29023
29,24,203,15,7.39,15,7.39,9,4.43,164,80.79,29024
29,25,189,7,3.7,14,7.41,4,2.12,164,86.77,29025
29,26,135,7,5.19,8,5.93,8,5.93,112,82.96,29026
29,27,104,5,4.81,14,13.46,5,4.81,80,76.92,29027
29,28,135,7,5.19,11,8.15,14,10.37,103,76.3,29028
29,29,195,11,5.64,17,8.72,13,6.67,154,78.97,29029
29,30,124,10,8.06,13,10.48,6,4.84,95,76.61,29030
29,31,174,9,5.17,13,7.47,6,3.45,146,83.91,29031
29,32,151,6,3.97,8,5.3,6,3.97,131,86.75,29032
29,33,144,6,4.17,17,11.81,7,4.86,114,79.17,29033
29,34,99,11,11.11,11,11.11,11,11.11,66,66.67,29034
29,35,199,89,44.72,12,6.03,7,3.52,91,45.73,29035
29,36,233,7,3.0,6,2.58,3,1.29,217,93.13,29036
29,37,152,5,3.29,16,10.53,16,10.53,115,75.66,29037
29,38,159,13,8.18,17,10.69,11,6.92,118,74.21,29038
29,39,89,27,30.34,16,17.98,5,5.62,41,46.07,29039
29,40,237,32,13.5,15,6.33,10,4.22,180,75.95,29040
29,41,208,20,9.62,19,9.13,5,2.4,164,78.85,29041
29,42,100,3,3.0,4,4.0,5,5.0,88,88.0,29042
29,43,208,8,3.85,21,10.1,12,5.77,167,80.29,29043
29,44,134,3,2.24,5,3.73,7,5.22,119,88.81,29044
29,45,164,12,7.32,23,14.02,3,1.83,126,76.83,29045
29,46,110,7,6.36,9,8.18,6,5.45,88,80.0,29046
29,47,229,14,6.11,16,6.99,17,7.42,182,79.48,29047
29,48,38,17,44.74,6,15.79,4,10.53,11,28.95,29048
29,49,255,20,7.84,27,10.59,15,5.88,193,75.69,29049
29,50,195,23,11.79,18,9.23,10,5.13,144,73.85,29050
29,51,161,11,6.83,16,9.94,4,2.48,130,80.75,29051
29,52,113,30,26.55,13,11.5,10,8.85,60,53.1,29052
29,53,95,31,32.63,25,26.32,6,6.32,33,34.74,29053
29,54,104,65,62.5,10,9.62,8,7.69,21,20.19,29054
29,55,33,2,6.06,4,12.12,2,6.06,25,75.76,29055
29,56,103,3,2.91,11,10.68,4,3.88,85,82.52,29056
30,1,165,89,53.94,16,9.7,15,9.09,45,27.27,30001
30,2,104,49,47.12,11,10.58,9,8.65,35,33.65,30002
30,3,131,69,52.67,18,13.74,18,13.74,26,19.85,30003
30,4,178,101,56.74,22,12.36,16,8.99,39,21.91,30004
30,5,79,52,65.82,10,12.66,5,6.33,12,15.19,30005
30,6,120,63,52.5,19,15.83,16,13.33,22,18.33,30006
30,7,113,57,50.44,20,17.7,16,14.16,20,17.7,30007
30,8,117,61,52.14,21,17.95,11,9.4,24,20.51,30008
30,9,219,155,70.78,22,10.05,13,5.94,29,13.24,30009
30,10,122,66,54.1,22,18.03,9,7.38,25,20.49,30010
30,11,123,86,69.92,16,13.01,7,5.69,14,11.38,30011
30,12,110,56,50.91,11,10.0,12,10.91,31,28.18,30012
30,13,69,33,47.83,11,15.94,6,8.7,19,27.54,30013
30,14,88,47,53.41,12,13.64,7,7.95,22,25.0,30014
30,15,138,70,50.72,20,14.49,17,12.32,31,22.46,30015
30,16,77,34,44.16,8,10.39,10,12.99,25,32.47,30016
30,17,69,35,50.72,10,14.49,4,5.8,20,28.99,30017
30,18,106,58,54.72,13,12.26,13,12.26,22,20.75,30018
30,19,114,60,52.63,17,14.91,12,10.53,25,21.93,30019
30,20,55,27,49.09,7,12.73,7,12.73,14,25.45,30020
30,21,30,15,50.0,4,13.33,4,13.33,7,23.33,30021
30,22,129,66,51.16,18,13.95,19,14.73,26,20.16,30022
30,23,54,25,46.3,12,22.22,5,9.26,12,22.22,30023
30,24,54,21,38.89,12,22.22,5,9.26,16,29.63,30024
30,25,100,56,56.0,16,16.0,10,10.0,18,18.0,30025
30,26,116,59,50.86,26,22.41,8,6.9,23,19.83,30026
30,27,112,63,56.25,15,13.39,12,10.71,22,19.64,30027
30,28,99,42,42.42,14,14.14,18,18.18,25,25.25,30028
30,29,123,62,50.41,18,14.63,17,13.82,26,21.14,30029
30,30,112,71,63.39,13,11.61,11,9.82,17,15.18,30030
30,31,96,69,71.88,6,6.25,11,11.46,10,10.42,30031
30,32,108,36,33.33,21,19.44,21,19.44,30,27.78,30032
30,33,72,40,55.56,13,18.06,7,9.72,12,16.67,30033
30,34,192,121,63.02,32,16.67,14,7.29,25,13.02,30034
30,35,83,45,54.22,14,16.87,10,12.05,14,16.87,30035
30,36,72,29,40.28,18,25.0,10,13.89,15,20.83,30036
30,37,99,69,69.7,9,9.09,7,7.07,14,14.14,30037
30,38,115,64,55.65,16,13.91,10,8.7,25,21.74,30038
30,39,116,70,60.34,13,11.21,16,13.79,17,14.66,30039
30,40,86,50,58.14,16,18.6,10,11.63,10,11.63,30040
30,41,41,30,73.17,3,7.32,1,2.44,7,17.07,30041
30,42,117,72,61.54,12,10.26,15,12.82,18,15.38,30042
30,43,81,45,55.56,14,17.28,4,4.94,18,22.22,30043
30,44,149,71,47.65,22,14.77,20,13.42,36,24.16,30044
30,45,79,49,62.03,9,11.39,10,12.66,11,13.92,30045
31,1,62,21,33.87,12,19.35,5,8.06,24,38.71,31001
31,2,58,26,44.83,11,18.97,7,12.07,14,24.14,31002
31,3,73,40,54.79,8,10.96,7,9.59,18,24.66,31003
31,4,91,47,51.65,18,19.78,6,6.59,20,21.98,31004
31,5,54,19,35.19,14,25.93,6,11.11,15,27.78,31005
31,6,26,10,38.46,7,26.92,4,15.38,5,19.23,31006
31,7,57,28,49.12,13,22.81,4,7.02,12,21.05,31007
31,8,31,17,54.84,3,9.68,3,9.68,8,25.81,31008
31,9,80,51,63.75,10,12.5,5,6.25,14,17.5,31009
31,10,58,31,53.45,12,20.69,7,12.07,8,13.79,31010
31,11,39,16,41.03,7,17.95,2,5.13,14,35.9,31011
31,12,64,22,34.38,15,23.44,8,12.5,19,29.69,31012
31,13,54,18,33.33,14,25.93,4,7.41,18,33.33,31013
31,14,58,26,44.83,11,18.97,10,17.24,11,18.97,31014
31,15,66,12,18.18,19,28.79,9,13.64,26,39.39,31015
31,16,22,0,0.0,19,86.36,2,9.09,1,4.55,31016
31,17,56,26,46.43,7,12.5,8,14.29,15,26.79,31017
31,18,23,15,65.22,1,4.35,1,4.35,6,26.09,31018
31,19,28,10,35.71,5,17.86,3,10.71,10,35.71,31019
31,20,50,18,36.0,10,20.0,9,18.0,13,26.0,31020
31,21,52,18,34.62,13,25.0,5,9.62,16,30.77,31021
31,22,55,22,40.0,15,27.27,4,7.27,14,25.45,31022
31,23,77,43,55.84,15,19.48,10,12.99,9,11.69,31023
31,24,91,53,58.24,18,19.78,7,7.69,13,14.29,31024
31,25,65,39,60.0,9,13.85,5,7.69,12,18.46,31025
31,26,52,15,28.85,8,15.38,9,17.31,20,38.46,31026
31,27,41,25,60.98,5,12.2,3,7.32,8,19.51,31027
31,28,53,16,30.19,9,16.98,9,16.98,19,35.85,31028
31,29,48,30,62.5,6,12.5,5,10.42,7,14.58,31029
31,30,44,21,47.73,8,18.18,3,6.82,12,27.27,31030
31,31,105,44,41.9,22,20.95,13,12.38,26,24.76,31031
31,32,56,27,48.21,13,23.21,7,12.5,9,16.07,31032
31,33,95,41,43.16,18,18.95,11,11.58,25,26.32,31033
31,34,55,18,32.73,9,16.36,10,18.18,18,32.73,31034
31,35,49,18,36.73,11,22.45,3,6.12,17,34.69,31035
31,36,84,40,47.62,17,20.24,8,9.52,19,22.62,31036
31,37,72,43,59.72,9,12.5,7,9.72,13,18.06,31037
31,38,63,32,50.79,9,14.29,6,9.52,16,25.4,31038
31,39,38,30,78.95,4,10.53,2,5.26,2,5.26,31039
31,40,67,37,55.22,8,11.94,3,4.48,19,28.36,31040
31,41,39,12,30.77,10,25.64,6,15.38,11,28.21,31041
31,42,36,19,52.78,8,22.22,4,11.11,5,13.89,31042
31,43,46,16,34.78,8,17.39,5,10.87,17,36.96,31043
31,44,61,32,52.46,10,16.39,6,9.84,13,21.31,31044
31,45,72,30,41.67,14,19.44,1,1.39,27,37.5,31045
32,1,111,46,41.44,19,17.12,13,11.71,33,29.73,32001
32,2,93,16,17.2,15,16.13,24,25.81,38,40.86,32002
32,3,101,29,28.71,12,11.88,8,7.92,52,51.49,32003
32,4,154,84,54.55,15,9.74,12,7.79,43,27.92,32004
32,5,65,29,44.62,5,7.69,10,15.38,21,32.31,32005
32,6,113,65,57.52,19,16.81,19,16.81,10,8.85,32006
32,7,45,14,31.11,10,22.22,8,17.78,13,28.89,32007
32,8,71,19,26.76,9,12.68,18,25.35,25,35.21,32008
32,9,130,49,37.69,13,10.0,25,19.23,43,33.08,32009
32,10,42,6,14.29,7,16.67,7,16.67,22,52.38,32010
32,11,133,32,24.06,31,23.31,22,16.54,48,36.09,32011
32,12,70,25,35.71,14,20.0,7,10.0,24,34.29,32012
32,13,60,17,28.33,11,18.33,12,20.0,20,33.33,32013
32,14,60,24,40.0,11,18.33,9,15.0,16,26.67,32014
32,15,62,20,32.26,16,25.81,7,11.29,19,30.65,32015
32,16,104,59,56.73,12,11.54,13,12.5,20,19.23,32016
32,17,81,29,35.8,9,11.11,18,22.22,25,30.86,32017
32,18,64,21,32.81,7,10.94,12,18.75,24,37.5,32018
32,19,169,70,41.42,23,13.61,26,15.38,50,29.59,32019
32,20,65,30,46.15,9,13.85,10,15.38,16,24.62,32020
32,21,105,42,40.0,19,18.1,15,14.29,29,27.62,32021
32,22,93,26,27.96,15,16.13,24,25.81,28,30.11,32022
32,23,81,15,18.52,14,17.28,16,19.75,36,44.44,32023
32,24,87,37,42.53,12,13.79,15,17.24,23,26.44,32024
32,25,89,34,38.2,11,12.36,24,26.97,20,22.47,32025
32,26,116,61,52.59,16,13.79,12,10.34,27,23.28,32026
32,27,56,20,35.71,3,5.36,10,17.86,23,41.07,32027
32,28,58,35,60.34,9,15.52,1,1.72,13,22.41,32028
32,29,108,68,62.96,13,12.04,8,7.41,19,17.59,32029
32,30,101,44,43.56,15,14.85,14,13.86,28,27.72,32030
32,31,92,42,45.65,19,20.65,4,4.35,27,29.35,32031
32,32,71,12,16.9,14,19.72,21,29.58,24,33.8,32032
32,33,101,47,46.53,21,20.79,11,10.89,22,21.78,32033
32,34,119,66,55.46,13,10.92,15,12.61,25,21.01,32034
32,35,146,62,42.47,28,19.18,19,13.01,37,25.34,32035
32,36,122,33,27.05,15,12.3,37,30.33,37,30.33,32036
32,37,72,25,34.72,11,15.28,11,15.28,25,34.72,32037
32,38,113,44,38.94,13,11.5,17,15.04,39,34.51,32038
32,39,80,29,36.25,13,16.25,17,21.25,21,26.25,32039
32,40,70,21,30.0,10,14.29,16,22.86,23,32.86,32040
32,41,100,45,45.0,17,17.0,12,12.0,26,26.0,32041
32,42,121,41,33.88,26,21.49,17,14.05,37,30.58,32042
32,43,61,25,40.98,6,9.84,12,19.67,18,29.51,32043
32,44,83,46,55.42,12,14.46,6,7.23,19,22.89,32044
32,45,111,45,40.54,13,11.71,20,18.02,33,29.73,32045
32,46,23,18,78.26,1,4.35,4,17.39,0,0.0,32046
32,47,52,21,40.38,9,17.31,6,11.54,16,30.77,32047
32,48,65,18,27.69,7,10.77,11,16.92,29,44.62,32048
33,1,129,89,68.99,14,10.85,10,7.75,16,12.4,33001
33,2,248,197,79.44,10,4.03,11,4.44,30,12.1,33002
33,3,104,54,51.92,15,14.42,5,4.81,30,28.85,33003
33,4,194,133,68.56,23,11.86,15,7.73,23,11.86,33004
33,5,86,50,58.14,14,16.28,9,10.47,13,15.12,33005
33,6,154,101,65.58,20,12.99,10,6.49,23,14.94,33006
33,7,208,115,55.29,9,4.33,32,15.38,52,25.0,33007
33,8,121,56,46.28,21,17.36,13,10.74,31,25.62,33008
33,9,133,67,50.38,18,13.53,21,15.79,27,20.3,33009
33,10,166,117,70.48,14,8.43,9,5.42,26,15.66,33010
33,11,143,72,50.35,15,10.49,15,10.49,41,28.67,33011
33,12,154,101,65.58,17,11.04,8,5.19,28,18.18,33012
33,13,176,119,67.61,18,10.23,9,5.11,30,17.05,33013
33,14,114,54,47.37,13,11.4,15,13.16,32,28.07,33014
33,15,26,13,50.0,3,11.54,7,26.92,3,11.54,33015
33,16,152,114,75.0,14,9.21,10,6.58,14,9.21,33016
33,17,140,88,62.86,20,14.29,10,7.14,22,15.71,33017
33,18,68,33,48.53,10,14.71,9,13.24,16,23.53,33018
33,19,108,64,59.26,16,14.81,14,12.96,14,12.96,33019
33,20,124,70,56.45,14,11.29,14,11.29,26,20.97,33020
33,21,124,79,63.71,15,12.1,8,6.45,22,17.74,33021
33,22,260,189,72.69,17,6.54,22,8.46,32,12.31,33022
33,23,204,147,72.06,21,10.29,9,4.41,27,13.24,33023
33,24,158,65,41.14,17,10.76,27,17.09,49,31.01,33024
33,25,217,203,93.55,5,2.3,4,1.84,5,2.3,33025
33,26,116,66,56.9,21,18.1,12,10.34,17,14.66,33026
33,27,267,216,80.9,20,7.49,18,6.74,13,4.87,33027
33,28,132,61,46.21,10,7.58,25,18.94,36,27.27,33028
33,29,168,91,54.17,20,11.9,20,11.9,37,22.02,33029
33,30,128,83,64.84,18,14.06,11,8.59,16,12.5,33030
33,31,120,75,62.5,21,17.5,12,10.0,12,10.0,33031
33,32,27,16,59.26,3,11.11,4,14.81,4,14.81,33032
33,33,116,56,48.28,20,17.24,15,12.93,25,21.55,33033
33,34,125,81,64.8,12,9.6,12,9.6,20,16.0,33034
33,35,173,116,67.05,24,13.87,16,9.25,17,9.83,33035
33,36,185,148,80.0,9,4.86,6,3.24,22,11.89,33036
33,37,94,40,42.55,12,12.77,19,20.21,23,24.47,33037
33,38,46,24,52.17,4,8.7,11,23.91,7,15.22,33038
34,1,246,32,13.01,15,6.1,3,1.22,196,79.67,34001
34,2,194,100,51.55,8,4.12,7,3.61,79,40.72,34002
34,3,121,12,9.92,14,11.57,3,2.48,92,76.03,34003
34,4,151,48,31.79,7,4.64,8,5.3,88,58.28,34004
34,5,71,9,12.68,4,5.63,4,5.63,54,76.06,34005
