ward,precinct,total,MATTHEW E. COGHLAN,MATTHEW E. COGHLAN Percent,THOMAS MORE DONNELLY,THOMAS MORE DONNELLY Percent,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,BEVERLY SUSLER PARKHURST,BEVERLY SUSLER PARKHURST Percent,precinct_id
8,31,141,46,32.62,41,29.08,38,26.95,16,11.35,08031
8,32,239,61,25.52,64,26.78,74,30.96,40,16.74,08032
8,33,104,33,31.73,17,16.35,22,21.15,32,30.77,08033
8,34,186,56,30.11,59,31.72,50,26.88,21,11.29,08034
8,35,225,68,30.22,50,22.22,72,32.0,35,15.56,08035
8,36,143,36,25.17,37,25.87,45,31.47,25,17.48,08036
8,37,122,39,31.97,30,24.59,41,33.61,12,9.84,08037
8,38,158,71,44.94,34,21.52,37,23.42,16,10.13,08038
8,39,165,40,24.24,44,26.67,55,33.33,26,15.76,08039
8,40,158,47,29.75,38,24.05,55,34.81,18,11.39,08040
8,41,144,42,29.17,31,21.53,39,27.08,32,22.22,08041
8,42,145,40,27.59,34,23.45,41,28.28,30,20.69,08042
8,43,99,27,27.27,29,29.29,28,28.28,15,15.15,08043
8,44,183,59,32.24,42,22.95,56,30.6,26,14.21,08044
8,45,160,43,26.88,47,29.38,46,28.75,24,15.0,08045
8,46,145,38,26.21,40,27.59,47,32.41,20,13.79,08046
8,47,165,57,34.55,40,24.24,44,26.67,24,14.55,08047
8,48,170,41,24.12,42,24.71,56,32.94,31,18.24,08048
8,49,198,48,24.24,64,32.32,63,31.82,23,11.62,08049
8,50,166,46,27.71,38,22.89,56,33.73,26,15.66,08050
8,51,153,40,26.14,35,22.88,49,32.03,29,18.95,08051
8,52,185,46,24.86,48,25.95,61,32.97,30,16.22,08052
8,53,176,58,32.95,42,23.86,37,21.02,39,22.16,08053
8,54,177,57,32.2,27,15.25,60,33.9,33,18.64,08054
8,55,135,35,25.93,33,24.44,39,28.89,28,20.74,08055
8,56,118,39,33.05,32,27.12,31,26.27,16,13.56,08056
8,57,163,51,31.29,36,22.09,50,30.67,26,15.95,08057
8,58,183,65,35.52,41,22.4,56,30.6,21,11.48,08058
8,59,141,56,39.72,31,21.99,44,31.21,10,7.09,08059
8,60,205,58,28.29,55,26.83,59,28.78,33,16.1,08060
8,61,128,31,24.22,30,23.44,41,32.03,26,20.31,08061
8,62,204,67,32.84,47,23.04,45,22.06,45,22.06,08062
8,63,194,49,25.26,48,24.74,68,35.05,29,14.95,08063
8,64,96,39,40.63,24,25.0,22,22.92,11,11.46,08064
8,65,157,40,25.48,35,22.29,49,31.21,33,21.02,08065
8,66,220,55,25.0,68,30.91,74,33.64,23,10.45,08066
9,1,189,43,22.75,76,40.21,50,26.46,20,10.58,09001
9,2,188,82,43.62,47,25.0,42,22.34,17,9.04,09002
9,3,97,30,30.93,43,44.33,19,19.59,5,5.15,09003
9,4,202,79,39.11,69,34.16,36,17.82,18,8.91,09004
9,5,156,28,17.95,58,37.18,47,30.13,23,14.74,09005
9,6,150,54,36.0,42,28.0,38,25.33,16,10.67,09006
9,7,146,22,15.07,64,43.84,36,24.66,24,16.44,09007
9,8,147,22,14.97,68,46.26,37,25.17,20,13.61,09008
9,9,187,62,33.16,59,31.55,41,21.93,25,13.37,09009
9,10,151,38,25.17,55,36.42,40,26.49,18,11.92,09010
9,11,116,16,13.79,75,64.66,17,14.66,8,6.9,09011
9,12,144,38,26.39,50,34.72,37,25.69,19,13.19,09012
9,13,232,62,26.72,73,31.47,60,25.86,37,15.95,09013
9,14,237,65,27.43,67,28.27,77,32.49,28,11.81,09014
9,15,77,15,19.48,43,55.84,14,18.18,5,6.49,09015
9,16,163,34,20.86,75,46.01,34,20.86,20,12.27,09016
9,17,160,34,21.25,60,37.5,45,28.13,21,13.13,09017
9,18,159,36,22.64,73,45.91,33,20.75,17,10.69,09018
9,19,179,46,25.7,48,26.82,54,30.17,31,17.32,09019
9,20,187,49,26.2,65,34.76,53,28.34,20,10.7,09020
9,21,126,44,34.92,43,34.13,25,19.84,14,11.11,09021
9,22,201,60,29.85,69,34.33,52,25.87,20,9.95,09022
9,23,115,32,27.83,40,34.78,23,20.0,20,17.39,09023
9,24,81,14,17.28,49,60.49,14,17.28,4,4.94,09024
9,25,85,18,21.18,35,41.18,18,21.18,14,16.47,09025
9,26,115,25,21.74,44,38.26,27,23.48,19,16.52,09026
9,27,124,37,29.84,39,31.45,35,28.23,13,10.48,09027
9,28,99,17,17.17,41,41.41,33,33.33,8,8.08,09028
9,29,142,23,16.2,59,41.55,40,28.17,20,14.08,09029
9,30,165,50,30.3,54,32.73,39,23.64,22,13.33,09030
9,31,97,17,17.53,43,44.33,28,28.87,9,9.28,09031
9,32,160,64,40.0,42,26.25,40,25.0,14,8.75,09032
9,33,125,51,40.8,39,31.2,22,17.6,13,10.4,09033
9,34,115,19,16.52,44,38.26,34,29.57,18,15.65,09034
9,35,170,43,25.29,62,36.47,47,27.65,18,10.59,09035
9,36,67,15,22.39,21,31.34,23,34.33,8,11.94,09036
9,37,164,39,23.78,38,23.17,51,31.1,36,21.95,09037
9,38,133,24,18.05,56,42.11,39,29.32,14,10.53,09038
9,39,143,38,26.57,45,31.47,42,29.37,18,12.59,09039
9,40,177,54,30.51,57,32.2,37,20.9,29,16.38,09040
9,41,198,65,32.83,79,39.9,40,20.2,14,7.07,09041
9,42,123,33,26.83,57,46.34,20,16.26,13,10.57,09042
9,43,98,27,27.55,41,41.84,16,16.33,14,14.29,09043
9,44,143,55,38.46,42,29.37,28,19.58,18,12.59,09044
9,45,188,71,37.77,62,32.98,36,19.15,19,10.11,09045
9,46,144,45,31.25,45,31.25,28,19.44,26,18.06,09046
9,47,112,46,41.07,40,35.71,18,16.07,8,7.14,09047
9,48,178,57,32.02,53,29.78,41,23.03,27,15.17,09048
9,49,71,16,22.54,28,39.44,23,32.39,4,5.63,09049
9,50,206,70,33.98,61,29.61,44,21.36,31,15.05,09050
9,51,112,43,38.39,35,31.25,20,17.86,14,12.5,09051
9,52,165,39,23.64,57,34.55,49,29.7,20,12.12,09052
10,1,81,18,22.22,21,25.93,31,38.27,11,13.58,10001
10,2,92,27,29.35,24,26.09,29,31.52,12,13.04,10002
10,3,153,37,24.18,47,30.72,51,33.33,18,11.76,10003
10,4,149,18,12.08,39,26.17,68,45.64,24,16.11,10004
10,5,105,23,21.9,35,33.33,32,30.48,15,14.29,10005
10,6,154,32,20.78,36,23.38,51,33.12,35,22.73,10006
10,7,42,7,16.67,10,23.81,19,45.24,6,14.29,10007
10,8,136,45,33.09,35,25.74,47,34.56,9,6.62,10008
10,9,133,38,28.57,36,27.07,43,32.33,16,12.03,10009
10,10,120,22,18.33,31,25.83,37,30.83,30,25.0,10010
10,11,127,27,21.26,33,25.98,56,44.09,11,8.66,10011
10,12,118,27,22.88,28,23.73,50,42.37,13,11.02,10012
10,13,164,39,23.78,38,23.17,71,43.29,16,9.76,10013
10,14,31,8,25.81,4,12.9,13,41.94,6,19.35,10014
10,15,67,11,16.42,21,31.34,27,40.3,8,11.94,10015
10,16,135,39,28.89,42,31.11,39,28.89,15,11.11,10016
10,17,116,40,34.48,29,25.0,37,31.9,10,8.62,10017
10,18,107,22,20.56,25,23.36,48,44.86,12,11.21,10018
10,19,187,54,28.88,52,27.81,67,35.83,14,7.49,10019
10,20,235,48,20.43,77,32.77,82,34.89,28,11.91,10020
10,21,92,12,13.04,26,28.26,42,45.65,12,13.04,10021
10,22,42,6,14.29,15,35.71,13,30.95,8,19.05,10022
10,23,147,30,20.41,37,25.17,70,47.62,10,6.8,10023
10,24,129,45,34.88,25,19.38,48,37.21,11,8.53,10024
10,25,157,33,21.02,41,26.11,72,45.86,11,7.01,10025
10,26,98,19,19.39,26,26.53,42,42.86,11,11.22,10026
10,27,176,44,25.0,45,25.57,65,36.93,22,12.5,10027
10,28,124,23,18.55,37,29.84,44,35.48,20,16.13,10028
10,29,128,23,17.97,33,25.78,50,39.06,22,17.19,10029
10,30,154,34,22.08,33,21.43,69,44.81,18,11.69,10030
10,31,142,30,21.13,39,27.46,58,40.85,15,10.56,10031
10,32,142,30,21.13,34,23.94,65,45.77,13,9.15,10032
10,33,129,27,20.93,32,24.81,57,44.19,13,10.08,10033
10,34,132,29,21.97,37,28.03,58,43.94,8,6.06,10034
10,35,115,24,20.87,32,27.83,51,44.35,8,6.96,10035
10,36,158,37,23.42,39,24.68,63,39.87,19,12.03,10036
10,37,114,23,20.18,30,26.32,42,36.84,19,16.67,10037
10,38,186,53,28.49,53,28.49,63,33.87,17,9.14,10038
10,39,148,31,20.95,31,20.95,72,48.65,14,9.46,10039
10,40,113,23,20.35,32,28.32,48,42.48,10,8.85,10040
10,41,181,49,27.07,49,27.07,73,40.33,10,5.52,10041
10,42,126,46,36.51,21,16.67,53,42.06,6,4.76,10042
10,43,123,25,20.33,29,23.58,57,46.34,12,9.76,10043
10,44,138,22,15.94,30,21.74,72,52.17,14,10.14,10044
10,45,154,35,22.73,38,24.68,68,44.16,13,8.44,10045
10,46,114,28,24.56,23,20.18,47,41.23,16,14.04,10046
11,1,157,98,62.42,29,18.47,21,13.38,9,5.73,11001
11,2,140,66,47.14,32,22.86,35,25.0,7,5.0,11002
11,3,165,93,56.36,37,22.42,25,15.15,10,6.06,11003
11,4,173,117,67.63,30,17.34,22,12.72,4,2.31,11004
11,5,86,36,41.86,20,23.26,29,33.72,1,1.16,11005
11,6,245,128,52.24,42,17.14,62,25.31,13,5.31,11006
11,7,209,155,74.16,24,11.48,25,11.96,5,2.39,11007
11,8,169,80,47.34,41,24.26,41,24.26,7,4.14,11008
11,9,203,165,81.28,11,5.42,23,11.33,4,1.97,11009
11,10,107,57,53.27,19,17.76,27,25.23,4,3.74,11010
11,11,162,89,54.94,20,12.35,43,26.54,10,6.17,11011
11,12,197,133,67.51,28,14.21,28,14.21,8,4.06,11012
11,13,166,118,71.08,22,13.25,18,10.84,8,4.82,11013
11,14,76,27,35.53,23,30.26,20,26.32,6,7.89,11014
11,15,154,100,64.94,17,11.04,31,20.13,6,3.9,11015
11,16,141,88,62.41,18,12.77,26,18.44,9,6.38,11016
11,17,213,104,48.83,45,21.13,48,22.54,16,7.51,11017
11,18,133,71,53.38,27,20.3,27,20.3,8,6.02,11018
11,19,131,73,55.73,20,15.27,32,24.43,6,4.58,11019
11,20,232,156,67.24,45,19.4,25,10.78,6,2.59,11020
11,21,283,190,67.14,48,16.96,32,11.31,13,4.59,11021
11,22,82,42,51.22,10,12.2,26,31.71,4,4.88,11022
11,23,163,69,42.33,24,14.72,54,33.13,16,9.82,11023
11,24,286,238,83.22,20,6.99,28,9.79,0,0.0,11024
11,25,133,90,67.67,21,15.79,18,13.53,4,3.01,11025
11,26,220,144,65.45,21,9.55,49,22.27,6,2.73,11026
11,27,57,16,28.07,12,21.05,25,43.86,4,7.02,11027
11,28,40,30,75.0,7,17.5,3,7.5,0,0.0,11028
11,29,243,150,61.73,30,12.35,51,20.99,12,4.94,11029
11,30,155,69,44.52,29,18.71,45,29.03,12,7.74,11030
11,31,56,13,23.21,17,30.36,22,39.29,4,7.14,11031
11,32,154,103,66.88,28,18.18,23,14.94,0,0.0,11032
11,33,87,38,43.68,19,21.84,22,25.29,8,9.2,11033
11,34,97,60,61.86,13,13.4,20,20.62,4,4.12,11034
11,35,201,140,69.65,19,9.45,33,16.42,9,4.48,11035
11,36,92,50,54.35,22,23.91,18,19.57,2,2.17,11036
11,37,266,191,71.8,34,12.78,31,11.65,10,3.76,11037
11,38,279,205,73.48,28,10.04,30,10.75,16,5.73,11038
11,39,228,133,58.33,30,13.16,53,23.25,12,5.26,11039
11,40,187,138,73.8,15,8.02,25,13.37,9,4.81,11040
11,41,150,95,63.33,24,16.0,22,14.67,9,6.0,11041
11,42,122,94,77.05,15,12.3,10,8.2,3,2.46,11042
11,43,193,129,66.84,29,15.03,25,12.95,10,5.18,11043
11,44,161,90,55.9,31,19.25,32,19.88,8,4.97,11044
11,45,140,86,61.43,23,16.43,25,17.86,6,4.29,11045
11,46,101,79,78.22,11,10.89,6,5.94,5,4.95,11046
11,47,184,126,68.48,19,10.33,32,17.39,7,3.8,11047
11,48,109,70,64.22,19,17.43,17,15.6,3,2.75,11048
11,49,121,72,59.5,26,21.49,20,16.53,3,2.48,11049
11,50,103,84,81.55,7,6.8,9,8.74,3,2.91,11050
11,51,186,134,72.04,23,12.37,23,12.37,6,3.23,11051
11,52,160,105,65.63,22,13.75,26,16.25,7,4.38,11052
11,53,156,119,76.28,13,8.33,15,9.62,9,5.77,11053
11,54,74,68,91.89,5,6.76,1,1.35,0,0.0,11054
12,1,55,15,27.27,13,23.64,24,43.64,3,5.45,12001
12,2,107,19,17.76,43,40.19,40,37.38,5,4.67,12002
12,3,108,18,16.67,38,35.19,45,41.67,7,6.48,12003
12,4,89,13,14.61,39,43.82,35,39.33,2,2.25,12004
12,5,52,10,19.23,11,21.15,28,53.85,3,5.77,12005
12,6,106,17,16.04,31,29.25,53,50.0,5,4.72,12006
12,7,61,9,14.75,19,31.15,30,49.18,3,4.92,12007
12,8,62,12,19.35,17,27.42,23,37.1,10,16.13,12008
12,9,91,12,13.19,19,20.88,53,58.24,7,7.69,12009
12,10,58,13,22.41,16,27.59,23,39.66,6,10.34,12010
12,11,106,19,17.92,34,32.08,46,43.4,7,6.6,12011
12,12,84,17,20.24,22,26.19,38,45.24,7,8.33,12012
12,13,48,17,35.42,16,33.33,14,29.17,1,2.08,12013
12,14,70,12,17.14,20,28.57,33,47.14,5,7.14,12014
12,15,76,7,9.21,19,25.0,43,56.58,7,9.21,12015
12,16,124,28,22.58,37,29.84,51,41.13,8,6.45,12016
12,17,35,9,25.71,11,31.43,11,31.43,4,11.43,12017
12,18,68,22,32.35,19,27.94,24,35.29,3,4.41,12018
12,19,53,9,16.98,17,32.08,21,39.62,6,11.32,12019
12,20,61,18,29.51,9,14.75,25,40.98,9,14.75,12020
12,21,134,27,20.15,47,35.07,58,43.28,2,1.49,12021
12,22,70,18,25.71,15,21.43,33,47.14,4,5.71,12022
12,23,129,17,13.18,34,26.36,69,53.49,9,6.98,12023
12,24,41,7,17.07,12,29.27,18,43.9,4,9.76,12024
12,25,70,15,21.43,15,21.43,37,52.86,3,4.29,12025
12,26,53,8,15.09,20,37.74,20,37.74,5,9.43,12026
12,27,54,12,22.22,14,25.93,21,38.89,7,12.96,12027
12,28,57,15,26.32,9,15.79,30,52.63,3,5.26,12028
12,29,190,37,19.47,61,32.11,77,40.53,15,7.89,12029
12,30,147,22,14.97,58,39.46,58,39.46,9,6.12,12030
13,1,142,80,56.34,34,23.94,22,15.49,6,4.23,13001
13,2,142,78,54.93,27,19.01,27,19.01,10,7.04,13002
13,3,280,220,78.57,20,7.14,24,8.57,16,5.71,13003
13,4,224,147,65.63,30,13.39,34,15.18,13,5.8,13004
13,5,164,108,65.85,14,8.54,31,18.9,11,6.71,13005
13,6,134,69,51.49,28,20.9,30,22.39,7,5.22,13006
13,7,258,206,79.84,21,8.14,25,9.69,6,2.33,13007
13,8,197,137,69.54,20,10.15,33,16.75,7,3.55,13008
13,9,223,146,65.47,31,13.9,38,17.04,8,3.59,13009
13,10,188,120,63.83,29,15.43,31,16.49,8,4.26,13010
13,11,123,69,56.1,16,13.01,31,25.2,7,5.69,13011
13,12,255,191,74.9,22,8.63,33,12.94,9,3.53,13012
13,13,305,250,81.97,20,6.56,30,9.84,5,1.64,13013
13,14,151,105,69.54,19,12.58,19,12.58,8,5.3,13014
13,15,274,231,84.31,19,6.93,20,7.3,4,1.46,13015
13,16,186,125,67.2,19,10.22,33,17.74,9,4.84,13016
13,17,137,88,64.23,10,7.3,30,21.9,9,6.57,13017
13,18,152,81,53.29,20,13.16,42,27.63,9,5.92,13018
13,19,162,95,58.64,20,12.35,37,22.84,10,6.17,13019
13,20,174,89,51.15,30,17.24,46,26.44,9,5.17,13020
13,21,194,139,71.65,21,10.82,22,11.34,12,6.19,13021
13,22,297,198,66.67,41,13.8,46,15.49,12,4.04,13022
13,23,234,199,85.04,10,4.27,22,9.4,3,1.28,13023
13,24,234,148,63.25,37,15.81,34,14.53,15,6.41,13024
13,25,152,93,61.18,15,9.87,37,24.34,7,4.61,13025
13,26,155,102,65.81,18,11.61,32,20.65,3,1.94,13026
13,27,195,136,69.74,29,14.87,19,9.74,11,5.64,13027
13,28,143,98,68.53,17,11.89,19,13.29,9,6.29,13028
13,29,180,108,60.0,19,10.56,42,23.33,11,6.11,13029
13,30,172,106,61.63,26,15.12,34,19.77,6,3.49,13030
13,31,178,102,57.3,31,17.42,37,20.79,8,4.49,13031
13,32,119,50,42.02,28,23.53,26,21.85,15,12.61,13032
13,33,171,104,60.82,23,13.45,31,18.13,13,7.6,13033
13,34,221,163,73.76,25,11.31,29,13.12,4,1.81,13034
13,35,252,196,77.78,22,8.73,20,7.94,14,5.56,13035
13,36,132,69,52.27,20,15.15,35,26.52,8,6.06,13036
13,37,138,100,72.46,14,10.14,14,10.14,10,7.25,13037
13,38,114,84,73.68,16,14.04,8,7.02,6,5.26,13038
13,39,177,132,74.58,8,4.52,26,14.69,11,6.21,13039
13,40,165,107,64.85,18,10.91,33,20.0,7,4.24,13040
13,41,145,71,48.97,25,17.24,43,29.66,6,4.14,13041
13,42,319,262,82.13,20,6.27,21,6.58,16,5.02,13042
13,43,219,167,76.26,20,9.13,24,10.96,8,3.65,13043
13,44,100,46,46.0,19,19.0,28,28.0,7,7.0,13044
13,45,89,37,41.57,22,24.72,26,29.21,4,4.49,13045
13,46,217,165,76.04,14,6.45,32,14.75,6,2.76,13046
13,47,166,127,76.51,13,7.83,24,14.46,2,1.2,13047
13,48,160,110,68.75,18,11.25,24,15.0,8,5.0,13048
13,49,89,61,68.54,13,14.61,11,12.36,4,4.49,13049
13,50,287,250,87.11,17,5.92,17,5.92,3,1.05,13050
13,51,201,117,58.21,39,19.4,32,15.92,13,6.47,13051
13,52,239,171,71.55,18,7.53,39,16.32,11,4.6,13052
13,53,198,127,64.14,27,13.64,26,13.13,18,9.09,13053
13,54,273,223,81.68,17,6.23,28,10.26,5,1.83,13054
13,55,226,155,68.58,23,10.18,43,19.03,5,2.21,13055
13,56,319,265,83.07,18,5.64,31,9.72,5,1.57,13056
13,57,204,140,68.63,26,12.75,26,12.75,12,5.88,13057
13,58,340,290,85.29,20,5.88,21,6.18,9,2.65,13058
13,59,147,85,57.82,18,12.24,37,25.17,7,4.76,13059
13,60,329,297,90.27,10,3.04,20,6.08,2,0.61,13060
13,61,296,225,76.01,28,9.46,34,11.49,9,3.04,13061
13,62,264,212,80.3,12,4.55,35,13.26,5,1.89,13062
13,63,237,168,70.89,24,10.13,33,13.92,12,5.06,13063
14,1,81,48,59.26,11,13.58,15,18.52,7,8.64,14001
14,2,103,45,43.69,26,25.24,25,24.27,7,6.8,14002
14,3,170,92,54.12,28,16.47,42,24.71,8,4.71,14003
14,4,89,46,51.69,13,14.61,26,29.21,4,4.49,14004
14,5,200,157,78.5,13,6.5,20,10.0,10,5.0,14005
14,6,127,68,53.54,22,17.32,35,27.56,2,1.57,14006
14,7,148,67,45.27,32,21.62,41,27.7,8,5.41,14007
14,8,104,42,40.38,18,17.31,34,32.69,10,9.62,14008
14,9,135,76,56.3,23,17.04,27,20.0,9,6.67,14009
14,10,58,33,56.9,13,22.41,7,12.07,5,8.62,14010
14,11,129,81,62.79,10,7.75,36,27.91,2,1.55,14011
14,12,91,62,68.13,10,10.99,14,15.38,5,5.49,14012
14,13,97,25,25.77,24,24.74,41,42.27,7,7.22,14013
14,14,95,49,51.58,22,23.16,20,21.05,4,4.21,14014
14,15,48,27,56.25,7,14.58,12,25.0,2,4.17,14015
14,16,113,62,54.87,13,11.5,31,27.43,7,6.19,14016
14,17,98,58,59.18,13,13.27,21,21.43,6,6.12,14017
14,18,90,46,51.11,13,14.44,22,24.44,9,10.0,14018
14,19,182,131,71.98,15,8.24,29,15.93,7,3.85,14019
14,20,77,18,23.38,23,29.87,24,31.17,12,15.58,14020
14,21,205,118,57.56,24,11.71,55,26.83,8,3.9,14021
14,22,165,100,60.61,28,16.97,30,18.18,7,4.24,14022
14,23,118,60,50.85,20,16.95,31,26.27,7,5.93,14023
14,24,115,56,48.7,13,11.3,40,34.78,6,5.22,14024
14,25,96,31,32.29,17,17.71,42,43.75,6,6.25,14025
14,26,120,56,46.67,14,11.67,41,34.17,9,7.5,14026
14,27,211,129,61.14,26,12.32,42,19.91,14,6.64,14027
14,28,106,47,44.34,20,18.87,29,27.36,10,9.43,14028
14,29,169,88,52.07,36,21.3,38,22.49,7,4.14,14029
14,30,128,50,39.06,21,16.41,44,34.38,13,10.16,14030
14,31,121,78,64.46,14,11.57,24,19.83,5,4.13,14031
14,32,125,50,40.0,26,20.8,37,29.6,12,9.6,14032
14,33,120,82,68.33,14,11.67,17,14.17,7,5.83,14033
14,34,127,87,68.5,10,7.87,26,20.47,4,3.15,14034
14,35,62,37,59.68,9,14.52,13,20.97,3,4.84,14035
14,36,152,67,44.08,29,19.08,48,31.58,8,5.26,14036
14,37,111,71,63.96,15,13.51,20,18.02,5,4.5,14037
14,38,115,53,46.09,25,21.74,34,29.57,3,2.61,14038
14,39,128,72,56.25,24,18.75,26,20.31,6,4.69,14039
14,40,107,55,51.4,11,10.28,32,29.91,9,8.41,14040
14,41,161,101,62.73,18,11.18,38,23.6,4,2.48,14041
14,42,104,57,54.81,15,14.42,25,24.04,7,6.73,14042
14,43,143,81,56.64,23,16.08,31,21.68,8,5.59,14043
14,44,138,66,47.83,21,15.22,48,34.78,3,2.17,14044
14,45,110,50,45.45,16,14.55,35,31.82,9,8.18,14045
14,46,142,79,55.63,22,15.49,34,23.94,7,4.93,14046
14,47,231,226,97.84,0,0.0,4,1.73,1,0.43,14047
14,48,76,18,23.68,25,32.89,30,39.47,3,3.95,14048
15,1,119,41,34.45,48,40.34,19,15.97,11,9.24,15001
15,2,115,22,19.13,44,38.26,30,26.09,19,16.52,15002
15,3,138,37,26.81,43,31.16,27,19.57,31,22.46,15003
15,4,101,26,25.74,41,40.59,20,19.8,14,13.86,15004
15,5,122,19,15.57,42,34.43,38,31.15,23,18.85,15005
15,6,87,23,26.44,28,32.18,28,32.18,8,9.2,15006
15,7,103,31,30.1,40,38.83,19,18.45,13,12.62,15007
15,8,86,24,27.91,33,38.37,20,23.26,9,10.47,15008
15,9,100,21,21.0,45,45.0,25,25.0,9,9.0,15009
15,10,127,33,25.98,46,36.22,31,24.41,17,13.39,15010
15,11,97,20,20.62,31,31.96,29,29.9,17,17.53,15011
15,12,119,39,32.77,43,36.13,32,26.89,5,4.2,15012
15,13,71,17,23.94,25,35.21,19,26.76,10,14.08,15013
15,14,42,10,23.81,14,33.33,10,23.81,8,19.05,15014
15,15,67,20,29.85,29,43.28,10,14.93,8,11.94,15015
15,16,166,40,24.1,66,39.76,30,18.07,30,18.07,15016
15,17,92,17,18.48,33,35.87,31,33.7,11,11.96,15017
15,18,125,23,18.4,57,45.6,27,21.6,18,14.4,15018
15,19,95,22,23.16,40,42.11,24,25.26,9,9.47,15019
15,20,84,23,27.38,33,39.29,21,25.0,7,8.33,15020
15,21,131,28,21.37,50,38.17,38,29.01,15,11.45,15021
15,22,165,26,15.76,61,36.97,57,34.55,21,12.73,15022
15,23,82,14,17.07,33,40.24,21,25.61,14,17.07,15023
15,24,121,22,18.18,37,30.58,43,35.54,19,15.7,15024
15,25,123,25,20.33,69,56.1,20,16.26,9,7.32,15025
15,26,107,20,18.69,38,35.51,38,35.51,11,10.28,15026
15,27,113,26,23.01,35,30.97,39,34.51,13,11.5,15027
15,28,171,24,14.04,66,38.6,48,28.07,33,19.3,15028
15,29,123,19,15.45,50,40.65,38,30.89,16,13.01,15029
15,30,91,18,19.78,38,41.76,25,27.47,10,10.99,15030
15,31,120,29,24.17,43,35.83,31,25.83,17,14.17,15031
15,32,107,26,24.3,34,31.78,36,33.64,11,10.28,15032
15,33,107,28,26.17,37,34.58,29,27.1,13,12.15,15033
15,34,78,15,19.23,31,39.74,17,21.79,15,19.23,15034
15,35,140,29,20.71,50,35.71,49,35.0,12,8.57,15035
15,36,105,20,19.05,39,37.14,35,33.33,11,10.48,15036
15,37,117,14,11.97,53,45.3,38,32.48,12,10.26,15037
15,38,96,18,18.75,53,55.21,20,20.83,5,5.21,15038
15,39,101,21,20.79,41,40.59,26,25.74,13,12.87,15039
15,40,123,15,12.2,67,54.47,32,26.02,9,7.32,15040
15,41,125,19,15.2,56,44.8,33,26.4,17,13.6,15041
15,42,91,24,26.37,35,38.46,23,25.27,9,9.89,15042
15,43,77,25,32.47,26,33.77,19,24.68,7,9.09,15043
15,44,100,27,27.0,30,30.0,32,32.0,11,11.0,15044
15,45,128,24,18.75,51,39.84,40,31.25,13,10.16,15045
15,46,98,22,22.45,44,44.9,24,24.49,8,8.16,15046
15,47,119,16,13.45,59,49.58,33,27.73,11,9.24,15047
15,48,85,14,16.47,27,31.76,28,32.94,16,18.82,15048
16,1,75,11,14.67,29,38.67,30,40.0,5,6.67,16001
16,2,41,6,14.63,15,36.59,13,31.71,7,17.07,16002
16,3,101,14,13.86,46,45.54,28,27.72,13,12.87,16003
16,4,15,1,6.67,7,46.67,4,26.67,3,20.0,16004
16,5,107,20,18.69,40,37.38,28,26.17,19,17.76,16005
16,6,84,15,17.86,44,52.38,20,23.81,5,5.95,16006
16,7,84,14,16.67,40,47.62,22,26.19,8,9.52,16007
16,8,93,13,13.98,44,47.31,25,26.88,11,11.83,16008
16,9,158,25,15.82,50,31.65,52,32.91,31,19.62,16009
16,10,103,19,18.45,38,36.89,28,27.18,18,17.48,16010
16,11,101,15,14.85,39,38.61,35,34.65,12,11.88,16011
16,12,66,9,13.64,35,53.03,17,25.76,5,7.58,16012
16,13,69,16,23.19,15,21.74,30,43.48,8,11.59,16013
16,14,81,6,7.41,39,48.15,26,32.1,10,12.35,16014
16,15,106,16,15.09,37,34.91,38,35.85,15,14.15,16015
16,16,45,5,11.11,16,35.56,19,42.22,5,11.11,16016
16,17,28,2,7.14,15,53.57,8,28.57,3,10.71,16017
16,18,53,6,11.32,23,43.4,20,37.74,4,7.55,16018
16,19,83,14,16.87,29,34.94,25,30.12,15,18.07,16019
16,20,106,25,23.58,37,34.91,28,26.42,16,15.09,16020
16,21,80,14,17.5,26,32.5,32,40.0,8,10.0,16021
16,22,93,21,22.58,38,40.86,24,25.81,10,10.75,16022
16,23,17,3,17.65,4,23.53,10,58.82,0,0.0,16023
16,24,62,13,20.97,27,43.55,14,22.58,8,12.9,16024
16,25,57,7,12.28,30,52.63,12,21.05,8,14.04,16025
16,26,123,20,16.26,59,47.97,29,23.58,15,12.2,16026
16,27,71,18,25.35,27,38.03,18,25.35,8,11.27,16027
16,28,110,15,13.64,49,44.55,30,27.27,16,14.55,16028
16,29,87,12,13.79,31,35.63,31,35.63,13,14.94,16029
16,30,151,22,14.57,61,40.4,49,32.45,19,12.58,16030
16,31,91,18,19.78,34,37.36,20,21.98,19,20.88,16031
16,32,31,0,0.0,16,51.61,13,41.94,2,6.45,16032
16,33,85,16,18.82,31,36.47,30,35.29,8,9.41,16033
16,34,80,18,22.5,33,41.25,24,30.0,5,6.25,16034
16,35,63,10,15.87,35,55.56,12,19.05,6,9.52,16035
16,36,111,18,16.22,61,54.95,22,19.82,10,9.01,16036
16,37,47,12,25.53,16,34.04,14,29.79,5,10.64,16037
16,38,133,17,12.78,57,42.86,39,29.32,20,15.04,16038
16,39,85,16,18.82,28,32.94,25,29.41,16,18.82,16039
16,40,133,26,19.55,59,44.36,32,24.06,16,12.03,16040
16,41,65,13,20.0,21,32.31,29,44.62,2,3.08,16041
16,42,141,21,14.89,50,35.46,59,41.84,11,7.8,16042
