ward,precinct,total,MATTHEW E. COGHLAN,MATTHEW E. COGHLAN Percent,THOMAS MORE DONNELLY,THOMAS MORE DONNELLY Percent,LAURA MARIE SULLIVAN,LAURA MARIE SULLIVAN Percent,BEVERLY SUSLER PARKHURST,BEVERLY SUSLER PARKHURST Percent,precinct_id
24,24,70,15,21.43,31,44.29,15,21.43,9,12.86,24024
24,25,90,21,23.33,49,54.44,11,12.22,9,10.0,24025
24,26,100,23,23.0,47,47.0,18,18.0,12,12.0,24026
24,27,66,7,10.61,36,54.55,13,19.7,10,15.15,24027
24,28,101,17,16.83,55,54.46,17,16.83,12,11.88,24028
24,29,105,26,24.76,37,35.24,25,23.81,17,16.19,24029
24,30,81,12,14.81,40,49.38,23,28.4,6,7.41,24030
24,31,83,19,22.89,24,28.92,24,28.92,16,19.28,24031
24,32,88,19,21.59,37,42.05,22,25.0,10,11.36,24032
24,33,71,15,21.13,26,36.62,23,32.39,7,9.86,24033
24,34,91,13,14.29,36,39.56,25,27.47,17,18.68,24034
24,35,108,19,17.59,59,54.63,21,19.44,9,8.33,24035
24,36,88,10,11.36,48,54.55,19,21.59,11,12.5,24036
24,37,105,12,11.43,43,40.95,36,34.29,14,13.33,24037
24,38,108,18,16.67,46,42.59,32,29.63,12,11.11,24038
24,39,81,20,24.69,39,48.15,19,23.46,3,3.7,24039
24,40,150,31,20.67,55,36.67,44,29.33,20,13.33,24040
24,41,99,49,49.49,31,31.31,13,13.13,6,6.06,24041
24,42,75,11,14.67,44,58.67,13,17.33,7,9.33,24042
24,43,75,16,21.33,31,41.33,25,33.33,3,4.0,24043
24,44,40,10,25.0,15,37.5,9,22.5,6,15.0,24044
24,45,103,26,25.24,40,38.83,24,23.3,13,12.62,24045
24,46,100,31,31.0,39,39.0,20,20.0,10,10.0,24046
24,47,95,17,17.89,47,49.47,19,20.0,12,12.63,24047
24,48,22,7,31.82,7,31.82,6,27.27,2,9.09,24048
24,49,86,11,12.79,42,48.84,24,27.91,9,10.47,24049
24,50,110,17,15.45,48,43.64,32,29.09,13,11.82,24050
24,51,134,28,20.9,56,41.79,35,26.12,15,11.19,24051
24,52,87,15,17.24,30,34.48,30,34.48,12,13.79,24052
24,53,82,18,21.95,20,24.39,39,47.56,5,6.1,24053
25,1,91,17,18.68,23,25.27,41,45.05,10,10.99,25001
25,2,135,28,20.74,29,21.48,67,49.63,11,8.15,25002
25,3,41,10,24.39,13,31.71,13,31.71,5,12.2,25003
25,4,120,24,20.0,26,21.67,50,41.67,20,16.67,25004
25,5,115,22,19.13,28,24.35,51,44.35,14,12.17,25005
25,6,100,23,23.0,27,27.0,34,34.0,16,16.0,25006
25,7,78,11,14.1,21,26.92,45,57.69,1,1.28,25007
25,8,91,18,19.78,27,29.67,41,45.05,5,5.49,25008
25,9,151,29,19.21,44,29.14,61,40.4,17,11.26,25009
25,10,34,9,26.47,17,50.0,4,11.76,4,11.76,25010
25,11,156,30,19.23,44,28.21,72,46.15,10,6.41,25011
25,12,68,4,5.88,20,29.41,31,45.59,13,19.12,25012
25,13,98,19,19.39,28,28.57,41,41.84,10,10.2,25013
25,14,50,14,28.0,17,34.0,18,36.0,1,2.0,25014
25,15,94,26,27.66,26,27.66,34,36.17,8,8.51,25015
25,16,40,17,42.5,6,15.0,12,30.0,5,12.5,25016
25,17,96,16,16.67,27,28.13,43,44.79,10,10.42,25017
25,18,60,14,23.33,15,25.0,18,30.0,13,21.67,25018
25,19,106,25,23.58,24,22.64,46,43.4,11,10.38,25019
25,20,116,21,18.1,31,26.72,50,43.1,14,12.07,25020
25,21,52,24,46.15,15,28.85,11,21.15,2,3.85,25021
25,22,80,14,17.5,15,18.75,46,57.5,5,6.25,25022
25,23,90,20,22.22,18,20.0,41,45.56,11,12.22,25023
26,1,61,9,14.75,16,26.23,29,47.54,7,11.48,26001
26,2,84,17,20.24,22,26.19,35,41.67,10,11.9,26002
26,3,60,14,23.33,15,25.0,26,43.33,5,8.33,26003
26,4,145,32,22.07,38,26.21,41,28.28,34,23.45,26004
26,5,74,14,18.92,19,25.68,34,45.95,7,9.46,26005
26,6,110,22,20.0,35,31.82,33,30.0,20,18.18,26006
26,7,33,8,24.24,5,15.15,14,42.42,6,18.18,26007
26,8,108,18,16.67,39,36.11,27,25.0,24,22.22,26008
26,9,58,14,24.14,17,29.31,22,37.93,5,8.62,26009
26,10,61,15,24.59,14,22.95,25,40.98,7,11.48,26010
26,11,86,19,22.09,29,33.72,26,30.23,12,13.95,26011
26,12,66,12,18.18,17,25.76,27,40.91,10,15.15,26012
26,13,75,9,12.0,19,25.33,23,30.67,24,32.0,26013
26,14,86,10,11.63,27,31.4,42,48.84,7,8.14,26014
26,15,45,9,20.0,19,42.22,14,31.11,3,6.67,26015
26,16,54,16,29.63,17,31.48,17,31.48,4,7.41,26016
26,17,77,25,32.47,33,42.86,14,18.18,5,6.49,26017
26,18,78,16,20.51,22,28.21,35,44.87,5,6.41,26018
26,19,99,18,18.18,27,27.27,44,44.44,10,10.1,26019
26,20,83,16,19.28,38,45.78,23,27.71,6,7.23,26020
26,21,119,18,15.13,42,35.29,47,39.5,12,10.08,26021
26,22,81,16,19.75,29,35.8,29,35.8,7,8.64,26022
26,23,141,27,19.15,50,35.46,52,36.88,12,8.51,26023
26,24,133,22,16.54,39,29.32,44,33.08,28,21.05,26024
26,25,97,19,19.59,24,24.74,37,38.14,17,17.53,26025
26,26,71,13,18.31,24,33.8,25,35.21,9,12.68,26026
26,27,76,13,17.11,28,36.84,28,36.84,7,9.21,26027
26,28,125,22,17.6,39,31.2,53,42.4,11,8.8,26028
26,29,76,18,23.68,24,31.58,24,31.58,10,13.16,26029
26,30,79,16,20.25,24,30.38,26,32.91,13,16.46,26030
26,31,34,9,26.47,8,23.53,12,35.29,5,14.71,26031
26,32,60,15,25.0,17,28.33,25,41.67,3,5.0,26032
26,33,112,17,15.18,29,25.89,40,35.71,26,23.21,26033
26,34,85,11,12.94,27,31.76,30,35.29,17,20.0,26034
26,35,76,9,11.84,25,32.89,36,47.37,6,7.89,26035
26,36,116,26,22.41,37,31.9,34,29.31,19,16.38,26036
26,37,72,14,19.44,19,26.39,25,34.72,14,19.44,26037
27,1,136,19,13.97,46,33.82,32,23.53,39,28.68,27001
27,2,42,18,42.86,0,0.0,19,45.24,5,11.9,27002
27,3,74,19,25.68,21,28.38,23,31.08,11,14.86,27003
27,4,59,15,25.42,12,20.34,20,33.9,12,20.34,27004
27,5,65,20,30.77,13,20.0,21,32.31,11,16.92,27005
27,6,52,25,48.08,12,23.08,12,23.08,3,5.77,27006
27,7,75,19,25.33,18,24.0,27,36.0,11,14.67,27007
27,8,53,20,37.74,10,18.87,16,30.19,7,13.21,27008
27,9,113,44,38.94,30,26.55,26,23.01,13,11.5,27009
27,10,182,86,47.25,39,21.43,31,17.03,26,14.29,27010
27,11,60,23,38.33,14,23.33,15,25.0,8,13.33,27011
27,12,60,37,61.67,10,16.67,8,13.33,5,8.33,27012
27,13,201,67,33.33,42,20.9,63,31.34,29,14.43,27013
27,14,65,32,49.23,19,29.23,11,16.92,3,4.62,27014
27,15,73,21,28.77,27,36.99,20,27.4,5,6.85,27015
27,16,52,18,34.62,11,21.15,12,23.08,11,21.15,27016
27,17,117,32,27.35,35,29.91,34,29.06,16,13.68,27017
27,18,38,17,44.74,8,21.05,8,21.05,5,13.16,27018
27,19,76,23,30.26,24,31.58,17,22.37,12,15.79,27019
27,20,157,83,52.87,32,20.38,25,15.92,17,10.83,27020
27,21,43,21,48.84,13,30.23,6,13.95,3,6.98,27021
27,22,81,33,40.74,16,19.75,23,28.4,9,11.11,27022
27,23,32,12,37.5,6,18.75,10,31.25,4,12.5,27023
27,24,63,27,42.86,16,25.4,14,22.22,6,9.52,27024
27,25,52,12,23.08,23,44.23,11,21.15,6,11.54,27025
27,26,158,26,16.46,55,34.81,58,36.71,19,12.03,27026
27,27,47,11,23.4,15,31.91,20,42.55,1,2.13,27027
27,28,95,35,36.84,24,25.26,20,21.05,16,16.84,27028
27,29,61,23,37.7,16,26.23,18,29.51,4,6.56,27029
27,30,58,23,39.66,17,29.31,13,22.41,5,8.62,27030
27,31,87,21,24.14,31,35.63,26,29.89,9,10.34,27031
27,32,67,16,23.88,17,25.37,26,38.81,8,11.94,27032
27,33,114,45,39.47,28,24.56,25,21.93,16,14.04,27033
27,34,81,42,51.85,12,14.81,20,24.69,7,8.64,27034
27,35,110,26,23.64,41,37.27,30,27.27,13,11.82,27035
27,36,106,29,27.36,28,26.42,30,28.3,19,17.92,27036
27,37,77,20,25.97,14,18.18,22,28.57,21,27.27,27037
27,38,83,21,25.3,18,21.69,26,31.33,18,21.69,27038
27,39,58,29,50.0,17,29.31,9,15.52,3,5.17,27039
27,40,62,30,48.39,15,24.19,12,19.35,5,8.06,27040
27,41,51,8,15.69,18,35.29,15,29.41,10,19.61,27041
27,42,46,10,21.74,11,23.91,13,28.26,12,26.09,27042
27,43,59,21,35.59,14,23.73,22,37.29,2,3.39,27043
27,44,128,29,22.66,41,32.03,37,28.91,21,16.41,27044
27,45,111,52,46.85,28,25.23,24,21.62,7,6.31,27045
27,46,111,78,70.27,15,13.51,13,11.71,5,4.5,27046
27,47,55,25,45.45,10,18.18,16,29.09,4,7.27,27047
27,48,96,26,27.08,29,30.21,32,33.33,9,9.38,27048
27,49,68,15,22.06,18,26.47,31,45.59,4,5.88,27049
27,50,80,15,18.75,27,33.75,21,26.25,17,21.25,27050
27,51,62,25,40.32,16,25.81,12,19.35,9,14.52,27051
27,52,17,11,64.71,3,17.65,0,0.0,3,17.65,27052
27,53,111,19,17.12,25,22.52,37,33.33,30,27.03,27053
27,54,39,10,25.64,15,38.46,8,20.51,6,15.38,27054
27,55,31,16,51.61,10,32.26,4,12.9,1,3.23,27055
28,1,108,30,27.78,31,28.7,30,27.78,17,15.74,28001
28,2,46,5,10.87,17,36.96,14,30.43,10,21.74,28002
28,3,90,13,14.44,42,46.67,23,25.56,12,13.33,28003
28,4,129,44,34.11,41,31.78,34,26.36,10,7.75,28004
28,5,93,25,26.88,38,40.86,17,18.28,13,13.98,28005
28,6,86,23,26.74,27,31.4,27,31.4,9,10.47,28006
28,7,106,19,17.92,36,33.96,30,28.3,21,19.81,28007
28,8,51,19,37.25,14,27.45,10,19.61,8,15.69,28008
28,9,77,18,23.38,16,20.78,27,35.06,16,20.78,28009
28,10,86,17,19.77,28,32.56,28,32.56,13,15.12,28010
28,11,67,15,22.39,18,26.87,20,29.85,14,20.9,28011
28,12,90,47,52.22,21,23.33,18,20.0,4,4.44,28012
28,13,57,16,28.07,14,24.56,18,31.58,9,15.79,28013
28,14,33,4,12.12,13,39.39,15,45.45,1,3.03,28014
28,15,44,12,27.27,15,34.09,14,31.82,3,6.82,28015
28,16,69,22,31.88,19,27.54,21,30.43,7,10.14,28016
28,17,54,15,27.78,19,35.19,12,22.22,8,14.81,28017
28,18,86,19,22.09,19,22.09,32,37.21,16,18.6,28018
28,19,73,24,32.88,26,35.62,21,28.77,2,2.74,28019
28,20,89,20,22.47,26,29.21,38,42.7,5,5.62,28020
28,21,69,14,20.29,18,26.09,22,31.88,15,21.74,28021
28,22,53,12,22.64,14,26.42,20,37.74,7,13.21,28022
28,23,100,21,21.0,22,22.0,30,30.0,27,27.0,28023
28,24,35,8,22.86,8,22.86,9,25.71,10,28.57,28024
28,25,42,8,19.05,8,19.05,14,33.33,12,28.57,28025
28,26,86,23,26.74,14,16.28,30,34.88,19,22.09,28026
28,27,53,15,28.3,15,28.3,15,28.3,8,15.09,28027
28,28,87,22,25.29,23,26.44,27,31.03,15,17.24,28028
28,29,86,20,23.26,25,29.07,28,32.56,13,15.12,28029
28,30,45,7,15.56,19,42.22,13,28.89,6,13.33,28030
28,31,79,19,24.05,33,41.77,13,16.46,14,17.72,28031
28,32,89,15,16.85,30,33.71,34,38.2,10,11.24,28032
28,33,58,27,46.55,11,18.97,16,27.59,4,6.9,28033
28,34,83,17,20.48,41,49.4,19,22.89,6,7.23,28034
28,35,68,10,14.71,25,36.76,29,42.65,4,5.88,28035
28,36,73,13,17.81,26,35.62,24,32.88,10,13.7,28036
28,37,60,10,16.67,25,41.67,16,26.67,9,15.0,28037
28,38,63,16,25.4,17,26.98,17,26.98,13,20.63,28038
28,39,34,3,8.82,11,32.35,16,47.06,4,11.76,28039
28,40,113,32,28.32,40,35.4,27,23.89,14,12.39,28040
28,41,37,10,27.03,11,29.73,11,29.73,5,13.51,28041
28,42,63,15,23.81,19,30.16,20,31.75,9,14.29,28042
28,43,49,15,30.61,13,26.53,13,26.53,8,16.33,28043
28,44,50,9,18.0,10,20.0,18,36.0,13,26.0,28044
28,45,56,14,25.0,20,35.71,20,35.71,2,3.57,28045
28,46,63,20,31.75,19,30.16,14,22.22,10,15.87,28046
28,47,109,33,30.28,28,25.69,35,32.11,13,11.93,28047
28,48,16,8,50.0,4,25.0,2,12.5,2,12.5,28048
28,49,67,14,20.9,23,34.33,14,20.9,16,23.88,28049
28,50,43,13,30.23,15,34.88,8,18.6,7,16.28,28050
28,51,79,28,35.44,28,35.44,12,15.19,11,13.92,28051
28,52,74,12,16.22,25,33.78,25,33.78,12,16.22,28052
28,53,35,12,34.29,9,25.71,13,37.14,1,2.86,28053
28,54,52,12,23.08,16,30.77,13,25.0,11,21.15,28054
28,55,43,12,27.91,13,30.23,10,23.26,8,18.6,28055
28,56,67,19,28.36,15,22.39,19,28.36,14,20.9,28056
28,57,74,21,28.38,19,25.68,25,33.78,9,12.16,28057
28,58,54,18,33.33,16,29.63,15,27.78,5,9.26,28058
28,59,47,5,10.64,12,25.53,20,42.55,10,21.28,28059
28,60,46,13,28.26,12,26.09,16,34.78,5,10.87,28060
28,61,43,13,30.23,10,23.26,16,37.21,4,9.3,28061
29,1,119,49,41.18,27,22.69,39,32.77,4,3.36,29001
29,2,72,21,29.17,20,27.78,21,29.17,10,13.89,29002
29,3,151,71,47.02,45,29.8,27,17.88,8,5.3,29003
29,4,131,52,39.69,28,21.37,42,32.06,9,6.87,29004
29,5,141,41,29.08,42,29.79,38,26.95,20,14.18,29005
29,6,31,12,38.71,8,25.81,10,32.26,1,3.23,29006
29,7,96,27,28.13,30,31.25,31,32.29,8,8.33,29007
29,8,127,46,36.22,30,23.62,40,31.5,11,8.66,29008
29,9,129,32,24.81,43,33.33,36,27.91,18,13.95,29009
29,10,102,29,28.43,34,33.33,29,28.43,10,9.8,29010
29,11,119,34,28.57,32,26.89,38,31.93,15,12.61,29011
29,12,81,27,33.33,25,30.86,17,20.99,12,14.81,29012
29,13,159,37,23.27,49,30.82,50,31.45,23,14.47,29013
29,14,128,55,42.97,30,23.44,30,23.44,13,10.16,29014
29,15,163,78,47.85,30,18.4,43,26.38,12,7.36,29015
29,16,103,31,30.1,24,23.3,43,41.75,5,4.85,29016
29,17,109,27,24.77,22,20.18,49,44.95,11,10.09,29017
29,18,113,38,33.63,33,29.2,35,30.97,7,6.19,29018
29,19,120,42,35.0,34,28.33,32,26.67,12,10.0,29019
29,20,149,53,35.57,38,25.5,41,27.52,17,11.41,29020
29,21,113,29,25.66,42,37.17,38,33.63,4,3.54,29021
29,22,71,17,23.94,17,23.94,29,40.85,8,11.27,29022
29,23,94,33,35.11,16,17.02,32,34.04,13,13.83,29023
29,24,157,62,39.49,36,22.93,40,25.48,19,12.1,29024
29,25,162,55,33.95,45,27.78,47,29.01,15,9.26,29025
29,26,113,40,35.4,24,21.24,40,35.4,9,7.96,29026
29,27,83,31,37.35,20,24.1,23,27.71,9,10.84,29027
29,28,109,29,26.61,32,29.36,38,34.86,10,9.17,29028
29,29,143,45,31.47,34,23.78,50,34.97,14,9.79,29029
29,30,97,34,35.05,23,23.71,30,30.93,10,10.31,29030
29,31,145,49,33.79,45,31.03,39,26.9,12,8.28,29031
29,32,119,43,36.13,31,26.05,29,24.37,16,13.45,29032
29,33,111,49,44.14,36,32.43,17,15.32,9,8.11,29033
29,34,82,23,28.05,15,18.29,27,32.93,17,20.73,29034
29,35,173,27,15.61,29,16.76,28,16.18,89,51.45,29035
29,36,166,62,37.35,49,29.52,35,21.08,20,12.05,29036
29,37,132,46,34.85,38,28.79,30,22.73,18,13.64,29037
29,38,150,42,28.0,50,33.33,42,28.0,16,10.67,29038
29,39,76,14,18.42,27,35.53,21,27.63,14,18.42,29039
29,40,196,68,34.69,57,29.08,49,25.0,22,11.22,29040
29,41,163,61,37.42,45,27.61,44,26.99,13,7.98,29041
29,42,89,40,44.94,18,20.22,20,22.47,11,12.36,29042
29,43,181,56,30.94,54,29.83,52,28.73,19,10.5,29043
29,44,112,25,22.32,39,34.82,32,28.57,16,14.29,29044
29,45,136,40,29.41,42,30.88,36,26.47,18,13.24,29045
29,46,88,33,37.5,26,29.55,21,23.86,8,9.09,29046
29,47,178,37,20.79,62,34.83,52,29.21,27,15.17,29047
29,48,37,11,29.73,12,32.43,11,29.73,3,8.11,29048
29,49,201,70,34.83,50,24.88,60,29.85,21,10.45,29049
29,50,160,47,29.38,47,29.38,42,26.25,24,15.0,29050
29,51,126,41,32.54,35,27.78,40,31.75,10,7.94,29051
29,52,114,31,27.19,26,22.81,47,41.23,10,8.77,29052
29,53,83,27,32.53,23,27.71,28,33.73,5,6.02,29053
29,54,102,49,48.04,18,17.65,25,24.51,10,9.8,29054
29,55,33,12,36.36,9,27.27,9,27.27,3,9.09,29055
29,56,91,43,47.25,24,26.37,19,20.88,5,5.49,29056
30,1,146,62,42.47,39,26.71,35,23.97,10,6.85,30001
30,2,97,27,27.84,21,21.65,28,28.87,21,21.65,30002
30,3,124,45,36.29,30,24.19,32,25.81,17,13.71,30003
30,4,151,52,34.44,32,21.19,51,33.77,16,10.6,30004
30,5,72,28,38.89,21,29.17,19,26.39,4,5.56,30005
30,6,99,39,39.39,15,15.15,32,32.32,13,13.13,30006
30,7,97,33,34.02,29,29.9,26,26.8,9,9.28,30007
30,8,104,32,30.77,24,23.08,40,38.46,8,7.69,30008
30,9,189,73,38.62,51,26.98,51,26.98,14,7.41,30009
30,10,114,30,26.32,33,28.95,44,38.6,7,6.14,30010
30,11,98,37,37.76,25,25.51,23,23.47,13,13.27,30011
30,12,96,23,23.96,25,26.04,33,34.38,15,15.63,30012
30,13,68,16,23.53,19,27.94,18,26.47,15,22.06,30013
30,14,80,27,33.75,24,30.0,21,26.25,8,10.0,30014
30,15,111,36,32.43,32,28.83,30,27.03,13,11.71,30015
30,16,71,17,23.94,18,25.35,23,32.39,13,18.31,30016
30,17,70,16,22.86,25,35.71,27,38.57,2,2.86,30017
30,18,104,29,27.88,31,29.81,32,30.77,12,11.54,30018
30,19,103,34,33.01,30,29.13,34,33.01,5,4.85,30019
30,20,52,22,42.31,11,21.15,13,25.0,6,11.54,30020
30,21,26,6,23.08,5,19.23,14,53.85,1,3.85,30021
30,22,110,38,34.55,23,20.91,36,32.73,13,11.82,30022
30,23,47,18,38.3,13,27.66,14,29.79,2,4.26,30023
30,24,47,12,25.53,12,25.53,20,42.55,3,6.38,30024
30,25,102,30,29.41,27,26.47,35,34.31,10,9.8,30025
30,26,111,36,32.43,29,26.13,31,27.93,15,13.51,30026
30,27,107,36,33.64,32,29.91,33,30.84,6,5.61,30027
30,28,92,28,30.43,19,20.65,33,35.87,12,13.04,30028
30,29,122,27,22.13,28,22.95,41,33.61,26,21.31,30029
30,30,94,39,41.49,27,28.72,24,25.53,4,4.26,30030
30,31,81,41,50.62,15,18.52,19,23.46,6,7.41,30031
30,32,99,23,23.23,24,24.24,27,27.27,25,25.25,30032
30,33,63,17,26.98,15,23.81,24,38.1,7,11.11,30033
30,34,175,76,43.43,40,22.86,50,28.57,9,5.14,30034
30,35,74,24,32.43,19,25.68,20,27.03,11,14.86,30035
30,36,63,21,33.33,9,14.29,23,36.51,10,15.87,30036
30,37,84,33,39.29,20,23.81,23,27.38,8,9.52,30037
30,38,110,42,38.18,26,23.64,31,28.18,11,10.0,30038
30,39,108,38,35.19,23,21.3,36,33.33,11,10.19,30039
30,40,79,30,37.97,20,25.32,22,27.85,7,8.86,30040
30,41,39,15,38.46,11,28.21,11,28.21,2,5.13,30041
30,42,112,30,26.79,30,26.79,38,33.93,14,12.5,30042
30,43,74,23,31.08,24,32.43,23,31.08,4,5.41,30043
30,44,140,44,31.43,31,22.14,43,30.71,22,15.71,30044
30,45,65,24,36.92,15,23.08,24,36.92,2,3.08,30045
31,1,59,11,18.64,20,33.9,22,37.29,6,10.17,31001
31,2,56,10,17.86,16,28.57,25,44.64,5,8.93,31002
31,3,55,15,27.27,17,30.91,19,34.55,4,7.27,31003
31,4,80,15,18.75,22,27.5,33,41.25,10,12.5,31004
31,5,48,11,22.92,15,31.25,15,31.25,7,14.58,31005
31,6,24,5,20.83,8,33.33,8,33.33,3,12.5,31006
31,7,56,9,16.07,16,28.57,25,44.64,6,10.71,31007
31,8,34,9,26.47,11,32.35,11,32.35,3,8.82,31008
31,9,57,13,22.81,15,26.32,26,45.61,3,5.26,31009
31,10,55,11,20.0,23,41.82,19,34.55,2,3.64,31010
31,11,35,5,14.29,12,34.29,16,45.71,2,5.71,31011
31,12,55,10,18.18,11,20.0,26,47.27,8,14.55,31012
31,13,52,11,21.15,13,25.0,21,40.38,7,13.46,31013
31,14,54,11,20.37,14,25.93,25,46.3,4,7.41,31014
31,15,62,8,12.9,16,25.81,30,48.39,8,12.9,31015
31,16,56,10,17.86,16,28.57,28,50.0,2,3.57,31016
31,17,47,10,21.28,14,29.79,21,44.68,2,4.26,31017
31,18,15,3,20.0,8,53.33,4,26.67,0,0.0,31018
31,19,14,4,28.57,4,28.57,6,42.86,0,0.0,31019
31,20,51,14,27.45,16,31.37,17,33.33,4,7.84,31020
31,21,48,9,18.75,16,33.33,19,39.58,4,8.33,31021
31,22,50,7,14.0,9,18.0,30,60.0,4,8.0,31022
31,23,63,15,23.81,15,23.81,27,42.86,6,9.52,31023
31,24,86,21,24.42,23,26.74,38,44.19,4,4.65,31024
31,25,46,10,21.74,11,23.91,20,43.48,5,10.87,31025
31,26,46,7,15.22,13,28.26,22,47.83,4,8.7,31026
31,27,35,5,14.29,13,37.14,14,40.0,3,8.57,31027
31,28,55,10,18.18,18,32.73,24,43.64,3,5.45,31028
31,29,32,5,15.63,13,40.63,12,37.5,2,6.25,31029
31,30,40,8,20.0,15,37.5,12,30.0,5,12.5,31030
31,31,93,20,21.51,25,26.88,38,40.86,10,10.75,31031
31,32,51,13,25.49,10,19.61,18,35.29,10,19.61,31032
31,33,88,20,22.73,19,21.59,40,45.45,9,10.23,31033
31,34,50,11,22.0,12,24.0,24,48.0,3,6.0,31034
31,35,50,17,34.0,10,20.0,22,44.0,1,2.0,31035
31,36,80,20,25.0,11,13.75,42,52.5,7,8.75,31036
31,37,65,16,24.62,19,29.23,25,38.46,5,7.69,31037
31,38,59,15,25.42,22,37.29,21,35.59,1,1.69,31038
31,39,19,6,31.58,7,36.84,5,26.32,1,5.26,31039
31,40,54,15,27.78,11,20.37,22,40.74,6,11.11,31040
31,41,43,9,20.93,13,30.23,16,37.21,5,11.63,31041
31,42,28,6,21.43,12,42.86,8,28.57,2,7.14,31042
31,43,42,4,9.52,13,30.95,20,47.62,5,11.9,31043
31,44,51,13,25.49,14,27.45,23,45.1,1,1.96,31044
31,45,60,14,23.33,15,25.0,28,46.67,3,5.0,31045
32,1,94,12,12.77,27,28.72,33,35.11,22,23.4,32001
32,2,83,15,18.07,28,33.73,21,25.3,19,22.89,32002
32,3,86,14,16.28,25,29.07,31,36.05,16,18.6,32003
32,4,123,23,18.7,33,26.83,40,32.52,27,21.95,32004
32,5,58,18,31.03,12,20.69,17,29.31,11,18.97,32005
32,6,93,18,19.35,26,27.96,31,33.33,18,19.35,32006
32,7,39,7,17.95,6,15.38,17,43.59,9,23.08,32007
32,8,69,11,15.94,20,28.99,21,30.43,17,24.64,32008
32,9,114,24,21.05,31,27.19,33,28.95,26,22.81,32009
32,10,39,1,2.56,8,20.51,18,46.15,12,30.77,32010
32,11,128,23,17.97,35,27.34,45,35.16,25,19.53,32011
32,12,68,19,27.94,16,23.53,20,29.41,13,19.12,32012
32,13,61,11,18.03,15,24.59,18,29.51,17,27.87,32013
32,14,49,10,20.41,12,24.49,18,36.73,9,18.37,32014
32,15,52,12,23.08,13,25.0,18,34.62,9,17.31,32015
32,16,82,20,24.39,21,25.61,29,35.37,12,14.63,32016
32,17,70,16,22.86,13,18.57,28,40.0,13,18.57,32017
32,18,56,19,33.93,13,23.21,12,21.43,12,21.43,32018
32,19,149,31,20.81,48,32.21,35,23.49,35,23.49,32019
32,20,58,14,24.14,20,34.48,18,31.03,6,10.34,32020
32,21,91,23,25.27,27,29.67,23,25.27,18,19.78,32021
32,22,75,12,16.0,21,28.0,23,30.67,19,25.33,32022
32,23,75,14,18.67,17,22.67,26,34.67,18,24.0,32023
32,24,71,12,16.9,19,26.76,25,35.21,15,21.13,32024
32,25,76,12,15.79,20,26.32,27,35.53,17,22.37,32025
32,26,101,24,23.76,25,24.75,31,30.69,21,20.79,32026
32,27,47,11,23.4,11,23.4,15,31.91,10,21.28,32027
32,28,49,14,28.57,12,24.49,15,30.61,8,16.33,32028
32,29,88,30,34.09,30,34.09,19,21.59,9,10.23,32029
32,30,82,14,17.07,25,30.49,34,41.46,9,10.98,32030
32,31,72,13,18.06,10,13.89,28,38.89,21,29.17,32031
32,32,65,10,15.38,19,29.23,16,24.62,20,30.77,32032
32,33,82,22,26.83,28,34.15,22,26.83,10,12.2,32033
32,34,87,16,18.39,21,24.14,27,31.03,23,26.44,32034
32,35,125,20,16.0,44,35.2,42,33.6,19,15.2,32035
32,36,113,25,22.12,23,20.35,27,23.89,38,33.63,32036
32,37,68,14,20.59,18,26.47,27,39.71,9,13.24,32037
32,38,96,16,16.67,24,25.0,39,40.63,17,17.71,32038
32,39,75,22,29.33,21,28.0,14,18.67,18,24.0,32039
32,40,67,22,32.84,10,14.93,14,20.9,21,31.34,32040
32,41,91,20,21.98,17,18.68,37,40.66,17,18.68,32041
32,42,117,32,27.35,30,25.64,35,29.91,20,17.09,32042
32,43,54,8,14.81,16,29.63,18,33.33,12,22.22,32043
32,44,69,20,28.99,18,26.09,17,24.64,14,20.29,32044
32,45,103,24,23.3,30,29.13,34,33.01,15,14.56,32045
32,46,14,3,21.43,4,28.57,3,21.43,4,28.57,32046
32,47,50,12,24.0,22,44.0,8,16.0,8,16.0,32047
32,48,64,11,17.19,12,18.75,15,23.44,26,40.63,32048
33,1,120,59,49.17,23,19.17,32,26.67,6,5.0,33001
33,2,219,134,61.19,38,17.35,31,14.16,16,7.31,33002
33,3,95,34,35.79,21,22.11,29,30.53,11,11.58,33003
33,4,181,98,54.14,29,16.02,36,19.89,18,9.94,33004
33,5,74,26,35.14,18,24.32,21,28.38,9,12.16,33005
33,6,143,66,46.15,30,20.98,36,25.17,11,7.69,33006
33,7,186,45,24.19,65,34.95,33,17.74,43,23.12,33007
33,8,116,25,21.55,43,37.07,26,22.41,22,18.97,33008
33,9,123,24,19.51,53,43.09,28,22.76,18,14.63,33009
33,10,156,94,60.26,18,11.54,28,17.95,16,10.26,33010
33,11,137,20,14.6,81,59.12,22,16.06,14,10.22,33011
33,12,141,58,41.13,29,20.57,41,29.08,13,9.22,33012
33,13,171,75,43.86,43,25.15,39,22.81,14,8.19,33013
33,14,104,40,38.46,15,14.42,34,32.69,15,14.42,33014
33,15,24,9,37.5,6,25.0,6,25.0,3,12.5,33015
33,16,132,61,46.21,28,21.21,37,28.03,6,4.55,33016
33,17,129,51,39.53,35,27.13,34,26.36,9,6.98,33017
33,18,61,26,42.62,12,19.67,17,27.87,6,9.84,33018
33,19,102,56,54.9,17,16.67,21,20.59,8,7.84,33019
