ward,precinct,total,FRANCIS JOSEPH DOLAN,FRANCIS JOSEPH DOLAN Percent,EILEEN MARIE GEARY,EILEEN MARIE GEARY Percent,BONNIE CAROL MCGRATH,BONNIE CAROL MCGRATH Percent,JANICE L. BERMAN,JANICE L. BERMAN Percent,precinct_id
8,50,151,51,33.77,32,21.19,33,21.85,35,23.18,08050
8,51,131,30,22.9,31,23.66,27,20.61,43,32.82,08051
8,52,166,52,31.33,37,22.29,38,22.89,39,23.49,08052
8,53,163,53,32.52,34,20.86,37,22.7,39,23.93,08053
8,54,165,50,30.3,34,20.61,42,25.45,39,23.64,08054
8,55,126,40,31.75,30,23.81,20,15.87,36,28.57,08055
8,56,98,32,32.65,23,23.47,19,19.39,24,24.49,08056
8,57,155,52,33.55,34,21.94,34,21.94,35,22.58,08057
8,58,155,59,38.06,31,20.0,41,26.45,24,15.48,08058
8,59,124,58,46.77,18,14.52,27,21.77,21,16.94,08059
8,60,188,63,33.51,32,17.02,47,25.0,46,24.47,08060
8,61,114,37,32.46,23,20.18,21,18.42,33,28.95,08061
8,62,178,59,33.15,29,16.29,56,31.46,34,19.1,08062
8,63,181,43,23.76,40,22.1,55,30.39,43,23.76,08063
8,64,87,49,56.32,14,16.09,11,12.64,13,14.94,08064
8,65,139,38,27.34,26,18.71,32,23.02,43,30.94,08065
8,66,193,67,34.72,33,17.1,48,24.87,45,23.32,08066
9,1,154,38,24.68,29,18.83,43,27.92,44,28.57,09001
9,2,139,31,22.3,34,24.46,32,23.02,42,30.22,09002
9,3,63,14,22.22,10,15.87,22,34.92,17,26.98,09003
9,4,144,26,18.06,32,22.22,41,28.47,45,31.25,09004
9,5,133,28,21.05,18,13.53,43,32.33,44,33.08,09005
9,6,114,21,18.42,27,23.68,28,24.56,38,33.33,09006
9,7,133,26,19.55,27,20.3,43,32.33,37,27.82,09007
9,8,119,24,20.17,32,26.89,30,25.21,33,27.73,09008
9,9,146,27,18.49,34,23.29,46,31.51,39,26.71,09009
9,10,135,34,25.19,28,20.74,29,21.48,44,32.59,09010
9,11,78,11,14.1,17,21.79,32,41.03,18,23.08,09011
9,12,116,24,20.69,25,21.55,33,28.45,34,29.31,09012
9,13,186,34,18.28,37,19.89,62,33.33,53,28.49,09013
9,14,193,37,19.17,53,27.46,48,24.87,55,28.5,09014
9,15,61,11,18.03,12,19.67,19,31.15,19,31.15,09015
9,16,124,30,24.19,20,16.13,33,26.61,41,33.06,09016
9,17,139,36,25.9,26,18.71,39,28.06,38,27.34,09017
9,18,115,23,20.0,23,20.0,34,29.57,35,30.43,09018
9,19,151,26,17.22,31,20.53,44,29.14,50,33.11,09019
9,20,152,35,23.03,29,19.08,45,29.61,43,28.29,09020
9,21,113,25,22.12,26,23.01,34,30.09,28,24.78,09021
9,22,147,24,16.33,34,23.13,42,28.57,47,31.97,09022
9,23,106,20,18.87,21,19.81,27,25.47,38,35.85,09023
9,24,46,12,26.09,7,15.22,14,30.43,13,28.26,09024
9,25,63,18,28.57,17,26.98,16,25.4,12,19.05,09025
9,26,88,16,18.18,22,25.0,30,34.09,20,22.73,09026
9,27,100,27,27.0,21,21.0,19,19.0,33,33.0,09027
9,28,92,26,28.26,17,18.48,27,29.35,22,23.91,09028
9,29,115,14,12.17,31,26.96,33,28.7,37,32.17,09029
9,30,128,30,23.44,28,21.88,30,23.44,40,31.25,09030
9,31,75,20,26.67,11,14.67,20,26.67,24,32.0,09031
9,32,125,23,18.4,19,15.2,43,34.4,40,32.0,09032
9,33,94,21,22.34,15,15.96,34,36.17,24,25.53,09033
9,34,97,20,20.62,23,23.71,20,20.62,34,35.05,09034
9,35,130,29,22.31,27,20.77,36,27.69,38,29.23,09035
9,36,57,12,21.05,17,29.82,14,24.56,14,24.56,09036
9,37,146,49,33.56,32,21.92,36,24.66,29,19.86,09037
9,38,108,23,21.3,22,20.37,31,28.7,32,29.63,09038
9,39,118,21,17.8,22,18.64,37,31.36,38,32.2,09039
9,40,131,24,18.32,40,30.53,29,22.14,38,29.01,09040
9,41,149,26,17.45,33,22.15,46,30.87,44,29.53,09041
9,42,94,27,28.72,14,14.89,34,36.17,19,20.21,09042
9,43,68,12,17.65,19,27.94,20,29.41,17,25.0,09043
9,44,103,28,27.18,18,17.48,30,29.13,27,26.21,09044
9,45,139,26,18.71,38,27.34,39,28.06,36,25.9,09045
9,46,115,23,20.0,23,20.0,31,26.96,38,33.04,09046
9,47,69,25,36.23,15,21.74,11,15.94,18,26.09,09047
9,48,149,20,13.42,36,24.16,42,28.19,51,34.23,09048
9,49,56,10,17.86,12,21.43,12,21.43,22,39.29,09049
9,50,137,25,18.25,31,22.63,34,24.82,47,34.31,09050
9,51,89,18,20.22,22,24.72,23,25.84,26,29.21,09051
9,52,136,31,22.79,32,23.53,39,28.68,34,25.0,09052
10,1,73,23,31.51,16,21.92,22,30.14,12,16.44,10001
10,2,90,30,33.33,23,25.56,24,26.67,13,14.44,10002
10,3,145,43,29.66,31,21.38,53,36.55,18,12.41,10003
10,4,141,38,26.95,31,21.99,43,30.5,29,20.57,10004
10,5,99,30,30.3,17,17.17,29,29.29,23,23.23,10005
10,6,137,26,18.98,29,21.17,37,27.01,45,32.85,10006
10,7,38,12,31.58,7,18.42,13,34.21,6,15.79,10007
10,8,122,40,32.79,28,22.95,32,26.23,22,18.03,10008
10,9,123,45,36.59,25,20.33,34,27.64,19,15.45,10009
10,10,103,19,18.45,26,25.24,26,25.24,32,31.07,10010
10,11,118,37,31.36,26,22.03,40,33.9,15,12.71,10011
10,12,108,41,37.96,21,19.44,34,31.48,12,11.11,10012
10,13,140,53,37.86,36,25.71,38,27.14,13,9.29,10013
10,14,28,11,39.29,4,14.29,10,35.71,3,10.71,10014
10,15,61,14,22.95,15,24.59,21,34.43,11,18.03,10015
10,16,114,39,34.21,24,21.05,38,33.33,13,11.4,10016
10,17,98,21,21.43,23,23.47,34,34.69,20,20.41,10017
10,18,95,32,33.68,25,26.32,18,18.95,20,21.05,10018
10,19,186,65,34.95,37,19.89,59,31.72,25,13.44,10019
10,20,213,73,34.27,55,25.82,59,27.7,26,12.21,10020
10,21,88,18,20.45,22,25.0,35,39.77,13,14.77,10021
10,22,31,5,16.13,4,12.9,17,54.84,5,16.13,10022
10,23,137,50,36.5,23,16.79,44,32.12,20,14.6,10023
10,24,118,50,42.37,16,13.56,35,29.66,17,14.41,10024
10,25,136,42,30.88,32,23.53,36,26.47,26,19.12,10025
10,26,87,36,41.38,17,19.54,18,20.69,16,18.39,10026
10,27,161,62,38.51,28,17.39,43,26.71,28,17.39,10027
10,28,111,28,25.23,19,17.12,42,37.84,22,19.82,10028
10,29,122,25,20.49,33,27.05,31,25.41,33,27.05,10029
10,30,129,36,27.91,33,25.58,43,33.33,17,13.18,10030
10,31,123,46,37.4,25,20.33,40,32.52,12,9.76,10031
10,32,127,34,26.77,26,20.47,51,40.16,16,12.6,10032
10,33,126,44,34.92,28,22.22,35,27.78,19,15.08,10033
10,34,115,39,33.91,20,17.39,39,33.91,17,14.78,10034
10,35,104,35,33.65,24,23.08,26,25.0,19,18.27,10035
10,36,140,30,21.43,38,27.14,45,32.14,27,19.29,10036
10,37,106,26,24.53,24,22.64,27,25.47,29,27.36,10037
10,38,169,61,36.09,36,21.3,55,32.54,17,10.06,10038
10,39,139,45,32.37,37,26.62,34,24.46,23,16.55,10039
10,40,100,35,35.0,27,27.0,21,21.0,17,17.0,10040
10,41,163,50,30.67,34,20.86,54,33.13,25,15.34,10041
10,42,118,43,36.44,20,16.95,41,34.75,14,11.86,10042
10,43,110,32,29.09,22,20.0,35,31.82,21,19.09,10043
10,44,127,33,25.98,33,25.98,33,25.98,28,22.05,10044
10,45,136,47,34.56,35,25.74,29,21.32,25,18.38,10045
10,46,112,41,36.61,26,23.21,28,25.0,17,15.18,10046
11,1,149,104,69.8,20,13.42,18,12.08,7,4.7,11001
11,2,132,71,53.79,22,16.67,25,18.94,14,10.61,11002
11,3,157,112,71.34,15,9.55,19,12.1,11,7.01,11003
11,4,176,123,69.89,22,12.5,14,7.95,17,9.66,11004
11,5,83,46,55.42,13,15.66,18,21.69,6,7.23,11005
11,6,235,141,60.0,31,13.19,41,17.45,22,9.36,11006
11,7,203,154,75.86,14,6.9,27,13.3,8,3.94,11007
11,8,174,100,57.47,30,17.24,29,16.67,15,8.62,11008
11,9,197,172,87.31,11,5.58,12,6.09,2,1.02,11009
11,10,107,65,60.75,12,11.21,17,15.89,13,12.15,11010
11,11,158,102,64.56,21,13.29,22,13.92,13,8.23,11011
11,12,198,146,73.74,22,11.11,24,12.12,6,3.03,11012
11,13,162,125,77.16,15,9.26,17,10.49,5,3.09,11013
11,14,69,29,42.03,15,21.74,19,27.54,6,8.7,11014
11,15,147,108,73.47,18,12.24,20,13.61,1,0.68,11015
11,16,140,88,62.86,25,17.86,19,13.57,8,5.71,11016
11,17,200,113,56.5,37,18.5,35,17.5,15,7.5,11017
11,18,126,88,69.84,13,10.32,17,13.49,8,6.35,11018
11,19,122,91,74.59,12,9.84,15,12.3,4,3.28,11019
11,20,221,176,79.64,18,8.14,15,6.79,12,5.43,11020
11,21,279,227,81.36,29,10.39,18,6.45,5,1.79,11021
11,22,81,47,58.02,7,8.64,15,18.52,12,14.81,11022
11,23,151,86,56.95,18,11.92,25,16.56,22,14.57,11023
11,24,278,244,87.77,10,3.6,18,6.47,6,2.16,11024
11,25,131,103,78.63,13,9.92,13,9.92,2,1.53,11025
11,26,210,148,70.48,27,12.86,18,8.57,17,8.1,11026
11,27,49,18,36.73,13,26.53,8,16.33,10,20.41,11027
11,28,41,31,75.61,7,17.07,3,7.32,0,0.0,11028
11,29,242,163,67.36,19,7.85,50,20.66,10,4.13,11029
11,30,143,90,62.94,25,17.48,18,12.59,10,6.99,11030
11,31,53,27,50.94,13,24.53,7,13.21,6,11.32,11031
11,32,149,117,78.52,11,7.38,16,10.74,5,3.36,11032
11,33,84,32,38.1,18,21.43,18,21.43,16,19.05,11033
11,34,88,60,68.18,10,11.36,13,14.77,5,5.68,11034
11,35,191,150,78.53,15,7.85,26,13.61,0,0.0,11035
11,36,83,54,65.06,14,16.87,11,13.25,4,4.82,11036
11,37,258,203,78.68,23,8.91,21,8.14,11,4.26,11037
11,38,272,210,77.21,23,8.46,30,11.03,9,3.31,11038
11,39,230,146,63.48,42,18.26,28,12.17,14,6.09,11039
11,40,185,156,84.32,7,3.78,13,7.03,9,4.86,11040
11,41,144,96,66.67,17,11.81,22,15.28,9,6.25,11041
11,42,126,98,77.78,9,7.14,14,11.11,5,3.97,11042
11,43,176,137,77.84,15,8.52,18,10.23,6,3.41,11043
11,44,157,110,70.06,21,13.38,15,9.55,11,7.01,11044
11,45,137,96,70.07,18,13.14,13,9.49,10,7.3,11045
11,46,85,64,75.29,5,5.88,9,10.59,7,8.24,11046
11,47,172,117,68.02,27,15.7,21,12.21,7,4.07,11047
11,48,110,77,70.0,17,15.45,11,10.0,5,4.55,11048
11,49,114,86,75.44,10,8.77,14,12.28,4,3.51,11049
11,50,98,81,82.65,8,8.16,4,4.08,5,5.1,11050
11,51,184,148,80.43,15,8.15,20,10.87,1,0.54,11051
11,52,161,129,80.12,15,9.32,14,8.7,3,1.86,11052
11,53,158,128,81.01,7,4.43,16,10.13,7,4.43,11053
11,54,73,66,90.41,0,0.0,4,5.48,3,4.11,11054
12,1,46,16,34.78,13,28.26,10,21.74,7,15.22,12001
12,2,93,32,34.41,22,23.66,23,24.73,16,17.2,12002
12,3,97,32,32.99,23,23.71,27,27.84,15,15.46,12003
12,4,76,34,44.74,15,19.74,21,27.63,6,7.89,12004
12,5,44,17,38.64,7,15.91,13,29.55,7,15.91,12005
12,6,95,38,40.0,23,24.21,21,22.11,13,13.68,12006
12,7,51,18,35.29,13,25.49,10,19.61,10,19.61,12007
12,8,55,18,32.73,15,27.27,15,27.27,7,12.73,12008
12,9,76,25,32.89,18,23.68,15,19.74,18,23.68,12009
12,10,49,22,44.9,10,20.41,12,24.49,5,10.2,12010
12,11,94,33,35.11,19,20.21,25,26.6,17,18.09,12011
12,12,75,19,25.33,20,26.67,21,28.0,15,20.0,12012
12,13,41,14,34.15,10,24.39,16,39.02,1,2.44,12013
12,14,59,24,40.68,7,11.86,16,27.12,12,20.34,12014
12,15,62,18,29.03,19,30.65,18,29.03,7,11.29,12015
12,16,110,50,45.45,24,21.82,21,19.09,15,13.64,12016
12,17,35,12,34.29,6,17.14,9,25.71,8,22.86,12017
12,18,52,17,32.69,8,15.38,15,28.85,12,23.08,12018
12,19,43,16,37.21,8,18.6,12,27.91,7,16.28,12019
12,20,55,24,43.64,5,9.09,16,29.09,10,18.18,12020
12,21,119,49,41.18,33,27.73,22,18.49,15,12.61,12021
12,22,60,23,38.33,12,20.0,13,21.67,12,20.0,12022
12,23,109,40,36.7,23,21.1,25,22.94,21,19.27,12023
12,24,35,10,28.57,8,22.86,15,42.86,2,5.71,12024
12,25,64,25,39.06,17,26.56,9,14.06,13,20.31,12025
12,26,44,19,43.18,13,29.55,8,18.18,4,9.09,12026
12,27,46,20,43.48,6,13.04,11,23.91,9,19.57,12027
12,28,53,23,43.4,9,16.98,12,22.64,9,16.98,12028
12,29,178,68,38.2,44,24.72,42,23.6,24,13.48,12029
12,30,127,46,36.22,34,26.77,34,26.77,13,10.24,12030
13,1,140,68,48.57,51,36.43,13,9.29,8,5.71,13001
13,2,141,68,48.23,54,38.3,13,9.22,6,4.26,13002
13,3,268,195,72.76,60,22.39,10,3.73,3,1.12,13003
13,4,217,159,73.27,16,7.37,22,10.14,20,9.22,13004
13,5,148,94,63.51,21,14.19,22,14.86,11,7.43,13005
13,6,144,48,33.33,76,52.78,11,7.64,9,6.25,13006
13,7,254,213,83.86,16,6.3,19,7.48,6,2.36,13007
13,8,188,115,61.17,47,25.0,16,8.51,10,5.32,13008
13,9,211,145,68.72,42,19.91,13,6.16,11,5.21,13009
13,10,183,95,51.91,67,36.61,18,9.84,3,1.64,13010
13,11,117,79,67.52,13,11.11,17,14.53,8,6.84,13011
13,12,238,196,82.35,20,8.4,12,5.04,10,4.2,13012
13,13,287,252,87.8,17,5.92,7,2.44,11,3.83,13013
13,14,139,105,75.54,12,8.63,16,11.51,6,4.32,13014
13,15,261,219,83.91,20,7.66,13,4.98,9,3.45,13015
13,16,180,134,74.44,20,11.11,16,8.89,10,5.56,13016
13,17,128,88,68.75,16,12.5,17,13.28,7,5.47,13017
13,18,139,79,56.83,24,17.27,22,15.83,14,10.07,13018
13,19,148,103,69.59,19,12.84,13,8.78,13,8.78,13019
13,20,172,97,56.4,31,18.02,28,16.28,16,9.3,13020
13,21,187,149,79.68,16,8.56,19,10.16,3,1.6,13021
13,22,283,207,73.14,42,14.84,22,7.77,12,4.24,13022
13,23,219,193,88.13,12,5.48,10,4.57,4,1.83,13023
13,24,227,114,50.22,82,36.12,21,9.25,10,4.41,13024
13,25,149,71,47.65,59,39.6,13,8.72,6,4.03,13025
13,26,147,107,72.79,17,11.56,16,10.88,7,4.76,13026
13,27,182,132,72.53,19,10.44,22,12.09,9,4.95,13027
13,28,139,101,72.66,8,5.76,15,10.79,15,10.79,13028
13,29,171,103,60.23,41,23.98,20,11.7,7,4.09,13029
13,30,170,109,64.12,19,11.18,27,15.88,15,8.82,13030
13,31,177,134,75.71,14,7.91,16,9.04,13,7.34,13031
13,32,108,49,45.37,26,24.07,15,13.89,18,16.67,13032
13,33,162,105,64.81,26,16.05,22,13.58,9,5.56,13033
13,34,215,171,79.53,27,12.56,12,5.58,5,2.33,13034
13,35,238,192,80.67,19,7.98,14,5.88,13,5.46,13035
13,36,117,45,38.46,59,50.43,8,6.84,5,4.27,13036
13,37,135,98,72.59,6,4.44,16,11.85,15,11.11,13037
13,38,107,75,70.09,24,22.43,6,5.61,2,1.87,13038
13,39,165,135,81.82,13,7.88,9,5.45,8,4.85,13039
13,40,148,103,69.59,22,14.86,15,10.14,8,5.41,13040
13,41,142,98,69.01,15,10.56,20,14.08,9,6.34,13041
13,42,309,237,76.7,53,17.15,14,4.53,5,1.62,13042
13,43,209,164,78.47,18,8.61,18,8.61,9,4.31,13043
13,44,98,60,61.22,15,15.31,13,13.27,10,10.2,13044
13,45,92,46,50.0,20,21.74,17,18.48,9,9.78,13045
13,46,209,172,82.3,13,6.22,15,7.18,9,4.31,13046
13,47,164,96,58.54,46,28.05,18,10.98,4,2.44,13047
13,48,156,112,71.79,17,10.9,19,12.18,8,5.13,13048
13,49,86,61,70.93,8,9.3,12,13.95,5,5.81,13049
13,50,280,263,93.93,8,2.86,8,2.86,1,0.36,13050
13,51,181,126,69.61,27,14.92,18,9.94,10,5.52,13051
13,52,225,175,77.78,28,12.44,12,5.33,10,4.44,13052
13,53,191,119,62.3,41,21.47,16,8.38,15,7.85,13053
13,54,249,213,85.54,15,6.02,17,6.83,4,1.61,13054
13,55,212,160,75.47,27,12.74,19,8.96,6,2.83,13055
13,56,303,271,89.44,7,2.31,20,6.6,5,1.65,13056
13,57,193,150,77.72,12,6.22,22,11.4,9,4.66,13057
13,58,326,289,88.65,16,4.91,14,4.29,7,2.15,13058
13,59,138,62,44.93,60,43.48,8,5.8,8,5.8,13059
13,60,313,290,92.65,8,2.56,9,2.88,6,1.92,13060
13,61,283,209,73.85,40,14.13,17,6.01,17,6.01,13061
13,62,251,217,86.45,14,5.58,13,5.18,7,2.79,13062
13,63,236,105,44.49,117,49.58,8,3.39,6,2.54,13063
14,1,74,51,68.92,7,9.46,11,14.86,5,6.76,14001
14,2,91,48,52.75,18,19.78,18,19.78,7,7.69,14002
14,3,157,101,64.33,24,15.29,12,7.64,20,12.74,14003
14,4,87,47,54.02,20,22.99,11,12.64,9,10.34,14004
14,5,193,159,82.38,11,5.7,13,6.74,10,5.18,14005
14,6,117,67,57.26,22,18.8,16,13.68,12,10.26,14006
14,7,139,73,52.52,24,17.27,32,23.02,10,7.19,14007
14,8,95,50,52.63,18,18.95,15,15.79,12,12.63,14008
14,9,131,88,67.18,13,9.92,10,7.63,20,15.27,14009
14,10,46,34,73.91,7,15.22,1,2.17,4,8.7,14010
14,11,127,97,76.38,16,12.6,11,8.66,3,2.36,14011
14,12,89,68,76.4,10,11.24,8,8.99,3,3.37,14012
14,13,93,40,43.01,25,26.88,15,16.13,13,13.98,14013
14,14,85,54,63.53,11,12.94,13,15.29,7,8.24,14014
14,15,46,23,50.0,9,19.57,7,15.22,7,15.22,14015
14,16,107,59,55.14,23,21.5,22,20.56,3,2.8,14016
14,17,88,59,67.05,11,12.5,14,15.91,4,4.55,14017
14,18,93,61,65.59,17,18.28,10,10.75,5,5.38,14018
14,19,177,138,77.97,15,8.47,15,8.47,9,5.08,14019
14,20,69,24,34.78,12,17.39,18,26.09,15,21.74,14020
14,21,185,119,64.32,22,11.89,21,11.35,23,12.43,14021
14,22,163,114,69.94,17,10.43,19,11.66,13,7.98,14022
14,23,107,66,61.68,13,12.15,18,16.82,10,9.35,14023
14,24,113,67,59.29,27,23.89,12,10.62,7,6.19,14024
14,25,82,41,50.0,14,17.07,15,18.29,12,14.63,14025
14,26,111,63,56.76,17,15.32,19,17.12,12,10.81,14026
14,27,197,128,64.97,23,11.68,19,9.64,27,13.71,14027
14,28,100,51,51.0,22,22.0,17,17.0,10,10.0,14028
14,29,162,104,64.2,19,11.73,22,13.58,17,10.49,14029
14,30,117,58,49.57,18,15.38,28,23.93,13,11.11,14030
14,31,113,80,70.8,11,9.73,16,14.16,6,5.31,14031
14,32,120,69,57.5,25,20.83,12,10.0,14,11.67,14032
14,33,119,94,78.99,11,9.24,9,7.56,5,4.2,14033
14,34,118,84,71.19,13,11.02,10,8.47,11,9.32,14034
14,35,60,39,65.0,5,8.33,11,18.33,5,8.33,14035
14,36,142,76,53.52,22,15.49,29,20.42,15,10.56,14036
14,37,107,80,74.77,14,13.08,11,10.28,2,1.87,14037
14,38,106,62,58.49,20,18.87,12,11.32,12,11.32,14038
14,39,124,83,66.94,13,10.48,16,12.9,12,9.68,14039
14,40,98,61,62.24,20,20.41,9,9.18,8,8.16,14040
14,41,162,112,69.14,27,16.67,15,9.26,8,4.94,14041
14,42,101,64,63.37,13,12.87,14,13.86,10,9.9,14042
14,43,133,86,64.66,19,14.29,16,12.03,12,9.02,14043
14,44,128,72,56.25,23,17.97,17,13.28,16,12.5,14044
14,45,102,64,62.75,14,13.73,14,13.73,10,9.8,14045
14,46,137,89,64.96,17,12.41,20,14.6,11,8.03,14046
14,47,241,237,98.34,2,0.83,1,0.41,1,0.41,14047
14,48,71,28,39.44,14,19.72,14,19.72,15,21.13,14048
15,1,107,29,27.1,20,18.69,31,28.97,27,25.23,15001
15,2,99,24,24.24,27,27.27,28,28.28,20,20.2,15002
15,3,123,36,29.27,20,16.26,34,27.64,33,26.83,15003
15,4,93,21,22.58,18,19.35,38,40.86,16,17.2,15004
15,5,109,20,18.35,26,23.85,34,31.19,29,26.61,15005
15,6,76,23,30.26,15,19.74,26,34.21,12,15.79,15006
15,7,90,23,25.56,20,22.22,30,33.33,17,18.89,15007
15,8,78,23,29.49,10,12.82,23,29.49,22,28.21,15008
15,9,88,25,28.41,15,17.05,28,31.82,20,22.73,15009
15,10,114,38,33.33,18,15.79,30,26.32,28,24.56,15010
15,11,89,22,24.72,17,19.1,29,32.58,21,23.6,15011
15,12,109,39,35.78,23,21.1,31,28.44,16,14.68,15012
15,13,68,16,23.53,18,26.47,15,22.06,19,27.94,15013
15,14,38,10,26.32,6,15.79,9,23.68,13,34.21,15014
15,15,53,15,28.3,10,18.87,14,26.42,14,26.42,15015
15,16,141,43,30.5,23,16.31,35,24.82,40,28.37,15016
15,17,85,19,22.35,19,22.35,24,28.24,23,27.06,15017
15,18,99,25,25.25,20,20.2,31,31.31,23,23.23,15018
15,19,93,25,26.88,20,21.51,30,32.26,18,19.35,15019
15,20,75,19,25.33,7,9.33,26,34.67,23,30.67,15020
15,21,113,31,27.43,20,17.7,40,35.4,22,19.47,15021
15,22,148,34,22.97,34,22.97,39,26.35,41,27.7,15022
15,23,72,12,16.67,19,26.39,22,30.56,19,26.39,15023
15,24,109,35,32.11,22,20.18,28,25.69,24,22.02,15024
15,25,95,26,27.37,9,9.47,40,42.11,20,21.05,15025
15,26,92,12,13.04,26,28.26,30,32.61,24,26.09,15026
15,27,98,23,23.47,22,22.45,34,34.69,19,19.39,15027
15,28,153,39,25.49,24,15.69,49,32.03,41,26.8,15028
15,29,112,24,21.43,20,17.86,40,35.71,28,25.0,15029
15,30,87,17,19.54,13,14.94,34,39.08,23,26.44,15030
15,31,94,20,21.28,18,19.15,33,35.11,23,24.47,15031
15,32,89,19,21.35,23,25.84,30,33.71,17,19.1,15032
15,33,89,22,24.72,18,20.22,30,33.71,19,21.35,15033
15,34,66,13,19.7,9,13.64,25,37.88,19,28.79,15034
15,35,118,29,24.58,21,17.8,34,28.81,34,28.81,15035
15,36,90,19,21.11,19,21.11,30,33.33,22,24.44,15036
15,37,100,19,19.0,21,21.0,35,35.0,25,25.0,15037
15,38,87,28,32.18,17,19.54,28,32.18,14,16.09,15038
15,39,93,18,19.35,24,25.81,28,30.11,23,24.73,15039
15,40,108,17,15.74,23,21.3,47,43.52,21,19.44,15040
15,41,122,24,19.67,39,31.97,36,29.51,23,18.85,15041
15,42,79,24,30.38,14,17.72,24,30.38,17,21.52,15042
15,43,64,20,31.25,14,21.88,15,23.44,15,23.44,15043
15,44,81,13,16.05,24,29.63,28,34.57,16,19.75,15044
15,45,119,47,39.5,13,10.92,45,37.82,14,11.76,15045
15,46,78,21,26.92,23,29.49,16,20.51,18,23.08,15046
15,47,109,21,19.27,15,13.76,47,43.12,26,23.85,15047
15,48,81,22,27.16,12,14.81,26,32.1,21,25.93,15048
16,1,61,26,42.62,12,19.67,10,16.39,13,21.31,16001
16,2,33,10,30.3,5,15.15,11,33.33,7,21.21,16002
16,3,97,42,43.3,14,14.43,20,20.62,21,21.65,16003
16,4,8,2,25.0,1,12.5,2,25.0,3,37.5,16004
16,5,90,19,21.11,23,25.56,24,26.67,24,26.67,16005
16,6,78,19,24.36,14,17.95,21,26.92,24,30.77,16006
16,7,69,15,21.74,16,23.19,18,26.09,20,28.99,16007
16,8,86,33,38.37,16,18.6,21,24.42,16,18.6,16008
16,9,138,34,24.64,38,27.54,34,24.64,32,23.19,16009
16,10,83,20,24.1,21,25.3,25,30.12,17,20.48,16010
16,11,94,12,12.77,22,23.4,27,28.72,33,35.11,16011
16,12,58,21,36.21,6,10.34,18,31.03,13,22.41,16012
16,13,60,27,45.0,9,15.0,14,23.33,10,16.67,16013
16,14,75,19,25.33,22,29.33,20,26.67,14,18.67,16014
16,15,90,20,22.22,16,17.78,26,28.89,28,31.11,16015
16,16,38,8,21.05,8,21.05,12,31.58,10,26.32,16016
16,17,27,4,14.81,4,14.81,5,18.52,14,51.85,16017
16,18,50,16,32.0,7,14.0,14,28.0,13,26.0,16018
16,19,68,13,19.12,14,20.59,26,38.24,15,22.06,16019
16,20,89,25,28.09,19,21.35,25,28.09,20,22.47,16020
16,21,69,23,33.33,16,23.19,20,28.99,10,14.49,16021
16,22,85,22,25.88,22,25.88,23,27.06,18,21.18,16022
16,23,85,27,31.76,15,17.65,23,27.06,20,23.53,16023
16,24,52,16,30.77,12,23.08,10,19.23,14,26.92,16024
16,25,50,25,50.0,6,12.0,11,22.0,8,16.0,16025
16,26,102,43,42.16,18,17.65,16,15.69,25,24.51,16026
16,27,56,12,21.43,14,25.0,18,32.14,12,21.43,16027
16,28,90,30,33.33,21,23.33,23,25.56,16,17.78,16028
16,29,82,23,28.05,13,15.85,18,21.95,28,34.15,16029
16,30,125,37,29.6,25,20.0,37,29.6,26,20.8,16030
16,31,79,23,29.11,18,22.78,20,25.32,18,22.78,16031
16,32,29,7,24.14,5,17.24,11,37.93,6,20.69,16032
16,33,72,14,19.44,14,19.44,17,23.61,27,37.5,16033
16,34,71,27,38.03,11,15.49,21,29.58,12,16.9,16034
16,35,49,25,51.02,9,18.37,4,8.16,11,22.45,16035
16,36,100,45,45.0,22,22.0,16,16.0,17,17.0,16036
16,37,35,6,17.14,6,17.14,11,31.43,12,34.29,16037
16,38,116,25,21.55,34,29.31,33,28.45,24,20.69,16038
16,39,71,12,16.9,12,16.9,22,30.99,25,35.21,16039
16,40,116,32,27.59,22,18.97,27,23.28,35,30.17,16040
16,41,54,21,38.89,11,20.37,13,24.07,9,16.67,16041
16,42,125,52,41.6,22,17.6,27,21.6,24,19.2,16042
17,1,59,20,33.9,14,23.73,10,16.95,15,25.42,17001
17,2,140,77,55.0,23,16.43,19,13.57,21,15.0,17002
17,3,118,69,58.47,16,13.56,18,15.25,15,12.71,17003
17,4,195,121,62.05,26,13.33,28,14.36,20,10.26,17004
17,5,118,33,27.97,21,17.8,31,26.27,33,27.97,17005
17,6,121,83,68.6,10,8.26,15,12.4,13,10.74,17006
17,7,144,76,52.78,16,11.11,28,19.44,24,16.67,17007
17,8,82,44,53.66,13,15.85,12,14.63,13,15.85,17008
17,9,101,41,40.59,21,20.79,16,15.84,23,22.77,17009
17,10,147,62,42.18,16,10.88,42,28.57,27,18.37,17010
17,11,112,32,28.57,23,20.54,25,22.32,32,28.57,17011
17,12,129,81,62.79,13,10.08,17,13.18,18,13.95,17012
17,13,113,40,35.4,23,20.35,23,20.35,27,23.89,17013
17,14,121,58,47.93,17,14.05,19,15.7,27,22.31,17014
17,15,136,60,44.12,17,12.5,23,16.91,36,26.47,17015
17,16,128,53,41.41,20,15.63,22,17.19,33,25.78,17016
17,17,108,43,39.81,14,12.96,27,25.0,24,22.22,17017
17,18,124,81,65.32,6,4.84,20,16.13,17,13.71,17018
17,19,66,38,57.58,9,13.64,11,16.67,8,12.12,17019
