ward,precinct,total,JOANNE GUILLEMETTE,JOANNE GUILLEMETTE Percent,MICHAEL T. HEALY,MICHAEL T. HEALY Percent,MICHAEL L. MCGRATH,MICHAEL L. MCGRATH Percent,precinct_id
20,27,36,11,30.56,15,41.67,10,27.78,20027
20,28,87,38,43.68,33,37.93,16,18.39,20028
20,29,78,41,52.56,24,30.77,13,16.67,20029
20,30,98,46,46.94,33,33.67,19,19.39,20030
20,31,52,24,46.15,21,40.38,7,13.46,20031
20,32,152,70,46.05,59,38.82,23,15.13,20032
20,33,63,25,39.68,19,30.16,19,30.16,20033
20,34,120,58,48.33,39,32.5,23,19.17,20034
20,35,42,20,47.62,15,35.71,7,16.67,20035
20,36,80,46,57.5,22,27.5,12,15.0,20036
20,37,70,37,52.86,21,30.0,12,17.14,20037
20,38,124,56,45.16,43,34.68,25,20.16,20038
20,39,80,34,42.5,29,36.25,17,21.25,20039
20,40,75,39,52.0,21,28.0,15,20.0,20040
20,41,12,9,75.0,2,16.67,1,8.33,20041
20,42,26,11,42.31,7,26.92,8,30.77,20042
20,43,142,62,43.66,49,34.51,31,21.83,20043
20,44,77,36,46.75,19,24.68,22,28.57,20044
20,45,22,11,50.0,5,22.73,6,27.27,20045
20,46,37,18,48.65,12,32.43,7,18.92,20046
20,47,63,28,44.44,23,36.51,12,19.05,20047
20,48,49,22,44.9,13,26.53,14,28.57,20048
20,49,75,31,41.33,26,34.67,18,24.0,20049
20,50,72,29,40.28,18,25.0,25,34.72,20050
20,51,76,36,47.37,22,28.95,18,23.68,20051
20,52,25,13,52.0,9,36.0,3,12.0,20052
21,1,193,86,44.56,50,25.91,57,29.53,21001
21,2,73,25,34.25,23,31.51,25,34.25,21002
21,3,186,70,37.63,52,27.96,64,34.41,21003
21,4,171,63,36.84,39,22.81,69,40.35,21004
21,5,120,58,48.33,40,33.33,22,18.33,21005
21,6,104,49,47.12,31,29.81,24,23.08,21006
21,7,153,53,34.64,33,21.57,67,43.79,21007
21,8,123,44,35.77,43,34.96,36,29.27,21008
21,9,109,43,39.45,31,28.44,35,32.11,21009
21,10,85,33,38.82,17,20.0,35,41.18,21010
21,11,134,46,34.33,33,24.63,55,41.04,21011
21,12,151,62,41.06,47,31.13,42,27.81,21012
21,13,72,30,41.67,23,31.94,19,26.39,21013
21,14,138,60,43.48,30,21.74,48,34.78,21014
21,15,78,35,44.87,19,24.36,24,30.77,21015
21,16,39,12,30.77,17,43.59,10,25.64,21016
21,17,79,36,45.57,19,24.05,24,30.38,21017
21,18,129,55,42.64,37,28.68,37,28.68,21018
21,19,99,39,39.39,21,21.21,39,39.39,21019
21,20,40,20,50.0,13,32.5,7,17.5,21020
21,21,136,44,32.35,31,22.79,61,44.85,21021
21,22,151,44,29.14,33,21.85,74,49.01,21022
21,23,97,48,49.48,31,31.96,18,18.56,21023
21,24,151,62,41.06,40,26.49,49,32.45,21024
21,25,110,46,41.82,35,31.82,29,26.36,21025
21,26,113,59,52.21,31,27.43,23,20.35,21026
21,27,166,83,50.0,45,27.11,38,22.89,21027
21,28,91,42,46.15,33,36.26,16,17.58,21028
21,29,81,37,45.68,26,32.1,18,22.22,21029
21,30,79,18,22.78,20,25.32,41,51.9,21030
21,31,183,81,44.26,40,21.86,62,33.88,21031
21,32,69,36,52.17,13,18.84,20,28.99,21032
21,33,148,66,44.59,35,23.65,47,31.76,21033
21,34,147,63,42.86,42,28.57,42,28.57,21034
21,35,93,43,46.24,16,17.2,34,36.56,21035
21,36,152,54,35.53,35,23.03,63,41.45,21036
21,37,82,28,34.15,29,35.37,25,30.49,21037
21,38,147,51,34.69,40,27.21,56,38.1,21038
21,39,96,37,38.54,34,35.42,25,26.04,21039
21,40,150,58,38.67,31,20.67,61,40.67,21040
21,41,91,41,45.05,28,30.77,22,24.18,21041
21,42,164,67,40.85,43,26.22,54,32.93,21042
21,43,105,38,36.19,31,29.52,36,34.29,21043
21,44,120,39,32.5,31,25.83,50,41.67,21044
21,45,118,56,47.46,22,18.64,40,33.9,21045
21,46,101,39,38.61,29,28.71,33,32.67,21046
21,47,194,93,47.94,52,26.8,49,25.26,21047
21,48,167,81,48.5,57,34.13,29,17.37,21048
21,49,171,82,47.95,53,30.99,36,21.05,21049
21,50,106,41,38.68,25,23.58,40,37.74,21050
21,51,150,64,42.67,39,26.0,47,31.33,21051
21,52,153,58,37.91,27,17.65,68,44.44,21052
21,53,126,50,39.68,29,23.02,47,37.3,21053
21,54,149,59,39.6,40,26.85,50,33.56,21054
21,55,145,60,41.38,35,24.14,50,34.48,21055
21,56,75,38,50.67,17,22.67,20,26.67,21056
21,57,70,30,42.86,19,27.14,21,30.0,21057
21,58,100,40,40.0,30,30.0,30,30.0,21058
21,59,176,80,45.45,45,25.57,51,28.98,21059
21,60,136,51,37.5,47,34.56,38,27.94,21060
21,61,161,61,37.89,46,28.57,54,33.54,21061
21,62,130,57,43.85,37,28.46,36,27.69,21062
21,63,130,49,37.69,38,29.23,43,33.08,21063
21,64,93,39,41.94,28,30.11,26,27.96,21064
21,65,148,88,59.46,27,18.24,33,22.3,21065
21,66,123,45,36.59,25,20.33,53,43.09,21066
21,67,97,21,21.65,32,32.99,44,45.36,21067
21,68,70,20,28.57,17,24.29,33,47.14,21068
21,69,92,40,43.48,20,21.74,32,34.78,21069
21,70,92,40,43.48,30,32.61,22,23.91,21070
22,1,54,13,24.07,21,38.89,20,37.04,22001
22,2,107,44,41.12,33,30.84,30,28.04,22002
22,3,114,46,40.35,38,33.33,30,26.32,22003
22,4,108,45,41.67,39,36.11,24,22.22,22004
22,5,166,58,34.94,73,43.98,35,21.08,22005
22,6,126,39,30.95,70,55.56,17,13.49,22006
22,7,89,22,24.72,58,65.17,9,10.11,22007
22,8,139,61,43.88,58,41.73,20,14.39,22008
22,9,147,48,32.65,62,42.18,37,25.17,22009
22,10,164,61,37.2,62,37.8,41,25.0,22010
22,11,115,44,38.26,44,38.26,27,23.48,22011
22,12,84,29,34.52,39,46.43,16,19.05,22012
22,13,105,47,44.76,34,32.38,24,22.86,22013
22,14,70,25,35.71,27,38.57,18,25.71,22014
22,15,109,37,33.94,46,42.2,26,23.85,22015
22,16,117,41,35.04,49,41.88,27,23.08,22016
22,17,133,45,33.83,51,38.35,37,27.82,22017
22,18,83,37,44.58,26,31.33,20,24.1,22018
22,19,65,24,36.92,29,44.62,12,18.46,22019
22,20,75,31,41.33,32,42.67,12,16.0,22020
22,21,146,59,40.41,63,43.15,24,16.44,22021
22,22,45,21,46.67,15,33.33,9,20.0,22022
22,23,104,38,36.54,39,37.5,27,25.96,22023
22,24,120,57,47.5,40,33.33,23,19.17,22024
22,25,118,47,39.83,49,41.53,22,18.64,22025
22,26,65,25,38.46,27,41.54,13,20.0,22026
22,27,152,57,37.5,60,39.47,35,23.03,22027
22,28,106,35,33.02,50,47.17,21,19.81,22028
22,29,51,25,49.02,21,41.18,5,9.8,22029
23,1,147,21,14.29,98,66.67,28,19.05,23001
23,2,232,27,11.64,176,75.86,29,12.5,23002
23,3,138,21,15.22,81,58.7,36,26.09,23003
23,4,133,21,15.79,85,63.91,27,20.3,23004
23,5,112,36,32.14,55,49.11,21,18.75,23005
23,6,175,31,17.71,106,60.57,38,21.71,23006
23,7,73,24,32.88,31,42.47,18,24.66,23007
23,8,130,31,23.85,58,44.62,41,31.54,23008
23,9,71,23,32.39,38,53.52,10,14.08,23009
23,10,178,33,18.54,103,57.87,42,23.6,23010
23,11,188,42,22.34,104,55.32,42,22.34,23011
23,12,99,19,19.19,61,61.62,19,19.19,23012
23,13,220,37,16.82,143,65.0,40,18.18,23013
23,14,158,25,15.82,107,67.72,26,16.46,23014
23,15,151,25,16.56,94,62.25,32,21.19,23015
23,16,153,33,21.57,99,64.71,21,13.73,23016
23,17,194,35,18.04,123,63.4,36,18.56,23017
23,18,141,19,13.48,103,73.05,19,13.48,23018
23,19,177,32,18.08,118,66.67,27,15.25,23019
23,20,150,42,28.0,82,54.67,26,17.33,23020
23,21,114,17,14.91,78,68.42,19,16.67,23021
23,22,95,33,34.74,46,48.42,16,16.84,23022
23,23,110,30,27.27,56,50.91,24,21.82,23023
23,24,83,21,25.3,35,42.17,27,32.53,23024
23,25,113,23,20.35,72,63.72,18,15.93,23025
23,26,160,28,17.5,87,54.38,45,28.13,23026
23,27,100,17,17.0,67,67.0,16,16.0,23027
23,28,149,28,18.79,76,51.01,45,30.2,23028
23,29,104,27,25.96,53,50.96,24,23.08,23029
23,30,167,32,19.16,104,62.28,31,18.56,23030
23,31,139,20,14.39,97,69.78,22,15.83,23031
23,32,165,32,19.39,93,56.36,40,24.24,23032
23,33,228,41,17.98,149,65.35,38,16.67,23033
23,34,112,44,39.29,45,40.18,23,20.54,23034
23,35,85,33,38.82,38,44.71,14,16.47,23035
23,36,163,25,15.34,104,63.8,34,20.86,23036
23,37,86,31,36.05,40,46.51,15,17.44,23037
23,38,151,32,21.19,86,56.95,33,21.85,23038
23,39,148,26,17.57,95,64.19,27,18.24,23039
23,40,154,17,11.04,114,74.03,23,14.94,23040
23,41,120,26,21.67,67,55.83,27,22.5,23041
23,42,128,35,27.34,65,50.78,28,21.88,23042
23,43,172,35,20.35,112,65.12,25,14.53,23043
23,44,181,42,23.2,100,55.25,39,21.55,23044
23,45,161,36,22.36,95,59.01,30,18.63,23045
23,46,131,28,21.37,73,55.73,30,22.9,23046
23,47,191,47,24.61,101,52.88,43,22.51,23047
23,48,135,30,22.22,79,58.52,26,19.26,23048
23,49,106,24,22.64,65,61.32,17,16.04,23049
23,50,104,23,22.12,66,63.46,15,14.42,23050
23,51,160,29,18.13,102,63.75,29,18.13,23051
23,52,178,30,16.85,114,64.04,34,19.1,23052
23,53,118,23,19.49,81,68.64,14,11.86,23053
23,54,176,29,16.48,113,64.2,34,19.32,23054
23,55,218,39,17.89,159,72.94,20,9.17,23055
23,56,122,30,24.59,65,53.28,27,22.13,23056
23,57,141,28,19.86,85,60.28,28,19.86,23057
23,58,244,49,20.08,162,66.39,33,13.52,23058
23,59,111,17,15.32,68,61.26,26,23.42,23059
23,60,160,24,15.0,89,55.63,47,29.38,23060
23,61,148,26,17.57,97,65.54,25,16.89,23061
23,62,146,32,21.92,81,55.48,33,22.6,23062
24,1,84,40,47.62,32,38.1,12,14.29,24001
24,2,87,50,57.47,26,29.89,11,12.64,24002
24,3,76,32,42.11,29,38.16,15,19.74,24003
24,4,82,41,50.0,27,32.93,14,17.07,24004
24,5,82,53,64.63,20,24.39,9,10.98,24005
24,6,109,61,55.96,31,28.44,17,15.6,24006
24,7,91,47,51.65,33,36.26,11,12.09,24007
24,8,94,38,40.43,34,36.17,22,23.4,24008
24,9,99,46,46.46,33,33.33,20,20.2,24009
24,10,86,43,50.0,25,29.07,18,20.93,24010
24,11,52,26,50.0,17,32.69,9,17.31,24011
24,12,59,32,54.24,15,25.42,12,20.34,24012
24,13,70,41,58.57,18,25.71,11,15.71,24013
24,14,77,29,37.66,34,44.16,14,18.18,24014
24,15,94,54,57.45,26,27.66,14,14.89,24015
24,16,70,42,60.0,20,28.57,8,11.43,24016
24,17,78,30,38.46,25,32.05,23,29.49,24017
24,18,46,17,36.96,17,36.96,12,26.09,24018
24,19,62,33,53.23,17,27.42,12,19.35,24019
24,20,72,37,51.39,13,18.06,22,30.56,24020
24,21,66,35,53.03,18,27.27,13,19.7,24021
24,22,94,48,51.06,32,34.04,14,14.89,24022
24,23,68,33,48.53,21,30.88,14,20.59,24023
24,24,60,29,48.33,22,36.67,9,15.0,24024
24,25,67,32,47.76,22,32.84,13,19.4,24025
24,26,91,42,46.15,33,36.26,16,17.58,24026
24,27,49,14,28.57,23,46.94,12,24.49,24027
24,28,90,56,62.22,23,25.56,11,12.22,24028
24,29,81,41,50.62,26,32.1,14,17.28,24029
24,30,90,55,61.11,20,22.22,15,16.67,24030
24,31,80,38,47.5,28,35.0,14,17.5,24031
24,32,59,26,44.07,19,32.2,14,23.73,24032
24,33,67,30,44.78,24,35.82,13,19.4,24033
24,34,84,45,53.57,23,27.38,16,19.05,24034
24,35,93,52,55.91,28,30.11,13,13.98,24035
24,36,72,42,58.33,19,26.39,11,15.28,24036
24,37,109,66,60.55,30,27.52,13,11.93,24037
24,38,92,43,46.74,23,25.0,26,28.26,24038
24,39,70,30,42.86,21,30.0,19,27.14,24039
24,40,152,82,53.95,42,27.63,28,18.42,24040
24,41,84,59,70.24,14,16.67,11,13.1,24041
24,42,52,23,44.23,18,34.62,11,21.15,24042
24,43,84,48,57.14,25,29.76,11,13.1,24043
24,44,40,24,60.0,9,22.5,7,17.5,24044
24,45,98,60,61.22,24,24.49,14,14.29,24045
24,46,89,43,48.31,29,32.58,17,19.1,24046
24,47,70,40,57.14,19,27.14,11,15.71,24047
24,48,21,7,33.33,10,47.62,4,19.05,24048
24,49,78,42,53.85,24,30.77,12,15.38,24049
24,50,84,37,44.05,26,30.95,21,25.0,24050
24,51,127,60,47.24,44,34.65,23,18.11,24051
24,52,67,33,49.25,19,28.36,15,22.39,24052
24,53,77,24,31.17,30,38.96,23,29.87,24053
25,1,71,27,38.03,26,36.62,18,25.35,25001
25,2,108,51,47.22,41,37.96,16,14.81,25002
25,3,35,15,42.86,13,37.14,7,20.0,25003
25,4,110,42,38.18,40,36.36,28,25.45,25004
25,5,99,30,30.3,39,39.39,30,30.3,25005
25,6,95,33,34.74,28,29.47,34,35.79,25006
25,7,68,28,41.18,26,38.24,14,20.59,25007
25,8,72,27,37.5,26,36.11,19,26.39,25008
25,9,136,63,46.32,45,33.09,28,20.59,25009
25,10,30,14,46.67,11,36.67,5,16.67,25010
25,11,127,62,48.82,41,32.28,24,18.9,25011
25,12,59,27,45.76,23,38.98,9,15.25,25012
25,13,78,32,41.03,31,39.74,15,19.23,25013
25,14,42,13,30.95,16,38.1,13,30.95,25014
25,15,85,36,42.35,27,31.76,22,25.88,25015
25,16,33,14,42.42,18,54.55,1,3.03,25016
25,17,80,36,45.0,29,36.25,15,18.75,25017
25,18,50,30,60.0,10,20.0,10,20.0,25018
25,19,83,35,42.17,25,30.12,23,27.71,25019
25,20,99,30,30.3,47,47.47,22,22.22,25020
25,21,54,13,24.07,27,50.0,14,25.93,25021
25,22,70,43,61.43,13,18.57,14,20.0,25022
25,23,78,34,43.59,22,28.21,22,28.21,25023
26,1,54,22,40.74,22,40.74,10,18.52,26001
26,2,73,33,45.21,27,36.99,13,17.81,26002
26,3,52,21,40.38,21,40.38,10,19.23,26003
26,4,108,62,57.41,30,27.78,16,14.81,26004
26,5,60,31,51.67,21,35.0,8,13.33,26005
26,6,95,44,46.32,33,34.74,18,18.95,26006
26,7,29,10,34.48,10,34.48,9,31.03,26007
26,8,98,44,44.9,42,42.86,12,12.24,26008
26,9,49,21,42.86,18,36.73,10,20.41,26009
26,10,44,20,45.45,16,36.36,8,18.18,26010
26,11,70,23,32.86,27,38.57,20,28.57,26011
26,12,57,28,49.12,18,31.58,11,19.3,26012
26,13,69,24,34.78,24,34.78,21,30.43,26013
26,14,69,29,42.03,25,36.23,15,21.74,26014
26,15,38,10,26.32,16,42.11,12,31.58,26015
26,16,46,12,26.09,23,50.0,11,23.91,26016
26,17,65,31,47.69,21,32.31,13,20.0,26017
26,18,70,26,37.14,23,32.86,21,30.0,26018
26,19,86,34,39.53,35,40.7,17,19.77,26019
26,20,61,34,55.74,19,31.15,8,13.11,26020
26,21,84,40,47.62,23,27.38,21,25.0,26021
26,22,68,38,55.88,19,27.94,11,16.18,26022
26,23,109,47,43.12,43,39.45,19,17.43,26023
26,24,107,47,43.93,39,36.45,21,19.63,26024
26,25,84,33,39.29,34,40.48,17,20.24,26025
26,26,49,21,42.86,16,32.65,12,24.49,26026
26,27,48,24,50.0,18,37.5,6,12.5,26027
26,28,104,42,40.38,29,27.88,33,31.73,26028
26,29,55,21,38.18,21,38.18,13,23.64,26029
26,30,79,27,34.18,33,41.77,19,24.05,26030
26,31,29,15,51.72,8,27.59,6,20.69,26031
26,32,48,13,27.08,23,47.92,12,25.0,26032
26,33,88,39,44.32,29,32.95,20,22.73,26033
26,34,67,24,35.82,25,37.31,18,26.87,26034
26,35,61,28,45.9,13,21.31,20,32.79,26035
26,36,93,36,38.71,31,33.33,26,27.96,26036
26,37,64,27,42.19,25,39.06,12,18.75,26037
27,1,121,38,31.4,66,54.55,17,14.05,27001
27,2,59,18,30.51,24,40.68,17,28.81,27002
27,3,71,31,43.66,32,45.07,8,11.27,27003
27,4,54,26,48.15,18,33.33,10,18.52,27004
27,5,52,14,26.92,26,50.0,12,23.08,27005
27,6,47,7,14.89,28,59.57,12,25.53,27006
27,7,64,20,31.25,26,40.63,18,28.13,27007
27,8,48,21,43.75,16,33.33,11,22.92,27008
27,9,96,33,34.38,53,55.21,10,10.42,27009
27,10,152,38,25.0,94,61.84,20,13.16,27010
27,11,59,24,40.68,28,47.46,7,11.86,27011
27,12,44,8,18.18,28,63.64,8,18.18,27012
27,13,183,58,31.69,98,53.55,27,14.75,27013
27,14,51,13,25.49,32,62.75,6,11.76,27014
27,15,60,19,31.67,32,53.33,9,15.0,27015
27,16,46,12,26.09,24,52.17,10,21.74,27016
27,17,97,32,32.99,37,38.14,28,28.87,27017
27,18,32,12,37.5,13,40.63,7,21.88,27018
27,19,81,33,40.74,33,40.74,15,18.52,27019
27,20,134,29,21.64,92,68.66,13,9.7,27020
27,21,33,7,21.21,24,72.73,2,6.06,27021
27,22,69,21,30.43,37,53.62,11,15.94,27022
27,23,29,10,34.48,10,34.48,9,31.03,27023
27,24,63,25,39.68,29,46.03,9,14.29,27024
27,25,44,16,36.36,19,43.18,9,20.45,27025
27,26,146,62,42.47,59,40.41,25,17.12,27026
27,27,48,24,50.0,15,31.25,9,18.75,27027
27,28,83,31,37.35,36,43.37,16,19.28,27028
27,29,54,26,48.15,17,31.48,11,20.37,27029
27,30,52,12,23.08,31,59.62,9,17.31,27030
27,31,78,21,26.92,39,50.0,18,23.08,27031
27,32,56,26,46.43,20,35.71,10,17.86,27032
27,33,102,29,28.43,66,64.71,7,6.86,27033
27,34,65,22,33.85,36,55.38,7,10.77,27034
27,35,83,32,38.55,27,32.53,24,28.92,27035
27,36,102,46,45.1,37,36.27,19,18.63,27036
27,37,71,20,28.17,40,56.34,11,15.49,27037
27,38,73,26,35.62,38,52.05,9,12.33,27038
27,39,50,14,28.0,29,58.0,7,14.0,27039
27,40,57,19,33.33,33,57.89,5,8.77,27040
27,41,50,17,34.0,22,44.0,11,22.0,27041
27,42,42,12,28.57,24,57.14,6,14.29,27042
27,43,53,13,24.53,32,60.38,8,15.09,27043
27,44,111,45,40.54,52,46.85,14,12.61,27044
27,45,113,38,33.63,59,52.21,16,14.16,27045
27,46,106,13,12.26,78,73.58,15,14.15,27046
27,47,51,20,39.22,23,45.1,8,15.69,27047
27,48,82,38,46.34,32,39.02,12,14.63,27048
27,49,66,31,46.97,20,30.3,15,22.73,27049
27,50,73,22,30.14,29,39.73,22,30.14,27050
27,51,46,10,21.74,27,58.7,9,19.57,27051
27,52,17,2,11.76,11,64.71,4,23.53,27052
27,53,113,59,52.21,37,32.74,17,15.04,27053
27,54,37,6,16.22,23,62.16,8,21.62,27054
27,55,27,5,18.52,16,59.26,6,22.22,27055
28,1,99,52,52.53,28,28.28,19,19.19,28001
28,2,41,17,41.46,13,31.71,11,26.83,28002
28,3,78,27,34.62,38,48.72,13,16.67,28003
28,4,109,56,51.38,34,31.19,19,17.43,28004
28,5,84,46,54.76,23,27.38,15,17.86,28005
28,6,73,25,34.25,31,42.47,17,23.29,28006
28,7,87,38,43.68,29,33.33,20,22.99,28007
28,8,44,24,54.55,13,29.55,7,15.91,28008
28,9,66,27,40.91,20,30.3,19,28.79,28009
28,10,74,31,41.89,26,35.14,17,22.97,28010
28,11,53,16,30.19,21,39.62,16,30.19,28011
28,12,80,42,52.5,23,28.75,15,18.75,28012
28,13,57,26,45.61,17,29.82,14,24.56,28013
28,14,28,14,50.0,7,25.0,7,25.0,28014
28,15,38,15,39.47,15,39.47,8,21.05,28015
28,16,59,27,45.76,19,32.2,13,22.03,28016
28,17,48,21,43.75,14,29.17,13,27.08,28017
28,18,77,26,33.77,33,42.86,18,23.38,28018
28,19,74,38,51.35,20,27.03,16,21.62,28019
28,20,79,32,40.51,25,31.65,22,27.85,28020
28,21,54,29,53.7,17,31.48,8,14.81,28021
28,22,46,19,41.3,17,36.96,10,21.74,28022
28,23,88,49,55.68,31,35.23,8,9.09,28023
28,24,36,23,63.89,7,19.44,6,16.67,28024
28,25,36,22,61.11,5,13.89,9,25.0,28025
28,26,63,33,52.38,17,26.98,13,20.63,28026
28,27,47,18,38.3,18,38.3,11,23.4,28027
28,28,81,44,54.32,25,30.86,12,14.81,28028
28,29,93,47,50.54,25,26.88,21,22.58,28029
28,30,39,15,38.46,13,33.33,11,28.21,28030
28,31,58,28,48.28,19,32.76,11,18.97,28031
28,32,77,29,37.66,25,32.47,23,29.87,28032
28,33,53,33,62.26,16,30.19,4,7.55,28033
28,34,70,36,51.43,19,27.14,15,21.43,28034
28,35,57,22,38.6,24,42.11,11,19.3,28035
28,36,56,29,51.79,17,30.36,10,17.86,28036
28,37,65,26,40.0,18,27.69,21,32.31,28037
28,38,52,19,36.54,21,40.38,12,23.08,28038
28,39,28,11,39.29,13,46.43,4,14.29,28039
28,40,96,44,45.83,30,31.25,22,22.92,28040
28,41,36,22,61.11,9,25.0,5,13.89,28041
28,42,63,38,60.32,14,22.22,11,17.46,28042
28,43,45,18,40.0,20,44.44,7,15.56,28043
28,44,47,24,51.06,18,38.3,5,10.64,28044
28,45,53,24,45.28,14,26.42,15,28.3,28045
28,46,58,31,53.45,20,34.48,7,12.07,28046
28,47,89,43,48.31,25,28.09,21,23.6,28047
28,48,16,6,37.5,5,31.25,5,31.25,28048
28,49,61,38,62.3,16,26.23,7,11.48,28049
28,50,34,12,35.29,12,35.29,10,29.41,28050
28,51,68,39,57.35,23,33.82,6,8.82,28051
28,52,63,19,30.16,20,31.75,24,38.1,28052
28,53,31,19,61.29,8,25.81,4,12.9,28053
28,54,42,20,47.62,15,35.71,7,16.67,28054
28,55,40,17,42.5,18,45.0,5,12.5,28055
28,56,69,30,43.48,20,28.99,19,27.54,28056
28,57,67,31,46.27,27,40.3,9,13.43,28057
28,58,52,33,63.46,11,21.15,8,15.38,28058
28,59,49,28,57.14,11,22.45,10,20.41,28059
28,60,38,16,42.11,13,34.21,9,23.68,28060
28,61,41,17,41.46,14,34.15,10,24.39,28061
29,1,104,50,48.08,30,28.85,24,23.08,29001
29,2,57,19,33.33,22,38.6,16,28.07,29002
29,3,114,68,59.65,24,21.05,22,19.3,29003
29,4,125,65,52.0,36,28.8,24,19.2,29004
29,5,114,45,39.47,45,39.47,24,21.05,29005
29,6,30,11,36.67,7,23.33,12,40.0,29006
29,7,77,34,44.16,21,27.27,22,28.57,29007
29,8,118,68,57.63,29,24.58,21,17.8,29008
29,9,109,39,35.78,31,28.44,39,35.78,29009
29,10,78,31,39.74,32,41.03,15,19.23,29010
29,11,101,53,52.48,27,26.73,21,20.79,29011
29,12,71,26,36.62,23,32.39,22,30.99,29012
29,13,133,64,48.12,45,33.83,24,18.05,29013
29,14,113,61,53.98,37,32.74,15,13.27,29014
29,15,159,105,66.04,33,20.75,21,13.21,29015
29,16,87,46,52.87,30,34.48,11,12.64,29016
29,17,102,48,47.06,29,28.43,25,24.51,29017
29,18,96,54,56.25,21,21.88,21,21.88,29018
29,19,105,60,57.14,29,27.62,16,15.24,29019
29,20,127,68,53.54,29,22.83,30,23.62,29020
29,21,96,33,34.38,40,41.67,23,23.96,29021
29,22,67,28,41.79,20,29.85,19,28.36,29022
29,23,86,44,51.16,22,25.58,20,23.26,29023
29,24,129,64,49.61,36,27.91,29,22.48,29024
29,25,142,79,55.63,35,24.65,28,19.72,29025
29,26,99,59,59.6,28,28.28,12,12.12,29026
29,27,77,46,59.74,16,20.78,15,19.48,29027
29,28,90,40,44.44,32,35.56,18,20.0,29028
29,29,146,77,52.74,30,20.55,39,26.71,29029
29,30,87,45,51.72,25,28.74,17,19.54,29030
29,31,125,59,47.2,32,25.6,34,27.2,29031
29,32,106,49,46.23,41,38.68,16,15.09,29032
29,33,89,45,50.56,15,16.85,29,32.58,29033
29,34,72,38,52.78,19,26.39,15,20.83,29034
29,35,156,108,69.23,30,19.23,18,11.54,29035
29,36,152,87,57.24,38,25.0,27,17.76,29036
29,37,125,69,55.2,36,28.8,20,16.0,29037
29,38,134,68,50.75,34,25.37,32,23.88,29038
29,39,66,27,40.91,22,33.33,17,25.76,29039
29,40,178,89,50.0,46,25.84,43,24.16,29040
29,41,165,97,58.79,41,24.85,27,16.36,29041
29,42,76,42,55.26,24,31.58,10,13.16,29042
29,43,162,81,50.0,44,27.16,37,22.84,29043
29,44,104,53,50.96,34,32.69,17,16.35,29044
29,45,112,52,46.43,33,29.46,27,24.11,29045
29,46,81,43,53.09,27,33.33,11,13.58,29046
29,47,160,74,46.25,48,30.0,38,23.75,29047
29,48,33,16,48.48,8,24.24,9,27.27,29048
29,49,169,90,53.25,47,27.81,32,18.93,29049
29,50,132,68,51.52,37,28.03,27,20.45,29050
29,51,105,57,54.29,20,19.05,28,26.67,29051
29,52,97,45,46.39,30,30.93,22,22.68,29052
29,53,79,25,31.65,31,39.24,23,29.11,29053
29,54,94,23,24.47,54,57.45,17,18.09,29054
29,55,27,10,37.04,9,33.33,8,29.63,29055
29,56,77,50,64.94,14,18.18,13,16.88,29056
30,1,134,24,17.91,68,50.75,42,31.34,30001
30,2,87,32,36.78,39,44.83,16,18.39,30002
30,3,117,36,30.77,58,49.57,23,19.66,30003
30,4,134,48,35.82,62,46.27,24,17.91,30004
30,5,67,13,19.4,40,59.7,14,20.9,30005
30,6,89,24,26.97,42,47.19,23,25.84,30006
30,7,89,18,20.22,50,56.18,21,23.6,30007
30,8,95,31,32.63,44,46.32,20,21.05,30008
30,9,170,31,18.24,95,55.88,44,25.88,30009
30,10,100,35,35.0,47,47.0,18,18.0,30010
30,11,90,17,18.89,47,52.22,26,28.89,30011
30,12,92,33,35.87,39,42.39,20,21.74,30012
30,13,60,21,35.0,26,43.33,13,21.67,30013
30,14,76,29,38.16,31,40.79,16,21.05,30014
30,15,102,23,22.55,51,50.0,28,27.45,30015
30,16,57,22,38.6,21,36.84,14,24.56,30016
30,17,68,29,42.65,22,32.35,17,25.0,30017
30,18,87,25,28.74,41,47.13,21,24.14,30018
30,19,97,33,34.02,40,41.24,24,24.74,30019
30,20,43,12,27.91,24,55.81,7,16.28,30020
30,21,26,7,26.92,13,50.0,6,23.08,30021
30,22,99,31,31.31,49,49.49,19,19.19,30022
30,23,45,11,24.44,21,46.67,13,28.89,30023
30,24,42,20,47.62,14,33.33,8,19.05,30024
30,25,83,30,36.14,28,33.73,25,30.12,30025
30,26,99,33,33.33,45,45.45,21,21.21,30026
30,27,100,37,37.0,36,36.0,27,27.0,30027
30,28,78,15,19.23,43,55.13,20,25.64,30028
30,29,105,42,40.0,44,41.9,19,18.1,30029
30,30,90,18,20.0,48,53.33,24,26.67,30030
30,31,77,16,20.78,39,50.65,22,28.57,30031
30,32,90,27,30.0,48,53.33,15,16.67,30032
30,33,51,17,33.33,21,41.18,13,25.49,30033
30,34,169,39,23.08,84,49.7,46,27.22,30034
30,35,65,22,33.85,31,47.69,12,18.46,30035
30,36,58,17,29.31,27,46.55,14,24.14,30036
30,37,75,20,26.67,34,45.33,21,28.0,30037
30,38,90,22,24.44,47,52.22,21,23.33,30038
30,39,106,26,24.53,45,42.45,35,33.02,30039
30,40,76,15,19.74,44,57.89,17,22.37,30040
30,41,35,10,28.57,18,51.43,7,20.0,30041
30,42,102,27,26.47,53,51.96,22,21.57,30042
