ward,precinct,total,"WILLIAM COUSINS, JR.","WILLIAM COUSINS, JR. Percent",THOMAS R. FITZGERALD,THOMAS R. FITZGERALD Percent,MORTON ZWICK,MORTON ZWICK Percent,CHRISTINE PATRICIA CURRAN,CHRISTINE PATRICIA CURRAN Percent,precinct_id
34,1,242,181,74.79,19,7.85,30,12.4,12,4.96,34001
34,2,194,118,60.82,6,3.09,68,35.05,2,1.03,34002
34,3,120,69,57.5,14,11.67,28,23.33,9,7.5,34003
34,4,135,67,49.63,17,12.59,43,31.85,8,5.93,34004
34,5,70,40,57.14,10,14.29,12,17.14,8,11.43,34005
34,6,149,98,65.77,21,14.09,28,18.79,2,1.34,34006
34,7,220,155,70.45,16,7.27,39,17.73,10,4.55,34007
34,8,192,148,77.08,23,11.98,13,6.77,8,4.17,34008
34,9,99,60,60.61,7,7.07,20,20.2,12,12.12,34009
34,10,231,168,72.73,25,10.82,30,12.99,8,3.46,34010
34,11,113,74,65.49,10,8.85,12,10.62,17,15.04,34011
34,12,164,125,76.22,15,9.15,16,9.76,8,4.88,34012
34,13,96,58,60.42,9,9.38,23,23.96,6,6.25,34013
34,14,113,69,61.06,10,8.85,27,23.89,7,6.19,34014
34,15,89,44,49.44,9,10.11,31,34.83,5,5.62,34015
34,16,110,77,70.0,15,13.64,9,8.18,9,8.18,34016
34,17,156,105,67.31,23,14.74,17,10.9,11,7.05,34017
34,18,121,75,61.98,13,10.74,21,17.36,12,9.92,34018
34,19,146,87,59.59,16,10.96,34,23.29,9,6.16,34019
34,20,200,124,62.0,9,4.5,58,29.0,9,4.5,34020
34,21,194,137,70.62,12,6.19,39,20.1,6,3.09,34021
34,22,225,149,66.22,19,8.44,47,20.89,10,4.44,34022
34,23,119,83,69.75,11,9.24,23,19.33,2,1.68,34023
34,24,140,90,64.29,19,13.57,22,15.71,9,6.43,34024
34,25,112,73,65.18,14,12.5,18,16.07,7,6.25,34025
34,26,109,63,57.8,5,4.59,33,30.28,8,7.34,34026
34,27,113,60,53.1,15,13.27,30,26.55,8,7.08,34027
34,28,78,35,44.87,5,6.41,34,43.59,4,5.13,34028
34,29,183,114,62.3,21,11.48,39,21.31,9,4.92,34029
34,30,237,197,83.12,21,8.86,7,2.95,12,5.06,34030
34,31,129,71,55.04,11,8.53,37,28.68,10,7.75,34031
34,32,187,143,76.47,15,8.02,24,12.83,5,2.67,34032
34,33,128,83,64.84,14,10.94,24,18.75,7,5.47,34033
34,34,185,148,80.0,23,12.43,7,3.78,7,3.78,34034
34,35,208,147,70.67,6,2.88,51,24.52,4,1.92,34035
34,36,190,149,78.42,21,11.05,6,3.16,14,7.37,34036
34,37,86,58,67.44,12,13.95,11,12.79,5,5.81,34037
34,38,116,57,49.14,13,11.21,39,33.62,7,6.03,34038
34,39,113,71,62.83,23,20.35,14,12.39,5,4.42,34039
34,40,187,133,71.12,17,9.09,24,12.83,13,6.95,34040
34,41,137,118,86.13,6,4.38,10,7.3,3,2.19,34041
34,42,208,162,77.88,13,6.25,23,11.06,10,4.81,34042
34,43,184,126,68.48,11,5.98,40,21.74,7,3.8,34043
34,44,207,136,65.7,8,3.86,59,28.5,4,1.93,34044
34,45,190,138,72.63,16,8.42,27,14.21,9,4.74,34045
34,46,135,105,77.78,12,8.89,14,10.37,4,2.96,34046
34,47,84,40,47.62,14,16.67,25,29.76,5,5.95,34047
34,48,200,160,80.0,12,6.0,25,12.5,3,1.5,34048
34,49,214,173,80.84,19,8.88,15,7.01,7,3.27,34049
34,50,146,88,60.27,18,12.33,33,22.6,7,4.79,34050
34,51,218,147,67.43,21,9.63,37,16.97,13,5.96,34051
34,52,111,72,64.86,14,12.61,16,14.41,9,8.11,34052
34,53,92,56,60.87,10,10.87,20,21.74,6,6.52,34053
34,54,132,82,62.12,15,11.36,27,20.45,8,6.06,34054
34,55,143,114,79.72,11,7.69,15,10.49,3,2.1,34055
34,56,111,78,70.27,8,7.21,15,13.51,10,9.01,34056
34,57,77,51,66.23,14,18.18,8,10.39,4,5.19,34057
34,58,119,61,51.26,12,10.08,44,36.97,2,1.68,34058
34,59,141,83,58.87,16,11.35,34,24.11,8,5.67,34059
34,60,138,85,61.59,16,11.59,20,14.49,17,12.32,34060
34,61,145,111,76.55,9,6.21,10,6.9,15,10.34,34061
35,1,100,14,14.0,50,50.0,10,10.0,26,26.0,35001
35,2,112,25,22.32,55,49.11,12,10.71,20,17.86,35002
35,3,72,13,18.06,30,41.67,9,12.5,20,27.78,35003
35,4,58,10,17.24,30,51.72,7,12.07,11,18.97,35004
35,5,106,23,21.7,55,51.89,7,6.6,21,19.81,35005
35,6,134,32,23.88,68,50.75,17,12.69,17,12.69,35006
35,7,141,40,28.37,67,47.52,9,6.38,25,17.73,35007
35,8,45,2,4.44,31,68.89,3,6.67,9,20.0,35008
35,9,144,41,28.47,61,42.36,15,10.42,27,18.75,35009
35,10,128,35,27.34,51,39.84,21,16.41,21,16.41,35010
35,11,84,12,14.29,41,48.81,16,19.05,15,17.86,35011
35,12,113,31,27.43,43,38.05,8,7.08,31,27.43,35012
35,13,152,45,29.61,68,44.74,13,8.55,26,17.11,35013
35,14,119,25,21.01,60,50.42,8,6.72,26,21.85,35014
35,15,135,35,25.93,64,47.41,11,8.15,25,18.52,35015
35,16,128,34,26.56,55,42.97,21,16.41,18,14.06,35016
35,17,102,29,28.43,46,45.1,10,9.8,17,16.67,35017
35,18,122,19,15.57,67,54.92,7,5.74,29,23.77,35018
35,19,141,37,26.24,61,43.26,6,4.26,37,26.24,35019
35,20,68,13,19.12,31,45.59,7,10.29,17,25.0,35020
35,21,136,24,17.65,74,54.41,13,9.56,25,18.38,35021
35,22,56,11,19.64,27,48.21,2,3.57,16,28.57,35022
35,23,93,25,26.88,35,37.63,8,8.6,25,26.88,35023
35,24,104,22,21.15,52,50.0,4,3.85,26,25.0,35024
35,25,93,25,26.88,46,49.46,8,8.6,14,15.05,35025
35,26,72,18,25.0,35,48.61,4,5.56,15,20.83,35026
35,27,216,50,23.15,100,46.3,30,13.89,36,16.67,35027
35,28,85,18,21.18,41,48.24,5,5.88,21,24.71,35028
35,29,133,35,26.32,67,50.38,11,8.27,20,15.04,35029
35,30,216,57,26.39,107,49.54,9,4.17,43,19.91,35030
35,31,165,39,23.64,65,39.39,17,10.3,44,26.67,35031
35,32,67,20,29.85,28,41.79,4,5.97,15,22.39,35032
35,33,69,17,24.64,24,34.78,8,11.59,20,28.99,35033
35,34,103,35,33.98,39,37.86,12,11.65,17,16.5,35034
35,35,70,11,15.71,41,58.57,3,4.29,15,21.43,35035
36,1,119,17,14.29,31,26.05,61,51.26,10,8.4,36001
36,2,75,14,18.67,44,58.67,12,16.0,5,6.67,36002
36,3,146,18,12.33,66,45.21,49,33.56,13,8.9,36003
36,4,44,9,20.45,20,45.45,9,20.45,6,13.64,36004
36,5,97,13,13.4,54,55.67,20,20.62,10,10.31,36005
36,6,111,12,10.81,32,28.83,53,47.75,14,12.61,36006
36,7,126,7,5.56,55,43.65,54,42.86,10,7.94,36007
36,8,183,14,7.65,95,51.91,59,32.24,15,8.2,36008
36,9,169,9,5.33,64,37.87,86,50.89,10,5.92,36009
36,10,103,11,10.68,41,39.81,38,36.89,13,12.62,36010
36,11,172,13,7.56,92,53.49,49,28.49,18,10.47,36011
36,12,120,11,9.17,71,59.17,27,22.5,11,9.17,36012
36,13,298,14,4.7,70,23.49,197,66.11,17,5.7,36013
36,14,209,8,3.83,64,30.62,117,55.98,20,9.57,36014
36,15,103,11,10.68,51,49.51,28,27.18,13,12.62,36015
36,16,148,39,26.35,38,25.68,60,40.54,11,7.43,36016
36,17,114,12,10.53,56,49.12,30,26.32,16,14.04,36017
36,18,138,9,6.52,80,57.97,37,26.81,12,8.7,36018
36,19,251,14,5.58,126,50.2,98,39.04,13,5.18,36019
36,20,216,8,3.7,79,36.57,112,51.85,17,7.87,36020
36,21,145,14,9.66,56,38.62,64,44.14,11,7.59,36021
36,22,195,37,18.97,87,44.62,50,25.64,21,10.77,36022
36,23,69,20,28.99,21,30.43,19,27.54,9,13.04,36023
36,24,129,54,41.86,20,15.5,37,28.68,18,13.95,36024
36,25,105,10,9.52,64,60.95,24,22.86,7,6.67,36025
36,26,229,121,52.84,27,11.79,74,32.31,7,3.06,36026
36,27,123,8,6.5,60,48.78,44,35.77,11,8.94,36027
36,28,91,9,9.89,40,43.96,32,35.16,10,10.99,36028
36,29,115,14,12.17,67,58.26,19,16.52,15,13.04,36029
36,30,184,14,7.61,95,51.63,54,29.35,21,11.41,36030
36,31,146,7,4.79,87,59.59,43,29.45,9,6.16,36031
36,32,129,12,9.3,69,53.49,35,27.13,13,10.08,36032
36,33,126,23,18.25,55,43.65,38,30.16,10,7.94,36033
36,34,96,4,4.17,56,58.33,20,20.83,16,16.67,36034
36,35,175,19,10.86,53,30.29,88,50.29,15,8.57,36035
36,36,140,15,10.71,64,45.71,42,30.0,19,13.57,36036
36,37,112,9,8.04,84,75.0,9,8.04,10,8.93,36037
36,38,85,9,10.59,48,56.47,17,20.0,11,12.94,36038
36,39,121,3,2.48,61,50.41,47,38.84,10,8.26,36039
36,40,118,11,9.32,60,50.85,41,34.75,6,5.08,36040
36,41,84,8,9.52,31,36.9,31,36.9,14,16.67,36041
36,42,100,9,9.0,61,61.0,18,18.0,12,12.0,36042
36,43,202,87,43.07,15,7.43,94,46.53,6,2.97,36043
36,44,139,37,26.62,65,46.76,20,14.39,17,12.23,36044
36,45,104,23,22.12,46,44.23,23,22.12,12,11.54,36045
36,46,108,7,6.48,64,59.26,28,25.93,9,8.33,36046
36,47,114,14,12.28,62,54.39,25,21.93,13,11.4,36047
36,48,148,15,10.14,70,47.3,47,31.76,16,10.81,36048
36,49,123,8,6.5,77,62.6,27,21.95,11,8.94,36049
36,50,177,3,1.69,14,7.91,154,87.01,6,3.39,36050
36,51,155,25,16.13,61,39.35,50,32.26,19,12.26,36051
36,52,118,11,9.32,58,49.15,38,32.2,11,9.32,36052
36,53,136,12,8.82,60,44.12,48,35.29,16,11.76,36053
36,54,232,69,29.74,42,18.1,106,45.69,15,6.47,36054
36,55,161,32,19.88,65,40.37,48,29.81,16,9.94,36055
36,56,108,23,21.3,49,45.37,20,18.52,16,14.81,36056
37,1,112,67,59.82,16,14.29,18,16.07,11,9.82,37001
37,2,54,18,33.33,15,27.78,9,16.67,12,22.22,37002
37,3,50,27,54.0,7,14.0,9,18.0,7,14.0,37003
37,4,93,54,58.06,12,12.9,20,21.51,7,7.53,37004
37,5,125,79,63.2,10,8.0,27,21.6,9,7.2,37005
37,6,213,128,60.09,31,14.55,40,18.78,14,6.57,37006
37,7,140,73,52.14,16,11.43,39,27.86,12,8.57,37007
37,8,127,63,49.61,22,17.32,38,29.92,4,3.15,37008
37,9,101,63,62.38,15,14.85,10,9.9,13,12.87,37009
37,10,162,88,54.32,17,10.49,45,27.78,12,7.41,37010
37,11,29,20,68.97,2,6.9,3,10.34,4,13.79,37011
37,12,143,47,32.87,29,20.28,51,35.66,16,11.19,37012
37,13,129,76,58.91,19,14.73,21,16.28,13,10.08,37013
37,14,106,65,61.32,13,12.26,19,17.92,9,8.49,37014
37,15,191,96,50.26,36,18.85,43,22.51,16,8.38,37015
37,16,214,119,55.61,30,14.02,51,23.83,14,6.54,37016
37,17,122,85,69.67,15,12.3,15,12.3,7,5.74,37017
37,18,149,77,51.68,16,10.74,36,24.16,20,13.42,37018
37,19,124,61,49.19,26,20.97,26,20.97,11,8.87,37019
37,20,176,104,59.09,48,27.27,8,4.55,16,9.09,37020
37,21,163,87,53.37,32,19.63,27,16.56,17,10.43,37021
37,22,102,60,58.82,26,25.49,12,11.76,4,3.92,37022
37,23,155,97,62.58,24,15.48,20,12.9,14,9.03,37023
37,24,101,65,64.36,13,12.87,16,15.84,7,6.93,37024
37,25,144,79,54.86,27,18.75,24,16.67,14,9.72,37025
37,26,104,65,62.5,15,14.42,18,17.31,6,5.77,37026
37,27,80,48,60.0,12,15.0,13,16.25,7,8.75,37027
37,28,140,68,48.57,21,15.0,43,30.71,8,5.71,37028
37,29,154,91,59.09,19,12.34,28,18.18,16,10.39,37029
37,30,155,92,59.35,22,14.19,25,16.13,16,10.32,37030
37,31,217,144,66.36,22,10.14,39,17.97,12,5.53,37031
37,32,127,80,62.99,25,19.69,13,10.24,9,7.09,37032
37,33,134,77,57.46,27,20.15,17,12.69,13,9.7,37033
37,34,170,104,61.18,12,7.06,40,23.53,14,8.24,37034
37,35,15,7,46.67,1,6.67,5,33.33,2,13.33,37035
37,36,98,56,57.14,17,17.35,11,11.22,14,14.29,37036
37,37,134,76,56.72,25,18.66,17,12.69,16,11.94,37037
37,38,142,71,50.0,12,8.45,41,28.87,18,12.68,37038
37,39,89,61,68.54,12,13.48,11,12.36,5,5.62,37039
37,40,134,95,70.9,15,11.19,16,11.94,8,5.97,37040
37,41,219,149,68.04,24,10.96,36,16.44,10,4.57,37041
37,42,20,7,35.0,4,20.0,1,5.0,8,40.0,37042
37,43,146,92,63.01,15,10.27,26,17.81,13,8.9,37043
37,44,135,76,56.3,17,12.59,35,25.93,7,5.19,37044
37,45,151,72,47.68,27,17.88,43,28.48,9,5.96,37045
37,46,98,55,56.12,11,11.22,28,28.57,4,4.08,37046
37,47,25,12,48.0,1,4.0,10,40.0,2,8.0,37047
37,48,128,68,53.13,21,16.41,30,23.44,9,7.03,37048
37,49,110,74,67.27,18,16.36,13,11.82,5,4.55,37049
37,50,41,30,73.17,4,9.76,3,7.32,4,9.76,37050
38,1,94,10,10.64,70,74.47,8,8.51,6,6.38,38001
38,2,136,20,14.71,88,64.71,17,12.5,11,8.09,38002
38,3,131,6,4.58,104,79.39,12,9.16,9,6.87,38003
38,4,53,4,7.55,38,71.7,3,5.66,8,15.09,38004
38,5,154,17,11.04,109,70.78,15,9.74,13,8.44,38005
38,6,118,18,15.25,81,68.64,9,7.63,10,8.47,38006
38,7,170,11,6.47,118,69.41,24,14.12,17,10.0,38007
38,8,119,13,10.92,88,73.95,6,5.04,12,10.08,38008
38,9,98,16,16.33,63,64.29,6,6.12,13,13.27,38009
38,10,128,9,7.03,88,68.75,18,14.06,13,10.16,38010
38,11,119,10,8.4,81,68.07,16,13.45,12,10.08,38011
38,12,100,10,10.0,60,60.0,19,19.0,11,11.0,38012
38,13,84,11,13.1,51,60.71,6,7.14,16,19.05,38013
38,14,122,6,4.92,94,77.05,15,12.3,7,5.74,38014
38,15,112,5,4.46,83,74.11,9,8.04,15,13.39,38015
38,16,183,8,4.37,156,85.25,7,3.83,12,6.56,38016
38,17,149,13,8.72,110,73.83,8,5.37,18,12.08,38017
38,18,131,11,8.4,90,68.7,20,15.27,10,7.63,38018
38,19,109,15,13.76,60,55.05,8,7.34,26,23.85,38019
38,20,102,9,8.82,67,65.69,16,15.69,10,9.8,38020
38,21,109,12,11.01,77,70.64,11,10.09,9,8.26,38021
38,22,134,8,5.97,99,73.88,18,13.43,9,6.72,38022
38,23,82,11,13.41,51,62.2,12,14.63,8,9.76,38023
38,24,69,6,8.7,43,62.32,9,13.04,11,15.94,38024
38,25,141,11,7.8,108,76.6,7,4.96,15,10.64,38025
38,26,102,5,4.9,78,76.47,6,5.88,13,12.75,38026
38,27,65,7,10.77,30,46.15,15,23.08,13,20.0,38027
38,28,77,11,14.29,50,64.94,11,14.29,5,6.49,38028
38,29,71,9,12.68,42,59.15,11,15.49,9,12.68,38029
38,30,97,12,12.37,60,61.86,17,17.53,8,8.25,38030
38,31,117,7,5.98,81,69.23,15,12.82,14,11.97,38031
38,32,125,8,6.4,89,71.2,16,12.8,12,9.6,38032
38,33,108,8,7.41,79,73.15,10,9.26,11,10.19,38033
38,34,96,8,8.33,68,70.83,5,5.21,15,15.63,38034
38,35,115,14,12.17,79,68.7,9,7.83,13,11.3,38035
38,36,158,13,8.23,117,74.05,15,9.49,13,8.23,38036
38,37,138,15,10.87,80,57.97,18,13.04,25,18.12,38037
38,38,100,11,11.0,68,68.0,7,7.0,14,14.0,38038
38,39,116,18,15.52,70,60.34,13,11.21,15,12.93,38039
38,40,88,9,10.23,62,70.45,10,11.36,7,7.95,38040
38,41,203,25,12.32,144,70.94,10,4.93,24,11.82,38041
38,42,138,14,10.14,93,67.39,21,15.22,10,7.25,38042
38,43,128,15,11.72,80,62.5,14,10.94,19,14.84,38043
38,44,97,8,8.25,63,64.95,14,14.43,12,12.37,38044
38,45,153,12,7.84,116,75.82,8,5.23,17,11.11,38045
38,46,118,12,10.17,76,64.41,17,14.41,13,11.02,38046
38,47,119,4,3.36,99,83.19,10,8.4,6,5.04,38047
38,48,120,7,5.83,73,60.83,25,20.83,15,12.5,38048
38,49,99,5,5.05,71,71.72,10,10.1,13,13.13,38049
38,50,156,21,13.46,97,62.18,15,9.62,23,14.74,38050
38,51,112,7,6.25,79,70.54,14,12.5,12,10.71,38051
38,52,146,13,8.9,101,69.18,16,10.96,16,10.96,38052
38,53,97,13,13.4,62,63.92,10,10.31,12,12.37,38053
38,54,127,10,7.87,90,70.87,14,11.02,13,10.24,38054
38,55,246,30,12.2,156,63.41,40,16.26,20,8.13,38055
38,56,110,16,14.55,69,62.73,14,12.73,11,10.0,38056
39,1,108,8,7.41,80,74.07,13,12.04,7,6.48,39001
39,2,181,22,12.15,113,62.43,21,11.6,25,13.81,39002
39,3,145,10,6.9,119,82.07,9,6.21,7,4.83,39003
39,4,69,4,5.8,50,72.46,7,10.14,8,11.59,39004
39,5,68,7,10.29,49,72.06,2,2.94,10,14.71,39005
39,6,175,25,14.29,118,67.43,14,8.0,18,10.29,39006
39,7,106,15,14.15,76,71.7,6,5.66,9,8.49,39007
39,8,108,21,19.44,63,58.33,12,11.11,12,11.11,39008
39,9,120,18,15.0,74,61.67,14,11.67,14,11.67,39009
39,10,85,8,9.41,50,58.82,8,9.41,19,22.35,39010
39,11,132,15,11.36,76,57.58,16,12.12,25,18.94,39011
39,12,47,9,19.15,24,51.06,6,12.77,8,17.02,39012
39,13,42,12,28.57,24,57.14,1,2.38,5,11.9,39013
39,14,114,32,28.07,59,51.75,5,4.39,18,15.79,39014
39,15,89,7,7.87,71,79.78,6,6.74,5,5.62,39015
39,16,82,16,19.51,41,50.0,13,15.85,12,14.63,39016
39,17,70,9,12.86,36,51.43,15,21.43,10,14.29,39017
39,18,139,25,17.99,67,48.2,28,20.14,19,13.67,39018
39,19,98,13,13.27,65,66.33,8,8.16,12,12.24,39019
39,20,93,11,11.83,58,62.37,10,10.75,14,15.05,39020
39,21,82,12,14.63,47,57.32,10,12.2,13,15.85,39021
39,22,111,10,9.01,88,79.28,8,7.21,5,4.5,39022
39,23,73,5,6.85,50,68.49,5,6.85,13,17.81,39023
39,24,55,16,29.09,26,47.27,2,3.64,11,20.0,39024
39,25,38,12,31.58,13,34.21,7,18.42,6,15.79,39025
39,26,154,6,3.9,115,74.68,14,9.09,19,12.34,39026
39,27,42,15,35.71,16,38.1,2,4.76,9,21.43,39027
39,28,64,4,6.25,53,82.81,4,6.25,3,4.69,39028
39,29,56,12,21.43,29,51.79,7,12.5,8,14.29,39029
39,30,84,7,8.33,48,57.14,5,5.95,24,28.57,39030
39,31,56,12,21.43,28,50.0,7,12.5,9,16.07,39031
39,32,311,14,4.5,272,87.46,21,6.75,4,1.29,39032
39,33,117,18,15.38,67,57.26,12,10.26,20,17.09,39033
39,34,78,4,5.13,42,53.85,25,32.05,7,8.97,39034
39,35,112,17,15.18,55,49.11,20,17.86,20,17.86,39035
39,36,292,19,6.51,230,78.77,29,9.93,14,4.79,39036
39,37,136,16,11.76,105,77.21,5,3.68,10,7.35,39037
39,38,215,25,11.63,153,71.16,20,9.3,17,7.91,39038
39,39,46,4,8.7,32,69.57,4,8.7,6,13.04,39039
39,40,73,1,1.37,51,69.86,9,12.33,12,16.44,39040
39,41,19,6,31.58,8,42.11,3,15.79,2,10.53,39041
39,42,106,9,8.49,88,83.02,5,4.72,4,3.77,39042
39,43,74,14,18.92,33,44.59,9,12.16,18,24.32,39043
39,44,89,24,26.97,38,42.7,9,10.11,18,20.22,39044
39,45,89,19,21.35,54,60.67,7,7.87,9,10.11,39045
39,46,83,18,21.69,38,45.78,11,13.25,16,19.28,39046
39,47,78,10,12.82,51,65.38,6,7.69,11,14.1,39047
39,48,74,7,9.46,48,64.86,9,12.16,10,13.51,39048
39,49,68,9,13.24,38,55.88,13,19.12,8,11.76,39049
40,1,77,15,19.48,46,59.74,7,9.09,9,11.69,40001
40,2,84,12,14.29,55,65.48,8,9.52,9,10.71,40002
40,3,97,32,32.99,43,44.33,7,7.22,15,15.46,40003
40,4,148,25,16.89,84,56.76,16,10.81,23,15.54,40004
40,5,83,10,12.05,59,71.08,5,6.02,9,10.84,40005
40,6,72,9,12.5,41,56.94,8,11.11,14,19.44,40006
40,7,87,27,31.03,45,51.72,7,8.05,8,9.2,40007
40,8,154,47,30.52,73,47.4,10,6.49,24,15.58,40008
40,9,58,14,24.14,25,43.1,5,8.62,14,24.14,40009
40,10,122,18,14.75,82,67.21,6,4.92,16,13.11,40010
40,11,104,24,23.08,67,64.42,2,1.92,11,10.58,40011
40,12,104,25,24.04,69,66.35,3,2.88,7,6.73,40012
40,13,96,24,25.0,60,62.5,4,4.17,8,8.33,40013
40,14,74,13,17.57,45,60.81,8,10.81,8,10.81,40014
40,15,104,13,12.5,65,62.5,7,6.73,19,18.27,40015
40,16,173,27,15.61,131,75.72,8,4.62,7,4.05,40016
40,17,51,12,23.53,26,50.98,9,17.65,4,7.84,40017
40,18,101,32,31.68,50,49.5,7,6.93,12,11.88,40018
40,19,75,10,13.33,42,56.0,5,6.67,18,24.0,40019
40,20,73,10,13.7,52,71.23,3,4.11,8,10.96,40020
40,21,111,21,18.92,68,61.26,7,6.31,15,13.51,40021
40,22,72,22,30.56,25,34.72,10,13.89,15,20.83,40022
40,23,90,17,18.89,45,50.0,10,11.11,18,20.0,40023
40,24,67,7,10.45,48,71.64,8,11.94,4,5.97,40024
40,25,96,6,6.25,70,72.92,7,7.29,13,13.54,40025
40,26,113,30,26.55,65,57.52,8,7.08,10,8.85,40026
40,27,168,33,19.64,109,64.88,9,5.36,17,10.12,40027
40,28,83,22,26.51,44,53.01,5,6.02,12,14.46,40028
40,29,129,14,10.85,93,72.09,10,7.75,12,9.3,40029
40,30,145,11,7.59,115,79.31,15,10.34,4,2.76,40030
40,31,110,8,7.27,85,77.27,8,7.27,9,8.18,40031
40,32,59,9,15.25,40,67.8,4,6.78,6,10.17,40032
40,33,93,19,20.43,51,54.84,11,11.83,12,12.9,40033
40,34,55,12,21.82,32,58.18,6,10.91,5,9.09,40034
40,35,97,24,24.74,46,47.42,14,14.43,13,13.4,40035
40,36,129,14,10.85,98,75.97,7,5.43,10,7.75,40036
40,37,105,17,16.19,64,60.95,7,6.67,17,16.19,40037
40,38,70,6,8.57,43,61.43,7,10.0,14,20.0,40038
40,39,91,19,20.88,57,62.64,5,5.49,10,10.99,40039
40,40,63,11,17.46,36,57.14,7,11.11,9,14.29,40040
40,41,140,28,20.0,74,52.86,15,10.71,23,16.43,40041
40,42,123,10,8.13,76,61.79,14,11.38,23,18.7,40042
40,43,107,23,21.5,64,59.81,11,10.28,9,8.41,40043
40,44,71,13,18.31,48,67.61,2,2.82,8,11.27,40044
40,45,156,27,17.31,91,58.33,17,10.9,21,13.46,40045
40,46,104,22,21.15,55,52.88,15,14.42,12,11.54,40046
40,47,88,18,20.45,53,60.23,4,4.55,13,14.77,40047
41,1,97,10,10.31,63,64.95,11,11.34,13,13.4,41001
41,2,159,10,6.29,114,71.7,19,11.95,16,10.06,41002
41,3,123,9,7.32,88,71.54,9,7.32,17,13.82,41003
41,4,120,11,9.17,75,62.5,18,15.0,16,13.33,41004
41,5,104,6,5.77,70,67.31,13,12.5,15,14.42,41005
41,6,99,7,7.07,73,73.74,12,12.12,7,7.07,41006
41,7,173,28,16.18,93,53.76,29,16.76,23,13.29,41007
41,8,116,13,11.21,72,62.07,12,10.34,19,16.38,41008
41,9,80,9,11.25,54,67.5,8,10.0,9,11.25,41009
41,10,126,14,11.11,84,66.67,15,11.9,13,10.32,41010
41,11,88,10,11.36,59,67.05,12,13.64,7,7.95,41011
41,12,111,14,12.61,75,67.57,14,12.61,8,7.21,41012
41,13,113,7,6.19,82,72.57,15,13.27,9,7.96,41013
41,14,170,19,11.18,124,72.94,8,4.71,19,11.18,41014
41,15,67,6,8.96,47,70.15,7,10.45,7,10.45,41015
41,16,114,6,5.26,81,71.05,14,12.28,13,11.4,41016
41,17,124,6,4.84,92,74.19,8,6.45,18,14.52,41017
41,18,103,12,11.65,63,61.17,10,9.71,18,17.48,41018
41,19,127,8,6.3,88,69.29,16,12.6,15,11.81,41019
41,20,152,13,8.55,106,69.74,12,7.89,21,13.82,41020
41,21,89,7,7.87,63,70.79,10,11.24,9,10.11,41021
41,22,115,6,5.22,75,65.22,19,16.52,15,13.04,41022
41,23,109,10,9.17,72,66.06,13,11.93,14,12.84,41023
41,24,93,7,7.53,64,68.82,9,9.68,13,13.98,41024
41,25,63,7,11.11,42,66.67,8,12.7,6,9.52,41025
41,26,61,9,14.75,39,63.93,7,11.48,6,9.84,41026
41,27,63,6,9.52,36,57.14,6,9.52,15,23.81,41027
41,28,62,11,17.74,44,70.97,5,8.06,2,3.23,41028
41,29,37,3,8.11,24,64.86,4,10.81,6,16.22,41029
41,30,101,7,6.93,75,74.26,9,8.91,10,9.9,41030
41,31,119,6,5.04,88,73.95,10,8.4,15,12.61,41031
41,32,86,11,12.79,50,58.14,13,15.12,12,13.95,41032
41,33,115,10,8.7,78,67.83,12,10.43,15,13.04,41033
41,34,87,8,9.2,64,73.56,2,2.3,13,14.94,41034
41,35,93,9,9.68,59,63.44,15,16.13,10,10.75,41035
41,36,112,6,5.36,82,73.21,11,9.82,13,11.61,41036
41,37,112,13,11.61,79,70.54,8,7.14,12,10.71,41037
41,38,59,8,13.56,40,67.8,4,6.78,7,11.86,41038
41,39,115,5,4.35,82,71.3,12,10.43,16,13.91,41039
41,40,83,4,4.82,58,69.88,12,14.46,9,10.84,41040
41,41,104,5,4.81,75,72.12,14,13.46,10,9.62,41041
41,42,122,8,6.56,90,73.77,10,8.2,14,11.48,41042
41,43,90,7,7.78,48,53.33,18,20.0,17,18.89,41043
41,44,110,8,7.27,80,72.73,11,10.0,11,10.0,41044
41,45,86,9,10.47,59,68.6,9,10.47,9,10.47,41045
41,46,93,5,5.38,57,61.29,16,17.2,15,16.13,41046
41,47,128,7,5.47,106,82.81,6,4.69,9,7.03,41047
41,48,60,8,13.33,36,60.0,8,13.33,8,13.33,41048
41,49,106,8,7.55,70,66.04,20,18.87,8,7.55,41049
41,50,108,6,5.56,77,71.3,14,12.96,11,10.19,41050
41,51,61,7,11.48,41,67.21,5,8.2,8,13.11,41051
41,52,125,14,11.2,85,68.0,14,11.2,12,9.6,41052
41,53,104,9,8.65,73,70.19,12,11.54,10,9.62,41053
41,54,108,7,6.48,81,75.0,10,9.26,10,9.26,41054
41,55,82,8,9.76,53,64.63,10,12.2,11,13.41,41055
41,56,124,10,8.06,88,70.97,13,10.48,13,10.48,41056
41,57,117,14,11.97,78,66.67,12,10.26,13,11.11,41057
41,58,69,4,5.8,45,65.22,12,17.39,8,11.59,41058
41,59,94,5,5.32,70,74.47,12,12.77,7,7.45,41059
41,60,80,6,7.5,55,68.75,9,11.25,10,12.5,41060
41,61,151,13,8.61,113,74.83,14,9.27,11,7.28,41061
41,62,93,7,7.53,54,58.06,14,15.05,18,19.35,41062
41,63,93,4,4.3,68,73.12,15,16.13,6,6.45,41063
41,64,133,10,7.52,92,69.17,11,8.27,20,15.04,41064
41,65,99,7,7.07,69,69.7,18,18.18,5,5.05,41065
