ward,precinct,total,NANCY A. DONAHOE,NANCY A. DONAHOE Percent,LAWRENCE A. SCORDINO,LAWRENCE A. SCORDINO Percent,ROBERT RONALD TEPPER,ROBERT RONALD TEPPER Percent,"P. SCOTT NEVILLE, JR.","P. SCOTT NEVILLE, JR. Percent",DEBORAH JEAN GUBIN,DEBORAH JEAN GUBIN Percent,JOHN JOSEPH DOWNEY,JOHN JOSEPH DOWNEY Percent,precinct_id
8,9,206,34,16.5,6,2.91,20,9.71,89,43.2,27,13.11,30,14.56,08009
8,10,195,35,17.95,5,2.56,15,7.69,88,45.13,35,17.95,17,8.72,08010
8,11,120,28,23.33,6,5.0,14,11.67,38,31.67,17,14.17,17,14.17,08011
8,12,151,24,15.89,2,1.32,16,10.6,72,47.68,21,13.91,16,10.6,08012
8,13,105,17,16.19,4,3.81,5,4.76,59,56.19,10,9.52,10,9.52,08013
8,14,126,29,23.02,3,2.38,13,10.32,52,41.27,18,14.29,11,8.73,08014
8,15,135,35,25.93,4,2.96,12,8.89,49,36.3,19,14.07,16,11.85,08015
8,16,186,30,16.13,2,1.08,10,5.38,97,52.15,26,13.98,21,11.29,08016
8,17,136,26,19.12,1,0.74,13,9.56,61,44.85,15,11.03,20,14.71,08017
8,18,99,31,31.31,2,2.02,6,6.06,35,35.35,12,12.12,13,13.13,08018
8,19,220,51,23.18,5,2.27,18,8.18,92,41.82,28,12.73,26,11.82,08019
8,20,135,30,22.22,3,2.22,20,14.81,54,40.0,19,14.07,9,6.67,08020
8,21,132,13,9.85,5,3.79,7,5.3,70,53.03,26,19.7,11,8.33,08021
8,22,156,30,19.23,4,2.56,13,8.33,72,46.15,24,15.38,13,8.33,08022
8,23,143,26,18.18,1,0.7,9,6.29,60,41.96,27,18.88,20,13.99,08023
8,24,174,36,20.69,8,4.6,16,9.2,70,40.23,21,12.07,23,13.22,08024
8,25,150,34,22.67,5,3.33,16,10.67,58,38.67,24,16.0,13,8.67,08025
8,26,89,21,23.6,0,0.0,9,10.11,38,42.7,16,17.98,5,5.62,08026
8,27,181,31,17.13,4,2.21,15,8.29,96,53.04,16,8.84,19,10.5,08027
8,28,147,27,18.37,5,3.4,9,6.12,78,53.06,20,13.61,8,5.44,08028
8,29,144,24,16.67,8,5.56,9,6.25,60,41.67,29,20.14,14,9.72,08029
8,30,153,24,15.69,0,0.0,10,6.54,80,52.29,16,10.46,23,15.03,08030
8,31,138,28,20.29,3,2.17,13,9.42,54,39.13,24,17.39,16,11.59,08031
8,32,239,62,25.94,7,2.93,23,9.62,72,30.13,45,18.83,30,12.55,08032
8,33,101,18,17.82,1,0.99,5,4.95,60,59.41,6,5.94,11,10.89,08033
8,34,181,46,25.41,2,1.1,14,7.73,68,37.57,23,12.71,28,15.47,08034
8,35,227,47,20.7,6,2.64,15,6.61,104,45.81,28,12.33,27,11.89,08035
8,36,149,39,26.17,1,0.67,13,8.72,55,36.91,23,15.44,18,12.08,08036
8,37,127,29,22.83,4,3.15,14,11.02,51,40.16,12,9.45,17,13.39,08037
8,38,167,29,17.37,8,4.79,13,7.78,86,51.5,14,8.38,17,10.18,08038
8,39,150,35,23.33,5,3.33,13,8.67,55,36.67,20,13.33,22,14.67,08039
8,40,146,36,24.66,6,4.11,11,7.53,62,42.47,17,11.64,14,9.59,08040
8,41,146,32,21.92,3,2.05,9,6.16,68,46.58,21,14.38,13,8.9,08041
8,42,140,30,21.43,5,3.57,10,7.14,62,44.29,14,10.0,19,13.57,08042
8,43,87,17,19.54,3,3.45,6,6.9,38,43.68,11,12.64,12,13.79,08043
8,44,185,34,18.38,1,0.54,18,9.73,89,48.11,24,12.97,19,10.27,08044
8,45,154,32,20.78,6,3.9,10,6.49,50,32.47,22,14.29,34,22.08,08045
8,46,145,33,22.76,7,4.83,20,13.79,51,35.17,23,15.86,11,7.59,08046
8,47,161,35,21.74,4,2.48,22,13.66,61,37.89,16,9.94,23,14.29,08047
8,48,174,43,24.71,5,2.87,14,8.05,65,37.36,27,15.52,20,11.49,08048
8,49,194,44,22.68,4,2.06,16,8.25,70,36.08,30,15.46,30,15.46,08049
8,50,174,43,24.71,4,2.3,10,5.75,80,45.98,18,10.34,19,10.92,08050
8,51,156,36,23.08,1,0.64,6,3.85,71,45.51,23,14.74,19,12.18,08051
8,52,178,40,22.47,4,2.25,10,5.62,87,48.88,21,11.8,16,8.99,08052
8,53,177,34,19.21,2,1.13,7,3.95,88,49.72,24,13.56,22,12.43,08053
8,54,173,28,16.18,6,3.47,14,8.09,82,47.4,24,13.87,19,10.98,08054
8,55,133,32,24.06,3,2.26,13,9.77,40,30.08,20,15.04,25,18.8,08055
8,56,120,26,21.67,7,5.83,9,7.5,41,34.17,26,21.67,11,9.17,08056
8,57,172,35,20.35,5,2.91,18,10.47,79,45.93,24,13.95,11,6.4,08057
8,58,180,35,19.44,6,3.33,13,7.22,91,50.56,18,10.0,17,9.44,08058
8,59,139,26,18.71,2,1.44,7,5.04,76,54.68,15,10.79,13,9.35,08059
8,60,204,45,22.06,4,1.96,11,5.39,83,40.69,29,14.22,32,15.69,08060
8,61,130,32,24.62,5,3.85,8,6.15,54,41.54,20,15.38,11,8.46,08061
8,62,212,35,16.51,4,1.89,18,8.49,116,54.72,23,10.85,16,7.55,08062
8,63,197,33,16.75,6,3.05,10,5.08,104,52.79,29,14.72,15,7.61,08063
8,64,95,17,17.89,2,2.11,8,8.42,44,46.32,11,11.58,13,13.68,08064
8,65,150,31,20.67,2,1.33,14,9.33,58,38.67,29,19.33,16,10.67,08065
8,66,209,47,22.49,5,2.39,17,8.13,78,37.32,28,13.4,34,16.27,08066
9,1,196,28,14.29,7,3.57,23,11.73,99,50.51,19,9.69,20,10.2,09001
9,2,176,40,22.73,4,2.27,13,7.39,85,48.3,14,7.95,20,11.36,09002
9,3,92,14,15.22,0,0.0,7,7.61,49,53.26,12,13.04,10,10.87,09003
9,4,203,18,8.87,3,1.48,12,5.91,131,64.53,24,11.82,15,7.39,09004
9,5,155,30,19.35,8,5.16,16,10.32,58,37.42,24,15.48,19,12.26,09005
9,6,148,16,10.81,8,5.41,11,7.43,78,52.7,18,12.16,17,11.49,09006
9,7,148,28,18.92,4,2.7,11,7.43,58,39.19,16,10.81,31,20.95,09007
9,8,136,27,19.85,3,2.21,15,11.03,50,36.76,21,15.44,20,14.71,09008
9,9,186,40,21.51,4,2.15,14,7.53,89,47.85,19,10.22,20,10.75,09009
9,10,154,30,19.48,7,4.55,14,9.09,63,40.91,16,10.39,24,15.58,09010
9,11,120,21,17.5,7,5.83,9,7.5,52,43.33,15,12.5,16,13.33,09011
9,12,143,19,13.29,4,2.8,11,7.69,73,51.05,17,11.89,19,13.29,09012
9,13,221,40,18.1,5,2.26,21,9.5,106,47.96,24,10.86,25,11.31,09013
9,14,234,45,19.23,4,1.71,18,7.69,110,47.01,34,14.53,23,9.83,09014
9,15,75,18,24.0,4,5.33,4,5.33,37,49.33,6,8.0,6,8.0,09015
9,16,161,24,14.91,7,4.35,10,6.21,80,49.69,21,13.04,19,11.8,09016
9,17,157,31,19.75,3,1.91,19,12.1,68,43.31,20,12.74,16,10.19,09017
9,18,148,31,20.95,7,4.73,10,6.76,62,41.89,18,12.16,20,13.51,09018
9,19,174,26,14.94,8,4.6,20,11.49,74,42.53,27,15.52,19,10.92,09019
9,20,183,37,20.22,6,3.28,10,5.46,83,45.36,26,14.21,21,11.48,09020
9,21,128,25,19.53,5,3.91,7,5.47,64,50.0,13,10.16,14,10.94,09021
9,22,198,26,13.13,1,0.51,12,6.06,123,62.12,22,11.11,14,7.07,09022
9,23,120,22,18.33,3,2.5,14,11.67,44,36.67,20,16.67,17,14.17,09023
9,24,75,13,17.33,1,1.33,8,10.67,38,50.67,8,10.67,7,9.33,09024
9,25,82,12,14.63,6,7.32,6,7.32,42,51.22,9,10.98,7,8.54,09025
9,26,109,15,13.76,4,3.67,6,5.5,55,50.46,20,18.35,9,8.26,09026
9,27,121,22,18.18,2,1.65,9,7.44,58,47.93,14,11.57,16,13.22,09027
9,28,93,22,23.66,8,8.6,7,7.53,28,30.11,11,11.83,17,18.28,09028
9,29,141,28,19.86,1,0.71,11,7.8,60,42.55,24,17.02,17,12.06,09029
9,30,173,26,15.03,2,1.16,16,9.25,89,51.45,23,13.29,17,9.83,09030
9,31,98,22,22.45,2,2.04,1,1.02,49,50.0,16,16.33,8,8.16,09031
9,32,158,24,15.19,4,2.53,10,6.33,79,50.0,27,17.09,14,8.86,09032
9,33,125,19,15.2,6,4.8,8,6.4,67,53.6,15,12.0,10,8.0,09033
9,34,115,20,17.39,4,3.48,10,8.7,42,36.52,20,17.39,19,16.52,09034
9,35,167,39,23.35,5,2.99,14,8.38,74,44.31,18,10.78,17,10.18,09035
9,36,72,9,12.5,2,2.78,2,2.78,36,50.0,12,16.67,11,15.28,09036
9,37,148,48,32.43,22,14.86,6,4.05,30,20.27,26,17.57,16,10.81,09037
9,38,136,35,25.74,3,2.21,7,5.15,63,46.32,16,11.76,12,8.82,09038
9,39,148,28,18.92,3,2.03,7,4.73,75,50.68,19,12.84,16,10.81,09039
9,40,188,37,19.68,8,4.26,16,8.51,93,49.47,20,10.64,14,7.45,09040
9,41,196,32,16.33,1,0.51,15,7.65,101,51.53,29,14.8,18,9.18,09041
9,42,126,21,16.67,2,1.59,9,7.14,61,48.41,15,11.9,18,14.29,09042
9,43,89,14,15.73,2,2.25,6,6.74,46,51.69,13,14.61,8,8.99,09043
9,44,136,19,13.97,3,2.21,11,8.09,71,52.21,21,15.44,11,8.09,09044
9,45,189,22,11.64,6,3.17,19,10.05,108,57.14,19,10.05,15,7.94,09045
9,46,147,28,19.05,1,0.68,13,8.84,64,43.54,23,15.65,18,12.24,09046
9,47,108,15,13.89,5,4.63,4,3.7,65,60.19,12,11.11,7,6.48,09047
9,48,176,22,12.5,6,3.41,14,7.95,93,52.84,24,13.64,17,9.66,09048
9,49,70,14,20.0,3,4.29,4,5.71,32,45.71,7,10.0,10,14.29,09049
9,50,199,33,16.58,4,2.01,11,5.53,111,55.78,29,14.57,11,5.53,09050
9,51,116,35,30.17,0,0.0,5,4.31,53,45.69,14,12.07,9,7.76,09051
9,52,164,38,23.17,2,1.22,15,9.15,77,46.95,16,9.76,16,9.76,09052
10,1,74,26,35.14,8,10.81,9,12.16,9,12.16,9,12.16,13,17.57,10001
10,2,82,34,41.46,8,9.76,5,6.1,5,6.1,12,14.63,18,21.95,10002
10,3,144,55,38.19,15,10.42,9,6.25,7,4.86,23,15.97,35,24.31,10003
10,4,149,47,31.54,12,8.05,20,13.42,18,12.08,25,16.78,27,18.12,10004
10,5,98,30,30.61,8,8.16,12,12.24,12,12.24,16,16.33,20,20.41,10005
10,6,141,26,18.44,11,7.8,14,9.93,37,26.24,31,21.99,22,15.6,10006
10,7,37,17,45.95,3,8.11,3,8.11,4,10.81,4,10.81,6,16.22,10007
10,8,125,58,46.4,11,8.8,10,8.0,7,5.6,15,12.0,24,19.2,10008
10,9,116,34,29.31,17,14.66,10,8.62,8,6.9,17,14.66,30,25.86,10009
10,10,108,24,22.22,4,3.7,7,6.48,34,31.48,21,19.44,18,16.67,10010
10,11,112,40,35.71,12,10.71,3,2.68,13,11.61,24,21.43,20,17.86,10011
10,12,116,38,32.76,7,6.03,3,2.59,8,6.9,25,21.55,35,30.17,10012
10,13,138,68,49.28,16,11.59,9,6.52,15,10.87,12,8.7,18,13.04,10013
10,14,28,5,17.86,4,14.29,1,3.57,7,25.0,9,32.14,2,7.14,10014
10,15,62,24,38.71,11,17.74,1,1.61,4,6.45,6,9.68,16,25.81,10015
10,16,120,47,39.17,19,15.83,8,6.67,8,6.67,15,12.5,23,19.17,10016
10,17,100,37,37.0,13,13.0,5,5.0,3,3.0,10,10.0,32,32.0,10017
10,18,96,36,37.5,12,12.5,9,9.38,7,7.29,17,17.71,15,15.63,10018
10,19,181,64,35.36,32,17.68,8,4.42,16,8.84,21,11.6,40,22.1,10019
10,20,207,90,43.48,26,12.56,8,3.86,20,9.66,29,14.01,34,16.43,10020
10,21,85,36,42.35,9,10.59,4,4.71,9,10.59,10,11.76,17,20.0,10021
10,22,33,13,39.39,5,15.15,2,6.06,3,9.09,3,9.09,7,21.21,10022
10,23,128,51,39.84,19,14.84,10,7.81,8,6.25,19,14.84,21,16.41,10023
10,24,118,42,35.59,12,10.17,11,9.32,11,9.32,15,12.71,27,22.88,10024
10,25,144,57,39.58,14,9.72,19,13.19,16,11.11,23,15.97,15,10.42,10025
10,26,84,26,30.95,10,11.9,5,5.95,7,8.33,10,11.9,26,30.95,10026
10,27,156,52,33.33,24,15.38,8,5.13,20,12.82,19,12.18,33,21.15,10027
10,28,112,34,30.36,3,2.68,11,9.82,23,20.54,18,16.07,23,20.54,10028
10,29,122,22,18.03,11,9.02,10,8.2,35,28.69,29,23.77,15,12.3,10029
10,30,131,55,41.98,13,9.92,9,6.87,12,9.16,17,12.98,25,19.08,10030
10,31,120,50,41.67,10,8.33,13,10.83,12,10.0,16,13.33,19,15.83,10031
10,32,130,48,36.92,10,7.69,13,10.0,8,6.15,14,10.77,37,28.46,10032
10,33,124,47,37.9,19,15.32,10,8.06,7,5.65,19,15.32,22,17.74,10033
10,34,120,47,39.17,8,6.67,5,4.17,15,12.5,20,16.67,25,20.83,10034
10,35,97,29,29.9,14,14.43,11,11.34,7,7.22,17,17.53,19,19.59,10035
10,36,140,48,34.29,8,5.71,17,12.14,19,13.57,22,15.71,26,18.57,10036
10,37,105,41,39.05,15,14.29,10,9.52,12,11.43,8,7.62,19,18.1,10037
10,38,181,67,37.02,29,16.02,13,7.18,14,7.73,22,12.15,36,19.89,10038
10,39,144,62,43.06,12,8.33,7,4.86,8,5.56,28,19.44,27,18.75,10039
10,40,99,46,46.46,12,12.12,4,4.04,8,8.08,10,10.1,19,19.19,10040
10,41,158,57,36.08,22,13.92,6,3.8,14,8.86,18,11.39,41,25.95,10041
10,42,112,48,42.86,10,8.93,6,5.36,14,12.5,15,13.39,19,16.96,10042
10,43,114,36,31.58,6,5.26,11,9.65,27,23.68,17,14.91,17,14.91,10043
10,44,127,45,35.43,16,12.6,18,14.17,11,8.66,15,11.81,22,17.32,10044
10,45,136,53,38.97,15,11.03,8,5.88,17,12.5,19,13.97,24,17.65,10045
10,46,110,44,40.0,16,14.55,5,4.55,10,9.09,11,10.0,24,21.82,10046
11,1,153,34,22.22,9,5.88,3,1.96,83,54.25,4,2.61,20,13.07,11001
11,2,137,42,30.66,11,8.03,5,3.65,51,37.23,10,7.3,18,13.14,11002
11,3,161,42,26.09,15,9.32,9,5.59,75,46.58,4,2.48,16,9.94,11003
11,4,174,23,13.22,17,9.77,5,2.87,104,59.77,13,7.47,12,6.9,11004
11,5,83,23,27.71,3,3.61,4,4.82,27,32.53,11,13.25,15,18.07,11005
11,6,243,70,28.81,20,8.23,15,6.17,101,41.56,13,5.35,24,9.88,11006
11,7,206,26,12.62,12,5.83,7,3.4,133,64.56,12,5.83,16,7.77,11007
11,8,170,49,28.82,12,7.06,7,4.12,56,32.94,16,9.41,30,17.65,11008
11,9,204,18,8.82,9,4.41,5,2.45,160,78.43,5,2.45,7,3.43,11009
11,10,107,21,19.63,4,3.74,5,4.67,57,53.27,7,6.54,13,12.15,11010
11,11,156,32,20.51,20,12.82,8,5.13,69,44.23,11,7.05,16,10.26,11011
11,12,197,32,16.24,6,3.05,2,1.02,124,62.94,1,0.51,32,16.24,11012
11,13,163,26,15.95,13,7.98,3,1.84,108,66.26,4,2.45,9,5.52,11013
11,14,71,27,38.03,11,15.49,1,1.41,14,19.72,8,11.27,10,14.08,11014
11,15,155,30,19.35,3,1.94,3,1.94,89,57.42,6,3.87,24,15.48,11015
11,16,134,26,19.4,10,7.46,9,6.72,68,50.75,4,2.99,17,12.69,11016
11,17,212,55,25.94,10,4.72,10,4.72,87,41.04,22,10.38,28,13.21,11017
11,18,130,29,22.31,11,8.46,4,3.08,63,48.46,6,4.62,17,13.08,11018
11,19,128,28,21.88,4,3.13,5,3.91,70,54.69,10,7.81,11,8.59,11019
11,20,229,30,13.1,19,8.3,5,2.18,148,64.63,7,3.06,20,8.73,11020
11,21,284,60,21.13,15,5.28,3,1.06,165,58.1,8,2.82,33,11.62,11021
11,22,78,20,25.64,8,10.26,3,3.85,33,42.31,6,7.69,8,10.26,11022
11,23,160,53,33.13,11,6.88,8,5.0,54,33.75,16,10.0,18,11.25,11023
11,24,283,30,10.6,7,2.47,4,1.41,220,77.74,6,2.12,16,5.65,11024
11,25,135,18,13.33,8,5.93,5,3.7,92,68.15,1,0.74,11,8.15,11025
11,26,213,46,21.6,8,3.76,1,0.47,128,60.09,9,4.23,21,9.86,11026
11,27,52,21,40.38,7,13.46,4,7.69,6,11.54,7,13.46,7,13.46,11027
11,28,42,6,14.29,1,2.38,0,0.0,29,69.05,0,0.0,6,14.29,11028
11,29,247,66,26.72,13,5.26,10,4.05,122,49.39,14,5.67,22,8.91,11029
11,30,154,41,26.62,6,3.9,5,3.25,66,42.86,18,11.69,18,11.69,11030
11,31,53,15,28.3,8,15.09,4,7.55,10,18.87,2,3.77,14,26.42,11031
11,32,150,24,16.0,1,0.67,3,2.0,96,64.0,3,2.0,23,15.33,11032
11,33,89,23,25.84,4,4.49,12,13.48,33,37.08,11,12.36,6,6.74,11033
11,34,100,20,20.0,15,15.0,1,1.0,52,52.0,7,7.0,5,5.0,11034
11,35,195,29,14.87,2,1.03,7,3.59,126,64.62,9,4.62,22,11.28,11035
11,36,82,22,26.83,5,6.1,6,7.32,37,45.12,3,3.66,9,10.98,11036
11,37,263,33,12.55,20,7.6,8,3.04,176,66.92,10,3.8,16,6.08,11037
11,38,268,40,14.93,29,10.82,7,2.61,170,63.43,6,2.24,16,5.97,11038
11,39,222,45,20.27,39,17.57,6,2.7,108,48.65,11,4.95,13,5.86,11039
11,40,192,26,13.54,13,6.77,3,1.56,127,66.15,13,6.77,10,5.21,11040
11,41,145,33,22.76,16,11.03,6,4.14,74,51.03,7,4.83,9,6.21,11041
11,42,125,18,14.4,5,4.0,6,4.8,87,69.6,1,0.8,8,6.4,11042
11,43,189,24,12.7,35,18.52,3,1.59,110,58.2,9,4.76,8,4.23,11043
11,44,157,27,17.2,8,5.1,9,5.73,78,49.68,7,4.46,28,17.83,11044
11,45,135,27,20.0,13,9.63,2,1.48,71,52.59,10,7.41,12,8.89,11045
11,46,100,26,26.0,5,5.0,5,5.0,59,59.0,2,2.0,3,3.0,11046
11,47,173,28,16.18,26,15.03,6,3.47,92,53.18,8,4.62,13,7.51,11047
11,48,110,23,20.91,3,2.73,2,1.82,62,56.36,4,3.64,16,14.55,11048
11,49,118,29,24.58,1,0.85,2,1.69,63,53.39,4,3.39,19,16.1,11049
11,50,106,11,10.38,12,11.32,3,2.83,72,67.92,1,0.94,7,6.6,11050
11,51,181,24,13.26,4,2.21,6,3.31,120,66.3,5,2.76,22,12.15,11051
11,52,156,33,21.15,23,14.74,4,2.56,87,55.77,6,3.85,3,1.92,11052
11,53,160,21,13.13,27,16.88,2,1.25,101,63.13,2,1.25,7,4.38,11053
11,54,74,3,4.05,0,0.0,1,1.35,66,89.19,2,2.7,2,2.7,11054
12,1,55,24,43.64,2,3.64,5,9.09,7,12.73,10,18.18,7,12.73,12001
12,2,101,34,33.66,11,10.89,8,7.92,13,12.87,8,7.92,27,26.73,12002
12,3,103,37,35.92,14,13.59,11,10.68,13,12.62,9,8.74,19,18.45,12003
12,4,84,28,33.33,13,15.48,9,10.71,11,13.1,7,8.33,16,19.05,12004
12,5,50,16,32.0,6,12.0,5,10.0,7,14.0,7,14.0,9,18.0,12005
12,6,105,42,40.0,9,8.57,10,9.52,14,13.33,11,10.48,19,18.1,12006
12,7,55,24,43.64,7,12.73,4,7.27,4,7.27,9,16.36,7,12.73,12007
12,8,57,20,35.09,6,10.53,9,15.79,6,10.53,11,19.3,5,8.77,12008
12,9,83,33,39.76,11,13.25,7,8.43,6,7.23,13,15.66,13,15.66,12009
12,10,56,20,35.71,7,12.5,3,5.36,6,10.71,6,10.71,14,25.0,12010
12,11,101,41,40.59,7,6.93,8,7.92,13,12.87,8,7.92,24,23.76,12011
12,12,82,26,31.71,6,7.32,6,7.32,14,17.07,16,19.51,14,17.07,12012
12,13,45,15,33.33,4,8.89,5,11.11,6,13.33,8,17.78,7,15.56,12013
12,14,63,20,31.75,6,9.52,8,12.7,7,11.11,9,14.29,13,20.63,12014
12,15,65,26,40.0,11,16.92,10,15.38,5,7.69,6,9.23,7,10.77,12015
12,16,120,52,43.33,12,10.0,9,7.5,15,12.5,9,7.5,23,19.17,12016
12,17,34,10,29.41,5,14.71,2,5.88,5,14.71,2,5.88,10,29.41,12017
12,18,65,26,40.0,6,9.23,8,12.31,11,16.92,5,7.69,9,13.85,12018
12,19,49,21,42.86,7,14.29,4,8.16,6,12.24,6,12.24,5,10.2,12019
12,20,60,31,51.67,6,10.0,3,5.0,9,15.0,4,6.67,7,11.67,12020
12,21,117,56,47.86,6,5.13,9,7.69,11,9.4,10,8.55,25,21.37,12021
12,22,66,29,43.94,5,7.58,5,7.58,11,16.67,6,9.09,10,15.15,12022
12,23,123,49,39.84,11,8.94,10,8.13,12,9.76,23,18.7,18,14.63,12023
12,24,37,14,37.84,6,16.22,1,2.7,3,8.11,7,18.92,6,16.22,12024
12,25,69,28,40.58,5,7.25,11,15.94,8,11.59,4,5.8,13,18.84,12025
12,26,56,26,46.43,6,10.71,5,8.93,8,14.29,7,12.5,4,7.14,12026
12,27,47,21,44.68,8,17.02,3,6.38,5,10.64,7,14.89,3,6.38,12027
12,28,53,27,50.94,6,11.32,5,9.43,3,5.66,3,5.66,9,16.98,12028
12,29,179,68,37.99,24,13.41,13,7.26,16,8.94,22,12.29,36,20.11,12029
12,30,142,46,32.39,12,8.45,11,7.75,18,12.68,10,7.04,45,31.69,12030
13,1,130,25,19.23,8,6.15,9,6.92,55,42.31,6,4.62,27,20.77,13001
13,2,135,35,25.93,8,5.93,4,2.96,62,45.93,11,8.15,15,11.11,13002
13,3,276,31,11.23,13,4.71,8,2.9,193,69.93,13,4.71,18,6.52,13003
13,4,216,35,16.2,22,10.19,4,1.85,120,55.56,18,8.33,17,7.87,13004
13,5,150,30,20.0,8,5.33,10,6.67,81,54.0,11,7.33,10,6.67,13005
13,6,131,33,25.19,10,7.63,7,5.34,50,38.17,12,9.16,19,14.5,13006
13,7,252,19,7.54,6,2.38,7,2.78,198,78.57,13,5.16,9,3.57,13007
13,8,192,35,18.23,8,4.17,5,2.6,111,57.81,14,7.29,19,9.9,13008
13,9,217,40,18.43,11,5.07,4,1.84,123,56.68,13,5.99,26,11.98,13009
13,10,186,43,23.12,6,3.23,3,1.61,102,54.84,6,3.23,26,13.98,13010
13,11,121,22,18.18,5,4.13,4,3.31,66,54.55,13,10.74,11,9.09,13011
13,12,247,38,15.38,10,4.05,6,2.43,160,64.78,11,4.45,22,8.91,13012
13,13,284,24,8.45,9,3.17,4,1.41,234,82.39,8,2.82,5,1.76,13013
13,14,142,27,19.01,8,5.63,6,4.23,84,59.15,2,1.41,15,10.56,13014
13,15,263,20,7.6,9,3.42,10,3.8,206,78.33,7,2.66,11,4.18,13015
13,16,181,24,13.26,12,6.63,12,6.63,110,60.77,11,6.08,12,6.63,13016
13,17,136,19,13.97,7,5.15,5,3.68,80,58.82,15,11.03,10,7.35,13017
13,18,141,37,26.24,5,3.55,6,4.26,63,44.68,14,9.93,16,11.35,13018
13,19,154,22,14.29,4,2.6,10,6.49,86,55.84,14,9.09,18,11.69,13019
13,20,177,49,27.68,11,6.21,6,3.39,74,41.81,6,3.39,31,17.51,13020
13,21,186,25,13.44,5,2.69,5,2.69,134,72.04,10,5.38,7,3.76,13021
13,22,288,48,16.67,16,5.56,10,3.47,178,61.81,16,5.56,20,6.94,13022
13,23,225,21,9.33,3,1.33,3,1.33,182,80.89,8,3.56,8,3.56,13023
13,24,227,47,20.7,14,6.17,9,3.96,108,47.58,12,5.29,37,16.3,13024
13,25,149,41,27.52,6,4.03,6,4.03,72,48.32,11,7.38,13,8.72,13025
13,26,155,32,20.65,9,5.81,5,3.23,89,57.42,8,5.16,12,7.74,13026
13,27,186,29,15.59,4,2.15,5,2.69,115,61.83,9,4.84,24,12.9,13027
13,28,139,26,18.71,6,4.32,3,2.16,79,56.83,6,4.32,19,13.67,13028
13,29,174,37,21.26,12,6.9,6,3.45,87,50.0,15,8.62,17,9.77,13029
13,30,178,35,19.66,13,7.3,7,3.93,97,54.49,10,5.62,16,8.99,13030
13,31,178,33,18.54,14,7.87,2,1.12,91,51.12,13,7.3,25,14.04,13031
13,32,117,32,27.35,4,3.42,4,3.42,54,46.15,14,11.97,9,7.69,13032
13,33,163,25,15.34,11,6.75,10,6.13,88,53.99,13,7.98,16,9.82,13033
13,34,217,30,13.82,8,3.69,3,1.38,149,68.66,7,3.23,20,9.22,13034
13,35,242,32,13.22,9,3.72,7,2.89,173,71.49,6,2.48,15,6.2,13035
13,36,120,33,27.5,12,10.0,1,0.83,57,47.5,12,10.0,5,4.17,13036
13,37,137,19,13.87,8,5.84,5,3.65,90,65.69,9,6.57,6,4.38,13037
13,38,110,15,13.64,6,5.45,1,0.91,72,65.45,6,5.45,10,9.09,13038
13,39,168,28,16.67,8,4.76,4,2.38,102,60.71,10,5.95,16,9.52,13039
13,40,156,33,21.15,10,6.41,4,2.56,83,53.21,9,5.77,17,10.9,13040
13,41,141,31,21.99,7,4.96,7,4.96,72,51.06,9,6.38,15,10.64,13041
13,42,307,34,11.07,6,1.95,9,2.93,239,77.85,8,2.61,11,3.58,13042
13,43,214,30,14.02,10,4.67,5,2.34,140,65.42,8,3.74,21,9.81,13043
13,44,104,34,32.69,2,1.92,4,3.85,46,44.23,11,10.58,7,6.73,13044
13,45,98,25,25.51,11,11.22,3,3.06,41,41.84,9,9.18,9,9.18,13045
13,46,214,30,14.02,6,2.8,6,2.8,152,71.03,9,4.21,11,5.14,13046
13,47,163,27,16.56,11,6.75,3,1.84,103,63.19,9,5.52,10,6.13,13047
13,48,156,27,17.31,7,4.49,5,3.21,92,58.97,9,5.77,16,10.26,13048
13,49,91,17,18.68,2,2.2,3,3.3,52,57.14,4,4.4,13,14.29,13049
13,50,284,15,5.28,3,1.06,3,1.06,251,88.38,8,2.82,4,1.41,13050
13,51,191,37,19.37,9,4.71,5,2.62,104,54.45,13,6.81,23,12.04,13051
13,52,227,22,9.69,12,5.29,13,5.73,153,67.4,12,5.29,15,6.61,13052
13,53,193,34,17.62,12,6.22,6,3.11,101,52.33,20,10.36,20,10.36,13053
13,54,253,25,9.88,4,1.58,2,0.79,202,79.84,8,3.16,12,4.74,13054
13,55,218,46,21.1,9,4.13,4,1.83,136,62.39,8,3.67,15,6.88,13055
13,56,310,27,8.71,11,3.55,3,0.97,252,81.29,2,0.65,15,4.84,13056
13,57,199,42,21.11,7,3.52,8,4.02,116,58.29,6,3.02,20,10.05,13057
13,58,336,26,7.74,2,0.6,10,2.98,281,83.63,3,0.89,14,4.17,13058
13,59,130,27,20.77,6,4.62,4,3.08,61,46.92,7,5.38,25,19.23,13059
13,60,319,18,5.64,4,1.25,4,1.25,279,87.46,7,2.19,7,2.19,13060
13,61,298,48,16.11,15,5.03,7,2.35,195,65.44,6,2.01,27,9.06,13061
13,62,263,33,12.55,6,2.28,6,2.28,200,76.05,7,2.66,11,4.18,13062
13,63,230,46,20.0,17,7.39,4,1.74,127,55.22,10,4.35,26,11.3,13063
14,1,81,23,28.4,8,9.88,1,1.23,42,51.85,3,3.7,4,4.94,14001
14,2,87,21,24.14,4,4.6,7,8.05,30,34.48,11,12.64,14,16.09,14002
14,3,160,34,21.25,12,7.5,6,3.75,74,46.25,13,8.13,21,13.13,14003
