ward,precinct,total,ROBERTO MALDONADO,ROBERTO MALDONADO Percent,precinct_id
26,1,62,62,100.0,26001
26,2,105,105,100.0,26002
26,3,76,76,100.0,26003
26,4,166,166,100.0,26004
26,5,91,91,100.0,26005
26,6,127,127,100.0,26006
26,7,39,39,100.0,26007
26,8,175,175,100.0,26008
26,9,79,79,100.0,26009
26,10,83,83,100.0,26010
26,11,90,90,100.0,26011
26,12,74,74,100.0,26012
26,13,81,81,100.0,26013
26,14,99,99,100.0,26014
26,15,61,61,100.0,26015
26,16,54,54,100.0,26016
26,17,158,158,100.0,26017
26,18,96,96,100.0,26018
26,19,105,105,100.0,26019
26,20,102,102,100.0,26020
26,21,162,162,100.0,26021
26,22,102,102,100.0,26022
26,23,146,146,100.0,26023
26,24,148,148,100.0,26024
26,25,100,100,100.0,26025
26,26,83,83,100.0,26026
26,27,109,109,100.0,26027
26,28,140,140,100.0,26028
26,29,99,99,100.0,26029
26,30,70,70,100.0,26030
26,31,32,32,100.0,26031
26,32,68,68,100.0,26032
26,33,126,126,100.0,26033
26,34,87,87,100.0,26034
26,35,98,98,100.0,26035
26,36,132,132,100.0,26036
26,37,71,71,100.0,26037
