ward,precinct,total,DANNY K. DAVIS,DANNY K. DAVIS Percent,precinct_id
1,6,54,54,100.0,01006
1,28,23,23,100.0,01028
1,34,14,14,100.0,01034
1,35,27,27,100.0,01035
2,1,96,96,100.0,02001
2,3,89,89,100.0,02003
2,4,29,29,100.0,02004
2,5,52,52,100.0,02005
2,7,191,191,100.0,02007
2,8,164,164,100.0,02008
2,9,73,73,100.0,02009
2,10,75,75,100.0,02010
2,11,249,249,100.0,02011
2,15,43,43,100.0,02015
2,17,110,110,100.0,02017
2,19,56,56,100.0,02019
2,22,201,201,100.0,02022
2,23,110,110,100.0,02023
2,25,40,40,100.0,02025
2,26,107,107,100.0,02026
2,27,32,32,100.0,02027
2,28,153,153,100.0,02028
2,30,99,99,100.0,02030
2,32,113,113,100.0,02032
2,34,172,172,100.0,02034
2,35,24,24,100.0,02035
2,36,96,96,100.0,02036
2,37,90,90,100.0,02037
2,38,139,139,100.0,02038
2,39,125,125,100.0,02039
2,40,127,127,100.0,02040
2,41,59,59,100.0,02041
2,42,38,38,100.0,02042
2,43,167,167,100.0,02043
2,49,48,48,100.0,02049
2,51,107,107,100.0,02051
2,52,110,110,100.0,02052
2,53,73,73,100.0,02053
2,54,145,145,100.0,02054
3,1,177,177,100.0,03001
3,4,54,54,100.0,03004
3,5,43,43,100.0,03005
3,7,21,21,100.0,03007
3,8,57,57,100.0,03008
3,10,144,144,100.0,03010
3,11,77,77,100.0,03011
3,12,102,102,100.0,03012
3,13,21,21,100.0,03013
3,14,81,81,100.0,03014
3,15,103,103,100.0,03015
3,16,185,185,100.0,03016
3,17,97,97,100.0,03017
3,18,91,91,100.0,03018
3,19,39,39,100.0,03019
3,20,35,35,100.0,03020
3,21,70,70,100.0,03021
3,22,104,104,100.0,03022
3,26,84,84,100.0,03026
3,29,13,13,100.0,03029
3,30,137,137,100.0,03030
3,31,134,134,100.0,03031
3,32,155,155,100.0,03032
3,35,108,108,100.0,03035
3,37,103,103,100.0,03037
3,40,120,120,100.0,03040
