ward,precinct,total,MARK MCGUIRE,MARK MCGUIRE Percent,MARTHA A. MILLS,MARTHA A. MILLS Percent,DENNIS J. BURKE,DENNIS J. BURKE Percent,MICHAEL THOMAS O'MALLEY,MICHAEL THOMAS O'MALLEY Percent,ROSEMARY GRANT HIGGINS,ROSEMARY GRANT HIGGINS Percent,precinct_id
7,31,156,17,10.9,22,14.1,9,5.77,18,11.54,55,35.26,07031
7,32,120,24,20.0,17,14.17,15,12.5,21,17.5,26,21.67,07032
7,33,130,12,9.23,17,13.08,24,18.46,12,9.23,31,23.85,07033
7,34,93,15,16.13,22,23.66,7,7.53,6,6.45,33,35.48,07034
7,35,150,26,17.33,27,18.0,21,14.0,24,16.0,31,20.67,07035
7,36,210,32,15.24,39,18.57,27,12.86,22,10.48,57,27.14,07036
7,37,159,18,11.32,34,21.38,11,6.92,21,13.21,44,27.67,07037
7,38,149,18,12.08,27,18.12,10,6.71,14,9.4,42,28.19,07038
7,39,112,16,14.29,30,26.79,5,4.46,12,10.71,37,33.04,07039
7,40,103,14,13.59,19,18.45,10,9.71,12,11.65,34,33.01,07040
7,41,167,18,10.78,36,21.56,20,11.98,15,8.98,48,28.74,07041
7,42,124,13,10.48,24,19.35,12,9.68,14,11.29,32,25.81,07042
7,43,154,20,12.99,26,16.88,19,12.34,18,11.69,36,23.38,07043
7,44,164,17,10.37,23,14.02,18,10.98,20,12.2,39,23.78,07044
7,45,178,14,7.87,39,21.91,10,5.62,10,5.62,55,30.9,07045
7,46,45,9,20.0,8,17.78,4,8.89,7,15.56,9,20.0,07046
8,1,172,23,13.37,41,23.84,18,10.47,18,10.47,47,27.33,08001
8,2,118,20,16.95,22,18.64,17,14.41,11,9.32,29,24.58,08002
8,3,215,30,13.95,46,21.4,13,6.05,16,7.44,53,24.65,08003
8,4,155,22,14.19,21,13.55,10,6.45,21,13.55,41,26.45,08004
8,5,204,21,10.29,46,22.55,18,8.82,7,3.43,58,28.43,08005
8,6,184,37,20.11,37,20.11,19,10.33,24,13.04,34,18.48,08006
8,7,94,15,15.96,15,15.96,8,8.51,10,10.64,29,30.85,08007
8,8,195,32,16.41,45,23.08,16,8.21,17,8.72,45,23.08,08008
8,9,202,36,17.82,46,22.77,21,10.4,18,8.91,55,27.23,08009
8,10,185,25,13.51,53,28.65,18,9.73,9,4.86,56,30.27,08010
8,11,114,18,15.79,27,23.68,7,6.14,20,17.54,22,19.3,08011
8,12,144,20,13.89,28,19.44,9,6.25,21,14.58,33,22.92,08012
8,13,107,16,14.95,18,16.82,5,4.67,16,14.95,27,25.23,08013
8,14,117,17,14.53,24,20.51,10,8.55,13,11.11,24,20.51,08014
8,15,127,27,21.26,25,19.69,10,7.87,18,14.17,29,22.83,08015
8,16,178,17,9.55,49,27.53,17,9.55,11,6.18,55,30.9,08016
8,17,134,18,13.43,26,19.4,10,7.46,17,12.69,28,20.9,08017
8,18,98,17,17.35,16,16.33,7,7.14,16,16.33,30,30.61,08018
8,19,208,25,12.02,39,18.75,24,11.54,22,10.58,69,33.17,08019
8,20,128,16,12.5,33,25.78,14,10.94,12,9.38,35,27.34,08020
8,21,121,13,10.74,23,19.01,11,9.09,14,11.57,25,20.66,08021
8,22,146,14,9.59,37,25.34,9,6.16,14,9.59,38,26.03,08022
8,23,130,16,12.31,27,20.77,9,6.92,19,14.62,34,26.15,08023
8,24,171,22,12.87,40,23.39,8,4.68,20,11.7,43,25.15,08024
8,25,147,27,18.37,31,21.09,10,6.8,18,12.24,39,26.53,08025
8,26,95,11,11.58,27,28.42,3,3.16,14,14.74,29,30.53,08026
8,27,165,38,23.03,40,24.24,8,4.85,15,9.09,33,20.0,08027
8,28,139,11,7.91,24,17.27,11,7.91,17,12.23,37,26.62,08028
8,29,146,19,13.01,32,21.92,12,8.22,13,8.9,44,30.14,08029
8,30,145,16,11.03,47,32.41,13,8.97,7,4.83,38,26.21,08030
8,31,130,25,19.23,21,16.15,12,9.23,17,13.08,34,26.15,08031
8,32,236,32,13.56,58,24.58,20,8.47,26,11.02,68,28.81,08032
8,33,94,13,13.83,27,28.72,6,6.38,13,13.83,14,14.89,08033
8,34,191,41,21.47,34,17.8,12,6.28,21,10.99,59,30.89,08034
8,35,214,32,14.95,53,24.77,16,7.48,28,13.08,48,22.43,08035
8,36,138,20,14.49,25,18.12,18,13.04,16,11.59,35,25.36,08036
8,37,127,19,14.96,30,23.62,11,8.66,17,13.39,27,21.26,08037
8,38,157,24,15.29,26,16.56,14,8.92,19,12.1,27,17.2,08038
8,39,152,15,9.87,28,18.42,17,11.18,19,12.5,45,29.61,08039
8,40,148,28,18.92,31,20.95,11,7.43,14,9.46,35,23.65,08040
8,41,139,22,15.83,26,18.71,11,7.91,17,12.23,35,25.18,08041
8,42,138,16,11.59,34,24.64,9,6.52,15,10.87,35,25.36,08042
8,43,89,16,17.98,12,13.48,10,11.24,15,16.85,22,24.72,08043
8,44,165,26,15.76,24,14.55,17,10.3,13,7.88,49,29.7,08044
8,45,158,23,14.56,34,21.52,16,10.13,24,15.19,38,24.05,08045
8,46,138,23,16.67,28,20.29,12,8.7,20,14.49,33,23.91,08046
8,47,160,21,13.13,27,16.88,11,6.88,23,14.38,41,25.63,08047
8,48,169,20,11.83,38,22.49,9,5.33,24,14.2,49,28.99,08048
8,49,186,28,15.05,40,21.51,13,6.99,26,13.98,52,27.96,08049
8,50,154,19,12.34,39,25.32,12,7.79,16,10.39,44,28.57,08050
8,51,145,14,9.66,44,30.34,6,4.14,16,11.03,43,29.66,08051
8,52,177,31,17.51,43,24.29,14,7.91,13,7.34,43,24.29,08052
8,53,172,32,18.6,39,22.67,14,8.14,17,9.88,42,24.42,08053
8,54,166,29,17.47,36,21.69,14,8.43,13,7.83,43,25.9,08054
8,55,121,19,15.7,25,20.66,10,8.26,25,20.66,25,20.66,08055
8,56,112,18,16.07,22,19.64,11,9.82,16,14.29,27,24.11,08056
8,57,165,20,12.12,34,20.61,15,9.09,20,12.12,44,26.67,08057
8,58,171,28,16.37,36,21.05,14,8.19,19,11.11,34,19.88,08058
8,59,131,27,20.61,26,19.85,12,9.16,8,6.11,24,18.32,08059
8,60,198,30,15.15,40,20.2,19,9.6,22,11.11,52,26.26,08060
8,61,123,24,19.51,25,20.33,14,11.38,12,9.76,28,22.76,08061
8,62,191,25,13.09,46,24.08,17,8.9,8,4.19,55,28.8,08062
8,63,187,28,14.97,35,18.72,10,5.35,18,9.63,67,35.83,08063
8,64,92,11,11.96,14,15.22,7,7.61,12,13.04,16,17.39,08064
8,65,151,21,13.91,38,25.17,8,5.3,14,9.27,49,32.45,08065
8,66,210,32,15.24,47,22.38,21,10.0,27,12.86,46,21.9,08066
9,1,201,26,12.94,77,38.31,13,6.47,35,17.41,40,19.9,09001
9,2,185,29,15.68,31,16.76,13,7.03,69,37.3,32,17.3,09002
9,3,91,11,12.09,34,37.36,4,4.4,31,34.07,6,6.59,09003
9,4,209,18,8.61,64,30.62,10,4.78,70,33.49,31,14.83,09004
9,5,159,24,15.09,48,30.19,12,7.55,27,16.98,39,24.53,09005
9,6,149,16,10.74,38,25.5,19,12.75,46,30.87,25,16.78,09006
9,7,152,23,15.13,37,24.34,16,10.53,25,16.45,39,25.66,09007
9,8,139,18,12.95,40,28.78,11,7.91,25,17.99,38,27.34,09008
9,9,182,27,14.84,57,31.32,9,4.95,46,25.27,34,18.68,09009
9,10,155,29,18.71,31,20.0,12,7.74,37,23.87,42,27.1,09010
9,11,117,11,9.4,51,43.59,8,6.84,24,20.51,17,14.53,09011
9,12,139,20,14.39,39,28.06,9,6.47,34,24.46,33,23.74,09012
9,13,219,22,10.05,61,27.85,17,7.76,54,24.66,53,24.2,09013
9,14,235,31,13.19,62,26.38,18,7.66,51,21.7,63,26.81,09014
9,15,72,6,8.33,28,38.89,7,9.72,14,19.44,13,18.06,09015
9,16,170,21,12.35,71,41.76,10,5.88,25,14.71,38,22.35,09016
9,17,153,27,17.65,46,30.07,13,8.5,27,17.65,29,18.95,09017
9,18,150,14,9.33,62,41.33,17,11.33,26,17.33,25,16.67,09018
9,19,174,25,14.37,47,27.01,19,10.92,45,25.86,32,18.39,09019
9,20,186,27,14.52,46,24.73,15,8.06,40,21.51,48,25.81,09020
9,21,132,18,13.64,36,27.27,10,7.58,33,25.0,30,22.73,09021
9,22,203,23,11.33,59,29.06,10,4.93,65,32.02,42,20.69,09022
9,23,122,20,16.39,32,26.23,15,12.3,19,15.57,26,21.31,09023
9,24,80,12,15.0,45,56.25,4,5.0,7,8.75,7,8.75,09024
9,25,85,17,20.0,20,23.53,7,8.24,13,15.29,21,24.71,09025
9,26,107,11,10.28,39,36.45,10,9.35,19,17.76,22,20.56,09026
9,27,117,16,13.68,32,27.35,9,7.69,27,23.08,28,23.93,09027
9,28,103,24,23.3,20,19.42,10,9.71,19,18.45,22,21.36,09028
9,29,145,19,13.1,42,28.97,8,5.52,37,25.52,35,24.14,09029
9,30,170,20,11.76,38,22.35,16,9.41,38,22.35,46,27.06,09030
9,31,95,16,16.84,39,41.05,1,1.05,16,16.84,21,22.11,09031
9,32,157,19,12.1,42,26.75,13,8.28,35,22.29,38,24.2,09032
9,33,119,16,13.45,23,19.33,9,7.56,43,36.13,25,21.01,09033
9,34,114,15,13.16,27,23.68,11,9.65,19,16.67,34,29.82,09034
9,35,162,23,14.2,33,20.37,10,6.17,47,29.01,39,24.07,09035
9,36,69,4,5.8,18,26.09,4,5.8,15,21.74,20,28.99,09036
9,37,159,21,13.21,23,14.47,13,8.18,39,24.53,34,21.38,09037
9,38,137,16,11.68,52,37.96,7,5.11,21,15.33,34,24.82,09038
9,39,140,22,15.71,37,26.43,7,5.0,29,20.71,39,27.86,09039
9,40,184,16,8.7,61,33.15,13,7.07,40,21.74,43,23.37,09040
9,41,202,21,10.4,64,31.68,14,6.93,61,30.2,33,16.34,09041
9,42,129,20,15.5,39,30.23,9,6.98,40,31.01,11,8.53,09042
9,43,91,9,9.89,28,30.77,8,8.79,22,24.18,22,24.18,09043
9,44,137,11,8.03,32,23.36,13,9.49,45,32.85,32,23.36,09044
9,45,187,23,12.3,52,27.81,15,8.02,57,30.48,35,18.72,09045
9,46,143,25,17.48,37,25.87,9,6.29,33,23.08,35,24.48,09046
9,47,114,11,9.65,30,26.32,4,3.51,43,37.72,18,15.79,09047
9,48,181,22,12.15,48,26.52,16,8.84,41,22.65,49,27.07,09048
9,49,78,12,15.38,28,35.9,9,11.54,12,15.38,14,17.95,09049
9,50,195,19,9.74,54,27.69,5,2.56,56,28.72,56,28.72,09050
9,51,117,18,15.38,23,19.66,11,9.4,35,29.91,23,19.66,09051
9,52,158,18,11.39,46,29.11,9,5.7,34,21.52,42,26.58,09052
10,1,72,17,23.61,7,9.72,6,8.33,13,18.06,16,22.22,10001
10,2,90,12,13.33,9,10.0,13,14.44,26,28.89,14,15.56,10002
10,3,156,16,10.26,12,7.69,21,13.46,47,30.13,24,15.38,10003
10,4,152,39,25.66,23,15.13,7,4.61,29,19.08,26,17.11,10004
10,5,96,9,9.38,13,13.54,13,13.54,19,19.79,14,14.58,10005
10,6,142,25,17.61,37,26.06,13,9.15,14,9.86,36,25.35,10006
10,7,41,6,14.63,5,12.2,3,7.32,12,29.27,10,24.39,10007
10,8,127,20,15.75,15,11.81,16,12.6,32,25.2,21,16.54,10008
10,9,125,28,22.4,6,4.8,9,7.2,39,31.2,23,18.4,10009
10,10,115,14,12.17,18,15.65,14,12.17,14,12.17,42,36.52,10010
10,11,127,13,10.24,11,8.66,16,12.6,30,23.62,30,23.62,10011
10,12,117,18,15.38,15,12.82,14,11.97,23,19.66,24,20.51,10012
10,13,149,17,11.41,19,12.75,17,11.41,39,26.17,17,11.41,10013
10,14,29,5,17.24,5,17.24,3,10.34,2,6.9,7,24.14,10014
10,15,63,12,19.05,4,6.35,7,11.11,21,33.33,10,15.87,10015
10,16,127,14,11.02,10,7.87,18,14.17,34,26.77,17,13.39,10016
10,17,110,20,18.18,10,9.09,15,13.64,20,18.18,12,10.91,10017
10,18,92,20,21.74,13,14.13,12,13.04,19,20.65,16,17.39,10018
10,19,185,24,12.97,10,5.41,31,16.76,59,31.89,31,16.76,10019
10,20,214,25,11.68,22,10.28,32,14.95,42,19.63,28,13.08,10020
10,21,87,20,22.99,7,8.05,9,10.34,22,25.29,17,19.54,10021
10,22,34,4,11.76,2,5.88,4,11.76,9,26.47,8,23.53,10022
10,23,141,23,16.31,22,15.6,19,13.48,28,19.86,25,17.73,10023
10,24,122,18,14.75,9,7.38,19,15.57,36,29.51,18,14.75,10024
10,25,130,24,18.46,22,16.92,11,8.46,23,17.69,39,30.0,10025
10,26,86,11,12.79,10,11.63,15,17.44,25,29.07,12,13.95,10026
10,27,159,27,16.98,15,9.43,24,15.09,39,24.53,25,15.72,10027
10,28,116,19,16.38,28,24.14,12,10.34,22,18.97,19,16.38,10028
10,29,126,16,12.7,31,24.6,8,6.35,16,12.7,45,35.71,10029
10,30,138,19,13.77,19,13.77,19,13.77,29,21.01,19,13.77,10030
10,31,130,22,16.92,16,12.31,15,11.54,29,22.31,20,15.38,10031
10,32,138,27,19.57,12,8.7,20,14.49,31,22.46,28,20.29,10032
10,33,130,26,20.0,7,5.38,15,11.54,30,23.08,32,24.62,10033
10,34,122,21,17.21,15,12.3,17,13.93,29,23.77,25,20.49,10034
10,35,101,12,11.88,12,11.88,8,7.92,25,24.75,23,22.77,10035
10,36,135,24,17.78,27,20.0,9,6.67,35,25.93,23,17.04,10036
10,37,105,22,20.95,17,16.19,9,8.57,23,21.9,17,16.19,10037
10,38,184,27,14.67,14,7.61,28,15.22,45,24.46,35,19.02,10038
10,39,133,19,14.29,26,19.55,20,15.04,30,22.56,19,14.29,10039
10,40,104,14,13.46,13,12.5,12,11.54,29,27.88,19,18.27,10040
10,41,171,27,15.79,10,5.85,23,13.45,34,19.88,31,18.13,10041
10,42,123,23,18.7,11,8.94,9,7.32,32,26.02,21,17.07,10042
10,43,109,26,23.85,16,14.68,11,10.09,18,16.51,22,20.18,10043
10,44,134,16,11.94,26,19.4,11,8.21,29,21.64,24,17.91,10044
10,45,146,27,18.49,20,13.7,11,7.53,34,23.29,24,16.44,10045
10,46,122,16,13.11,15,12.3,12,9.84,36,29.51,18,14.75,10046
11,1,150,16,10.67,9,6.0,6,4.0,21,14.0,10,6.67,11001
11,2,142,26,18.31,5,3.52,12,8.45,31,21.83,16,11.27,11002
11,3,164,16,9.76,10,6.1,10,6.1,37,22.56,8,4.88,11003
11,4,178,13,7.3,4,2.25,9,5.06,10,5.62,12,6.74,11004
11,5,84,17,20.24,7,8.33,5,5.95,16,19.05,8,9.52,11005
11,6,239,31,12.97,15,6.28,20,8.37,33,13.81,26,10.88,11006
11,7,208,13,6.25,9,4.33,5,2.4,13,6.25,12,5.77,11007
11,8,171,18,10.53,12,7.02,17,9.94,31,18.13,16,9.36,11008
11,9,201,9,4.48,3,1.49,5,2.49,11,5.47,10,4.98,11009
11,10,108,14,12.96,8,7.41,5,4.63,18,16.67,10,9.26,11010
11,11,166,14,8.43,11,6.63,14,8.43,25,15.06,18,10.84,11011
11,12,198,18,9.09,1,0.51,12,6.06,32,16.16,13,6.57,11012
11,13,164,13,7.93,0,0.0,11,6.71,8,4.88,6,3.66,11013
11,14,70,11,15.71,6,8.57,10,14.29,24,34.29,7,10.0,11014
11,15,154,11,7.14,2,1.3,9,5.84,28,18.18,16,10.39,11015
11,16,138,10,7.25,11,7.97,7,5.07,20,14.49,11,7.97,11016
11,17,212,32,15.09,17,8.02,12,5.66,39,18.4,28,13.21,11017
11,18,135,16,11.85,6,4.44,9,6.67,16,11.85,8,5.93,11018
11,19,131,13,9.92,9,6.87,7,5.34,11,8.4,12,9.16,11019
11,20,246,16,6.5,4,1.63,11,4.47,26,10.57,18,7.32,11020
11,21,297,18,6.06,4,1.35,10,3.37,45,15.15,29,9.76,11021
11,22,79,16,20.25,4,5.06,5,6.33,15,18.99,7,8.86,11022
11,23,161,25,15.53,20,12.42,17,10.56,23,14.29,19,11.8,11023
11,24,285,10,3.51,2,0.7,5,1.75,19,6.67,10,3.51,11024
11,25,140,7,5.0,4,2.86,2,1.43,18,12.86,7,5.0,11025
11,26,221,23,10.41,11,4.98,10,4.52,33,14.93,19,8.6,11026
11,27,54,8,14.81,9,16.67,8,14.81,11,20.37,12,22.22,11027
11,28,42,2,4.76,1,2.38,1,2.38,8,19.05,1,2.38,11028
11,29,242,27,11.16,17,7.02,20,8.26,26,10.74,25,10.33,11029
11,30,153,23,15.03,12,7.84,18,11.76,19,12.42,13,8.5,11030
11,31,56,4,7.14,5,8.93,6,10.71,19,33.93,9,16.07,11031
11,32,149,12,8.05,3,2.01,8,5.37,29,19.46,5,3.36,11032
11,33,88,19,21.59,10,11.36,8,9.09,14,15.91,14,15.91,11033
11,34,117,8,6.84,4,3.42,11,9.4,6,5.13,6,5.13,11034
11,35,202,18,8.91,5,2.48,11,5.45,23,11.39,14,6.93,11035
11,36,83,11,13.25,9,10.84,9,10.84,8,9.64,9,10.84,11036
11,37,281,5,1.78,7,2.49,5,1.78,30,10.68,25,8.9,11037
11,38,282,16,5.67,12,4.26,8,2.84,26,9.22,19,6.74,11038
11,39,248,13,5.24,4,1.61,14,5.65,25,10.08,19,7.66,11039
11,40,193,8,4.15,7,3.63,10,5.18,12,6.22,10,5.18,11040
11,41,156,16,10.26,1,0.64,8,5.13,13,8.33,15,9.62,11041
11,42,126,11,8.73,3,2.38,2,1.59,13,10.32,2,1.59,11042
11,43,206,15,7.28,6,2.91,11,5.34,12,5.83,5,2.43,11043
11,44,161,17,10.56,10,6.21,13,8.07,20,12.42,13,8.07,11044
11,45,144,16,11.11,8,5.56,6,4.17,15,10.42,6,4.17,11045
11,46,95,8,8.42,2,2.11,3,3.16,2,2.11,7,7.37,11046
11,47,189,19,10.05,3,1.59,6,3.17,15,7.94,10,5.29,11047
11,48,116,11,9.48,2,1.72,11,9.48,25,21.55,8,6.9,11048
11,49,121,23,19.01,1,0.83,6,4.96,24,19.83,2,1.65,11049
11,50,109,5,4.59,2,1.83,2,1.83,8,7.34,3,2.75,11050
11,51,184,10,5.43,3,1.63,10,5.43,29,15.76,9,4.89,11051
11,52,166,10,6.02,9,5.42,5,3.01,13,7.83,10,6.02,11052
11,53,173,8,4.62,1,0.58,4,2.31,8,4.62,5,2.89,11053
11,54,75,4,5.33,3,4.0,0,0.0,1,1.33,2,2.67,11054
12,1,49,9,18.37,8,16.33,5,10.2,12,24.49,9,18.37,12001
12,2,98,17,17.35,13,13.27,11,11.22,37,37.76,10,10.2,12002
12,3,107,21,19.63,17,15.89,16,14.95,18,16.82,13,12.15,12003
12,4,81,18,22.22,5,6.17,11,13.58,19,23.46,17,20.99,12004
12,5,47,13,27.66,4,8.51,7,14.89,8,17.02,10,21.28,12005
12,6,101,13,12.87,21,20.79,6,5.94,30,29.7,14,13.86,12006
12,7,57,11,19.3,12,21.05,3,5.26,12,21.05,7,12.28,12007
12,8,62,13,20.97,9,14.52,7,11.29,12,19.35,10,16.13,12008
12,9,82,16,19.51,9,10.98,14,17.07,15,18.29,17,20.73,12009
12,10,57,12,21.05,4,7.02,10,17.54,14,24.56,9,15.79,12010
12,11,101,24,23.76,12,11.88,10,9.9,24,23.76,21,20.79,12011
12,12,78,16,20.51,10,12.82,9,11.54,18,23.08,13,16.67,12012
12,13,47,8,17.02,7,14.89,9,19.15,6,12.77,9,19.15,12013
12,14,66,12,18.18,12,18.18,3,4.55,17,25.76,14,21.21,12014
12,15,65,14,21.54,15,23.08,8,12.31,15,23.08,9,13.85,12015
12,16,117,22,18.8,17,14.53,16,13.68,20,17.09,19,16.24,12016
12,17,34,5,14.71,6,17.65,6,17.65,7,20.59,4,11.76,12017
12,18,64,18,28.13,15,23.44,6,9.38,11,17.19,6,9.38,12018
12,19,46,9,19.57,13,28.26,5,10.87,10,21.74,9,19.57,12019
12,20,58,16,27.59,12,20.69,2,3.45,15,25.86,5,8.62,12020
12,21,125,21,16.8,21,16.8,17,13.6,26,20.8,17,13.6,12021
12,22,60,17,28.33,15,25.0,7,11.67,7,11.67,5,8.33,12022
12,23,122,29,23.77,18,14.75,14,11.48,39,31.97,13,10.66,12023
12,24,41,4,9.76,4,9.76,8,19.51,13,31.71,6,14.63,12024
12,25,66,8,12.12,16,24.24,10,15.15,13,19.7,10,15.15,12025
12,26,52,12,23.08,12,23.08,6,11.54,10,19.23,1,1.92,12026
12,27,50,9,18.0,9,18.0,12,24.0,9,18.0,1,2.0,12027
12,28,54,12,22.22,5,9.26,9,16.67,5,9.26,12,22.22,12028
12,29,178,22,12.36,16,8.99,38,21.35,46,25.84,30,16.85,12029
12,30,136,33,24.26,15,11.03,15,11.03,40,29.41,15,11.03,12030
13,1,135,15,11.11,7,5.19,13,9.63,23,17.04,8,5.93,13001
13,2,137,10,7.3,12,8.76,12,8.76,25,18.25,19,13.87,13002
13,3,279,22,7.89,5,1.79,13,4.66,19,6.81,22,7.89,13003
13,4,223,16,7.17,9,4.04,30,13.45,18,8.07,22,9.87,13004
13,5,157,14,8.92,9,5.73,15,9.55,23,14.65,16,10.19,13005
13,6,138,23,16.67,4,2.9,20,14.49,25,18.12,17,12.32,13006
13,7,257,13,5.06,9,3.5,15,5.84,13,5.06,12,4.67,13007
13,8,194,17,8.76,9,4.64,13,6.7,27,13.92,19,9.79,13008
13,9,218,18,8.26,10,4.59,12,5.5,32,14.68,18,8.26,13009
13,10,182,17,9.34,9,4.95,9,4.95,37,20.33,17,9.34,13010
13,11,125,10,8.0,8,6.4,14,11.2,11,8.8,15,12.0,13011
13,12,245,20,8.16,6,2.45,18,7.35,25,10.2,12,4.9,13012
13,13,299,17,5.69,4,1.34,7,2.34,17,5.69,10,3.34,13013
13,14,145,18,12.41,1,0.69,14,9.66,14,9.66,10,6.9,13014
13,15,268,9,3.36,6,2.24,10,3.73,21,7.84,11,4.1,13015
13,16,179,17,9.5,9,5.03,11,6.15,19,10.61,11,6.15,13016
13,17,131,12,9.16,6,4.58,6,4.58,15,11.45,14,10.69,13017
13,18,142,13,9.15,8,5.63,16,11.27,21,14.79,17,11.97,13018
13,19,157,22,14.01,13,8.28,12,7.64,11,7.01,15,9.55,13019
13,20,171,29,16.96,16,9.36,19,11.11,21,12.28,14,8.19,13020
13,21,184,16,8.7,5,2.72,9,4.89,16,8.7,9,4.89,13021
13,22,301,30,9.97,17,5.65,18,5.98,41,13.62,14,4.65,13022
13,23,222,14,6.31,7,3.15,5,2.25,12,5.41,3,1.35,13023
13,24,235,20,8.51,13,5.53,19,8.09,35,14.89,28,11.91,13024
13,25,149,14,9.4,10,6.71,11,7.38,23,15.44,11,7.38,13025
13,26,156,13,8.33,10,6.41,7,4.49,27,17.31,9,5.77,13026
13,27,190,22,11.58,7,3.68,12,6.32,20,10.53,14,7.37,13027
13,28,136,15,11.03,6,4.41,11,8.09,19,13.97,10,7.35,13028
13,29,174,13,7.47,7,4.02,15,8.62,29,16.67,24,13.79,13029
13,30,174,13,7.47,10,5.75,14,8.05,29,16.67,13,7.47,13030
13,31,173,13,7.51,13,7.51,18,10.4,32,18.5,9,5.2,13031
13,32,117,18,15.38,11,9.4,12,10.26,15,12.82,18,15.38,13032
13,33,165,17,10.3,13,7.88,11,6.67,17,10.3,18,10.91,13033
13,34,219,11,5.02,11,5.02,9,4.11,21,9.59,16,7.31,13034
13,35,241,12,4.98,3,1.24,14,5.81,16,6.64,18,7.47,13035
13,36,119,9,7.56,7,5.88,8,6.72,21,17.65,14,11.76,13036
13,37,138,10,7.25,5,3.62,11,7.97,14,10.14,11,7.97,13037
13,38,111,10,9.01,5,4.5,9,8.11,10,9.01,8,7.21,13038
13,39,168,12,7.14,11,6.55,11,6.55,14,8.33,10,5.95,13039
13,40,155,12,7.74,13,8.39,14,9.03,21,13.55,17,10.97,13040
13,41,149,15,10.07,8,5.37,7,4.7,19,12.75,15,10.07,13041
13,42,315,7,2.22,9,2.86,12,3.81,29,9.21,22,6.98,13042
13,43,211,10,4.74,8,3.79,14,6.64,16,7.58,15,7.11,13043
13,44,98,12,12.24,7,7.14,11,11.22,20,20.41,7,7.14,13044
13,45,93,15,16.13,6,6.45,9,9.68,19,20.43,10,10.75,13045
13,46,213,13,6.1,9,4.23,15,7.04,13,6.1,10,4.69,13046
13,47,161,9,5.59,5,3.11,6,3.73,24,14.91,18,11.18,13047
13,48,159,8,5.03,7,4.4,9,5.66,29,18.24,12,7.55,13048
13,49,89,10,11.24,4,4.49,5,5.62,13,14.61,8,8.99,13049
13,50,290,5,1.72,7,2.41,6,2.07,12,4.14,12,4.14,13050
13,51,186,26,13.98,9,4.84,16,8.6,20,10.75,15,8.06,13051
13,52,230,8,3.48,9,3.91,13,5.65,25,10.87,14,6.09,13052
13,53,200,18,9.0,12,6.0,17,8.5,26,13.0,23,11.5,13053
13,54,252,19,7.54,8,3.17,8,3.17,14,5.56,8,3.17,13054
13,55,217,14,6.45,8,3.69,4,1.84,25,11.52,27,12.44,13055
13,56,313,8,2.56,4,1.28,11,3.51,22,7.03,14,4.47,13056
13,57,202,20,9.9,11,5.45,16,7.92,23,11.39,20,9.9,13057
13,58,327,12,3.67,4,1.22,15,4.59,13,3.98,10,3.06,13058
13,59,136,13,9.56,6,4.41,16,11.76,26,19.12,18,13.24,13059
13,60,321,12,3.74,7,2.18,6,1.87,11,3.43,11,3.43,13060
13,61,288,18,6.25,9,3.13,12,4.17,32,11.11,34,11.81,13061
13,62,260,12,4.62,6,2.31,15,5.77,20,7.69,13,5.0,13062
13,63,226,18,7.96,8,3.54,15,6.64,33,14.6,27,11.95,13063
14,1,80,4,5.0,8,10.0,14,17.5,11,13.75,4,5.0,14001
14,2,96,10,10.42,9,9.38,16,16.67,17,17.71,7,7.29,14002
14,3,169,8,4.73,11,6.51,37,21.89,20,11.83,16,9.47,14003
14,4,92,11,11.96,5,5.43,19,20.65,11,11.96,13,14.13,14004
14,5,193,7,3.63,7,3.63,17,8.81,15,7.77,36,18.65,14005
14,6,122,10,8.2,6,4.92,21,17.21,17,13.93,14,11.48,14006
14,7,140,18,12.86,10,7.14,35,25.0,16,11.43,14,10.0,14007
14,8,99,12,12.12,10,10.1,30,30.3,11,11.11,8,8.08,14008
14,9,141,15,10.64,12,8.51,29,20.57,15,10.64,25,17.73,14009
14,10,50,2,4.0,4,8.0,9,18.0,9,18.0,3,6.0,14010
14,11,124,11,8.87,4,3.23,19,15.32,14,11.29,11,8.87,14011
14,12,86,9,10.47,7,8.14,8,9.3,8,9.3,2,2.33,14012
14,13,100,16,16.0,3,3.0,39,39.0,11,11.0,16,16.0,14013
14,14,93,8,8.6,3,3.23,25,26.88,7,7.53,9,9.68,14014
14,15,47,4,8.51,5,10.64,10,21.28,1,2.13,8,17.02,14015
14,16,112,24,21.43,7,6.25,23,20.54,10,8.93,12,10.71,14016
14,17,91,9,9.89,8,8.79,12,13.19,9,9.89,3,3.3,14017
14,18,86,9,10.47,6,6.98,18,20.93,7,8.14,7,8.14,14018
14,19,181,14,7.73,6,3.31,24,13.26,11,6.08,7,3.87,14019
14,20,79,11,13.92,14,17.72,20,25.32,16,20.25,10,12.66,14020
14,21,195,11,5.64,27,13.85,18,9.23,16,8.21,13,6.67,14021
14,22,167,15,8.98,11,6.59,17,10.18,25,14.97,7,4.19,14022
14,23,117,15,12.82,8,6.84,27,23.08,10,8.55,3,2.56,14023
14,24,114,13,11.4,13,11.4,35,30.7,7,6.14,12,10.53,14024
14,25,89,10,11.24,19,21.35,19,21.35,11,12.36,9,10.11,14025
14,26,121,8,6.61,11,9.09,17,14.05,16,13.22,11,9.09,14026
14,27,203,18,8.87,17,8.37,15,7.39,21,10.34,17,8.37,14027
