ward,precinct,total,MARVIN J. LEAVITT,MARVIN J. LEAVITT Percent,DENNIS MICHAEL MCGUIRE,DENNIS MICHAEL MCGUIRE Percent,JOYCE M. MURPHY,JOYCE M. MURPHY Percent,THOMAS JAMES LAWLER,THOMAS JAMES LAWLER Percent,precinct_id
34,1,198,74,37.37,17,8.59,77,38.89,30,15.15,34001
34,2,170,126,74.12,6,3.53,27,15.88,11,6.47,34002
34,3,106,25,23.58,13,12.26,62,58.49,6,5.66,34003
34,4,133,73,54.89,11,8.27,38,28.57,11,8.27,34004
34,5,67,21,31.34,7,10.45,33,49.25,6,8.96,34005
34,6,145,30,20.69,11,7.59,82,56.55,22,15.17,34006
34,7,182,95,52.2,12,6.59,53,29.12,22,12.09,34007
34,8,145,39,26.9,17,11.72,66,45.52,23,15.86,34008
34,9,92,31,33.7,7,7.61,42,45.65,12,13.04,34009
34,10,177,60,33.9,24,13.56,71,40.11,22,12.43,34010
34,11,102,18,17.65,20,19.61,58,56.86,6,5.88,34011
34,12,147,49,33.33,15,10.2,57,38.78,26,17.69,34012
34,13,77,17,22.08,8,10.39,38,49.35,14,18.18,34013
34,14,96,14,14.58,9,9.38,64,66.67,9,9.38,34014
34,15,83,46,55.42,7,8.43,26,31.33,4,4.82,34015
34,16,106,19,17.92,15,14.15,54,50.94,18,16.98,34016
34,17,137,32,23.36,16,11.68,71,51.82,18,13.14,34017
34,18,101,41,40.59,11,10.89,38,37.62,11,10.89,34018
34,19,132,68,51.52,15,11.36,34,25.76,15,11.36,34019
34,20,168,99,58.93,10,5.95,41,24.4,18,10.71,34020
34,21,169,81,47.93,16,9.47,45,26.63,27,15.98,34021
34,22,182,87,47.8,19,10.44,63,34.62,13,7.14,34022
34,23,102,50,49.02,4,3.92,36,35.29,12,11.76,34023
34,24,121,50,41.32,7,5.79,41,33.88,23,19.01,34024
34,25,93,25,26.88,11,11.83,45,48.39,12,12.9,34025
34,26,95,48,50.53,6,6.32,26,27.37,15,15.79,34026
34,27,96,53,55.21,9,9.38,26,27.08,8,8.33,34027
34,28,73,38,52.05,6,8.22,24,32.88,5,6.85,34028
34,29,145,66,45.52,15,10.34,50,34.48,14,9.66,34029
34,30,176,41,23.3,19,10.8,78,44.32,38,21.59,34030
34,31,111,20,18.02,12,10.81,69,62.16,10,9.01,34031
34,32,142,56,39.44,14,9.86,55,38.73,17,11.97,34032
34,33,118,50,42.37,12,10.17,41,34.75,15,12.71,34033
34,34,142,40,28.17,15,10.56,58,40.85,29,20.42,34034
34,35,183,69,37.7,15,8.2,84,45.9,15,8.2,34035
34,36,164,72,43.9,14,8.54,56,34.15,22,13.41,34036
34,37,73,34,46.58,5,6.85,26,35.62,8,10.96,34037
34,38,97,60,61.86,6,6.19,23,23.71,8,8.25,34038
34,39,93,45,48.39,13,13.98,31,33.33,4,4.3,34039
34,40,170,33,19.41,19,11.18,97,57.06,21,12.35,34040
34,41,120,43,35.83,16,13.33,41,34.17,20,16.67,34041
34,42,161,51,31.68,17,10.56,65,40.37,28,17.39,34042
34,43,163,86,52.76,16,9.82,44,26.99,17,10.43,34043
34,44,181,111,61.33,16,8.84,44,24.31,10,5.52,34044
34,45,157,63,40.13,9,5.73,68,43.31,17,10.83,34045
34,46,106,43,40.57,11,10.38,40,37.74,12,11.32,34046
34,47,76,46,60.53,5,6.58,14,18.42,11,14.47,34047
34,48,157,69,43.95,17,10.83,47,29.94,24,15.29,34048
34,49,172,66,38.37,21,12.21,67,38.95,18,10.47,34049
34,50,133,24,18.05,14,10.53,80,60.15,15,11.28,34050
34,51,182,40,21.98,10,5.49,109,59.89,23,12.64,34051
34,52,90,27,30.0,7,7.78,47,52.22,9,10.0,34052
34,53,85,34,40.0,5,5.88,36,42.35,10,11.76,34053
34,54,110,33,30.0,14,12.73,52,47.27,11,10.0,34054
34,55,123,38,30.89,13,10.57,55,44.72,17,13.82,34055
34,56,99,38,38.38,5,5.05,44,44.44,12,12.12,34056
34,57,68,13,19.12,12,17.65,36,52.94,7,10.29,34057
34,58,96,63,65.63,9,9.38,20,20.83,4,4.17,34058
34,59,132,58,43.94,5,3.79,53,40.15,16,12.12,34059
34,60,115,35,30.43,11,9.57,59,51.3,10,8.7,34060
34,61,115,37,32.17,12,10.43,55,47.83,11,9.57,34061
35,1,81,27,33.33,17,20.99,27,33.33,10,12.35,35001
35,2,97,32,32.99,21,21.65,32,32.99,12,12.37,35002
35,3,65,29,44.62,5,7.69,24,36.92,7,10.77,35003
35,4,51,22,43.14,9,17.65,16,31.37,4,7.84,35004
35,5,93,35,37.63,12,12.9,31,33.33,15,16.13,35005
35,6,124,44,35.48,33,26.61,30,24.19,17,13.71,35006
35,7,121,47,38.84,28,23.14,35,28.93,11,9.09,35007
35,8,46,25,54.35,8,17.39,9,19.57,4,8.7,35008
35,9,127,44,34.65,28,22.05,44,34.65,11,8.66,35009
35,10,110,36,32.73,17,15.45,40,36.36,17,15.45,35010
35,11,78,27,34.62,20,25.64,23,29.49,8,10.26,35011
35,12,96,33,34.38,16,16.67,37,38.54,10,10.42,35012
35,13,123,60,48.78,27,21.95,25,20.33,11,8.94,35013
35,14,94,38,40.43,17,18.09,29,30.85,10,10.64,35014
35,15,110,38,34.55,25,22.73,33,30.0,14,12.73,35015
35,16,99,23,23.23,19,19.19,40,40.4,17,17.17,35016
35,17,81,28,34.57,18,22.22,27,33.33,8,9.88,35017
35,18,109,30,27.52,27,24.77,36,33.03,16,14.68,35018
35,19,113,29,25.66,26,23.01,46,40.71,12,10.62,35019
35,20,53,16,30.19,15,28.3,13,24.53,9,16.98,35020
35,21,126,39,30.95,30,23.81,46,36.51,11,8.73,35021
35,22,55,20,36.36,11,20.0,16,29.09,8,14.55,35022
35,23,85,21,24.71,28,32.94,26,30.59,10,11.76,35023
35,24,94,31,32.98,24,25.53,27,28.72,12,12.77,35024
35,25,74,35,47.3,7,9.46,20,27.03,12,16.22,35025
35,26,64,18,28.13,17,26.56,21,32.81,8,12.5,35026
35,27,167,54,32.34,41,24.55,57,34.13,15,8.98,35027
35,28,68,17,25.0,20,29.41,23,33.82,8,11.76,35028
35,29,99,32,32.32,17,17.17,33,33.33,17,17.17,35029
35,30,180,71,39.44,31,17.22,62,34.44,16,8.89,35030
35,31,137,45,32.85,23,16.79,48,35.04,21,15.33,35031
35,32,62,15,24.19,11,17.74,25,40.32,11,17.74,35032
35,33,63,17,26.98,8,12.7,24,38.1,14,22.22,35033
35,34,101,39,38.61,17,16.83,38,37.62,7,6.93,35034
35,35,65,14,21.54,22,33.85,24,36.92,5,7.69,35035
36,1,112,68,60.71,12,10.71,25,22.32,7,6.25,36001
36,2,78,30,38.46,21,26.92,17,21.79,10,12.82,36002
36,3,149,94,63.09,19,12.75,29,19.46,7,4.7,36003
36,4,43,20,46.51,8,18.6,10,23.26,5,11.63,36004
36,5,93,39,41.94,25,26.88,22,23.66,7,7.53,36005
36,6,123,91,73.98,11,8.94,14,11.38,7,5.69,36006
36,7,110,64,58.18,19,17.27,22,20.0,5,4.55,36007
36,8,158,59,37.34,49,31.01,36,22.78,14,8.86,36008
36,9,144,62,43.06,44,30.56,28,19.44,10,6.94,36009
36,10,91,35,38.46,33,36.26,14,15.38,9,9.89,36010
36,11,174,97,55.75,28,16.09,38,21.84,11,6.32,36011
36,12,117,44,37.61,32,27.35,30,25.64,11,9.4,36012
36,13,278,227,81.65,24,8.63,18,6.47,9,3.24,36013
36,14,184,111,60.33,29,15.76,37,20.11,7,3.8,36014
36,15,121,81,66.94,12,9.92,19,15.7,9,7.44,36015
36,16,125,53,42.4,36,28.8,28,22.4,8,6.4,36016
36,17,104,37,35.58,32,30.77,24,23.08,11,10.58,36017
36,18,121,36,29.75,46,38.02,26,21.49,13,10.74,36018
36,19,222,158,71.17,27,12.16,23,10.36,14,6.31,36019
36,20,140,71,50.71,28,20.0,22,15.71,19,13.57,36020
36,21,145,104,71.72,12,8.28,25,17.24,4,2.76,36021
36,22,188,85,45.21,34,18.09,55,29.26,14,7.45,36022
36,23,60,31,51.67,7,11.67,16,26.67,6,10.0,36023
36,24,110,55,50.0,12,10.91,25,22.73,18,16.36,36024
36,25,108,52,48.15,22,20.37,24,22.22,10,9.26,36025
36,26,206,137,66.5,13,6.31,43,20.87,13,6.31,36026
36,27,104,33,31.73,45,43.27,19,18.27,7,6.73,36027
36,28,94,42,44.68,27,28.72,18,19.15,7,7.45,36028
36,29,129,74,57.36,23,17.83,26,20.16,6,4.65,36029
36,30,171,72,42.11,57,33.33,30,17.54,12,7.02,36030
36,31,137,67,48.91,31,22.63,26,18.98,13,9.49,36031
36,32,120,55,45.83,32,26.67,25,20.83,8,6.67,36032
36,33,109,41,37.61,23,21.1,36,33.03,9,8.26,36033
36,34,92,32,34.78,44,47.83,14,15.22,2,2.17,36034
36,35,138,71,51.45,26,18.84,27,19.57,14,10.14,36035
36,36,153,91,59.48,26,16.99,21,13.73,15,9.8,36036
36,37,108,76,70.37,17,15.74,9,8.33,6,5.56,36037
36,38,78,23,29.49,23,29.49,21,26.92,11,14.1,36038
36,39,110,48,43.64,29,26.36,24,21.82,9,8.18,36039
36,40,105,52,49.52,30,28.57,15,14.29,8,7.62,36040
36,41,70,41,58.57,13,18.57,12,17.14,4,5.71,36041
36,42,97,40,41.24,28,28.87,24,24.74,5,5.15,36042
36,43,194,132,68.04,13,6.7,30,15.46,19,9.79,36043
36,44,111,47,42.34,18,16.22,32,28.83,14,12.61,36044
36,45,94,29,30.85,29,30.85,22,23.4,14,14.89,36045
36,46,101,27,26.73,33,32.67,25,24.75,16,15.84,36046
36,47,108,57,52.78,20,18.52,24,22.22,7,6.48,36047
36,48,127,42,33.07,53,41.73,24,18.9,8,6.3,36048
36,49,116,38,32.76,50,43.1,15,12.93,13,11.21,36049
36,50,167,137,82.04,10,5.99,18,10.78,2,1.2,36050
36,51,168,108,64.29,21,12.5,30,17.86,9,5.36,36051
36,52,103,54,52.43,22,21.36,19,18.45,8,7.77,36052
36,53,123,60,48.78,23,18.7,27,21.95,13,10.57,36053
36,54,157,76,48.41,17,10.83,49,31.21,15,9.55,36054
36,55,138,62,44.93,40,28.99,26,18.84,10,7.25,36055
36,56,104,52,50.0,18,17.31,26,25.0,8,7.69,36056
37,1,96,16,16.67,17,17.71,52,54.17,11,11.46,37001
37,2,39,5,12.82,8,20.51,21,53.85,5,12.82,37002
37,3,49,13,26.53,4,8.16,27,55.1,5,10.2,37003
37,4,82,13,15.85,16,19.51,37,45.12,16,19.51,37004
37,5,100,13,13.0,12,12.0,56,56.0,19,19.0,37005
37,6,183,44,24.04,24,13.11,83,45.36,32,17.49,37006
37,7,136,29,21.32,11,8.09,77,56.62,19,13.97,37007
37,8,114,20,17.54,14,12.28,66,57.89,14,12.28,37008
37,9,87,16,18.39,12,13.79,47,54.02,12,13.79,37009
37,10,146,43,29.45,7,4.79,78,53.42,18,12.33,37010
37,11,20,6,30.0,2,10.0,7,35.0,5,25.0,37011
37,12,126,19,15.08,15,11.9,80,63.49,12,9.52,37012
37,13,117,32,27.35,14,11.97,59,50.43,12,10.26,37013
37,14,90,17,18.89,8,8.89,53,58.89,12,13.33,37014
37,15,172,22,12.79,25,14.53,92,53.49,33,19.19,37015
37,16,193,56,29.02,20,10.36,100,51.81,17,8.81,37016
37,17,99,24,24.24,16,16.16,41,41.41,18,18.18,37017
37,18,148,24,16.22,18,12.16,82,55.41,24,16.22,37018
37,19,109,24,22.02,14,12.84,59,54.13,12,11.01,37019
37,20,155,31,20.0,22,14.19,66,42.58,36,23.23,37020
37,21,145,34,23.45,15,10.34,69,47.59,27,18.62,37021
37,22,84,16,19.05,10,11.9,34,40.48,24,28.57,37022
37,23,125,17,13.6,24,19.2,59,47.2,25,20.0,37023
37,24,90,7,7.78,12,13.33,58,64.44,13,14.44,37024
37,25,127,23,18.11,24,18.9,62,48.82,18,14.17,37025
37,26,90,16,17.78,15,16.67,47,52.22,12,13.33,37026
37,27,71,11,15.49,16,22.54,33,46.48,11,15.49,37027
37,28,130,25,19.23,16,12.31,75,57.69,14,10.77,37028
37,29,142,24,16.9,14,9.86,84,59.15,20,14.08,37029
37,30,142,37,26.06,19,13.38,72,50.7,14,9.86,37030
37,31,194,31,15.98,21,10.82,105,54.12,37,19.07,37031
37,32,104,25,24.04,16,15.38,50,48.08,13,12.5,37032
37,33,114,25,21.93,22,19.3,47,41.23,20,17.54,37033
37,34,161,49,30.43,9,5.59,82,50.93,21,13.04,37034
37,35,14,3,21.43,5,35.71,6,42.86,0,0.0,37035
37,36,87,17,19.54,7,8.05,52,59.77,11,12.64,37036
37,37,116,14,12.07,14,12.07,59,50.86,29,25.0,37037
37,38,130,14,10.77,13,10.0,84,64.62,19,14.62,37038
37,39,74,14,18.92,12,16.22,32,43.24,16,21.62,37039
37,40,118,27,22.88,10,8.47,62,52.54,19,16.1,37040
37,41,178,47,26.4,16,8.99,76,42.7,39,21.91,37041
37,42,16,3,18.75,3,18.75,6,37.5,4,25.0,37042
37,43,123,22,17.89,13,10.57,66,53.66,22,17.89,37043
37,44,115,26,22.61,9,7.83,65,56.52,15,13.04,37044
37,45,131,22,16.79,18,13.74,78,59.54,13,9.92,37045
37,46,77,10,12.99,10,12.99,43,55.84,14,18.18,37046
37,47,22,0,0.0,4,18.18,15,68.18,3,13.64,37047
37,48,106,19,17.92,12,11.32,57,53.77,18,16.98,37048
37,49,97,35,36.08,13,13.4,39,40.21,10,10.31,37049
37,50,38,8,21.05,9,23.68,15,39.47,6,15.79,37050
38,1,82,21,25.61,34,41.46,21,25.61,6,7.32,38001
38,2,111,35,31.53,40,36.04,19,17.12,17,15.32,38002
38,3,112,16,14.29,72,64.29,12,10.71,12,10.71,38003
38,4,42,7,16.67,19,45.24,10,23.81,6,14.29,38004
38,5,132,30,22.73,55,41.67,32,24.24,15,11.36,38005
38,6,104,30,28.85,21,20.19,34,32.69,19,18.27,38006
38,7,153,32,20.92,78,50.98,32,20.92,11,7.19,38007
38,8,112,21,18.75,52,46.43,30,26.79,9,8.04,38008
38,9,88,30,34.09,19,21.59,25,28.41,14,15.91,38009
38,10,106,25,23.58,42,39.62,32,30.19,7,6.6,38010
38,11,98,24,24.49,42,42.86,23,23.47,9,9.18,38011
38,12,85,23,27.06,25,29.41,27,31.76,10,11.76,38012
38,13,73,20,27.4,18,24.66,26,35.62,9,12.33,38013
38,14,100,26,26.0,44,44.0,23,23.0,7,7.0,38014
38,15,99,16,16.16,58,58.59,21,21.21,4,4.04,38015
38,16,133,20,15.04,74,55.64,31,23.31,8,6.02,38016
38,17,140,28,20.0,78,55.71,24,17.14,10,7.14,38017
38,18,110,24,21.82,44,40.0,31,28.18,11,10.0,38018
38,19,93,23,24.73,28,30.11,26,27.96,16,17.2,38019
38,20,91,21,23.08,27,29.67,33,36.26,10,10.99,38020
38,21,105,26,24.76,45,42.86,23,21.9,11,10.48,38021
38,22,117,31,26.5,41,35.04,28,23.93,17,14.53,38022
38,23,71,19,26.76,25,35.21,19,26.76,8,11.27,38023
38,24,60,9,15.0,31,51.67,14,23.33,6,10.0,38024
38,25,120,24,20.0,57,47.5,35,29.17,4,3.33,38025
38,26,87,18,20.69,40,45.98,23,26.44,6,6.9,38026
38,27,49,14,28.57,10,20.41,20,40.82,5,10.2,38027
38,28,72,25,34.72,21,29.17,20,27.78,6,8.33,38028
38,29,59,13,22.03,15,25.42,23,38.98,8,13.56,38029
38,30,85,14,16.47,40,47.06,23,27.06,8,9.41,38030
38,31,105,16,15.24,48,45.71,26,24.76,15,14.29,38031
38,32,110,25,22.73,46,41.82,30,27.27,9,8.18,38032
38,33,105,20,19.05,49,46.67,23,21.9,13,12.38,38033
38,34,88,13,14.77,45,51.14,21,23.86,9,10.23,38034
38,35,90,31,34.44,25,27.78,24,26.67,10,11.11,38035
38,36,138,12,8.7,84,60.87,31,22.46,11,7.97,38036
38,37,119,41,34.45,41,34.45,26,21.85,11,9.24,38037
38,38,84,21,25.0,33,39.29,19,22.62,11,13.1,38038
38,39,108,21,19.44,48,44.44,29,26.85,10,9.26,38039
38,40,74,9,12.16,34,45.95,22,29.73,9,12.16,38040
38,41,178,30,16.85,83,46.63,48,26.97,17,9.55,38041
38,42,104,31,29.81,43,41.35,17,16.35,13,12.5,38042
38,43,115,24,20.87,53,46.09,28,24.35,10,8.7,38043
38,44,91,26,28.57,24,26.37,25,27.47,16,17.58,38044
38,45,130,31,23.85,40,30.77,45,34.62,14,10.77,38045
38,46,104,18,17.31,52,50.0,29,27.88,5,4.81,38046
38,47,100,17,17.0,54,54.0,24,24.0,5,5.0,38047
38,48,102,22,21.57,45,44.12,33,32.35,2,1.96,38048
38,49,84,14,16.67,44,52.38,16,19.05,10,11.9,38049
38,50,145,37,25.52,55,37.93,36,24.83,17,11.72,38050
38,51,106,25,23.58,29,27.36,38,35.85,14,13.21,38051
38,52,120,40,33.33,30,25.0,37,30.83,13,10.83,38052
38,53,80,24,30.0,22,27.5,27,33.75,7,8.75,38053
38,54,104,23,22.12,44,42.31,24,23.08,13,12.5,38054
38,55,196,51,26.02,60,30.61,55,28.06,30,15.31,38055
38,56,97,28,28.87,39,40.21,20,20.62,10,10.31,38056
39,1,96,33,34.38,27,28.13,23,23.96,13,13.54,39001
39,2,161,59,36.65,45,27.95,35,21.74,22,13.66,39002
39,3,126,54,42.86,44,34.92,20,15.87,8,6.35,39003
39,4,57,20,35.09,14,24.56,14,24.56,9,15.79,39004
39,5,61,22,36.07,19,31.15,17,27.87,3,4.92,39005
39,6,149,63,42.28,23,15.44,49,32.89,14,9.4,39006
39,7,90,35,38.89,20,22.22,22,24.44,13,14.44,39007
39,8,83,26,31.33,26,31.33,20,24.1,11,13.25,39008
39,9,104,28,26.92,28,26.92,35,33.65,13,12.5,39009
39,10,80,36,45.0,13,16.25,25,31.25,6,7.5,39010
39,11,109,34,31.19,26,23.85,36,33.03,13,11.93,39011
39,12,42,14,33.33,11,26.19,12,28.57,5,11.9,39012
39,13,41,26,63.41,6,14.63,7,17.07,2,4.88,39013
39,14,89,38,42.7,21,23.6,21,23.6,9,10.11,39014
39,15,74,34,45.95,23,31.08,13,17.57,4,5.41,39015
39,16,72,30,41.67,12,16.67,23,31.94,7,9.72,39016
39,17,60,34,56.67,8,13.33,14,23.33,4,6.67,39017
39,18,120,67,55.83,15,12.5,26,21.67,12,10.0,39018
39,19,88,34,38.64,19,21.59,26,29.55,9,10.23,39019
39,20,72,24,33.33,21,29.17,23,31.94,4,5.56,39020
39,21,72,26,36.11,20,27.78,19,26.39,7,9.72,39021
39,22,54,32,59.26,9,16.67,7,12.96,6,11.11,39022
39,23,67,17,25.37,26,38.81,17,25.37,7,10.45,39023
39,24,51,17,33.33,15,29.41,15,29.41,4,7.84,39024
39,25,32,14,43.75,7,21.88,8,25.0,3,9.38,39025
39,26,113,44,38.94,26,23.01,31,27.43,12,10.62,39026
39,27,39,18,46.15,7,17.95,11,28.21,3,7.69,39027
39,28,51,10,19.61,18,35.29,17,33.33,6,11.76,39028
39,29,52,26,50.0,7,13.46,16,30.77,3,5.77,39029
39,30,75,28,37.33,15,20.0,20,26.67,12,16.0,39030
39,31,54,21,38.89,9,16.67,20,37.04,4,7.41,39031
39,32,103,50,48.54,16,15.53,25,24.27,12,11.65,39032
39,33,101,48,47.52,17,16.83,30,29.7,6,5.94,39033
39,34,65,36,55.38,10,15.38,15,23.08,4,6.15,39034
39,35,92,44,47.83,14,15.22,25,27.17,9,9.78,39035
39,36,160,68,42.5,25,15.63,43,26.88,24,15.0,39036
39,37,114,37,32.46,37,32.46,29,25.44,11,9.65,39037
39,38,171,50,29.24,57,33.33,49,28.65,15,8.77,39038
39,39,43,9,20.93,12,27.91,18,41.86,4,9.3,39039
39,40,63,22,34.92,20,31.75,15,23.81,6,9.52,39040
39,41,21,15,71.43,0,0.0,4,19.05,2,9.52,39041
39,42,87,31,35.63,28,32.18,21,24.14,7,8.05,39042
39,43,64,34,53.13,7,10.94,16,25.0,7,10.94,39043
39,44,79,30,37.97,16,20.25,24,30.38,9,11.39,39044
39,45,80,26,32.5,13,16.25,32,40.0,9,11.25,39045
39,46,73,28,38.36,14,19.18,24,32.88,7,9.59,39046
39,47,63,39,61.9,11,17.46,11,17.46,2,3.17,39047
39,48,64,26,40.63,12,18.75,21,32.81,5,7.81,39048
39,49,53,30,56.6,7,13.21,9,16.98,7,13.21,39049
40,1,67,39,58.21,8,11.94,15,22.39,5,7.46,40001
40,2,69,36,52.17,13,18.84,15,21.74,5,7.25,40002
40,3,77,29,37.66,18,23.38,24,31.17,6,7.79,40003
40,4,125,49,39.2,24,19.2,38,30.4,14,11.2,40004
40,5,66,28,42.42,13,19.7,20,30.3,5,7.58,40005
40,6,64,32,50.0,10,15.63,17,26.56,5,7.81,40006
40,7,71,30,42.25,11,15.49,24,33.8,6,8.45,40007
40,8,127,42,33.07,27,21.26,45,35.43,13,10.24,40008
40,9,57,28,49.12,5,8.77,16,28.07,8,14.04,40009
40,10,104,48,46.15,22,21.15,27,25.96,7,6.73,40010
40,11,73,35,47.95,14,19.18,20,27.4,4,5.48,40011
40,12,88,59,67.05,8,9.09,18,20.45,3,3.41,40012
40,13,87,37,42.53,20,22.99,26,29.89,4,4.6,40013
40,14,67,30,44.78,11,16.42,16,23.88,10,14.93,40014
40,15,87,37,42.53,18,20.69,25,28.74,7,8.05,40015
40,16,113,54,47.79,27,23.89,25,22.12,7,6.19,40016
40,17,43,18,41.86,3,6.98,15,34.88,7,16.28,40017
40,18,75,41,54.67,7,9.33,22,29.33,5,6.67,40018
40,19,67,27,40.3,14,20.9,16,23.88,10,14.93,40019
40,20,62,41,66.13,4,6.45,14,22.58,3,4.84,40020
40,21,98,38,38.78,31,31.63,20,20.41,9,9.18,40021
40,22,63,22,34.92,17,26.98,17,26.98,7,11.11,40022
40,23,79,28,35.44,13,16.46,29,36.71,9,11.39,40023
40,24,64,36,56.25,10,15.63,13,20.31,5,7.81,40024
40,25,77,26,33.77,20,25.97,25,32.47,6,7.79,40025
40,26,92,57,61.96,4,4.35,24,26.09,7,7.61,40026
40,27,132,60,45.45,22,16.67,37,28.03,13,9.85,40027
40,28,72,31,43.06,15,20.83,20,27.78,6,8.33,40028
40,29,109,64,58.72,19,17.43,19,17.43,7,6.42,40029
40,30,118,77,65.25,16,13.56,14,11.86,11,9.32,40030
40,31,106,77,72.64,13,12.26,14,13.21,2,1.89,40031
40,32,57,33,57.89,6,10.53,11,19.3,7,12.28,40032
40,33,83,26,31.33,16,19.28,35,42.17,6,7.23,40033
40,34,57,26,45.61,12,21.05,14,24.56,5,8.77,40034
40,35,95,38,40.0,18,18.95,25,26.32,14,14.74,40035
40,36,109,71,65.14,16,14.68,13,11.93,9,8.26,40036
40,37,78,27,34.62,17,21.79,30,38.46,4,5.13,40037
40,38,57,29,50.88,7,12.28,16,28.07,5,8.77,40038
40,39,83,45,54.22,14,16.87,16,19.28,8,9.64,40039
40,40,58,21,36.21,17,29.31,16,27.59,4,6.9,40040
40,41,124,53,42.74,21,16.94,42,33.87,8,6.45,40041
40,42,107,47,43.93,24,22.43,25,23.36,11,10.28,40042
40,43,85,24,28.24,15,17.65,37,43.53,9,10.59,40043
40,44,63,33,52.38,11,17.46,15,23.81,4,6.35,40044
40,45,119,45,37.82,23,19.33,38,31.93,13,10.92,40045
40,46,86,37,43.02,19,22.09,26,30.23,4,4.65,40046
40,47,79,39,49.37,12,15.19,22,27.85,6,7.59,40047
41,1,81,13,16.05,36,44.44,24,29.63,8,9.88,41001
41,2,140,34,24.29,72,51.43,24,17.14,10,7.14,41002
41,3,114,25,21.93,54,47.37,30,26.32,5,4.39,41003
41,4,106,21,19.81,46,43.4,28,26.42,11,10.38,41004
41,5,95,23,24.21,40,42.11,22,23.16,10,10.53,41005
41,6,81,18,22.22,45,55.56,15,18.52,3,3.7,41006
41,7,147,36,24.49,68,46.26,34,23.13,9,6.12,41007
41,8,104,27,25.96,40,38.46,26,25.0,11,10.58,41008
41,9,75,16,21.33,28,37.33,22,29.33,9,12.0,41009
41,10,107,28,26.17,57,53.27,13,12.15,9,8.41,41010
41,11,78,11,14.1,38,48.72,16,20.51,13,16.67,41011
41,12,98,25,25.51,44,44.9,22,22.45,7,7.14,41012
41,13,96,20,20.83,49,51.04,17,17.71,10,10.42,41013
41,14,148,50,33.78,52,35.14,35,23.65,11,7.43,41014
41,15,62,13,20.97,27,43.55,14,22.58,8,12.9,41015
41,16,101,31,30.69,40,39.6,22,21.78,8,7.92,41016
41,17,106,29,27.36,43,40.57,28,26.42,6,5.66,41017
41,18,85,16,18.82,34,40.0,24,28.24,11,12.94,41018
41,19,111,22,19.82,53,47.75,27,24.32,9,8.11,41019
41,20,131,21,16.03,42,32.06,54,41.22,14,10.69,41020
41,21,74,13,17.57,31,41.89,20,27.03,10,13.51,41021
41,22,104,21,20.19,49,47.12,22,21.15,12,11.54,41022
41,23,105,21,20.0,51,48.57,25,23.81,8,7.62,41023
41,24,84,11,13.1,44,52.38,23,27.38,6,7.14,41024
41,25,62,12,19.35,37,59.68,9,14.52,4,6.45,41025
41,26,44,8,18.18,16,36.36,15,34.09,5,11.36,41026
41,27,56,14,25.0,25,44.64,13,23.21,4,7.14,41027
41,28,57,18,31.58,18,31.58,17,29.82,4,7.02,41028
41,29,32,4,12.5,13,40.63,11,34.38,4,12.5,41029
41,30,87,21,24.14,32,36.78,23,26.44,11,12.64,41030
41,31,111,16,14.41,52,46.85,32,28.83,11,9.91,41031
41,32,78,19,24.36,39,50.0,12,15.38,8,10.26,41032
41,33,101,22,21.78,46,45.54,24,23.76,9,8.91,41033
41,34,79,24,30.38,31,39.24,20,25.32,4,5.06,41034
41,35,85,20,23.53,34,40.0,24,28.24,7,8.24,41035
41,36,97,23,23.71,38,39.18,27,27.84,9,9.28,41036
41,37,99,38,38.38,30,30.3,24,24.24,7,7.07,41037
41,38,52,17,32.69,18,34.62,10,19.23,7,13.46,41038
41,39,102,21,20.59,50,49.02,22,21.57,9,8.82,41039
41,40,73,15,20.55,32,43.84,18,24.66,8,10.96,41040
41,41,94,19,20.21,41,43.62,23,24.47,11,11.7,41041
41,42,108,29,26.85,53,49.07,19,17.59,7,6.48,41042
41,43,86,20,23.26,27,31.4,28,32.56,11,12.79,41043
41,44,95,35,36.84,31,32.63,21,22.11,8,8.42,41044
41,45,86,18,20.93,31,36.05,25,29.07,12,13.95,41045
41,46,81,24,29.63,34,41.98,18,22.22,5,6.17,41046
41,47,108,24,22.22,53,49.07,22,20.37,9,8.33,41047
41,48,57,13,22.81,23,40.35,19,33.33,2,3.51,41048
41,49,96,19,19.79,60,62.5,13,13.54,4,4.17,41049
41,50,100,19,19.0,47,47.0,29,29.0,5,5.0,41050
41,51,52,6,11.54,28,53.85,12,23.08,6,11.54,41051
41,52,106,37,34.91,41,38.68,21,19.81,7,6.6,41052
41,53,91,24,26.37,40,43.96,16,17.58,11,12.09,41053
41,54,96,29,30.21,39,40.63,23,23.96,5,5.21,41054
41,55,71,20,28.17,24,33.8,18,25.35,9,12.68,41055
41,56,119,28,23.53,55,46.22,24,20.17,12,10.08,41056
41,57,101,24,23.76,47,46.53,15,14.85,15,14.85,41057
41,58,66,15,22.73,23,34.85,18,27.27,10,15.15,41058
41,59,85,19,22.35,38,44.71,22,25.88,6,7.06,41059
41,60,75,19,25.33,28,37.33,19,25.33,9,12.0,41060
41,61,141,45,31.91,52,36.88,33,23.4,11,7.8,41061
41,62,92,18,19.57,40,43.48,29,31.52,5,5.43,41062
41,63,89,15,16.85,52,58.43,15,16.85,7,7.87,41063
41,64,117,32,27.35,52,44.44,25,21.37,8,6.84,41064
41,65,82,18,21.95,32,39.02,22,26.83,10,12.2,41065
