ward,precinct,total,Frank L. McPartlin,Frank L. McPartlin Percent,precinct_id
38,2,138,138,100.0,38002
38,3,110,110,100.0,38003
38,4,127,127,100.0,38004
38,5,127,127,100.0,38005
38,6,107,107,100.0,38006
38,7,115,115,100.0,38007
38,9,145,145,100.0,38009
38,12,119,119,100.0,38012
38,13,141,141,100.0,38013
38,16,138,138,100.0,38016
38,17,146,146,100.0,38017
38,19,148,148,100.0,38019
38,20,132,132,100.0,38020
38,24,134,134,100.0,38024
38,26,62,62,100.0,38026
38,27,124,124,100.0,38027
38,28,151,151,100.0,38028
38,29,142,142,100.0,38029
38,30,114,114,100.0,38030
38,38,126,126,100.0,38038
41,1,118,118,100.0,41001
41,2,143,143,100.0,41002
41,3,154,154,100.0,41003
41,4,180,180,100.0,41004
41,5,154,154,100.0,41005
41,6,202,202,100.0,41006
41,7,152,152,100.0,41007
41,8,143,143,100.0,41008
41,9,142,142,100.0,41009
41,10,202,202,100.0,41010
41,11,154,154,100.0,41011
41,12,133,133,100.0,41012
41,13,141,141,100.0,41013
41,14,180,180,100.0,41014
41,15,192,192,100.0,41015
41,16,120,120,100.0,41016
41,17,162,162,100.0,41017
41,18,120,120,100.0,41018
41,19,145,145,100.0,41019
41,20,123,123,100.0,41020
41,21,157,157,100.0,41021
41,22,183,183,100.0,41022
41,23,116,116,100.0,41023
41,24,107,107,100.0,41024
41,25,71,71,100.0,41025
41,26,152,152,100.0,41026
41,27,93,93,100.0,41027
41,28,104,104,100.0,41028
41,29,75,75,100.0,41029
41,30,141,141,100.0,41030
41,31,179,179,100.0,41031
41,32,128,128,100.0,41032
41,33,124,124,100.0,41033
41,34,136,136,100.0,41034
41,35,183,183,100.0,41035
41,36,150,150,100.0,41036
41,37,164,164,100.0,41037
41,38,133,133,100.0,41038
41,39,187,187,100.0,41039
41,40,177,177,100.0,41040
41,41,110,110,100.0,41041
41,42,128,128,100.0,41042
41,43,139,139,100.0,41043
41,44,148,148,100.0,41044
41,45,128,128,100.0,41045
41,46,176,176,100.0,41046
41,47,160,160,100.0,41047
