ward,precinct,total,Kathaleen Theresa Lanahan,Kathaleen Theresa Lanahan Percent,Jonathan Clark Green,Jonathan Clark Green Percent,Michael I. O'Malley,Michael I. O'Malley Percent,Lori Ann Roper,Lori Ann Roper Percent,precinct_id
21,3,220,51,23.18,89,40.45,38,17.27,42,19.09,21003
21,4,188,42,22.34,72,38.3,25,13.3,49,26.06,21004
21,5,238,51,21.43,93,39.08,32,13.45,62,26.05,21005
21,6,152,45,29.61,59,38.82,26,17.11,22,14.47,21006
21,7,222,43,19.37,101,45.5,36,16.22,42,18.92,21007
21,8,213,59,27.7,68,31.92,42,19.72,44,20.66,21008
21,9,237,53,22.36,104,43.88,39,16.46,41,17.3,21009
21,10,180,40,22.22,58,32.22,30,16.67,52,28.89,21010
21,11,172,41,23.84,57,33.14,30,17.44,44,25.58,21011
21,12,164,45,27.44,55,33.54,20,12.2,44,26.83,21012
21,13,191,46,24.08,82,42.93,24,12.57,39,20.42,21013
21,14,259,67,25.87,115,44.4,40,15.44,37,14.29,21014
21,15,164,50,30.49,63,38.41,24,14.63,27,16.46,21015
21,16,178,36,20.22,67,37.64,24,13.48,51,28.65,21016
21,17,156,29,18.59,61,39.1,24,15.38,42,26.92,21017
21,18,219,56,25.57,85,38.81,43,19.63,35,15.98,21018
21,19,211,52,24.64,87,41.23,32,15.17,40,18.96,21019
21,20,157,44,28.03,56,35.67,25,15.92,32,20.38,21020
21,21,180,36,20.0,72,40.0,35,19.44,37,20.56,21021
21,22,182,43,23.63,75,41.21,24,13.19,40,21.98,21022
21,23,179,44,24.58,80,44.69,20,11.17,35,19.55,21023
21,24,213,52,24.41,77,36.15,40,18.78,44,20.66,21024
21,25,189,46,24.34,70,37.04,28,14.81,45,23.81,21025
21,26,177,53,29.94,67,37.85,23,12.99,34,19.21,21026
21,27,174,45,25.86,61,35.06,26,14.94,42,24.14,21027
21,28,233,59,25.32,76,32.62,51,21.89,47,20.17,21028
21,29,216,64,29.63,80,37.04,35,16.2,37,17.13,21029
21,30,157,38,24.2,55,35.03,23,14.65,41,26.11,21030
21,31,160,41,25.63,61,38.13,26,16.25,32,20.0,21031
21,32,188,55,29.26,60,31.91,34,18.09,39,20.74,21032
21,33,174,33,18.97,85,48.85,33,18.97,23,13.22,21033
21,34,163,40,24.54,58,35.58,27,16.56,38,23.31,21034
21,35,242,60,24.79,77,31.82,33,13.64,72,29.75,21035
21,36,204,44,21.57,64,31.37,34,16.67,62,30.39,21036
21,37,175,41,23.43,72,41.14,34,19.43,28,16.0,21037
21,38,177,51,28.81,53,29.94,46,25.99,27,15.25,21038
21,39,132,37,28.03,48,36.36,28,21.21,19,14.39,21039
21,40,176,33,18.75,67,38.07,30,17.05,46,26.14,21040
21,41,186,60,32.26,64,34.41,22,11.83,40,21.51,21041
21,42,215,55,25.58,64,29.77,45,20.93,51,23.72,21042
21,43,187,46,24.6,74,39.57,37,19.79,30,16.04,21043
21,44,193,41,21.24,73,37.82,26,13.47,53,27.46,21044
21,45,165,46,27.88,57,34.55,26,15.76,36,21.82,21045
21,46,209,48,22.97,79,37.8,43,20.57,39,18.66,21046
21,47,158,46,29.11,51,32.28,16,10.13,45,28.48,21047
21,48,180,49,27.22,56,31.11,35,19.44,40,22.22,21048
21,49,239,74,30.96,76,31.8,43,17.99,46,19.25,21049
21,50,164,51,31.1,59,35.98,26,15.85,28,17.07,21050
21,51,185,45,24.32,64,34.59,23,12.43,53,28.65,21051
21,52,196,47,23.98,67,34.18,44,22.45,38,19.39,21052
21,53,153,41,26.8,62,40.52,19,12.42,31,20.26,21053
21,54,180,41,22.78,63,35.0,44,24.44,32,17.78,21054
22,1,128,28,21.88,53,41.41,30,23.44,17,13.28,22001
22,2,226,58,25.66,49,21.68,92,40.71,27,11.95,22002
22,3,228,74,32.46,56,24.56,65,28.51,33,14.47,22003
22,4,129,47,36.43,33,25.58,34,26.36,15,11.63,22004
22,5,130,44,33.85,36,27.69,31,23.85,19,14.62,22005
22,6,139,48,34.53,36,25.9,33,23.74,22,15.83,22006
22,7,100,28,28.0,27,27.0,31,31.0,14,14.0,22007
22,8,236,78,33.05,44,18.64,80,33.9,34,14.41,22008
22,9,118,31,26.27,38,32.2,34,28.81,15,12.71,22009
22,10,197,54,27.41,55,27.92,65,32.99,23,11.68,22010
22,11,131,43,32.82,35,26.72,39,29.77,14,10.69,22011
22,12,174,50,28.74,32,18.39,59,33.91,33,18.97,22012
22,13,156,48,30.77,39,25.0,44,28.21,25,16.03,22013
22,14,134,45,33.58,44,32.84,23,17.16,22,16.42,22014
22,15,109,34,31.19,26,23.85,29,26.61,20,18.35,22015
22,16,109,33,30.28,35,32.11,33,30.28,8,7.34,22016
22,17,182,45,24.73,64,35.16,48,26.37,25,13.74,22017
22,18,127,47,37.01,27,21.26,37,29.13,16,12.6,22018
22,19,56,18,32.14,17,30.36,10,17.86,11,19.64,22019
22,20,145,46,31.72,28,19.31,53,36.55,18,12.41,22020
22,21,172,32,18.6,84,48.84,32,18.6,24,13.95,22021
22,22,126,41,32.54,35,27.78,28,22.22,22,17.46,22022
22,23,248,59,23.79,105,42.34,43,17.34,41,16.53,22023
22,24,162,52,32.1,43,26.54,46,28.4,21,12.96,22024
22,25,147,60,40.82,27,18.37,40,27.21,20,13.61,22025
23,1,172,61,35.47,30,17.44,59,34.3,22,12.79,23001
23,2,157,48,30.57,15,9.55,73,46.5,21,13.38,23002
23,3,168,50,29.76,21,12.5,73,43.45,24,14.29,23003
23,4,184,58,31.52,23,12.5,74,40.22,29,15.76,23004
23,5,164,53,32.32,27,16.46,52,31.71,32,19.51,23005
23,6,160,47,29.38,27,16.88,67,41.88,19,11.88,23006
23,7,133,49,36.84,27,20.3,44,33.08,13,9.77,23007
23,8,186,59,31.72,29,15.59,63,33.87,35,18.82,23008
23,9,147,42,28.57,30,20.41,58,39.46,17,11.56,23009
23,10,190,61,32.11,39,20.53,56,29.47,34,17.89,23010
23,11,161,48,29.81,36,22.36,58,36.02,19,11.8,23011
23,12,164,50,30.49,22,13.41,76,46.34,16,9.76,23012
23,13,126,33,26.19,24,19.05,51,40.48,18,14.29,23013
23,14,163,51,31.29,19,11.66,61,37.42,32,19.63,23014
23,15,138,48,34.78,23,16.67,47,34.06,20,14.49,23015
23,16,179,50,27.93,17,9.5,85,47.49,27,15.08,23016
23,17,80,22,27.5,12,15.0,27,33.75,19,23.75,23017
23,18,140,43,30.71,12,8.57,64,45.71,21,15.0,23018
23,19,134,47,35.07,31,23.13,38,28.36,18,13.43,23019
23,20,88,28,31.82,13,14.77,30,34.09,17,19.32,23020
23,21,186,68,36.56,18,9.68,79,42.47,21,11.29,23021
23,22,160,51,31.88,18,11.25,64,40.0,27,16.88,23022
23,23,160,47,29.38,21,13.13,70,43.75,22,13.75,23023
23,24,134,43,32.09,23,17.16,45,33.58,23,17.16,23024
23,25,145,47,32.41,18,12.41,64,44.14,16,11.03,23025
23,26,167,50,29.94,24,14.37,62,37.13,31,18.56,23026
23,27,161,49,30.43,18,11.18,70,43.48,24,14.91,23027
23,28,160,42,26.25,21,13.13,70,43.75,27,16.88,23028
23,29,140,41,29.29,9,6.43,75,53.57,15,10.71,23029
23,30,186,53,28.49,37,19.89,81,43.55,15,8.06,23030
23,31,116,34,29.31,19,16.38,49,42.24,14,12.07,23031
23,32,161,50,31.06,29,18.01,55,34.16,27,16.77,23032
23,33,158,51,32.28,33,20.89,54,34.18,20,12.66,23033
23,34,141,39,27.66,27,19.15,49,34.75,26,18.44,23034
23,35,107,36,33.64,11,10.28,40,37.38,20,18.69,23035
23,36,153,53,34.64,16,10.46,59,38.56,25,16.34,23036
23,37,176,65,36.93,16,9.09,71,40.34,24,13.64,23037
23,38,134,41,30.6,12,8.96,58,43.28,23,17.16,23038
23,39,159,66,41.51,26,16.35,43,27.04,24,15.09,23039
24,1,131,30,22.9,55,41.98,27,20.61,19,14.5,24001
24,2,129,32,24.81,54,41.86,29,22.48,14,10.85,24002
24,3,106,21,19.81,45,42.45,20,18.87,20,18.87,24003
24,4,109,27,24.77,37,33.94,33,30.28,12,11.01,24004
24,5,67,15,22.39,22,32.84,21,31.34,9,13.43,24005
24,6,135,35,25.93,44,32.59,35,25.93,21,15.56,24006
24,7,83,30,36.14,18,21.69,18,21.69,17,20.48,24007
24,8,62,15,24.19,23,37.1,17,27.42,7,11.29,24008
24,9,111,27,24.32,40,36.04,22,19.82,22,19.82,24009
24,10,64,12,18.75,28,43.75,18,28.13,6,9.38,24010
24,11,113,19,16.81,52,46.02,26,23.01,16,14.16,24011
24,12,67,21,31.34,25,37.31,12,17.91,9,13.43,24012
24,13,52,17,32.69,16,30.77,16,30.77,3,5.77,24013
24,14,101,24,23.76,35,34.65,22,21.78,20,19.8,24014
24,15,55,12,21.82,19,34.55,20,36.36,4,7.27,24015
24,16,185,71,38.38,34,18.38,51,27.57,29,15.68,24016
24,17,108,23,21.3,40,37.04,24,22.22,21,19.44,24017
24,18,153,34,22.22,64,41.83,37,24.18,18,11.76,24018
24,19,175,37,21.14,68,38.86,38,21.71,32,18.29,24019
24,20,103,28,27.18,34,33.01,23,22.33,18,17.48,24020
24,21,57,11,19.3,21,36.84,15,26.32,10,17.54,24021
24,22,154,35,22.73,45,29.22,43,27.92,31,20.13,24022
24,23,103,25,24.27,34,33.01,28,27.18,16,15.53,24023
24,24,159,33,20.75,53,33.33,34,21.38,39,24.53,24024
24,25,101,20,19.8,37,36.63,29,28.71,15,14.85,24025
24,26,219,50,22.83,96,43.84,40,18.26,33,15.07,24026
24,27,152,23,15.13,76,50.0,25,16.45,28,18.42,24027
24,28,107,30,28.04,37,34.58,22,20.56,18,16.82,24028
24,29,108,21,19.44,45,41.67,21,19.44,21,19.44,24029
24,30,79,15,18.99,35,44.3,16,20.25,13,16.46,24030
24,31,131,32,24.43,48,36.64,23,17.56,28,21.37,24031
24,32,75,16,21.33,28,37.33,18,24.0,13,17.33,24032
24,33,78,17,21.79,35,44.87,16,20.51,10,12.82,24033
24,34,120,30,25.0,39,32.5,36,30.0,15,12.5,24034
24,35,109,25,22.94,44,40.37,27,24.77,13,11.93,24035
24,36,173,50,28.9,66,38.15,32,18.5,25,14.45,24036
24,37,78,13,16.67,29,37.18,19,24.36,17,21.79,24037
24,38,123,27,21.95,59,47.97,15,12.2,22,17.89,24038
24,39,169,52,30.77,47,27.81,42,24.85,28,16.57,24039
24,40,137,32,23.36,63,45.99,31,22.63,11,8.03,24040
24,41,114,21,18.42,42,36.84,22,19.3,29,25.44,24041
25,1,173,74,42.77,26,15.03,43,24.86,30,17.34,25001
25,2,201,104,51.74,31,15.42,30,14.93,36,17.91,25002
25,3,176,91,51.7,26,14.77,22,12.5,37,21.02,25003
25,4,146,49,33.56,35,23.97,37,25.34,25,17.12,25004
25,5,204,91,44.61,19,9.31,58,28.43,36,17.65,25005
25,6,58,33,56.9,8,13.79,12,20.69,5,8.62,25006
25,7,188,86,45.74,24,12.77,42,22.34,36,19.15,25007
25,8,197,93,47.21,28,14.21,34,17.26,42,21.32,25008
25,9,167,65,38.92,39,23.35,36,21.56,27,16.17,25009
25,10,171,94,54.97,31,18.13,23,13.45,23,13.45,25010
25,11,205,82,40.0,38,18.54,44,21.46,41,20.0,25011
25,12,180,92,51.11,21,11.67,38,21.11,29,16.11,25012
25,13,182,73,40.11,36,19.78,45,24.73,28,15.38,25013
25,14,89,43,48.31,10,11.24,21,23.6,15,16.85,25014
25,15,139,59,42.45,12,8.63,41,29.5,27,19.42,25015
25,16,153,89,58.17,23,15.03,11,7.19,30,19.61,25016
25,17,218,94,43.12,42,19.27,46,21.1,36,16.51,25017
25,18,69,37,53.62,8,11.59,16,23.19,8,11.59,25018
25,19,197,84,42.64,32,16.24,45,22.84,36,18.27,25019
25,20,103,24,23.3,33,32.04,27,26.21,19,18.45,25020
25,21,260,136,52.31,52,20.0,29,11.15,43,16.54,25021
25,22,169,69,40.83,32,18.93,30,17.75,38,22.49,25022
25,23,241,104,43.15,40,16.6,50,20.75,47,19.5,25023
25,24,183,87,47.54,32,17.49,26,14.21,38,20.77,25024
25,25,148,66,44.59,32,21.62,33,22.3,17,11.49,25025
25,26,165,63,38.18,25,15.15,41,24.85,36,21.82,25026
25,27,140,78,55.71,24,17.14,13,9.29,25,17.86,25027
25,28,213,103,48.36,33,15.49,38,17.84,39,18.31,25028
25,29,167,59,35.33,38,22.75,47,28.14,23,13.77,25029
25,30,181,86,47.51,28,15.47,34,18.78,33,18.23,25030
25,31,159,94,59.12,16,10.06,21,13.21,28,17.61,25031
25,32,154,61,39.61,24,15.58,47,30.52,22,14.29,25032
26,1,159,81,50.94,29,18.24,20,12.58,29,18.24,26001
26,2,147,49,33.33,39,26.53,32,21.77,27,18.37,26002
26,3,169,82,48.52,38,22.49,21,12.43,28,16.57,26003
26,4,90,24,26.67,23,25.56,26,28.89,17,18.89,26004
26,5,136,54,39.71,26,19.12,31,22.79,25,18.38,26005
26,6,115,46,40.0,22,19.13,29,25.22,18,15.65,26006
26,7,141,80,56.74,23,16.31,17,12.06,21,14.89,26007
26,8,69,22,31.88,20,28.99,15,21.74,12,17.39,26008
26,9,132,41,31.06,24,18.18,38,28.79,29,21.97,26009
26,10,131,56,42.75,31,23.66,14,10.69,30,22.9,26010
26,11,141,54,38.3,24,17.02,32,22.7,31,21.99,26011
26,12,134,52,38.81,26,19.4,28,20.9,28,20.9,26012
26,13,64,25,39.06,10,15.63,18,28.13,11,17.19,26013
26,14,103,37,35.92,24,23.3,17,16.5,25,24.27,26014
26,15,65,23,35.38,17,26.15,17,26.15,8,12.31,26015
26,16,75,24,32.0,17,22.67,17,22.67,17,22.67,26016
26,17,101,49,48.51,15,14.85,17,16.83,20,19.8,26017
26,18,91,31,34.07,12,13.19,24,26.37,24,26.37,26018
26,19,83,34,40.96,18,21.69,17,20.48,14,16.87,26019
26,20,119,57,47.9,17,14.29,23,19.33,22,18.49,26020
26,21,161,68,42.24,27,16.77,29,18.01,37,22.98,26021
26,22,55,24,43.64,10,18.18,12,21.82,9,16.36,26022
26,23,79,28,35.44,18,22.78,21,26.58,12,15.19,26023
26,24,126,51,40.48,33,26.19,21,16.67,21,16.67,26024
26,25,110,40,36.36,25,22.73,23,20.91,22,20.0,26025
26,26,86,38,44.19,18,20.93,12,13.95,18,20.93,26026
26,27,172,72,41.86,27,15.7,29,16.86,44,25.58,26027
26,28,196,97,49.49,35,17.86,27,13.78,37,18.88,26028
26,29,87,39,44.83,12,13.79,17,19.54,19,21.84,26029
26,30,107,60,56.07,14,13.08,17,15.89,16,14.95,26030
26,31,71,28,39.44,15,21.13,7,9.86,21,29.58,26031
26,32,144,72,50.0,22,15.28,25,17.36,25,17.36,26032
26,33,147,70,47.62,22,14.97,29,19.73,26,17.69,26033
26,34,174,84,48.28,23,13.22,31,17.82,36,20.69,26034
26,35,129,51,39.53,24,18.6,24,18.6,30,23.26,26035
26,36,108,52,48.15,19,17.59,12,11.11,25,23.15,26036
26,37,125,60,48.0,21,16.8,15,12.0,29,23.2,26037
26,38,52,15,28.85,9,17.31,14,26.92,14,26.92,26038
26,39,138,60,43.48,22,15.94,28,20.29,28,20.29,26039
26,40,92,36,39.13,20,21.74,15,16.3,21,22.83,26040
26,41,139,63,45.32,25,17.99,24,17.27,27,19.42,26041
26,42,107,44,41.12,16,14.95,18,16.82,29,27.1,26042
26,43,63,26,41.27,8,12.7,15,23.81,14,22.22,26043
26,44,93,24,25.81,22,23.66,28,30.11,19,20.43,26044
26,45,49,15,30.61,11,22.45,10,20.41,13,26.53,26045
26,46,78,40,51.28,12,15.38,11,14.1,15,19.23,26046
26,47,71,28,39.44,20,28.17,12,16.9,11,15.49,26047
26,48,125,62,49.6,24,19.2,13,10.4,26,20.8,26048
26,49,64,21,32.81,11,17.19,21,32.81,11,17.19,26049
27,1,151,70,46.36,36,23.84,19,12.58,26,17.22,27001
27,2,160,56,35.0,48,30.0,34,21.25,22,13.75,27002
27,3,86,19,22.09,36,41.86,22,25.58,9,10.47,27003
27,4,86,24,27.91,25,29.07,11,12.79,26,30.23,27004
27,5,126,29,23.02,57,45.24,20,15.87,20,15.87,27005
27,6,137,37,27.01,48,35.04,28,20.44,24,17.52,27006
27,7,207,104,50.24,26,12.56,30,14.49,47,22.71,27007
27,8,114,30,26.32,54,47.37,19,16.67,11,9.65,27008
27,9,71,32,45.07,14,19.72,8,11.27,17,23.94,27009
27,10,214,53,24.77,84,39.25,51,23.83,26,12.15,27010
27,11,122,58,47.54,23,18.85,19,15.57,22,18.03,27011
27,12,83,43,51.81,19,22.89,7,8.43,14,16.87,27012
27,13,291,64,21.99,74,25.43,44,15.12,109,37.46,27013
27,14,76,16,21.05,27,35.53,20,26.32,13,17.11,27014
27,15,82,26,31.71,24,29.27,19,23.17,13,15.85,27015
27,16,92,49,53.26,15,16.3,10,10.87,18,19.57,27016
27,17,143,42,29.37,46,32.17,26,18.18,29,20.28,27017
27,18,108,36,33.33,45,41.67,14,12.96,13,12.04,27018
27,19,69,20,28.99,26,37.68,11,15.94,12,17.39,27019
27,20,91,29,31.87,32,35.16,26,28.57,4,4.4,27020
27,21,117,60,51.28,30,25.64,10,8.55,17,14.53,27021
27,22,100,30,30.0,36,36.0,28,28.0,6,6.0,27022
27,23,136,22,16.18,47,34.56,26,19.12,41,30.15,27023
27,24,103,26,25.24,35,33.98,22,21.36,20,19.42,27024
27,25,150,44,29.33,50,33.33,21,14.0,35,23.33,27025
27,26,138,41,29.71,45,32.61,17,12.32,35,25.36,27026
27,27,161,57,35.4,62,38.51,22,13.66,20,12.42,27027
27,28,87,30,34.48,25,28.74,17,19.54,15,17.24,27028
27,29,94,25,26.6,38,40.43,18,19.15,13,13.83,27029
27,30,88,26,29.55,24,27.27,19,21.59,19,21.59,27030
27,31,142,46,32.39,45,31.69,31,21.83,20,14.08,27031
27,32,134,37,27.61,42,31.34,26,19.4,29,21.64,27032
27,33,130,51,39.23,38,29.23,19,14.62,22,16.92,27033
27,34,121,33,27.27,45,37.19,24,19.83,19,15.7,27034
27,35,153,80,52.29,23,15.03,22,14.38,28,18.3,27035
27,36,133,36,27.07,61,45.86,14,10.53,22,16.54,27036
27,37,170,60,35.29,43,25.29,32,18.82,35,20.59,27037
27,38,261,100,38.31,75,28.74,49,18.77,37,14.18,27038
27,39,140,31,22.14,64,45.71,19,13.57,26,18.57,27039
27,40,185,73,39.46,48,25.95,40,21.62,24,12.97,27040
27,41,173,40,23.12,74,42.77,37,21.39,22,12.72,27041
27,42,111,45,40.54,39,35.14,9,8.11,18,16.22,27042
27,43,103,26,25.24,33,32.04,20,19.42,24,23.3,27043
27,44,115,25,21.74,55,47.83,23,20.0,12,10.43,27044
27,45,196,109,55.61,35,17.86,22,11.22,30,15.31,27045
27,46,89,38,42.7,20,22.47,10,11.24,21,23.6,27046
27,47,132,34,25.76,51,38.64,25,18.94,22,16.67,27047
27,48,202,86,42.57,61,30.2,35,17.33,20,9.9,27048
27,49,119,32,26.89,36,30.25,27,22.69,24,20.17,27049
27,50,152,32,21.05,62,40.79,41,26.97,17,11.18,27050
28,1,95,20,21.05,43,45.26,14,14.74,18,18.95,28001
28,2,116,27,23.28,52,44.83,21,18.1,16,13.79,28002
28,3,116,33,28.45,43,37.07,22,18.97,18,15.52,28003
28,4,87,31,35.63,17,19.54,26,29.89,13,14.94,28004
28,5,109,33,30.28,36,33.03,23,21.1,17,15.6,28005
28,6,91,30,32.97,32,35.16,16,17.58,13,14.29,28006
28,7,121,22,18.18,50,41.32,27,22.31,22,18.18,28007
28,8,107,49,45.79,18,16.82,13,12.15,27,25.23,28008
28,9,140,31,22.14,57,40.71,33,23.57,19,13.57,28009
28,10,173,65,37.57,43,24.86,34,19.65,31,17.92,28010
28,11,212,74,34.91,55,25.94,38,17.92,45,21.23,28011
28,12,140,32,22.86,49,35.0,27,19.29,32,22.86,28012
28,13,135,29,21.48,53,39.26,34,25.19,19,14.07,28013
28,14,125,33,26.4,52,41.6,20,16.0,20,16.0,28014
28,15,39,4,10.26,18,46.15,11,28.21,6,15.38,28015
28,16,90,24,26.67,44,48.89,15,16.67,7,7.78,28016
28,17,106,17,16.04,54,50.94,20,18.87,15,14.15,28017
28,18,107,29,27.1,44,41.12,19,17.76,15,14.02,28018
28,19,129,61,47.29,17,13.18,29,22.48,22,17.05,28019
28,20,127,32,25.2,49,38.58,26,20.47,20,15.75,28020
28,21,115,28,24.35,55,47.83,19,16.52,13,11.3,28021
28,22,125,32,25.6,53,42.4,17,13.6,23,18.4,28022
28,23,145,32,22.07,59,40.69,30,20.69,24,16.55,28023
28,24,113,21,18.58,57,50.44,22,19.47,13,11.5,28024
28,25,218,50,22.94,107,49.08,37,16.97,24,11.01,28025
28,26,140,30,21.43,65,46.43,27,19.29,18,12.86,28026
28,27,134,72,53.73,23,17.16,16,11.94,23,17.16,28027
28,28,178,88,49.44,19,10.67,35,19.66,36,20.22,28028
28,29,59,11,18.64,32,54.24,10,16.95,6,10.17,28029
28,30,31,8,25.81,14,45.16,5,16.13,4,12.9,28030
28,31,235,67,28.51,88,37.45,43,18.3,37,15.74,28031
28,32,122,35,28.69,45,36.89,29,23.77,13,10.66,28032
28,33,159,30,18.87,80,50.31,31,19.5,18,11.32,28033
28,34,197,33,16.75,88,44.67,48,24.37,28,14.21,28034
28,35,147,28,19.05,75,51.02,30,20.41,14,9.52,28035
28,36,67,13,19.4,25,37.31,16,23.88,13,19.4,28036
28,37,175,40,22.86,75,42.86,35,20.0,25,14.29,28037
28,38,58,8,13.79,24,41.38,19,32.76,7,12.07,28038
28,39,82,21,25.61,33,40.24,14,17.07,14,17.07,28039
28,40,188,41,21.81,81,43.09,38,20.21,28,14.89,28040
28,41,120,30,25.0,60,50.0,13,10.83,17,14.17,28041
28,42,144,42,29.17,55,38.19,33,22.92,14,9.72,28042
28,43,157,53,33.76,62,39.49,29,18.47,13,8.28,28043
28,44,99,27,27.27,31,31.31,27,27.27,14,14.14,28044
28,45,105,59,56.19,21,20.0,9,8.57,16,15.24,28045
28,46,218,92,42.2,55,25.23,32,14.68,39,17.89,28046
29,1,270,106,39.26,64,23.7,58,21.48,42,15.56,29001
29,2,269,62,23.05,109,40.52,65,24.16,33,12.27,29002
29,3,184,58,31.52,49,26.63,45,24.46,32,17.39,29003
29,4,226,49,21.68,89,39.38,46,20.35,42,18.58,29004
29,5,133,32,24.06,45,33.83,38,28.57,18,13.53,29005
29,6,155,42,27.1,48,30.97,33,21.29,32,20.65,29006
29,7,215,56,26.05,79,36.74,36,16.74,44,20.47,29007
29,8,127,37,29.13,47,37.01,24,18.9,19,14.96,29008
29,9,219,78,35.62,57,26.03,40,18.26,44,20.09,29009
29,10,247,87,35.22,57,23.08,43,17.41,60,24.29,29010
29,11,112,37,33.04,33,29.46,27,24.11,15,13.39,29011
29,12,240,58,24.17,101,42.08,41,17.08,40,16.67,29012
29,13,187,63,33.69,64,34.22,38,20.32,22,11.76,29013
29,14,181,35,19.34,63,34.81,38,20.99,45,24.86,29014
29,15,237,56,23.63,110,46.41,47,19.83,24,10.13,29015
29,16,222,42,18.92,120,54.05,28,12.61,32,14.41,29016
29,17,200,45,22.5,106,53.0,30,15.0,19,9.5,29017
29,18,196,51,26.02,69,35.2,48,24.49,28,14.29,29018
29,19,211,41,19.43,87,41.23,29,13.74,54,25.59,29019
29,20,223,47,21.08,87,39.01,54,24.22,35,15.7,29020
29,21,197,61,30.96,71,36.04,46,23.35,19,9.64,29021
29,22,152,43,28.29,50,32.89,28,18.42,31,20.39,29022
29,23,188,72,38.3,40,21.28,40,21.28,36,19.15,29023
29,24,186,42,22.58,74,39.78,44,23.66,26,13.98,29024
29,25,228,50,21.93,95,41.67,44,19.3,39,17.11,29025
29,26,205,59,28.78,89,43.41,26,12.68,31,15.12,29026
29,27,164,42,25.61,66,40.24,29,17.68,27,16.46,29027
29,28,231,60,25.97,78,33.77,37,16.02,56,24.24,29028
29,29,138,37,26.81,27,19.57,48,34.78,26,18.84,29029
29,30,254,77,30.31,53,20.87,66,25.98,58,22.83,29030
29,31,123,38,30.89,30,24.39,37,30.08,18,14.63,29031
29,32,106,33,31.13,19,17.92,39,36.79,15,14.15,29032
29,33,160,46,28.75,53,33.13,42,26.25,19,11.88,29033
29,34,91,24,26.37,24,26.37,27,29.67,16,17.58,29034
29,35,141,38,26.95,41,29.08,35,24.82,27,19.15,29035
29,36,173,36,20.81,87,50.29,31,17.92,19,10.98,29036
29,37,178,48,26.97,58,32.58,31,17.42,41,23.03,29037
29,38,137,49,35.77,22,16.06,38,27.74,28,20.44,29038
29,39,145,43,29.66,42,28.97,42,28.97,18,12.41,29039
29,40,232,66,28.45,92,39.66,44,18.97,30,12.93,29040
29,41,138,32,23.19,57,41.3,27,19.57,22,15.94,29041
29,42,184,40,21.74,57,30.98,32,17.39,55,29.89,29042
29,43,245,79,32.24,82,33.47,46,18.78,38,15.51,29043
29,44,243,52,21.4,118,48.56,40,16.46,33,13.58,29044
30,1,194,80,41.24,30,15.46,48,24.74,36,18.56,30001
30,2,123,48,39.02,15,12.2,42,34.15,18,14.63,30002
30,3,133,68,51.13,21,15.79,15,11.28,29,21.8,30003
30,4,124,43,34.68,15,12.1,42,33.87,24,19.35,30004
30,5,79,22,27.85,19,24.05,20,25.32,18,22.78,30005
30,6,126,47,37.3,19,15.08,40,31.75,20,15.87,30006
30,7,144,54,37.5,28,19.44,32,22.22,30,20.83,30007
30,8,195,82,42.05,24,12.31,52,26.67,37,18.97,30008
30,9,99,44,44.44,16,16.16,26,26.26,13,13.13,30009
30,10,128,39,30.47,18,14.06,49,38.28,22,17.19,30010
30,11,117,45,38.46,22,18.8,33,28.21,17,14.53,30011
30,12,91,24,26.37,22,24.18,33,36.26,12,13.19,30012
30,13,116,35,30.17,27,23.28,37,31.9,17,14.66,30013
30,14,75,22,29.33,14,18.67,26,34.67,13,17.33,30014
30,15,190,89,46.84,31,16.32,36,18.95,34,17.89,30015
30,16,47,17,36.17,13,27.66,8,17.02,9,19.15,30016
30,17,158,60,37.97,31,19.62,43,27.22,24,15.19,30017
30,18,167,69,41.32,33,19.76,36,21.56,29,17.37,30018
30,19,134,39,29.1,26,19.4,46,34.33,23,17.16,30019
30,20,146,56,38.36,24,16.44,38,26.03,28,19.18,30020
30,21,103,29,28.16,19,18.45,32,31.07,23,22.33,30021
30,22,196,94,47.96,42,21.43,36,18.37,24,12.24,30022
30,23,125,38,30.4,34,27.2,27,21.6,26,20.8,30023
30,24,183,83,45.36,18,9.84,31,16.94,51,27.87,30024
30,25,215,108,50.23,34,15.81,36,16.74,37,17.21,30025
30,26,88,31,35.23,14,15.91,29,32.95,14,15.91,30026
30,27,84,27,32.14,14,16.67,23,27.38,20,23.81,30027
30,28,182,83,45.6,29,15.93,43,23.63,27,14.84,30028
30,29,71,27,38.03,5,7.04,25,35.21,14,19.72,30029
30,30,45,16,35.56,2,4.44,13,28.89,14,31.11,30030
30,31,91,33,36.26,15,16.48,28,30.77,15,16.48,30031
30,32,141,70,49.65,20,14.18,29,20.57,22,15.6,30032
31,1,67,19,28.36,9,13.43,29,43.28,10,14.93,31001
31,2,84,20,23.81,15,17.86,26,30.95,23,27.38,31002
31,3,66,29,43.94,9,13.64,17,25.76,11,16.67,31003
31,4,163,75,46.01,26,15.95,27,16.56,35,21.47,31004
31,5,130,51,39.23,25,19.23,30,23.08,24,18.46,31005
31,6,77,23,29.87,13,16.88,26,33.77,15,19.48,31006
31,7,181,99,54.7,25,13.81,23,12.71,34,18.78,31007
31,8,86,13,15.12,32,37.21,26,30.23,15,17.44,31008
31,9,101,39,38.61,20,19.8,26,25.74,16,15.84,31009
31,10,86,33,38.37,15,17.44,18,20.93,20,23.26,31010
