ward,precinct,total,"Napoleon B. Harris, III","Napoleon B. Harris, III Percent",precinct_id
9,3,98,98,100.0,09003
9,4,107,107,100.0,09004
9,7,125,125,100.0,09007
9,11,118,118,100.0,09011
9,15,101,101,100.0,09015
9,16,163,163,100.0,09016
9,18,122,122,100.0,09018
9,26,126,126,100.0,09026
9,28,84,84,100.0,09028
9,31,4,4,100.0,09031
9,33,123,123,100.0,09033
9,41,139,139,100.0,09041
9,44,146,146,100.0,09044
9,45,126,126,100.0,09045
