ward,precinct,total,Omar Aquino,Omar Aquino Percent,precinct_id
1,1,186,186,100.0,01001
1,2,102,102,100.0,01002
1,3,210,210,100.0,01003
1,4,196,196,100.0,01004
1,5,171,171,100.0,01005
1,6,161,161,100.0,01006
1,8,40,40,100.0,01008
1,10,175,175,100.0,01010
1,11,150,150,100.0,01011
1,14,180,180,100.0,01014
1,15,179,179,100.0,01015
1,17,142,142,100.0,01017
1,18,212,212,100.0,01018
1,20,149,149,100.0,01020
1,21,165,165,100.0,01021
1,22,124,124,100.0,01022
1,24,161,161,100.0,01024
1,25,173,173,100.0,01025
1,26,116,116,100.0,01026
1,27,187,187,100.0,01027
1,29,208,208,100.0,01029
1,30,208,208,100.0,01030
1,31,193,193,100.0,01031
1,32,140,140,100.0,01032
1,33,193,193,100.0,01033
1,35,207,207,100.0,01035
1,36,160,160,100.0,01036
1,37,156,156,100.0,01037
1,38,164,164,100.0,01038
1,39,156,156,100.0,01039
1,40,181,181,100.0,01040
1,44,188,188,100.0,01044
2,1,58,58,100.0,02001
2,3,218,218,100.0,02003
2,4,135,135,100.0,02004
2,5,198,198,100.0,02005
2,14,209,209,100.0,02014
2,15,22,22,100.0,02015
2,16,154,154,100.0,02016
2,17,34,34,100.0,02017
2,21,202,202,100.0,02021
26,1,156,156,100.0,26001
26,2,130,130,100.0,26002
26,3,168,168,100.0,26003
26,4,77,77,100.0,26004
26,5,135,135,100.0,26005
26,6,106,106,100.0,26006
26,8,58,58,100.0,26008
26,9,123,123,100.0,26009
26,10,136,136,100.0,26010
26,11,130,130,100.0,26011
26,12,131,131,100.0,26012
26,13,66,66,100.0,26013
26,14,100,100,100.0,26014
26,15,68,68,100.0,26015
26,16,65,65,100.0,26016
26,18,78,78,100.0,26018
26,19,42,42,100.0,26019
26,20,116,116,100.0,26020
26,21,141,141,100.0,26021
26,22,53,53,100.0,26022
26,23,87,87,100.0,26023
26,24,120,120,100.0,26024
26,25,119,119,100.0,26025
26,26,72,72,100.0,26026
26,27,178,178,100.0,26027
26,28,40,40,100.0,26028
26,29,77,77,100.0,26029
26,30,102,102,100.0,26030
26,31,61,61,100.0,26031
26,32,145,145,100.0,26032
26,33,135,135,100.0,26033
26,34,10,10,100.0,26034
26,35,136,136,100.0,26035
26,36,116,116,100.0,26036
26,37,140,140,100.0,26037
26,38,48,48,100.0,26038
26,39,140,140,100.0,26039
26,40,83,83,100.0,26040
26,41,145,145,100.0,26041
26,42,111,111,100.0,26042
26,43,65,65,100.0,26043
26,44,76,76,100.0,26044
26,45,44,44,100.0,26045
26,47,62,62,100.0,26047
26,48,116,116,100.0,26048
26,49,68,68,100.0,26049
27,5,2,2,100.0,27005
27,7,200,200,100.0,27007
27,13,76,76,100.0,27013
27,24,11,11,100.0,27024
27,27,5,5,100.0,27027
27,40,25,25,100.0,27040
27,43,3,3,100.0,27043
29,15,2,2,100.0,29015
29,23,19,19,100.0,29023
29,24,34,34,100.0,29024
29,29,32,32,100.0,29029
29,30,101,101,100.0,29030
29,31,72,72,100.0,29031
29,36,120,120,100.0,29036
29,38,129,129,100.0,29038
29,39,144,144,100.0,29039
30,2,124,124,100.0,30002
30,5,78,78,100.0,30005
30,6,103,103,100.0,30006
30,9,22,22,100.0,30009
30,10,116,116,100.0,30010
30,11,100,100,100.0,30011
30,12,83,83,100.0,30012
30,13,107,107,100.0,30013
30,14,75,75,100.0,30014
30,16,46,46,100.0,30016
30,19,86,86,100.0,30019
30,21,109,109,100.0,30021
30,29,67,67,100.0,30029
30,30,37,37,100.0,30030
31,3,67,67,100.0,31003
31,4,156,156,100.0,31004
31,14,35,35,100.0,31014
31,15,92,92,100.0,31015
31,16,153,153,100.0,31016
31,19,80,80,100.0,31019
31,21,16,16,100.0,31021
31,22,76,76,100.0,31022
31,25,78,78,100.0,31025
31,31,80,80,100.0,31031
31,39,106,106,100.0,31039
35,2,225,225,100.0,35002
35,3,173,173,100.0,35003
35,7,188,188,100.0,35007
35,8,196,196,100.0,35008
35,12,119,119,100.0,35012
35,13,104,104,100.0,35013
35,14,124,124,100.0,35014
35,16,109,109,100.0,35016
35,18,126,126,100.0,35018
35,19,78,78,100.0,35019
35,21,166,166,100.0,35021
36,1,133,133,100.0,36001
36,2,104,104,100.0,36002
36,3,128,128,100.0,36003
36,4,90,90,100.0,36004
36,5,116,116,100.0,36005
36,6,95,95,100.0,36006
36,7,177,177,100.0,36007
36,8,95,95,100.0,36008
36,9,96,96,100.0,36009
36,10,152,152,100.0,36010
36,11,74,74,100.0,36011
36,12,65,65,100.0,36012
36,13,68,68,100.0,36013
36,15,180,180,100.0,36015
36,18,39,39,100.0,36018
36,19,144,144,100.0,36019
36,21,99,99,100.0,36021
36,22,88,88,100.0,36022
36,23,78,78,100.0,36023
36,24,120,120,100.0,36024
36,25,109,109,100.0,36025
36,26,103,103,100.0,36026
36,27,121,121,100.0,36027
36,28,100,100,100.0,36028
36,29,129,129,100.0,36029
36,30,126,126,100.0,36030
37,12,8,8,100.0,37012
37,22,28,28,100.0,37022
37,26,7,7,100.0,37026
38,4,144,144,100.0,38004
38,8,122,122,100.0,38008
38,10,115,115,100.0,38010
38,16,128,128,100.0,38016
38,21,10,10,100.0,38021
38,37,152,152,100.0,38037
38,39,125,125,100.0,38039
