ward,precinct,total,Tom Sam Sianis,Tom Sam Sianis Percent,Timothy John Leeming,Timothy John Leeming Percent,Corri Diane Fetman,Corri Diane Fetman Percent,precinct_id
26,3,168,51,30.36,63,37.5,54,32.14,26003
26,4,87,27,31.03,29,33.33,31,35.63,26004
26,5,133,40,30.08,44,33.08,49,36.84,26005
26,6,112,39,34.82,42,37.5,31,27.68,26006
26,7,139,38,27.34,50,35.97,51,36.69,26007
26,8,69,19,27.54,28,40.58,22,31.88,26008
26,9,123,37,30.08,41,33.33,45,36.59,26009
26,10,127,35,27.56,44,34.65,48,37.8,26010
26,11,139,51,36.69,30,21.58,58,41.73,26011
26,12,130,44,33.85,44,33.85,42,32.31,26012
26,13,62,30,48.39,13,20.97,19,30.65,26013
26,14,98,25,25.51,33,33.67,40,40.82,26014
26,15,63,21,33.33,26,41.27,16,25.4,26015
26,16,72,20,27.78,25,34.72,27,37.5,26016
26,17,99,37,37.37,30,30.3,32,32.32,26017
26,18,87,27,31.03,25,28.74,35,40.23,26018
26,19,82,22,26.83,27,32.93,33,40.24,26019
26,20,117,46,39.32,42,35.9,29,24.79,26020
26,21,154,40,25.97,56,36.36,58,37.66,26021
26,22,55,21,38.18,13,23.64,21,38.18,26022
26,23,75,29,38.67,17,22.67,29,38.67,26023
26,24,123,41,33.33,44,35.77,38,30.89,26024
26,25,112,34,30.36,35,31.25,43,38.39,26025
26,26,83,22,26.51,29,34.94,32,38.55,26026
26,27,167,55,32.93,52,31.14,60,35.93,26027
26,28,192,56,29.17,71,36.98,65,33.85,26028
26,29,83,20,24.1,30,36.14,33,39.76,26029
26,30,107,35,32.71,39,36.45,33,30.84,26030
26,31,66,25,37.88,20,30.3,21,31.82,26031
26,32,140,48,34.29,45,32.14,47,33.57,26032
26,33,146,47,32.19,44,30.14,55,37.67,26033
26,34,172,46,26.74,77,44.77,49,28.49,26034
26,35,123,35,28.46,33,26.83,55,44.72,26035
26,36,110,41,37.27,39,35.45,30,27.27,26036
26,37,124,37,29.84,38,30.65,49,39.52,26037
26,38,49,10,20.41,17,34.69,22,44.9,26038
26,39,138,45,32.61,42,30.43,51,36.96,26039
26,40,85,38,44.71,25,29.41,22,25.88,26040
26,41,136,43,31.62,39,28.68,54,39.71,26041
26,42,101,24,23.76,30,29.7,47,46.53,26042
26,43,61,24,39.34,18,29.51,19,31.15,26043
26,44,90,24,26.67,34,37.78,32,35.56,26044
26,45,47,17,36.17,11,23.4,19,40.43,26045
26,46,76,18,23.68,26,34.21,32,42.11,26046
26,47,69,25,36.23,17,24.64,27,39.13,26047
26,48,126,39,30.95,35,27.78,52,41.27,26048
26,49,57,25,43.86,14,24.56,18,31.58,26049
27,1,146,56,38.36,38,26.03,52,35.62,27001
27,2,153,68,44.44,52,33.99,33,21.57,27002
27,3,80,32,40.0,32,40.0,16,20.0,27003
27,4,83,31,37.35,19,22.89,33,39.76,27004
27,5,122,57,46.72,20,16.39,45,36.89,27005
27,6,134,57,42.54,41,30.6,36,26.87,27006
27,7,209,64,30.62,70,33.49,75,35.89,27007
27,8,109,39,35.78,37,33.94,33,30.28,27008
27,9,68,22,32.35,17,25.0,29,42.65,27009
27,10,201,109,54.23,44,21.89,48,23.88,27010
27,11,120,37,30.83,38,31.67,45,37.5,27011
27,12,84,26,30.95,33,39.29,25,29.76,27012
27,13,270,106,39.26,65,24.07,99,36.67,27013
27,14,70,25,35.71,25,35.71,20,28.57,27014
27,15,80,29,36.25,22,27.5,29,36.25,27015
27,16,91,16,17.58,38,41.76,37,40.66,27016
27,17,136,40,29.41,42,30.88,54,39.71,27017
27,18,107,38,35.51,28,26.17,41,38.32,27018
27,19,68,22,32.35,24,35.29,22,32.35,27019
27,20,83,20,24.1,42,50.6,21,25.3,27020
27,21,114,43,37.72,29,25.44,42,36.84,27021
27,22,96,41,42.71,29,30.21,26,27.08,27022
27,23,128,44,34.38,51,39.84,33,25.78,27023
27,24,97,35,36.08,27,27.84,35,36.08,27024
27,25,149,62,41.61,43,28.86,44,29.53,27025
27,26,131,41,31.3,44,33.59,46,35.11,27026
27,27,161,64,39.75,48,29.81,49,30.43,27027
27,28,85,27,31.76,16,18.82,42,49.41,27028
27,29,91,41,45.05,24,26.37,26,28.57,27029
27,30,85,25,29.41,29,34.12,31,36.47,27030
27,31,139,44,31.65,52,37.41,43,30.94,27031
27,32,129,55,42.64,37,28.68,37,28.68,27032
27,33,134,70,52.24,29,21.64,35,26.12,27033
27,34,115,42,36.52,44,38.26,29,25.22,27034
27,35,151,52,34.44,52,34.44,47,31.13,27035
27,36,130,62,47.69,25,19.23,43,33.08,27036
27,37,174,91,52.3,40,22.99,43,24.71,27037
27,38,259,88,33.98,75,28.96,96,37.07,27038
27,39,137,63,45.99,27,19.71,47,34.31,27039
27,40,172,79,45.93,46,26.74,47,27.33,27040
27,41,169,78,46.15,45,26.63,46,27.22,27041
27,42,108,43,39.81,29,26.85,36,33.33,27042
27,43,100,37,37.0,22,22.0,41,41.0,27043
27,44,110,57,51.82,27,24.55,26,23.64,27044
27,45,196,65,33.16,83,42.35,48,24.49,27045
27,46,87,25,28.74,39,44.83,23,26.44,27046
27,47,126,57,45.24,37,29.37,32,25.4,27047
27,48,202,70,34.65,60,29.7,72,35.64,27048
27,49,111,35,31.53,41,36.94,35,31.53,27049
27,50,140,49,35.0,46,32.86,45,32.14,27050
28,1,93,38,40.86,26,27.96,29,31.18,28001
28,2,113,41,36.28,46,40.71,26,23.01,28002
28,3,112,44,39.29,39,34.82,29,25.89,28003
28,4,84,30,35.71,31,36.9,23,27.38,28004
28,5,106,43,40.57,35,33.02,28,26.42,28005
28,6,93,43,46.24,22,23.66,28,30.11,28006
28,7,117,54,46.15,32,27.35,31,26.5,28007
28,8,106,39,36.79,23,21.7,44,41.51,28008
28,9,135,54,40.0,36,26.67,45,33.33,28009
28,10,166,62,37.35,55,33.13,49,29.52,28010
28,11,202,70,34.65,62,30.69,70,34.65,28011
28,12,133,44,33.08,45,33.83,44,33.08,28012
28,13,128,56,43.75,35,27.34,37,28.91,28013
28,14,128,54,42.19,38,29.69,36,28.13,28014
28,15,38,14,36.84,16,42.11,8,21.05,28015
28,16,85,35,41.18,32,37.65,18,21.18,28016
28,17,99,51,51.52,29,29.29,19,19.19,28017
28,18,96,38,39.58,37,38.54,21,21.88,28018
28,19,126,55,43.65,31,24.6,40,31.75,28019
28,20,119,57,47.9,31,26.05,31,26.05,28020
28,21,115,49,42.61,22,19.13,44,38.26,28021
28,22,124,47,37.9,36,29.03,41,33.06,28022
28,23,143,66,46.15,34,23.78,43,30.07,28023
28,24,113,50,44.25,35,30.97,28,24.78,28024
28,25,213,100,46.95,61,28.64,52,24.41,28025
28,26,143,66,46.15,41,28.67,36,25.17,28026
28,27,131,53,40.46,41,31.3,37,28.24,28027
28,28,175,66,37.71,66,37.71,43,24.57,28028
28,29,59,32,54.24,15,25.42,12,20.34,28029
28,30,29,17,58.62,2,6.9,10,34.48,28030
28,31,219,85,38.81,70,31.96,64,29.22,28031
28,32,117,39,33.33,39,33.33,39,33.33,28032
28,33,156,73,46.79,47,30.13,36,23.08,28033
28,34,186,84,45.16,42,22.58,60,32.26,28034
28,35,140,61,43.57,42,30.0,37,26.43,28035
28,36,61,21,34.43,19,31.15,21,34.43,28036
28,37,166,77,46.39,51,30.72,38,22.89,28037
28,38,53,23,43.4,22,41.51,8,15.09,28038
28,39,85,31,36.47,21,24.71,33,38.82,28039
28,40,187,74,39.57,66,35.29,47,25.13,28040
28,41,115,51,44.35,26,22.61,38,33.04,28041
28,42,137,53,38.69,51,37.23,33,24.09,28042
28,43,152,63,41.45,51,33.55,38,25.0,28043
28,44,98,41,41.84,27,27.55,30,30.61,28044
28,45,105,34,32.38,31,29.52,40,38.1,28045
28,46,213,78,36.62,66,30.99,69,32.39,28046
29,1,270,95,35.19,90,33.33,85,31.48,29001
29,2,257,84,32.68,91,35.41,82,31.91,29002
29,3,175,55,31.43,64,36.57,56,32.0,29003
29,4,219,93,42.47,77,35.16,49,22.37,29004
29,5,126,42,33.33,49,38.89,35,27.78,29005
29,6,146,52,35.62,51,34.93,43,29.45,29006
29,7,209,74,35.41,75,35.89,60,28.71,29007
29,8,118,47,39.83,42,35.59,29,24.58,29008
29,9,218,83,38.07,63,28.9,72,33.03,29009
29,10,237,86,36.29,64,27.0,87,36.71,29010
29,11,108,43,39.81,34,31.48,31,28.7,29011
29,12,236,93,39.41,71,30.08,72,30.51,29012
29,13,175,62,35.43,57,32.57,56,32.0,29013
29,14,176,57,32.39,76,43.18,43,24.43,29014
29,15,230,91,39.57,66,28.7,73,31.74,29015
29,16,211,107,50.71,49,23.22,55,26.07,29016
29,17,196,118,60.2,30,15.31,48,24.49,29017
29,18,192,82,42.71,59,30.73,51,26.56,29018
29,19,206,83,40.29,77,37.38,46,22.33,29019
29,20,206,72,34.95,70,33.98,64,31.07,29020
29,21,185,68,36.76,66,35.68,51,27.57,29021
29,22,150,51,34.0,53,35.33,46,30.67,29022
29,23,179,62,34.64,53,29.61,64,35.75,29023
29,24,182,73,40.11,58,31.87,51,28.02,29024
29,25,226,85,37.61,68,30.09,73,32.3,29025
29,26,200,75,37.5,67,33.5,58,29.0,29026
29,27,159,59,37.11,56,35.22,44,27.67,29027
29,28,222,70,31.53,87,39.19,65,29.28,29028
29,29,135,56,41.48,35,25.93,44,32.59,29029
29,30,241,85,35.27,71,29.46,85,35.27,29030
29,31,126,57,45.24,39,30.95,30,23.81,29031
29,32,100,35,35.0,32,32.0,33,33.0,29032
29,33,150,60,40.0,49,32.67,41,27.33,29033
29,34,86,25,29.07,36,41.86,25,29.07,29034
29,35,133,40,30.08,43,32.33,50,37.59,29035
29,36,167,71,42.51,64,38.32,32,19.16,29036
29,37,183,63,34.43,75,40.98,45,24.59,29037
29,38,127,40,31.5,42,33.07,45,35.43,29038
29,39,138,55,39.86,39,28.26,44,31.88,29039
29,40,219,90,41.1,57,26.03,72,32.88,29040
29,41,136,52,38.24,47,34.56,37,27.21,29041
29,42,177,48,27.12,75,42.37,54,30.51,29042
29,43,241,91,37.76,76,31.54,74,30.71,29043
29,44,238,117,49.16,63,26.47,58,24.37,29044
30,1,190,63,33.16,55,28.95,72,37.89,30001
30,2,117,48,41.03,27,23.08,42,35.9,30002
30,3,129,40,31.01,43,33.33,46,35.66,30003
30,4,119,41,34.45,44,36.97,34,28.57,30004
30,5,78,24,30.77,28,35.9,26,33.33,30005
30,6,123,45,36.59,28,22.76,50,40.65,30006
30,7,142,45,31.69,48,33.8,49,34.51,30007
30,8,196,56,28.57,58,29.59,82,41.84,30008
30,9,97,40,41.24,32,32.99,25,25.77,30009
30,10,121,43,35.54,39,32.23,39,32.23,30010
30,11,115,42,36.52,33,28.7,40,34.78,30011
30,12,88,22,25.0,35,39.77,31,35.23,30012
30,13,111,45,40.54,39,35.14,27,24.32,30013
30,14,72,25,34.72,24,33.33,23,31.94,30014
30,15,187,70,37.43,62,33.16,55,29.41,30015
30,16,46,18,39.13,10,21.74,18,39.13,30016
30,17,157,63,40.13,42,26.75,52,33.12,30017
30,18,165,43,26.06,70,42.42,52,31.52,30018
30,19,129,43,33.33,43,33.33,43,33.33,30019
30,20,141,38,26.95,44,31.21,59,41.84,30020
30,21,96,37,38.54,25,26.04,34,35.42,30021
30,22,192,86,44.79,60,31.25,46,23.96,30022
30,23,122,36,29.51,39,31.97,47,38.52,30023
30,24,177,51,28.81,62,35.03,64,36.16,30024
30,25,204,62,30.39,57,27.94,85,41.67,30025
30,26,86,24,27.91,34,39.53,28,32.56,30026
30,27,77,29,37.66,21,27.27,27,35.06,30027
30,28,177,72,40.68,53,29.94,52,29.38,30028
30,29,68,19,27.94,19,27.94,30,44.12,30029
30,30,42,13,30.95,17,40.48,12,28.57,30030
30,31,87,31,35.63,24,27.59,32,36.78,30031
30,32,134,47,35.07,44,32.84,43,32.09,30032
31,1,66,18,27.27,21,31.82,27,40.91,31001
31,2,79,22,27.85,27,34.18,30,37.97,31002
31,3,65,19,29.23,20,30.77,26,40.0,31003
31,4,155,52,33.55,53,34.19,50,32.26,31004
31,5,127,48,37.8,38,29.92,41,32.28,31005
31,6,74,22,29.73,19,25.68,33,44.59,31006
31,7,174,53,30.46,56,32.18,65,37.36,31007
31,8,86,43,50.0,22,25.58,21,24.42,31008
31,9,103,29,28.16,39,37.86,35,33.98,31009
31,10,85,29,34.12,20,23.53,36,42.35,31010
31,11,71,28,39.44,22,30.99,21,29.58,31011
31,12,78,21,26.92,28,35.9,29,37.18,31012
31,13,110,36,32.73,31,28.18,43,39.09,31013
31,14,95,32,33.68,27,28.42,36,37.89,31014
31,15,87,27,31.03,22,25.29,38,43.68,31015
31,16,152,40,26.32,65,42.76,47,30.92,31016
31,17,92,23,25.0,32,34.78,37,40.22,31017
31,18,91,35,38.46,25,27.47,31,34.07,31018
31,19,82,29,35.37,24,29.27,29,35.37,31019
31,20,91,36,39.56,21,23.08,34,37.36,31020
31,21,91,30,32.97,31,34.07,30,32.97,31021
31,22,80,24,30.0,26,32.5,30,37.5,31022
31,23,90,34,37.78,32,35.56,24,26.67,31023
31,24,141,78,55.32,34,24.11,29,20.57,31024
31,25,87,26,29.89,27,31.03,34,39.08,31025
31,26,112,37,33.04,40,35.71,35,31.25,31026
31,27,94,32,34.04,34,36.17,28,29.79,31027
31,28,73,35,47.95,15,20.55,23,31.51,31028
31,29,106,45,42.45,30,28.3,31,29.25,31029
31,30,70,24,34.29,16,22.86,30,42.86,31030
31,31,73,27,36.99,21,28.77,25,34.25,31031
31,32,62,21,33.87,22,35.48,19,30.65,31032
31,33,78,28,35.9,23,29.49,27,34.62,31033
31,34,94,37,39.36,29,30.85,28,29.79,31034
31,35,93,31,33.33,30,32.26,32,34.41,31035
31,36,127,43,33.86,36,28.35,48,37.8,31036
31,37,86,24,27.91,34,39.53,28,32.56,31037
31,38,74,33,44.59,20,27.03,21,28.38,31038
31,39,109,33,30.28,39,35.78,37,33.94,31039
31,40,100,34,34.0,30,30.0,36,36.0,31040
31,41,90,26,28.89,37,41.11,27,30.0,31041
32,1,218,79,36.24,69,31.65,70,32.11,32001
32,2,168,58,34.52,74,44.05,36,21.43,32002
32,3,258,98,37.98,71,27.52,89,34.5,32003
32,4,187,77,41.18,59,31.55,51,27.27,32004
32,5,188,65,34.57,62,32.98,61,32.45,32005
32,6,183,58,31.69,63,34.43,62,33.88,32006
32,7,177,54,30.51,74,41.81,49,27.68,32007
32,8,176,48,27.27,87,49.43,41,23.3,32008
32,9,158,45,28.48,53,33.54,60,37.97,32009
32,10,175,57,32.57,73,41.71,45,25.71,32010
32,11,232,93,40.09,85,36.64,54,23.28,32011
32,12,178,64,35.96,63,35.39,51,28.65,32012
32,13,154,49,31.82,52,33.77,53,34.42,32013
32,14,231,91,39.39,81,35.06,59,25.54,32014
32,15,169,66,39.05,58,34.32,45,26.63,32015
32,16,198,68,34.34,75,37.88,55,27.78,32016
32,17,222,61,27.48,80,36.04,81,36.49,32017
32,18,139,51,36.69,43,30.94,45,32.37,32018
32,19,158,55,34.81,52,32.91,51,32.28,32019
32,20,234,77,32.91,97,41.45,60,25.64,32020
32,21,200,68,34.0,63,31.5,69,34.5,32021
32,22,306,86,28.1,127,41.5,93,30.39,32022
32,23,149,53,35.57,52,34.9,44,29.53,32023
32,24,94,26,27.66,37,39.36,31,32.98,32024
32,25,184,58,31.52,63,34.24,63,34.24,32025
32,26,252,95,37.7,93,36.9,64,25.4,32026
32,27,160,48,30.0,61,38.13,51,31.88,32027
32,28,230,72,31.3,102,44.35,56,24.35,32028
32,29,218,66,30.28,81,37.16,71,32.57,32029
32,30,125,48,38.4,36,28.8,41,32.8,32030
32,31,178,56,31.46,75,42.13,47,26.4,32031
32,32,195,76,38.97,65,33.33,54,27.69,32032
32,33,187,64,34.22,69,36.9,54,28.88,32033
32,34,173,53,30.64,69,39.88,51,29.48,32034
32,35,148,52,35.14,52,35.14,44,29.73,32035
32,36,203,88,43.35,72,35.47,43,21.18,32036
32,37,156,60,38.46,48,30.77,48,30.77,32037
32,38,143,41,28.67,53,37.06,49,34.27,32038
32,39,172,46,26.74,69,40.12,57,33.14,32039
32,40,200,62,31.0,83,41.5,55,27.5,32040
32,41,176,52,29.55,65,36.93,59,33.52,32041
32,42,151,56,37.09,43,28.48,52,34.44,32042
32,43,188,63,33.51,68,36.17,57,30.32,32043
33,1,225,73,32.44,87,38.67,65,28.89,33001
33,2,272,99,36.4,95,34.93,78,28.68,33002
33,3,280,89,31.79,98,35.0,93,33.21,33003
33,4,255,82,32.16,88,34.51,85,33.33,33004
33,5,141,46,32.62,39,27.66,56,39.72,33005
33,6,186,72,38.71,49,26.34,65,34.95,33006
33,7,221,73,33.03,69,31.22,79,35.75,33007
33,8,353,129,36.54,132,37.39,92,26.06,33008
33,9,244,86,35.25,70,28.69,88,36.07,33009
33,10,197,59,29.95,69,35.03,69,35.03,33010
33,11,211,59,27.96,89,42.18,63,29.86,33011
33,12,189,62,32.8,57,30.16,70,37.04,33012
33,13,197,54,27.41,56,28.43,87,44.16,33013
33,14,87,30,34.48,29,33.33,28,32.18,33014
33,15,254,87,34.25,84,33.07,83,32.68,33015
33,16,288,88,30.56,89,30.9,111,38.54,33016
33,17,231,74,32.03,73,31.6,84,36.36,33017
33,18,245,82,33.47,64,26.12,99,40.41,33018
33,19,203,65,32.02,76,37.44,62,30.54,33019
33,20,233,75,32.19,61,26.18,97,41.63,33020
33,21,245,92,37.55,80,32.65,73,29.8,33021
33,22,218,72,33.03,86,39.45,60,27.52,33022
33,23,235,74,31.49,86,36.6,75,31.91,33023
33,24,396,142,35.86,160,40.4,94,23.74,33024
33,25,250,70,28.0,86,34.4,94,37.6,33025
33,26,145,47,32.41,49,33.79,49,33.79,33026
33,27,216,67,31.02,76,35.19,73,33.8,33027
33,28,185,47,25.41,73,39.46,65,35.14,33028
34,1,224,75,33.48,60,26.79,89,39.73,34001
34,2,167,72,43.11,40,23.95,55,32.93,34002
34,3,167,69,41.32,45,26.95,53,31.74,34003
34,4,122,45,36.89,32,26.23,45,36.89,34004
34,5,166,59,35.54,48,28.92,59,35.54,34005
34,6,213,80,37.56,60,28.17,73,34.27,34006
34,7,223,74,33.18,61,27.35,88,39.46,34007
34,8,150,52,34.67,41,27.33,57,38.0,34008
34,9,136,57,41.91,34,25.0,45,33.09,34009
34,10,197,70,35.53,52,26.4,75,38.07,34010
34,11,140,36,25.71,46,32.86,58,41.43,34011
34,12,197,83,42.13,52,26.4,62,31.47,34012
34,13,193,64,33.16,50,25.91,79,40.93,34013
34,14,140,53,37.86,38,27.14,49,35.0,34014
34,15,138,50,36.23,40,28.99,48,34.78,34015
34,16,162,45,27.78,44,27.16,73,45.06,34016
34,17,233,91,39.06,65,27.9,77,33.05,34017
34,18,153,63,41.18,41,26.8,49,32.03,34018
34,19,175,50,28.57,56,32.0,69,39.43,34019
34,20,235,84,35.74,73,31.06,78,33.19,34020
34,21,250,106,42.4,53,21.2,91,36.4,34021
34,22,196,64,32.65,44,22.45,88,44.9,34022
34,23,154,55,35.71,42,27.27,57,37.01,34023
34,24,161,53,32.92,56,34.78,52,32.3,34024
34,25,304,115,37.83,83,27.3,106,34.87,34025
34,26,219,81,36.99,58,26.48,80,36.53,34026
34,27,164,64,39.02,38,23.17,62,37.8,34027
34,28,114,70,61.4,22,19.3,22,19.3,34028
34,29,149,51,34.23,40,26.85,58,38.93,34029
34,30,208,80,38.46,41,19.71,87,41.83,34030
34,31,144,63,43.75,47,32.64,34,23.61,34031
34,32,165,48,29.09,53,32.12,64,38.79,34032
34,33,145,52,35.86,50,34.48,43,29.66,34033
34,34,216,91,42.13,64,29.63,61,28.24,34034
34,35,185,70,37.84,53,28.65,62,33.51,34035
34,36,185,74,40.0,45,24.32,66,35.68,34036
34,37,108,37,34.26,35,32.41,36,33.33,34037
34,38,71,32,45.07,17,23.94,22,30.99,34038
34,39,125,54,43.2,30,24.0,41,32.8,34039
34,40,204,70,34.31,59,28.92,75,36.76,34040
34,41,133,41,30.83,43,32.33,49,36.84,34041
34,42,219,77,35.16,55,25.11,87,39.73,34042
34,43,213,91,42.72,53,24.88,69,32.39,34043
34,44,220,74,33.64,64,29.09,82,37.27,34044
34,45,202,89,44.06,44,21.78,69,34.16,34045
34,46,143,49,34.27,46,32.17,48,33.57,34046
34,47,162,72,44.44,46,28.4,44,27.16,34047
34,48,233,85,36.48,57,24.46,91,39.06,34048
34,49,197,87,44.16,52,26.4,58,29.44,34049
34,50,135,53,39.26,37,27.41,45,33.33,34050
34,51,222,97,43.69,51,22.97,74,33.33,34051
34,52,160,59,36.88,46,28.75,55,34.38,34052
34,53,98,37,37.76,23,23.47,38,38.78,34053
35,1,166,61,36.75,53,31.93,52,31.33,35001
35,2,246,106,43.09,82,33.33,58,23.58,35002
35,3,174,46,26.44,68,39.08,60,34.48,35003
35,4,162,58,35.8,49,30.25,55,33.95,35004
35,5,157,47,29.94,64,40.76,46,29.3,35005
35,6,182,51,28.02,79,43.41,52,28.57,35006
35,7,188,52,27.66,90,47.87,46,24.47,35007
35,8,201,77,38.31,57,28.36,67,33.33,35008
35,9,140,55,39.29,41,29.29,44,31.43,35009
35,10,268,85,31.72,102,38.06,81,30.22,35010
35,11,188,53,28.19,72,38.3,63,33.51,35011
35,12,122,50,40.98,38,31.15,34,27.87,35012
35,13,119,37,31.09,35,29.41,47,39.5,35013
35,14,120,42,35.0,40,33.33,38,31.67,35014
35,15,205,74,36.1,80,39.02,51,24.88,35015
35,16,102,41,40.2,27,26.47,34,33.33,35016
35,17,189,56,29.63,81,42.86,52,27.51,35017
35,18,112,30,26.79,37,33.04,45,40.18,35018
35,19,83,31,37.35,19,22.89,33,39.76,35019
35,20,152,48,31.58,39,25.66,65,42.76,35020
35,21,162,47,29.01,50,30.86,65,40.12,35021
35,22,212,73,34.43,70,33.02,69,32.55,35022
35,23,181,61,33.7,54,29.83,66,36.46,35023
35,24,149,54,36.24,47,31.54,48,32.21,35024
35,25,203,59,29.06,71,34.98,73,35.96,35025
35,26,148,56,37.84,49,33.11,43,29.05,35026
35,27,156,43,27.56,49,31.41,64,41.03,35027
35,28,162,61,37.65,51,31.48,50,30.86,35028
35,29,121,42,34.71,37,30.58,42,34.71,35029
35,30,153,46,30.07,55,35.95,52,33.99,35030
35,31,197,54,27.41,72,36.55,71,36.04,35031
36,1,125,35,28.0,43,34.4,47,37.6,36001
36,2,107,38,35.51,35,32.71,34,31.78,36002
36,3,118,43,36.44,34,28.81,41,34.75,36003
36,4,99,26,26.26,34,34.34,39,39.39,36004
36,5,113,38,33.63,37,32.74,38,33.63,36005
36,6,97,35,36.08,31,31.96,31,31.96,36006
36,7,174,61,35.06,65,37.36,48,27.59,36007
36,8,93,21,22.58,33,35.48,39,41.94,36008
36,9,104,43,41.35,20,19.23,41,39.42,36009
36,10,147,52,35.37,42,28.57,53,36.05,36010
36,11,77,24,31.17,35,45.45,18,23.38,36011
36,12,68,19,27.94,27,39.71,22,32.35,36012
36,13,69,24,34.78,24,34.78,21,30.43,36013
36,14,136,44,32.35,39,28.68,53,38.97,36014
36,15,178,82,46.07,40,22.47,56,31.46,36015
36,16,153,49,32.03,48,31.37,56,36.6,36016
36,17,165,60,36.36,52,31.52,53,32.12,36017
36,18,143,46,32.17,41,28.67,56,39.16,36018
36,19,149,53,35.57,44,29.53,52,34.9,36019
36,20,127,34,26.77,45,35.43,48,37.8,36020
36,21,101,33,32.67,32,31.68,36,35.64,36021
36,22,83,27,32.53,25,30.12,31,37.35,36022
36,23,82,32,39.02,27,32.93,23,28.05,36023
36,24,108,41,37.96,31,28.7,36,33.33,36024
36,25,102,37,36.27,32,31.37,33,32.35,36025
36,26,101,37,36.63,25,24.75,39,38.61,36026
36,27,126,39,30.95,36,28.57,51,40.48,36027
36,28,91,37,40.66,17,18.68,37,40.66,36028
36,29,141,63,44.68,27,19.15,51,36.17,36029
36,30,123,46,37.4,35,28.46,42,34.15,36030
37,1,107,45,42.06,26,24.3,36,33.64,37001
37,2,97,31,31.96,37,38.14,29,29.9,37002
37,3,103,36,34.95,30,29.13,37,35.92,37003
37,4,106,44,41.51,35,33.02,27,25.47,37004
37,5,181,77,42.54,56,30.94,48,26.52,37005
37,6,145,40,27.59,55,37.93,50,34.48,37006
37,7,105,37,35.24,29,27.62,39,37.14,37007
37,8,99,32,32.32,33,33.33,34,34.34,37008
37,9,158,58,36.71,43,27.22,57,36.08,37009
37,10,161,69,42.86,43,26.71,49,30.43,37010
37,11,89,33,37.08,28,31.46,28,31.46,37011
37,12,88,30,34.09,28,31.82,30,34.09,37012
37,13,106,40,37.74,33,31.13,33,31.13,37013
37,14,165,86,52.12,33,20.0,46,27.88,37014
37,15,166,72,43.37,52,31.33,42,25.3,37015
37,16,158,67,42.41,50,31.65,41,25.95,37016
37,17,125,59,47.2,41,32.8,25,20.0,37017
37,18,143,53,37.06,46,32.17,44,30.77,37018
37,19,113,38,33.63,37,32.74,38,33.63,37019
37,20,119,46,38.66,42,35.29,31,26.05,37020
37,21,135,60,44.44,47,34.81,28,20.74,37021
37,22,104,36,34.62,32,30.77,36,34.62,37022
37,23,160,52,32.5,53,33.13,55,34.38,37023
37,24,171,55,32.16,64,37.43,52,30.41,37024
37,25,147,59,40.14,47,31.97,41,27.89,37025
37,26,201,77,38.31,69,34.33,55,27.36,37026
37,27,144,58,40.28,46,31.94,40,27.78,37027
37,28,122,51,41.8,36,29.51,35,28.69,37028
37,29,144,53,36.81,52,36.11,39,27.08,37029
37,30,138,52,37.68,56,40.58,30,21.74,37030
37,31,153,64,41.83,50,32.68,39,25.49,37031
37,32,147,59,40.14,49,33.33,39,26.53,37032
37,33,178,67,37.64,64,35.96,47,26.4,37033
37,34,135,43,31.85,51,37.78,41,30.37,37034
37,35,186,46,24.73,66,35.48,74,39.78,37035
37,36,135,37,27.41,60,44.44,38,28.15,37036
37,37,200,65,32.5,73,36.5,62,31.0,37037
37,38,186,79,42.47,60,32.26,47,25.27,37038
37,39,120,41,34.17,47,39.17,32,26.67,37039
37,40,177,64,36.16,66,37.29,47,26.55,37040
37,41,134,53,39.55,36,26.87,45,33.58,37041
38,1,135,53,39.26,46,34.07,36,26.67,38001
38,2,152,61,40.13,45,29.61,46,30.26,38002
38,3,119,46,38.66,25,21.01,48,40.34,38003
38,4,132,65,49.24,32,24.24,35,26.52,38004
38,5,130,49,37.69,47,36.15,34,26.15,38005
38,6,109,34,31.19,26,23.85,49,44.95,38006
38,7,121,59,48.76,33,27.27,29,23.97,38007
38,8,125,44,35.2,37,29.6,44,35.2,38008
38,9,154,63,40.91,36,23.38,55,35.71,38009
38,10,110,37,33.64,34,30.91,39,35.45,38010
38,11,162,76,46.91,40,24.69,46,28.4,38011
38,12,134,65,48.51,34,25.37,35,26.12,38012
38,13,148,68,45.95,36,24.32,44,29.73,38013
38,14,155,53,34.19,51,32.9,51,32.9,38014
38,15,132,54,40.91,34,25.76,44,33.33,38015
38,16,140,46,32.86,46,32.86,48,34.29,38016
38,17,146,58,39.73,49,33.56,39,26.71,38017
38,18,148,50,33.78,58,39.19,40,27.03,38018
38,19,191,69,36.13,57,29.84,65,34.03,38019
38,20,149,65,43.62,49,32.89,35,23.49,38020
38,21,130,48,36.92,38,29.23,44,33.85,38021
38,22,163,69,42.33,51,31.29,43,26.38,38022
38,23,168,59,35.12,54,32.14,55,32.74,38023
38,24,137,55,40.15,39,28.47,43,31.39,38024
38,25,121,37,30.58,46,38.02,38,31.4,38025
38,26,141,54,38.3,44,31.21,43,30.5,38026
38,27,129,57,44.19,29,22.48,43,33.33,38027
38,28,158,55,34.81,60,37.97,43,27.22,38028
38,29,149,63,42.28,49,32.89,37,24.83,38029
