ward,precinct,total,Michael Cabonargi,Michael Cabonargi Percent,precinct_id
50,17,95,95,100.0,50017
50,18,27,27,100.0,50018
50,19,91,91,100.0,50019
50,20,151,151,100.0,50020
50,21,134,134,100.0,50021
50,22,108,108,100.0,50022
50,23,80,80,100.0,50023
50,25,100,100,100.0,50025
50,26,113,113,100.0,50026
50,27,50,50,100.0,50027
50,28,124,124,100.0,50028
50,29,87,87,100.0,50029
50,30,83,83,100.0,50030
50,31,157,157,100.0,50031
50,32,136,136,100.0,50032
50,33,128,128,100.0,50033
50,34,213,213,100.0,50034
50,35,230,230,100.0,50035
50,36,162,162,100.0,50036
50,37,177,177,100.0,50037
50,38,78,78,100.0,50038
50,39,68,68,100.0,50039
50,40,120,120,100.0,50040
