ward,precinct,total,Donne E. Trotter,Donne E. Trotter Percent,precinct_id
6,1,234,234,100.0,06001
6,2,206,206,100.0,06002
6,3,221,221,100.0,06003
6,8,189,189,100.0,06008
6,13,139,139,100.0,06013
6,14,185,185,100.0,06014
6,16,227,227,100.0,06016
6,19,28,28,100.0,06019
6,29,250,250,100.0,06029
6,31,254,254,100.0,06031
6,34,214,214,100.0,06034
6,35,186,186,100.0,06035
6,36,248,248,100.0,06036
6,37,251,251,100.0,06037
6,38,230,230,100.0,06038
6,39,141,141,100.0,06039
6,41,209,209,100.0,06041
6,42,162,162,100.0,06042
6,43,168,168,100.0,06043
6,44,164,164,100.0,06044
6,45,200,200,100.0,06045
6,46,113,113,100.0,06046
7,26,168,168,100.0,07026
7,27,178,178,100.0,07027
7,28,99,99,100.0,07028
7,29,154,154,100.0,07029
7,30,113,113,100.0,07030
7,32,144,144,100.0,07032
7,36,257,257,100.0,07036
7,37,17,17,100.0,07037
7,38,164,164,100.0,07038
7,39,177,177,100.0,07039
7,40,168,168,100.0,07040
7,41,177,177,100.0,07041
7,42,180,180,100.0,07042
7,43,186,186,100.0,07043
7,44,136,136,100.0,07044
7,45,144,144,100.0,07045
8,3,257,257,100.0,08003
8,4,252,252,100.0,08004
8,5,260,260,100.0,08005
8,6,218,218,100.0,08006
8,7,269,269,100.0,08007
8,8,246,246,100.0,08008
8,10,319,319,100.0,08010
8,11,167,167,100.0,08011
8,12,155,155,100.0,08012
8,14,101,101,100.0,08014
8,15,168,168,100.0,08015
8,17,204,204,100.0,08017
8,18,135,135,100.0,08018
8,19,266,266,100.0,08019
8,22,189,189,100.0,08022
8,23,163,163,100.0,08023
8,24,151,151,100.0,08024
8,25,173,173,100.0,08025
8,26,98,98,100.0,08026
8,27,249,249,100.0,08027
8,29,242,242,100.0,08029
8,30,205,205,100.0,08030
8,31,153,153,100.0,08031
8,32,157,157,100.0,08032
8,33,180,180,100.0,08033
8,34,199,199,100.0,08034
8,35,222,222,100.0,08035
8,36,233,233,100.0,08036
8,37,197,197,100.0,08037
8,38,114,114,100.0,08038
8,39,208,208,100.0,08039
8,40,162,162,100.0,08040
8,41,202,202,100.0,08041
8,43,72,72,100.0,08043
8,44,120,120,100.0,08044
8,45,147,147,100.0,08045
8,46,154,154,100.0,08046
8,47,168,168,100.0,08047
8,48,163,163,100.0,08048
8,49,190,190,100.0,08049
8,50,217,217,100.0,08050
8,51,234,234,100.0,08051
8,52,299,299,100.0,08052
8,53,109,109,100.0,08053
8,54,18,18,100.0,08054
8,56,236,236,100.0,08056
9,1,138,138,100.0,09001
9,7,3,3,100.0,09007
9,8,167,167,100.0,09008
9,9,153,153,100.0,09009
9,12,247,247,100.0,09012
9,13,173,173,100.0,09013
9,23,244,244,100.0,09023
9,24,199,199,100.0,09024
9,25,188,188,100.0,09025
9,28,12,12,100.0,09028
9,31,14,14,100.0,09031
9,36,155,155,100.0,09036
9,37,265,265,100.0,09037
9,38,79,79,100.0,09038
9,42,208,208,100.0,09042
9,43,74,74,100.0,09043
9,46,186,186,100.0,09046
9,47,227,227,100.0,09047
9,48,199,199,100.0,09048
9,49,182,182,100.0,09049
9,50,292,292,100.0,09050
9,51,219,219,100.0,09051
10,2,147,147,100.0,10002
10,3,129,129,100.0,10003
10,5,95,95,100.0,10005
10,9,105,105,100.0,10009
10,13,132,132,100.0,10013
10,14,0,0,0.0,10014
10,15,384,384,100.0,10015
10,16,91,91,100.0,10016
10,17,172,172,100.0,10017
10,21,1,1,100.0,10021
10,23,0,0,0.0,10023
10,24,113,113,100.0,10024
10,27,6,6,100.0,10027
10,33,0,0,0.0,10033
17,21,210,210,100.0,17021
21,31,155,155,100.0,21031
21,53,75,75,100.0,21053
