ward,precinct,total,Jeffrey R. Tobolski,Jeffrey R. Tobolski Percent,precinct_id
14,2,221,221,100.0,14002
14,7,161,161,100.0,14007
14,8,153,153,100.0,14008
14,12,187,187,100.0,14012
14,13,147,147,100.0,14013
14,18,76,76,100.0,14018
14,22,188,188,100.0,14022
14,27,155,155,100.0,14027
14,28,117,117,100.0,14028
