ward,precinct,total,Cynthia M. Santos,Cynthia M. Santos Percent,Melissa Lindberg,Melissa Lindberg Percent,precinct_id
1,3,209,112,53.59,97,46.41,01003
1,4,201,119,59.2,82,40.8,01004
1,5,176,90,51.14,86,48.86,01005
1,6,173,123,71.1,50,28.9,01006
1,8,172,107,62.21,65,37.79,01008
1,10,168,92,54.76,76,45.24,01010
1,11,192,96,50.0,96,50.0,01011
1,14,149,97,65.1,52,34.9,01014
1,21,190,114,60.0,76,40.0,01021
1,28,78,68,87.18,10,12.82,01028
1,32,113,77,68.14,36,31.86,01032
1,33,219,111,50.68,108,49.32,01033
1,35,216,131,60.65,85,39.35,01035
1,36,177,91,51.41,86,48.59,01036
1,37,192,122,63.54,70,36.46,01037
1,38,30,12,40.0,18,60.0,01038
1,39,167,95,56.89,72,43.11,01039
1,40,206,130,63.11,76,36.89,01040
2,1,185,101,54.59,84,45.41,02001
2,3,214,135,63.08,79,36.92,02003
2,4,141,82,58.16,59,41.84,02004
2,5,202,123,60.89,79,39.11,02005
2,6,150,84,56.0,66,44.0,02006
2,7,168,97,57.74,71,42.26,02007
2,8,183,108,59.02,75,40.98,02008
2,12,67,35,52.24,32,47.76,02012
2,14,24,18,75.0,6,25.0,02014
2,15,184,96,52.17,88,47.83,02015
2,16,170,114,67.06,56,32.94,02016
2,17,0,0,0.0,0,0.0,02017
2,20,106,60,56.6,46,43.4,02020
2,21,217,116,53.46,101,46.54,02021
2,22,167,83,49.7,84,50.3,02022
2,24,165,108,65.45,57,34.55,02024
2,25,184,110,59.78,74,40.22,02025
2,26,124,82,66.13,42,33.87,02026
2,28,139,79,56.83,60,43.17,02028
2,30,144,88,61.11,56,38.89,02030
2,31,209,108,51.67,101,48.33,02031
2,33,278,162,58.27,116,41.73,02033
2,37,162,103,63.58,59,36.42,02037
2,38,26,16,61.54,10,38.46,02038
2,44,108,69,63.89,39,36.11,02044
26,28,108,63,58.33,45,41.67,26028
26,32,161,104,64.6,57,35.4,26032
27,7,217,137,63.13,80,36.87,27007
27,12,75,50,66.67,25,33.33,27012
27,13,87,64,73.56,23,26.44,27013
27,27,5,1,20.0,4,80.0,27027
27,35,4,2,50.0,2,50.0,27035
27,37,7,6,85.71,1,14.29,27037
27,40,27,19,70.37,8,29.63,27040
27,42,32,18,56.25,14,43.75,27042
27,43,7,2,28.57,5,71.43,27043
27,46,86,54,62.79,32,37.21,27046
29,23,32,16,50.0,16,50.0,29023
29,29,149,103,69.13,46,30.87,29029
29,31,137,100,72.99,37,27.01,29031
29,32,109,74,67.89,35,32.11,29032
29,38,0,0,0.0,0,0.0,29038
29,39,83,69,83.13,14,16.87,29039
30,15,161,98,60.87,63,39.13,30015
30,17,78,60,76.92,18,23.08,30017
30,21,118,88,74.58,30,25.42,30021
32,1,222,136,61.26,86,38.74,32001
32,2,159,75,47.17,84,52.83,32002
32,4,184,102,55.43,82,44.57,32004
32,5,190,101,53.16,89,46.84,32005
32,6,182,99,54.4,83,45.6,32006
32,7,171,97,56.73,74,43.27,32007
32,8,168,93,55.36,75,44.64,32008
32,9,169,95,56.21,74,43.79,32009
32,10,186,96,51.61,90,48.39,32010
32,13,162,93,57.41,69,42.59,32013
32,15,178,110,61.8,68,38.2,32015
32,16,194,107,55.15,87,44.85,32016
32,18,143,92,64.34,51,35.66,32018
32,19,170,100,58.82,70,41.18,32019
32,21,211,122,57.82,89,42.18,32021
32,23,156,97,62.18,59,37.82,32023
32,24,91,55,60.44,36,39.56,32024
32,25,186,105,56.45,81,43.55,32025
32,27,151,93,61.59,58,38.41,32027
32,29,223,124,55.61,99,44.39,32029
32,30,130,67,51.54,63,48.46,32030
32,31,187,110,58.82,77,41.18,32031
32,32,199,104,52.26,95,47.74,32032
32,33,191,102,53.4,89,46.6,32033
32,34,175,94,53.71,81,46.29,32034
32,35,157,91,57.96,66,42.04,32035
32,36,181,88,48.62,93,51.38,32036
32,37,166,95,57.23,71,42.77,32037
32,38,154,110,71.43,44,28.57,32038
32,39,173,103,59.54,70,40.46,32039
32,40,199,112,56.28,87,43.72,32040
32,41,179,109,60.89,70,39.11,32041
32,42,150,76,50.67,74,49.33,32042
33,2,275,173,62.91,102,37.09,33002
33,3,28,16,57.14,12,42.86,33003
33,5,160,108,67.5,52,32.5,33005
33,7,138,84,60.87,54,39.13,33007
33,8,220,130,59.09,90,40.91,33008
33,10,17,13,76.47,4,23.53,33010
33,18,270,169,62.59,101,37.41,33018
33,19,112,57,50.89,55,49.11,33019
33,23,15,10,66.67,5,33.33,33023
33,24,371,223,60.11,148,39.89,33024
33,27,1,0,0.0,1,100.0,33027
36,7,207,150,72.46,57,27.54,36007
36,14,157,107,68.15,50,31.85,36014
36,15,190,132,69.47,58,30.53,36015
36,16,135,91,67.41,44,32.59,36016
36,17,182,123,67.58,59,32.42,36017
36,18,163,112,68.71,51,31.29,36018
36,20,74,47,63.51,27,36.49,36020
36,24,103,79,76.7,24,23.3,36024
36,26,117,91,77.78,26,22.22,36026
36,28,102,73,71.57,29,28.43,36028
36,29,77,54,70.13,23,29.87,36029
36,30,135,101,74.81,34,25.19,36030
38,2,171,101,59.06,70,40.94,38002
38,3,134,93,69.4,41,30.6,38003
38,4,155,110,70.97,45,29.03,38004
38,5,149,105,70.47,44,29.53,38005
38,6,136,104,76.47,32,23.53,38006
38,7,138,104,75.36,34,24.64,38007
38,8,135,93,68.89,42,31.11,38008
38,9,166,109,65.66,57,34.34,38009
38,10,127,80,62.99,47,37.01,38010
38,11,164,97,59.15,67,40.85,38011
38,12,148,98,66.22,50,33.78,38012
38,13,171,114,66.67,57,33.33,38013
38,14,168,107,63.69,61,36.31,38014
38,15,151,106,70.2,45,29.8,38015
38,16,157,95,60.51,62,39.49,38016
38,17,172,119,69.19,53,30.81,38017
38,18,161,89,55.28,72,44.72,38018
38,19,195,125,64.1,70,35.9,38019
38,20,154,91,59.09,63,40.91,38020
38,21,137,100,72.99,37,27.01,38021
38,22,176,106,60.23,70,39.77,38022
38,23,190,128,67.37,62,32.63,38023
38,24,155,99,63.87,56,36.13,38024
38,25,128,91,71.09,37,28.91,38025
38,26,156,94,60.26,62,39.74,38026
38,27,150,102,68.0,48,32.0,38027
38,28,180,106,58.89,74,41.11,38028
38,29,164,108,65.85,56,34.15,38029
38,30,147,104,70.75,43,29.25,38030
38,31,183,102,55.74,81,44.26,38031
38,32,142,80,56.34,62,43.66,38032
38,33,157,111,70.7,46,29.3,38033
38,34,168,116,69.05,52,30.95,38034
38,35,75,55,73.33,20,26.67,38035
38,36,139,86,61.87,53,38.13,38036
38,37,174,123,70.69,51,29.31,38037
38,38,146,96,65.75,50,34.25,38038
38,39,198,132,66.67,66,33.33,38039
38,40,180,118,65.56,62,34.44,38040
39,1,204,116,56.86,88,43.14,39001
39,2,173,102,58.96,71,41.04,39002
39,3,244,143,58.61,101,41.39,39003
39,4,197,112,56.85,85,43.15,39004
39,5,178,107,60.11,71,39.89,39005
39,6,194,113,58.25,81,41.75,39006
39,7,159,102,64.15,57,35.85,39007
39,8,201,125,62.19,76,37.81,39008
39,9,169,98,57.99,71,42.01,39009
39,10,100,56,56.0,44,44.0,39010
39,11,154,101,65.58,53,34.42,39011
39,12,171,113,66.08,58,33.92,39012
39,13,139,85,61.15,54,38.85,39013
39,14,153,94,61.44,59,38.56,39014
39,15,178,113,63.48,65,36.52,39015
39,16,127,79,62.2,48,37.8,39016
39,17,227,133,58.59,94,41.41,39017
39,18,199,119,59.8,80,40.2,39018
39,19,205,127,61.95,78,38.05,39019
39,20,213,135,63.38,78,36.62,39020
39,21,167,100,59.88,67,40.12,39021
39,22,129,85,65.89,44,34.11,39022
39,23,207,127,61.35,80,38.65,39023
39,24,226,131,57.96,95,42.04,39024
39,25,154,100,64.94,54,35.06,39025
39,26,166,114,68.67,52,31.33,39026
39,27,39,22,56.41,17,43.59,39027
39,28,129,77,59.69,52,40.31,39028
39,29,105,71,67.62,34,32.38,39029
39,30,231,130,56.28,101,43.72,39030
39,32,159,101,63.52,58,36.48,39032
39,33,202,117,57.92,85,42.08,39033
39,34,197,122,61.93,75,38.07,39034
39,35,170,86,50.59,84,49.41,39035
39,36,57,38,66.67,19,33.33,39036
39,37,226,126,55.75,100,44.25,39037
39,38,129,85,65.89,44,34.11,39038
39,39,115,71,61.74,44,38.26,39039
39,40,157,90,57.32,67,42.68,39040
39,41,196,106,54.08,90,45.92,39041
39,42,227,134,59.03,93,40.97,39042
39,43,205,127,61.95,78,38.05,39043
39,44,143,82,57.34,61,42.66,39044
39,45,187,108,57.75,79,42.25,39045
40,1,155,105,67.74,50,32.26,40001
40,2,183,121,66.12,62,33.88,40002
40,3,280,173,61.79,107,38.21,40003
40,5,226,153,67.7,73,32.3,40005
40,6,251,159,63.35,92,36.65,40006
40,7,239,139,58.16,100,41.84,40007
40,8,286,144,50.35,142,49.65,40008
40,10,51,35,68.63,16,31.37,40010
40,11,232,145,62.5,87,37.5,40011
40,12,148,94,63.51,54,36.49,40012
40,13,345,207,60.0,138,40.0,40013
40,14,125,82,65.6,43,34.4,40014
40,15,188,128,68.09,60,31.91,40015
40,16,276,168,60.87,108,39.13,40016
40,17,193,116,60.1,77,39.9,40017
40,19,230,160,69.57,70,30.43,40019
40,20,179,110,61.45,69,38.55,40020
40,21,274,167,60.95,107,39.05,40021
40,23,282,162,57.45,120,42.55,40023
40,24,153,104,67.97,49,32.03,40024
40,25,221,142,64.25,79,35.75,40025
40,29,220,137,62.27,83,37.73,40029
40,30,207,149,71.98,58,28.02,40030
40,31,81,52,64.2,29,35.8,40031
40,32,291,166,57.04,125,42.96,40032
40,34,155,106,68.39,49,31.61,40034
40,38,304,138,45.39,166,54.61,40038
41,3,172,111,64.53,61,35.47,41003
41,6,233,139,59.66,94,40.34,41006
41,9,163,96,58.9,67,41.1,41009
41,11,63,48,76.19,15,23.81,41011
41,12,162,108,66.67,54,33.33,41012
41,14,201,128,63.68,73,36.32,41014
41,16,141,98,69.5,43,30.5,41016
41,17,167,97,58.08,70,41.92,41017
41,19,201,104,51.74,97,48.26,41019
41,21,177,108,61.02,69,38.98,41021
41,22,226,122,53.98,104,46.02,41022
41,23,79,57,72.15,22,27.85,41023
41,24,132,79,59.85,53,40.15,41024
41,26,184,113,61.41,71,38.59,41026
41,27,106,73,68.87,33,31.13,41027
41,30,165,107,64.85,58,35.15,41030
41,32,148,83,56.08,65,43.92,41032
41,33,125,83,66.4,42,33.6,41033
41,35,223,121,54.26,102,45.74,41035
41,38,174,100,57.47,74,42.53,41038
41,39,209,129,61.72,80,38.28,41039
41,45,64,42,65.63,22,34.38,41045
41,46,220,131,59.55,89,40.45,41046
41,47,183,116,63.39,67,36.61,41047
43,2,145,84,57.93,61,42.07,43002
43,3,166,80,48.19,86,51.81,43003
43,4,170,83,48.82,87,51.18,43004
