ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,precinct_id
8,21,277,277,100.0,08021
8,22,204,204,100.0,08022
8,23,185,185,100.0,08023
8,24,167,167,100.0,08024
8,25,197,197,100.0,08025
8,26,209,209,100.0,08026
8,27,56,56,100.0,08027
8,29,274,274,100.0,08029
8,30,225,225,100.0,08030
8,31,171,171,100.0,08031
8,33,223,223,100.0,08033
8,34,224,224,100.0,08034
8,35,249,249,100.0,08035
8,37,221,221,100.0,08037
8,38,136,136,100.0,08038
8,40,176,176,100.0,08040
8,41,226,226,100.0,08041
8,43,106,106,100.0,08043
8,44,145,145,100.0,08044
8,45,172,172,100.0,08045
8,47,180,180,100.0,08047
8,48,187,187,100.0,08048
8,49,191,191,100.0,08049
8,50,140,140,100.0,08050
8,51,264,264,100.0,08051
8,52,315,315,100.0,08052
8,54,142,142,100.0,08054
8,55,202,202,100.0,08055
8,56,255,255,100.0,08056
9,12,254,254,100.0,09012
9,23,268,268,100.0,09023
9,24,218,218,100.0,09024
9,25,210,210,100.0,09025
9,36,179,179,100.0,09036
9,42,230,230,100.0,09042
9,47,252,252,100.0,09047
9,48,221,221,100.0,09048
9,49,212,212,100.0,09049
9,50,321,321,100.0,09050
9,51,231,231,100.0,09051
13,19,132,132,100.0,13019
13,41,34,34,100.0,13041
16,6,0,0,0.0,16006
16,9,146,146,100.0,16009
16,27,10,10,100.0,16027
16,28,151,151,100.0,16028
16,30,113,113,100.0,16030
16,31,32,32,100.0,16031
16,34,29,29,100.0,16034
17,1,146,146,100.0,17001
17,2,155,155,100.0,17002
17,3,166,166,100.0,17003
17,4,254,254,100.0,17004
17,5,138,138,100.0,17005
17,6,65,65,100.0,17006
17,8,123,123,100.0,17008
17,9,153,153,100.0,17009
17,10,244,244,100.0,17010
17,11,128,128,100.0,17011
17,12,27,27,100.0,17012
17,13,0,0,0.0,17013
17,15,189,189,100.0,17015
17,16,93,93,100.0,17016
17,17,151,151,100.0,17017
17,18,219,219,100.0,17018
17,20,271,271,100.0,17020
17,21,271,271,100.0,17021
17,22,167,167,100.0,17022
17,23,127,127,100.0,17023
17,24,223,223,100.0,17024
17,25,121,121,100.0,17025
17,26,203,203,100.0,17026
17,27,191,191,100.0,17027
17,28,137,137,100.0,17028
17,29,158,158,100.0,17029
17,30,94,94,100.0,17030
17,32,131,131,100.0,17032
17,33,45,45,100.0,17033
17,34,134,134,100.0,17034
17,35,20,20,100.0,17035
17,36,136,136,100.0,17036
17,37,153,153,100.0,17037
17,38,157,157,100.0,17038
17,39,182,182,100.0,17039
17,40,218,218,100.0,17040
17,41,247,247,100.0,17041
18,1,146,146,100.0,18001
18,2,122,122,100.0,18002
18,3,122,122,100.0,18003
18,4,255,255,100.0,18004
18,5,136,136,100.0,18005
18,6,133,133,100.0,18006
18,7,168,168,100.0,18007
18,8,200,200,100.0,18008
18,9,246,246,100.0,18009
18,10,300,300,100.0,18010
18,11,158,158,100.0,18011
18,12,192,192,100.0,18012
18,13,230,230,100.0,18013
18,14,212,212,100.0,18014
18,15,2,2,100.0,18015
18,16,179,179,100.0,18016
18,17,185,185,100.0,18017
18,18,200,200,100.0,18018
18,19,225,225,100.0,18019
18,20,163,163,100.0,18020
18,21,256,256,100.0,18021
18,22,262,262,100.0,18022
18,23,163,163,100.0,18023
18,26,267,267,100.0,18026
18,27,150,150,100.0,18027
18,28,137,137,100.0,18028
18,29,205,205,100.0,18029
18,31,197,197,100.0,18031
18,32,237,237,100.0,18032
18,33,171,171,100.0,18033
18,34,273,273,100.0,18034
18,35,267,267,100.0,18035
18,36,191,191,100.0,18036
18,37,239,239,100.0,18037
18,38,204,204,100.0,18038
18,39,147,147,100.0,18039
18,41,252,252,100.0,18041
18,42,147,147,100.0,18042
18,44,134,134,100.0,18044
18,45,137,137,100.0,18045
18,47,139,139,100.0,18047
18,48,162,162,100.0,18048
18,49,121,121,100.0,18049
18,50,139,139,100.0,18050
19,2,287,287,100.0,19002
19,5,186,186,100.0,19005
19,10,40,40,100.0,19010
19,11,9,9,100.0,19011
19,13,343,343,100.0,19013
19,14,237,237,100.0,19014
19,20,247,247,100.0,19020
19,25,70,70,100.0,19025
19,27,246,246,100.0,19027
19,28,297,297,100.0,19028
19,31,178,178,100.0,19031
19,36,311,311,100.0,19036
19,37,251,251,100.0,19037
19,38,236,236,100.0,19038
19,39,70,70,100.0,19039
19,40,223,223,100.0,19040
19,42,178,178,100.0,19042
19,43,345,345,100.0,19043
19,47,365,365,100.0,19047
19,48,274,274,100.0,19048
19,49,336,336,100.0,19049
19,57,22,22,100.0,19057
20,1,211,211,100.0,20001
20,3,157,157,100.0,20003
20,5,215,215,100.0,20005
20,7,165,165,100.0,20007
20,8,196,196,100.0,20008
20,9,265,265,100.0,20009
20,10,150,150,100.0,20010
20,11,65,65,100.0,20011
20,12,115,115,100.0,20012
20,13,206,206,100.0,20013
20,14,117,117,100.0,20014
20,16,200,200,100.0,20016
20,18,142,142,100.0,20018
20,19,158,158,100.0,20019
20,22,254,254,100.0,20022
20,23,191,191,100.0,20023
20,24,185,185,100.0,20024
20,26,227,227,100.0,20026
20,27,76,76,100.0,20027
20,28,124,124,100.0,20028
20,29,254,254,100.0,20029
20,30,2,2,100.0,20030
20,31,47,47,100.0,20031
20,33,153,153,100.0,20033
20,34,231,231,100.0,20034
20,35,78,78,100.0,20035
20,37,60,60,100.0,20037
21,1,238,238,100.0,21001
21,2,149,149,100.0,21002
21,3,245,245,100.0,21003
21,4,202,202,100.0,21004
21,5,254,254,100.0,21005
21,6,160,160,100.0,21006
21,7,241,241,100.0,21007
21,8,230,230,100.0,21008
21,9,251,251,100.0,21009
21,10,185,185,100.0,21010
21,11,204,204,100.0,21011
21,12,174,174,100.0,21012
21,13,204,204,100.0,21013
21,14,278,278,100.0,21014
21,15,175,175,100.0,21015
21,16,191,191,100.0,21016
21,17,169,169,100.0,21017
21,18,238,238,100.0,21018
21,19,229,229,100.0,21019
21,20,167,167,100.0,21020
21,21,196,196,100.0,21021
21,22,197,197,100.0,21022
21,23,185,185,100.0,21023
21,24,230,230,100.0,21024
21,25,201,201,100.0,21025
21,26,194,194,100.0,21026
21,27,193,193,100.0,21027
21,28,250,250,100.0,21028
21,29,232,232,100.0,21029
21,30,172,172,100.0,21030
21,31,175,175,100.0,21031
21,32,196,196,100.0,21032
21,33,188,188,100.0,21033
21,34,189,189,100.0,21034
21,35,265,265,100.0,21035
21,36,199,199,100.0,21036
21,37,186,186,100.0,21037
21,38,192,192,100.0,21038
21,39,146,146,100.0,21039
21,40,197,197,100.0,21040
21,41,209,209,100.0,21041
21,42,242,242,100.0,21042
21,43,210,210,100.0,21043
21,44,214,214,100.0,21044
21,45,175,175,100.0,21045
21,46,234,234,100.0,21046
21,47,170,170,100.0,21047
21,48,195,195,100.0,21048
21,49,261,261,100.0,21049
21,50,169,169,100.0,21050
21,51,204,204,100.0,21051
21,52,204,204,100.0,21052
21,53,158,158,100.0,21053
21,54,193,193,100.0,21054
34,1,246,246,100.0,34001
34,2,155,155,100.0,34002
34,3,192,192,100.0,34003
34,5,185,185,100.0,34005
34,6,229,229,100.0,34006
34,7,244,244,100.0,34007
34,8,170,170,100.0,34008
34,9,144,144,100.0,34009
34,10,218,218,100.0,34010
34,11,150,150,100.0,34011
34,12,197,197,100.0,34012
34,13,219,219,100.0,34013
34,14,152,152,100.0,34014
34,15,161,161,100.0,34015
34,16,168,168,100.0,34016
34,17,260,260,100.0,34017
34,19,204,204,100.0,34019
34,20,266,266,100.0,34020
34,21,274,274,100.0,34021
34,22,60,60,100.0,34022
34,25,330,330,100.0,34025
34,26,230,230,100.0,34026
34,29,166,166,100.0,34029
34,30,84,84,100.0,34030
34,31,163,163,100.0,34031
34,32,173,173,100.0,34032
34,33,161,161,100.0,34033
34,34,233,233,100.0,34034
34,35,212,212,100.0,34035
34,40,219,219,100.0,34040
34,41,4,4,100.0,34041
34,42,256,256,100.0,34042
34,43,222,222,100.0,34043
34,44,232,232,100.0,34044
34,45,207,207,100.0,34045
34,46,164,164,100.0,34046
34,47,177,177,100.0,34047
34,48,263,263,100.0,34048
34,49,222,222,100.0,34049
34,50,145,145,100.0,34050
34,51,246,246,100.0,34051
34,52,169,169,100.0,34052
