ward,precinct,total,Bobby L. Rush,Bobby L. Rush Percent,precinct_id
3,2,29,29,100.0,03002
3,4,144,144,100.0,03004
3,7,217,217,100.0,03007
3,12,22,22,100.0,03012
3,18,130,130,100.0,03018
3,23,44,44,100.0,03023
3,29,0,0,0.0,03029
3,30,114,114,100.0,03030
3,31,17,17,100.0,03031
3,35,84,84,100.0,03035
3,38,286,286,100.0,03038
3,41,216,216,100.0,03041
4,1,318,318,100.0,04001
4,3,238,238,100.0,04003
4,4,36,36,100.0,04004
4,8,294,294,100.0,04008
4,9,373,373,100.0,04009
4,11,92,92,100.0,04011
4,12,284,284,100.0,04012
4,14,249,249,100.0,04014
4,15,242,242,100.0,04015
4,18,283,283,100.0,04018
4,19,185,185,100.0,04019
4,22,240,240,100.0,04022
4,23,354,354,100.0,04023
4,24,239,239,100.0,04024
4,26,260,260,100.0,04026
4,27,308,308,100.0,04027
4,28,70,70,100.0,04028
4,29,166,166,100.0,04029
4,30,286,286,100.0,04030
4,31,352,352,100.0,04031
4,32,288,288,100.0,04032
4,33,270,270,100.0,04033
4,36,167,167,100.0,04036
4,38,319,319,100.0,04038
5,2,159,159,100.0,05002
5,3,225,225,100.0,05003
5,4,308,308,100.0,05004
5,5,235,235,100.0,05005
5,7,269,269,100.0,05007
5,8,240,240,100.0,05008
5,9,306,306,100.0,05009
5,10,162,162,100.0,05010
5,11,105,105,100.0,05011
5,12,167,167,100.0,05012
5,13,195,195,100.0,05013
5,15,209,209,100.0,05015
5,16,211,211,100.0,05016
5,17,209,209,100.0,05017
5,18,152,152,100.0,05018
5,19,241,241,100.0,05019
5,20,301,301,100.0,05020
5,21,239,239,100.0,05021
5,22,306,306,100.0,05022
5,24,271,271,100.0,05024
5,25,64,64,100.0,05025
5,27,189,189,100.0,05027
5,30,181,181,100.0,05030
5,33,290,290,100.0,05033
5,34,235,235,100.0,05034
5,35,224,224,100.0,05035
5,39,203,203,100.0,05039
6,1,269,269,100.0,06001
6,2,230,230,100.0,06002
6,3,261,261,100.0,06003
6,4,143,143,100.0,06004
6,5,106,106,100.0,06005
6,6,224,224,100.0,06006
6,7,211,211,100.0,06007
6,8,216,216,100.0,06008
6,9,155,155,100.0,06009
6,10,121,121,100.0,06010
6,11,179,179,100.0,06011
6,12,130,130,100.0,06012
6,13,167,167,100.0,06013
6,14,223,223,100.0,06014
6,15,145,145,100.0,06015
6,16,262,262,100.0,06016
6,17,132,132,100.0,06017
6,18,128,128,100.0,06018
6,19,182,182,100.0,06019
6,20,111,111,100.0,06020
6,21,4,4,100.0,06021
6,22,117,117,100.0,06022
6,23,88,88,100.0,06023
6,24,110,110,100.0,06024
6,25,111,111,100.0,06025
6,26,133,133,100.0,06026
6,27,104,104,100.0,06027
6,28,100,100,100.0,06028
6,29,272,272,100.0,06029
6,30,153,153,100.0,06030
6,31,284,284,100.0,06031
6,32,215,215,100.0,06032
6,33,216,216,100.0,06033
6,34,235,235,100.0,06034
6,35,215,215,100.0,06035
6,36,287,287,100.0,06036
6,37,267,267,100.0,06037
6,38,245,245,100.0,06038
6,39,169,169,100.0,06039
6,40,189,189,100.0,06040
6,41,218,218,100.0,06041
6,42,189,189,100.0,06042
6,43,185,185,100.0,06043
6,44,186,186,100.0,06044
6,45,221,221,100.0,06045
6,46,131,131,100.0,06046
6,47,167,167,100.0,06047
6,48,215,215,100.0,06048
7,1,158,158,100.0,07001
8,1,170,170,100.0,08001
8,2,191,191,100.0,08002
8,3,287,287,100.0,08003
8,4,103,103,100.0,08004
8,5,281,281,100.0,08005
8,6,235,235,100.0,08006
8,8,254,254,100.0,08008
8,10,333,333,100.0,08010
8,11,195,195,100.0,08011
8,12,183,183,100.0,08012
8,13,235,235,100.0,08013
8,14,126,126,100.0,08014
8,15,193,193,100.0,08015
8,16,58,58,100.0,08016
8,18,159,159,100.0,08018
8,19,289,289,100.0,08019
8,20,273,273,100.0,08020
