ward,precinct,total,Pat Quinn,Pat Quinn Percent,Renato Mariotti,Renato Mariotti Percent,Scott Drury,Scott Drury Percent,Nancy Rotering,Nancy Rotering Percent,Kwame Raoul,Kwame Raoul Percent,Jesse Ruiz,Jesse Ruiz Percent,Sharon Fairley,Sharon Fairley Percent,Aaron Goldstein,Aaron Goldstein Percent,precinct_id
18,36,211,49,23.22,1,0.47,11,5.21,6,2.84,105,49.76,15,7.11,17,8.06,7,3.32,18036
18,37,260,60,23.08,6,2.31,8,3.08,5,1.92,146,56.15,10,3.85,20,7.69,5,1.92,18037
18,38,211,37,17.54,2,0.95,4,1.9,5,2.37,140,66.35,7,3.32,13,6.16,3,1.42,18038
18,39,162,38,23.46,5,3.09,4,2.47,5,3.09,90,55.56,11,6.79,6,3.7,3,1.85,18039
18,40,240,68,28.33,7,2.92,13,5.42,15,6.25,73,30.42,43,17.92,12,5.0,9,3.75,18040
18,41,276,56,20.29,6,2.17,2,0.72,3,1.09,174,63.04,3,1.09,26,9.42,6,2.17,18041
18,42,158,28,17.72,3,1.9,6,3.8,4,2.53,99,62.66,7,4.43,10,6.33,1,0.63,18042
18,43,134,50,37.31,9,6.72,6,4.48,11,8.21,19,14.18,27,20.15,9,6.72,3,2.24,18043
18,44,181,55,30.39,6,3.31,19,10.5,5,2.76,57,31.49,22,12.15,16,8.84,1,0.55,18044
18,45,160,42,26.25,3,1.88,6,3.75,11,6.88,57,35.63,27,16.88,10,6.25,4,2.5,18045
18,46,225,84,37.33,8,3.56,17,7.56,12,5.33,42,18.67,40,17.78,18,8.0,4,1.78,18046
18,47,150,44,29.33,3,2.0,5,3.33,9,6.0,73,48.67,7,4.67,9,6.0,0,0.0,18047
18,48,168,51,30.36,4,2.38,1,0.6,6,3.57,89,52.98,7,4.17,9,5.36,1,0.6,18048
18,49,134,23,17.16,1,0.75,4,2.99,7,5.22,86,64.18,6,4.48,6,4.48,1,0.75,18049
18,50,145,39,26.9,1,0.69,7,4.83,3,2.07,78,53.79,9,6.21,6,4.14,2,1.38,18050
19,1,259,94,36.29,9,3.47,38,14.67,17,6.56,60,23.17,14,5.41,21,8.11,6,2.32,19001
19,2,407,73,17.94,10,2.46,27,6.63,16,3.93,206,50.61,13,3.19,59,14.5,3,0.74,19002
19,3,149,54,36.24,4,2.68,29,19.46,8,5.37,36,24.16,1,0.67,13,8.72,4,2.68,19003
19,4,268,102,38.06,7,2.61,49,18.28,11,4.1,66,24.63,6,2.24,20,7.46,7,2.61,19004
19,5,339,71,20.94,11,3.24,34,10.03,12,3.54,135,39.82,18,5.31,48,14.16,10,2.95,19005
19,6,248,76,30.65,6,2.42,45,18.15,24,9.68,68,27.42,9,3.63,19,7.66,1,0.4,19006
19,7,254,82,32.28,7,2.76,35,13.78,18,7.09,73,28.74,10,3.94,25,9.84,4,1.57,19007
19,8,219,73,33.33,9,4.11,33,15.07,12,5.48,53,24.2,8,3.65,24,10.96,7,3.2,19008
19,9,207,67,32.37,5,2.42,22,10.63,32,15.46,48,23.19,14,6.76,14,6.76,5,2.42,19009
19,10,397,86,21.66,14,3.53,34,8.56,26,6.55,143,36.02,17,4.28,69,17.38,8,2.02,19010
19,11,208,76,36.54,4,1.92,40,19.23,21,10.1,41,19.71,4,1.92,14,6.73,8,3.85,19011
19,12,186,55,29.57,4,2.15,37,19.89,15,8.06,47,25.27,10,5.38,12,6.45,6,3.23,19012
19,13,368,65,17.66,2,0.54,10,2.72,10,2.72,237,64.4,11,2.99,28,7.61,5,1.36,19013
19,14,309,88,28.48,6,1.94,19,6.15,26,8.41,117,37.86,10,3.24,37,11.97,6,1.94,19014
19,15,266,86,32.33,10,3.76,38,14.29,22,8.27,70,26.32,15,5.64,20,7.52,5,1.88,19015
19,16,253,90,35.57,5,1.98,47,18.58,18,7.11,56,22.13,11,4.35,22,8.7,4,1.58,19016
19,17,233,75,32.19,9,3.86,41,17.6,16,6.87,53,22.75,12,5.15,23,9.87,4,1.72,19017
19,18,271,52,19.19,12,4.43,35,12.92,23,8.49,87,32.1,16,5.9,41,15.13,5,1.85,19018
19,19,371,75,20.22,7,1.89,42,11.32,28,7.55,156,42.05,7,1.89,49,13.21,7,1.89,19019
19,20,267,61,22.85,7,2.62,17,6.37,7,2.62,129,48.31,10,3.75,25,9.36,11,4.12,19020
19,21,194,71,36.6,9,4.64,29,14.95,10,5.15,48,24.74,11,5.67,12,6.19,4,2.06,19021
19,22,315,50,15.87,12,3.81,40,12.7,17,5.4,121,38.41,12,3.81,55,17.46,8,2.54,19022
19,23,278,90,32.37,4,1.44,52,18.71,18,6.47,63,22.66,14,5.04,29,10.43,8,2.88,19023
19,24,183,57,31.15,9,4.92,29,15.85,4,2.19,58,31.69,7,3.83,16,8.74,3,1.64,19024
19,25,276,59,21.38,6,2.17,42,15.22,15,5.43,87,31.52,8,2.9,49,17.75,10,3.62,19025
19,26,304,80,26.32,14,4.61,33,10.86,26,8.55,93,30.59,6,1.97,52,17.11,0,0.0,19026
19,27,296,59,19.93,5,1.69,14,4.73,15,5.07,151,51.01,13,4.39,36,12.16,3,1.01,19027
19,28,324,56,17.28,2,0.62,11,3.4,12,3.7,199,61.42,10,3.09,29,8.95,5,1.54,19028
19,29,199,71,35.68,6,3.02,34,17.09,17,8.54,50,25.13,8,4.02,11,5.53,2,1.01,19029
19,30,198,71,35.86,4,2.02,40,20.2,23,11.62,37,18.69,4,2.02,14,7.07,5,2.53,19030
19,31,268,60,22.39,11,4.1,40,14.93,19,7.09,87,32.46,8,2.99,42,15.67,1,0.37,19031
19,32,236,75,31.78,6,2.54,37,15.68,11,4.66,61,25.85,13,5.51,28,11.86,5,2.12,19032
19,33,216,91,42.13,11,5.09,46,21.3,5,2.31,27,12.5,20,9.26,15,6.94,1,0.46,19033
19,34,271,62,22.88,7,2.58,31,11.44,24,8.86,78,28.78,9,3.32,53,19.56,7,2.58,19034
19,35,298,84,28.19,6,2.01,36,12.08,18,6.04,101,33.89,15,5.03,33,11.07,5,1.68,19035
19,36,354,68,19.21,7,1.98,12,3.39,13,3.67,196,55.37,10,2.82,38,10.73,10,2.82,19036
19,37,303,57,18.81,6,1.98,13,4.29,25,8.25,125,41.25,18,5.94,49,16.17,10,3.3,19037
19,38,269,49,18.22,11,4.09,17,6.32,12,4.46,144,53.53,4,1.49,30,11.15,2,0.74,19038
19,39,74,15,20.27,3,4.05,2,2.7,1,1.35,40,54.05,2,2.7,8,10.81,3,4.05,19039
19,40,290,69,23.79,11,3.79,17,5.86,18,6.21,101,34.83,16,5.52,53,18.28,5,1.72,19040
19,41,207,90,43.48,6,2.9,29,14.01,8,3.86,46,22.22,4,1.93,16,7.73,8,3.86,19041
19,42,227,33,14.54,5,2.2,13,5.73,9,3.96,119,52.42,7,3.08,36,15.86,5,2.2,19042
19,43,383,51,13.32,5,1.31,8,2.09,9,2.35,274,71.54,5,1.31,25,6.53,6,1.57,19043
19,44,231,82,35.5,4,1.73,45,19.48,21,9.09,52,22.51,4,1.73,18,7.79,5,2.16,19044
19,45,272,78,28.68,11,4.04,40,14.71,12,4.41,73,26.84,20,7.35,27,9.93,11,4.04,19045
19,46,284,97,34.15,8,2.82,39,13.73,14,4.93,72,25.35,16,5.63,31,10.92,7,2.46,19046
19,47,436,89,20.41,4,0.92,24,5.5,16,3.67,226,51.83,15,3.44,52,11.93,10,2.29,19047
19,48,310,71,22.9,5,1.61,1,0.32,9,2.9,190,61.29,9,2.9,24,7.74,1,0.32,19048
19,49,379,63,16.62,2,0.53,14,3.69,4,1.06,210,55.41,18,4.75,60,15.83,8,2.11,19049
19,50,207,60,28.99,3,1.45,38,18.36,4,1.93,61,29.47,16,7.73,22,10.63,3,1.45,19050
19,51,321,103,32.09,10,3.12,41,12.77,22,6.85,83,25.86,14,4.36,40,12.46,8,2.49,19051
19,52,227,83,36.56,6,2.64,35,15.42,12,5.29,57,25.11,12,5.29,21,9.25,1,0.44,19052
19,53,261,84,32.18,8,3.07,29,11.11,13,4.98,78,29.89,9,3.45,34,13.03,6,2.3,19053
19,54,157,51,32.48,9,5.73,24,15.29,10,6.37,40,25.48,7,4.46,11,7.01,5,3.18,19054
19,55,190,64,33.68,7,3.68,40,21.05,12,6.32,44,23.16,7,3.68,13,6.84,3,1.58,19055
19,56,321,55,17.13,9,2.8,26,8.1,20,6.23,138,42.99,15,4.67,54,16.82,4,1.25,19056
19,57,265,61,23.02,7,2.64,16,6.04,22,8.3,94,35.47,9,3.4,53,20.0,3,1.13,19057
20,1,229,53,23.14,1,0.44,4,1.75,6,2.62,145,63.32,7,3.06,11,4.8,2,0.87,20001
20,2,82,27,32.93,0,0.0,3,3.66,3,3.66,41,50.0,1,1.22,6,7.32,1,1.22,20002
20,3,175,55,31.43,0,0.0,2,1.14,3,1.71,92,52.57,3,1.71,15,8.57,5,2.86,20003
20,4,81,23,28.4,5,6.17,1,1.23,1,1.23,40,49.38,5,6.17,4,4.94,2,2.47,20004
20,5,244,42,17.21,4,1.64,4,1.64,5,2.05,155,63.52,4,1.64,22,9.02,8,3.28,20005
20,6,84,20,23.81,0,0.0,2,2.38,5,5.95,52,61.9,1,1.19,3,3.57,1,1.19,20006
20,7,178,33,18.54,3,1.69,4,2.25,4,2.25,108,60.67,7,3.93,15,8.43,4,2.25,20007
20,8,217,44,20.28,3,1.38,5,2.3,6,2.76,137,63.13,7,3.23,12,5.53,3,1.38,20008
20,9,299,61,20.4,3,1.0,4,1.34,6,2.01,185,61.87,6,2.01,28,9.36,6,2.01,20009
20,10,153,26,16.99,3,1.96,1,0.65,4,2.61,112,73.2,2,1.31,3,1.96,2,1.31,20010
20,11,244,50,20.49,3,1.23,6,2.46,7,2.87,158,64.75,4,1.64,13,5.33,3,1.23,20011
20,12,127,39,30.71,0,0.0,3,2.36,3,2.36,70,55.12,5,3.94,6,4.72,1,0.79,20012
20,13,232,59,25.43,3,1.29,7,3.02,5,2.16,132,56.9,5,2.16,18,7.76,3,1.29,20013
20,14,124,24,19.35,8,6.45,0,0.0,2,1.61,77,62.1,5,4.03,7,5.65,1,0.81,20014
20,15,136,41,30.15,2,1.47,3,2.21,13,9.56,21,15.44,49,36.03,6,4.41,1,0.74,20015
20,16,232,56,24.14,2,0.86,5,2.16,6,2.59,128,55.17,8,3.45,24,10.34,3,1.29,20016
20,17,101,24,23.76,3,2.97,4,3.96,2,1.98,44,43.56,16,15.84,5,4.95,3,2.97,20017
20,18,151,29,19.21,3,1.99,0,0.0,5,3.31,90,59.6,6,3.97,17,11.26,1,0.66,20018
20,19,175,37,21.14,1,0.57,4,2.29,4,2.29,102,58.29,7,4.0,17,9.71,3,1.71,20019
20,20,122,48,39.34,1,0.82,1,0.82,8,6.56,18,14.75,36,29.51,4,3.28,6,4.92,20020
20,21,118,30,25.42,4,3.39,3,2.54,6,5.08,55,46.61,5,4.24,12,10.17,3,2.54,20021
20,22,274,46,16.79,2,0.73,2,0.73,3,1.09,172,62.77,11,4.01,32,11.68,6,2.19,20022
20,23,217,48,22.12,0,0.0,2,0.92,5,2.3,137,63.13,3,1.38,18,8.29,4,1.84,20023
20,24,209,29,13.88,2,0.96,1,0.48,12,5.74,128,61.24,7,3.35,18,8.61,12,5.74,20024
20,25,142,37,26.06,2,1.41,3,2.11,4,2.82,84,59.15,2,1.41,10,7.04,0,0.0,20025
20,26,250,54,21.6,3,1.2,2,0.8,15,6.0,147,58.8,7,2.8,18,7.2,4,1.6,20026
20,27,107,27,25.23,2,1.87,5,4.67,4,3.74,59,55.14,3,2.8,6,5.61,1,0.93,20027
20,28,133,28,21.05,1,0.75,4,3.01,3,2.26,86,64.66,2,1.5,4,3.01,5,3.76,20028
20,29,289,57,19.72,4,1.38,9,3.11,10,3.46,184,63.67,5,1.73,18,6.23,2,0.69,20029
20,30,98,25,25.51,1,1.02,0,0.0,4,4.08,61,62.24,1,1.02,6,6.12,0,0.0,20030
20,31,221,46,20.81,1,0.45,6,2.71,9,4.07,133,60.18,5,2.26,16,7.24,5,2.26,20031
20,32,177,57,32.2,3,1.69,5,2.82,1,0.56,95,53.67,5,2.82,10,5.65,1,0.56,20032
20,33,159,34,21.38,4,2.52,2,1.26,3,1.89,100,62.89,3,1.89,11,6.92,2,1.26,20033
20,34,270,50,18.52,5,1.85,4,1.48,4,1.48,156,57.78,7,2.59,28,10.37,16,5.93,20034
20,35,85,21,24.71,0,0.0,3,3.53,3,3.53,47,55.29,6,7.06,4,4.71,1,1.18,20035
20,36,60,16,26.67,1,1.67,4,6.67,2,3.33,31,51.67,0,0.0,4,6.67,2,3.33,20036
20,37,71,14,19.72,0,0.0,0,0.0,1,1.41,45,63.38,4,5.63,7,9.86,0,0.0,20037
20,38,70,19,27.14,0,0.0,2,2.86,0,0.0,42,60.0,4,5.71,3,4.29,0,0.0,20038
20,39,17,2,11.76,0,0.0,0,0.0,0,0.0,13,76.47,0,0.0,2,11.76,0,0.0,20039
21,1,257,37,14.4,3,1.17,3,1.17,4,1.56,186,72.37,3,1.17,19,7.39,2,0.78,21001
21,2,165,33,20.0,3,1.82,4,2.42,4,2.42,109,66.06,2,1.21,9,5.45,1,0.61,21002
21,3,267,40,14.98,3,1.12,6,2.25,7,2.62,187,70.04,7,2.62,14,5.24,3,1.12,21003
21,4,218,49,22.48,1,0.46,6,2.75,3,1.38,130,59.63,4,1.83,22,10.09,3,1.38,21004
21,5,283,51,18.02,5,1.77,5,1.77,3,1.06,183,64.66,4,1.41,28,9.89,4,1.41,21005
21,6,172,34,19.77,2,1.16,4,2.33,2,1.16,113,65.7,4,2.33,11,6.4,2,1.16,21006
21,7,262,50,19.08,3,1.15,4,1.53,3,1.15,173,66.03,1,0.38,24,9.16,4,1.53,21007
21,8,244,45,18.44,2,0.82,6,2.46,5,2.05,162,66.39,4,1.64,18,7.38,2,0.82,21008
21,9,275,55,20.0,3,1.09,6,2.18,6,2.18,187,68.0,3,1.09,13,4.73,2,0.73,21009
21,10,202,27,13.37,4,1.98,4,1.98,3,1.49,139,68.81,8,3.96,15,7.43,2,0.99,21010
21,11,220,34,15.45,4,1.82,5,2.27,3,1.36,141,64.09,10,4.55,21,9.55,2,0.91,21011
21,12,194,28,14.43,4,2.06,4,2.06,2,1.03,138,71.13,0,0.0,16,8.25,2,1.03,21012
21,13,205,47,22.93,1,0.49,1,0.49,5,2.44,130,63.41,6,2.93,15,7.32,0,0.0,21013
21,14,290,50,17.24,7,2.41,6,2.07,4,1.38,205,70.69,3,1.03,11,3.79,4,1.38,21014
21,15,190,27,14.21,2,1.05,3,1.58,5,2.63,125,65.79,4,2.11,20,10.53,4,2.11,21015
21,16,210,40,19.05,2,0.95,5,2.38,1,0.48,149,70.95,2,0.95,9,4.29,2,0.95,21016
21,17,184,37,20.11,5,2.72,1,0.54,6,3.26,122,66.3,2,1.09,9,4.89,2,1.09,21017
21,18,250,50,20.0,3,1.2,3,1.2,9,3.6,169,67.6,3,1.2,12,4.8,1,0.4,21018
21,19,249,38,15.26,1,0.4,8,3.21,7,2.81,167,67.07,7,2.81,18,7.23,3,1.2,21019
21,20,180,42,23.33,0,0.0,4,2.22,4,2.22,117,65.0,2,1.11,11,6.11,0,0.0,21020
21,21,206,40,19.42,3,1.46,2,0.97,3,1.46,142,68.93,5,2.43,6,2.91,5,2.43,21021
21,22,215,36,16.74,3,1.4,6,2.79,3,1.4,138,64.19,4,1.86,22,10.23,3,1.4,21022
21,23,207,36,17.39,3,1.45,0,0.0,3,1.45,144,69.57,6,2.9,12,5.8,3,1.45,21023
21,24,237,53,22.36,3,1.27,3,1.27,2,0.84,157,66.24,4,1.69,11,4.64,4,1.69,21024
21,25,224,36,16.07,0,0.0,4,1.79,5,2.23,153,68.3,8,3.57,13,5.8,5,2.23,21025
21,26,209,55,26.32,1,0.48,7,3.35,3,1.44,120,57.42,4,1.91,17,8.13,2,0.96,21026
21,27,209,44,21.05,3,1.44,5,2.39,11,5.26,134,64.11,2,0.96,7,3.35,3,1.44,21027
21,28,271,62,22.88,6,2.21,11,4.06,4,1.48,163,60.15,6,2.21,17,6.27,2,0.74,21028
21,29,254,53,20.87,2,0.79,7,2.76,8,3.15,167,65.75,4,1.57,12,4.72,1,0.39,21029
21,30,191,46,24.08,0,0.0,7,3.66,7,3.66,114,59.69,7,3.66,9,4.71,1,0.52,21030
21,31,188,29,15.43,2,1.06,3,1.6,4,2.13,138,73.4,2,1.06,9,4.79,1,0.53,21031
21,32,215,35,16.28,2,0.93,1,0.47,2,0.93,158,73.49,4,1.86,11,5.12,2,0.93,21032
21,33,200,50,25.0,2,1.0,1,0.5,5,2.5,127,63.5,4,2.0,10,5.0,1,0.5,21033
21,34,204,36,17.65,3,1.47,1,0.49,1,0.49,142,69.61,3,1.47,16,7.84,2,0.98,21034
21,35,281,46,16.37,1,0.36,0,0.0,6,2.14,189,67.26,9,3.2,29,10.32,1,0.36,21035
21,36,229,41,17.9,3,1.31,4,1.75,6,2.62,156,68.12,4,1.75,11,4.8,4,1.75,21036
21,37,203,50,24.63,2,0.99,2,0.99,8,3.94,122,60.1,3,1.48,12,5.91,4,1.97,21037
21,38,202,44,21.78,2,0.99,1,0.5,5,2.48,135,66.83,3,1.49,9,4.46,3,1.49,21038
21,39,153,38,24.84,2,1.31,3,1.96,6,3.92,94,61.44,1,0.65,8,5.23,1,0.65,21039
21,40,202,41,20.3,3,1.49,4,1.98,2,0.99,137,67.82,4,1.98,9,4.46,2,0.99,21040
21,41,222,46,20.72,2,0.9,4,1.8,6,2.7,149,67.12,2,0.9,12,5.41,1,0.45,21041
21,42,258,65,25.19,5,1.94,4,1.55,4,1.55,153,59.3,6,2.33,18,6.98,3,1.16,21042
21,43,224,51,22.77,4,1.79,6,2.68,4,1.79,140,62.5,6,2.68,12,5.36,1,0.45,21043
21,44,234,52,22.22,0,0.0,4,1.71,1,0.43,161,68.8,0,0.0,12,5.13,4,1.71,21044
21,45,188,35,18.62,2,1.06,4,2.13,3,1.6,132,70.21,4,2.13,7,3.72,1,0.53,21045
21,46,248,41,16.53,3,1.21,5,2.02,4,1.61,176,70.97,3,1.21,16,6.45,0,0.0,21046
21,47,188,33,17.55,3,1.6,8,4.26,6,3.19,124,65.96,5,2.66,8,4.26,1,0.53,21047
21,48,206,33,16.02,1,0.49,5,2.43,5,2.43,147,71.36,5,2.43,7,3.4,3,1.46,21048
21,49,278,37,13.31,3,1.08,3,1.08,8,2.88,204,73.38,6,2.16,12,4.32,5,1.8,21049
21,50,180,34,18.89,4,2.22,4,2.22,4,2.22,111,61.67,5,2.78,17,9.44,1,0.56,21050
21,51,217,36,16.59,2,0.92,5,2.3,5,2.3,139,64.06,3,1.38,25,11.52,2,0.92,21051
21,52,229,43,18.78,4,1.75,4,1.75,5,2.18,154,67.25,6,2.62,12,5.24,1,0.44,21052
21,53,176,38,21.59,0,0.0,1,0.57,4,2.27,109,61.93,6,3.41,16,9.09,2,1.14,21053
21,54,213,47,22.07,2,0.94,3,1.41,12,5.63,130,61.03,4,1.88,11,5.16,4,1.88,21054
22,1,138,31,22.46,4,2.9,6,4.35,1,0.72,81,58.7,9,6.52,6,4.35,0,0.0,22001
22,2,260,78,30.0,11,4.23,23,8.85,15,5.77,45,17.31,63,24.23,18,6.92,7,2.69,22002
22,3,259,111,42.86,1,0.39,6,2.32,12,4.63,21,8.11,95,36.68,8,3.09,5,1.93,22003
22,4,152,43,28.29,6,3.95,1,0.66,10,6.58,17,11.18,64,42.11,5,3.29,6,3.95,22004
22,5,162,56,34.57,4,2.47,5,3.09,9,5.56,13,8.02,60,37.04,4,2.47,11,6.79,22005
22,6,165,68,41.21,2,1.21,1,0.61,7,4.24,23,13.94,50,30.3,7,4.24,7,4.24,22006
22,7,137,42,30.66,2,1.46,1,0.73,12,8.76,27,19.71,43,31.39,7,5.11,3,2.19,22007
22,8,282,83,29.43,8,2.84,20,7.09,16,5.67,68,24.11,62,21.99,17,6.03,8,2.84,22008
22,9,135,38,28.15,1,0.74,6,4.44,9,6.67,17,12.59,56,41.48,4,2.96,4,2.96,22009
22,10,224,74,33.04,2,0.89,2,0.89,15,6.7,26,11.61,91,40.63,7,3.13,7,3.13,22010
22,11,170,71,41.76,5,2.94,1,0.59,6,3.53,11,6.47,70,41.18,2,1.18,4,2.35,22011
22,12,192,75,39.06,11,5.73,9,4.69,13,6.77,36,18.75,32,16.67,7,3.65,9,4.69,22012
22,13,174,57,32.76,8,4.6,8,4.6,14,8.05,11,6.32,71,40.8,4,2.3,1,0.57,22013
22,14,149,50,33.56,6,4.03,5,3.36,5,3.36,27,18.12,42,28.19,5,3.36,9,6.04,22014
22,15,137,58,42.34,3,2.19,1,0.73,11,8.03,11,8.03,48,35.04,2,1.46,3,2.19,22015
22,16,130,41,31.54,1,0.77,2,1.54,5,3.85,15,11.54,57,43.85,3,2.31,6,4.62,22016
22,17,192,74,38.54,6,3.13,8,4.17,6,3.13,21,10.94,65,33.85,5,2.6,7,3.65,22017
22,18,142,40,28.17,3,2.11,4,2.82,7,4.93,14,9.86,66,46.48,4,2.82,4,2.82,22018
22,19,67,13,19.4,0,0.0,2,2.99,1,1.49,37,55.22,3,4.48,9,13.43,2,2.99,22019
22,20,164,69,42.07,0,0.0,6,3.66,6,3.66,8,4.88,69,42.07,1,0.61,5,3.05,22020
22,21,197,62,31.47,5,2.54,3,1.52,3,1.52,107,54.31,7,3.55,9,4.57,1,0.51,22021
22,22,143,55,38.46,2,1.4,5,3.5,8,5.59,16,11.19,39,27.27,6,4.2,12,8.39,22022
22,23,296,62,20.95,4,1.35,6,2.03,5,1.69,178,60.14,24,8.11,16,5.41,1,0.34,22023
22,24,199,80,40.2,8,4.02,4,2.01,7,3.52,17,8.54,71,35.68,5,2.51,7,3.52,22024
22,25,183,53,28.96,3,1.64,3,1.64,9,4.92,21,11.48,77,42.08,1,0.55,16,8.74,22025
23,1,203,81,39.9,7,3.45,31,15.27,15,7.39,26,12.81,22,10.84,19,9.36,2,0.99,23001
23,2,191,74,38.74,9,4.71,19,9.95,9,4.71,29,15.18,30,15.71,16,8.38,5,2.62,23002
23,3,207,80,38.65,9,4.35,26,12.56,17,8.21,36,17.39,23,11.11,10,4.83,6,2.9,23003
23,4,229,87,37.99,9,3.93,30,13.1,10,4.37,35,15.28,35,15.28,12,5.24,11,4.8,23004
23,5,181,74,40.88,3,1.66,1,0.55,8,4.42,23,12.71,60,33.15,8,4.42,4,2.21,23005
23,6,187,64,34.22,8,4.28,20,10.7,12,6.42,25,13.37,47,25.13,8,4.28,3,1.6,23006
23,7,152,63,41.45,4,2.63,6,3.95,6,3.95,16,10.53,51,33.55,5,3.29,1,0.66,23007
23,8,227,100,44.05,3,1.32,19,8.37,13,5.73,30,13.22,48,21.15,11,4.85,3,1.32,23008
23,9,171,70,40.94,1,0.58,6,3.51,10,5.85,19,11.11,61,35.67,2,1.17,2,1.17,23009
23,10,217,88,40.55,7,3.23,12,5.53,14,6.45,31,14.29,47,21.66,12,5.53,6,2.76,23010
23,11,191,71,37.17,7,3.66,8,4.19,16,8.38,27,14.14,43,22.51,11,5.76,8,4.19,23011
23,12,210,96,45.71,11,5.24,29,13.81,17,8.1,26,12.38,16,7.62,11,5.24,4,1.9,23012
23,13,150,57,38.0,5,3.33,9,6.0,7,4.67,15,10.0,43,28.67,5,3.33,9,6.0,23013
23,14,194,80,41.24,9,4.64,23,11.86,16,8.25,24,12.37,29,14.95,9,4.64,4,2.06,23014
23,15,153,51,33.33,3,1.96,7,4.58,12,7.84,20,13.07,53,34.64,5,3.27,2,1.31,23015
23,16,227,95,41.85,9,3.96,44,19.38,18,7.93,21,9.25,19,8.37,18,7.93,3,1.32,23016
23,17,101,35,34.65,0,0.0,7,6.93,4,3.96,14,13.86,35,34.65,3,2.97,3,2.97,23017
23,18,176,66,37.5,10,5.68,27,15.34,9,5.11,27,15.34,24,13.64,7,3.98,6,3.41,23018
23,19,154,52,33.77,4,2.6,5,3.25,8,5.19,22,14.29,47,30.52,8,5.19,8,5.19,23019
23,20,99,39,39.39,1,1.01,3,3.03,4,4.04,9,9.09,38,38.38,2,2.02,3,3.03,23020
23,21,233,80,34.33,10,4.29,46,19.74,20,8.58,34,14.59,28,12.02,7,3.0,8,3.43,23021
23,22,188,82,43.62,8,4.26,16,8.51,12,6.38,30,15.96,25,13.3,10,5.32,5,2.66,23022
23,23,201,78,38.81,8,3.98,40,19.9,10,4.98,23,11.44,21,10.45,14,6.97,7,3.48,23023
23,24,162,66,40.74,3,1.85,11,6.79,4,2.47,19,11.73,46,28.4,7,4.32,6,3.7,23024
23,25,172,67,38.95,6,3.49,18,10.47,4,2.33,19,11.05,47,27.33,6,3.49,5,2.91,23025
23,26,202,79,39.11,3,1.49,17,8.42,13,6.44,27,13.37,53,26.24,7,3.47,3,1.49,23026
23,27,193,76,39.38,9,4.66,32,16.58,17,8.81,24,12.44,17,8.81,14,7.25,4,2.07,23027
23,28,194,66,34.02,11,5.67,25,12.89,18,9.28,29,14.95,33,17.01,7,3.61,5,2.58,23028
23,29,180,84,46.67,4,2.22,24,13.33,10,5.56,22,12.22,25,13.89,8,4.44,3,1.67,23029
23,30,214,80,37.38,4,1.87,17,7.94,10,4.67,25,11.68,68,31.78,3,1.4,7,3.27,23030
23,31,145,56,38.62,2,1.38,6,4.14,2,1.38,16,11.03,49,33.79,5,3.45,9,6.21,23031
23,32,180,69,38.33,4,2.22,13,7.22,9,5.0,26,14.44,35,19.44,16,8.89,8,4.44,23032
23,33,181,82,45.3,2,1.1,10,5.52,8,4.42,21,11.6,50,27.62,4,2.21,4,2.21,23033
23,34,174,67,38.51,2,1.15,9,5.17,8,4.6,25,14.37,51,29.31,8,4.6,4,2.3,23034
23,35,134,51,38.06,5,3.73,22,16.42,7,5.22,20,14.93,19,14.18,7,5.22,3,2.24,23035
23,36,192,56,29.17,11,5.73,33,17.19,18,9.38,35,18.23,21,10.94,11,5.73,7,3.65,23036
23,37,213,89,41.78,15,7.04,32,15.02,12,5.63,25,11.74,24,11.27,11,5.16,5,2.35,23037
23,38,172,66,38.37,8,4.65,31,18.02,11,6.4,23,13.37,25,14.53,6,3.49,2,1.16,23038
23,39,178,67,37.64,4,2.25,7,3.93,6,3.37,25,14.04,51,28.65,12,6.74,6,3.37,23039
24,1,149,38,25.5,5,3.36,6,4.03,5,3.36,89,59.73,3,2.01,2,1.34,1,0.67,24001
24,2,151,38,25.17,1,0.66,5,3.31,2,1.32,91,60.26,2,1.32,12,7.95,0,0.0,24002
24,3,148,40,27.03,3,2.03,2,1.35,3,2.03,88,59.46,1,0.68,7,4.73,4,2.7,24003
24,4,125,28,22.4,1,0.8,8,6.4,1,0.8,70,56.0,5,4.0,11,8.8,1,0.8,24004
24,5,84,25,29.76,3,3.57,0,0.0,2,2.38,45,53.57,2,2.38,7,8.33,0,0.0,24005
24,6,164,53,32.32,1,0.61,5,3.05,1,0.61,89,54.27,3,1.83,8,4.88,4,2.44,24006
24,7,102,27,26.47,0,0.0,3,2.94,6,5.88,25,24.51,28,27.45,9,8.82,4,3.92,24007
24,8,85,22,25.88,1,1.18,1,1.18,1,1.18,51,60.0,3,3.53,5,5.88,1,1.18,24008
24,9,130,43,33.08,2,1.54,2,1.54,3,2.31,65,50.0,5,3.85,6,4.62,4,3.08,24009
24,10,73,20,27.4,0,0.0,3,4.11,3,4.11,41,56.16,1,1.37,4,5.48,1,1.37,24010
24,11,158,43,27.22,1,0.63,7,4.43,3,1.9,84,53.16,6,3.8,13,8.23,1,0.63,24011
24,12,88,22,25.0,1,1.14,3,3.41,4,4.55,47,53.41,5,5.68,3,3.41,3,3.41,24012
24,13,67,20,29.85,0,0.0,3,4.48,3,4.48,38,56.72,1,1.49,2,2.99,0,0.0,24013
