ward,precinct,registered,ballots,turnout,precinct_id
6,1,576,222,38.54,06001
6,2,591,207,35.03,06002
6,3,606,184,30.36,06003
6,4,648,130,20.06,06004
6,5,408,60,14.71,06005
6,6,440,160,36.36,06006
6,7,624,137,21.96,06007
6,8,641,249,38.85,06008
6,9,562,164,29.18,06009
6,10,579,290,50.09,06010
6,11,544,177,32.54,06011
6,12,631,105,16.64,06012
6,13,580,122,21.03,06013
6,14,720,124,17.22,06014
6,15,640,85,13.28,06015
6,16,671,240,35.77,06016
6,17,593,226,38.11,06017
6,18,535,68,12.71,06018
6,19,660,186,28.18,06019
6,20,578,140,24.22,06020
6,21,543,184,33.89,06021
6,22,598,156,26.09,06022
6,23,520,128,24.62,06023
6,24,604,142,23.51,06024
6,25,455,98,21.54,06025
6,26,694,182,26.22,06026
6,27,728,221,30.36,06027
6,28,877,336,38.31,06028
6,29,606,234,38.61,06029
6,30,601,115,19.13,06030
6,31,644,207,32.14,06031
6,32,644,162,25.16,06032
6,33,692,228,32.95,06033
6,34,512,125,24.41,06034
6,35,553,161,29.11,06035
6,36,466,77,16.52,06036
6,37,568,254,44.72,06037
6,38,629,156,24.8,06038
6,39,577,150,26.0,06039
6,40,449,73,16.26,06040
6,41,541,201,37.15,06041
6,42,523,46,8.8,06042
6,43,630,176,27.94,06043
6,44,597,180,30.15,06044
6,45,463,154,33.26,06045
6,46,484,159,32.85,06046
6,47,563,175,31.08,06047
6,48,558,157,28.14,06048
6,49,719,175,24.34,06049
6,50,565,196,34.69,06050
6,51,417,102,24.46,06051
6,52,405,91,22.47,06052
6,53,538,135,25.09,06053
6,54,570,146,25.61,06054
6,55,586,138,23.55,06055
6,56,452,122,26.99,06056
6,57,378,76,20.11,06057
6,58,542,221,40.77,06058
6,59,513,158,30.8,06059
6,60,376,102,27.13,06060
6,61,383,71,18.54,06061
6,62,607,130,21.42,06062
6,63,477,137,28.72,06063
6,64,598,216,36.12,06064
15,1,397,115,28.97,15001
15,2,413,58,14.04,15002
15,3,455,66,14.51,15003
15,4,507,67,13.21,15004
15,5,541,63,11.65,15005
15,6,594,55,9.26,15006
15,7,503,86,17.1,15007
15,8,737,93,12.62,15008
15,9,509,80,15.72,15009
15,10,521,67,12.86,15010
15,11,574,77,13.41,15011
15,12,320,41,12.81,15012
15,13,457,65,14.22,15013
15,14,641,113,17.63,15014
15,15,584,66,11.3,15015
15,16,435,66,15.17,15016
15,17,506,90,17.79,15017
15,18,425,44,10.35,15018
15,19,462,88,19.05,15019
15,20,348,47,13.51,15020
15,21,441,68,15.42,15021
15,22,697,118,16.93,15022
15,23,396,51,12.88,15023
15,24,463,60,12.96,15024
15,25,627,63,10.05,15025
15,26,449,73,16.26,15026
15,27,427,59,13.82,15027
15,28,572,115,20.1,15028
15,29,301,25,8.31,15029
15,30,651,56,8.6,15030
15,31,417,53,12.71,15031
15,32,619,65,10.5,15032
15,33,488,42,8.61,15033
15,34,472,95,20.13,15034
15,35,501,87,17.37,15035
15,36,481,67,13.93,15036
15,37,400,59,14.75,15037
15,38,424,56,13.21,15038
15,39,492,79,16.06,15039
15,40,497,68,13.68,15040
15,41,681,114,16.74,15041
15,42,323,45,13.93,15042
15,43,441,61,13.83,15043
15,44,528,101,19.13,15044
15,45,245,35,14.29,15045
15,46,324,44,13.58,15046
15,47,532,102,19.17,15047
15,48,437,45,10.3,15048
15,49,504,32,6.35,15049
15,50,429,57,13.29,15050
15,51,354,60,16.95,15051
15,52,404,56,13.86,15052
16,1,449,56,12.47,16001
16,2,401,65,16.21,16002
16,3,482,117,24.27,16003
16,4,546,57,10.44,16004
16,5,533,84,15.76,16005
16,6,181,32,17.68,16006
16,7,481,92,19.13,16007
16,8,590,78,13.22,16008
16,9,502,133,26.49,16009
16,10,803,131,16.31,16010
16,11,646,77,11.92,16011
16,12,504,48,9.52,16012
16,13,516,78,15.12,16013
16,14,515,86,16.7,16014
16,15,509,99,19.45,16015
16,16,537,97,18.06,16016
16,17,479,50,10.44,16017
16,18,578,90,15.57,16018
16,19,608,89,14.64,16019
16,20,445,70,15.73,16020
16,21,529,62,11.72,16021
16,22,473,70,14.8,16022
16,23,574,71,12.37,16023
16,24,303,56,18.48,16024
16,25,356,63,17.7,16025
16,26,474,90,18.99,16026
16,27,647,208,32.15,16027
16,28,518,127,24.52,16028
16,29,451,53,11.75,16029
16,30,497,70,14.08,16030
16,31,556,115,20.68,16031
16,32,477,84,17.61,16032
16,33,385,79,20.52,16033
16,34,495,81,16.36,16034
16,35,628,68,10.83,16035
16,36,518,86,16.6,16036
16,37,346,60,17.34,16037
16,38,414,72,17.39,16038
16,39,581,90,15.49,16039
16,40,525,116,22.1,16040
16,41,255,56,21.96,16041
16,42,574,71,12.37,16042
16,43,622,125,20.1,16043
16,44,548,58,10.58,16044
17,1,342,53,15.5,17001
17,2,576,112,19.44,17002
17,3,445,74,16.63,17003
17,4,637,131,20.57,17004
17,5,438,86,19.63,17005
17,6,474,78,16.46,17006
17,7,615,117,19.02,17007
17,8,424,90,21.23,17008
17,9,375,72,19.2,17009
17,10,476,130,27.31,17010
17,11,552,97,17.57,17011
17,12,647,197,30.45,17012
17,13,417,75,17.99,17013
17,14,570,100,17.54,17014
17,15,552,110,19.93,17015
17,16,484,74,15.29,17016
17,17,443,58,13.09,17017
17,18,540,144,26.67,17018
17,19,280,47,16.79,17019
17,20,507,94,18.54,17020
17,21,545,173,31.74,17021
17,22,552,128,23.19,17022
17,23,372,68,18.28,17023
17,24,617,103,16.69,17024
17,25,417,63,15.11,17025
17,26,595,132,22.18,17026
17,27,704,153,21.73,17027
17,28,478,107,22.38,17028
17,29,495,104,21.01,17029
17,30,576,124,21.53,17030
17,31,522,75,14.37,17031
17,32,582,123,21.13,17032
17,33,433,82,18.94,17033
17,34,439,94,21.41,17034
17,35,317,70,22.08,17035
17,36,335,50,14.93,17036
17,37,502,72,14.34,17037
17,38,474,85,17.93,17038
17,39,464,102,21.98,17039
17,40,450,104,23.11,17040
17,41,434,70,16.13,17041
17,42,427,62,14.52,17042
17,43,466,69,14.81,17043
17,44,453,72,15.89,17044
17,45,391,61,15.6,17045
17,46,508,90,17.72,17046
17,47,312,60,19.23,17047
17,48,604,107,17.72,17048
17,49,373,64,17.16,17049
17,50,604,91,15.07,17050
17,51,531,111,20.9,17051
17,52,605,128,21.16,17052
17,53,446,111,24.89,17053
17,54,490,160,32.65,17054
17,55,463,89,19.22,17055
17,56,603,98,16.25,17056
17,57,579,113,19.52,17057
17,58,504,88,17.46,17058
17,59,308,55,17.86,17059
17,60,570,148,25.96,17060
17,61,492,83,16.87,17061
17,62,465,69,14.84,17062
17,63,564,50,8.87,17063
17,64,417,75,17.99,17064
20,1,569,131,23.02,20001
20,2,506,93,18.38,20002
20,3,528,108,20.45,20003
20,4,636,61,9.59,20004
20,5,375,72,19.2,20005
20,6,586,130,22.18,20006
20,7,233,28,12.02,20007
20,8,202,37,18.32,20008
20,9,656,210,32.01,20009
20,10,473,92,19.45,20010
20,11,456,39,8.55,20011
20,12,356,58,16.29,20012
20,13,458,100,21.83,20013
20,14,600,179,29.83,20014
20,15,715,76,10.63,20015
20,16,580,170,29.31,20016
20,17,424,63,14.86,20017
20,18,482,86,17.84,20018
20,19,485,85,17.53,20019
20,20,360,32,8.89,20020
20,21,389,41,10.54,20021
20,22,679,171,25.18,20022
20,23,706,201,28.47,20023
20,24,521,144,27.64,20024
20,25,459,79,17.21,20025
20,26,557,128,22.98,20026
20,27,502,66,13.15,20027
20,28,510,87,17.06,20028
20,29,636,130,20.44,20029
20,30,486,110,22.63,20030
20,31,541,102,18.85,20031
20,32,351,80,22.79,20032
20,33,632,98,15.51,20033
20,34,764,217,28.4,20034
20,35,388,37,9.54,20035
20,36,441,84,19.05,20036
20,37,512,106,20.7,20037
20,38,102,21,20.59,20038
20,39,530,89,16.79,20039
20,40,466,86,18.45,20040
20,41,324,25,7.72,20041
20,42,552,78,14.13,20042
20,43,139,20,14.39,20043
20,44,483,136,28.16,20044
20,45,432,40,9.26,20045
20,46,442,72,16.29,20046
20,47,427,81,18.97,20047
20,48,259,41,15.83,20048
20,49,358,71,19.83,20049
20,50,342,37,10.82,20050
24,1,748,131,17.51,24001
24,2,575,67,11.65,24002
24,3,549,93,16.94,24003
24,4,521,102,19.58,24004
24,5,490,83,16.94,24005
24,6,682,130,19.06,24006
24,7,484,75,15.5,24007
24,8,512,116,22.66,24008
24,9,556,76,13.67,24009
24,10,461,82,17.79,24010
24,11,415,44,10.6,24011
24,12,507,89,17.55,24012
24,13,506,84,16.6,24013
24,14,730,130,17.81,24014
24,15,479,99,20.67,24015
24,16,441,56,12.7,24016
24,17,513,84,16.37,24017
24,18,370,54,14.59,24018
24,19,322,64,19.88,24019
24,20,482,99,20.54,24020
24,21,446,62,13.9,24021
24,22,615,118,19.19,24022
24,23,443,63,14.22,24023
24,24,403,54,13.4,24024
24,25,617,108,17.5,24025
24,26,659,103,15.63,24026
24,27,322,62,19.25,24027
24,28,642,124,19.31,24028
24,29,701,116,16.55,24029
24,30,560,98,17.5,24030
24,31,593,76,12.82,24031
24,32,490,111,22.65,24032
24,33,425,57,13.41,24033
24,34,610,117,19.18,24034
24,35,663,165,24.89,24035
24,36,494,80,16.19,24036
24,37,537,111,20.67,24037
24,38,528,135,25.57,24038
24,39,487,107,21.97,24039
24,40,589,120,20.37,24040
24,41,502,99,19.72,24041
24,42,361,87,24.1,24042
24,43,758,125,16.49,24043
24,44,733,158,21.56,24044
24,45,504,81,16.07,24045
24,46,647,100,15.46,24046
24,47,456,85,18.64,24047
24,48,295,78,26.44,24048
24,49,827,207,25.03,24049
24,50,847,174,20.54,24050
24,51,784,138,17.6,24051
24,52,451,80,17.74,24052
24,53,705,60,8.51,24053
24,54,518,104,20.08,24054
24,55,624,80,12.82,24055
24,56,638,108,16.93,24056
25,1,606,223,36.8,25001
25,2,1017,355,34.91,25002
25,3,715,144,20.14,25003
25,4,704,246,34.94,25004
25,5,663,205,30.92,25005
25,6,563,201,35.7,25006
25,7,734,205,27.93,25007
25,8,729,205,28.12,25008
25,9,951,289,30.39,25009
25,10,374,113,30.21,25010
25,11,874,280,32.04,25011
25,12,686,220,32.07,25012
25,13,863,274,31.75,25013
25,14,893,199,22.28,25014
25,15,736,263,35.73,25015
25,16,513,171,33.33,25016
25,17,1048,400,38.17,25017
25,18,1227,447,36.43,25018
25,19,972,270,27.78,25019
25,20,887,267,30.1,25020
25,21,370,114,30.81,25021
25,22,426,112,26.29,25022
25,23,854,319,37.35,25023
25,24,1002,313,31.24,25024
25,25,574,155,27.0,25025
25,26,451,124,27.49,25026
25,27,523,165,31.55,25027
25,28,643,229,35.61,25028
25,29,1471,410,27.87,25029
25,30,815,238,29.2,25030
25,31,412,143,34.71,25031
36,1,570,150,26.32,36001
36,2,529,164,31.0,36002
36,3,625,272,43.52,36003
36,4,507,65,12.82,36004
36,5,443,184,41.53,36005
36,6,622,138,22.19,36006
36,7,414,152,36.71,36007
36,8,552,194,35.14,36008
36,9,553,162,29.29,36009
36,10,383,115,30.03,36010
36,11,667,268,40.18,36011
36,12,394,152,38.58,36012
36,13,647,284,43.89,36013
36,14,630,229,36.35,36014
36,15,626,166,26.52,36015
36,16,671,307,45.75,36016
36,17,437,213,48.74,36017
36,18,602,234,38.87,36018
36,19,701,151,21.54,36019
36,20,814,272,33.42,36020
36,21,877,313,35.69,36021
36,22,769,269,34.98,36022
36,23,222,83,37.39,36023
36,24,541,115,21.26,36024
36,25,417,135,32.37,36025
36,26,638,160,25.08,36026
36,27,290,107,36.9,36027
36,28,636,151,23.74,36028
36,29,469,161,34.33,36029
36,30,641,271,42.28,36030
36,31,636,267,41.98,36031
36,32,564,147,26.06,36032
36,33,363,134,36.91,36033
36,34,383,161,42.04,36034
36,35,619,224,36.19,36035
36,36,522,138,26.44,36036
36,37,621,159,25.6,36037
36,38,351,111,31.62,36038
36,39,539,181,33.58,36039
36,40,692,230,33.24,36040
36,41,522,128,24.52,36041
36,42,502,140,27.89,36042
36,43,507,145,28.6,36043
36,44,481,176,36.59,36044
36,45,470,196,41.7,36045
36,46,411,195,47.45,36046
36,47,393,194,49.36,36047
36,48,506,144,28.46,36048
36,49,661,289,43.72,36049
36,50,477,157,32.91,36050
36,51,596,177,29.7,36051
36,52,729,170,23.32,36052
36,53,384,103,26.82,36053
36,54,611,206,33.72,36054
36,55,637,270,42.39,36055
38,1,615,180,29.27,38001
38,2,571,91,15.94,38002
38,3,501,127,25.35,38003
38,4,295,76,25.76,38004
38,5,825,226,27.39,38005
38,6,676,144,21.3,38006
38,7,545,181,33.21,38007
38,8,396,119,30.05,38008
38,9,538,147,27.32,38009
38,10,606,169,27.89,38010
38,11,433,126,29.1,38011
38,12,507,155,30.57,38012
38,13,507,152,29.98,38013
38,14,461,156,33.84,38014
38,15,398,110,27.64,38015
38,16,644,148,22.98,38016
38,17,474,125,26.37,38017
38,18,469,180,38.38,38018
38,19,586,223,38.05,38019
38,20,611,186,30.44,38020
38,21,634,154,24.29,38021
38,22,549,171,31.15,38022
38,23,409,126,30.81,38023
