ward,precinct,total,ADRIAN PETERSON,ADRIAN PETERSON Percent,"CURLEE REED, SR.","CURLEE REED, SR. Percent",ANDRE FOSTER,ANDRE FOSTER Percent,MARGAREE JACKSON,MARGAREE JACKSON Percent,precinct_id
28,1,1,0,0.0,0,0.0,1,100.0,0,0.0,28001
28,2,1,1,100.0,0,0.0,0,0.0,0,0.0,28002
28,3,1,1,100.0,0,0.0,0,0.0,0,0.0,28003
28,4,1,0,0.0,0,0.0,1,100.0,0,0.0,28004
28,5,1,0,0.0,1,100.0,0,0.0,0,0.0,28005
28,6,1,0,0.0,1,100.0,0,0.0,0,0.0,28006
28,7,0,0,0.0,0,0.0,0,0.0,0,0.0,28007
28,8,0,0,0.0,0,0.0,0,0.0,0,0.0,28008
28,9,0,0,0.0,0,0.0,0,0.0,0,0.0,28009
28,10,10,0,0.0,0,0.0,1,10.0,9,90.0,28010
28,11,0,0,0.0,0,0.0,0,0.0,0,0.0,28011
28,12,0,0,0.0,0,0.0,0,0.0,0,0.0,28012
28,13,0,0,0.0,0,0.0,0,0.0,0,0.0,28013
28,14,3,1,33.33,0,0.0,1,33.33,1,33.33,28014
28,15,0,0,0.0,0,0.0,0,0.0,0,0.0,28015
28,16,1,0,0.0,0,0.0,1,100.0,0,0.0,28016
28,17,6,1,16.67,0,0.0,0,0.0,5,83.33,28017
28,18,3,0,0.0,2,66.67,0,0.0,1,33.33,28018
28,19,0,0,0.0,0,0.0,0,0.0,0,0.0,28019
28,20,2,0,0.0,0,0.0,2,100.0,0,0.0,28020
28,21,1,0,0.0,1,100.0,0,0.0,0,0.0,28021
28,22,3,0,0.0,2,66.67,1,33.33,0,0.0,28022
28,23,2,0,0.0,0,0.0,1,50.0,1,50.0,28023
28,24,2,0,0.0,1,50.0,0,0.0,1,50.0,28024
28,25,1,1,100.0,0,0.0,0,0.0,0,0.0,28025
28,26,2,0,0.0,2,100.0,0,0.0,0,0.0,28026
28,27,0,0,0.0,0,0.0,0,0.0,0,0.0,28027
28,28,1,0,0.0,0,0.0,1,100.0,0,0.0,28028
28,29,4,0,0.0,1,25.0,1,25.0,2,50.0,28029
28,30,3,1,33.33,1,33.33,0,0.0,1,33.33,28030
28,31,0,0,0.0,0,0.0,0,0.0,0,0.0,28031
28,32,3,1,33.33,1,33.33,0,0.0,1,33.33,28032
28,33,0,0,0.0,0,0.0,0,0.0,0,0.0,28033
28,34,3,1,33.33,0,0.0,0,0.0,2,66.67,28034
28,35,0,0,0.0,0,0.0,0,0.0,0,0.0,28035
28,36,1,0,0.0,0,0.0,0,0.0,1,100.0,28036
28,37,0,0,0.0,0,0.0,0,0.0,0,0.0,28037
28,38,1,1,100.0,0,0.0,0,0.0,0,0.0,28038
28,39,1,1,100.0,0,0.0,0,0.0,0,0.0,28039
28,40,1,0,0.0,0,0.0,1,100.0,0,0.0,28040
28,41,0,0,0.0,0,0.0,0,0.0,0,0.0,28041
28,42,0,0,0.0,0,0.0,0,0.0,0,0.0,28042
28,43,0,0,0.0,0,0.0,0,0.0,0,0.0,28043
28,44,1,0,0.0,0,0.0,1,100.0,0,0.0,28044
28,45,0,0,0.0,0,0.0,0,0.0,0,0.0,28045
28,46,1,0,0.0,0,0.0,1,100.0,0,0.0,28046
28,47,1,0,0.0,0,0.0,1,100.0,0,0.0,28047
28,48,0,0,0.0,0,0.0,0,0.0,0,0.0,28048
28,49,0,0,0.0,0,0.0,0,0.0,0,0.0,28049
28,50,0,0,0.0,0,0.0,0,0.0,0,0.0,28050
28,51,0,0,0.0,0,0.0,0,0.0,0,0.0,28051
28,52,0,0,0.0,0,0.0,0,0.0,0,0.0,28052
28,53,0,0,0.0,0,0.0,0,0.0,0,0.0,28053
28,54,2,1,50.0,1,50.0,0,0.0,0,0.0,28054
28,55,0,0,0.0,0,0.0,0,0.0,0,0.0,28055
28,56,5,2,40.0,2,40.0,1,20.0,0,0.0,28056
28,57,0,0,0.0,0,0.0,0,0.0,0,0.0,28057
28,58,0,0,0.0,0,0.0,0,0.0,0,0.0,28058
28,59,2,1,50.0,0,0.0,1,50.0,0,0.0,28059
28,60,0,0,0.0,0,0.0,0,0.0,0,0.0,28060
28,61,0,0,0.0,0,0.0,0,0.0,0,0.0,28061
