ward,precinct,total,Mattie Hunter,Mattie Hunter Percent,precinct_id
2,1,118,118,100.0,02001
2,7,142,142,100.0,02007
2,8,122,122,100.0,02008
2,11,131,131,100.0,02011
2,14,157,157,100.0,02014
2,19,90,90,100.0,02019
2,20,166,166,100.0,02020
2,21,138,138,100.0,02021
2,22,153,153,100.0,02022
2,24,50,50,100.0,02024
2,26,93,93,100.0,02026
2,30,75,75,100.0,02030
2,31,97,97,100.0,02031
2,35,75,75,100.0,02035
2,36,134,134,100.0,02036
2,37,73,73,100.0,02037
2,38,135,135,100.0,02038
2,40,161,161,100.0,02040
2,43,119,119,100.0,02043
2,44,74,74,100.0,02044
2,46,158,158,100.0,02046
2,49,62,62,100.0,02049
2,53,51,51,100.0,02053
2,54,35,35,100.0,02054
3,1,101,101,100.0,03001
3,2,89,89,100.0,03002
3,3,92,92,100.0,03003
3,5,105,105,100.0,03005
3,6,9,9,100.0,03006
3,7,165,165,100.0,03007
3,8,79,79,100.0,03008
3,9,97,97,100.0,03009
3,10,28,28,100.0,03010
3,11,97,97,100.0,03011
3,12,74,74,100.0,03012
3,13,30,30,100.0,03013
3,14,94,94,100.0,03014
3,15,112,112,100.0,03015
3,17,40,40,100.0,03017
3,18,56,56,100.0,03018
3,19,16,16,100.0,03019
3,20,61,61,100.0,03020
3,21,31,31,100.0,03021
3,22,57,57,100.0,03022
3,23,75,75,100.0,03023
3,24,106,106,100.0,03024
3,25,53,53,100.0,03025
3,26,20,20,100.0,03026
3,27,90,90,100.0,03027
3,28,102,102,100.0,03028
3,29,97,97,100.0,03029
3,32,34,34,100.0,03032
3,33,122,122,100.0,03033
3,35,96,96,100.0,03035
3,36,22,22,100.0,03036
3,37,42,42,100.0,03037
3,38,202,202,100.0,03038
3,39,179,179,100.0,03039
3,40,107,107,100.0,03040
3,41,100,100,100.0,03041
3,42,78,78,100.0,03042
3,43,38,38,100.0,03043
3,44,18,18,100.0,03044
3,45,138,138,100.0,03045
3,46,42,42,100.0,03046
3,47,53,53,100.0,03047
3,48,45,45,100.0,03048
3,50,38,38,100.0,03050
4,19,25,25,100.0,04019
4,42,14,14,100.0,04042
5,2,145,145,100.0,05002
5,4,1,1,100.0,05004
5,12,62,62,100.0,05012
5,19,14,14,100.0,05019
5,20,39,39,100.0,05020
5,23,64,64,100.0,05023
5,38,60,60,100.0,05038
5,42,52,52,100.0,05042
6,7,37,37,100.0,06007
6,18,57,57,100.0,06018
6,20,75,75,100.0,06020
8,13,63,63,100.0,08013
8,17,138,138,100.0,08017
8,20,192,192,100.0,08020
8,21,97,97,100.0,08021
8,22,106,106,100.0,08022
