ward,precinct,total,Ira I. Silverstein,Ira I. Silverstein Percent,precinct_id
50,1,61,61,100.0,50001
50,2,78,78,100.0,50002
50,3,66,66,100.0,50003
50,4,64,64,100.0,50004
50,5,53,53,100.0,50005
50,6,66,66,100.0,50006
50,7,88,88,100.0,50007
50,8,28,28,100.0,50008
50,9,63,63,100.0,50009
50,10,39,39,100.0,50010
50,11,46,46,100.0,50011
50,12,55,55,100.0,50012
50,13,68,68,100.0,50013
50,14,42,42,100.0,50014
50,15,96,96,100.0,50015
50,16,40,40,100.0,50016
50,17,33,33,100.0,50017
50,18,54,54,100.0,50018
50,19,44,44,100.0,50019
50,20,72,72,100.0,50020
50,21,64,64,100.0,50021
50,22,45,45,100.0,50022
50,23,42,42,100.0,50023
50,24,52,52,100.0,50024
50,25,37,37,100.0,50025
50,26,28,28,100.0,50026
50,27,37,37,100.0,50027
50,28,77,77,100.0,50028
50,29,59,59,100.0,50029
50,30,53,53,100.0,50030
50,31,18,18,100.0,50031
50,32,62,62,100.0,50032
50,33,35,35,100.0,50033
50,34,50,50,100.0,50034
50,35,101,101,100.0,50035
50,36,62,62,100.0,50036
50,37,74,74,100.0,50037
50,38,70,70,100.0,50038
50,39,35,35,100.0,50039
50,40,46,46,100.0,50040
50,41,72,72,100.0,50041
50,42,69,69,100.0,50042
50,43,42,42,100.0,50043
50,44,38,38,100.0,50044
50,45,26,26,100.0,50045
