ward,precinct,total,John P. Daley,John P. Daley Percent,precinct_id
11,1,124,124,100.0,11001
11,2,96,96,100.0,11002
11,3,67,67,100.0,11003
11,4,83,83,100.0,11004
11,5,48,48,100.0,11005
11,6,113,113,100.0,11006
11,7,100,100,100.0,11007
11,8,89,89,100.0,11008
11,9,78,78,100.0,11009
11,10,54,54,100.0,11010
11,11,112,112,100.0,11011
11,12,109,109,100.0,11012
11,13,91,91,100.0,11013
11,14,71,71,100.0,11014
11,15,93,93,100.0,11015
11,16,118,118,100.0,11016
11,17,137,137,100.0,11017
11,18,57,57,100.0,11018
11,19,59,59,100.0,11019
11,20,115,115,100.0,11020
11,21,136,136,100.0,11021
11,22,105,105,100.0,11022
11,23,81,81,100.0,11023
11,24,266,266,100.0,11024
11,25,80,80,100.0,11025
11,26,111,111,100.0,11026
11,27,83,83,100.0,11027
11,28,64,64,100.0,11028
11,29,97,97,100.0,11029
11,30,79,79,100.0,11030
11,31,90,90,100.0,11031
11,32,80,80,100.0,11032
11,33,66,66,100.0,11033
11,34,71,71,100.0,11034
11,35,123,123,100.0,11035
11,36,20,20,100.0,11036
11,37,137,137,100.0,11037
11,38,160,160,100.0,11038
11,39,163,163,100.0,11039
11,40,69,69,100.0,11040
11,41,62,62,100.0,11041
11,42,73,73,100.0,11042
11,43,86,86,100.0,11043
11,44,84,84,100.0,11044
11,45,33,33,100.0,11045
11,46,98,98,100.0,11046
11,47,79,79,100.0,11047
11,48,40,40,100.0,11048
11,49,70,70,100.0,11049
11,50,57,57,100.0,11050
