ward,precinct,total,Iris Y. Martinez,Iris Y. Martinez Percent,precinct_id
1,9,79,79,100.0,01009
1,13,126,126,100.0,01013
1,19,49,49,100.0,01019
1,20,118,118,100.0,01020
1,24,146,146,100.0,01024
1,30,128,128,100.0,01030
1,39,24,24,100.0,01039
1,41,42,42,100.0,01041
26,19,104,104,100.0,26019
26,34,81,81,100.0,26034
26,51,54,54,100.0,26051
30,1,66,66,100.0,30001
30,3,61,61,100.0,30003
30,4,37,37,100.0,30004
30,7,44,44,100.0,30007
30,8,84,84,100.0,30008
30,9,99,99,100.0,30009
30,13,111,111,100.0,30013
30,15,46,46,100.0,30015
30,18,92,92,100.0,30018
30,25,28,28,100.0,30025
30,28,78,78,100.0,30028
30,30,63,63,100.0,30030
31,1,40,40,100.0,31001
31,2,70,70,100.0,31002
31,4,52,52,100.0,31004
31,5,71,71,100.0,31005
31,6,51,51,100.0,31006
31,7,49,49,100.0,31007
31,8,49,49,100.0,31008
31,9,52,52,100.0,31009
31,10,46,46,100.0,31010
31,11,81,81,100.0,31011
31,13,47,47,100.0,31013
31,14,47,47,100.0,31014
31,16,31,31,100.0,31016
31,18,46,46,100.0,31018
31,19,63,63,100.0,31019
31,20,1,1,100.0,31020
31,22,35,35,100.0,31022
31,23,39,39,100.0,31023
31,24,70,70,100.0,31024
31,26,35,35,100.0,31026
31,28,53,53,100.0,31028
31,30,66,66,100.0,31030
31,31,89,89,100.0,31031
31,32,80,80,100.0,31032
31,33,73,73,100.0,31033
31,35,38,38,100.0,31035
31,38,41,41,100.0,31038
31,40,48,48,100.0,31040
31,41,66,66,100.0,31041
31,46,54,54,100.0,31046
31,47,55,55,100.0,31047
33,1,59,59,100.0,33001
33,2,102,102,100.0,33002
33,3,69,69,100.0,33003
33,4,74,74,100.0,33004
33,5,59,59,100.0,33005
33,6,111,111,100.0,33006
33,9,75,75,100.0,33009
33,11,76,76,100.0,33011
33,12,79,79,100.0,33012
33,13,69,69,100.0,33013
33,14,62,62,100.0,33014
33,15,71,71,100.0,33015
33,16,53,53,100.0,33016
33,17,81,81,100.0,33017
33,19,68,68,100.0,33019
33,20,73,73,100.0,33020
33,21,80,80,100.0,33021
33,22,138,138,100.0,33022
33,25,85,85,100.0,33025
33,26,74,74,100.0,33026
33,27,51,51,100.0,33027
35,1,67,67,100.0,35001
35,4,59,59,100.0,35004
35,5,57,57,100.0,35005
35,6,62,62,100.0,35006
35,7,123,123,100.0,35007
35,8,106,106,100.0,35008
35,9,64,64,100.0,35009
35,10,117,117,100.0,35010
35,11,71,71,100.0,35011
35,12,127,127,100.0,35012
35,13,12,12,100.0,35013
35,14,85,85,100.0,35014
35,15,95,95,100.0,35015
35,16,89,89,100.0,35016
35,17,89,89,100.0,35017
35,18,67,67,100.0,35018
35,19,94,94,100.0,35019
35,21,83,83,100.0,35021
35,22,15,15,100.0,35022
35,24,32,32,100.0,35024
35,25,122,122,100.0,35025
35,26,54,54,100.0,35026
35,27,121,121,100.0,35027
35,28,98,98,100.0,35028
35,29,121,121,100.0,35029
35,30,186,186,100.0,35030
35,31,43,43,100.0,35031
35,33,56,56,100.0,35033
35,34,117,117,100.0,35034
35,36,82,82,100.0,35036
38,2,93,93,100.0,38002
38,4,99,99,100.0,38004
38,5,77,77,100.0,38005
38,6,82,82,100.0,38006
38,7,51,51,100.0,38007
38,9,68,68,100.0,38009
38,10,74,74,100.0,38010
38,13,104,104,100.0,38013
38,16,89,89,100.0,38016
38,17,71,71,100.0,38017
38,20,92,92,100.0,38020
38,23,135,135,100.0,38023
38,24,115,115,100.0,38024
38,27,68,68,100.0,38027
38,29,75,75,100.0,38029
38,30,55,55,100.0,38030
38,31,89,89,100.0,38031
38,34,94,94,100.0,38034
38,35,106,106,100.0,38035
38,36,69,69,100.0,38036
38,37,73,73,100.0,38037
38,39,72,72,100.0,38039
39,12,77,77,100.0,39012
39,13,28,28,100.0,39013
39,21,0,0,0.0,39021
39,22,50,50,100.0,39022
39,23,47,47,100.0,39023
39,24,50,50,100.0,39024
39,25,75,75,100.0,39025
39,27,63,63,100.0,39027
39,28,137,137,100.0,39028
39,30,54,54,100.0,39030
39,31,45,45,100.0,39031
39,34,73,73,100.0,39034
45,1,105,105,100.0,45001
45,7,4,4,100.0,45007
45,16,78,78,100.0,45016
45,28,96,96,100.0,45028
45,31,75,75,100.0,45031
