ward,precinct,total,Nichole C. Patton,Nichole C. Patton Percent,Kevin W. Horan,Kevin W. Horan Percent,Diann Karen Marsalek,Diann Karen Marsalek Percent,Rodrick F. Wimberly,Rodrick F. Wimberly Percent,precinct_id
36,37,77,15,19.48,28,36.36,30,38.96,4,5.19,36037
36,38,40,9,22.5,10,25.0,18,45.0,3,7.5,36038
36,39,61,14,22.95,13,21.31,30,49.18,4,6.56,36039
36,40,77,16,20.78,17,22.08,41,53.25,3,3.9,36040
36,41,61,10,16.39,11,18.03,40,65.57,0,0.0,36041
36,42,57,10,17.54,10,17.54,33,57.89,4,7.02,36042
36,43,73,21,28.77,11,15.07,33,45.21,8,10.96,36043
36,44,118,30,25.42,30,25.42,45,38.14,13,11.02,36044
36,45,126,29,23.02,39,30.95,53,42.06,5,3.97,36045
36,46,79,13,16.46,26,32.91,36,45.57,4,5.06,36046
36,47,168,35,20.83,47,27.98,68,40.48,18,10.71,36047
36,48,65,19,29.23,29,44.62,16,24.62,1,1.54,36048
36,49,124,27,21.77,29,23.39,61,49.19,7,5.65,36049
36,50,88,13,14.77,14,15.91,59,67.05,2,2.27,36050
36,51,92,17,18.48,21,22.83,50,54.35,4,4.35,36051
37,1,31,11,35.48,3,9.68,14,45.16,3,9.68,37001
37,2,80,32,40.0,13,16.25,21,26.25,14,17.5,37002
37,3,37,11,29.73,10,27.03,12,32.43,4,10.81,37003
37,4,89,24,26.97,11,12.36,37,41.57,17,19.1,37004
37,5,116,37,31.9,14,12.07,43,37.07,22,18.97,37005
37,6,124,29,23.39,16,12.9,66,53.23,13,10.48,37006
37,7,116,35,30.17,19,16.38,45,38.79,17,14.66,37007
37,8,40,15,37.5,4,10.0,19,47.5,2,5.0,37008
37,9,79,34,43.04,12,15.19,21,26.58,12,15.19,37009
37,10,122,16,13.11,6,4.92,85,69.67,15,12.3,37010
37,11,19,6,31.58,3,15.79,7,36.84,3,15.79,37011
37,12,53,20,37.74,7,13.21,18,33.96,8,15.09,37012
37,13,88,29,32.95,12,13.64,40,45.45,7,7.95,37013
37,14,131,46,35.11,21,16.03,35,26.72,29,22.14,37014
37,15,89,25,28.09,11,12.36,36,40.45,17,19.1,37015
37,16,93,43,46.24,12,12.9,28,30.11,10,10.75,37016
37,17,74,30,40.54,11,14.86,14,18.92,19,25.68,37017
37,18,129,56,43.41,19,14.73,40,31.01,14,10.85,37018
37,19,40,13,32.5,8,20.0,11,27.5,8,20.0,37019
37,20,81,25,30.86,14,17.28,35,43.21,7,8.64,37020
37,21,104,32,30.77,18,17.31,38,36.54,16,15.38,37021
37,22,76,15,19.74,7,9.21,46,60.53,8,10.53,37022
37,23,82,34,41.46,14,17.07,17,20.73,17,20.73,37023
37,24,63,26,41.27,12,19.05,16,25.4,9,14.29,37024
37,25,100,35,35.0,7,7.0,41,41.0,17,17.0,37025
37,26,104,41,39.42,28,26.92,18,17.31,17,16.35,37026
37,27,110,44,40.0,16,14.55,31,28.18,19,17.27,37027
37,28,97,39,40.21,13,13.4,35,36.08,10,10.31,37028
37,29,86,39,45.35,11,12.79,13,15.12,23,26.74,37029
37,30,57,23,40.35,5,8.77,20,35.09,9,15.79,37030
37,31,101,32,31.68,13,12.87,44,43.56,12,11.88,37031
37,32,91,29,31.87,11,12.09,43,47.25,8,8.79,37032
37,33,58,21,36.21,11,18.97,14,24.14,12,20.69,37033
37,34,86,31,36.05,11,12.79,26,30.23,18,20.93,37034
37,35,113,46,40.71,18,15.93,32,28.32,17,15.04,37035
37,36,79,19,24.05,12,15.19,33,41.77,15,18.99,37036
37,37,90,32,35.56,19,21.11,19,21.11,20,22.22,37037
37,38,91,38,41.76,12,13.19,26,28.57,15,16.48,37038
37,39,55,12,21.82,12,21.82,26,47.27,5,9.09,37039
37,40,87,35,40.23,15,17.24,23,26.44,14,16.09,37040
37,41,97,31,31.96,9,9.28,39,40.21,18,18.56,37041
37,42,39,16,41.03,8,20.51,12,30.77,3,7.69,37042
37,43,80,23,28.75,7,8.75,36,45.0,14,17.5,37043
38,1,67,15,22.39,22,32.84,25,37.31,5,7.46,38001
38,2,80,19,23.75,15,18.75,39,48.75,7,8.75,38002
38,3,39,10,25.64,10,25.64,17,43.59,2,5.13,38003
38,4,99,31,31.31,24,24.24,38,38.38,6,6.06,38004
38,5,76,9,11.84,32,42.11,33,43.42,2,2.63,38005
38,6,81,27,33.33,14,17.28,35,43.21,5,6.17,38006
38,7,55,10,18.18,21,38.18,22,40.0,2,3.64,38007
38,8,28,5,17.86,6,21.43,12,42.86,5,17.86,38008
38,9,63,4,6.35,27,42.86,29,46.03,3,4.76,38009
38,10,71,8,11.27,36,50.7,23,32.39,4,5.63,38010
38,11,108,19,17.59,29,26.85,54,50.0,6,5.56,38011
38,12,54,10,18.52,18,33.33,24,44.44,2,3.7,38012
38,13,116,26,22.41,35,30.17,47,40.52,8,6.9,38013
38,14,61,12,19.67,22,36.07,25,40.98,2,3.28,38014
38,15,72,15,20.83,22,30.56,33,45.83,2,2.78,38015
38,16,91,29,31.87,24,26.37,30,32.97,8,8.79,38016
38,17,73,14,19.18,22,30.14,34,46.58,3,4.11,38017
38,18,71,18,25.35,18,25.35,31,43.66,4,5.63,38018
38,19,83,11,13.25,20,24.1,49,59.04,3,3.61,38019
38,20,87,12,13.79,38,43.68,29,33.33,8,9.2,38020
38,21,47,4,8.51,10,21.28,29,61.7,4,8.51,38021
38,22,66,13,19.7,21,31.82,27,40.91,5,7.58,38022
38,23,137,34,24.82,55,40.15,39,28.47,9,6.57,38023
38,24,118,36,30.51,26,22.03,43,36.44,13,11.02,38024
38,25,46,7,15.22,13,28.26,25,54.35,1,2.17,38025
38,26,53,11,20.75,14,26.42,26,49.06,2,3.77,38026
38,27,69,16,23.19,17,24.64,31,44.93,5,7.25,38027
38,28,83,19,22.89,30,36.14,29,34.94,5,6.02,38028
38,29,76,18,23.68,19,25.0,32,42.11,7,9.21,38029
38,30,56,11,19.64,17,30.36,24,42.86,4,7.14,38030
38,31,94,25,26.6,25,26.6,35,37.23,9,9.57,38031
38,32,79,11,13.92,29,36.71,34,43.04,5,6.33,38032
38,33,54,11,20.37,15,27.78,27,50.0,1,1.85,38033
38,34,93,26,27.96,23,24.73,42,45.16,2,2.15,38034
38,35,104,20,19.23,43,41.35,38,36.54,3,2.88,38035
38,36,73,22,30.14,21,28.77,26,35.62,4,5.48,38036
38,37,80,16,20.0,22,27.5,33,41.25,9,11.25,38037
38,38,59,14,23.73,17,28.81,26,44.07,2,3.39,38038
38,39,78,16,20.51,23,29.49,32,41.03,7,8.97,38039
38,40,44,8,18.18,12,27.27,21,47.73,3,6.82,38040
38,41,105,17,16.19,32,30.48,51,48.57,5,4.76,38041
38,42,66,8,12.12,31,46.97,23,34.85,4,6.06,38042
38,43,51,11,21.57,14,27.45,23,45.1,3,5.88,38043
38,44,55,6,10.91,20,36.36,23,41.82,6,10.91,38044
38,45,63,14,22.22,14,22.22,30,47.62,5,7.94,38045
39,1,59,4,6.78,31,52.54,22,37.29,2,3.39,39001
39,2,105,14,13.33,44,41.9,42,40.0,5,4.76,39002
39,3,64,4,6.25,31,48.44,26,40.63,3,4.69,39003
39,4,50,5,10.0,18,36.0,25,50.0,2,4.0,39004
39,5,43,13,30.23,16,37.21,12,27.91,2,4.65,39005
39,6,43,6,13.95,21,48.84,12,27.91,4,9.3,39006
39,7,52,7,13.46,12,23.08,31,59.62,2,3.85,39007
39,8,86,12,13.95,28,32.56,42,48.84,4,4.65,39008
39,9,74,9,12.16,15,20.27,42,56.76,8,10.81,39009
39,10,48,12,25.0,15,31.25,16,33.33,5,10.42,39010
39,11,78,14,17.95,13,16.67,51,65.38,0,0.0,39011
39,12,82,17,20.73,26,31.71,34,41.46,5,6.1,39012
39,13,28,8,28.57,8,28.57,12,42.86,0,0.0,39013
39,14,62,17,27.42,10,16.13,26,41.94,9,14.52,39014
39,15,48,3,6.25,19,39.58,25,52.08,1,2.08,39015
39,16,45,9,20.0,11,24.44,20,44.44,5,11.11,39016
39,17,66,12,18.18,26,39.39,23,34.85,5,7.58,39017
39,18,66,12,18.18,15,22.73,35,53.03,4,6.06,39018
39,19,39,5,12.82,17,43.59,15,38.46,2,5.13,39019
39,20,56,7,12.5,26,46.43,21,37.5,2,3.57,39020
39,21,47,7,14.89,9,19.15,29,61.7,2,4.26,39021
39,22,48,11,22.92,15,31.25,20,41.67,2,4.17,39022
39,23,50,7,14.0,26,52.0,17,34.0,0,0.0,39023
39,24,45,11,24.44,8,17.78,21,46.67,5,11.11,39024
39,25,71,22,30.99,18,25.35,27,38.03,4,5.63,39025
39,26,55,9,16.36,23,41.82,22,40.0,1,1.82,39026
39,27,59,5,8.47,22,37.29,29,49.15,3,5.08,39027
39,28,120,25,20.83,31,25.83,57,47.5,7,5.83,39028
39,29,38,7,18.42,12,31.58,16,42.11,3,7.89,39029
39,30,50,10,20.0,14,28.0,25,50.0,1,2.0,39030
39,31,44,8,18.18,13,29.55,20,45.45,3,6.82,39031
39,32,41,4,9.76,11,26.83,22,53.66,4,9.76,39032
39,33,54,13,24.07,23,42.59,16,29.63,2,3.7,39033
39,34,74,10,13.51,22,29.73,34,45.95,8,10.81,39034
39,35,60,4,6.67,27,45.0,26,43.33,3,5.0,39035
39,36,74,17,22.97,15,20.27,35,47.3,7,9.46,39036
39,37,114,11,9.65,53,46.49,46,40.35,4,3.51,39037
39,38,77,15,19.48,25,32.47,34,44.16,3,3.9,39038
39,39,22,7,31.82,5,22.73,6,27.27,4,18.18,39039
39,40,42,5,11.9,10,23.81,25,59.52,2,4.76,39040
39,41,40,9,22.5,12,30.0,18,45.0,1,2.5,39041
39,42,37,4,10.81,18,48.65,15,40.54,0,0.0,39042
39,43,52,2,3.85,27,51.92,18,34.62,5,9.62,39043
40,1,55,14,25.45,10,18.18,25,45.45,6,10.91,40001
40,2,33,6,18.18,14,42.42,13,39.39,0,0.0,40002
40,3,67,4,5.97,26,38.81,35,52.24,2,2.99,40003
40,4,83,11,13.25,34,40.96,37,44.58,1,1.2,40004
40,5,104,16,15.38,22,21.15,59,56.73,7,6.73,40005
40,6,43,8,18.6,10,23.26,22,51.16,3,6.98,40006
40,7,70,10,14.29,24,34.29,36,51.43,0,0.0,40007
40,8,13,5,38.46,3,23.08,4,30.77,1,7.69,40008
40,9,67,17,25.37,27,40.3,17,25.37,6,8.96,40009
40,10,89,9,10.11,27,30.34,52,58.43,1,1.12,40010
40,11,57,5,8.77,18,31.58,33,57.89,1,1.75,40011
40,12,75,9,12.0,23,30.67,40,53.33,3,4.0,40012
40,13,167,26,15.57,54,32.34,77,46.11,10,5.99,40013
40,14,62,15,24.19,16,25.81,27,43.55,4,6.45,40014
40,15,57,12,21.05,10,17.54,30,52.63,5,8.77,40015
40,16,88,20,22.73,25,28.41,34,38.64,9,10.23,40016
40,17,65,11,16.92,20,30.77,32,49.23,2,3.08,40017
40,18,57,13,22.81,9,15.79,33,57.89,2,3.51,40018
40,19,81,18,22.22,16,19.75,40,49.38,7,8.64,40019
40,20,38,8,21.05,11,28.95,16,42.11,3,7.89,40020
40,21,54,9,16.67,20,37.04,25,46.3,0,0.0,40021
40,22,23,1,4.35,9,39.13,13,56.52,0,0.0,40022
40,23,59,10,16.95,25,42.37,19,32.2,5,8.47,40023
40,24,23,2,8.7,10,43.48,8,34.78,3,13.04,40024
40,25,29,6,20.69,12,41.38,8,27.59,3,10.34,40025
40,26,81,6,7.41,16,19.75,54,66.67,5,6.17,40026
40,27,49,12,24.49,11,22.45,23,46.94,3,6.12,40027
40,28,95,21,22.11,21,22.11,46,48.42,7,7.37,40028
40,29,75,10,13.33,29,38.67,32,42.67,4,5.33,40029
40,30,118,7,5.93,31,26.27,79,66.95,1,0.85,40030
40,31,55,6,10.91,28,50.91,17,30.91,4,7.27,40031
40,32,94,26,27.66,27,28.72,35,37.23,6,6.38,40032
40,33,64,19,29.69,24,37.5,20,31.25,1,1.56,40033
40,34,28,7,25.0,7,25.0,11,39.29,3,10.71,40034
40,35,64,26,40.63,14,21.88,18,28.13,6,9.38,40035
40,36,71,15,21.13,24,33.8,29,40.85,3,4.23,40036
40,37,52,10,19.23,19,36.54,22,42.31,1,1.92,40037
40,38,35,6,17.14,10,28.57,17,48.57,2,5.71,40038
40,39,41,11,26.83,15,36.59,13,31.71,2,4.88,40039
40,40,35,2,5.71,22,62.86,11,31.43,0,0.0,40040
40,41,149,18,12.08,67,44.97,62,41.61,2,1.34,40041
41,1,69,5,7.25,30,43.48,23,33.33,11,15.94,41001
41,2,114,7,6.14,37,32.46,64,56.14,6,5.26,41002
41,3,62,9,14.52,21,33.87,27,43.55,5,8.06,41003
41,4,83,8,9.64,37,44.58,35,42.17,3,3.61,41004
41,5,87,7,8.05,32,36.78,43,49.43,5,5.75,41005
41,6,85,8,9.41,50,58.82,26,30.59,1,1.18,41006
41,7,80,9,11.25,40,50.0,28,35.0,3,3.75,41007
41,8,56,10,17.86,17,30.36,28,50.0,1,1.79,41008
41,9,64,7,10.94,23,35.94,31,48.44,3,4.69,41009
41,10,71,7,9.86,33,46.48,28,39.44,3,4.23,41010
41,11,73,8,10.96,24,32.88,38,52.05,3,4.11,41011
41,12,74,14,18.92,21,28.38,36,48.65,3,4.05,41012
41,13,41,5,12.2,11,26.83,22,53.66,3,7.32,41013
41,14,113,8,7.08,64,56.64,37,32.74,4,3.54,41014
41,15,74,9,12.16,27,36.49,35,47.3,3,4.05,41015
41,16,75,8,10.67,30,40.0,34,45.33,3,4.0,41016
41,17,87,10,11.49,36,41.38,31,35.63,10,11.49,41017
41,18,68,15,22.06,22,32.35,26,38.24,5,7.35,41018
41,19,91,12,13.19,38,41.76,37,40.66,4,4.4,41019
41,20,97,7,7.22,43,44.33,45,46.39,2,2.06,41020
41,21,82,14,17.07,27,32.93,37,45.12,4,4.88,41021
41,22,64,9,14.06,22,34.38,32,50.0,1,1.56,41022
41,23,67,4,5.97,21,31.34,38,56.72,4,5.97,41023
41,24,69,10,14.49,24,34.78,33,47.83,2,2.9,41024
41,25,23,7,30.43,4,17.39,9,39.13,3,13.04,41025
41,26,25,2,8.0,9,36.0,13,52.0,1,4.0,41026
41,27,17,2,11.76,6,35.29,8,47.06,1,5.88,41027
41,28,53,12,22.64,18,33.96,20,37.74,3,5.66,41028
41,29,24,5,20.83,6,25.0,12,50.0,1,4.17,41029
41,30,76,15,19.74,22,28.95,38,50.0,1,1.32,41030
41,31,85,17,20.0,28,32.94,35,41.18,5,5.88,41031
41,32,40,6,15.0,8,20.0,23,57.5,3,7.5,41032
41,33,50,2,4.0,17,34.0,27,54.0,4,8.0,41033
41,34,58,11,18.97,24,41.38,19,32.76,4,6.9,41034
41,35,77,5,6.49,24,31.17,45,58.44,3,3.9,41035
41,36,76,11,14.47,28,36.84,34,44.74,3,3.95,41036
41,37,80,7,8.75,34,42.5,37,46.25,2,2.5,41037
41,38,83,12,14.46,22,26.51,45,54.22,4,4.82,41038
41,39,41,4,9.76,21,51.22,14,34.15,2,4.88,41039
41,40,74,6,8.11,31,41.89,34,45.95,3,4.05,41040
41,41,67,7,10.45,22,32.84,36,53.73,2,2.99,41041
41,42,100,11,11.0,43,43.0,40,40.0,6,6.0,41042
41,43,63,7,11.11,22,34.92,30,47.62,4,6.35,41043
41,44,76,6,7.89,46,60.53,23,30.26,1,1.32,41044
41,45,60,6,10.0,31,51.67,20,33.33,3,5.0,41045
41,46,64,12,18.75,21,32.81,29,45.31,2,3.13,41046
41,47,72,4,5.56,46,63.89,18,25.0,4,5.56,41047
41,48,43,8,18.6,17,39.53,14,32.56,4,9.3,41048
41,49,96,12,12.5,55,57.29,27,28.13,2,2.08,41049
41,50,74,11,14.86,28,37.84,33,44.59,2,2.7,41050
41,51,56,6,10.71,18,32.14,32,57.14,0,0.0,41051
41,52,126,11,8.73,48,38.1,63,50.0,4,3.17,41052
41,53,72,15,20.83,30,41.67,25,34.72,2,2.78,41053
41,54,66,4,6.06,41,62.12,21,31.82,0,0.0,41054
41,55,37,6,16.22,14,37.84,16,43.24,1,2.7,41055
41,56,90,14,15.56,33,36.67,38,42.22,5,5.56,41056
41,57,59,11,18.64,20,33.9,26,44.07,2,3.39,41057
42,1,82,5,6.1,47,57.32,29,35.37,1,1.22,42001
42,2,47,16,34.04,11,23.4,16,34.04,4,8.51,42002
42,3,50,9,18.0,20,40.0,17,34.0,4,8.0,42003
42,4,71,10,14.08,26,36.62,31,43.66,4,5.63,42004
42,5,58,6,10.34,27,46.55,22,37.93,3,5.17,42005
42,6,150,31,20.67,55,36.67,55,36.67,9,6.0,42006
42,7,60,5,8.33,26,43.33,22,36.67,7,11.67,42007
42,8,79,8,10.13,41,51.9,27,34.18,3,3.8,42008
42,9,149,18,12.08,74,49.66,52,34.9,5,3.36,42009
42,10,124,17,13.71,59,47.58,44,35.48,4,3.23,42010
42,11,84,16,19.05,32,38.1,30,35.71,6,7.14,42011
42,12,48,11,22.92,16,33.33,17,35.42,4,8.33,42012
42,13,141,20,14.18,59,41.84,50,35.46,12,8.51,42013
42,14,47,2,4.26,18,38.3,25,53.19,2,4.26,42014
42,15,58,7,12.07,31,53.45,19,32.76,1,1.72,42015
42,16,36,3,8.33,17,47.22,14,38.89,2,5.56,42016
42,17,148,49,33.11,48,32.43,35,23.65,16,10.81,42017
42,18,107,16,14.95,37,34.58,48,44.86,6,5.61,42018
42,19,13,0,0.0,7,53.85,5,38.46,1,7.69,42019
42,20,33,11,33.33,6,18.18,13,39.39,3,9.09,42020
42,21,25,5,20.0,12,48.0,8,32.0,0,0.0,42021
42,22,33,6,18.18,14,42.42,10,30.3,3,9.09,42022
42,23,84,6,7.14,45,53.57,31,36.9,2,2.38,42023
42,24,58,9,15.52,23,39.66,22,37.93,4,6.9,42024
42,25,53,7,13.21,21,39.62,23,43.4,2,3.77,42025
42,26,101,33,32.67,20,19.8,33,32.67,15,14.85,42026
42,27,71,20,28.17,20,28.17,29,40.85,2,2.82,42027
42,28,73,8,10.96,30,41.1,31,42.47,4,5.48,42028
42,29,76,6,7.89,36,47.37,31,40.79,3,3.95,42029
42,30,41,5,12.2,14,34.15,19,46.34,3,7.32,42030
42,31,47,5,10.64,16,34.04,24,51.06,2,4.26,42031
42,32,57,8,14.04,28,49.12,17,29.82,4,7.02,42032
42,33,111,9,8.11,56,50.45,42,37.84,4,3.6,42033
42,34,52,6,11.54,22,42.31,21,40.38,3,5.77,42034
42,35,68,8,11.76,34,50.0,25,36.76,1,1.47,42035
42,36,39,7,17.95,20,51.28,10,25.64,2,5.13,42036
42,37,51,3,5.88,28,54.9,18,35.29,2,3.92,42037
42,38,41,2,4.88,20,48.78,19,46.34,0,0.0,42038
42,39,43,14,32.56,12,27.91,13,30.23,4,9.3,42039
42,40,72,10,13.89,34,47.22,24,33.33,4,5.56,42040
42,41,73,20,27.4,22,30.14,26,35.62,5,6.85,42041
42,42,77,9,11.69,28,36.36,36,46.75,4,5.19,42042
42,43,75,13,17.33,29,38.67,27,36.0,6,8.0,42043
42,44,54,6,11.11,22,40.74,23,42.59,3,5.56,42044
42,45,59,3,5.08,27,45.76,27,45.76,2,3.39,42045
42,46,40,3,7.5,16,40.0,21,52.5,0,0.0,42046
42,47,42,6,14.29,20,47.62,14,33.33,2,4.76,42047
42,48,46,8,17.39,12,26.09,25,54.35,1,2.17,42048
42,49,14,2,14.29,6,42.86,2,14.29,4,28.57,42049
42,50,99,9,9.09,45,45.45,42,42.42,3,3.03,42050
42,51,129,30,23.26,44,34.11,42,32.56,13,10.08,42051
42,52,55,12,21.82,15,27.27,22,40.0,6,10.91,42052
42,53,99,23,23.23,31,31.31,38,38.38,7,7.07,42053
42,54,43,11,25.58,19,44.19,9,20.93,4,9.3,42054
42,55,60,9,15.0,25,41.67,18,30.0,8,13.33,42055
42,56,52,7,13.46,21,40.38,21,40.38,3,5.77,42056
42,57,48,17,35.42,11,22.92,19,39.58,1,2.08,42057
42,58,23,11,47.83,5,21.74,6,26.09,1,4.35,42058
42,59,45,5,11.11,22,48.89,16,35.56,2,4.44,42059
42,60,33,12,36.36,7,21.21,13,39.39,1,3.03,42060
42,61,39,5,12.82,14,35.9,13,33.33,7,17.95,42061
42,62,42,8,19.05,14,33.33,18,42.86,2,4.76,42062
42,63,83,12,14.46,36,43.37,33,39.76,2,2.41,42063
42,64,22,6,27.27,8,36.36,7,31.82,1,4.55,42064
42,65,70,7,10.0,34,48.57,26,37.14,3,4.29,42065
42,66,47,13,27.66,17,36.17,14,29.79,3,6.38,42066
42,67,67,5,7.46,27,40.3,30,44.78,5,7.46,42067
43,1,95,24,25.26,44,46.32,24,25.26,3,3.16,43001
43,2,48,5,10.42,30,62.5,11,22.92,2,4.17,43002
43,3,79,5,6.33,45,56.96,25,31.65,4,5.06,43003
43,4,71,7,9.86,32,45.07,31,43.66,1,1.41,43004
43,5,49,3,6.12,25,51.02,21,42.86,0,0.0,43005
43,6,93,17,18.28,31,33.33,39,41.94,6,6.45,43006
43,7,86,12,13.95,40,46.51,28,32.56,6,6.98,43007
43,8,104,10,9.62,55,52.88,32,30.77,7,6.73,43008
43,9,57,8,14.04,31,54.39,17,29.82,1,1.75,43009
43,10,57,3,5.26,28,49.12,24,42.11,2,3.51,43010
43,11,49,2,4.08,29,59.18,17,34.69,1,2.04,43011
43,12,73,8,10.96,43,58.9,22,30.14,0,0.0,43012
43,13,53,8,15.09,14,26.42,24,45.28,7,13.21,43013
43,14,62,1,1.61,40,64.52,18,29.03,3,4.84,43014
43,15,58,5,8.62,30,51.72,22,37.93,1,1.72,43015
43,16,53,2,3.77,27,50.94,23,43.4,1,1.89,43016
43,17,101,8,7.92,65,64.36,28,27.72,0,0.0,43017
43,18,76,8,10.53,39,51.32,26,34.21,3,3.95,43018
43,19,80,22,27.5,21,26.25,29,36.25,8,10.0,43019
43,20,88,5,5.68,41,46.59,40,45.45,2,2.27,43020
43,21,69,1,1.45,58,84.06,10,14.49,0,0.0,43021
43,22,40,3,7.5,22,55.0,13,32.5,2,5.0,43022
43,23,60,4,6.67,44,73.33,12,20.0,0,0.0,43023
43,24,67,10,14.93,22,32.84,33,49.25,2,2.99,43024
43,25,71,14,19.72,28,39.44,24,33.8,5,7.04,43025
43,26,55,7,12.73,26,47.27,21,38.18,1,1.82,43026
43,27,50,5,10.0,22,44.0,22,44.0,1,2.0,43027
43,28,78,5,6.41,40,51.28,32,41.03,1,1.28,43028
43,29,49,4,8.16,29,59.18,16,32.65,0,0.0,43029
43,30,68,6,8.82,40,58.82,20,29.41,2,2.94,43030
43,31,39,7,17.95,14,35.9,18,46.15,0,0.0,43031
43,32,71,5,7.04,45,63.38,21,29.58,0,0.0,43032
43,33,35,6,17.14,12,34.29,14,40.0,3,8.57,43033
43,34,25,3,12.0,12,48.0,6,24.0,4,16.0,43034
43,35,74,6,8.11,37,50.0,28,37.84,3,4.05,43035
43,36,52,8,15.38,27,51.92,16,30.77,1,1.92,43036
43,37,68,8,11.76,25,36.76,23,33.82,12,17.65,43037
43,38,29,4,13.79,17,58.62,8,27.59,0,0.0,43038
43,39,94,7,7.45,48,51.06,38,40.43,1,1.06,43039
43,40,73,11,15.07,35,47.95,24,32.88,3,4.11,43040
43,41,32,1,3.13,23,71.88,8,25.0,0,0.0,43041
43,42,24,2,8.33,14,58.33,6,25.0,2,8.33,43042
43,43,40,6,15.0,14,35.0,16,40.0,4,10.0,43043
43,44,52,4,7.69,28,53.85,18,34.62,2,3.85,43044
43,45,66,17,25.76,22,33.33,26,39.39,1,1.52,43045
43,46,69,3,4.35,35,50.72,30,43.48,1,1.45,43046
43,47,110,18,16.36,42,38.18,46,41.82,4,3.64,43047
43,48,49,8,16.33,18,36.73,19,38.78,4,8.16,43048
43,49,56,3,5.36,32,57.14,20,35.71,1,1.79,43049
43,50,44,6,13.64,19,43.18,17,38.64,2,4.55,43050
43,51,97,34,35.05,22,22.68,33,34.02,8,8.25,43051
44,1,77,8,10.39,23,29.87,40,51.95,6,7.79,44001
44,2,52,5,9.62,19,36.54,27,51.92,1,1.92,44002
44,3,90,12,13.33,36,40.0,41,45.56,1,1.11,44003
44,4,100,11,11.0,36,36.0,46,46.0,7,7.0,44004
44,5,79,19,24.05,20,25.32,36,45.57,4,5.06,44005
44,6,47,3,6.38,21,44.68,23,48.94,0,0.0,44006
44,7,67,4,5.97,26,38.81,36,53.73,1,1.49,44007
44,8,60,10,16.67,19,31.67,28,46.67,3,5.0,44008
44,9,32,2,6.25,17,53.13,11,34.38,2,6.25,44009
44,10,31,3,9.68,15,48.39,12,38.71,1,3.23,44010
44,11,61,11,18.03,20,32.79,28,45.9,2,3.28,44011
44,12,98,7,7.14,46,46.94,44,44.9,1,1.02,44012
44,13,40,5,12.5,19,47.5,14,35.0,2,5.0,44013
44,14,56,4,7.14,20,35.71,31,55.36,1,1.79,44014
44,15,89,8,8.99,30,33.71,48,53.93,3,3.37,44015
44,16,48,2,4.17,16,33.33,28,58.33,2,4.17,44016
44,17,95,6,6.32,53,55.79,34,35.79,2,2.11,44017
44,18,22,2,9.09,10,45.45,10,45.45,0,0.0,44018
44,19,94,8,8.51,40,42.55,42,44.68,4,4.26,44019
44,20,51,4,7.84,15,29.41,32,62.75,0,0.0,44020
44,21,55,13,23.64,19,34.55,21,38.18,2,3.64,44021
44,22,77,11,14.29,30,38.96,34,44.16,2,2.6,44022
44,23,49,6,12.24,13,26.53,30,61.22,0,0.0,44023
44,24,125,12,9.6,57,45.6,53,42.4,3,2.4,44024
44,25,42,0,0.0,23,54.76,18,42.86,1,2.38,44025
44,26,52,5,9.62,13,25.0,32,61.54,2,3.85,44026
44,27,71,3,4.23,13,18.31,54,76.06,1,1.41,44027
44,28,32,3,9.38,15,46.88,13,40.63,1,3.13,44028
44,29,57,7,12.28,19,33.33,29,50.88,2,3.51,44029
44,30,53,7,13.21,19,35.85,24,45.28,3,5.66,44030
44,31,51,3,5.88,25,49.02,21,41.18,2,3.92,44031
44,32,38,3,7.89,21,55.26,14,36.84,0,0.0,44032
44,33,71,13,18.31,27,38.03,27,38.03,4,5.63,44033
44,34,35,8,22.86,18,51.43,8,22.86,1,2.86,44034
44,35,150,15,10.0,57,38.0,75,50.0,3,2.0,44035
44,36,43,10,23.26,15,34.88,18,41.86,0,0.0,44036
44,37,82,11,13.41,31,37.8,37,45.12,3,3.66,44037
44,38,38,2,5.26,9,23.68,26,68.42,1,2.63,44038
44,39,42,4,9.52,10,23.81,26,61.9,2,4.76,44039
44,40,56,2,3.57,14,25.0,40,71.43,0,0.0,44040
44,41,81,21,25.93,24,29.63,32,39.51,4,4.94,44041
44,42,90,8,8.89,33,36.67,45,50.0,4,4.44,44042
44,43,51,6,11.76,22,43.14,23,45.1,0,0.0,44043
44,44,80,12,15.0,28,35.0,38,47.5,2,2.5,44044
44,45,57,5,8.77,20,35.09,30,52.63,2,3.51,44045
44,46,36,4,11.11,14,38.89,16,44.44,2,5.56,44046
44,47,77,14,18.18,18,23.38,39,50.65,6,7.79,44047
45,1,99,34,34.34,27,27.27,32,32.32,6,6.06,45001
45,2,79,14,17.72,27,34.18,36,45.57,2,2.53,45002
45,3,109,27,24.77,30,27.52,48,44.04,4,3.67,45003
45,4,85,10,11.76,45,52.94,23,27.06,7,8.24,45004
45,5,85,7,8.24,39,45.88,33,38.82,6,7.06,45005
45,6,75,14,18.67,26,34.67,33,44.0,2,2.67,45006
45,7,74,11,14.86,21,28.38,35,47.3,7,9.46,45007
45,8,65,15,23.08,24,36.92,25,38.46,1,1.54,45008
45,9,89,18,20.22,29,32.58,39,43.82,3,3.37,45009
45,10,78,11,14.1,19,24.36,41,52.56,7,8.97,45010
45,11,76,13,17.11,16,21.05,45,59.21,2,2.63,45011
