ward,precinct,total,Pamela E. Hill-Veal,Pamela E. Hill-Veal Percent,Mathias William Delort,Mathias William Delort Percent,Kay Marie Hanlon,Kay Marie Hanlon Percent,James Michael McGing,James Michael McGing Percent,Laura Marie Sullivan,Laura Marie Sullivan Percent,precinct_id
30,24,49,6,12.24,9,18.37,12,24.49,3,6.12,11,22.45,30024
30,25,32,5,15.63,5,15.63,1,3.13,4,12.5,12,37.5,30025
30,26,41,6,14.63,3,7.32,2,4.88,5,12.2,18,43.9,30026
30,27,73,13,17.81,10,13.7,14,19.18,4,5.48,21,28.77,30027
30,28,74,5,6.76,18,24.32,7,9.46,8,10.81,26,35.14,30028
30,29,18,1,5.56,3,16.67,2,11.11,2,11.11,5,27.78,30029
30,30,70,7,10.0,16,22.86,3,4.29,10,14.29,20,28.57,30030
30,31,23,3,13.04,2,8.7,1,4.35,1,4.35,11,47.83,30031
31,1,66,4,6.06,11,16.67,7,10.61,5,7.58,32,48.48,31001
31,2,73,6,8.22,11,15.07,6,8.22,4,5.48,39,53.42,31002
31,3,46,6,13.04,12,26.09,3,6.52,5,10.87,17,36.96,31003
31,4,53,8,15.09,10,18.87,4,7.55,8,15.09,15,28.3,31004
31,5,77,8,10.39,30,38.96,5,6.49,6,7.79,20,25.97,31005
31,6,55,0,0.0,7,12.73,5,9.09,7,12.73,24,43.64,31006
31,7,54,9,16.67,8,14.81,4,7.41,4,7.41,19,35.19,31007
31,8,53,5,9.43,9,16.98,5,9.43,12,22.64,15,28.3,31008
31,9,56,4,7.14,20,35.71,5,8.93,6,10.71,17,30.36,31009
31,10,51,2,3.92,6,11.76,4,7.84,5,9.8,20,39.22,31010
31,11,79,6,7.59,14,17.72,8,10.13,7,8.86,33,41.77,31011
31,12,32,3,9.38,4,12.5,5,15.63,4,12.5,10,31.25,31012
31,13,51,3,5.88,9,17.65,6,11.76,7,13.73,20,39.22,31013
31,14,46,9,19.57,7,15.22,3,6.52,3,6.52,20,43.48,31014
31,15,17,0,0.0,1,5.88,3,17.65,3,17.65,6,35.29,31015
31,16,31,4,12.9,1,3.23,4,12.9,8,25.81,8,25.81,31016
31,17,37,7,18.92,5,13.51,5,13.51,2,5.41,14,37.84,31017
31,18,40,6,15.0,9,22.5,4,10.0,0,0.0,17,42.5,31018
31,19,68,13,19.12,23,33.82,4,5.88,3,4.41,20,29.41,31019
31,20,43,5,11.63,6,13.95,2,4.65,5,11.63,17,39.53,31020
31,21,44,4,9.09,9,20.45,9,20.45,2,4.55,15,34.09,31021
31,22,41,3,7.32,5,12.2,6,14.63,4,9.76,16,39.02,31022
31,23,41,9,21.95,3,7.32,5,12.2,3,7.32,17,41.46,31023
31,24,69,9,13.04,8,11.59,8,11.59,8,11.59,24,34.78,31024
31,25,25,2,8.0,10,40.0,2,8.0,1,4.0,8,32.0,31025
31,26,36,5,13.89,7,19.44,4,11.11,2,5.56,14,38.89,31026
31,27,33,6,18.18,7,21.21,1,3.03,2,6.06,14,42.42,31027
31,28,53,6,11.32,11,20.75,3,5.66,4,7.55,25,47.17,31028
31,29,35,6,17.14,3,8.57,3,8.57,7,20.0,11,31.43,31029
31,30,78,11,14.1,24,30.77,5,6.41,5,6.41,23,29.49,31030
31,31,91,12,13.19,15,16.48,10,10.99,10,10.99,31,34.07,31031
31,32,90,13,14.44,7,7.78,9,10.0,9,10.0,36,40.0,31032
31,33,79,5,6.33,10,12.66,9,11.39,17,21.52,21,26.58,31033
31,34,25,2,8.0,1,4.0,6,24.0,1,4.0,12,48.0,31034
31,35,43,7,16.28,3,6.98,3,6.98,2,4.65,24,55.81,31035
31,36,52,5,9.62,7,13.46,9,17.31,1,1.92,22,42.31,31036
31,37,23,1,4.35,7,30.43,3,13.04,0,0.0,9,39.13,31037
31,38,45,3,6.67,3,6.67,10,22.22,1,2.22,18,40.0,31038
31,39,26,0,0.0,16,61.54,3,11.54,0,0.0,6,23.08,31039
31,40,57,6,10.53,9,15.79,10,17.54,3,5.26,22,38.6,31040
31,41,69,10,14.49,17,24.64,8,11.59,4,5.8,19,27.54,31041
31,42,53,5,9.43,10,18.87,6,11.32,4,7.55,22,41.51,31042
31,43,38,0,0.0,11,28.95,2,5.26,6,15.79,13,34.21,31043
31,44,26,2,7.69,4,15.38,0,0.0,4,15.38,12,46.15,31044
31,45,27,4,14.81,7,25.93,2,7.41,3,11.11,10,37.04,31045
31,46,59,10,16.95,16,27.12,4,6.78,2,3.39,16,27.12,31046
31,47,64,4,6.25,16,25.0,6,9.38,4,6.25,25,39.06,31047
32,1,73,7,9.59,26,35.62,13,17.81,6,8.22,12,16.44,32001
32,2,88,6,6.82,33,37.5,14,15.91,7,7.95,16,18.18,32002
32,3,47,4,8.51,13,27.66,8,17.02,3,6.38,8,17.02,32003
32,4,97,6,6.19,44,45.36,12,12.37,5,5.15,17,17.53,32004
32,5,44,4,9.09,13,29.55,13,29.55,4,9.09,6,13.64,32005
32,6,71,7,9.86,14,19.72,15,21.13,5,7.04,17,23.94,32006
32,7,38,3,7.89,15,39.47,7,18.42,4,10.53,4,10.53,32007
32,8,75,7,9.33,36,48.0,11,14.67,6,8.0,4,5.33,32008
32,9,87,5,5.75,45,51.72,12,13.79,9,10.34,7,8.05,32009
32,10,59,6,10.17,24,40.68,6,10.17,5,8.47,10,16.95,32010
32,11,56,5,8.93,19,33.93,11,19.64,5,8.93,8,14.29,32011
32,12,42,5,11.9,8,19.05,7,16.67,1,2.38,10,23.81,32012
32,13,18,1,5.56,6,33.33,5,27.78,1,5.56,1,5.56,32013
32,14,64,3,4.69,15,23.44,15,23.44,5,7.81,11,17.19,32014
32,15,27,0,0.0,12,44.44,3,11.11,5,18.52,5,18.52,32015
32,16,59,5,8.47,20,33.9,11,18.64,7,11.86,11,18.64,32016
32,17,72,1,1.39,28,38.89,12,16.67,8,11.11,10,13.89,32017
32,18,38,0,0.0,20,52.63,10,26.32,3,7.89,3,7.89,32018
32,19,57,6,10.53,20,35.09,3,5.26,5,8.77,8,14.04,32019
32,20,29,4,13.79,3,10.34,1,3.45,5,17.24,6,20.69,32020
32,21,34,3,8.82,7,20.59,5,14.71,8,23.53,5,14.71,32021
32,22,51,4,7.84,27,52.94,8,15.69,2,3.92,2,3.92,32022
32,23,61,8,13.11,22,36.07,7,11.48,5,8.2,9,14.75,32023
32,24,44,3,6.82,16,36.36,4,9.09,5,11.36,10,22.73,32024
32,25,39,6,15.38,10,25.64,5,12.82,3,7.69,7,17.95,32025
32,26,53,4,7.55,20,37.74,7,13.21,4,7.55,7,13.21,32026
32,27,47,3,6.38,15,31.91,9,19.15,4,8.51,9,19.15,32027
32,28,38,6,15.79,12,31.58,3,7.89,4,10.53,8,21.05,32028
32,29,61,4,6.56,23,37.7,5,8.2,6,9.84,9,14.75,32029
32,30,39,2,5.13,16,41.03,5,12.82,5,12.82,4,10.26,32030
32,31,82,13,15.85,30,36.59,9,10.98,8,9.76,15,18.29,32031
32,32,42,3,7.14,23,54.76,7,16.67,4,9.52,3,7.14,32032
32,33,58,3,5.17,17,29.31,7,12.07,4,6.9,17,29.31,32033
32,34,47,3,6.38,20,42.55,5,10.64,4,8.51,10,21.28,32034
32,35,66,7,10.61,29,43.94,5,7.58,5,7.58,6,9.09,32035
32,36,59,5,8.47,33,55.93,8,13.56,3,5.08,3,5.08,32036
32,37,49,10,20.41,12,24.49,4,8.16,3,6.12,10,20.41,32037
32,38,45,3,6.67,20,44.44,2,4.44,7,15.56,6,13.33,32038
32,39,65,2,3.08,28,43.08,17,26.15,1,1.54,11,16.92,32039
32,40,51,3,5.88,24,47.06,6,11.76,3,5.88,6,11.76,32040
32,41,55,6,10.91,17,30.91,4,7.27,6,10.91,10,18.18,32041
32,42,65,6,9.23,21,32.31,11,16.92,4,6.15,13,20.0,32042
32,43,52,3,5.77,22,42.31,5,9.62,4,7.69,7,13.46,32043
32,44,64,11,17.19,13,20.31,9,14.06,6,9.38,13,20.31,32044
32,45,36,2,5.56,13,36.11,7,19.44,3,8.33,7,19.44,32045
32,46,20,3,15.0,4,20.0,1,5.0,2,10.0,9,45.0,32046
32,47,65,2,3.08,24,36.92,14,21.54,5,7.69,10,15.38,32047
32,48,105,15,14.29,29,27.62,19,18.1,5,4.76,22,20.95,32048
32,49,32,1,3.13,15,46.88,7,21.88,3,9.38,3,9.38,32049
32,50,73,4,5.48,42,57.53,10,13.7,6,8.22,2,2.74,32050
32,51,68,6,8.82,34,50.0,10,14.71,1,1.47,8,11.76,32051
32,52,30,2,6.67,10,33.33,5,16.67,5,16.67,5,16.67,32052
33,1,61,3,4.92,17,27.87,13,21.31,7,11.48,11,18.03,33001
33,2,96,6,6.25,23,23.96,16,16.67,15,15.63,19,19.79,33002
33,3,65,5,7.69,24,36.92,7,10.77,7,10.77,13,20.0,33003
33,4,75,5,6.67,21,28.0,11,14.67,6,8.0,21,28.0,33004
33,5,65,9,13.85,16,24.62,5,7.69,7,10.77,15,23.08,33005
33,6,92,17,18.48,23,25.0,10,10.87,5,5.43,25,27.17,33006
33,7,143,5,3.5,83,58.04,22,15.38,4,2.8,17,11.89,33007
33,8,57,7,12.28,26,45.61,6,10.53,4,7.02,4,7.02,33008
33,9,75,6,8.0,17,22.67,10,13.33,5,6.67,23,30.67,33009
33,10,95,11,11.58,20,21.05,8,8.42,8,8.42,29,30.53,33010
33,11,76,7,9.21,21,27.63,5,6.58,10,13.16,26,34.21,33011
33,12,74,9,12.16,12,16.22,11,14.86,8,10.81,18,24.32,33012
33,13,70,4,5.71,18,25.71,7,10.0,5,7.14,26,37.14,33013
33,14,60,12,20.0,17,28.33,7,11.67,3,5.0,13,21.67,33014
33,15,69,10,14.49,10,14.49,9,13.04,10,14.49,20,28.99,33015
33,16,52,4,7.69,10,19.23,6,11.54,3,5.77,17,32.69,33016
33,17,78,4,5.13,23,29.49,7,8.97,5,6.41,25,32.05,33017
33,18,14,1,7.14,4,28.57,2,14.29,2,14.29,3,21.43,33018
33,19,69,6,8.7,23,33.33,8,11.59,3,4.35,17,24.64,33019
33,20,86,9,10.47,27,31.4,8,9.3,6,6.98,23,26.74,33020
33,21,85,10,11.76,23,27.06,5,5.88,10,11.76,27,31.76,33021
33,22,127,19,14.96,27,21.26,13,10.24,13,10.24,26,20.47,33022
33,23,78,7,8.97,27,34.62,9,11.54,8,10.26,15,19.23,33023
33,24,122,9,7.38,61,50.0,13,10.66,12,9.84,14,11.48,33024
33,25,81,9,11.11,25,30.86,11,13.58,8,9.88,13,16.05,33025
33,26,75,9,12.0,29,38.67,6,8.0,1,1.33,14,18.67,33026
33,27,65,5,7.69,23,35.38,5,7.69,4,6.15,14,21.54,33027
34,1,249,98,39.36,69,27.71,11,4.42,13,5.22,24,9.64,34001
34,2,154,80,51.95,36,23.38,7,4.55,2,1.3,16,10.39,34002
34,3,134,49,36.57,49,36.57,8,5.97,4,2.99,10,7.46,34003
34,4,162,59,36.42,46,28.4,14,8.64,5,3.09,16,9.88,34004
34,5,109,34,31.19,33,30.28,7,6.42,5,4.59,17,15.6,34005
34,6,307,126,41.04,102,33.22,14,4.56,14,4.56,20,6.51,34006
34,7,190,95,50.0,26,13.68,10,5.26,12,6.32,20,10.53,34007
34,8,225,87,38.67,65,28.89,10,4.44,9,4.0,28,12.44,34008
34,9,79,36,45.57,18,22.78,4,5.06,2,2.53,5,6.33,34009
34,10,143,63,44.06,44,30.77,6,4.2,4,2.8,11,7.69,34010
34,11,79,29,36.71,18,22.78,5,6.33,1,1.27,14,17.72,34011
34,12,156,82,52.56,16,10.26,7,4.49,7,4.49,17,10.9,34012
34,13,165,97,58.79,27,16.36,8,4.85,5,3.03,13,7.88,34013
34,14,87,33,37.93,11,12.64,9,10.34,4,4.6,13,14.94,34014
34,15,97,30,30.93,31,31.96,7,7.22,5,5.15,6,6.19,34015
34,16,73,36,49.32,5,6.85,2,2.74,3,4.11,11,15.07,34016
34,17,114,43,37.72,27,23.68,9,7.89,3,2.63,10,8.77,34017
34,18,147,41,27.89,53,36.05,9,6.12,8,5.44,16,10.88,34018
34,19,146,47,32.19,52,35.62,4,2.74,5,3.42,11,7.53,34019
34,20,214,108,50.47,44,20.56,12,5.61,9,4.21,13,6.07,34020
34,21,140,52,37.14,47,33.57,3,2.14,4,2.86,15,10.71,34021
34,22,174,90,51.72,36,20.69,13,7.47,4,2.3,16,9.2,34022
34,23,116,38,32.76,32,27.59,12,10.34,2,1.72,10,8.62,34023
34,24,135,55,40.74,47,34.81,3,2.22,5,3.7,10,7.41,34024
34,25,176,86,48.86,34,19.32,11,6.25,9,5.11,14,7.95,34025
34,26,149,71,47.65,32,21.48,5,3.36,6,4.03,9,6.04,34026
34,27,109,38,34.86,23,21.1,11,10.09,6,5.5,14,12.84,34027
34,28,89,16,17.98,47,52.81,3,3.37,4,4.49,9,10.11,34028
34,29,145,72,49.66,28,19.31,5,3.45,10,6.9,13,8.97,34029
34,30,198,103,52.02,36,18.18,5,2.53,9,4.55,16,8.08,34030
34,31,69,33,47.83,7,10.14,6,8.7,5,7.25,7,10.14,34031
34,32,321,221,68.85,56,17.45,7,2.18,3,0.93,12,3.74,34032
34,33,144,55,38.19,46,31.94,11,7.64,2,1.39,13,9.03,34033
34,34,185,83,44.86,58,31.35,9,4.86,3,1.62,17,9.19,34034
34,35,116,63,54.31,24,20.69,8,6.9,2,1.72,11,9.48,34035
34,36,179,70,39.11,60,33.52,7,3.91,5,2.79,20,11.17,34036
34,37,132,41,31.06,36,27.27,10,7.58,9,6.82,16,12.12,34037
34,38,89,22,24.72,32,35.96,8,8.99,5,5.62,5,5.62,34038
34,39,89,33,37.08,31,34.83,8,8.99,3,3.37,4,4.49,34039
34,40,146,74,50.68,25,17.12,5,3.42,5,3.42,16,10.96,34040
34,41,73,18,24.66,22,30.14,8,10.96,0,0.0,8,10.96,34041
34,42,188,82,43.62,62,32.98,5,2.66,5,2.66,14,7.45,34042
34,43,211,75,35.55,52,24.64,18,8.53,11,5.21,31,14.69,34043
34,44,154,65,42.21,46,29.87,6,3.9,7,4.55,18,11.69,34044
34,45,126,46,36.51,29,23.02,8,6.35,8,6.35,13,10.32,34045
34,46,128,54,42.19,36,28.13,7,5.47,4,3.13,8,6.25,34046
34,47,103,45,43.69,22,21.36,5,4.85,4,3.88,15,14.56,34047
34,48,189,96,50.79,54,28.57,8,4.23,2,1.06,11,5.82,34048
34,49,223,88,39.46,59,26.46,12,5.38,9,4.04,21,9.42,34049
34,50,136,49,36.03,35,25.74,13,9.56,5,3.68,12,8.82,34050
34,51,205,103,50.24,44,21.46,11,5.37,7,3.41,15,7.32,34051
34,52,93,22,23.66,35,37.63,4,4.3,5,5.38,11,11.83,34052
34,53,74,25,33.78,24,32.43,4,5.41,2,2.7,7,9.46,34053
34,54,89,29,32.58,28,31.46,4,4.49,4,4.49,9,10.11,34054
34,55,142,72,50.7,33,23.24,5,3.52,5,3.52,11,7.75,34055
35,1,65,7,10.77,13,20.0,8,12.31,4,6.15,19,29.23,35001
35,2,49,1,2.04,9,18.37,8,16.33,3,6.12,17,34.69,35002
35,3,52,9,17.31,10,19.23,6,11.54,5,9.62,13,25.0,35003
35,4,64,5,7.81,15,23.44,5,7.81,8,12.5,18,28.13,35004
35,5,57,7,12.28,11,19.3,8,14.04,5,8.77,17,29.82,35005
35,6,65,7,10.77,15,23.08,6,9.23,10,15.38,17,26.15,35006
35,7,111,8,7.21,42,37.84,13,11.71,10,9.01,21,18.92,35007
35,8,101,13,12.87,30,29.7,17,16.83,5,4.95,24,23.76,35008
35,9,57,5,8.77,15,26.32,5,8.77,6,10.53,14,24.56,35009
35,10,103,11,10.68,28,27.18,14,13.59,14,13.59,23,22.33,35010
35,11,77,10,12.99,16,20.78,5,6.49,6,7.79,30,38.96,35011
35,12,121,7,5.79,36,29.75,21,17.36,8,6.61,28,23.14,35012
35,13,12,4,33.33,1,8.33,0,0.0,1,8.33,2,16.67,35013
35,14,83,18,21.69,10,12.05,19,22.89,6,7.23,19,22.89,35014
35,15,87,7,8.05,22,25.29,9,10.34,11,12.64,27,31.03,35015
35,16,93,4,4.3,36,38.71,10,10.75,5,5.38,23,24.73,35016
35,17,80,8,10.0,18,22.5,8,10.0,10,12.5,26,32.5,35017
35,18,59,6,10.17,12,20.34,10,16.95,7,11.86,14,23.73,35018
35,19,89,5,5.62,26,29.21,9,10.11,9,10.11,19,21.35,35019
35,20,50,6,12.0,8,16.0,2,4.0,3,6.0,15,30.0,35020
35,21,84,16,19.05,20,23.81,7,8.33,11,13.1,20,23.81,35021
35,22,17,1,5.88,5,29.41,0,0.0,3,17.65,5,29.41,35022
35,23,36,3,8.33,8,22.22,4,11.11,1,2.78,13,36.11,35023
35,24,28,3,10.71,4,14.29,4,14.29,2,7.14,12,42.86,35024
35,25,114,14,12.28,39,34.21,14,12.28,5,4.39,26,22.81,35025
35,26,61,6,9.84,14,22.95,13,21.31,6,9.84,16,26.23,35026
35,27,119,8,6.72,36,30.25,19,15.97,14,11.76,17,14.29,35027
35,28,99,4,4.04,35,35.35,12,12.12,6,6.06,21,21.21,35028
35,29,103,8,7.77,33,32.04,16,15.53,6,5.83,19,18.45,35029
35,30,166,18,10.84,54,32.53,24,14.46,16,9.64,26,15.66,35030
35,31,45,7,15.56,14,31.11,4,8.89,5,11.11,12,26.67,35031
35,32,44,12,27.27,8,18.18,2,4.55,1,2.27,13,29.55,35032
35,33,53,5,9.43,14,26.42,6,11.32,9,16.98,11,20.75,35033
35,34,108,10,9.26,37,34.26,7,6.48,12,11.11,19,17.59,35034
35,35,71,9,12.68,15,21.13,9,12.68,7,9.86,23,32.39,35035
35,36,73,15,20.55,7,9.59,6,8.22,10,13.7,19,26.03,35036
36,1,66,8,12.12,13,19.7,5,7.58,10,15.15,17,25.76,36001
36,2,83,19,22.89,9,10.84,12,14.46,12,14.46,20,24.1,36002
36,3,207,45,21.74,24,11.59,17,8.21,41,19.81,43,20.77,36003
36,4,35,8,22.86,4,11.43,5,14.29,3,8.57,10,28.57,36004
36,5,137,6,4.38,19,13.87,13,9.49,42,30.66,36,26.28,36005
36,6,73,2,2.74,17,23.29,4,5.48,21,28.77,23,31.51,36006
36,7,72,2,2.78,11,15.28,10,13.89,18,25.0,23,31.94,36007
36,8,92,4,4.35,14,15.22,5,5.43,30,32.61,26,28.26,36008
36,9,136,9,6.62,21,15.44,10,7.35,31,22.79,38,27.94,36009
36,10,78,10,12.82,11,14.1,8,10.26,9,11.54,24,30.77,36010
36,11,103,7,6.8,13,12.62,9,8.74,31,30.1,28,27.18,36011
36,12,72,7,9.72,4,5.56,5,6.94,24,33.33,24,33.33,36012
36,13,152,12,7.89,11,7.24,17,11.18,44,28.95,44,28.95,36013
36,14,114,10,8.77,12,10.53,13,11.4,31,27.19,31,27.19,36014
36,15,80,5,6.25,5,6.25,7,8.75,10,12.5,33,41.25,36015
36,16,182,38,20.88,21,11.54,19,10.44,31,17.03,43,23.63,36016
36,17,56,7,12.5,6,10.71,6,10.71,6,10.71,22,39.29,36017
36,18,104,6,5.77,14,13.46,5,4.81,42,40.38,19,18.27,36018
36,19,95,13,13.68,8,8.42,12,12.63,24,25.26,24,25.26,36019
36,20,114,8,7.02,14,12.28,8,7.02,27,23.68,47,41.23,36020
36,21,138,8,5.8,22,15.94,9,6.52,39,28.26,39,28.26,36021
36,22,145,17,11.72,17,11.72,14,9.66,26,17.93,44,30.34,36022
36,23,220,44,20.0,34,15.45,17,7.73,60,27.27,37,16.82,36023
36,24,107,26,24.3,12,11.21,11,10.28,23,21.5,16,14.95,36024
36,25,143,31,21.68,20,13.99,10,6.99,26,18.18,41,28.67,36025
36,26,76,5,6.58,13,17.11,11,14.47,15,19.74,20,26.32,36026
36,27,61,6,9.84,6,9.84,9,14.75,13,21.31,19,31.15,36027
36,28,61,8,13.11,5,8.2,7,11.48,11,18.03,22,36.07,36028
36,29,84,9,10.71,11,13.1,6,7.14,26,30.95,20,23.81,36029
36,30,103,5,4.85,17,16.5,8,7.77,27,26.21,34,33.01,36030
36,31,100,6,6.0,7,7.0,14,14.0,42,42.0,22,22.0,36031
36,32,70,7,10.0,9,12.86,5,7.14,19,27.14,20,28.57,36032
36,33,96,17,17.71,21,21.88,6,6.25,19,19.79,20,20.83,36033
36,34,50,0,0.0,5,10.0,3,6.0,17,34.0,14,28.0,36034
36,35,95,4,4.21,9,9.47,5,5.26,33,34.74,35,36.84,36035
36,36,69,2,2.9,11,15.94,11,15.94,19,27.54,17,24.64,36036
36,37,82,4,4.88,12,14.63,12,14.63,26,31.71,24,29.27,36037
36,38,42,3,7.14,3,7.14,9,21.43,8,19.05,8,19.05,36038
36,39,69,9,13.04,9,13.04,13,18.84,18,26.09,14,20.29,36039
36,40,89,7,7.87,6,6.74,7,7.87,32,35.96,26,29.21,36040
36,41,67,4,5.97,13,19.4,2,2.99,19,28.36,21,31.34,36041
36,42,63,5,7.94,12,19.05,5,7.94,12,19.05,19,30.16,36042
36,43,82,7,8.54,7,8.54,11,13.41,19,23.17,28,34.15,36043
36,44,126,29,23.02,17,13.49,11,8.73,23,18.25,22,17.46,36044
36,45,143,24,16.78,23,16.08,8,5.59,20,13.99,28,19.58,36045
36,46,86,6,6.98,18,20.93,10,11.63,20,23.26,22,25.58,36046
36,47,178,33,18.54,30,16.85,21,11.8,23,12.92,40,22.47,36047
36,48,70,4,5.71,5,7.14,10,14.29,23,32.86,14,20.0,36048
36,49,129,10,7.75,16,12.4,7,5.43,26,20.16,39,30.23,36049
36,50,91,3,3.3,9,9.89,6,6.59,31,34.07,23,25.27,36050
36,51,94,11,11.7,21,22.34,6,6.38,29,30.85,11,11.7,36051
37,1,32,4,12.5,8,25.0,2,6.25,2,6.25,13,40.63,37001
37,2,84,28,33.33,11,13.1,8,9.52,10,11.9,13,15.48,37002
37,3,46,14,30.43,10,21.74,1,2.17,4,8.7,11,23.91,37003
37,4,96,25,26.04,24,25.0,8,8.33,4,4.17,13,13.54,37004
37,5,122,38,31.15,39,31.97,12,9.84,4,3.28,5,4.1,37005
37,6,133,31,23.31,56,42.11,9,6.77,5,3.76,14,10.53,37006
37,7,123,31,25.2,35,28.46,17,13.82,5,4.07,8,6.5,37007
37,8,49,11,22.45,17,34.69,3,6.12,2,4.08,6,12.24,37008
37,9,86,31,36.05,16,18.6,6,6.98,7,8.14,12,13.95,37009
37,10,123,17,13.82,74,60.16,7,5.69,3,2.44,13,10.57,37010
37,11,20,3,15.0,2,10.0,0,0.0,3,15.0,10,50.0,37011
37,12,66,18,27.27,16,24.24,4,6.06,6,9.09,8,12.12,37012
37,13,91,23,25.27,31,34.07,6,6.59,6,6.59,14,15.38,37013
37,14,148,59,39.86,18,12.16,12,8.11,10,6.76,13,8.78,37014
37,15,92,18,19.57,28,30.43,9,9.78,11,11.96,13,14.13,37015
37,16,101,24,23.76,29,28.71,9,8.91,7,6.93,14,13.86,37016
37,17,78,24,30.77,14,17.95,4,5.13,2,2.56,15,19.23,37017
37,18,139,44,31.65,26,18.71,21,15.11,4,2.88,24,17.27,37018
37,19,44,7,15.91,6,13.64,2,4.55,0,0.0,20,45.45,37019
37,20,92,25,27.17,22,23.91,13,14.13,4,4.35,9,9.78,37020
37,21,114,31,27.19,26,22.81,10,8.77,6,5.26,16,14.04,37021
37,22,79,13,16.46,49,62.03,2,2.53,3,3.8,5,6.33,37022
37,23,88,26,29.55,19,21.59,6,6.82,4,4.55,14,15.91,37023
37,24,69,27,39.13,19,27.54,3,4.35,4,5.8,4,5.8,37024
37,25,110,33,30.0,34,30.91,10,9.09,6,5.45,13,11.82,37025
37,26,119,32,26.89,14,11.76,6,5.04,10,8.4,16,13.45,37026
37,27,110,34,30.91,27,24.55,7,6.36,5,4.55,15,13.64,37027
37,28,104,33,31.73,26,25.0,4,3.85,3,2.88,15,14.42,37028
37,29,90,39,43.33,12,13.33,9,10.0,5,5.56,13,14.44,37029
37,30,63,18,28.57,16,25.4,7,11.11,5,7.94,9,14.29,37030
37,31,113,26,23.01,38,33.63,13,11.5,9,7.96,12,10.62,37031
37,32,97,28,28.87,36,37.11,10,10.31,4,4.12,5,5.15,37032
37,33,66,17,25.76,12,18.18,10,15.15,10,15.15,7,10.61,37033
37,34,97,37,38.14,18,18.56,9,9.28,5,5.15,10,10.31,37034
37,35,120,41,34.17,30,25.0,7,5.83,2,1.67,13,10.83,37035
37,36,84,24,28.57,29,34.52,8,9.52,3,3.57,10,11.9,37036
37,37,93,37,39.78,11,11.83,8,8.6,3,3.23,18,19.35,37037
37,38,105,35,33.33,13,12.38,13,12.38,4,3.81,16,15.24,37038
37,39,53,9,16.98,14,26.42,1,1.89,4,7.55,18,33.96,37039
37,40,95,31,32.63,20,21.05,10,10.53,3,3.16,10,10.53,37040
37,41,114,33,28.95,29,25.44,8,7.02,7,6.14,11,9.65,37041
37,42,38,12,31.58,7,18.42,2,5.26,2,5.26,7,18.42,37042
37,43,87,25,28.74,25,28.74,7,8.05,5,5.75,9,10.34,37043
38,1,75,9,12.0,19,25.33,5,6.67,13,17.33,19,25.33,38001
38,2,100,13,13.0,16,16.0,16,16.0,9,9.0,34,34.0,38002
38,3,39,1,2.56,4,10.26,7,17.95,12,30.77,9,23.08,38003
38,4,107,9,8.41,21,19.63,10,9.35,12,11.21,36,33.64,38004
38,5,83,6,7.23,34,40.96,10,12.05,9,10.84,20,24.1,38005
38,6,91,10,10.99,15,16.48,6,6.59,9,9.89,35,38.46,38006
38,7,61,3,4.92,24,39.34,4,6.56,11,18.03,10,16.39,38007
38,8,32,2,6.25,3,9.38,2,6.25,6,18.75,15,46.88,38008
38,9,70,4,5.71,26,37.14,8,11.43,7,10.0,12,17.14,38009
38,10,79,7,8.86,28,35.44,13,16.46,5,6.33,15,18.99,38010
38,11,112,5,4.46,26,23.21,14,12.5,24,21.43,32,28.57,38011
38,12,60,4,6.67,18,30.0,2,3.33,10,16.67,15,25.0,38012
38,13,121,9,7.44,26,21.49,10,8.26,17,14.05,42,34.71,38013
38,14,63,3,4.76,9,14.29,3,4.76,22,34.92,17,26.98,38014
38,15,88,2,2.27,11,12.5,2,2.27,37,42.05,28,31.82,38015
38,16,94,9,9.57,18,19.15,7,7.45,8,8.51,28,29.79,38016
38,17,77,5,6.49,13,16.88,10,12.99,11,14.29,24,31.17,38017
38,18,78,2,2.56,16,20.51,7,8.97,28,35.9,17,21.79,38018
38,19,87,4,4.6,21,24.14,8,9.2,16,18.39,22,25.29,38019
38,20,95,8,8.42,30,31.58,10,10.53,8,8.42,23,24.21,38020
38,21,50,3,6.0,5,10.0,2,4.0,19,38.0,12,24.0,38021
38,22,75,7,9.33,12,16.0,8,10.67,16,21.33,21,28.0,38022
38,23,149,6,4.03,25,16.78,17,11.41,26,17.45,44,29.53,38023
38,24,124,20,16.13,15,12.1,7,5.65,12,9.68,47,37.9,38024
38,25,53,6,11.32,5,9.43,3,5.66,20,37.74,11,20.75,38025
38,26,56,6,10.71,10,17.86,7,12.5,15,26.79,12,21.43,38026
38,27,76,6,7.89,16,21.05,7,9.21,8,10.53,21,27.63,38027
38,28,95,4,4.21,10,10.53,11,11.58,30,31.58,27,28.42,38028
38,29,82,14,17.07,13,15.85,7,8.54,9,10.98,25,30.49,38029
38,30,58,2,3.45,9,15.52,7,12.07,10,17.24,17,29.31,38030
38,31,103,5,4.85,24,23.3,11,10.68,12,11.65,34,33.01,38031
38,32,83,3,3.61,19,22.89,7,8.43,23,27.71,19,22.89,38032
38,33,68,7,10.29,13,19.12,8,11.76,21,30.88,12,17.65,38033
38,34,102,10,9.8,16,15.69,14,13.73,10,9.8,32,31.37,38034
38,35,116,8,6.9,30,25.86,10,8.62,20,17.24,25,21.55,38035
38,36,83,9,10.84,14,16.87,10,12.05,14,16.87,22,26.51,38036
