ward,precinct,total,Kwame Raoul,Kwame Raoul Percent,precinct_id
2,18,97,97,100.0,02018
2,19,17,17,100.0,02019
2,20,6,6,100.0,02020
2,26,1,1,100.0,02026
2,30,4,4,100.0,02030
3,2,72,72,100.0,03002
3,4,76,76,100.0,03004
3,16,85,85,100.0,03016
3,20,6,6,100.0,03020
3,30,90,90,100.0,03030
3,31,173,173,100.0,03031
3,32,31,31,100.0,03032
3,34,98,98,100.0,03034
3,49,40,40,100.0,03049
4,1,179,179,100.0,04001
4,2,196,196,100.0,04002
4,3,161,161,100.0,04003
4,4,132,132,100.0,04004
4,5,184,184,100.0,04005
4,6,75,75,100.0,04006
4,7,190,190,100.0,04007
4,8,170,170,100.0,04008
4,9,312,312,100.0,04009
4,10,146,146,100.0,04010
4,11,96,96,100.0,04011
4,12,89,89,100.0,04012
4,13,129,129,100.0,04013
4,14,69,69,100.0,04014
4,15,107,107,100.0,04015
4,16,153,153,100.0,04016
4,17,150,150,100.0,04017
4,18,109,109,100.0,04018
4,19,86,86,100.0,04019
4,20,125,125,100.0,04020
4,21,169,169,100.0,04021
4,22,157,157,100.0,04022
4,23,109,109,100.0,04023
4,24,132,132,100.0,04024
4,25,192,192,100.0,04025
4,26,142,142,100.0,04026
4,27,129,129,100.0,04027
4,28,85,85,100.0,04028
4,29,128,128,100.0,04029
4,30,111,111,100.0,04030
4,31,76,76,100.0,04031
4,32,126,126,100.0,04032
4,33,134,134,100.0,04033
4,34,95,95,100.0,04034
4,35,84,84,100.0,04035
4,36,88,88,100.0,04036
4,37,1,1,100.0,04037
4,38,223,223,100.0,04038
4,39,84,84,100.0,04039
4,40,128,128,100.0,04040
4,41,50,50,100.0,04041
4,42,141,141,100.0,04042
4,43,77,77,100.0,04043
4,44,62,62,100.0,04044
4,45,298,298,100.0,04045
4,46,104,104,100.0,04046
4,47,138,138,100.0,04047
4,48,158,158,100.0,04048
4,49,96,96,100.0,04049
4,50,131,131,100.0,04050
4,51,165,165,100.0,04051
4,52,139,139,100.0,04052
5,1,138,138,100.0,05001
5,3,62,62,100.0,05003
5,4,84,84,100.0,05004
5,5,98,98,100.0,05005
5,6,144,144,100.0,05006
5,7,150,150,100.0,05007
5,8,140,140,100.0,05008
5,9,113,113,100.0,05009
5,10,75,75,100.0,05010
5,11,268,268,100.0,05011
5,13,121,121,100.0,05013
5,14,208,208,100.0,05014
5,15,100,100,100.0,05015
5,16,85,85,100.0,05016
5,17,110,110,100.0,05017
5,18,115,115,100.0,05018
5,19,50,50,100.0,05019
5,21,147,147,100.0,05021
5,22,115,115,100.0,05022
5,24,139,139,100.0,05024
5,25,91,91,100.0,05025
5,26,132,132,100.0,05026
5,27,105,105,100.0,05027
5,28,166,166,100.0,05028
5,29,116,116,100.0,05029
5,30,100,100,100.0,05030
5,31,90,90,100.0,05031
5,32,261,261,100.0,05032
5,33,93,93,100.0,05033
5,34,115,115,100.0,05034
5,35,166,166,100.0,05035
5,36,178,178,100.0,05036
5,37,273,273,100.0,05037
5,39,138,138,100.0,05039
5,40,99,99,100.0,05040
5,41,174,174,100.0,05041
5,42,0,0,0.0,05042
5,43,144,144,100.0,05043
5,44,120,120,100.0,05044
5,45,101,101,100.0,05045
5,46,131,131,100.0,05046
5,47,86,86,100.0,05047
5,48,87,87,100.0,05048
7,1,235,235,100.0,07001
7,3,121,121,100.0,07003
7,5,60,60,100.0,07005
7,6,76,76,100.0,07006
7,7,61,61,100.0,07007
7,8,19,19,100.0,07008
7,9,211,211,100.0,07009
7,10,143,143,100.0,07010
7,11,134,134,100.0,07011
7,12,120,120,100.0,07012
7,13,196,196,100.0,07013
7,14,124,124,100.0,07014
7,15,112,112,100.0,07015
7,16,123,123,100.0,07016
7,17,49,49,100.0,07017
7,18,142,142,100.0,07018
7,19,137,137,100.0,07019
7,20,29,29,100.0,07020
7,23,92,92,100.0,07023
7,27,192,192,100.0,07027
7,28,96,96,100.0,07028
7,29,83,83,100.0,07029
7,30,134,134,100.0,07030
7,31,129,129,100.0,07031
7,32,56,56,100.0,07032
7,33,95,95,100.0,07033
7,34,34,34,100.0,07034
7,35,161,161,100.0,07035
7,40,149,149,100.0,07040
7,41,87,87,100.0,07041
7,42,139,139,100.0,07042
7,44,165,165,100.0,07044
7,45,166,166,100.0,07045
7,46,63,63,100.0,07046
7,47,74,74,100.0,07047
7,49,207,207,100.0,07049
8,20,0,0,0.0,08020
8,57,114,114,100.0,08057
8,60,141,141,100.0,08060
10,1,97,97,100.0,10001
10,4,44,44,100.0,10004
10,7,53,53,100.0,10007
10,10,45,45,100.0,10010
10,11,59,59,100.0,10011
10,12,46,46,100.0,10012
10,13,79,79,100.0,10013
10,14,44,44,100.0,10014
10,18,30,30,100.0,10018
10,19,56,56,100.0,10019
10,20,41,41,100.0,10020
10,22,55,55,100.0,10022
10,23,39,39,100.0,10023
10,25,59,59,100.0,10025
10,26,39,39,100.0,10026
10,27,64,64,100.0,10027
10,30,54,54,100.0,10030
10,31,54,54,100.0,10031
10,32,44,44,100.0,10032
10,33,44,44,100.0,10033
10,34,38,38,100.0,10034
10,35,54,54,100.0,10035
10,37,41,41,100.0,10037
10,38,55,55,100.0,10038
10,39,49,49,100.0,10039
10,41,72,72,100.0,10041
10,43,25,25,100.0,10043
10,44,49,49,100.0,10044
10,45,53,53,100.0,10045
10,46,36,36,100.0,10046
20,5,49,49,100.0,20005
20,9,138,138,100.0,20009
20,16,113,113,100.0,20016
20,22,163,163,100.0,20022
20,24,106,106,100.0,20024
20,26,111,111,100.0,20026
20,29,85,85,100.0,20029
20,32,36,36,100.0,20032
20,34,130,130,100.0,20034
20,38,12,12,100.0,20038
42,1,88,88,100.0,42001
42,2,52,52,100.0,42002
42,4,69,69,100.0,42004
42,5,62,62,100.0,42005
42,6,180,180,100.0,42006
42,7,60,60,100.0,42007
42,11,100,100,100.0,42011
42,13,148,148,100.0,42013
42,23,84,84,100.0,42023
42,24,63,63,100.0,42024
42,25,65,65,100.0,42025
42,29,76,76,100.0,42029
42,31,58,58,100.0,42031
42,35,71,71,100.0,42035
42,37,54,54,100.0,42037
42,38,42,42,100.0,42038
42,40,66,66,100.0,42040
42,41,74,74,100.0,42041
42,42,79,79,100.0,42042
42,43,80,80,100.0,42043
42,47,50,50,100.0,42047
42,48,10,10,100.0,42048
42,50,102,102,100.0,42050
42,51,146,146,100.0,42051
42,52,47,47,100.0,42052
42,53,106,106,100.0,42053
42,54,44,44,100.0,42054
42,60,35,35,100.0,42060
42,62,43,43,100.0,42062
42,63,87,87,100.0,42063
42,64,29,29,100.0,42064
42,65,83,83,100.0,42065
42,66,43,43,100.0,42066
43,35,77,77,100.0,43035
