ward,precinct,total,Sara Feigenholtz,Sara Feigenholtz Percent,precinct_id
27,5,0,0,0.0,27005
27,42,29,29,100.0,27042
42,8,83,83,100.0,42008
42,10,144,144,100.0,42010
42,16,45,45,100.0,42016
42,28,96,96,100.0,42028
42,33,124,124,100.0,42033
42,34,54,54,100.0,42034
43,4,90,90,100.0,43004
43,8,71,71,100.0,43008
43,12,91,91,100.0,43012
43,13,70,70,100.0,43013
43,14,81,81,100.0,43014
43,16,57,57,100.0,43016
43,17,1,1,100.0,43017
43,18,84,84,100.0,43018
43,23,61,61,100.0,43023
43,24,73,73,100.0,43024
43,26,63,63,100.0,43026
43,27,55,55,100.0,43027
43,28,86,86,100.0,43028
43,30,59,59,100.0,43030
43,32,77,77,100.0,43032
43,33,19,19,100.0,43033
43,36,59,59,100.0,43036
43,38,1,1,100.0,43038
43,39,97,97,100.0,43039
43,40,84,84,100.0,43040
43,42,30,30,100.0,43042
43,43,35,35,100.0,43043
43,44,59,59,100.0,43044
43,45,73,73,100.0,43045
43,46,85,85,100.0,43046
43,49,66,66,100.0,43049
43,50,49,49,100.0,43050
44,1,80,80,100.0,44001
44,2,60,60,100.0,44002
44,3,122,122,100.0,44003
44,4,130,130,100.0,44004
44,5,91,91,100.0,44005
44,6,58,58,100.0,44006
44,7,91,91,100.0,44007
44,8,66,66,100.0,44008
44,9,2,2,100.0,44009
44,10,30,30,100.0,44010
44,11,31,31,100.0,44011
44,12,112,112,100.0,44012
44,13,22,22,100.0,44013
44,14,59,59,100.0,44014
44,15,99,99,100.0,44015
44,17,103,103,100.0,44017
44,18,31,31,100.0,44018
44,19,115,115,100.0,44019
44,20,63,63,100.0,44020
44,21,62,62,100.0,44021
44,22,105,105,100.0,44022
44,23,56,56,100.0,44023
44,24,149,149,100.0,44024
44,25,37,37,100.0,44025
44,26,64,64,100.0,44026
44,27,76,76,100.0,44027
44,28,41,41,100.0,44028
44,29,60,60,100.0,44029
44,30,62,62,100.0,44030
44,31,60,60,100.0,44031
44,32,39,39,100.0,44032
44,33,72,72,100.0,44033
44,34,50,50,100.0,44034
44,35,162,162,100.0,44035
44,36,46,46,100.0,44036
44,37,89,89,100.0,44037
44,38,46,46,100.0,44038
44,39,54,54,100.0,44039
44,40,56,56,100.0,44040
44,41,84,84,100.0,44041
44,42,98,98,100.0,44042
44,44,85,85,100.0,44044
44,45,65,65,100.0,44045
44,46,45,45,100.0,44046
46,1,176,176,100.0,46001
46,3,85,85,100.0,46003
46,5,39,39,100.0,46005
46,7,57,57,100.0,46007
46,9,65,65,100.0,46009
46,10,46,46,100.0,46010
46,11,78,78,100.0,46011
46,13,68,68,100.0,46013
46,15,87,87,100.0,46015
46,17,136,136,100.0,46017
46,18,142,142,100.0,46018
46,24,37,37,100.0,46024
46,25,78,78,100.0,46025
46,27,76,76,100.0,46027
46,28,89,89,100.0,46028
46,29,85,85,100.0,46029
46,30,99,99,100.0,46030
46,31,111,111,100.0,46031
46,33,88,88,100.0,46033
46,34,79,79,100.0,46034
46,36,87,87,100.0,46036
46,39,116,116,100.0,46039
46,43,114,114,100.0,46043
46,44,66,66,100.0,46044
46,45,76,76,100.0,46045
