ward,precinct,total,Jesse G. Reyes,Jesse G. Reyes Percent,Rodolfo (Rudy) Garcia,Rodolfo (Rudy) Garcia Percent,William Stewart Boyd,William Stewart Boyd Percent,Ellen L. Flannigan,Ellen L. Flannigan Percent,Don R. Sampen,Don R. Sampen Percent,precinct_id
30,24,53,24,45.28,17,32.08,1,1.89,7,13.21,4,7.55,30024
30,25,26,8,30.77,4,15.38,7,26.92,6,23.08,1,3.85,30025
30,26,43,25,58.14,11,25.58,4,9.3,2,4.65,1,2.33,30026
30,27,70,32,45.71,20,28.57,9,12.86,8,11.43,1,1.43,30027
30,28,74,23,31.08,16,21.62,7,9.46,24,32.43,4,5.41,30028
30,29,18,8,44.44,5,27.78,2,11.11,2,11.11,1,5.56,30029
30,30,72,23,31.94,16,22.22,9,12.5,20,27.78,4,5.56,30030
30,31,27,12,44.44,11,40.74,1,3.7,3,11.11,0,0.0,30031
31,1,68,23,33.82,25,36.76,5,7.35,14,20.59,1,1.47,31001
31,2,74,27,36.49,23,31.08,9,12.16,12,16.22,3,4.05,31002
31,3,46,16,34.78,12,26.09,1,2.17,10,21.74,7,15.22,31003
31,4,54,22,40.74,18,33.33,2,3.7,9,16.67,3,5.56,31004
31,5,87,39,44.83,19,21.84,8,9.2,17,19.54,4,4.6,31005
31,6,56,18,32.14,18,32.14,9,16.07,11,19.64,0,0.0,31006
31,7,56,17,30.36,23,41.07,1,1.79,14,25.0,1,1.79,31007
31,8,58,21,36.21,16,27.59,5,8.62,14,24.14,2,3.45,31008
31,9,59,25,42.37,17,28.81,5,8.47,10,16.95,2,3.39,31009
31,10,51,9,17.65,17,33.33,7,13.73,17,33.33,1,1.96,31010
31,11,84,32,38.1,27,32.14,8,9.52,14,16.67,3,3.57,31011
31,12,33,15,45.45,10,30.3,4,12.12,3,9.09,1,3.03,31012
31,13,50,17,34.0,20,40.0,5,10.0,7,14.0,1,2.0,31013
31,14,50,21,42.0,18,36.0,5,10.0,5,10.0,1,2.0,31014
31,15,16,3,18.75,8,50.0,0,0.0,5,31.25,0,0.0,31015
31,16,32,8,25.0,10,31.25,2,6.25,9,28.13,3,9.38,31016
31,17,40,18,45.0,15,37.5,2,5.0,5,12.5,0,0.0,31017
31,18,43,18,41.86,18,41.86,0,0.0,7,16.28,0,0.0,31018
31,19,72,36,50.0,18,25.0,12,16.67,4,5.56,2,2.78,31019
31,20,44,18,40.91,17,38.64,2,4.55,6,13.64,1,2.27,31020
31,21,48,22,45.83,10,20.83,7,14.58,9,18.75,0,0.0,31021
31,22,43,12,27.91,12,27.91,4,9.3,12,27.91,3,6.98,31022
31,23,45,16,35.56,13,28.89,2,4.44,9,20.0,5,11.11,31023
31,24,71,29,40.85,26,36.62,2,2.82,11,15.49,3,4.23,31024
31,25,24,11,45.83,6,25.0,1,4.17,5,20.83,1,4.17,31025
31,26,38,16,42.11,5,13.16,4,10.53,10,26.32,3,7.89,31026
31,27,38,21,55.26,9,23.68,3,7.89,4,10.53,1,2.63,31027
31,28,54,22,40.74,13,24.07,5,9.26,11,20.37,3,5.56,31028
31,29,37,12,32.43,7,18.92,5,13.51,12,32.43,1,2.7,31029
31,30,83,41,49.4,18,21.69,9,10.84,13,15.66,2,2.41,31030
31,31,92,37,40.22,22,23.91,12,13.04,17,18.48,4,4.35,31031
31,32,92,30,32.61,33,35.87,12,13.04,12,13.04,5,5.43,31032
31,33,81,33,40.74,21,25.93,8,9.88,11,13.58,8,9.88,31033
31,34,26,12,46.15,9,34.62,1,3.85,3,11.54,1,3.85,31034
31,35,44,19,43.18,13,29.55,3,6.82,8,18.18,1,2.27,31035
31,36,53,20,37.74,25,47.17,0,0.0,6,11.32,2,3.77,31036
31,37,27,13,48.15,7,25.93,1,3.7,6,22.22,0,0.0,31037
31,38,45,20,44.44,9,20.0,6,13.33,9,20.0,1,2.22,31038
31,39,28,19,67.86,7,25.0,1,3.57,1,3.57,0,0.0,31039
31,40,55,16,29.09,16,29.09,7,12.73,15,27.27,1,1.82,31040
31,41,68,28,41.18,18,26.47,7,10.29,12,17.65,3,4.41,31041
31,42,56,23,41.07,19,33.93,5,8.93,7,12.5,2,3.57,31042
31,43,38,14,36.84,6,15.79,6,15.79,11,28.95,1,2.63,31043
31,44,25,11,44.0,8,32.0,3,12.0,3,12.0,0,0.0,31044
31,45,31,12,38.71,6,19.35,6,19.35,4,12.9,3,9.68,31045
31,46,61,29,47.54,12,19.67,5,8.2,15,24.59,0,0.0,31046
31,47,65,20,30.77,22,33.85,10,15.38,11,16.92,2,3.08,31047
32,1,72,13,18.06,8,11.11,17,23.61,21,29.17,13,18.06,32001
32,2,88,23,26.14,23,26.14,16,18.18,12,13.64,14,15.91,32002
32,3,51,19,37.25,6,11.76,13,25.49,8,15.69,5,9.8,32003
32,4,94,18,19.15,15,15.96,27,28.72,17,18.09,17,18.09,32004
32,5,46,11,23.91,8,17.39,8,17.39,7,15.22,12,26.09,32005
32,6,67,15,22.39,14,20.9,11,16.42,21,31.34,6,8.96,32006
32,7,38,8,21.05,3,7.89,8,21.05,8,21.05,11,28.95,32007
32,8,73,16,21.92,9,12.33,15,20.55,24,32.88,9,12.33,32008
32,9,82,12,14.63,16,19.51,16,19.51,15,18.29,23,28.05,32009
32,10,59,15,25.42,8,13.56,14,23.73,15,25.42,7,11.86,32010
32,11,56,10,17.86,8,14.29,12,21.43,14,25.0,12,21.43,32011
32,12,45,15,33.33,7,15.56,10,22.22,12,26.67,1,2.22,32012
32,13,17,4,23.53,3,17.65,2,11.76,2,11.76,6,35.29,32013
32,14,65,15,23.08,11,16.92,10,15.38,16,24.62,13,20.0,32014
32,15,27,6,22.22,2,7.41,5,18.52,11,40.74,3,11.11,32015
32,16,60,21,35.0,7,11.67,10,16.67,15,25.0,7,11.67,32016
32,17,70,12,17.14,15,21.43,25,35.71,13,18.57,5,7.14,32017
32,18,39,6,15.38,3,7.69,12,30.77,9,23.08,9,23.08,32018
32,19,54,14,25.93,3,5.56,13,24.07,20,37.04,4,7.41,32019
32,20,28,10,35.71,2,7.14,4,14.29,11,39.29,1,3.57,32020
32,21,31,8,25.81,1,3.23,5,16.13,11,35.48,6,19.35,32021
32,22,51,12,23.53,10,19.61,14,27.45,9,17.65,6,11.76,32022
32,23,61,17,27.87,9,14.75,13,21.31,11,18.03,11,18.03,32023
32,24,45,14,31.11,4,8.89,6,13.33,11,24.44,10,22.22,32024
32,25,39,6,15.38,9,23.08,8,20.51,11,28.21,5,12.82,32025
32,26,53,14,26.42,8,15.09,10,18.87,18,33.96,3,5.66,32026
32,27,46,9,19.57,6,13.04,11,23.91,13,28.26,7,15.22,32027
32,28,39,14,35.9,7,17.95,7,17.95,9,23.08,2,5.13,32028
32,29,55,14,25.45,7,12.73,9,16.36,19,34.55,6,10.91,32029
32,30,40,13,32.5,3,7.5,10,25.0,8,20.0,6,15.0,32030
32,31,83,19,22.89,13,15.66,21,25.3,20,24.1,10,12.05,32031
32,32,43,15,34.88,8,18.6,9,20.93,7,16.28,4,9.3,32032
32,33,62,17,27.42,8,12.9,13,20.97,16,25.81,8,12.9,32033
32,34,47,15,31.91,5,10.64,16,34.04,7,14.89,4,8.51,32034
32,35,61,13,21.31,10,16.39,18,29.51,11,18.03,9,14.75,32035
32,36,57,15,26.32,7,12.28,18,31.58,13,22.81,4,7.02,32036
32,37,50,11,22.0,13,26.0,15,30.0,8,16.0,3,6.0,32037
32,38,44,13,29.55,8,18.18,6,13.64,13,29.55,4,9.09,32038
32,39,64,15,23.44,8,12.5,16,25.0,17,26.56,8,12.5,32039
32,40,49,12,24.49,8,16.33,13,26.53,8,16.33,8,16.33,32040
32,41,51,18,35.29,4,7.84,8,15.69,14,27.45,7,13.73,32041
32,42,64,12,18.75,16,25.0,13,20.31,16,25.0,7,10.94,32042
32,43,52,12,23.08,9,17.31,13,25.0,9,17.31,9,17.31,32043
32,44,66,25,37.88,8,12.12,12,18.18,16,24.24,5,7.58,32044
32,45,36,6,16.67,6,16.67,8,22.22,8,22.22,8,22.22,32045
32,46,21,8,38.1,6,28.57,1,4.76,2,9.52,4,19.05,32046
32,47,63,15,23.81,12,19.05,12,19.05,13,20.63,11,17.46,32047
32,48,102,31,30.39,11,10.78,23,22.55,22,21.57,15,14.71,32048
32,49,30,4,13.33,5,16.67,3,10.0,8,26.67,10,33.33,32049
32,50,72,12,16.67,13,18.06,22,30.56,9,12.5,16,22.22,32050
32,51,66,14,21.21,8,12.12,19,28.79,13,19.7,12,18.18,32051
32,52,28,7,25.0,8,28.57,5,17.86,5,17.86,3,10.71,32052
33,1,63,20,31.75,16,25.4,7,11.11,13,20.63,7,11.11,33001
33,2,97,26,26.8,21,21.65,10,10.31,30,30.93,10,10.31,33002
33,3,67,25,37.31,19,28.36,4,5.97,13,19.4,6,8.96,33003
33,4,74,23,31.08,17,22.97,11,14.86,16,21.62,7,9.46,33004
33,5,64,20,31.25,11,17.19,9,14.06,20,31.25,4,6.25,33005
33,6,96,34,35.42,23,23.96,6,6.25,27,28.13,6,6.25,33006
33,7,142,47,33.1,20,14.08,25,17.61,27,19.01,23,16.2,33007
33,8,55,18,32.73,10,18.18,13,23.64,9,16.36,5,9.09,33008
33,9,76,22,28.95,8,10.53,13,17.11,29,38.16,4,5.26,33009
33,10,101,29,28.71,18,17.82,15,14.85,34,33.66,5,4.95,33010
33,11,77,27,35.06,13,16.88,7,9.09,25,32.47,5,6.49,33011
33,12,79,30,37.97,16,20.25,9,11.39,20,25.32,4,5.06,33012
33,13,68,24,35.29,19,27.94,7,10.29,17,25.0,1,1.47,33013
33,14,61,24,39.34,12,19.67,9,14.75,11,18.03,5,8.2,33014
33,15,75,22,29.33,11,14.67,8,10.67,27,36.0,7,9.33,33015
33,16,50,19,38.0,14,28.0,7,14.0,7,14.0,3,6.0,33016
33,17,79,30,37.97,8,10.13,13,16.46,24,30.38,4,5.06,33017
33,18,13,3,23.08,3,23.08,4,30.77,3,23.08,0,0.0,33018
33,19,70,24,34.29,15,21.43,7,10.0,24,34.29,0,0.0,33019
33,20,83,30,36.14,19,22.89,11,13.25,18,21.69,5,6.02,33020
33,21,86,26,30.23,19,22.09,9,10.47,24,27.91,8,9.3,33021
33,22,131,49,37.4,22,16.79,9,6.87,45,34.35,6,4.58,33022
33,23,79,24,30.38,13,16.46,10,12.66,24,30.38,8,10.13,33023
33,24,120,37,30.83,21,17.5,22,18.33,15,12.5,25,20.83,33024
33,25,85,31,36.47,16,18.82,12,14.12,19,22.35,7,8.24,33025
33,26,78,26,33.33,14,17.95,13,16.67,16,20.51,9,11.54,33026
33,27,60,17,28.33,9,15.0,15,25.0,14,23.33,5,8.33,33027
34,1,251,119,47.41,12,4.78,86,34.26,28,11.16,6,2.39,34001
34,2,134,61,45.52,10,7.46,48,35.82,9,6.72,6,4.48,34002
34,3,133,73,54.89,9,6.77,40,30.08,10,7.52,1,0.75,34003
34,4,160,83,51.88,9,5.63,50,31.25,15,9.38,3,1.88,34004
34,5,107,50,46.73,5,4.67,33,30.84,15,14.02,4,3.74,34005
34,6,304,148,48.68,11,3.62,100,32.89,35,11.51,10,3.29,34006
34,7,188,66,35.11,15,7.98,83,44.15,18,9.57,6,3.19,34007
34,8,228,100,43.86,15,6.58,93,40.79,18,7.89,2,0.88,34008
34,9,71,32,45.07,8,11.27,25,35.21,6,8.45,0,0.0,34009
34,10,143,61,42.66,8,5.59,46,32.17,19,13.29,9,6.29,34010
34,11,75,30,40.0,3,4.0,29,38.67,11,14.67,2,2.67,34011
34,12,158,53,33.54,13,8.23,70,44.3,19,12.03,3,1.9,34012
34,13,166,54,32.53,10,6.02,79,47.59,20,12.05,3,1.81,34013
34,14,86,34,39.53,7,8.14,32,37.21,11,12.79,2,2.33,34014
34,15,97,48,49.48,3,3.09,36,37.11,5,5.15,5,5.15,34015
34,16,72,27,37.5,4,5.56,31,43.06,8,11.11,2,2.78,34016
34,17,109,41,37.61,9,8.26,40,36.7,13,11.93,6,5.5,34017
34,18,147,82,55.78,5,3.4,36,24.49,19,12.93,5,3.4,34018
34,19,148,80,54.05,2,1.35,47,31.76,12,8.11,7,4.73,34019
34,20,213,70,32.86,6,2.82,113,53.05,14,6.57,10,4.69,34020
34,21,137,63,45.99,6,4.38,47,34.31,18,13.14,3,2.19,34021
34,22,174,65,37.36,7,4.02,70,40.23,20,11.49,12,6.9,34022
34,23,116,53,45.69,7,6.03,32,27.59,21,18.1,3,2.59,34023
34,24,129,57,44.19,5,3.88,54,41.86,13,10.08,0,0.0,34024
34,25,170,68,40.0,6,3.53,72,42.35,20,11.76,4,2.35,34025
34,26,148,58,39.19,10,6.76,57,38.51,21,14.19,2,1.35,34026
34,27,114,41,35.96,12,10.53,36,31.58,22,19.3,3,2.63,34027
34,28,90,56,62.22,6,6.67,16,17.78,11,12.22,1,1.11,34028
34,29,139,49,35.25,7,5.04,66,47.48,13,9.35,4,2.88,34029
34,30,201,61,30.35,15,7.46,102,50.75,18,8.96,5,2.49,34030
34,31,71,25,35.21,4,5.63,34,47.89,5,7.04,3,4.23,34031
34,32,305,146,47.87,15,4.92,111,36.39,27,8.85,6,1.97,34032
34,33,140,70,50.0,10,7.14,41,29.29,17,12.14,2,1.43,34033
34,34,184,84,45.65,5,2.72,75,40.76,14,7.61,6,3.26,34034
34,35,117,50,42.74,6,5.13,48,41.03,9,7.69,4,3.42,34035
34,36,163,74,45.4,6,3.68,69,42.33,12,7.36,2,1.23,34036
34,37,132,70,53.03,7,5.3,33,25.0,17,12.88,5,3.79,34037
34,38,90,49,54.44,4,4.44,24,26.67,10,11.11,3,3.33,34038
34,39,84,36,42.86,4,4.76,32,38.1,9,10.71,3,3.57,34039
34,40,145,58,40.0,3,2.07,59,40.69,20,13.79,5,3.45,34040
34,41,76,32,42.11,4,5.26,33,43.42,5,6.58,2,2.63,34041
34,42,182,79,43.41,9,4.95,74,40.66,17,9.34,3,1.65,34042
34,43,220,88,40.0,12,5.45,96,43.64,20,9.09,4,1.82,34043
34,44,154,75,48.7,8,5.19,54,35.06,12,7.79,5,3.25,34044
34,45,124,50,40.32,11,8.87,42,33.87,15,12.1,6,4.84,34045
34,46,129,55,42.64,7,5.43,50,38.76,11,8.53,6,4.65,34046
34,47,106,53,50.0,7,6.6,32,30.19,12,11.32,2,1.89,34047
34,48,183,82,44.81,7,3.83,74,40.44,14,7.65,6,3.28,34048
34,49,221,86,38.91,11,4.98,98,44.34,20,9.05,6,2.71,34049
34,50,137,47,34.31,7,5.11,63,45.99,16,11.68,4,2.92,34050
34,51,203,75,36.95,10,4.93,98,48.28,14,6.9,6,2.96,34051
34,52,90,46,51.11,9,10.0,27,30.0,6,6.67,2,2.22,34052
34,53,72,32,44.44,3,4.17,22,30.56,11,15.28,4,5.56,34053
34,54,84,49,58.33,2,2.38,27,32.14,6,7.14,0,0.0,34054
34,55,142,51,35.92,5,3.52,68,47.89,15,10.56,3,2.11,34055
35,1,69,24,34.78,15,21.74,7,10.14,16,23.19,7,10.14,35001
35,2,53,17,32.08,15,28.3,5,9.43,9,16.98,7,13.21,35002
35,3,53,17,32.08,14,26.42,7,13.21,6,11.32,9,16.98,35003
35,4,64,23,35.94,9,14.06,12,18.75,17,26.56,3,4.69,35004
35,5,53,23,43.4,8,15.09,6,11.32,10,18.87,6,11.32,35005
35,6,62,22,35.48,9,14.52,8,12.9,19,30.65,4,6.45,35006
35,7,108,34,31.48,20,18.52,22,20.37,17,15.74,15,13.89,35007
35,8,98,26,26.53,25,25.51,12,12.24,25,25.51,10,10.2,35008
35,9,58,15,25.86,15,25.86,6,10.34,16,27.59,6,10.34,35009
35,10,109,47,43.12,20,18.35,12,11.01,18,16.51,12,11.01,35010
35,11,80,22,27.5,23,28.75,9,11.25,19,23.75,7,8.75,35011
35,12,127,36,28.35,20,15.75,20,15.75,33,25.98,18,14.17,35012
35,13,13,6,46.15,3,23.08,0,0.0,2,15.38,2,15.38,35013
35,14,89,42,47.19,22,24.72,11,12.36,11,12.36,3,3.37,35014
35,15,95,32,33.68,24,25.26,15,15.79,18,18.95,6,6.32,35015
35,16,95,33,34.74,11,11.58,18,18.95,21,22.11,12,12.63,35016
35,17,84,32,38.1,17,20.24,8,9.52,22,26.19,5,5.95,35017
35,18,70,27,38.57,17,24.29,11,15.71,11,15.71,4,5.71,35018
35,19,93,25,26.88,27,29.03,13,13.98,19,20.43,9,9.68,35019
35,20,51,23,45.1,16,31.37,3,5.88,6,11.76,3,5.88,35020
35,21,83,24,28.92,28,33.73,13,15.66,10,12.05,8,9.64,35021
35,22,18,9,50.0,2,11.11,3,16.67,4,22.22,0,0.0,35022
35,23,38,14,36.84,10,26.32,7,18.42,5,13.16,2,5.26,35023
35,24,35,14,40.0,9,25.71,3,8.57,6,17.14,3,8.57,35024
35,25,117,26,22.22,31,26.5,16,13.68,29,24.79,15,12.82,35025
35,26,65,16,24.62,19,29.23,14,21.54,12,18.46,4,6.15,35026
35,27,120,39,32.5,16,13.33,19,15.83,28,23.33,18,15.0,35027
35,28,98,33,33.67,22,22.45,12,12.24,15,15.31,16,16.33,35028
35,29,108,40,37.04,9,8.33,17,15.74,27,25.0,15,13.89,35029
35,30,174,64,36.78,41,23.56,18,10.34,29,16.67,22,12.64,35030
35,31,46,20,43.48,7,15.22,5,10.87,10,21.74,4,8.7,35031
35,32,47,24,51.06,14,29.79,4,8.51,4,8.51,1,2.13,35032
35,33,52,12,23.08,14,26.92,10,19.23,12,23.08,4,7.69,35033
35,34,110,32,29.09,32,29.09,18,16.36,18,16.36,10,9.09,35034
35,35,72,18,25.0,25,34.72,6,8.33,18,25.0,5,6.94,35035
35,36,76,32,42.11,19,25.0,5,6.58,13,17.11,7,9.21,35036
36,1,71,22,30.99,16,22.54,11,15.49,21,29.58,1,1.41,36001
36,2,88,29,32.95,13,14.77,14,15.91,29,32.95,3,3.41,36002
36,3,207,96,46.38,22,10.63,38,18.36,43,20.77,8,3.86,36003
36,4,37,15,40.54,8,21.62,3,8.11,11,29.73,0,0.0,36004
36,5,134,34,25.37,14,10.45,17,12.69,60,44.78,9,6.72,36005
36,6,73,29,39.73,9,12.33,11,15.07,22,30.14,2,2.74,36006
36,7,72,17,23.61,12,16.67,11,15.28,29,40.28,3,4.17,36007
36,8,85,30,35.29,4,4.71,11,12.94,37,43.53,3,3.53,36008
36,9,133,33,24.81,13,9.77,20,15.04,56,42.11,11,8.27,36009
36,10,77,27,35.06,14,18.18,10,12.99,24,31.17,2,2.6,36010
36,11,100,30,30.0,9,9.0,8,8.0,46,46.0,7,7.0,36011
36,12,68,21,30.88,5,7.35,5,7.35,33,48.53,4,5.88,36012
36,13,145,36,24.83,23,15.86,25,17.24,56,38.62,5,3.45,36013
36,14,115,44,38.26,22,19.13,7,6.09,36,31.3,6,5.22,36014
36,15,75,19,25.33,20,26.67,8,10.67,26,34.67,2,2.67,36015
36,16,185,63,34.05,28,15.14,27,14.59,54,29.19,13,7.03,36016
36,17,55,16,29.09,11,20.0,8,14.55,17,30.91,3,5.45,36017
36,18,94,28,29.79,11,11.7,8,8.51,38,40.43,9,9.57,36018
36,19,101,37,36.63,22,21.78,7,6.93,31,30.69,4,3.96,36019
36,20,116,39,33.62,14,12.07,15,12.93,40,34.48,8,6.9,36020
36,21,135,51,37.78,15,11.11,25,18.52,41,30.37,3,2.22,36021
36,22,144,42,29.17,20,13.89,33,22.92,40,27.78,9,6.25,36022
36,23,224,94,41.96,29,12.95,45,20.09,44,19.64,12,5.36,36023
36,24,115,44,38.26,15,13.04,30,26.09,21,18.26,5,4.35,36024
36,25,139,34,24.46,9,6.47,22,15.83,65,46.76,9,6.47,36025
36,26,75,17,22.67,11,14.67,10,13.33,34,45.33,3,4.0,36026
36,27,60,11,18.33,11,18.33,6,10.0,30,50.0,2,3.33,36027
36,28,58,27,46.55,6,10.34,4,6.9,21,36.21,0,0.0,36028
36,29,85,21,24.71,6,7.06,16,18.82,38,44.71,4,4.71,36029
36,30,101,20,19.8,7,6.93,17,16.83,51,50.5,6,5.94,36030
36,31,96,44,45.83,13,13.54,4,4.17,29,30.21,6,6.25,36031
36,32,72,22,30.56,7,9.72,12,16.67,26,36.11,5,6.94,36032
36,33,97,25,25.77,16,16.49,19,19.59,33,34.02,4,4.12,36033
36,34,45,11,24.44,5,11.11,3,6.67,20,44.44,6,13.33,36034
36,35,91,30,32.97,10,10.99,10,10.99,39,42.86,2,2.2,36035
36,36,67,20,29.85,10,14.93,6,8.96,27,40.3,4,5.97,36036
36,37,75,20,26.67,13,17.33,19,25.33,21,28.0,2,2.67,36037
36,38,43,9,20.93,6,13.95,12,27.91,14,32.56,2,4.65,36038
36,39,65,25,38.46,3,4.62,7,10.77,26,40.0,4,6.15,36039
36,40,86,23,26.74,5,5.81,13,15.12,36,41.86,9,10.47,36040
36,41,62,20,32.26,8,12.9,15,24.19,15,24.19,4,6.45,36041
36,42,61,16,26.23,6,9.84,4,6.56,31,50.82,4,6.56,36042
36,43,78,25,32.05,20,25.64,3,3.85,27,34.62,3,3.85,36043
36,44,128,41,32.03,18,14.06,33,25.78,29,22.66,7,5.47,36044
36,45,142,51,35.92,14,9.86,26,18.31,42,29.58,9,6.34,36045
36,46,82,19,23.17,10,12.2,23,28.05,27,32.93,3,3.66,36046
36,47,184,51,27.72,27,14.67,33,17.93,59,32.07,14,7.61,36047
36,48,67,16,23.88,8,11.94,12,17.91,27,40.3,4,5.97,36048
36,49,125,30,24.0,5,4.0,16,12.8,66,52.8,8,6.4,36049
36,50,92,37,40.22,14,15.22,7,7.61,33,35.87,1,1.09,36050
36,51,99,42,42.42,16,16.16,13,13.13,24,24.24,4,4.04,36051
37,1,32,13,40.63,11,34.38,5,15.63,2,6.25,1,3.13,37001
37,2,82,34,41.46,17,20.73,18,21.95,12,14.63,1,1.22,37002
37,3,43,16,37.21,8,18.6,8,18.6,7,16.28,4,9.3,37003
37,4,97,41,42.27,4,4.12,32,32.99,13,13.4,7,7.22,37004
37,5,120,56,46.67,8,6.67,41,34.17,14,11.67,1,0.83,37005
37,6,132,75,56.82,10,7.58,29,21.97,11,8.33,7,5.3,37006
37,7,117,56,47.86,9,7.69,33,28.21,15,12.82,4,3.42,37007
37,8,49,27,55.1,4,8.16,8,16.33,9,18.37,1,2.04,37008
37,9,88,33,37.5,6,6.82,25,28.41,23,26.14,1,1.14,37009
37,10,125,90,72.0,7,5.6,19,15.2,9,7.2,0,0.0,37010
37,11,20,10,50.0,7,35.0,2,10.0,1,5.0,0,0.0,37011
37,12,65,24,36.92,9,13.85,20,30.77,10,15.38,2,3.08,37012
37,13,88,42,47.73,4,4.55,22,25.0,19,21.59,1,1.14,37013
37,14,146,64,43.84,12,8.22,41,28.08,24,16.44,5,3.42,37014
37,15,90,32,35.56,7,7.78,31,34.44,15,16.67,5,5.56,37015
37,16,104,43,41.35,11,10.58,27,25.96,19,18.27,4,3.85,37016
37,17,76,15,19.74,5,6.58,30,39.47,19,25.0,7,9.21,37017
37,18,142,56,39.44,14,9.86,45,31.69,22,15.49,5,3.52,37018
37,19,42,12,28.57,17,40.48,7,16.67,5,11.9,1,2.38,37019
37,20,88,40,45.45,6,6.82,24,27.27,18,20.45,0,0.0,37020
37,21,111,31,27.93,7,6.31,41,36.94,29,26.13,3,2.7,37021
37,22,76,56,73.68,1,1.32,14,18.42,5,6.58,0,0.0,37022
37,23,85,28,32.94,8,9.41,30,35.29,15,17.65,4,4.71,37023
37,24,70,27,38.57,3,4.29,26,37.14,13,18.57,1,1.43,37024
37,25,106,46,43.4,7,6.6,32,30.19,17,16.04,4,3.77,37025
37,26,120,41,34.17,11,9.17,38,31.67,24,20.0,6,5.0,37026
37,27,114,52,45.61,4,3.51,36,31.58,19,16.67,3,2.63,37027
37,28,102,49,48.04,10,9.8,22,21.57,16,15.69,5,4.9,37028
37,29,85,26,30.59,7,8.24,35,41.18,15,17.65,2,2.35,37029
37,30,64,25,39.06,2,3.13,15,23.44,18,28.13,4,6.25,37030
37,31,108,50,46.3,5,4.63,32,29.63,18,16.67,3,2.78,37031
37,32,96,57,59.38,7,7.29,20,20.83,8,8.33,4,4.17,37032
37,33,67,27,40.3,2,2.99,24,35.82,11,16.42,3,4.48,37033
37,34,96,38,39.58,9,9.38,27,28.13,19,19.79,3,3.13,37034
37,35,118,46,38.98,7,5.93,43,36.44,19,16.1,3,2.54,37035
37,36,81,45,55.56,7,8.64,17,20.99,8,9.88,4,4.94,37036
37,37,99,31,31.31,12,12.12,30,30.3,20,20.2,6,6.06,37037
37,38,100,34,34.0,9,9.0,33,33.0,21,21.0,3,3.0,37038
37,39,54,20,37.04,15,27.78,6,11.11,12,22.22,1,1.85,37039
37,40,93,40,43.01,6,6.45,23,24.73,19,20.43,5,5.38,37040
37,41,112,43,38.39,8,7.14,41,36.61,18,16.07,2,1.79,37041
37,42,39,11,28.21,13,33.33,8,20.51,6,15.38,1,2.56,37042
37,43,84,46,54.76,7,8.33,17,20.24,11,13.1,3,3.57,37043
38,1,76,18,23.68,9,11.84,14,18.42,27,35.53,8,10.53,38001
38,2,100,36,36.0,21,21.0,11,11.0,27,27.0,5,5.0,38002
38,3,37,15,40.54,4,10.81,5,13.51,12,32.43,1,2.7,38003
38,4,103,41,39.81,24,23.3,8,7.77,27,26.21,3,2.91,38004
38,5,86,23,26.74,18,20.93,13,15.12,26,30.23,6,6.98,38005
38,6,89,31,34.83,19,21.35,11,12.36,23,25.84,5,5.62,38006
38,7,60,13,21.67,8,13.33,11,18.33,25,41.67,3,5.0,38007
38,8,30,4,13.33,7,23.33,5,16.67,12,40.0,2,6.67,38008
38,9,69,20,28.99,8,11.59,17,24.64,18,26.09,6,8.7,38009
38,10,80,16,20.0,12,15.0,19,23.75,22,27.5,11,13.75,38010
38,11,108,30,27.78,15,13.89,13,12.04,41,37.96,9,8.33,38011
38,12,58,16,27.59,5,8.62,11,18.97,22,37.93,4,6.9,38012
38,13,121,28,23.14,18,14.88,25,20.66,45,37.19,5,4.13,38013
38,14,62,16,25.81,5,8.06,10,16.13,29,46.77,2,3.23,38014
38,15,82,19,23.17,13,15.85,13,15.85,34,41.46,3,3.66,38015
38,16,95,29,30.53,18,18.95,16,16.84,26,27.37,6,6.32,38016
38,17,80,12,15.0,15,18.75,9,11.25,36,45.0,8,10.0,38017
38,18,75,9,12.0,9,12.0,14,18.67,34,45.33,9,12.0,38018
38,19,89,29,32.58,7,7.87,16,17.98,28,31.46,9,10.11,38019
38,20,94,23,24.47,14,14.89,22,23.4,26,27.66,9,9.57,38020
38,21,50,8,16.0,3,6.0,8,16.0,26,52.0,5,10.0,38021
38,22,74,19,25.68,13,17.57,10,13.51,30,40.54,2,2.7,38022
38,23,146,22,15.07,30,20.55,30,20.55,52,35.62,12,8.22,38023
38,24,119,34,28.57,33,27.73,14,11.76,30,25.21,8,6.72,38024
38,25,50,9,18.0,6,12.0,7,14.0,26,52.0,2,4.0,38025
38,26,55,7,12.73,6,10.91,7,12.73,31,56.36,4,7.27,38026
38,27,77,17,22.08,23,29.87,8,10.39,25,32.47,4,5.19,38027
38,28,88,19,21.59,6,6.82,14,15.91,43,48.86,6,6.82,38028
38,29,82,20,24.39,14,17.07,14,17.07,29,35.37,5,6.1,38029
38,30,59,10,16.95,9,15.25,8,13.56,27,45.76,5,8.47,38030
38,31,103,31,30.1,30,29.13,14,13.59,23,22.33,5,4.85,38031
38,32,84,17,20.24,8,9.52,26,30.95,28,33.33,5,5.95,38032
38,33,65,13,20.0,8,12.31,12,18.46,22,33.85,10,15.38,38033
38,34,103,29,28.16,20,19.42,9,8.74,36,34.95,9,8.74,38034
38,35,115,18,15.65,22,19.13,19,16.52,40,34.78,16,13.91,38035
38,36,82,25,30.49,12,14.63,9,10.98,33,40.24,3,3.66,38036
