ward,precinct,total,Pamela M. Leeming,Pamela M. Leeming Percent,Terrence M Jordan,Terrence M Jordan Percent,Mary Margaret Burke,Mary Margaret Burke Percent,Sammy W. Lacey Jr.,Sammy W. Lacey Jr. Percent,Rhonda Salle̩,Rhonda Salle̩ Percent,Steve Demitro,Steve Demitro Percent,precinct_id
13,20,115,37,32.17,14,12.17,33,28.7,4,3.48,2,1.74,23,20.0,13020
13,21,101,33,32.67,19,18.81,29,28.71,5,4.95,5,4.95,6,5.94,13021
13,22,122,65,53.28,8,6.56,29,23.77,4,3.28,4,3.28,6,4.92,13022
13,23,127,76,59.84,7,5.51,26,20.47,4,3.15,2,1.57,9,7.09,13023
13,24,160,104,65.0,8,5.0,27,16.88,2,1.25,2,1.25,13,8.13,13024
13,25,131,69,52.67,8,6.11,34,25.95,1,0.76,3,2.29,13,9.92,13025
13,26,220,157,71.36,9,4.09,29,13.18,4,1.82,1,0.45,17,7.73,13026
13,27,163,79,48.47,8,4.91,47,28.83,0,0.0,8,4.91,16,9.82,13027
13,28,102,47,46.08,6,5.88,29,28.43,3,2.94,3,2.94,12,11.76,13028
13,29,143,86,60.14,5,3.5,37,25.87,3,2.1,2,1.4,9,6.29,13029
13,30,204,119,58.33,11,5.39,36,17.65,5,2.45,5,2.45,24,11.76,13030
13,31,107,39,36.45,11,10.28,35,32.71,0,0.0,4,3.74,13,12.15,13031
13,32,105,37,35.24,25,23.81,17,16.19,16,15.24,4,3.81,0,0.0,13032
13,33,157,104,66.24,7,4.46,26,16.56,3,1.91,3,1.91,11,7.01,13033
13,34,264,229,86.74,2,0.76,20,7.58,3,1.14,2,0.76,8,3.03,13034
13,35,200,140,70.0,5,2.5,32,16.0,3,1.5,4,2.0,12,6.0,13035
13,36,91,41,45.05,9,9.89,21,23.08,1,1.1,4,4.4,12,13.19,13036
13,37,181,87,48.07,17,9.39,45,24.86,7,3.87,8,4.42,12,6.63,13037
13,38,106,42,39.62,9,8.49,36,33.96,2,1.89,3,2.83,12,11.32,13038
13,39,160,106,66.25,5,3.13,28,17.5,2,1.25,2,1.25,12,7.5,13039
13,40,205,128,62.44,11,5.37,37,18.05,0,0.0,4,1.95,20,9.76,13040
13,41,155,95,61.29,9,5.81,21,13.55,3,1.94,2,1.29,17,10.97,13041
13,42,163,82,50.31,12,7.36,45,27.61,6,3.68,2,1.23,12,7.36,13042
13,43,214,120,56.07,11,5.14,40,18.69,2,0.93,15,7.01,21,9.81,13043
13,44,380,348,91.58,6,1.58,15,3.95,1,0.26,0,0.0,9,2.37,13044
13,45,222,131,59.01,13,5.86,48,21.62,1,0.45,3,1.35,22,9.91,13045
13,46,163,76,46.63,12,7.36,49,30.06,3,1.84,4,2.45,13,7.98,13046
13,47,171,84,49.12,10,5.85,41,23.98,5,2.92,5,2.92,19,11.11,13047
14,1,124,49,39.52,6,4.84,43,34.68,2,1.61,6,4.84,16,12.9,14001
14,2,152,48,31.58,7,4.61,68,44.74,4,2.63,2,1.32,17,11.18,14002
14,3,86,35,40.7,5,5.81,30,34.88,2,2.33,3,3.49,10,11.63,14003
14,4,77,34,44.16,4,5.19,27,35.06,0,0.0,1,1.3,9,11.69,14004
14,5,95,60,63.16,2,2.11,20,21.05,3,3.16,4,4.21,4,4.21,14005
14,6,52,29,55.77,2,3.85,15,28.85,0,0.0,2,3.85,3,5.77,14006
14,7,117,57,48.72,8,6.84,31,26.5,4,3.42,4,3.42,9,7.69,14007
14,8,78,32,41.03,4,5.13,23,29.49,3,3.85,3,3.85,9,11.54,14008
14,9,113,51,45.13,9,7.96,35,30.97,1,0.88,5,4.42,9,7.96,14009
14,10,75,35,46.67,5,6.67,19,25.33,1,1.33,2,2.67,10,13.33,14010
14,11,84,59,70.24,2,2.38,13,15.48,1,1.19,1,1.19,6,7.14,14011
14,12,96,43,44.79,8,8.33,26,27.08,4,4.17,3,3.13,8,8.33,14012
14,13,84,39,46.43,5,5.95,25,29.76,2,2.38,3,3.57,8,9.52,14013
14,14,113,59,52.21,11,9.73,30,26.55,1,0.88,0,0.0,11,9.73,14014
14,15,112,57,50.89,7,6.25,32,28.57,1,0.89,3,2.68,8,7.14,14015
14,16,79,36,45.57,3,3.8,30,37.97,1,1.27,2,2.53,3,3.8,14016
14,17,75,39,52.0,2,2.67,22,29.33,7,9.33,0,0.0,2,2.67,14017
14,18,46,15,32.61,3,6.52,17,36.96,0,0.0,0,0.0,9,19.57,14018
14,19,86,48,55.81,3,3.49,24,27.91,3,3.49,2,2.33,4,4.65,14019
14,20,50,19,38.0,3,6.0,19,38.0,1,2.0,1,2.0,5,10.0,14020
14,21,94,70,74.47,2,2.13,17,18.09,0,0.0,0,0.0,5,5.32,14021
14,22,152,72,47.37,10,6.58,41,26.97,3,1.97,3,1.97,20,13.16,14022
14,23,77,26,33.77,3,3.9,32,41.56,1,1.3,1,1.3,6,7.79,14023
14,24,65,45,69.23,1,1.54,12,18.46,1,1.54,0,0.0,2,3.08,14024
14,25,63,31,49.21,1,1.59,22,34.92,1,1.59,3,4.76,4,6.35,14025
14,26,49,17,34.69,3,6.12,20,40.82,2,4.08,2,4.08,3,6.12,14026
14,27,102,37,36.27,5,4.9,43,42.16,1,0.98,1,0.98,13,12.75,14027
14,28,68,25,36.76,4,5.88,21,30.88,2,2.94,4,5.88,9,13.24,14028
14,29,128,83,64.84,7,5.47,25,19.53,2,1.56,3,2.34,7,5.47,14029
14,30,99,48,48.48,9,9.09,29,29.29,0,0.0,3,3.03,9,9.09,14030
14,31,54,26,48.15,2,3.7,17,31.48,1,1.85,2,3.7,6,11.11,14031
14,32,56,21,37.5,3,5.36,24,42.86,2,3.57,1,1.79,3,5.36,14032
15,1,109,25,22.94,26,23.85,23,21.1,4,3.67,8,7.34,18,16.51,15001
15,2,43,7,16.28,5,11.63,5,11.63,9,20.93,4,9.3,8,18.6,15002
15,3,44,8,18.18,15,34.09,6,13.64,10,22.73,1,2.27,2,4.55,15003
15,4,100,20,20.0,33,33.0,10,10.0,13,13.0,6,6.0,10,10.0,15004
15,5,35,8,22.86,11,31.43,6,17.14,4,11.43,1,2.86,2,5.71,15005
15,6,39,12,30.77,8,20.51,9,23.08,3,7.69,1,2.56,4,10.26,15006
15,7,65,14,21.54,13,20.0,12,18.46,12,18.46,3,4.62,7,10.77,15007
15,8,66,15,22.73,16,24.24,13,19.7,8,12.12,1,1.52,8,12.12,15008
15,9,98,17,17.35,27,27.55,17,17.35,18,18.37,8,8.16,9,9.18,15009
15,10,26,7,26.92,2,7.69,10,38.46,0,0.0,0,0.0,7,26.92,15010
15,11,54,14,25.93,16,29.63,5,9.26,6,11.11,6,11.11,5,9.26,15011
15,12,36,5,13.89,9,25.0,5,13.89,6,16.67,2,5.56,4,11.11,15012
15,13,60,9,15.0,13,21.67,13,21.67,6,10.0,0,0.0,11,18.33,15013
15,14,53,13,24.53,15,28.3,8,15.09,3,5.66,5,9.43,6,11.32,15014
15,15,31,9,29.03,3,9.68,10,32.26,4,12.9,1,3.23,4,12.9,15015
15,16,26,4,15.38,5,19.23,8,30.77,1,3.85,0,0.0,7,26.92,15016
15,17,58,6,10.34,15,25.86,12,20.69,10,17.24,5,8.62,9,15.52,15017
15,18,103,25,24.27,23,22.33,18,17.48,18,17.48,4,3.88,5,4.85,15018
15,19,66,12,18.18,17,25.76,16,24.24,8,12.12,6,9.09,3,4.55,15019
15,20,42,12,28.57,12,28.57,6,14.29,5,11.9,2,4.76,3,7.14,15020
15,21,70,17,24.29,19,27.14,13,18.57,8,11.43,1,1.43,9,12.86,15021
15,22,73,16,21.92,15,20.55,20,27.4,11,15.07,4,5.48,3,4.11,15022
15,23,103,16,15.53,29,28.16,15,14.56,13,12.62,5,4.85,19,18.45,15023
15,24,49,13,26.53,11,22.45,8,16.33,5,10.2,3,6.12,2,4.08,15024
15,25,48,9,18.75,8,16.67,10,20.83,5,10.42,3,6.25,12,25.0,15025
15,26,99,24,24.24,25,25.25,12,12.12,17,17.17,6,6.06,8,8.08,15026
15,27,50,12,24.0,10,20.0,5,10.0,10,20.0,4,8.0,1,2.0,15027
15,28,70,12,17.14,6,8.57,23,32.86,3,4.29,5,7.14,16,22.86,15028
15,29,11,3,27.27,5,45.45,0,0.0,1,9.09,2,18.18,0,0.0,15029
15,30,38,5,13.16,15,39.47,8,21.05,1,2.63,1,2.63,4,10.53,15030
15,31,91,20,21.98,28,30.77,14,15.38,16,17.58,6,6.59,4,4.4,15031
15,32,42,16,38.1,7,16.67,7,16.67,0,0.0,3,7.14,4,9.52,15032
15,33,51,7,13.73,15,29.41,7,13.73,14,27.45,5,9.8,1,1.96,15033
15,34,49,5,10.2,19,38.78,4,8.16,5,10.2,4,8.16,11,22.45,15034
15,35,53,7,13.21,22,41.51,8,15.09,5,9.43,2,3.77,5,9.43,15035
15,36,68,18,26.47,20,29.41,9,13.24,11,16.18,1,1.47,5,7.35,15036
15,37,48,12,25.0,10,20.83,9,18.75,10,20.83,1,2.08,1,2.08,15037
15,38,74,17,22.97,22,29.73,16,21.62,7,9.46,2,2.7,6,8.11,15038
15,39,31,7,22.58,8,25.81,6,19.35,3,9.68,2,6.45,3,9.68,15039
15,40,34,3,8.82,9,26.47,10,29.41,6,17.65,1,2.94,1,2.94,15040
15,41,87,15,17.24,27,31.03,20,22.99,11,12.64,3,3.45,8,9.2,15041
15,42,109,26,23.85,22,20.18,19,17.43,19,17.43,4,3.67,14,12.84,15042
16,1,32,7,21.88,7,21.88,10,31.25,1,3.13,0,0.0,5,15.63,16001
16,2,36,9,25.0,3,8.33,14,38.89,4,11.11,1,2.78,1,2.78,16002
16,3,54,12,22.22,15,27.78,14,25.93,7,12.96,1,1.85,1,1.85,16003
16,4,27,4,14.81,9,33.33,9,33.33,0,0.0,0,0.0,4,14.81,16004
16,5,43,15,34.88,8,18.6,9,20.93,7,16.28,1,2.33,1,2.33,16005
16,6,25,6,24.0,6,24.0,5,20.0,5,20.0,1,4.0,0,0.0,16006
16,7,55,10,18.18,15,27.27,10,18.18,9,16.36,5,9.09,2,3.64,16007
16,8,39,15,38.46,9,23.08,6,15.38,7,17.95,2,5.13,0,0.0,16008
16,9,96,22,22.92,24,25.0,21,21.88,20,20.83,4,4.17,2,2.08,16009
16,10,76,16,21.05,28,36.84,14,18.42,8,10.53,2,2.63,4,5.26,16010
16,11,55,18,32.73,15,27.27,8,14.55,7,12.73,4,7.27,0,0.0,16011
16,12,94,25,26.6,25,26.6,18,19.15,13,13.83,1,1.06,4,4.26,16012
16,13,36,9,25.0,7,19.44,11,30.56,2,5.56,0,0.0,6,16.67,16013
16,14,46,9,19.57,14,30.43,8,17.39,7,15.22,4,8.7,0,0.0,16014
16,15,60,10,16.67,20,33.33,11,18.33,6,10.0,6,10.0,3,5.0,16015
16,16,107,27,25.23,32,29.91,18,16.82,16,14.95,7,6.54,2,1.87,16016
16,17,39,7,17.95,6,15.38,13,33.33,0,0.0,2,5.13,8,20.51,16017
16,18,65,17,26.15,21,32.31,11,16.92,6,9.23,4,6.15,2,3.08,16018
16,19,66,15,22.73,22,33.33,10,15.15,11,16.67,3,4.55,3,4.55,16019
16,20,85,21,24.71,27,31.76,13,15.29,18,21.18,2,2.35,0,0.0,16020
16,21,28,9,32.14,4,14.29,6,21.43,1,3.57,2,7.14,5,17.86,16021
16,22,32,11,34.38,3,9.38,6,18.75,4,12.5,2,6.25,3,9.38,16022
16,23,27,7,25.93,6,22.22,3,11.11,2,7.41,1,3.7,6,22.22,16023
16,24,40,14,35.0,9,22.5,7,17.5,3,7.5,3,7.5,2,5.0,16024
16,25,42,8,19.05,9,21.43,11,26.19,2,4.76,3,7.14,4,9.52,16025
16,26,51,9,17.65,20,39.22,7,13.73,8,15.69,1,1.96,1,1.96,16026
16,27,106,22,20.75,33,31.13,16,15.09,21,19.81,2,1.89,1,0.94,16027
16,28,72,10,13.89,24,33.33,14,19.44,19,26.39,2,2.78,0,0.0,16028
16,29,40,20,50.0,11,27.5,3,7.5,5,12.5,1,2.5,0,0.0,16029
16,30,45,8,17.78,15,33.33,9,20.0,6,13.33,4,8.89,1,2.22,16030
16,31,64,14,21.88,21,32.81,11,17.19,8,12.5,4,6.25,1,1.56,16031
16,32,33,11,33.33,2,6.06,9,27.27,1,3.03,0,0.0,9,27.27,16032
16,33,43,7,16.28,20,46.51,9,20.93,4,9.3,0,0.0,0,0.0,16033
16,34,34,11,32.35,8,23.53,4,11.76,7,20.59,0,0.0,0,0.0,16034
16,35,30,5,16.67,6,20.0,9,30.0,2,6.67,3,10.0,1,3.33,16035
16,36,79,18,22.78,26,32.91,13,16.46,9,11.39,3,3.8,2,2.53,16036
16,37,48,17,35.42,16,33.33,6,12.5,4,8.33,1,2.08,2,4.17,16037
16,38,46,13,28.26,9,19.57,9,19.57,7,15.22,4,8.7,3,6.52,16038
16,39,44,8,18.18,7,15.91,15,34.09,2,4.55,1,2.27,8,18.18,16039
16,40,70,16,22.86,27,38.57,10,14.29,11,15.71,3,4.29,1,1.43,16040
17,1,77,22,28.57,19,24.68,15,19.48,8,10.39,5,6.49,3,3.9,17001
17,2,75,19,25.33,25,33.33,5,6.67,16,21.33,1,1.33,1,1.33,17002
17,3,71,24,33.8,24,33.8,6,8.45,7,9.86,5,7.04,1,1.41,17003
17,4,112,38,33.93,29,25.89,16,14.29,17,15.18,5,4.46,1,0.89,17004
17,5,60,17,28.33,14,23.33,14,23.33,8,13.33,2,3.33,1,1.67,17005
17,6,96,25,26.04,33,34.38,10,10.42,10,10.42,6,6.25,2,2.08,17006
17,7,84,19,22.62,22,26.19,15,17.86,11,13.1,7,8.33,2,2.38,17007
17,8,67,15,22.39,19,28.36,9,13.43,13,19.4,4,5.97,1,1.49,17008
17,9,105,25,23.81,37,35.24,9,8.57,23,21.9,6,5.71,1,0.95,17009
17,10,88,21,23.86,28,31.82,9,10.23,15,17.05,9,10.23,1,1.14,17010
17,11,59,17,28.81,20,33.9,7,11.86,7,11.86,2,3.39,0,0.0,17011
17,12,135,31,22.96,34,25.19,24,17.78,28,20.74,8,5.93,2,1.48,17012
17,13,43,6,13.95,15,34.88,9,20.93,7,16.28,2,4.65,2,4.65,17013
17,14,58,13,22.41,14,24.14,12,20.69,5,8.62,3,5.17,5,8.62,17014
17,15,66,13,19.7,23,34.85,14,21.21,7,10.61,4,6.06,0,0.0,17015
17,16,80,16,20.0,26,32.5,14,17.5,13,16.25,8,10.0,2,2.5,17016
17,17,42,6,14.29,9,21.43,5,11.9,10,23.81,4,9.52,2,4.76,17017
17,18,99,18,18.18,24,24.24,21,21.21,15,15.15,10,10.1,3,3.03,17018
17,19,36,10,27.78,6,16.67,10,27.78,6,16.67,1,2.78,3,8.33,17019
17,20,64,22,34.38,17,26.56,9,14.06,9,14.06,3,4.69,1,1.56,17020
17,21,137,27,19.71,44,32.12,18,13.14,19,13.87,17,12.41,2,1.46,17021
17,22,95,23,24.21,26,27.37,17,17.89,15,15.79,6,6.32,4,4.21,17022
17,23,98,18,18.37,33,33.67,21,21.43,15,15.31,7,7.14,0,0.0,17023
17,24,96,20,20.83,28,29.17,14,14.58,17,17.71,9,9.38,3,3.13,17024
17,25,50,9,18.0,15,30.0,9,18.0,8,16.0,3,6.0,2,4.0,17025
17,26,92,26,28.26,30,32.61,11,11.96,11,11.96,4,4.35,0,0.0,17026
17,27,112,29,25.89,33,29.46,23,20.54,16,14.29,5,4.46,1,0.89,17027
17,28,66,18,27.27,21,31.82,9,13.64,8,12.12,4,6.06,0,0.0,17028
17,29,152,35,23.03,44,28.95,33,21.71,15,9.87,9,5.92,3,1.97,17029
17,30,104,23,22.12,28,26.92,16,15.38,17,16.35,8,7.69,3,2.88,17030
17,31,80,29,36.25,18,22.5,12,15.0,13,16.25,2,2.5,2,2.5,17031
17,32,67,18,26.87,14,20.9,5,7.46,18,26.87,3,4.48,2,2.99,17032
17,33,52,12,23.08,18,34.62,10,19.23,6,11.54,4,7.69,0,0.0,17033
17,34,57,23,40.35,10,17.54,13,22.81,7,12.28,2,3.51,0,0.0,17034
17,35,109,25,22.94,29,26.61,11,10.09,26,23.85,4,3.67,3,2.75,17035
17,36,30,6,20.0,11,36.67,4,13.33,5,16.67,2,6.67,1,3.33,17036
17,37,85,25,29.41,22,25.88,17,20.0,14,16.47,4,4.71,1,1.18,17037
17,38,51,12,23.53,16,31.37,9,17.65,8,15.69,1,1.96,0,0.0,17038
17,39,63,13,20.63,18,28.57,6,9.52,11,17.46,8,12.7,2,3.17,17039
17,40,48,15,31.25,9,18.75,10,20.83,5,10.42,5,10.42,0,0.0,17040
17,41,50,14,28.0,12,24.0,7,14.0,8,16.0,5,10.0,1,2.0,17041
17,42,50,9,18.0,16,32.0,4,8.0,15,30.0,2,4.0,1,2.0,17042
17,43,47,10,21.28,14,29.79,14,29.79,3,6.38,1,2.13,2,4.26,17043
17,44,110,22,20.0,29,26.36,20,18.18,18,16.36,9,8.18,3,2.73,17044
17,45,37,9,24.32,14,37.84,3,8.11,3,8.11,3,8.11,2,5.41,17045
17,46,69,14,20.29,19,27.54,16,23.19,6,8.7,5,7.25,4,5.8,17046
17,47,84,18,21.43,22,26.19,11,13.1,23,27.38,7,8.33,0,0.0,17047
17,48,67,18,26.87,19,28.36,11,16.42,12,17.91,3,4.48,1,1.49,17048
17,49,36,6,16.67,14,38.89,3,8.33,5,13.89,4,11.11,1,2.78,17049
17,50,43,8,18.6,16,37.21,4,9.3,7,16.28,1,2.33,1,2.33,17050
17,51,59,23,38.98,15,25.42,7,11.86,5,8.47,2,3.39,0,0.0,17051
17,52,102,29,28.43,27,26.47,12,11.76,22,21.57,6,5.88,3,2.94,17052
17,53,87,25,28.74,35,40.23,11,12.64,6,6.9,2,2.3,3,3.45,17053
17,54,103,33,32.04,25,24.27,11,10.68,23,22.33,3,2.91,1,0.97,17054
17,55,61,19,31.15,21,34.43,7,11.48,5,8.2,3,4.92,3,4.92,17055
18,1,144,22,15.28,40,27.78,40,27.78,27,18.75,3,2.08,5,3.47,18001
18,2,48,10,20.83,9,18.75,9,18.75,8,16.67,4,8.33,4,8.33,18002
18,3,166,46,27.71,26,15.66,61,36.75,11,6.63,6,3.61,13,7.83,18003
18,4,270,39,14.44,61,22.59,70,25.93,57,21.11,24,8.89,3,1.11,18004
18,5,78,25,32.05,20,25.64,15,19.23,10,12.82,3,3.85,3,3.85,18005
18,6,142,29,20.42,12,8.45,62,43.66,12,8.45,4,2.82,17,11.97,18006
18,7,81,12,14.81,29,35.8,20,24.69,7,8.64,4,4.94,4,4.94,18007
18,8,48,9,18.75,11,22.92,20,41.67,3,6.25,2,4.17,2,4.17,18008
18,9,300,54,18.0,56,18.67,87,29.0,69,23.0,16,5.33,4,1.33,18009
18,10,201,30,14.93,39,19.4,61,30.35,48,23.88,11,5.47,2,1.0,18010
18,11,83,20,24.1,17,20.48,21,25.3,3,3.61,11,13.25,5,6.02,18011
18,12,111,26,23.42,34,30.63,29,26.13,13,11.71,6,5.41,2,1.8,18012
18,13,119,15,12.61,30,25.21,36,30.25,25,21.01,5,4.2,2,1.68,18013
18,14,112,23,20.54,34,30.36,30,26.79,16,14.29,3,2.68,2,1.79,18014
18,15,54,4,7.41,6,11.11,21,38.89,7,12.96,3,5.56,8,14.81,18015
18,16,156,29,18.59,35,22.44,44,28.21,32,20.51,3,1.92,7,4.49,18016
18,17,85,24,28.24,21,24.71,21,24.71,4,4.71,7,8.24,4,4.71,18017
18,18,117,28,23.93,36,30.77,22,18.8,19,16.24,4,3.42,0,0.0,18018
18,19,154,33,21.43,39,25.32,36,23.38,32,20.78,5,3.25,2,1.3,18019
18,20,229,54,23.58,52,22.71,53,23.14,41,17.9,9,3.93,4,1.75,18020
18,21,170,34,20.0,33,19.41,53,31.18,24,14.12,6,3.53,3,1.76,18021
18,22,200,36,18.0,50,25.0,47,23.5,41,20.5,9,4.5,2,1.0,18022
18,23,116,17,14.66,30,25.86,36,31.03,18,15.52,7,6.03,2,1.72,18023
18,24,155,27,17.42,48,30.97,25,16.13,44,28.39,7,4.52,0,0.0,18024
18,25,249,51,20.48,62,24.9,41,16.47,67,26.91,13,5.22,1,0.4,18025
18,26,100,19,19.0,26,26.0,18,18.0,28,28.0,5,5.0,1,1.0,18026
18,27,93,11,11.83,34,36.56,29,31.18,10,10.75,6,6.45,0,0.0,18027
18,28,113,35,30.97,10,8.85,46,40.71,6,5.31,3,2.65,10,8.85,18028
18,29,88,9,10.23,22,25.0,44,50.0,6,6.82,0,0.0,3,3.41,18029
18,30,87,12,13.79,24,27.59,29,33.33,12,13.79,4,4.6,1,1.15,18030
18,31,92,20,21.74,22,23.91,21,22.83,13,14.13,6,6.52,7,7.61,18031
18,32,181,32,17.68,44,24.31,48,26.52,39,21.55,7,3.87,2,1.1,18032
18,33,78,26,33.33,22,28.21,9,11.54,14,17.95,2,2.56,0,0.0,18033
18,34,197,32,16.24,50,25.38,57,28.93,39,19.8,10,5.08,3,1.52,18034
18,35,298,68,22.82,78,26.17,65,21.81,48,16.11,15,5.03,8,2.68,18035
18,36,60,11,18.33,11,18.33,21,35.0,6,10.0,3,5.0,4,6.67,18036
18,37,99,20,20.2,23,23.23,25,25.25,20,20.2,3,3.03,3,3.03,18037
18,38,136,37,27.21,41,30.15,28,20.59,16,11.76,4,2.94,1,0.74,18038
18,39,65,18,27.69,15,23.08,20,30.77,7,10.77,2,3.08,0,0.0,18039
18,40,108,30,27.78,22,20.37,15,13.89,26,24.07,6,5.56,0,0.0,18040
18,41,55,14,25.45,15,27.27,10,18.18,6,10.91,1,1.82,5,9.09,18041
18,42,54,8,14.81,16,29.63,16,29.63,6,11.11,3,5.56,3,5.56,18042
18,43,53,11,20.75,13,24.53,18,33.96,2,3.77,2,3.77,4,7.55,18043
18,44,69,13,18.84,20,28.99,24,34.78,7,10.14,2,2.9,2,2.9,18044
18,45,62,18,29.03,10,16.13,16,25.81,7,11.29,2,3.23,3,4.84,18045
18,46,106,23,21.7,19,17.92,21,19.81,28,26.42,5,4.72,1,0.94,18046
18,47,68,22,32.35,14,20.59,18,26.47,5,7.35,4,5.88,2,2.94,18047
18,48,71,17,23.94,22,30.99,11,15.49,7,9.86,5,7.04,1,1.41,18048
18,49,69,13,18.84,15,21.74,16,23.19,11,15.94,7,10.14,2,2.9,18049
18,50,76,12,15.79,23,30.26,27,35.53,6,7.89,3,3.95,0,0.0,18050
18,51,158,31,19.62,40,25.32,25,15.82,43,27.22,9,5.7,3,1.9,18051
18,52,128,25,19.53,44,34.38,17,13.28,22,17.19,11,8.59,2,1.56,18052
18,53,81,24,29.63,19,23.46,13,16.05,15,18.52,5,6.17,2,2.47,18053
19,1,167,24,14.37,3,1.8,122,73.05,1,0.6,2,1.2,12,7.19,19001
19,2,163,20,12.27,23,14.11,72,44.17,25,15.34,8,4.91,4,2.45,19002
19,3,108,13,12.04,1,0.93,77,71.3,1,0.93,1,0.93,10,9.26,19003
19,4,142,24,16.9,8,5.63,70,49.3,3,2.11,2,1.41,28,19.72,19004
19,5,172,42,24.42,29,16.86,58,33.72,14,8.14,8,4.65,7,4.07,19005
19,6,116,12,10.34,3,2.59,83,71.55,1,0.86,0,0.0,15,12.93,19006
19,7,185,27,14.59,8,4.32,128,69.19,1,0.54,1,0.54,16,8.65,19007
19,8,112,14,12.5,6,5.36,72,64.29,2,1.79,1,0.89,12,10.71,19008
19,9,105,18,17.14,2,1.9,69,65.71,0,0.0,1,0.95,13,12.38,19009
19,10,197,42,21.32,23,11.68,103,52.28,12,6.09,5,2.54,8,4.06,19010
19,11,165,30,18.18,5,3.03,88,53.33,3,1.82,3,1.82,32,19.39,19011
19,12,132,9,6.82,6,4.55,95,71.97,0,0.0,2,1.52,20,15.15,19012
19,13,109,17,15.6,32,29.36,23,21.1,17,15.6,13,11.93,4,3.67,19013
19,14,158,43,27.22,21,13.29,62,39.24,9,5.7,4,2.53,7,4.43,19014
19,15,103,11,10.68,3,2.91,62,60.19,5,4.85,2,1.94,17,16.5,19015
19,16,201,23,11.44,3,1.49,147,73.13,1,0.5,5,2.49,19,9.45,19016
19,17,151,25,16.56,10,6.62,100,66.23,2,1.32,1,0.66,11,7.28,19017
19,18,192,38,19.79,12,6.25,118,61.46,7,3.65,4,2.08,7,3.65,19018
19,19,160,40,25.0,21,13.13,62,38.75,14,8.75,3,1.88,8,5.0,19019
19,20,153,40,26.14,23,15.03,48,31.37,12,7.84,8,5.23,10,6.54,19020
19,21,104,17,16.35,5,4.81,67,64.42,1,0.96,0,0.0,11,10.58,19021
19,22,169,28,16.57,24,14.2,93,55.03,5,2.96,5,2.96,12,7.1,19022
19,23,194,19,9.79,8,4.12,145,74.74,1,0.52,3,1.55,11,5.67,19023
19,24,144,17,11.81,3,2.08,94,65.28,3,2.08,0,0.0,23,15.97,19024
19,25,161,40,24.84,9,5.59,77,47.83,11,6.83,6,3.73,15,9.32,19025
19,26,178,38,21.35,9,5.06,94,52.81,6,3.37,4,2.25,21,11.8,19026
19,27,81,19,23.46,9,11.11,29,35.8,10,12.35,2,2.47,4,4.94,19027
19,28,201,38,18.91,48,23.88,48,23.88,24,11.94,15,7.46,1,0.5,19028
19,29,99,14,14.14,8,8.08,56,56.57,1,1.01,0,0.0,19,19.19,19029
19,30,116,17,14.66,3,2.59,64,55.17,2,1.72,3,2.59,25,21.55,19030
19,31,131,34,25.95,8,6.11,51,38.93,5,3.82,5,3.82,23,17.56,19031
19,32,157,25,15.92,1,0.64,107,68.15,0,0.0,2,1.27,20,12.74,19032
19,33,149,19,12.75,4,2.68,99,66.44,1,0.67,1,0.67,19,12.75,19033
19,34,153,34,22.22,10,6.54,91,59.48,4,2.61,3,1.96,7,4.58,19034
19,35,183,47,25.68,17,9.29,87,47.54,13,7.1,0,0.0,7,3.83,19035
19,36,167,37,22.16,36,21.56,52,31.14,21,12.57,14,8.38,3,1.8,19036
19,37,188,38,20.21,25,13.3,74,39.36,26,13.83,5,2.66,9,4.79,19037
19,38,175,36,20.57,39,22.29,48,27.43,24,13.71,6,3.43,6,3.43,19038
19,39,48,5,10.42,9,18.75,10,20.83,16,33.33,3,6.25,2,4.17,19039
19,40,141,31,21.99,21,14.89,50,35.46,12,8.51,13,9.22,8,5.67,19040
19,41,96,7,7.29,5,5.21,58,60.42,0,0.0,0,0.0,21,21.88,19041
19,42,129,36,27.91,20,15.5,35,27.13,17,13.18,4,3.1,5,3.88,19042
19,43,179,32,17.88,58,32.4,23,12.85,33,18.44,18,10.06,6,3.35,19043
19,44,125,14,11.2,4,3.2,83,66.4,0,0.0,0,0.0,19,15.2,19044
19,45,179,20,11.17,9,5.03,127,70.95,3,1.68,3,1.68,15,8.38,19045
19,46,193,32,16.58,5,2.59,141,73.06,1,0.52,2,1.04,9,4.66,19046
19,47,244,45,18.44,46,18.85,75,30.74,33,13.52,25,10.25,14,5.74,19047
19,48,210,42,20.0,61,29.05,31,14.76,48,22.86,12,5.71,4,1.9,19048
19,49,200,31,15.5,41,20.5,48,24.0,40,20.0,28,14.0,7,3.5,19049
19,50,153,33,21.57,42,27.45,26,16.99,24,15.69,12,7.84,4,2.61,19050
19,51,111,19,17.12,3,2.7,63,56.76,1,0.9,0,0.0,23,20.72,19051
19,52,100,21,21.0,2,2.0,57,57.0,2,2.0,3,3.0,11,11.0,19052
19,53,157,21,13.38,13,8.28,95,60.51,4,2.55,5,3.18,13,8.28,19053
19,54,117,16,13.68,5,4.27,79,67.52,3,2.56,1,0.85,12,10.26,19054
19,55,100,16,16.0,7,7.0,58,58.0,2,2.0,1,1.0,15,15.0,19055
19,56,185,18,9.73,21,11.35,96,51.89,19,10.27,10,5.41,11,5.95,19056
19,57,183,39,21.31,20,10.93,79,43.17,14,7.65,8,4.37,10,5.46,19057
