ward,precinct,total,John J. Cullerton,John J. Cullerton Percent,precinct_id
1,7,27,27,100.0,01007
1,16,48,48,100.0,01016
1,24,8,8,100.0,01024
1,28,22,22,100.0,01028
1,35,31,31,100.0,01035
1,39,40,40,100.0,01039
1,42,39,39,100.0,01042
27,5,0,0,0.0,27005
27,42,31,31,100.0,27042
32,7,39,39,100.0,32007
32,8,67,67,100.0,32008
32,9,79,79,100.0,32009
32,10,57,57,100.0,32010
32,13,20,20,100.0,32013
32,14,8,8,100.0,32014
32,15,27,27,100.0,32015
32,16,59,59,100.0,32016
32,18,34,34,100.0,32018
32,19,55,55,100.0,32019
32,20,30,30,100.0,32020
32,21,38,38,100.0,32021
32,22,55,55,100.0,32022
32,23,55,55,100.0,32023
32,24,42,42,100.0,32024
32,25,38,38,100.0,32025
32,27,47,47,100.0,32027
32,28,3,3,100.0,32028
32,29,10,10,100.0,32029
32,30,39,39,100.0,32030
32,31,16,16,100.0,32031
32,32,48,48,100.0,32032
32,33,22,22,100.0,32033
32,34,6,6,100.0,32034
32,35,0,0,0.0,32035
32,37,43,43,100.0,32037
32,38,44,44,100.0,32038
32,39,62,62,100.0,32039
32,40,53,53,100.0,32040
32,41,55,55,100.0,32041
32,42,59,59,100.0,32042
32,43,52,52,100.0,32043
32,44,61,61,100.0,32044
32,45,30,30,100.0,32045
32,47,71,71,100.0,32047
32,48,110,110,100.0,32048
32,49,31,31,100.0,32049
32,50,65,65,100.0,32050
33,7,139,139,100.0,33007
33,8,57,57,100.0,33008
33,10,100,100,100.0,33010
33,23,75,75,100.0,33023
33,24,105,105,100.0,33024
42,8,73,73,100.0,42008
42,10,132,132,100.0,42010
42,16,39,39,100.0,42016
42,28,79,79,100.0,42028
42,33,116,116,100.0,42033
42,34,52,52,100.0,42034
43,2,47,47,100.0,43002
43,4,77,77,100.0,43004
43,6,93,93,100.0,43006
43,7,53,53,100.0,43007
43,8,89,89,100.0,43008
43,12,85,85,100.0,43012
43,13,64,64,100.0,43013
43,14,70,70,100.0,43014
43,16,52,52,100.0,43016
43,17,102,102,100.0,43017
43,18,77,77,100.0,43018
43,20,88,88,100.0,43020
43,21,71,71,100.0,43021
43,22,44,44,100.0,43022
43,23,63,63,100.0,43023
43,24,75,75,100.0,43024
43,26,62,62,100.0,43026
43,27,51,51,100.0,43027
43,28,77,77,100.0,43028
43,29,49,49,100.0,43029
43,30,60,60,100.0,43030
43,31,40,40,100.0,43031
43,32,77,77,100.0,43032
43,33,36,36,100.0,43033
43,34,26,26,100.0,43034
43,36,59,59,100.0,43036
43,38,31,31,100.0,43038
43,39,94,94,100.0,43039
43,40,81,81,100.0,43040
43,41,34,34,100.0,43041
43,42,30,30,100.0,43042
43,43,39,39,100.0,43043
43,44,57,57,100.0,43044
43,45,71,71,100.0,43045
43,46,74,74,100.0,43046
43,47,102,102,100.0,43047
43,48,49,49,100.0,43048
43,49,63,63,100.0,43049
43,50,48,48,100.0,43050
44,1,72,72,100.0,44001
44,2,59,59,100.0,44002
44,3,101,101,100.0,44003
44,4,111,111,100.0,44004
44,5,88,88,100.0,44005
44,6,55,55,100.0,44006
44,7,77,77,100.0,44007
44,8,64,64,100.0,44008
44,9,35,35,100.0,44009
44,10,29,29,100.0,44010
44,11,61,61,100.0,44011
44,12,110,110,100.0,44012
44,13,37,37,100.0,44013
44,14,60,60,100.0,44014
44,15,95,95,100.0,44015
44,16,57,57,100.0,44016
44,17,100,100,100.0,44017
44,18,30,30,100.0,44018
44,19,102,102,100.0,44019
44,20,62,62,100.0,44020
44,21,57,57,100.0,44021
44,22,93,93,100.0,44022
44,23,51,51,100.0,44023
44,24,138,138,100.0,44024
44,25,42,42,100.0,44025
44,26,63,63,100.0,44026
44,27,68,68,100.0,44027
44,28,41,41,100.0,44028
44,29,60,60,100.0,44029
44,30,60,60,100.0,44030
44,31,58,58,100.0,44031
44,32,35,35,100.0,44032
44,33,67,67,100.0,44033
44,34,44,44,100.0,44034
44,35,144,144,100.0,44035
44,36,45,45,100.0,44036
44,37,84,84,100.0,44037
44,38,44,44,100.0,44038
44,39,53,53,100.0,44039
44,40,55,55,100.0,44040
44,41,76,76,100.0,44041
44,42,94,94,100.0,44042
44,43,47,47,100.0,44043
44,44,82,82,100.0,44044
44,45,57,57,100.0,44045
44,46,40,40,100.0,44046
44,47,81,81,100.0,44047
46,1,162,162,100.0,46001
46,3,79,79,100.0,46003
46,5,36,36,100.0,46005
46,7,55,55,100.0,46007
46,9,59,59,100.0,46009
46,10,46,46,100.0,46010
46,11,76,76,100.0,46011
46,13,64,64,100.0,46013
46,15,75,75,100.0,46015
46,17,125,125,100.0,46017
46,18,139,139,100.0,46018
46,24,35,35,100.0,46024
46,25,74,74,100.0,46025
46,27,72,72,100.0,46027
46,28,82,82,100.0,46028
46,29,74,74,100.0,46029
46,30,90,90,100.0,46030
46,31,97,97,100.0,46031
46,33,84,84,100.0,46033
46,34,81,81,100.0,46034
46,36,80,80,100.0,46036
46,39,110,110,100.0,46039
46,43,98,98,100.0,46043
46,44,57,57,100.0,46044
46,45,75,75,100.0,46045
47,2,70,70,100.0,47002
47,3,125,125,100.0,47003
47,4,75,75,100.0,47004
47,6,79,79,100.0,47006
47,7,74,74,100.0,47007
47,8,69,69,100.0,47008
47,9,56,56,100.0,47009
47,12,57,57,100.0,47012
47,13,105,105,100.0,47013
47,14,51,51,100.0,47014
47,16,72,72,100.0,47016
47,17,55,55,100.0,47017
47,18,61,61,100.0,47018
47,21,71,71,100.0,47021
